,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,PORTLAND_ACTION,CHARLOTTE_SCORE,PORTLAND_SCORE
377,4,5:51.0,,Defensive rebound by A. Aminu,83,95
378,4,5:40.0,,D. Lillard misses 2-pt hook shot from 3 ft,83,95
379,4,5:40.0,,Offensive rebound by A. Crabbe,83,95
380,4,5:37.0,,A. Crabbe makes 3-pt jump shot from 24 ft,83,98
381,4,5:21.0,Shooting foul by M. Plumlee (drawn by T. Hansbrough),,83,98
382,4,5:21.0,Official timeout,,83,98
383,4,5:21.0,,C. McCollum enters the game for A. Crabbe,83,98
384,4,5:21.0,T. Hansbrough makes free throw 1 of 2,,84,98
385,4,5:21.0,T. Hansbrough misses free throw 2 of 2,,84,98
386,4,5:20.0,,Defensive rebound by M. Plumlee,84,98
387,4,5:05.0,,D. Lillard misses 2-pt jump shot from 4 ft,84,98
388,4,5:05.0,,Offensive rebound by M. Plumlee,84,98
389,4,4:56.0,,A. Aminu misses 2-pt layup from 2 ft,84,98
390,4,4:54.0,Defensive rebound by T. Hansbrough,,84,98
391,4,4:46.0,Shooting foul by M. Plumlee (drawn by M. Kidd-Gilchrist),,84,98
392,4,4:46.0,M. Kidd-Gilchrist makes free throw 1 of 2,,85,98
393,4,4:46.0,M. Kidd-Gilchrist makes free throw 2 of 2,,86,98
394,4,4:28.0,,A. Aminu misses 3-pt jump shot from 24 ft,86,98
395,4,4:27.0,Defensive rebound by M. Williams,,86,98
396,4,4:16.0,M. Williams makes 3-pt jump shot from 24 ft (assist by N. Batum),,89,98
397,4,3:58.0,,D. Lillard misses 2-pt jump shot from 21 ft,89,98
398,4,3:58.0,Defensive rebound by T. Hansbrough,,89,98
399,4,3:45.0,Turnover by N. Batum (lost ball; steal by G. Henderson),,89,98
400,4,3:40.0,,A. Aminu makes 2-pt dunk at rim (assist by G. Henderson),89,100
401,4,3:26.0,B. Roberts makes 2-pt layup from 1 ft,,91,100
402,4,3:01.0,,G. Henderson misses 2-pt jump shot from 15 ft,91,100
403,4,3:01.0,Defensive rebound by M. Williams,,91,100
404,4,2:43.0,M. Kidd-Gilchrist misses 2-pt layup from 1 ft (block by M. Plumlee),,91,100
405,4,2:41.0,Offensive rebound by M. Williams,,91,100
406,4,2:41.0,M. Williams misses 2-pt layup from 1 ft,,91,100
407,4,2:40.0,Offensive rebound by M. Williams,,91,100
408,4,2:40.0,M. Williams misses 2-pt layup from 1 ft,,91,100
409,4,2:40.0,Offensive rebound by M. Williams,,91,100
410,4,2:40.0,Shooting foul by M. Plumlee (drawn by M. Williams),,91,100
411,4,2:40.0,,Portland full timeout,91,100
412,4,2:40.0,,A. Crabbe enters the game for G. Henderson,91,100
413,4,2:40.0,M. Williams misses free throw 1 of 2,,91,100
414,4,2:40.0,Offensive rebound by Team,,91,100
415,4,2:40.0,M. Williams misses free throw 2 of 2,,91,100
416,4,2:39.0,Offensive rebound by T. Hansbrough,,91,100
417,4,2:26.0,B. Roberts misses 3-pt jump shot from 25 ft,,91,100
418,4,2:25.0,,Defensive rebound by D. Lillard,91,100
419,4,2:10.0,,A. Aminu makes 2-pt layup at rim (assist by D. Lillard),91,102
420,4,2:10.0,,Shooting foul by M. Williams (drawn by A. Aminu),91,102
421,4,2:10.0,,A. Aminu makes free throw 1 of 1,91,103
422,4,1:55.0,N. Batum misses 3-pt jump shot from 24 ft,,91,103
423,4,1:55.0,,Defensive rebound by D. Lillard,91,103
424,4,1:39.0,,D. Lillard makes 2-pt jump shot from 14 ft,91,105
425,4,1:39.0,Charlotte full timeout,,91,105
426,4,1:23.0,B. Roberts misses 2-pt layup from 2 ft,,91,105
427,4,1:23.0,Offensive rebound by T. Hansbrough,,91,105
428,4,1:23.0,T. Hansbrough misses 2-pt layup at rim,,91,105
429,4,1:21.0,,Defensive rebound by C. McCollum,91,105
430,4,1:04.0,,A. Aminu makes 2-pt dunk at rim (assist by M. Plumlee),91,107
431,4,0:55.0,Turnover by N. Batum (bad pass; steal by A. Crabbe),,91,107
432,4,0:35.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by D. Lillard),91,109
433,4,0:22.0,M. Williams misses 3-pt jump shot from 25 ft,,91,109
434,4,0:22.0,,Defensive rebound by M. Plumlee,91,109
