,QUARTER,TIME_REMAINING,PHOENIX_ACTION,SAN ANTONIO_ACTION,PHOENIX_SCORE,SAN ANTONIO_SCORE
0,1,11:45.0,T. Chandler misses 2-pt hook shot from 4 ft,,0,0
1,1,11:44.0,,Defensive rebound by D. West,0,0
2,1,11:32.0,,Turnover by T. Parker (lost ball; steal by P. Tucker),0,0
3,1,11:26.0,D. Booker misses 3-pt jump shot from 23 ft,,0,0
4,1,11:25.0,,Defensive rebound by K. Leonard,0,0
5,1,11:03.0,,D. West misses 2-pt jump shot from 18 ft,0,0
6,1,11:02.0,Defensive rebound by B. Knight,,0,0
7,1,10:52.0,M. Morris makes 2-pt dunk at rim (assist by B. Knight),,2,0
8,1,10:32.0,,Shooting foul by B. Knight (drawn by T. Parker),2,0
9,1,10:32.0,,T. Parker misses free throw 1 of 2,2,0
10,1,10:32.0,,Offensive rebound by Team,2,0
11,1,10:32.0,,T. Parker misses free throw 2 of 2,2,0
12,1,10:32.0,Defensive rebound by T. Chandler,,2,0
13,1,10:32.0,M. Morris makes 2-pt jump shot from 18 ft (assist by B. Knight),,4,0
14,1,10:04.0,,D. West misses 2-pt jump shot from 18 ft,4,0
15,1,10:03.0,,Offensive rebound by K. Leonard,4,0
16,1,10:03.0,,K. Leonard makes 2-pt layup at rim,4,2
17,1,9:53.0,B. Knight makes 3-pt jump shot from 23 ft,,7,2
18,1,9:36.0,,K. Leonard makes 3-pt jump shot from 24 ft (assist by D. Green),7,5
19,1,9:24.0,B. Knight misses 2-pt jump shot from 3 ft,,7,5
20,1,9:23.0,,Defensive rebound by T. Duncan,7,5
21,1,9:14.0,,K. Leonard makes 2-pt jump shot from 16 ft,7,7
22,1,8:53.0,Personal foul by D. West (drawn by M. Morris),,7,7
23,1,8:31.0,D. Booker makes 2-pt jump shot from 17 ft (assist by B. Knight),,9,7
24,1,8:03.0,,D. Green makes 2-pt jump shot from 9 ft (assist by K. Leonard),9,9
25,1,7:45.0,D. Booker misses 2-pt layup from 2 ft (block by T. Duncan),,9,9
26,1,7:44.0,,Defensive rebound by T. Duncan,9,9
27,1,7:33.0,,D. West makes 2-pt jump shot from 6 ft,9,11
28,1,7:33.0,,Shooting foul by M. Morris (drawn by D. West),9,11
29,1,7:33.0,,D. West makes free throw 1 of 1,9,12
30,1,7:25.0,Turnover by B. Knight (bad pass; steal by T. Duncan),,9,12
31,1,7:11.0,,T. Parker misses 2-pt jump shot from 6 ft,9,12
32,1,7:10.0,Defensive rebound by T. Chandler,,9,12
33,1,6:56.0,D. Booker misses 3-pt jump shot from 23 ft,,9,12
34,1,6:55.0,,Defensive rebound by K. Leonard,9,12
35,1,6:49.0,,Personal foul by P. Tucker (drawn by K. Leonard),9,12
36,1,6:49.0,Violation by T. Chandler (kicked ball),,9,12
37,1,6:35.0,,T. Duncan misses 2-pt jump shot from 13 ft,9,12
38,1,6:34.0,Defensive rebound by D. Booker,,9,12
39,1,6:19.0,P. Tucker misses 3-pt jump shot from 24 ft,,9,12
40,1,6:19.0,,Defensive rebound by D. Green,9,12
41,1,6:13.0,,D. Green misses 3-pt jump shot from 25 ft,9,12
42,1,6:11.0,Defensive rebound by T. Chandler,,9,12
43,1,5:52.0,P. Tucker misses 2-pt jump shot from 5 ft,,9,12
44,1,5:50.0,Offensive rebound by T. Chandler,,9,12
45,1,5:49.0,Shooting foul by T. Duncan (drawn by T. Chandler),,9,12
46,1,5:49.0,,San Antonio full timeout,9,12
47,1,5:49.0,T. Chandler makes free throw 1 of 2,,10,12
48,1,5:49.0,T. Chandler misses free throw 2 of 2,,10,12
49,1,5:49.0,,Defensive rebound by K. Leonard,10,12
50,1,5:38.0,,T. Parker misses 2-pt jump shot from 11 ft,10,12
51,1,5:37.0,Defensive rebound by B. Knight,,10,12
52,1,5:17.0,B. Knight makes 3-pt jump shot from 25 ft (assist by D. Booker),,13,12
53,1,4:53.0,,T. Duncan makes 2-pt layup from 1 ft (assist by K. Leonard),13,14
54,1,4:41.0,Turnover by B. Knight (lost ball; steal by T. Parker),,13,14
55,1,4:27.0,,Offensive foul by K. Leonard (drawn by P. Tucker),13,14
56,1,4:27.0,,Turnover by K. Leonard (offensive foul),13,14
57,1,4:27.0,,M. Ginóbili enters the game for D. Green,13,14
58,1,4:27.0,,B. Diaw enters the game for D. West,13,14
59,1,4:26.0,Personal foul by B. Diaw (drawn by M. Morris),,13,14
60,1,4:25.0,T. Warren enters the game for D. Booker,,13,14
61,1,4:20.0,Turnover by B. Knight (bad pass; steal by K. Leonard),,13,14
62,1,4:15.0,,K. Leonard makes 2-pt dunk at rim (assist by T. Parker),13,16
63,1,3:51.0,Personal foul by T. Parker (drawn by B. Knight),,13,16
64,1,3:51.0,,P. Mills enters the game for T. Parker,13,16
65,1,3:51.0,R. Price enters the game for B. Knight,,13,16
66,1,3:46.0,Turnover by M. Morris (traveling),,13,16
67,1,3:37.0,,Turnover by M. Ginóbili (bad pass),13,16
68,1,3:26.0,Turnover by R. Price (bad pass; steal by P. Mills),,13,16
69,1,3:21.0,,Personal foul by R. Price (drawn by K. Leonard),13,16
70,1,3:21.0,,Turnover by M. Ginóbili (lost ball),13,16
71,1,3:21.0,A. Len enters the game for T. Chandler,,13,16
72,1,3:13.0,T. Warren misses 2-pt jump shot from 19 ft,,13,16
73,1,3:13.0,,Defensive rebound by K. Leonard,13,16
74,1,3:12.0,,Turnover by K. Leonard (lost ball; steal by R. Price),13,16
75,1,2:54.0,Turnover by P. Tucker (bad pass),,13,16
76,1,2:54.0,Phoenix full timeout,,13,16
77,1,2:54.0,,B. Marjanović enters the game for T. Duncan,13,16
78,1,2:35.0,,Turnover by K. Leonard (bad pass; steal by M. Morris),13,16
79,1,2:32.0,,Offensive charge foul by T. Warren (drawn by M. Ginóbili),13,16
80,1,2:32.0,Turnover by T. Warren (offensive foul),,13,16
81,1,2:13.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,13,16
82,1,2:12.0,Defensive rebound by M. Morris,,13,16
83,1,1:49.0,M. Morris makes 2-pt jump shot from 19 ft (assist by T. Warren),,15,16
84,1,1:37.0,,P. Mills makes 2-pt jump shot from 18 ft,15,18
85,1,1:21.0,A. Len misses 2-pt jump shot from 17 ft,,15,18
86,1,1:20.0,,Defensive rebound by K. Leonard,15,18
87,1,1:12.0,,K. Leonard makes 2-pt jump shot from 12 ft,15,20
88,1,0:53.0,Turnover by A. Len (lost ball; steal by K. Leonard),,15,20
89,1,0:40.0,,Turnover by B. Marjanović (lost ball; steal by P. Tucker),15,20
90,1,0:37.0,Turnover by P. Tucker (bad pass; steal by P. Mills),,15,20
91,1,0:34.0,,P. Mills misses 3-pt jump shot from 25 ft,15,20
92,1,0:31.0,Defensive rebound by P. Tucker,,15,20
93,1,0:16.0,Shooting foul by B. Marjanović (drawn by M. Morris),,15,20
94,1,0:16.0,M. Morris makes free throw 1 of 2,,16,20
95,1,0:16.0,M. Morris makes free throw 2 of 2,,17,20
96,1,0:02.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,17,20
97,1,0:02.0,Defensive rebound by M. Morris,,17,20
98,1,0:00.0,M. Morris misses 3-pt jump shot from 44 ft,,17,20
99,1,0:00.0,,Defensive rebound by Team,17,20
100,2,11:46.0,,D. Green misses 3-pt jump shot from 25 ft,17,20
101,2,11:46.0,,Offensive rebound by B. Marjanović,17,20
102,2,11:46.0,,Shooting foul by A. Len (drawn by B. Marjanović),17,20
103,2,11:46.0,,B. Marjanović misses free throw 1 of 2,17,20
104,2,11:46.0,,Offensive rebound by Team,17,20
105,2,11:46.0,,B. Marjanović misses free throw 2 of 2,17,20
106,2,11:44.0,Defensive rebound by M. Teletović,,17,20
107,2,11:23.0,A. Len misses 2-pt layup from 1 ft (block by B. Marjanović),,17,20
108,2,11:20.0,,Defensive rebound by M. Ginóbili,17,20
109,2,11:18.0,,Turnover by P. Mills (lost ball; steal by M. Teletović),17,20
110,2,11:14.0,T. Warren makes 2-pt layup from 1 ft (assist by A. Len),,19,20
111,2,11:08.0,Violation by T. Warren (kicked ball),,19,20
112,2,10:56.0,,B. Marjanović makes 2-pt layup from 1 ft (assist by M. Ginóbili),19,22
113,2,10:33.0,M. Teletović makes 3-pt jump shot from 26 ft (assist by T. Warren),,22,22
114,2,10:15.0,,P. Mills misses 3-pt jump shot from 26 ft,22,22
115,2,10:13.0,,Offensive rebound by D. Green,22,22
116,2,10:13.0,,D. Green makes 2-pt layup from 1 ft,22,24
117,2,9:59.0,T. Warren misses 2-pt layup from 2 ft,,22,24
118,2,9:59.0,,Defensive rebound by Team,22,24
119,2,9:59.0,,D. West enters the game for B. Marjanović,22,24
120,2,9:48.0,,M. Ginóbili misses 2-pt jump shot from 13 ft,22,24
121,2,9:45.0,,Offensive rebound by M. Ginóbili,22,24
122,2,9:40.0,,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by P. Mills),22,27
123,2,9:20.0,M. Teletović misses 2-pt jump shot from 15 ft,,22,27
124,2,9:18.0,,Defensive rebound by B. Diaw,22,27
125,2,9:10.0,,D. Green misses 3-pt jump shot from 25 ft,22,27
126,2,9:09.0,Defensive rebound by A. Len,,22,27
127,2,8:59.0,Official timeout,,22,27
128,2,8:59.0,J. Leuer enters the game for A. Len,,22,27
129,2,8:59.0,,T. Parker enters the game for M. Ginóbili,22,27
130,2,8:47.0,T. Warren misses 2-pt jump shot from 20 ft,,22,27
131,2,8:45.0,,Defensive rebound by D. Green,22,27
132,2,8:33.0,,B. Diaw misses 2-pt jump shot from 6 ft,22,27
133,2,8:32.0,,Offensive rebound by D. West,22,27
134,2,8:25.0,,D. West makes 2-pt jump shot from 19 ft (assist by D. Green),22,29
135,2,8:07.0,Turnover by R. Price (lost ball; steal by T. Parker),,22,29
136,2,7:49.0,,D. Green makes 3-pt jump shot from 25 ft (assist by D. West),22,32
137,2,7:35.0,J. Leuer makes 2-pt jump shot from 17 ft (assist by R. Price),,24,32
138,2,7:19.0,,Personal foul by R. Price (drawn by P. Mills),24,32
139,2,7:19.0,B. Knight enters the game for T. Warren,,24,32
140,2,7:10.0,,B. Diaw misses 2-pt layup from 1 ft (block by M. Teletović),24,32
141,2,7:08.0,,Offensive rebound by B. Diaw,24,32
142,2,7:03.0,,D. West misses 2-pt jump shot from 17 ft,24,32
143,2,7:02.0,Defensive rebound by M. Teletović,,24,32
144,2,6:56.0,R. Price makes 2-pt jump shot from 18 ft,,26,32
145,2,6:56.0,,San Antonio full timeout,26,32
146,2,6:56.0,,K. Leonard enters the game for B. Diaw,26,32
147,2,6:30.0,,D. Green misses 2-pt jump shot from 10 ft,26,32
148,2,6:29.0,Defensive rebound by B. Knight,,26,32
149,2,6:16.0,Turnover by M. Teletović (lost ball; steal by K. Leonard),,26,32
150,2,6:11.0,,Personal foul by R. Price (drawn by K. Leonard),26,32
151,2,6:11.0,P. Tucker enters the game for R. Price,,26,32
152,2,5:58.0,,P. Mills misses 2-pt layup from 1 ft,26,32
153,2,5:56.0,Defensive rebound by D. Booker,,26,32
154,2,5:47.0,B. Knight misses 2-pt jump shot from 3 ft,,26,32
155,2,5:45.0,,Defensive rebound by K. Leonard,26,32
156,2,5:38.0,,T. Parker makes 2-pt layup from 1 ft,26,34
157,2,5:15.0,Turnover by B. Knight (lost ball),,26,34
158,2,5:15.0,,J. Simmons enters the game for P. Mills,26,34
159,2,4:57.0,,Turnover by T. Parker (bad pass),26,34
160,2,4:45.0,Turnover by J. Leuer (bad pass; steal by K. Leonard),,26,34
161,2,4:29.0,,D. West misses 2-pt jump shot from 9 ft,26,34
162,2,4:27.0,Defensive rebound by J. Leuer,,26,34
163,2,4:12.0,P. Tucker misses 3-pt jump shot from 23 ft,,26,34
164,2,4:11.0,,Defensive rebound by K. Leonard,26,34
165,2,4:11.0,,Personal foul by P. Tucker (drawn by K. Leonard),26,34
166,2,4:11.0,M. Morris enters the game for M. Teletović,,26,34
167,2,4:11.0,A. Goodwin enters the game for D. Booker,,26,34
168,2,3:56.0,,D. Green misses 2-pt layup from 1 ft,26,34
169,2,3:55.0,Defensive rebound by J. Leuer,,26,34
170,2,3:46.0,Personal foul by T. Parker (drawn by P. Tucker),,26,34
171,2,3:42.0,Personal foul by J. Simmons (drawn by B. Knight),,26,34
172,2,3:42.0,,T. Duncan enters the game for D. West,26,34
173,2,3:35.0,Shooting foul by T. Parker (drawn by J. Leuer),,26,34
174,2,3:35.0,J. Leuer makes free throw 1 of 2,,27,34
175,2,3:35.0,,P. Mills enters the game for T. Parker,27,34
176,2,3:35.0,J. Leuer makes free throw 2 of 2,,28,34
177,2,3:16.0,,J. Simmons makes 2-pt layup at rim (assist by D. Green),28,36
178,2,3:03.0,M. Morris makes 2-pt jump shot from 3 ft (assist by P. Tucker),,30,36
179,2,2:50.0,,K. Leonard misses 2-pt jump shot from 6 ft,30,36
180,2,2:49.0,Defensive rebound by J. Leuer,,30,36
181,2,2:44.0,,Offensive charge foul by B. Knight (drawn by P. Mills),30,36
182,2,2:44.0,Turnover by B. Knight (offensive foul),,30,36
183,2,2:44.0,Phoenix full timeout,,30,36
184,2,2:44.0,,M. Ginóbili enters the game for D. Green,30,36
185,2,2:33.0,,K. Leonard misses 2-pt jump shot from 4 ft (block by J. Leuer),30,36
186,2,2:33.0,,Offensive rebound by Team,30,36
187,2,2:33.0,Violation by B. Knight (kicked ball),,30,36
188,2,2:28.0,,M. Ginóbili makes 2-pt layup from 1 ft (assist by T. Duncan),30,38
189,2,2:12.0,J. Leuer misses 2-pt jump shot from 3 ft,,30,38
190,2,2:11.0,Offensive rebound by M. Morris,,30,38
191,2,2:11.0,M. Morris makes 2-pt layup at rim,,32,38
192,2,1:58.0,,Turnover by M. Ginóbili (lost ball; steal by P. Tucker),32,38
193,2,1:54.0,Turnover by P. Tucker (bad pass; steal by P. Mills),,32,38
194,2,1:39.0,,P. Mills makes 3-pt jump shot from 24 ft,32,41
