,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,ATLANTA_ACTION,MINNESOTA_SCORE,ATLANTA_SCORE
146,2,5:34.0,R. Rubio misses 2-pt jump shot from 18 ft (block by J. Teague),,52,32
147,2,5:31.0,Offensive rebound by K. Towns,,52,32
148,2,5:27.0,Personal foul by J. Teague (drawn by R. Rubio),,52,32
149,2,5:27.0,,D. Schröder enters the game for J. Teague,52,32
150,2,5:16.0,A. Wiggins makes 2-pt jump shot from 14 ft,,54,32
151,2,5:04.0,,K. Bazemore makes 3-pt jump shot from 24 ft,54,35
152,2,4:48.0,Shooting foul by A. Horford (drawn by K. Towns),,54,35
153,2,4:48.0,K. Towns makes free throw 1 of 2,,55,35
154,2,4:48.0,K. Towns misses free throw 2 of 2,,55,35
155,2,4:47.0,,Defensive rebound by K. Bazemore,55,35
156,2,4:29.0,,K. Bazemore makes 2-pt dunk at rim (assist by A. Horford),55,37
157,2,4:19.0,A. Wiggins makes 2-pt jump shot from 19 ft (assist by K. Garnett),,57,37
158,2,4:05.0,,D. Schröder misses 2-pt jump shot from 19 ft,57,37
159,2,4:03.0,Defensive rebound by K. Garnett,,57,37
160,2,3:44.0,K. Garnett misses 2-pt jump shot from 14 ft,,57,37
161,2,3:43.0,,Defensive rebound by Team,57,37
162,2,3:43.0,,J. Teague enters the game for K. Korver,57,37
163,2,3:25.0,,A. Horford misses 2-pt layup from 1 ft,57,37
164,2,3:23.0,Defensive rebound by K. Garnett,,57,37
165,2,3:19.0,,Violation by D. Schröder (kicked ball),57,37
166,2,3:19.0,,M. Scott enters the game for A. Horford,57,37
167,2,3:07.0,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),,59,37
168,2,3:03.0,,Turnover by P. Millsap (bad pass; steal by R. Rubio),59,37
169,2,3:01.0,R. Rubio misses 2-pt layup from 4 ft (block by P. Millsap),,59,37
170,2,3:01.0,Offensive rebound by Team,,59,37
171,2,3:01.0,Z. LaVine enters the game for T. Prince,,59,37
172,2,2:57.0,Shooting foul by P. Millsap (drawn by K. Towns),,59,37
173,2,2:57.0,Official timeout,,59,37
174,2,2:57.0,K. Martin enters the game for Z. LaVine,,59,37
175,2,2:57.0,K. Towns makes free throw 1 of 2,,60,37
176,2,2:57.0,K. Towns makes free throw 2 of 2,,61,37
177,2,2:43.0,,P. Millsap misses 2-pt jump shot from 7 ft,61,37
178,2,2:42.0,Defensive rebound by K. Towns,,61,37
179,2,2:26.0,K. Garnett makes 2-pt jump shot from 20 ft (assist by R. Rubio),,63,37
180,2,2:11.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by D. Schröder),63,40
181,2,1:54.0,K. Garnett misses 2-pt jump shot from 19 ft,,63,40
182,2,1:53.0,Offensive rebound by A. Wiggins,,63,40
183,2,1:50.0,A. Wiggins makes 2-pt layup at rim,,65,40
184,2,1:35.0,,Personal foul by R. Rubio (drawn by P. Millsap),65,40
185,2,1:29.0,,P. Millsap misses 3-pt jump shot from 24 ft,65,40
186,2,1:29.0,Defensive rebound by Team,,65,40
187,2,1:29.0,Z. LaVine enters the game for R. Rubio,,65,40
188,2,1:17.0,A. Wiggins makes 2-pt jump shot from 19 ft,,67,40
189,2,1:01.0,,Turnover by K. Bazemore (lost ball; steal by Z. LaVine),67,40
190,2,0:55.0,Z. LaVine makes 3-pt jump shot from 24 ft,,70,40
191,2,0:31.0,,P. Millsap misses 2-pt jump shot from 10 ft,70,40
192,2,0:27.0,Defensive rebound by K. Towns,,70,40
193,2,0:13.0,Z. LaVine makes 2-pt jump shot from 16 ft,,72,40
194,2,0:08.0,,Shooting foul by Z. LaVine (drawn by J. Teague),72,40
195,2,0:08.0,,J. Teague makes free throw 1 of 2,72,41
196,2,0:08.0,,T. Sefolosha enters the game for K. Bazemore,72,41
197,2,0:08.0,,J. Teague makes free throw 2 of 2,72,42
198,2,0:05.0,Minnesota full timeout,,72,42
199,2,0:05.0,,J. Holiday enters the game for J. Teague,72,42
200,2,0:05.0,,T. Splitter enters the game for M. Scott,72,42
201,2,0:00.0,K. Towns misses 3-pt jump shot from 24 ft,,72,42
202,2,0:00.0,Offensive rebound by Team,,72,42
203,3,11:47.0,A. Wiggins makes 2-pt jump shot from 18 ft (assist by R. Rubio),,74,42
204,3,11:36.0,,Personal foul by R. Rubio (drawn by J. Teague),74,42
205,3,11:28.0,,A. Horford makes 2-pt jump shot from 17 ft (assist by J. Teague),74,44
206,3,11:17.0,K. Garnett makes 2-pt jump shot from 20 ft (assist by A. Wiggins),,76,44
207,3,11:10.0,,Personal foul by K. Garnett (drawn by P. Millsap),76,44
208,3,11:03.0,,A. Horford misses 2-pt jump shot from 19 ft,76,44
209,3,11:02.0,,Offensive rebound by Team,76,44
210,3,10:56.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Teague),76,47
211,3,10:41.0,K. Towns makes 2-pt jump shot from 16 ft (assist by R. Rubio),,78,47
212,3,10:30.0,,J. Teague misses 2-pt layup from 1 ft,78,47
213,3,10:29.0,Defensive rebound by K. Garnett,,78,47
214,3,10:17.0,A. Wiggins makes 3-pt jump shot from 24 ft (assist by R. Rubio),,81,47
215,3,10:04.0,,J. Teague makes 2-pt layup from 1 ft,81,49
216,3,10:04.0,,Shooting foul by K. Garnett (drawn by J. Teague),81,49
217,3,10:04.0,,J. Teague makes free throw 1 of 1,81,50
218,3,9:52.0,,Offensive charge foul by A. Wiggins (drawn by P. Millsap),81,50
219,3,9:52.0,Turnover by A. Wiggins (offensive foul),,81,50
220,3,9:42.0,,J. Teague misses 3-pt jump shot from 24 ft,81,50
221,3,9:40.0,,Offensive rebound by A. Horford,81,50
222,3,9:38.0,,Turnover by K. Bazemore (step out of bounds),81,50
223,3,9:27.0,A. Wiggins makes 2-pt dunk at rim (assist by K. Towns),,83,50
224,3,9:12.0,,A. Horford misses 2-pt jump shot from 6 ft,83,50
225,3,9:12.0,,Offensive rebound by Team,83,50
226,3,9:05.0,,P. Millsap makes 2-pt layup from 1 ft (assist by J. Teague),83,52
227,3,9:05.0,,Shooting foul by K. Towns (drawn by P. Millsap),83,52
228,3,9:05.0,,P. Millsap misses free throw 1 of 1,83,52
229,3,9:04.0,Defensive rebound by K. Towns,,83,52
230,3,8:48.0,T. Prince makes 2-pt jump shot from 18 ft (assist by A. Wiggins),,85,52
231,3,8:31.0,,A. Horford misses 2-pt layup from 1 ft,85,52
232,3,8:30.0,,Offensive rebound by P. Millsap,85,52
233,3,8:17.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by J. Teague),85,54
234,3,8:01.0,K. Towns misses 2-pt hook shot from 3 ft,,85,54
235,3,8:00.0,,Defensive rebound by K. Korver,85,54
236,3,7:54.0,,P. Millsap makes 2-pt jump shot from 6 ft (assist by K. Bazemore),85,56
237,3,7:53.0,Minnesota full timeout,,85,56
238,3,7:44.0,Offensive foul by K. Towns (drawn by K. Bazemore),,85,56
239,3,7:44.0,Turnover by K. Towns (offensive foul),,85,56
240,3,7:34.0,,A. Horford makes 3-pt jump shot from 24 ft (assist by J. Teague),85,59
241,3,7:11.0,Personal foul by K. Bazemore (drawn by K. Towns),,85,59
242,3,7:02.0,A. Wiggins misses 2-pt jump shot from 19 ft,,85,59
243,3,6:59.0,,Defensive rebound by K. Bazemore,85,59
244,3,6:44.0,,K. Korver misses 2-pt layup from 1 ft (block by K. Garnett),85,59
245,3,6:40.0,Defensive rebound by K. Garnett,,85,59
246,3,6:35.0,R. Rubio misses 2-pt layup from 1 ft,,85,59
247,3,6:34.0,Offensive rebound by K. Towns,,85,59
248,3,6:25.0,T. Prince makes 2-pt layup from 1 ft,,87,59
249,3,6:15.0,,J. Teague makes 2-pt layup from 1 ft,87,61
250,3,6:10.0,Turnover by K. Garnett (bad pass; steal by K. Bazemore),,87,61
251,3,6:00.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by J. Teague),87,64
252,3,5:49.0,Minnesota full timeout,,87,64
253,3,5:49.0,N. Bjelica enters the game for K. Garnett,,87,64
254,3,5:39.0,Turnover by R. Rubio (bad pass; steal by A. Horford),,87,64
255,3,5:34.0,,J. Teague makes 2-pt dunk at rim (assist by K. Bazemore),87,66
256,3,5:19.0,Z. LaVine enters the game for R. Rubio,,87,66
257,3,5:12.0,Turnover by A. Wiggins (lost ball),,87,66
258,3,4:58.0,,J. Teague makes 3-pt jump shot from 24 ft,87,69
259,3,4:38.0,Turnover by T. Prince (bad pass),,87,69
260,3,4:28.0,,J. Teague makes 2-pt layup at rim (assist by A. Horford),87,71
261,3,4:07.0,N. Bjelica misses 3-pt jump shot from 25 ft,,87,71
262,3,4:05.0,Offensive rebound by T. Prince,,87,71
263,3,3:57.0,A. Wiggins makes 2-pt jump shot from 19 ft (assist by Z. LaVine),,89,71
264,3,3:44.0,,A. Horford misses 3-pt jump shot from 25 ft,89,71
265,3,3:43.0,Defensive rebound by N. Bjelica,,89,71
266,3,3:31.0,A. Wiggins misses 2-pt layup from 1 ft (block by K. Bazemore),,89,71
267,3,3:31.0,Offensive rebound by Team,,89,71
268,3,3:31.0,,T. Splitter enters the game for A. Horford,89,71
269,3,3:31.0,,T. Sefolosha enters the game for K. Korver,89,71
270,3,3:31.0,K. Martin enters the game for T. Prince,,89,71
271,3,3:27.0,K. Towns makes 2-pt jump shot from 21 ft (assist by N. Bjelica),,91,71
272,3,3:17.0,,J. Teague makes 2-pt jump shot from 5 ft,91,73
273,3,2:59.0,Turnover by N. Bjelica (traveling),,91,73
274,3,2:59.0,,D. Schröder enters the game for K. Bazemore,91,73
275,3,2:59.0,G. Dieng enters the game for K. Towns,,91,73
276,3,2:46.0,,P. Millsap makes 2-pt layup from 2 ft (assist by J. Teague),91,75
277,3,2:32.0,K. Martin misses 2-pt jump shot from 14 ft (block by J. Teague),,91,75
278,3,2:32.0,Offensive rebound by Team,,91,75
279,3,2:32.0,S. Muhammad enters the game for A. Wiggins,,91,75
280,3,2:30.0,K. Martin misses 2-pt jump shot from 4 ft,,91,75
281,3,2:30.0,,Defensive rebound by Team,91,75
282,3,2:21.0,,T. Splitter makes 2-pt layup from 1 ft (assist by P. Millsap),91,77
283,3,2:05.0,N. Bjelica misses 3-pt jump shot from 24 ft,,91,77
284,3,2:04.0,,Defensive rebound by J. Teague,91,77
285,3,1:56.0,,Turnover by J. Teague (lost ball; steal by G. Dieng),91,77
286,3,1:46.0,Turnover by S. Muhammad (bad pass; steal by T. Sefolosha),,91,77
287,3,1:41.0,,T. Sefolosha makes 2-pt layup from 1 ft,91,79
288,3,1:27.0,Turnover by Z. LaVine (bad pass; steal by D. Schröder),,91,79
289,3,1:15.0,,D. Schröder makes 2-pt jump shot from 16 ft (assist by P. Millsap),91,81
290,3,0:54.0,S. Muhammad makes 2-pt jump shot from 7 ft (assist by G. Dieng),,93,81
291,3,0:46.0,,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by D. Schröder),93,84
292,3,0:31.0,Turnover by G. Dieng (bad pass; steal by J. Teague),,93,84
293,3,0:23.0,,Turnover by J. Teague (lost ball; steal by Z. LaVine),93,84
294,3,0:00.0,Z. LaVine misses 2-pt jump shot from 17 ft (block by J. Teague),,93,84
295,3,0:00.0,Offensive rebound by Z. LaVine,,93,84
296,4,11:50.0,,D. Schröder misses 2-pt jump shot from 18 ft,93,84
297,4,11:48.0,Defensive rebound by N. Bjelica,,93,84
298,4,11:38.0,K. Martin misses 3-pt jump shot from 24 ft,,93,84
299,4,11:37.0,,Defensive rebound by T. Splitter,93,84
300,4,11:25.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,93,84
301,4,11:24.0,Defensive rebound by G. Dieng,,93,84
302,4,11:04.0,Turnover by S. Muhammad (bad pass; steal by K. Bazemore),,93,84
303,4,10:49.0,,K. Bazemore misses 3-pt jump shot from 24 ft,93,84
304,4,10:48.0,,Offensive rebound by A. Horford,93,84
305,4,10:48.0,,Shooting foul by N. Bjelica (drawn by A. Horford),93,84
306,4,10:48.0,,Technical foul by A. Horford,93,84
307,4,10:48.0,K. Martin makes technical free throw,,94,84
308,4,10:48.0,,A. Horford makes free throw 1 of 2,94,85
309,4,10:48.0,A. Wiggins enters the game for S. Muhammad,,94,85
310,4,10:48.0,,A. Horford makes free throw 2 of 2,94,86
311,4,10:30.0,A. Wiggins misses 2-pt jump shot from 20 ft,,94,86
312,4,10:28.0,,Defensive rebound by D. Schröder,94,86
313,4,10:18.0,,Personal foul by A. Miller (drawn by T. Splitter),94,86
314,4,10:12.0,,D. Schröder makes 3-pt jump shot from 23 ft,94,89
315,4,9:54.0,N. Bjelica makes 3-pt jump shot from 24 ft (assist by A. Miller),,97,89
316,4,9:40.0,,Turnover by A. Horford (bad pass),97,89
317,4,9:29.0,K. Martin misses 2-pt layup from 1 ft,,97,89
318,4,9:28.0,,Defensive rebound by T. Splitter,97,89
319,4,9:11.0,,K. Bazemore misses 3-pt jump shot from 24 ft,97,89
320,4,9:09.0,Defensive rebound by N. Bjelica,,97,89
321,4,9:09.0,Personal foul by T. Sefolosha (drawn by N. Bjelica),,97,89
322,4,9:09.0,,K. Korver enters the game for T. Sefolosha,97,89
323,4,8:57.0,Turnover by A. Miller (bad pass; steal by K. Bazemore),,97,89
324,4,8:57.0,,Personal foul by G. Dieng (drawn by K. Bazemore),97,89
325,4,8:57.0,Official timeout,,97,89
326,4,8:38.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by A. Horford),97,91
327,4,8:11.0,N. Bjelica makes 3-pt jump shot from 24 ft (assist by K. Martin),,100,91
328,4,7:51.0,,Turnover by K. Bazemore (bad pass; steal by A. Miller),100,91
329,4,7:46.0,A. Miller misses 2-pt layup at rim,,100,91
330,4,7:44.0,,Defensive rebound by K. Bazemore,100,91
331,4,7:39.0,,A. Horford makes 2-pt dunk at rim (assist by K. Bazemore),100,93
332,4,7:18.0,Shooting foul by K. Korver (drawn by K. Martin),,100,93
333,4,7:18.0,K. Martin makes free throw 1 of 2,,101,93
334,4,7:18.0,,P. Millsap enters the game for K. Bazemore,101,93
335,4,7:18.0,,J. Teague enters the game for T. Splitter,101,93
336,4,7:18.0,R. Rubio enters the game for A. Miller,,101,93
337,4,7:18.0,K. Martin misses free throw 2 of 2,,101,93
338,4,7:17.0,,Defensive rebound by A. Horford,101,93
339,4,7:09.0,,A. Horford makes 3-pt jump shot from 24 ft (assist by D. Schröder),101,96
340,4,6:54.0,Turnover by G. Dieng (traveling),,101,96
341,4,6:54.0,K. Towns enters the game for G. Dieng,,101,96
342,4,6:41.0,,J. Teague makes 2-pt jump shot from 14 ft,101,98
343,4,6:35.0,Minnesota full timeout,,101,98
344,4,6:35.0,,T. Splitter enters the game for A. Horford,101,98
345,4,6:18.0,Turnover by K. Towns (bad pass; steal by P. Millsap),,101,98
346,4,6:13.0,,J. Teague makes 2-pt layup at rim (assist by P. Millsap),101,100
347,4,5:55.0,Shooting foul by K. Korver (drawn by K. Towns),,101,100
348,4,5:55.0,K. Towns makes free throw 1 of 2,,102,100
349,4,5:55.0,T. Prince enters the game for K. Martin,,102,100
350,4,5:55.0,K. Towns makes free throw 2 of 2,,103,100
351,4,5:35.0,,K. Korver makes 2-pt jump shot from 11 ft (assist by P. Millsap),103,102
352,4,5:11.0,A. Wiggins misses 2-pt jump shot from 10 ft,,103,102
353,4,5:10.0,Offensive rebound by K. Towns,,103,102
354,4,5:08.0,K. Towns makes 2-pt layup at rim,,105,102
355,4,5:00.0,,D. Schröder misses 3-pt jump shot from 24 ft,105,102
356,4,4:59.0,Defensive rebound by K. Towns,,105,102
357,4,4:41.0,Turnover by R. Rubio (bad pass; steal by P. Millsap),,105,102
358,4,4:25.0,,P. Millsap makes 2-pt layup from 1 ft (assist by J. Teague),105,104
359,4,4:25.0,,Shooting foul by K. Towns (drawn by P. Millsap),105,104
360,4,4:25.0,,K. Bazemore enters the game for T. Splitter,105,104
361,4,4:25.0,,A. Horford enters the game for D. Schröder,105,104
362,4,4:25.0,,P. Millsap makes free throw 1 of 1,105,105
363,4,4:05.0,R. Rubio misses 3-pt jump shot from 25 ft,,105,105
364,4,4:03.0,,Defensive rebound by A. Horford,105,105
365,4,3:58.0,,Turnover by J. Teague (bad pass),105,105
366,4,3:44.0,Shooting foul by K. Bazemore (drawn by A. Wiggins),,105,105
367,4,3:44.0,A. Wiggins makes free throw 1 of 2,,106,105
368,4,3:44.0,A. Wiggins misses free throw 2 of 2,,106,105
369,4,3:41.0,,Defensive rebound by Team,106,105
370,4,3:25.0,,P. Millsap makes 2-pt layup from 2 ft,106,107
371,4,3:10.0,A. Wiggins makes 2-pt layup from 1 ft,,108,107
372,4,3:10.0,Shooting foul by A. Horford (drawn by A. Wiggins),,108,107
373,4,3:10.0,A. Wiggins makes free throw 1 of 1,,109,107
374,4,2:53.0,,K. Bazemore misses 2-pt jump shot from 19 ft,109,107
375,4,2:51.0,Defensive rebound by R. Rubio,,109,107
