,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,CHICAGO_ACTION,NEW ORLEANS_SCORE,CHICAGO_SCORE
89,1,0:51.0,,A. Brooks misses 2-pt jump shot from 16 ft,24,15
90,1,0:49.0,Defensive rebound by N. Cole,,24,15
91,1,0:46.0,A. Davis makes 2-pt dunk at rim (assist by N. Cole),,26,15
92,1,0:29.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by A. Brooks),26,18
93,1,0:18.0,Ö. Aşık makes 2-pt layup from 1 ft (assist by N. Cole),,28,18
94,1,0:03.0,,Shooting foul by Ö. Aşık (drawn by A. Brooks),28,18
95,1,0:03.0,,A. Brooks makes free throw 1 of 2,28,19
96,1,0:03.0,,A. Brooks makes free throw 2 of 2,28,20
97,2,11:41.0,N. Cole makes 2-pt layup from 1 ft (assist by Ö. Aşık),,30,20
98,2,11:21.0,,D. Rose misses 2-pt jump shot from 10 ft,30,20
99,2,11:20.0,Defensive rebound by D. Cunningham,,30,20
100,2,11:09.0,A. Davis makes 2-pt jump shot from 19 ft (assist by N. Cole),,32,20
101,2,11:00.0,,A. Brooks misses 3-pt jump shot from 23 ft,32,20
102,2,10:59.0,,Offensive rebound by J. Noah,32,20
103,2,10:43.0,,D. McDermott misses 3-pt jump shot from 27 ft,32,20
104,2,10:42.0,Defensive rebound by Ö. Aşık,,32,20
105,2,10:34.0,N. Cole makes 2-pt jump shot from 17 ft,,34,20
106,2,10:33.0,,Chicago full timeout,34,20
107,2,10:19.0,,Personal foul by D. Cunningham (drawn by J. Noah),34,20
108,2,10:14.0,,D. Rose misses 2-pt jump shot from 7 ft,34,20
109,2,10:13.0,Defensive rebound by I. Smith,,34,20
110,2,10:00.0,N. Cole misses 2-pt jump shot from 13 ft,,34,20
111,2,9:59.0,,Defensive rebound by N. Mirotić,34,20
112,2,9:44.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by A. Brooks),34,23
113,2,9:31.0,Shooting foul by J. Noah (drawn by A. Davis),,34,23
114,2,9:31.0,A. Davis makes free throw 1 of 2,,35,23
115,2,9:31.0,A. Davis misses free throw 2 of 2,,35,23
116,2,9:29.0,,Defensive rebound by J. Noah,35,23
117,2,9:16.0,,D. McDermott misses 3-pt jump shot from 24 ft,35,23
118,2,9:14.0,Defensive rebound by N. Cole,,35,23
119,2,9:05.0,I. Smith makes 2-pt jump shot from 5 ft,,37,23
120,2,8:50.0,T. Evans enters the game for A. Davis,,37,23
121,2,8:50.0,,J. Butler enters the game for A. Brooks,37,23
122,2,8:45.0,,Def 3 sec tech foul by Ö. Aşık,37,23
123,2,8:45.0,,J. Butler makes technical free throw,37,24
124,2,8:31.0,,J. Noah makes 2-pt hook shot from 3 ft (assist by N. Mirotić),37,26
125,2,8:19.0,T. Evans misses 2-pt layup from 1 ft (block by J. Noah),,37,26
126,2,8:19.0,Offensive rebound by Team,,37,26
127,2,8:19.0,,T. Snell enters the game for D. McDermott,37,26
128,2,8:19.0,A. Ajinça enters the game for Ö. Aşık,,37,26
129,2,8:05.0,T. Evans misses 2-pt layup from 2 ft,,37,26
130,2,8:02.0,,Defensive rebound by N. Mirotić,37,26
131,2,7:57.0,,Personal foul by T. Evans (drawn by J. Butler),37,26
132,2,7:52.0,,Turnover by J. Butler (bad pass; steal by I. Smith),37,26
133,2,7:51.0,Personal foul by N. Mirotić (drawn by I. Smith),,37,26
134,2,7:51.0,A. Gee enters the game for N. Cole,,37,26
135,2,7:33.0,T. Evans misses 2-pt layup from 2 ft (block by J. Butler),,37,26
136,2,7:32.0,Offensive rebound by A. Ajinça,,37,26
137,2,7:27.0,I. Smith misses 2-pt jump shot from 21 ft,,37,26
138,2,7:26.0,,Defensive rebound by J. Noah,37,26
139,2,7:17.0,,D. Rose makes 2-pt jump shot from 16 ft (assist by J. Noah),37,28
140,2,7:03.0,Turnover by T. Evans (discontinued dribble),,37,28
141,2,7:03.0,,P. Gasol enters the game for J. Noah,37,28
142,2,6:51.0,,J. Butler misses 2-pt jump shot from 13 ft,37,28
143,2,6:50.0,Defensive rebound by T. Evans,,37,28
144,2,6:36.0,T. Evans makes 2-pt jump shot from 18 ft,,39,28
145,2,6:24.0,,N. Mirotić misses 2-pt jump shot from 15 ft,39,28
146,2,6:21.0,Defensive rebound by I. Smith,,39,28
147,2,6:13.0,T. Evans misses 3-pt jump shot from 24 ft,,39,28
148,2,6:12.0,,Defensive rebound by J. Butler,39,28
149,2,6:03.0,,Personal foul by D. Cunningham (drawn by N. Mirotić),39,28
150,2,6:03.0,,T. Gibson enters the game for N. Mirotić,39,28
151,2,5:56.0,,P. Gasol makes 2-pt jump shot from 15 ft (assist by D. Rose),39,30
152,2,5:49.0,New Orleans full timeout,,39,30
153,2,5:49.0,E. Gordon enters the game for D. Cunningham,,39,30
154,2,5:34.0,A. Ajinça misses 2-pt jump shot from 12 ft,,39,30
155,2,5:33.0,,Defensive rebound by P. Gasol,39,30
156,2,5:10.0,,T. Snell misses 3-pt jump shot from 26 ft,39,30
157,2,5:09.0,Defensive rebound by I. Smith,,39,30
158,2,5:01.0,A. Ajinça makes 2-pt jump shot from 18 ft (assist by I. Smith),,41,30
159,2,4:43.0,,J. Butler misses 2-pt layup from 2 ft,41,30
160,2,4:43.0,Defensive rebound by Team,,41,30
161,2,4:43.0,A. Davis enters the game for I. Smith,,41,30
162,2,4:27.0,A. Davis misses 2-pt jump shot from 20 ft,,41,30
163,2,4:25.0,,Defensive rebound by D. Rose,41,30
164,2,4:12.0,,T. Gibson misses 2-pt jump shot from 12 ft (block by A. Ajinça),41,30
165,2,4:10.0,Defensive rebound by A. Davis,,41,30
166,2,4:00.0,A. Davis misses 2-pt jump shot from 6 ft,,41,30
167,2,3:59.0,,Defensive rebound by P. Gasol,41,30
168,2,3:51.0,,D. Rose makes 2-pt layup from 1 ft,41,32
169,2,3:40.0,E. Gordon misses 2-pt jump shot from 20 ft,,41,32
170,2,3:39.0,,Defensive rebound by T. Gibson,41,32
171,2,3:32.0,,J. Butler misses 2-pt layup from 2 ft,41,32
172,2,3:31.0,,Offensive rebound by T. Gibson,41,32
173,2,3:30.0,,T. Gibson makes 2-pt dunk at rim,41,34
174,2,3:15.0,Turnover by A. Davis (bad pass; steal by T. Gibson),,41,34
175,2,3:11.0,Violation by A. Davis (kicked ball),,41,34
176,2,3:04.0,,D. Rose misses 2-pt jump shot from 5 ft,41,34
177,2,3:03.0,Defensive rebound by A. Davis,,41,34
178,2,2:53.0,T. Evans misses 2-pt jump shot from 4 ft,,41,34
179,2,2:53.0,,Defensive rebound by Team,41,34
180,2,2:53.0,,Chicago full timeout,41,34
181,2,2:53.0,,D. McDermott enters the game for T. Snell,41,34
182,2,2:37.0,,J. Butler makes 2-pt jump shot from 3 ft,41,36
183,2,2:21.0,A. Davis makes 2-pt jump shot from 10 ft (assist by T. Evans),,43,36
184,2,1:53.0,,P. Gasol misses 3-pt jump shot from 25 ft,43,36
185,2,1:52.0,Defensive rebound by T. Evans,,43,36
186,2,1:35.0,Offensive foul by A. Ajinça (drawn by P. Gasol),,43,36
187,2,1:35.0,Turnover by A. Ajinça (offensive foul),,43,36
188,2,1:25.0,,D. Rose misses 2-pt layup from 3 ft,43,36
189,2,1:24.0,Defensive rebound by A. Ajinça,,43,36
190,2,1:13.0,Turnover by A. Davis (lost ball; steal by D. Rose),,43,36
191,2,1:12.0,,Personal foul by T. Evans (drawn by D. Rose),43,36
192,2,1:06.0,,Shooting foul by A. Gee (drawn by T. Gibson),43,36
193,2,1:06.0,,T. Gibson makes free throw 1 of 2,43,37
194,2,1:06.0,N. Cole enters the game for T. Evans,,43,37
195,2,1:06.0,Ö. Aşık enters the game for A. Ajinça,,43,37
196,2,1:06.0,,T. Gibson makes free throw 2 of 2,43,38
197,2,0:57.0,N. Cole makes 2-pt jump shot from 21 ft,,45,38
198,2,0:47.0,,Personal foul by Ö. Aşık (drawn by P. Gasol),45,38
199,2,0:47.0,,P. Gasol makes free throw 1 of 2,45,39
200,2,0:47.0,K. Perkins enters the game for Ö. Aşık,,45,39
201,2,0:47.0,,P. Gasol misses free throw 2 of 2,45,39
202,2,0:46.0,Defensive rebound by A. Davis,,45,39
203,2,0:37.0,N. Cole misses 2-pt layup from 2 ft,,45,39
204,2,0:35.0,,Defensive rebound by D. Rose,45,39
205,2,0:31.0,,D. McDermott makes 3-pt jump shot from 24 ft (assist by D. Rose),45,42
206,2,0:17.0,Turnover by K. Perkins (traveling),,45,42
207,2,0:17.0,,Chicago full timeout,45,42
208,2,0:17.0,D. Cunningham enters the game for A. Gee,,45,42
209,2,0:17.0,,N. Mirotić enters the game for T. Gibson,45,42
210,2,0:00.0,,J. Butler misses 2-pt layup from 2 ft (block by A. Davis),45,42
211,2,0:00.0,,Offensive rebound by Team,45,42
212,3,11:42.0,A. Gee misses 2-pt layup from 2 ft,,45,42
213,3,11:39.0,Offensive rebound by A. Gee,,45,42
214,3,11:35.0,T. Evans makes 2-pt jump shot from 20 ft (assist by A. Gee),,47,42
215,3,11:20.0,,J. Butler makes 2-pt layup from 2 ft (assist by T. Snell),47,44
216,3,11:05.0,A. Ajinça makes 2-pt jump shot from 18 ft (assist by E. Gordon),,49,44
217,3,10:43.0,,Shooting foul by T. Evans (drawn by D. Rose),49,44
218,3,10:43.0,,D. Rose makes free throw 1 of 2,49,45
219,3,10:43.0,,D. Rose misses free throw 2 of 2,49,45
220,3,10:41.0,Defensive rebound by A. Ajinça,,49,45
221,3,10:29.0,A. Ajinça makes 2-pt layup from 2 ft (assist by T. Evans),,51,45
222,3,10:09.0,,Shooting foul by A. Gee (drawn by J. Butler),51,45
223,3,10:09.0,,J. Butler makes free throw 1 of 2,51,46
224,3,10:09.0,,J. Butler makes free throw 2 of 2,51,47
225,3,9:44.0,E. Gordon misses 2-pt jump shot from 4 ft,,51,47
226,3,9:43.0,,Defensive rebound by Team,51,47
227,3,9:34.0,,D. Rose misses 2-pt layup from 3 ft,51,47
228,3,9:33.0,Defensive rebound by A. Davis,,51,47
229,3,9:22.0,A. Gee makes 2-pt dunk at rim (assist by A. Ajinça),,53,47
230,3,9:04.0,,P. Gasol misses 2-pt layup from 1 ft (block by A. Davis),53,47
231,3,9:00.0,Defensive rebound by A. Gee,,53,47
232,3,8:53.0,T. Evans misses 2-pt jump shot from 21 ft,,53,47
233,3,8:51.0,,Defensive rebound by T. Gibson,53,47
234,3,8:45.0,,J. Butler misses 2-pt jump shot from 20 ft,53,47
235,3,8:44.0,Defensive rebound by A. Davis,,53,47
236,3,8:34.0,A. Davis misses 2-pt jump shot from 17 ft,,53,47
237,3,8:33.0,,Defensive rebound by P. Gasol,53,47
238,3,8:25.0,,P. Gasol misses 2-pt jump shot from 20 ft,53,47
239,3,8:23.0,Defensive rebound by A. Davis,,53,47
240,3,8:07.0,A. Davis misses 2-pt jump shot from 4 ft (block by T. Snell),,53,47
241,3,8:07.0,Offensive rebound by Team,,53,47
242,3,8:03.0,A. Ajinça misses 2-pt jump shot from 9 ft,,53,47
243,3,8:02.0,,Defensive rebound by T. Snell,53,47
244,3,7:54.0,,Turnover by T. Snell (bad pass),53,47
245,3,7:46.0,T. Evans misses 2-pt layup from 2 ft,,53,47
246,3,7:43.0,Offensive rebound by T. Evans,,53,47
247,3,7:34.0,A. Davis makes 2-pt dunk at rim (assist by T. Evans),,55,47
248,3,7:33.0,,Chicago full timeout,55,47
249,3,7:33.0,,D. McDermott enters the game for T. Snell,55,47
250,3,7:19.0,,P. Gasol misses 2-pt layup from 1 ft (block by A. Ajinça),55,47
251,3,7:17.0,Defensive rebound by A. Gee,,55,47
252,3,7:12.0,Shooting foul by P. Gasol (drawn by A. Davis),,55,47
253,3,7:12.0,A. Davis makes free throw 1 of 2,,56,47
254,3,7:12.0,A. Davis makes free throw 2 of 2,,57,47
255,3,6:58.0,,Shooting foul by A. Davis (drawn by J. Butler),57,47
256,3,6:58.0,,J. Butler makes free throw 1 of 2,57,48
257,3,6:58.0,,J. Butler makes free throw 2 of 2,57,49
258,3,6:44.0,A. Davis misses 3-pt jump shot from 24 ft,,57,49
259,3,6:43.0,Offensive rebound by A. Ajinça,,57,49
260,3,6:43.0,Personal foul by T. Gibson (drawn by A. Ajinça),,57,49
261,3,6:43.0,,J. Noah enters the game for T. Gibson,57,49
262,3,6:27.0,T. Evans makes 2-pt layup from 3 ft,,59,49
263,3,6:02.0,,P. Gasol makes 2-pt hook shot from 5 ft,59,51
264,3,5:54.0,Turnover by A. Davis (bad pass; steal by J. Butler),,59,51
265,3,5:52.0,,Shooting foul by E. Gordon (drawn by J. Butler),59,51
266,3,5:52.0,,J. Butler misses free throw 1 of 2,59,51
267,3,5:52.0,,Offensive rebound by Team,59,51
268,3,5:52.0,Ö. Aşık enters the game for A. Ajinça,,59,51
269,3,5:52.0,,K. Hinrich enters the game for D. Rose,59,51
270,3,5:52.0,,J. Butler makes free throw 2 of 2,59,52
271,3,5:39.0,E. Gordon makes 2-pt jump shot from 17 ft (assist by Ö. Aşık),,61,52
272,3,5:26.0,,P. Gasol makes 2-pt jump shot from 16 ft (assist by K. Hinrich),61,54
273,3,5:11.0,A. Davis misses 2-pt jump shot from 13 ft,,61,54
274,3,5:09.0,,Defensive rebound by D. McDermott,61,54
275,3,5:02.0,,Turnover by K. Hinrich (bad pass; steal by Ö. Aşık),61,54
276,3,4:56.0,T. Evans makes 2-pt layup from 2 ft,,63,54
277,3,4:41.0,,Personal foul by Ö. Aşık (drawn by P. Gasol),63,54
278,3,4:41.0,,P. Gasol makes free throw 1 of 2,63,55
279,3,4:41.0,,P. Gasol makes free throw 2 of 2,63,56
280,3,4:25.0,E. Gordon misses 2-pt jump shot from 8 ft (block by J. Noah),,63,56
281,3,4:23.0,,Defensive rebound by D. McDermott,63,56
282,3,4:13.0,,J. Butler misses 2-pt jump shot from 14 ft,63,56
283,3,4:12.0,Defensive rebound by Ö. Aşık,,63,56
284,3,4:03.0,T. Evans misses 3-pt jump shot from 24 ft,,63,56
285,3,4:02.0,,Defensive rebound by P. Gasol,63,56
286,3,3:48.0,,P. Gasol misses 2-pt jump shot from 18 ft,63,56
287,3,3:47.0,Defensive rebound by A. Davis,,63,56
288,3,3:37.0,A. Davis misses 2-pt jump shot from 17 ft,,63,56
289,3,3:36.0,,Defensive rebound by J. Noah,63,56
290,3,3:13.0,,J. Butler misses 2-pt jump shot from 6 ft,63,56
291,3,3:13.0,,Offensive rebound by Team,63,56
292,3,3:13.0,A. Ajinça enters the game for Ö. Aşık,,63,56
293,3,3:13.0,N. Cole enters the game for T. Evans,,63,56
294,3,3:00.0,,Personal foul by A. Ajinça (drawn by P. Gasol),63,56
295,3,3:00.0,,P. Gasol misses free throw 1 of 2,63,56
296,3,3:00.0,,Offensive rebound by Team,63,56
297,3,3:00.0,,A. Brooks enters the game for J. Butler,63,56
298,3,3:00.0,,P. Gasol makes free throw 2 of 2,63,57
299,3,2:45.0,A. Davis makes 2-pt jump shot from 6 ft (assist by A. Ajinça),,65,57
300,3,2:28.0,,D. McDermott misses 3-pt jump shot from 24 ft,65,57
301,3,2:27.0,,Offensive rebound by P. Gasol,65,57
302,3,2:27.0,,Shooting foul by A. Ajinça (drawn by P. Gasol),65,57
303,3,2:27.0,New Orleans full timeout,,65,57
304,3,2:27.0,I. Smith enters the game for A. Gee,,65,57
305,3,2:27.0,,P. Gasol makes free throw 1 of 2,65,58
306,3,2:27.0,,P. Gasol makes free throw 2 of 2,65,59
307,3,2:13.0,E. Gordon misses 3-pt jump shot from 25 ft,,65,59
308,3,2:12.0,,Defensive rebound by J. Noah,65,59
309,3,2:01.0,,D. McDermott makes 3-pt jump shot from 23 ft (assist by A. Brooks),65,62
310,3,1:42.0,A. Davis misses 2-pt jump shot from 19 ft,,65,62
311,3,1:41.0,,Defensive rebound by K. Hinrich,65,62
312,3,1:34.0,,D. McDermott makes 2-pt jump shot from 10 ft (assist by K. Hinrich),65,64
313,3,1:11.0,Turnover by N. Cole (bad pass; steal by K. Hinrich),,65,64
314,3,1:03.0,,Turnover by P. Gasol (bad pass),65,64
315,3,0:52.0,N. Cole makes 2-pt jump shot from 4 ft,,67,64
316,3,0:37.0,,A. Brooks misses 3-pt jump shot from 25 ft,67,64
317,3,0:36.0,Defensive rebound by A. Davis,,67,64
318,3,0:31.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by I. Smith),,70,64
319,3,0:12.0,,A. Brooks misses 2-pt jump shot from 5 ft (block by A. Davis),70,64
320,3,0:10.0,Defensive rebound by N. Cole,,70,64
321,3,0:04.0,E. Gordon misses 3-pt jump shot from 24 ft,,70,64
322,3,0:02.0,,Defensive rebound by K. Hinrich,70,64
323,3,0:00.0,,D. McDermott misses 2-pt layup from 1 ft,70,64
324,3,0:00.0,,Offensive rebound by Team,70,64
325,4,11:40.0,,A. Brooks makes 3-pt jump shot from 24 ft (assist by D. McDermott),70,67
326,4,11:13.0,A. Ajinça misses 2-pt layup from 3 ft (block by J. Noah),,70,67
327,4,11:13.0,Offensive rebound by Team,,70,67
328,4,11:13.0,Turnover by Team (shot clock),,70,67
329,4,10:59.0,,Personal foul by D. Cunningham (drawn by J. Noah),70,67
330,4,10:47.0,,N. Mirotić misses 3-pt jump shot from 25 ft,70,67
331,4,10:46.0,Defensive rebound by N. Cole,,70,67
332,4,10:46.0,Personal foul by A. Brooks (drawn by N. Cole),,70,67
333,4,10:27.0,N. Cole misses 2-pt jump shot from 22 ft,,70,67
334,4,10:25.0,,Defensive rebound by N. Mirotić,70,67
335,4,10:09.0,,A. Brooks makes 3-pt jump shot from 25 ft (assist by D. McDermott),70,70
336,4,9:53.0,T. Evans misses 2-pt jump shot from 21 ft,,70,70
337,4,9:52.0,,Defensive rebound by N. Mirotić,70,70
338,4,9:43.0,,K. Hinrich makes 3-pt jump shot from 24 ft (assist by N. Mirotić),70,73
339,4,9:43.0,New Orleans full timeout,,70,73
340,4,9:43.0,A. Davis enters the game for A. Ajinça,,70,73
341,4,9:25.0,Def 3 sec tech foul by J. Noah,,70,73
342,4,9:25.0,A. Davis makes technical free throw,,71,73
343,4,9:17.0,A. Davis misses 2-pt jump shot from 17 ft,,71,73
344,4,9:16.0,,Defensive rebound by N. Mirotić,71,73
345,4,9:05.0,,J. Noah makes 2-pt dunk at rim,71,75
346,4,8:52.0,D. Cunningham makes 3-pt jump shot from 24 ft (assist by T. Evans),,74,75
347,4,8:31.0,Violation by N. Cole (kicked ball),,74,75
348,4,8:31.0,,J. Butler enters the game for K. Hinrich,74,75
349,4,8:31.0,A. Gee enters the game for I. Smith,,74,75
350,4,8:20.0,,Shooting foul by A. Gee (drawn by J. Noah),74,75
351,4,8:20.0,,J. Noah makes free throw 1 of 2,74,76
352,4,8:20.0,,J. Noah makes free throw 2 of 2,74,77
353,4,7:56.0,T. Evans makes 2-pt layup from 2 ft,,76,77
354,4,7:44.0,,D. McDermott misses 3-pt jump shot from 24 ft,76,77
355,4,7:43.0,Defensive rebound by A. Davis,,76,77
356,4,7:32.0,T. Evans makes 3-pt jump shot from 26 ft (assist by A. Davis),,79,77
357,4,7:31.0,,Chicago full timeout,79,77
358,4,7:19.0,,Turnover by D. McDermott (bad pass; steal by A. Gee),79,77
359,4,6:56.0,A. Davis misses 3-pt jump shot from 25 ft,,79,77
360,4,6:55.0,,Defensive rebound by N. Mirotić,79,77
361,4,6:44.0,,N. Mirotić misses 2-pt jump shot from 22 ft,79,77
362,4,6:43.0,Defensive rebound by N. Cole,,79,77
363,4,6:39.0,A. Gee makes 2-pt layup from 2 ft (assist by N. Cole),,81,77
364,4,6:28.0,,A. Brooks makes 2-pt layup from 1 ft,81,79
365,4,6:15.0,T. Evans makes 2-pt layup from 2 ft,,83,79
366,4,6:02.0,,J. Butler makes 2-pt layup from 2 ft (assist by J. Noah),83,81
367,4,5:35.0,A. Davis misses 2-pt jump shot from 19 ft (block by J. Noah),,83,81
368,4,5:34.0,,Defensive rebound by N. Mirotić,83,81
369,4,5:16.0,,J. Butler misses 2-pt layup from 2 ft,83,81
370,4,5:14.0,,Offensive rebound by N. Mirotić,83,81
371,4,5:14.0,,N. Mirotić makes 2-pt layup from 1 ft,83,83
372,4,4:57.0,T. Evans misses 2-pt layup from 1 ft,,83,83
373,4,4:56.0,,Defensive rebound by N. Mirotić,83,83
374,4,4:49.0,,A. Brooks misses 3-pt jump shot from 24 ft,83,83
375,4,4:47.0,Defensive rebound by A. Gee,,83,83
376,4,4:36.0,A. Davis misses 2-pt jump shot from 15 ft,,83,83
377,4,4:35.0,,Defensive rebound by N. Mirotić,83,83
378,4,4:28.0,,Shooting foul by A. Gee (drawn by N. Mirotić),83,83
379,4,4:28.0,,N. Mirotić makes free throw 1 of 2,83,84
380,4,4:28.0,,D. Rose enters the game for D. McDermott,83,84
381,4,4:28.0,E. Gordon enters the game for N. Cole,,83,84
382,4,4:28.0,A. Ajinça enters the game for D. Cunningham,,83,84
383,4,4:28.0,,N. Mirotić makes free throw 2 of 2,83,85
384,4,4:15.0,A. Davis makes 2-pt layup from 3 ft,,85,85
385,4,4:15.0,Shooting foul by J. Noah (drawn by A. Davis),,85,85
386,4,4:15.0,A. Davis makes free throw 1 of 1,,86,85
387,4,3:53.0,,J. Butler misses 2-pt layup from 2 ft,86,85
388,4,3:52.0,,Offensive rebound by J. Noah,86,85
