,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,OKLAHOMA CITY_ACTION,LA LAKERS_SCORE,OKLAHOMA CITY_SCORE
38,1,6:56.0,,Offensive rebound by A. Roberson,9,13
39,1,6:54.0,,A. Roberson misses 2-pt layup from 1 ft (block by R. Hibbert),9,13
40,1,6:52.0,,Offensive rebound by A. Roberson,9,13
41,1,6:51.0,,Turnover by S. Ibaka (step out of bounds),9,13
42,1,6:36.0,Turnover by L. Williams (bad pass),,9,13
43,1,6:17.0,,Turnover by R. Westbrook (bad pass; steal by R. Hibbert),9,13
44,1,6:11.0,D. Russell enters the game for J. Clarkson,,9,13
45,1,6:03.0,Turnover by D. Russell (bad pass),,9,13
46,1,5:54.0,,Def 3 sec tech foul by R. Hibbert,9,13
47,1,5:54.0,,Oklahoma City full timeout,9,13
48,1,5:54.0,,K. Durant makes technical free throw,9,14
49,1,5:45.0,,S. Ibaka misses 2-pt hook shot from 5 ft,9,14
50,1,5:44.0,Defensive rebound by L. Nance,,9,14
51,1,5:34.0,D. Russell misses 3-pt jump shot from 24 ft,,9,14
52,1,5:34.0,,Defensive rebound by A. Roberson,9,14
53,1,5:29.0,,Shooting block foul by A. Brown (drawn by R. Westbrook),9,14
54,1,5:29.0,,R. Westbrook misses free throw 1 of 2,9,14
55,1,5:29.0,,Offensive rebound by Team,9,14
56,1,5:29.0,N. Young enters the game for A. Brown,,9,14
57,1,5:29.0,,D. Waiters enters the game for A. Roberson,9,14
58,1,5:29.0,,R. Westbrook makes free throw 2 of 2,9,15
59,1,5:17.0,L. Williams makes 2-pt jump shot from 16 ft (assist by D. Russell),,11,15
60,1,4:58.0,,S. Ibaka makes 3-pt jump shot from 23 ft (assist by K. Durant),11,18
61,1,4:48.0,Shooting foul by S. Ibaka (drawn by L. Nance),,11,18
62,1,4:48.0,L. Nance misses free throw 1 of 2,,11,18
63,1,4:48.0,Offensive rebound by Team,,11,18
64,1,4:48.0,,N. Collison enters the game for S. Ibaka,11,18
65,1,4:48.0,R. Sacre enters the game for R. Hibbert,,11,18
66,1,4:48.0,L. Nance misses free throw 2 of 2,,11,18
67,1,4:48.0,,Defensive rebound by S. Adams,11,18
68,1,4:38.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),11,20
69,1,4:29.0,L. Williams misses 2-pt jump shot from 3 ft,,11,20
70,1,4:29.0,,Defensive rebound by D. Waiters,11,20
71,1,4:24.0,,R. Westbrook makes 2-pt dunk at rim (assist by D. Waiters),11,22
72,1,4:15.0,LA Lakers full timeout,,11,22
73,1,4:15.0,J. Randle enters the game for L. Nance,,11,22
74,1,4:04.0,N. Young makes 2-pt jump shot from 18 ft,,13,22
75,1,3:45.0,,K. Durant misses 2-pt jump shot from 12 ft,13,22
76,1,3:45.0,Defensive rebound by Team,,13,22
77,1,3:32.0,D. Russell misses 3-pt jump shot from 24 ft,,13,22
78,1,3:31.0,,Defensive rebound by N. Collison,13,22
79,1,3:23.0,,Personal foul by L. Williams,13,22
80,1,3:23.0,,D. Augustin enters the game for R. Westbrook,13,22
81,1,3:23.0,,E. Freedom enters the game for S. Adams,13,22
82,1,3:20.0,,K. Durant makes 2-pt dunk at rim (assist by N. Collison),13,24
83,1,3:03.0,N. Young misses 3-pt jump shot from 25 ft,,13,24
84,1,3:02.0,,Defensive rebound by N. Collison,13,24
85,1,2:46.0,,D. Waiters makes 2-pt jump shot from 18 ft (assist by E. Freedom),13,26
86,1,2:31.0,L. Williams misses 2-pt jump shot from 5 ft,,13,26
87,1,2:31.0,,Defensive rebound by N. Collison,13,26
88,1,2:21.0,,K. Durant makes 2-pt layup at rim,13,28
89,1,2:03.0,N. Young misses 2-pt layup from 1 ft,,13,28
90,1,2:02.0,,Defensive rebound by D. Augustin,13,28
91,1,1:47.0,,Turnover by D. Waiters (lost ball; steal by L. Williams),13,28
92,1,1:46.0,Personal take foul by K. Durant (drawn by N. Young),,13,28
93,1,1:31.0,N. Young misses 3-pt jump shot from 23 ft,,13,28
94,1,1:31.0,,Defensive rebound by K. Durant,13,28
95,1,1:20.0,,E. Freedom misses 2-pt jump shot from 11 ft,13,28
96,1,1:20.0,,Offensive rebound by Team,13,28
97,1,1:20.0,Loose ball foul by J. Randle (drawn by N. Collison),,13,28
98,1,1:20.0,,N. Collison makes free throw 1 of 2,13,29
99,1,1:20.0,,N. Collison makes free throw 2 of 2,13,30
100,1,1:06.0,D. Russell makes 2-pt jump shot from 10 ft,,15,30
101,1,1:06.0,Shooting foul by D. Augustin (drawn by D. Russell),,15,30
102,1,1:06.0,D. Russell misses free throw 1 of 1,,15,30
103,1,1:05.0,,Defensive rebound by E. Freedom,15,30
104,1,0:47.0,,D. Waiters makes 2-pt layup from 2 ft,15,32
105,1,0:33.0,Turnover by J. Randle (lost ball; steal by D. Augustin),,15,32
106,1,0:28.0,,E. Freedom misses 2-pt dunk at rim,15,32
107,1,0:28.0,Defensive rebound by D. Russell,,15,32
108,1,0:22.0,Turnover by J. Randle (offensive foul),,15,32
109,1,0:22.0,,Offensive charge foul by J. Randle (drawn by N. Collison),15,32
110,1,0:03.0,,K. Durant makes 3-pt jump shot from 24 ft,15,35
111,1,0:00.0,D. Russell misses 3-pt jump shot from 45 ft,,15,35
112,1,0:00.0,Offensive rebound by Team,,15,35
113,2,11:45.0,Def 3 sec tech foul by N. Collison,,15,35
114,2,11:45.0,N. Young makes technical free throw,,16,35
115,2,11:37.0,N. Young misses 3-pt jump shot from 23 ft,,16,35
116,2,11:37.0,,Defensive rebound by E. Freedom,16,35
117,2,11:28.0,,D. Waiters makes 2-pt layup from 1 ft,16,37
118,2,11:12.0,J. Clarkson makes 2-pt layup from 1 ft (assist by R. Sacre),,18,37
119,2,10:51.0,,S. Ibaka enters the game for N. Collison,18,37
120,2,10:46.0,,D. Augustin misses 2-pt jump shot from 9 ft,18,37
121,2,10:45.0,Defensive rebound by J. Clarkson,,18,37
122,2,10:31.0,J. Randle misses 2-pt jump shot from 18 ft,,18,37
123,2,10:30.0,,Defensive rebound by E. Freedom,18,37
124,2,10:22.0,,A. Morrow makes 3-pt jump shot from 22 ft (assist by D. Augustin),18,40
125,2,10:05.0,D. Russell misses 3-pt jump shot from 24 ft,,18,40
126,2,10:05.0,,Defensive rebound by D. Waiters,18,40
127,2,9:51.0,,Shooting foul by R. Sacre (drawn by E. Freedom),18,40
128,2,9:51.0,,E. Freedom makes free throw 1 of 2,18,41
129,2,9:51.0,,R. Westbrook enters the game for D. Waiters,18,41
130,2,9:51.0,,E. Freedom makes free throw 2 of 2,18,42
131,2,9:28.0,J. Clarkson makes 2-pt jump shot from 17 ft,,20,42
132,2,9:08.0,,S. Ibaka misses 2-pt jump shot from 17 ft,20,42
133,2,9:08.0,Defensive rebound by J. Randle,,20,42
134,2,9:01.0,J. Randle misses 2-pt layup from 1 ft,,20,42
135,2,9:00.0,Offensive rebound by J. Randle,,20,42
136,2,9:00.0,J. Randle misses 2-pt layup from 1 ft,,20,42
137,2,9:00.0,Offensive rebound by J. Randle,,20,42
138,2,8:58.0,J. Randle misses 2-pt layup from 1 ft,,20,42
139,2,8:57.0,,Defensive rebound by E. Freedom,20,42
140,2,8:51.0,,D. Augustin makes 3-pt jump shot from 25 ft,20,45
141,2,8:28.0,D. Russell makes 2-pt jump shot from 10 ft,,22,45
142,2,8:12.0,,E. Freedom makes 2-pt hook shot from 2 ft,22,47
143,2,7:53.0,J. Randle misses 3-pt jump shot from 23 ft,,22,47
144,2,7:50.0,Offensive rebound by R. Sacre,,22,47
145,2,7:50.0,R. Sacre misses 2-pt layup from 1 ft,,22,47
146,2,7:50.0,,Defensive rebound by S. Ibaka,22,47
147,2,7:44.0,,A. Morrow misses 3-pt jump shot from 24 ft,22,47
148,2,7:42.0,,Offensive rebound by E. Freedom,22,47
149,2,7:34.0,,E. Freedom makes 2-pt jump shot from 10 ft,22,49
150,2,7:12.0,D. Russell makes 2-pt jump shot from 15 ft,,24,49
151,2,6:49.0,,A. Morrow makes 2-pt jump shot from 9 ft,24,51
152,2,6:38.0,Shooting foul by D. Augustin (drawn by D. Russell),,24,51
153,2,6:38.0,Official timeout,,24,51
154,2,6:38.0,A. Brown enters the game for N. Young,,24,51
155,2,6:38.0,,K. Durant enters the game for D. Augustin,24,51
156,2,6:38.0,D. Russell makes free throw 1 of 2,,25,51
157,2,6:38.0,D. Russell misses free throw 2 of 2,,25,51
158,2,6:37.0,,Defensive rebound by Team,25,51
159,2,6:37.0,L. Williams enters the game for D. Russell,,25,51
160,2,6:24.0,,Turnover by K. Durant (bad pass; steal by L. Williams),25,51
161,2,6:14.0,A. Brown misses 2-pt layup from 2 ft,,25,51
162,2,6:13.0,,Defensive rebound by S. Ibaka,25,51
163,2,6:07.0,,Shooting foul by R. Sacre (drawn by K. Durant),25,51
164,2,6:07.0,,K. Durant makes free throw 1 of 2,25,52
165,2,6:07.0,R. Hibbert enters the game for R. Sacre,,25,52
166,2,6:07.0,L. Nance enters the game for J. Randle,,25,52
167,2,6:07.0,,S. Adams enters the game for E. Freedom,25,52
168,2,6:07.0,,A. Roberson enters the game for A. Morrow,25,52
169,2,6:07.0,,K. Durant misses free throw 2 of 2,25,52
170,2,6:07.0,Defensive rebound by R. Hibbert,,25,52
171,2,5:46.0,J. Clarkson misses 3-pt jump shot from 22 ft,,25,52
172,2,5:45.0,,Defensive rebound by K. Durant,25,52
173,2,5:33.0,,R. Westbrook misses 2-pt layup from 1 ft,25,52
174,2,5:33.0,,Offensive rebound by S. Adams,25,52
175,2,5:23.0,,R. Westbrook makes 2-pt jump shot from 15 ft,25,54
176,2,5:06.0,Shooting foul by A. Roberson (drawn by L. Williams),,25,54
177,2,5:06.0,,Oklahoma City full timeout,25,54
178,2,5:06.0,L. Williams makes free throw 1 of 3,,26,54
179,2,5:06.0,L. Williams makes free throw 2 of 3,,27,54
180,2,5:06.0,L. Williams makes free throw 3 of 3,,28,54
181,2,4:57.0,,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),28,56
182,2,4:38.0,L. Williams misses 3-pt jump shot from 23 ft,,28,56
183,2,4:38.0,Offensive rebound by Team,,28,56
184,2,4:38.0,,Loose ball foul by S. Adams (drawn by R. Hibbert),28,56
185,2,4:28.0,Personal foul by R. Westbrook (drawn by J. Clarkson),,28,56
186,2,4:16.0,J. Clarkson misses 2-pt jump shot from 16 ft,,28,56
187,2,4:15.0,,Defensive rebound by K. Durant,28,56
188,2,4:06.0,,S. Ibaka makes 2-pt jump shot from 17 ft (assist by K. Durant),28,58
189,2,3:47.0,R. Hibbert misses 2-pt jump shot from 14 ft,,28,58
190,2,3:46.0,,Defensive rebound by S. Adams,28,58
191,2,3:39.0,,A. Roberson makes 2-pt layup from 1 ft (assist by R. Westbrook),28,60
192,2,3:13.0,J. Clarkson misses 2-pt jump shot from 20 ft,,28,60
193,2,3:12.0,,Defensive rebound by Team,28,60
194,2,3:11.0,,D. Waiters enters the game for A. Roberson,28,60
195,2,3:02.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),28,62
196,2,2:46.0,Shooting foul by D. Waiters (drawn by L. Williams),,28,62
197,2,2:46.0,LA Lakers full timeout,,28,62
198,2,2:46.0,L. Williams makes free throw 1 of 2,,29,62
199,2,2:46.0,L. Williams makes free throw 2 of 2,,30,62
200,2,2:39.0,,Turnover by R. Westbrook (bad pass; steal by A. Brown),30,62
201,2,2:28.0,Turnover by A. Brown (lost ball),,30,62
202,2,2:18.0,,S. Ibaka misses 2-pt jump shot from 16 ft,30,62
203,2,2:18.0,Defensive rebound by L. Williams,,30,62
204,2,2:12.0,A. Brown makes 2-pt layup from 1 ft (assist by L. Williams),,32,62
205,2,2:02.0,,R. Westbrook misses 2-pt jump shot from 10 ft,32,62
206,2,2:02.0,,Offensive rebound by Team,32,62
207,2,2:02.0,Loose ball foul by R. Hibbert (drawn by S. Adams),,32,62
208,2,1:52.0,,Shooting foul by L. Nance (drawn by K. Durant),32,62
209,2,1:52.0,,K. Durant makes free throw 1 of 2,32,63
210,2,1:52.0,,K. Durant makes free throw 2 of 2,32,64
211,2,1:36.0,L. Williams makes 3-pt jump shot from 23 ft,,35,64
212,2,1:21.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),35,66
213,2,0:58.0,R. Hibbert misses 2-pt hook shot from 7 ft,,35,66
214,2,0:56.0,,Defensive rebound by D. Waiters,35,66
215,2,0:45.0,,D. Waiters misses 2-pt jump shot from 12 ft,35,66
216,2,0:44.0,Defensive rebound by L. Nance,,35,66
217,2,0:37.0,J. Clarkson makes 2-pt layup from 1 ft,,37,66
218,2,0:27.0,,Shooting foul by A. Brown (drawn by S. Adams),37,66
219,2,0:27.0,,S. Adams misses free throw 1 of 2,37,66
220,2,0:27.0,,Offensive rebound by Team,37,66
221,2,0:27.0,,S. Adams makes free throw 2 of 2,37,67
222,2,0:27.0,,Technical foul by S. Ibaka,37,67
223,2,0:27.0,L. Williams makes technical free throw,,38,67
224,2,0:04.0,L. Williams makes 3-pt jump shot from 24 ft,,41,67
225,2,0:00.0,,R. Westbrook misses 2-pt layup at rim,41,67
226,2,0:00.0,,Offensive rebound by Team,41,67
227,3,11:41.0,L. Nance misses 2-pt jump shot from 19 ft,,41,67
228,3,11:41.0,,Defensive rebound by K. Durant,41,67
229,3,11:16.0,,Turnover by S. Ibaka (lost ball; steal by R. Hibbert),41,67
230,3,10:58.0,A. Brown misses 3-pt jump shot from 26 ft,,41,67
231,3,10:57.0,,Defensive rebound by K. Durant,41,67
232,3,10:40.0,,S. Ibaka misses 2-pt layup from 2 ft,41,67
233,3,10:39.0,,Offensive rebound by S. Adams,41,67
234,3,10:38.0,,Shooting foul by R. Hibbert (drawn by S. Adams),41,67
235,3,10:38.0,,S. Adams makes free throw 1 of 2,41,68
236,3,10:38.0,,S. Adams misses free throw 2 of 2,41,68
237,3,10:38.0,,Offensive rebound by A. Roberson,41,68
238,3,10:22.0,,S. Ibaka misses 2-pt jump shot from 7 ft,41,68
239,3,10:20.0,,Offensive rebound by S. Ibaka,41,68
240,3,10:15.0,,R. Westbrook misses 3-pt jump shot from 24 ft,41,68
241,3,10:14.0,,Offensive rebound by S. Ibaka,41,68
242,3,10:00.0,,S. Ibaka makes 3-pt jump shot from 22 ft (assist by A. Roberson),41,71
243,3,9:45.0,L. Williams misses 2-pt jump shot from 20 ft,,41,71
244,3,9:44.0,Offensive rebound by R. Hibbert,,41,71
245,3,9:41.0,R. Hibbert makes 2-pt hook shot from 2 ft,,43,71
246,3,9:18.0,,R. Westbrook makes 2-pt jump shot from 18 ft,43,73
247,3,9:01.0,L. Nance misses 2-pt jump shot from 19 ft,,43,73
248,3,9:00.0,,Defensive rebound by K. Durant,43,73
249,3,8:50.0,,Shooting block foul by A. Brown (drawn by R. Westbrook),43,73
250,3,8:50.0,,R. Westbrook misses free throw 1 of 2,43,73
251,3,8:50.0,,Offensive rebound by Team,43,73
252,3,8:50.0,,R. Westbrook makes free throw 2 of 2,43,74
253,3,8:39.0,J. Clarkson makes 2-pt jump shot from 15 ft (assist by A. Brown),,45,74
254,3,8:16.0,,K. Durant misses 2-pt jump shot from 15 ft,45,74
255,3,8:15.0,,Offensive rebound by S. Adams,45,74
256,3,8:05.0,,K. Durant makes 3-pt jump shot from 24 ft,45,77
257,3,7:46.0,A. Brown makes 2-pt jump shot from 19 ft (assist by R. Hibbert),,47,77
258,3,7:23.0,,A. Roberson misses 3-pt jump shot from 23 ft,47,77
259,3,7:22.0,Defensive rebound by L. Nance,,47,77
260,3,7:14.0,Personal foul by S. Adams (drawn by R. Hibbert),,47,77
261,3,7:09.0,Offensive foul by R. Hibbert (drawn by A. Roberson),,47,77
262,3,7:09.0,Turnover by R. Hibbert (offensive foul),,47,77
263,3,6:56.0,,R. Westbrook misses 2-pt jump shot from 15 ft,47,77
264,3,6:56.0,Defensive rebound by L. Williams,,47,77
265,3,6:49.0,Personal foul by A. Roberson,,47,77
266,3,6:40.0,L. Williams makes 3-pt jump shot from 23 ft (assist by J. Clarkson),,50,77
267,3,6:22.0,,K. Durant misses 2-pt jump shot from 13 ft,50,77
268,3,6:22.0,,Offensive rebound by Team,50,77
269,3,6:22.0,Loose ball foul by L. Williams,,50,77
270,3,6:18.0,,Turnover by K. Durant (bad pass; steal by L. Nance),50,77
271,3,5:53.0,J. Clarkson misses 3-pt jump shot from 25 ft,,50,77
272,3,5:53.0,,Defensive rebound by R. Westbrook,50,77
273,3,5:50.0,,Turnover by R. Westbrook (bad pass; steal by J. Clarkson),50,77
274,3,5:48.0,J. Clarkson makes 2-pt layup from 1 ft,,52,77
275,3,5:48.0,,Oklahoma City full timeout,52,77
276,3,5:32.0,,K. Durant misses 2-pt jump shot from 13 ft,52,77
277,3,5:31.0,Defensive rebound by J. Clarkson,,52,77
278,3,5:10.0,L. Williams misses 3-pt jump shot from 22 ft,,52,77
279,3,5:09.0,,Defensive rebound by K. Durant,52,77
280,3,4:56.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),52,79
281,3,4:36.0,A. Brown misses 2-pt jump shot from 22 ft,,52,79
282,3,4:35.0,,Defensive rebound by S. Adams,52,79
283,3,4:32.0,,Turnover by R. Westbrook (bad pass),52,79
284,3,4:17.0,L. Nance misses 2-pt jump shot from 20 ft,,52,79
285,3,4:17.0,,Defensive rebound by K. Durant,52,79
286,3,4:03.0,,S. Ibaka makes 2-pt jump shot from 7 ft (assist by R. Westbrook),52,81
287,3,3:46.0,Shooting foul by S. Adams (drawn by J. Clarkson),,52,81
288,3,3:46.0,J. Clarkson misses free throw 1 of 2,,52,81
289,3,3:46.0,Offensive rebound by Team,,52,81
290,3,3:46.0,D. Russell enters the game for L. Williams,,52,81
291,3,3:46.0,N. Young enters the game for A. Brown,,52,81
292,3,3:46.0,,D. Waiters enters the game for A. Roberson,52,81
293,3,3:46.0,,N. Collison enters the game for S. Ibaka,52,81
294,3,3:46.0,J. Randle enters the game for L. Nance,,52,81
295,3,3:46.0,J. Clarkson makes free throw 2 of 2,,53,81
296,3,3:36.0,,K. Durant makes 2-pt jump shot from 14 ft (assist by R. Westbrook),53,83
297,3,3:08.0,N. Young misses 3-pt jump shot from 27 ft,,53,83
298,3,3:07.0,Offensive rebound by D. Russell,,53,83
299,3,2:50.0,Turnover by D. Russell (lost ball; steal by D. Waiters),,53,83
300,3,2:45.0,,D. Waiters makes 2-pt layup at rim,53,85
301,3,2:45.0,,Shooting foul by R. Hibbert (drawn by D. Waiters),53,85
302,3,2:45.0,LA Lakers full timeout,,53,85
303,3,2:45.0,,D. Augustin enters the game for R. Westbrook,53,85
304,3,2:45.0,R. Sacre enters the game for R. Hibbert,,53,85
305,3,2:45.0,,D. Waiters makes free throw 1 of 1,53,86
306,3,2:31.0,Turnover by N. Young (lost ball),,53,86
307,3,2:21.0,,D. Augustin misses 3-pt jump shot from 24 ft,53,86
308,3,2:19.0,Defensive rebound by J. Randle,,53,86
309,3,2:09.0,Personal foul by N. Collison (drawn by J. Randle),,53,86
310,3,2:09.0,,E. Freedom enters the game for S. Adams,53,86
311,3,1:56.0,R. Sacre misses 2-pt hook shot from 3 ft,,53,86
312,3,1:56.0,,Defensive rebound by N. Collison,53,86
313,3,1:37.0,,K. Durant misses 3-pt jump shot from 24 ft,53,86
314,3,1:35.0,,Offensive rebound by E. Freedom,53,86
315,3,1:35.0,,E. Freedom misses 2-pt layup from 1 ft,53,86
316,3,1:34.0,Defensive rebound by R. Sacre,,53,86
317,3,1:28.0,N. Young misses 3-pt jump shot from 24 ft,,53,86
318,3,1:28.0,,Defensive rebound by D. Waiters,53,86
319,3,1:17.0,,D. Waiters makes 2-pt layup at rim,53,88
320,3,1:17.0,,Shooting foul by R. Sacre (drawn by D. Waiters),53,88
321,3,1:17.0,,D. Waiters misses free throw 1 of 1,53,88
322,3,1:17.0,Defensive rebound by J. Clarkson,,53,88
323,3,1:06.0,J. Clarkson misses 2-pt jump shot from 3 ft,,53,88
324,3,1:06.0,,Defensive rebound by E. Freedom,53,88
325,3,0:56.0,,A. Morrow enters the game for K. Durant,53,88
326,3,0:50.0,,E. Freedom makes 2-pt jump shot from 17 ft (assist by D. Waiters),53,90
327,3,0:40.0,J. Randle misses 2-pt layup at rim,,53,90
328,3,0:39.0,,Defensive rebound by D. Waiters,53,90
329,3,0:21.0,,E. Freedom makes 2-pt jump shot from 13 ft (assist by D. Augustin),53,92
330,3,0:07.0,D. Russell misses 2-pt jump shot from 14 ft,,53,92
331,3,0:06.0,Offensive rebound by Team,,53,92
332,3,0:05.0,,Loose ball foul by D. Augustin (drawn by R. Sacre),53,92
333,3,0:05.0,R. Sacre misses free throw 1 of 2,,53,92
334,3,0:05.0,Offensive rebound by Team,,53,92
335,3,0:05.0,R. Sacre misses free throw 2 of 2,,53,92
336,3,0:05.0,Offensive rebound by D. Russell,,53,92
337,3,0:04.0,D. Russell makes 2-pt layup from 1 ft,,55,92
338,3,0:00.0,,D. Waiters misses 3-pt jump shot from 40 ft,55,92
339,3,0:00.0,,Offensive rebound by Team,55,92
340,4,11:43.0,,E. Freedom misses 2-pt hook shot from 4 ft,55,92
341,4,11:42.0,,Offensive rebound by E. Freedom,55,92
342,4,11:31.0,,A. Morrow misses 3-pt jump shot from 24 ft,55,92
343,4,11:30.0,Defensive rebound by D. Russell,,55,92
344,4,11:13.0,N. Young makes 2-pt layup from 2 ft,,57,92
345,4,10:52.0,,D. Waiters misses 2-pt layup from 2 ft,57,92
346,4,10:51.0,Defensive rebound by R. Sacre,,57,92
347,4,10:41.0,N. Young makes 3-pt jump shot from 24 ft (assist by D. Russell),,60,92
348,4,10:41.0,,Oklahoma City full timeout,60,92
349,4,10:24.0,,N. Collison makes 2-pt layup from 1 ft (assist by A. Morrow),60,94
350,4,10:24.0,,Shooting foul by R. Sacre (drawn by N. Collison),60,94
351,4,10:24.0,B. Bass enters the game for R. Sacre,,60,94
352,4,10:24.0,,N. Collison makes free throw 1 of 1,60,95
353,4,10:06.0,N. Young misses 2-pt jump shot from 19 ft,,60,95
354,4,10:06.0,,Defensive rebound by D. Waiters,60,95
355,4,9:51.0,,Turnover by N. Collison (bad pass; steal by D. Russell),60,95
356,4,9:43.0,N. Young makes 3-pt jump shot from 23 ft (assist by M. Huertas),,63,95
357,4,9:30.0,,E. Freedom makes 2-pt jump shot from 6 ft (assist by N. Collison),63,97
358,4,9:30.0,,Shooting foul by B. Bass (drawn by E. Freedom),63,97
359,4,9:30.0,,C. Payne enters the game for D. Waiters,63,97
360,4,9:30.0,,E. Freedom makes free throw 1 of 1,63,98
361,4,9:17.0,N. Young makes 3-pt jump shot from 25 ft (assist by D. Russell),,66,98
362,4,8:52.0,,A. Morrow misses 2-pt jump shot from 9 ft,66,98
363,4,8:51.0,Defensive rebound by J. Randle,,66,98
364,4,8:43.0,B. Bass misses 2-pt layup at rim (block by E. Freedom),,66,98
365,4,8:43.0,Offensive rebound by Team,,66,98
366,4,8:38.0,Turnover by J. Randle (lost ball; steal by C. Payne),,66,98
367,4,8:22.0,,Personal foul by J. Randle (drawn by E. Freedom),66,98
368,4,8:16.0,,E. Freedom makes 2-pt jump shot from 4 ft (assist by D. Augustin),66,100
369,4,8:00.0,D. Russell misses 3-pt jump shot from 23 ft,,66,100
370,4,7:59.0,,Defensive rebound by E. Freedom,66,100
371,4,7:42.0,,A. Morrow makes 2-pt layup from 1 ft (assist by N. Collison),66,102
372,4,7:25.0,N. Young misses 3-pt jump shot from 24 ft,,66,102
373,4,7:25.0,,Defensive rebound by E. Freedom,66,102
374,4,7:06.0,,E. Freedom makes 2-pt jump shot from 9 ft,66,104
375,4,6:49.0,M. Huertas misses 2-pt jump shot from 8 ft,,66,104
376,4,6:49.0,,Defensive rebound by C. Payne,66,104
377,4,6:44.0,,Turnover by E. Freedom (traveling),66,104
378,4,6:44.0,,K. Singler enters the game for D. Augustin,66,104
379,4,6:27.0,D. Russell misses 2-pt jump shot from 6 ft,,66,104
380,4,6:26.0,,Defensive rebound by E. Freedom,66,104
381,4,6:19.0,,E. Freedom makes 2-pt dunk at rim (assist by C. Payne),66,106
382,4,6:00.0,,S. Novak enters the game for N. Collison,66,106
383,4,6:00.0,A. Brown enters the game for N. Young,,66,106
384,4,5:45.0,D. Russell misses 3-pt jump shot from 24 ft,,66,106
385,4,5:44.0,Offensive rebound by J. Randle,,66,106
386,4,5:42.0,J. Randle makes 2-pt dunk at rim,,68,106
387,4,5:25.0,,S. Novak misses 3-pt jump shot from 24 ft,68,106
388,4,5:25.0,Defensive rebound by D. Russell,,68,106
389,4,5:16.0,A. Brown misses 2-pt jump shot from 7 ft (block by C. Payne),,68,106
390,4,5:15.0,Offensive rebound by A. Brown,,68,106
391,4,5:14.0,A. Brown misses 2-pt layup from 1 ft,,68,106
