,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CLEVELAND_ACTION,PHILADELPHIA_SCORE,CLEVELAND_SCORE
0,1,11:48.0,,Personal foul by N. Stauskas (drawn by K. Love),0,0
1,1,11:47.0,,Turnover by M. Williams (bad pass; steal by N. Noel),0,0
2,1,11:41.0,Turnover by T. McConnell (lost ball; steal by J. Cunningham),,0,0
3,1,11:36.0,,Turnover by J. Cunningham (lost ball),0,0
4,1,11:14.0,T. McConnell makes 2-pt jump shot from 12 ft (assist by J. Grant),,2,0
5,1,11:01.0,,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),2,3
6,1,10:46.0,Turnover by N. Stauskas (bad pass),,2,3
7,1,10:25.0,,K. Love misses 3-pt jump shot from 25 ft,2,3
8,1,10:25.0,,Offensive rebound by T. Mozgov,2,3
9,1,10:24.0,,T. Mozgov makes 2-pt jump shot from 4 ft,2,5
10,1,10:24.0,,Shooting foul by J. Okafor (drawn by T. Mozgov),2,5
11,1,10:24.0,,T. Mozgov misses free throw 1 of 1,2,5
12,1,10:24.0,,Offensive rebound by K. Love,2,5
13,1,10:15.0,,K. Love misses 2-pt dunk at rim (block by J. Grant),2,5
14,1,10:15.0,,Offensive rebound by Team,2,5
15,1,10:10.0,,M. Williams makes 2-pt jump shot from 17 ft (assist by L. James),2,7
16,1,10:03.0,,Violation by M. Williams (kicked ball),2,7
17,1,9:48.0,N. Noel misses 2-pt jump shot from 17 ft,,2,7
18,1,9:48.0,,Defensive rebound by M. Williams,2,7
19,1,9:41.0,,L. James makes 2-pt layup from 1 ft,2,9
20,1,9:24.0,T. McConnell makes 3-pt jump shot from 24 ft,,5,9
21,1,9:05.0,,M. Williams makes 2-pt jump shot from 17 ft,5,11
22,1,8:44.0,J. Okafor misses 2-pt layup from 2 ft,,5,11
23,1,8:43.0,,Defensive rebound by K. Love,5,11
24,1,8:41.0,,Personal foul by J. Grant (drawn by L. James),5,11
25,1,8:34.0,,M. Williams makes 2-pt jump shot from 19 ft,5,13
26,1,8:19.0,J. Okafor makes 2-pt layup from 2 ft,,7,13
27,1,8:19.0,Shooting foul by M. Williams (drawn by J. Okafor),,7,13
