,QUARTER,TIME_REMAINING,DETROIT_ACTION,LA CLIPPERS_ACTION,DETROIT_SCORE,LA CLIPPERS_SCORE
61,1,3:46.0,,Defensive rebound by D. Jordan,26,15
62,1,3:34.0,,B. Griffin makes 2-pt jump shot from 2 ft,26,17
63,1,3:14.0,A. Drummond misses 2-pt jump shot from 11 ft,,26,17
64,1,3:12.0,Offensive rebound by K. Caldwell-Pope,,26,17
65,1,3:00.0,A. Drummond misses 2-pt jump shot from 9 ft,,26,17
66,1,2:57.0,,Defensive rebound by B. Griffin,26,17
67,1,2:49.0,,D. Jordan makes 2-pt dunk at rim (assist by J. Crawford),26,19
68,1,2:42.0,Detroit full timeout,,26,19
69,1,2:42.0,S. Blake enters the game for K. Caldwell-Pope,,26,19
70,1,2:42.0,M. Morris enters the game for R. Jackson,,26,19
71,1,2:42.0,,J. Smith enters the game for B. Griffin,26,19
72,1,2:22.0,M. Morris misses 3-pt jump shot from 26 ft,,26,19
73,1,2:21.0,,Defensive rebound by A. Rivers,26,19
74,1,2:05.0,,J. Crawford makes 2-pt jump shot from 9 ft (assist by D. Jordan),26,21
75,1,1:43.0,M. Morris misses 3-pt jump shot from 24 ft,,26,21
76,1,1:42.0,,Defensive rebound by D. Jordan,26,21
77,1,1:35.0,,Shooting foul by S. Johnson (drawn by J. Crawford),26,21
78,1,1:35.0,,J. Crawford makes free throw 1 of 2,26,22
79,1,1:35.0,,P. Prigioni enters the game for A. Rivers,26,22
80,1,1:35.0,,J. Crawford makes free throw 2 of 2,26,23
81,1,1:13.0,S. Johnson misses 3-pt jump shot from 24 ft,,26,23
82,1,1:12.0,,Defensive rebound by J. Crawford,26,23
83,1,1:02.0,,Personal foul by A. Tolliver (drawn by J. Smith),26,23
84,1,1:02.0,,J. Smith makes free throw 1 of 2,26,24
85,1,1:02.0,,J. Smith makes free throw 2 of 2,26,25
86,1,0:45.0,M. Morris misses 2-pt jump shot from 14 ft,,26,25
87,1,0:44.0,,Defensive rebound by W. Johnson,26,25
88,1,0:36.0,,J. Crawford misses 2-pt jump shot from 16 ft,26,25
89,1,0:35.0,Defensive rebound by A. Drummond,,26,25
90,1,0:22.0,A. Drummond misses 2-pt jump shot from 6 ft (block by J. Smith),,26,25
91,1,0:21.0,Offensive rebound by M. Morris,,26,25
92,1,0:15.0,A. Drummond makes 2-pt layup at rim (assist by M. Morris),,28,25
93,1,0:01.0,,Turnover by J. Crawford (bad pass),28,25
94,1,0:00.0,S. Johnson misses 3-pt jump shot from 62 ft (block by J. Crawford),,28,25
95,1,0:00.0,Offensive rebound by Team,,28,25
96,2,11:48.0,Turnover by S. Johnson (3 sec),,28,25
97,2,11:35.0,,W. Johnson misses 3-pt jump shot from 24 ft,28,25
98,2,11:35.0,Defensive rebound by A. Tolliver,,28,25
99,2,11:26.0,,L. Stephenson enters the game for J. Crawford,28,25
100,2,11:14.0,Turnover by S. Blake (bad pass; steal by W. Johnson),,28,25
101,2,11:06.0,,J. Smith misses 3-pt jump shot from 24 ft,28,25
102,2,11:05.0,Defensive rebound by S. Johnson,,28,25
103,2,10:56.0,A. Tolliver makes 3-pt jump shot from 23 ft (assist by S. Johnson),,31,25
104,2,10:36.0,,B. Griffin makes 2-pt layup at rim,31,27
105,2,10:22.0,Shooting foul by W. Johnson (drawn by A. Tolliver),,31,27
106,2,10:22.0,A. Tolliver makes free throw 1 of 2,,32,27
107,2,10:22.0,A. Tolliver makes free throw 2 of 2,,33,27
108,2,10:16.0,,Turnover by L. Stephenson (lost ball; steal by S. Johnson),33,27
109,2,10:09.0,S. Johnson makes 2-pt dunk at rim,,35,27
110,2,10:00.0,,Turnover by J. Smith (bad pass; steal by A. Tolliver),35,27
111,2,9:49.0,S. Johnson makes 3-pt jump shot from 24 ft (assist by A. Tolliver),,38,27
112,2,9:44.0,,LA Clippers full timeout,38,27
113,2,9:44.0,,A. Rivers enters the game for L. Stephenson,38,27
114,2,9:33.0,,Turnover by B. Griffin (traveling),38,27
115,2,9:18.0,A. Baynes makes 2-pt jump shot from 8 ft (assist by S. Blake),,40,27
116,2,9:00.0,,Turnover by P. Prigioni (lost ball; steal by S. Blake),40,27
117,2,8:52.0,,Violation by B. Griffin (kicked ball),40,27
118,2,8:36.0,S. Johnson makes 2-pt jump shot from 7 ft,,42,27
119,2,8:25.0,,P. Prigioni misses 3-pt jump shot from 25 ft,42,27
120,2,8:24.0,Defensive rebound by A. Tolliver,,42,27
121,2,8:16.0,A. Tolliver misses 3-pt jump shot from 24 ft,,42,27
122,2,8:16.0,Offensive rebound by A. Baynes,,42,27
123,2,8:08.0,S. Blake makes 2-pt layup from 1 ft,,44,27
124,2,7:42.0,,J. Smith makes 2-pt layup from 1 ft,44,29
125,2,7:29.0,Turnover by S. Blake (lost ball; steal by P. Prigioni),,44,29
126,2,7:22.0,,Turnover by J. Smith (bad pass; steal by M. Morris),44,29
127,2,7:08.0,S. Johnson makes 2-pt jump shot from 13 ft,,46,29
128,2,6:51.0,,W. Johnson misses 2-pt jump shot from 17 ft,46,29
129,2,6:50.0,Defensive rebound by S. Johnson,,46,29
130,2,6:44.0,Turnover by A. Baynes (lost ball; steal by W. Johnson),,46,29
131,2,6:42.0,,Personal foul by S. Blake (drawn by P. Prigioni),46,29
132,2,6:42.0,,P. Pierce enters the game for W. Johnson,46,29
133,2,6:42.0,,D. Jordan enters the game for J. Smith,46,29
134,2,6:42.0,,J. Crawford enters the game for P. Prigioni,46,29
135,2,6:42.0,K. Caldwell-Pope enters the game for M. Morris,,46,29
136,2,6:27.0,,A. Rivers makes 2-pt jump shot from 6 ft,46,31
137,2,6:16.0,A. Baynes makes 2-pt layup from 1 ft (assist by S. Blake),,48,31
138,2,6:05.0,,J. Crawford makes 2-pt jump shot from 18 ft,48,33
139,2,5:48.0,Turnover by S. Johnson (lost ball; steal by D. Jordan),,48,33
140,2,5:35.0,,D. Jordan makes 2-pt dunk at rim (assist by P. Pierce),48,35
141,2,5:26.0,Detroit full timeout,,48,35
142,2,5:26.0,E. İlyasova enters the game for A. Tolliver,,48,35
143,2,5:26.0,A. Drummond enters the game for S. Blake,,48,35
144,2,5:26.0,R. Jackson enters the game for A. Baynes,,48,35
145,2,5:18.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,48,35
146,2,5:17.0,Offensive rebound by A. Drummond,,48,35
147,2,4:58.0,A. Drummond makes 2-pt hook shot from 8 ft,,50,35
148,2,4:41.0,,Personal foul by S. Johnson (drawn by P. Pierce),50,35
149,2,4:41.0,M. Morris enters the game for S. Johnson,,50,35
150,2,4:33.0,,J. Crawford makes 2-pt layup at rim,50,37
151,2,4:11.0,A. Drummond misses 2-pt hook shot from 9 ft,,50,37
152,2,4:09.0,,Defensive rebound by J. Crawford,50,37
153,2,4:07.0,,Personal foul by K. Caldwell-Pope (drawn by B. Griffin),50,37
154,2,4:03.0,,B. Griffin makes 2-pt layup from 1 ft (assist by J. Crawford),50,39
155,2,3:44.0,K. Caldwell-Pope makes 2-pt layup at rim,,52,39
156,2,3:31.0,,J. Crawford misses 2-pt jump shot from 12 ft,52,39
157,2,3:30.0,Defensive rebound by A. Drummond,,52,39
158,2,3:20.0,M. Morris misses 2-pt layup from 1 ft,,52,39
159,2,3:19.0,Offensive rebound by M. Morris,,52,39
160,2,3:16.0,M. Morris makes 2-pt layup at rim,,54,39
161,2,3:03.0,,J. Crawford makes 2-pt jump shot from 13 ft (assist by B. Griffin),54,41
162,2,2:48.0,E. İlyasova misses 2-pt jump shot from 20 ft,,54,41
163,2,2:48.0,Offensive rebound by A. Drummond,,54,41
164,2,2:43.0,R. Jackson misses 3-pt jump shot from 24 ft,,54,41
165,2,2:43.0,Offensive rebound by A. Drummond,,54,41
166,2,2:39.0,A. Drummond makes 2-pt layup from 1 ft,,56,41
167,2,2:26.0,,A. Rivers makes 3-pt jump shot from 24 ft (assist by J. Crawford),56,44
168,2,2:12.0,R. Jackson misses 2-pt jump shot from 11 ft,,56,44
169,2,2:11.0,Offensive rebound by R. Jackson,,56,44
170,2,2:09.0,R. Jackson makes 2-pt layup from 1 ft,,58,44
171,2,2:03.0,,J. Crawford makes 3-pt jump shot from 24 ft (assist by P. Pierce),58,47
172,2,1:48.0,A. Drummond makes 2-pt jump shot from 8 ft (assist by M. Morris),,60,47
173,2,1:36.0,,Shooting foul by K. Caldwell-Pope (drawn by J. Crawford),60,47
174,2,1:36.0,Official timeout,,60,47
175,2,1:36.0,,J. Crawford makes free throw 1 of 2,60,48
176,2,1:36.0,S. Johnson enters the game for K. Caldwell-Pope,,60,48
177,2,1:36.0,A. Tolliver enters the game for E. İlyasova,,60,48
178,2,1:36.0,,J. Crawford makes free throw 2 of 2,60,49
179,2,1:14.0,S. Johnson misses 2-pt jump shot from 8 ft,,60,49
180,2,1:13.0,,Defensive rebound by D. Jordan,60,49
181,2,1:07.0,,Personal foul by M. Morris (drawn by B. Griffin),60,49
182,2,1:07.0,,B. Griffin misses free throw 1 of 2,60,49
183,2,1:07.0,,Offensive rebound by Team,60,49
184,2,1:07.0,,B. Griffin misses free throw 2 of 2,60,49
185,2,1:05.0,Defensive rebound by A. Drummond,,60,49
186,2,0:52.0,M. Morris misses 3-pt jump shot from 25 ft,,60,49
187,2,0:52.0,,Defensive rebound by P. Pierce,60,49
188,2,0:43.0,,J. Crawford misses 2-pt jump shot from 12 ft,60,49
189,2,0:43.0,Defensive rebound by A. Tolliver,,60,49
190,2,0:32.0,A. Drummond misses 2-pt jump shot from 4 ft (block by B. Griffin),,60,49
191,2,0:32.0,,Defensive rebound by Team,60,49
192,2,0:32.0,Loose ball foul by A. Drummond (drawn by B. Griffin),,60,49
193,2,0:32.0,,B. Griffin makes free throw 1 of 2,60,50
194,2,0:32.0,A. Baynes enters the game for A. Drummond,,60,50
195,2,0:32.0,,L. Mbah a Moute enters the game for J. Crawford,60,50
196,2,0:32.0,,B. Griffin makes free throw 2 of 2,60,51
197,2,0:16.0,Turnover by M. Morris (traveling),,60,51
198,2,0:16.0,,W. Johnson enters the game for D. Jordan,60,51
199,2,0:16.0,,J. Crawford enters the game for L. Mbah a Moute,60,51
200,2,0:01.0,,P. Pierce misses 2-pt jump shot from 20 ft,60,51
201,2,0:00.0,,Offensive rebound by Team,60,51
202,3,11:44.0,Shooting foul by J. Crawford (drawn by K. Caldwell-Pope),,60,51
203,3,11:44.0,K. Caldwell-Pope misses free throw 1 of 2,,60,51
204,3,11:44.0,Offensive rebound by Team,,60,51
205,3,11:44.0,K. Caldwell-Pope makes free throw 2 of 2,,61,51
206,3,11:34.0,,Turnover by J. Crawford (bad pass; steal by A. Drummond),61,51
207,3,11:21.0,A. Drummond makes 2-pt layup from 1 ft (assist by R. Jackson),,63,51
208,3,11:00.0,,B. Griffin makes 2-pt jump shot from 4 ft (assist by J. Crawford),63,53
209,3,10:43.0,K. Caldwell-Pope misses 2-pt jump shot from 10 ft,,63,53
210,3,10:42.0,,Defensive rebound by D. Jordan,63,53
211,3,10:20.0,,P. Pierce misses 2-pt jump shot from 6 ft,63,53
212,3,10:19.0,Defensive rebound by R. Jackson,,63,53
213,3,10:13.0,Turnover by R. Jackson (traveling),,63,53
214,3,9:57.0,,B. Griffin makes 2-pt jump shot from 3 ft (assist by P. Pierce),63,55
215,3,9:57.0,,Shooting foul by E. İlyasova (drawn by B. Griffin),63,55
216,3,9:57.0,,B. Griffin misses free throw 1 of 1,63,55
217,3,9:52.0,Defensive rebound by A. Drummond,,63,55
218,3,9:45.0,K. Caldwell-Pope makes 2-pt jump shot from 20 ft (assist by A. Drummond),,65,55
219,3,9:32.0,,Offensive foul by D. Jordan (drawn by E. İlyasova),65,55
220,3,9:32.0,,Turnover by D. Jordan (offensive foul),65,55
221,3,9:20.0,K. Caldwell-Pope misses 2-pt layup from 2 ft (block by D. Jordan),,65,55
222,3,9:19.0,,Defensive rebound by D. Jordan,65,55
223,3,9:12.0,,J. Crawford misses 2-pt layup from 2 ft,65,55
224,3,9:12.0,Defensive rebound by A. Drummond,,65,55
225,3,9:01.0,R. Jackson misses 3-pt jump shot from 25 ft,,65,55
226,3,9:01.0,Offensive rebound by E. İlyasova,,65,55
227,3,8:58.0,E. İlyasova makes 2-pt layup from 1 ft,,67,55
228,3,8:42.0,,B. Griffin misses 2-pt jump shot from 19 ft,67,55
229,3,8:41.0,Defensive rebound by A. Drummond,,67,55
230,3,8:29.0,Shooting foul by A. Rivers (drawn by E. İlyasova),,67,55
231,3,8:29.0,E. İlyasova misses free throw 1 of 2,,67,55
232,3,8:29.0,Offensive rebound by Team,,67,55
233,3,8:29.0,E. İlyasova makes free throw 2 of 2,,68,55
234,3,8:18.0,,J. Crawford makes 2-pt jump shot from 10 ft (assist by B. Griffin),68,57
235,3,8:05.0,Turnover by E. İlyasova (lost ball),,68,57
236,3,7:53.0,,A. Rivers misses 3-pt jump shot from 25 ft,68,57
237,3,7:52.0,,Offensive rebound by D. Jordan,68,57
238,3,7:48.0,,D. Jordan misses 2-pt layup at rim (block by A. Drummond),68,57
239,3,7:45.0,Defensive rebound by A. Drummond,,68,57
240,3,7:37.0,E. İlyasova misses 2-pt layup from 2 ft,,68,57
241,3,7:37.0,,Defensive rebound by D. Jordan,68,57
242,3,7:29.0,,J. Crawford misses 3-pt jump shot from 25 ft,68,57
243,3,7:28.0,Defensive rebound by E. İlyasova,,68,57
244,3,7:03.0,M. Morris makes 2-pt jump shot from 13 ft (assist by K. Caldwell-Pope),,70,57
245,3,6:42.0,,LA Clippers full timeout,70,57
246,3,6:35.0,,B. Griffin makes 2-pt jump shot from 20 ft (assist by A. Rivers),70,59
247,3,6:25.0,R. Jackson makes 2-pt layup from 1 ft,,72,59
248,3,6:25.0,Shooting foul by P. Pierce (drawn by R. Jackson),,72,59
249,3,6:25.0,R. Jackson misses free throw 1 of 1,,72,59
250,3,6:23.0,,Defensive rebound by J. Crawford,72,59
251,3,6:05.0,,J. Crawford makes 2-pt jump shot from 8 ft (assist by B. Griffin),72,61
252,3,5:46.0,Turnover by E. İlyasova (bad pass; steal by B. Griffin),,72,61
253,3,5:36.0,,Turnover by B. Griffin (lost ball; steal by R. Jackson),72,61
254,3,5:34.0,Personal take foul by J. Crawford (drawn by R. Jackson),,72,61
255,3,5:34.0,S. Johnson enters the game for M. Morris,,72,61
256,3,5:17.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,72,61
257,3,5:17.0,,Defensive rebound by P. Pierce,72,61
258,3,5:00.0,,P. Pierce makes 3-pt jump shot from 27 ft (assist by B. Griffin),72,64
259,3,4:34.0,Shooting foul by B. Griffin (drawn by E. İlyasova),,72,64
260,3,4:34.0,E. İlyasova makes free throw 1 of 3,,73,64
261,3,4:34.0,E. İlyasova makes free throw 2 of 3,,74,64
262,3,4:34.0,,L. Mbah a Moute enters the game for P. Pierce,74,64
263,3,4:34.0,E. İlyasova makes free throw 3 of 3,,75,64
264,3,4:24.0,,B. Griffin makes 2-pt layup at rim,75,66
265,3,4:23.0,Personal take foul by L. Mbah a Moute (drawn by A. Drummond),,75,66
266,3,4:23.0,A. Drummond misses free throw 1 of 2,,75,66
267,3,4:23.0,Offensive rebound by Team,,75,66
268,3,4:23.0,A. Drummond makes free throw 2 of 2,,76,66
269,3,4:03.0,,J. Crawford makes 3-pt jump shot from 24 ft (assist by B. Griffin),76,69
270,3,3:39.0,Personal foul by D. Jordan (drawn by R. Jackson),,76,69
271,3,3:39.0,R. Jackson makes free throw 1 of 2,,77,69
272,3,3:39.0,R. Jackson makes free throw 2 of 2,,78,69
273,3,3:30.0,,J. Crawford makes 3-pt jump shot from 25 ft,78,72
274,3,3:25.0,Personal take foul by L. Mbah a Moute (drawn by A. Drummond),,78,72
275,3,3:25.0,A. Drummond misses free throw 1 of 2,,78,72
276,3,3:25.0,Offensive rebound by Team,,78,72
277,3,3:25.0,M. Morris enters the game for S. Johnson,,78,72
278,3,3:25.0,A. Drummond misses free throw 2 of 2,,78,72
279,3,3:24.0,,Defensive rebound by D. Jordan,78,72
280,3,3:10.0,,B. Griffin misses 2-pt jump shot from 3 ft (block by E. İlyasova),78,72
281,3,3:10.0,Defensive rebound by Team,,78,72
282,3,3:10.0,A. Baynes enters the game for A. Drummond,,78,72
283,3,2:47.0,R. Jackson misses 3-pt jump shot from 26 ft,,78,72
284,3,2:45.0,,Defensive rebound by B. Griffin,78,72
285,3,2:39.0,,J. Crawford misses 3-pt jump shot from 25 ft,78,72
286,3,2:39.0,,Offensive rebound by D. Jordan,78,72
287,3,2:39.0,Loose ball foul by A. Baynes (drawn by D. Jordan),,78,72
288,3,2:39.0,Detroit full timeout,,78,72
289,3,2:39.0,,J. Smith enters the game for D. Jordan,78,72
290,3,2:39.0,A. Tolliver enters the game for E. İlyasova,,78,72
291,3,2:39.0,S. Blake enters the game for K. Caldwell-Pope,,78,72
292,3,2:39.0,S. Johnson enters the game for R. Jackson,,78,72
293,3,2:28.0,,B. Griffin misses 2-pt layup from 1 ft,78,72
294,3,2:28.0,,Offensive rebound by A. Rivers,78,72
295,3,2:28.0,,Turnover by A. Rivers (lost ball; steal by S. Blake),78,72
296,3,2:11.0,A. Baynes misses 2-pt dunk at rim,,78,72
297,3,2:11.0,,Defensive rebound by L. Mbah a Moute,78,72
298,3,2:03.0,,J. Crawford misses 2-pt jump shot from 13 ft,78,72
299,3,2:02.0,,Offensive rebound by B. Griffin,78,72
300,3,1:59.0,,B. Griffin makes 2-pt layup from 1 ft,78,74
301,3,1:43.0,A. Baynes misses 2-pt jump shot from 18 ft,,78,74
302,3,1:42.0,,Defensive rebound by B. Griffin,78,74
303,3,1:36.0,,Personal foul by S. Johnson (drawn by J. Crawford),78,74
304,3,1:25.0,,J. Smith misses 3-pt jump shot from 25 ft,78,74
305,3,1:24.0,,Offensive rebound by L. Mbah a Moute,78,74
306,3,1:16.0,,B. Griffin makes 2-pt layup from 1 ft,78,76
307,3,1:16.0,,Shooting foul by A. Tolliver (drawn by B. Griffin),78,76
308,3,1:16.0,,B. Griffin makes free throw 1 of 1,78,77
309,3,1:08.0,Personal foul by L. Mbah a Moute (drawn by M. Morris),,78,77
310,3,1:08.0,M. Morris makes free throw 1 of 2,,79,77
311,3,1:08.0,,P. Prigioni enters the game for A. Rivers,79,77
312,3,1:08.0,,W. Johnson enters the game for B. Griffin,79,77
313,3,1:08.0,M. Morris makes free throw 2 of 2,,80,77
314,3,1:00.0,,Personal block foul by S. Johnson (drawn by J. Crawford),80,77
315,3,1:00.0,,J. Crawford makes free throw 1 of 2,80,78
316,3,1:00.0,K. Caldwell-Pope enters the game for S. Johnson,,80,78
317,3,1:00.0,,J. Crawford makes free throw 2 of 2,80,79
318,3,0:44.0,Turnover by M. Morris (lost ball),,80,79
319,3,0:34.0,,J. Crawford misses 2-pt jump shot from 18 ft,80,79
320,3,0:34.0,Defensive rebound by A. Baynes,,80,79
321,3,0:22.0,S. Blake misses 3-pt jump shot from 25 ft,,80,79
322,3,0:21.0,,Defensive rebound by J. Smith,80,79
323,3,0:01.0,,J. Crawford makes 2-pt layup from 1 ft,80,81
324,4,11:37.0,,J. Crawford misses 3-pt jump shot from 27 ft,80,81
325,4,11:35.0,Defensive rebound by A. Tolliver,,80,81
326,4,11:25.0,Personal foul by J. Smith (drawn by A. Baynes),,80,81
327,4,11:25.0,A. Drummond enters the game for A. Baynes,,80,81
328,4,11:11.0,M. Morris misses 3-pt jump shot from 24 ft,,80,81
329,4,11:10.0,,Defensive rebound by W. Johnson,80,81
330,4,11:02.0,,J. Crawford misses 2-pt jump shot from 4 ft,80,81
331,4,11:02.0,Defensive rebound by Team,,80,81
332,4,10:44.0,,A. Rivers enters the game for J. Crawford,80,81
333,4,10:44.0,,D. Jordan enters the game for W. Johnson,80,81
334,4,10:36.0,A. Tolliver misses 3-pt jump shot from 24 ft,,80,81
335,4,10:36.0,,Defensive rebound by L. Mbah a Moute,80,81
336,4,10:28.0,,D. Jordan misses 2-pt layup from 1 ft,80,81
337,4,10:28.0,Defensive rebound by A. Drummond,,80,81
338,4,10:16.0,Shooting foul by D. Jordan (drawn by A. Drummond),,80,81
339,4,10:16.0,A. Drummond misses free throw 1 of 2,,80,81
340,4,10:16.0,Offensive rebound by Team,,80,81
341,4,10:16.0,R. Jackson enters the game for S. Blake,,80,81
342,4,10:16.0,A. Drummond makes free throw 2 of 2,,81,81
343,4,10:03.0,,Turnover by A. Rivers (step out of bounds),81,81
344,4,9:46.0,Offensive foul by A. Drummond (drawn by D. Jordan),,81,81
345,4,9:46.0,Turnover by A. Drummond (offensive foul),,81,81
346,4,9:46.0,,B. Griffin enters the game for J. Smith,81,81
347,4,9:34.0,,A. Rivers misses 3-pt jump shot from 25 ft,81,81
348,4,9:34.0,Defensive rebound by A. Drummond,,81,81
349,4,9:21.0,A. Drummond misses 2-pt hook shot from 2 ft,,81,81
350,4,9:20.0,,Defensive rebound by D. Jordan,81,81
351,4,9:11.0,,B. Griffin misses 2-pt layup from 2 ft,81,81
352,4,9:11.0,,Offensive rebound by B. Griffin,81,81
353,4,9:11.0,Loose ball foul by M. Morris (drawn by B. Griffin),,81,81
354,4,9:11.0,,W. Johnson enters the game for P. Prigioni,81,81
355,4,9:03.0,,L. Mbah a Moute misses 2-pt jump shot from 19 ft,81,81
356,4,9:02.0,Defensive rebound by A. Drummond,,81,81
357,4,8:40.0,A. Drummond misses 2-pt hook shot from 5 ft,,81,81
358,4,8:39.0,,Defensive rebound by D. Jordan,81,81
359,4,8:25.0,,Shooting foul by R. Jackson (drawn by A. Rivers),81,81
360,4,8:25.0,Official timeout,,81,81
361,4,8:25.0,,J. Crawford enters the game for W. Johnson,81,81
362,4,8:25.0,,P. Pierce enters the game for L. Mbah a Moute,81,81
363,4,8:25.0,S. Johnson enters the game for M. Morris,,81,81
364,4,8:25.0,E. İlyasova enters the game for A. Tolliver,,81,81
365,4,8:25.0,,A. Rivers makes free throw 1 of 2,81,82
366,4,8:25.0,,A. Rivers misses free throw 2 of 2,81,82
367,4,8:24.0,Defensive rebound by A. Drummond,,81,82
368,4,8:01.0,S. Johnson misses 3-pt jump shot from 23 ft,,81,82
369,4,8:00.0,,Defensive rebound by J. Crawford,81,82
370,4,7:52.0,,B. Griffin misses 2-pt layup from 2 ft,81,82
371,4,7:52.0,Defensive rebound by Team,,81,82
372,4,7:52.0,,Loose ball foul by B. Griffin (drawn by A. Drummond),81,82
373,4,7:32.0,E. İlyasova misses 3-pt jump shot from 25 ft,,81,82
374,4,7:32.0,Offensive rebound by S. Johnson,,81,82
375,4,7:22.0,R. Jackson misses 2-pt layup from 1 ft,,81,82
376,4,7:22.0,,Defensive rebound by J. Crawford,81,82
377,4,7:11.0,,J. Crawford misses 2-pt jump shot from 18 ft,81,82
378,4,7:10.0,,Offensive rebound by J. Crawford,81,82
379,4,6:58.0,,B. Griffin misses 2-pt layup from 2 ft,81,82
380,4,6:57.0,Defensive rebound by S. Johnson,,81,82
381,4,6:50.0,Personal foul by B. Griffin (drawn by E. İlyasova),,81,82
382,4,6:38.0,Turnover by R. Jackson (step out of bounds),,81,82
383,4,6:16.0,,B. Griffin makes 2-pt jump shot from 18 ft (assist by J. Crawford),81,84
