,QUARTER,TIME_REMAINING,BOSTON_ACTION,PHILADELPHIA_ACTION,BOSTON_SCORE,PHILADELPHIA_SCORE
116,1,0:29.0,,C. Landry makes 2-pt jump shot from 7 ft (assist by K. Marshall),28,16
117,1,0:12.0,,Offensive charge foul by K. Olynyk (drawn by E. Brand),28,16
118,1,0:12.0,Turnover by K. Olynyk (offensive foul),,28,16
119,1,0:03.0,,C. Landry misses 3-pt jump shot from 23 ft,28,16
120,1,0:01.0,Defensive rebound by E. Turner,,28,16
121,2,11:46.0,,N. Stauskas makes 2-pt layup at rim (assist by E. Brand),28,18
122,2,11:32.0,T. Rozier misses 2-pt jump shot from 15 ft,,28,18
123,2,11:30.0,Offensive rebound by T. Rozier,,28,18
124,2,11:27.0,Turnover by T. Rozier (lost ball; steal by E. Brand),,28,18
125,2,11:13.0,,C. Landry misses 2-pt layup from 2 ft,28,18
126,2,11:11.0,,Offensive rebound by C. Landry,28,18
127,2,11:11.0,,C. Landry misses 2-pt layup from 2 ft (block by A. Bradley),28,18
128,2,11:11.0,,Offensive rebound by Team,28,18
129,2,11:07.0,,C. Landry makes 2-pt layup from 2 ft (assist by T. McConnell),28,20
130,2,10:54.0,K. Olynyk misses 3-pt jump shot from 26 ft,,28,20
131,2,10:52.0,,Defensive rebound by N. Stauskas,28,20
132,2,10:46.0,,Turnover by N. Stauskas (bad pass; steal by M. Smart),28,20
133,2,10:40.0,K. Olynyk misses 2-pt layup from 1 ft (block by E. Brand),,28,20
134,2,10:40.0,Offensive rebound by Team,,28,20
135,2,10:40.0,,H. Thompson enters the game for K. Marshall,28,20
136,2,10:40.0,J. Sullinger enters the game for K. Olynyk,,28,20
137,2,10:40.0,,N. Noel enters the game for E. Brand,28,20
138,2,10:36.0,Turnover by T. Rozier (bad pass; steal by T. McConnell),,28,20
139,2,10:32.0,,Turnover by T. McConnell (lost ball; steal by A. Bradley),28,20
140,2,10:28.0,M. Smart misses 2-pt jump shot from 20 ft,,28,20
141,2,10:26.0,Offensive rebound by Team,,28,20
142,2,10:21.0,M. Smart misses 3-pt jump shot from 25 ft,,28,20
143,2,10:19.0,,Defensive rebound by N. Noel,28,20
144,2,10:06.0,,C. Landry makes 2-pt jump shot from 14 ft (assist by N. Noel),28,22
145,2,9:53.0,T. Zeller misses 2-pt hook shot from 5 ft,,28,22
146,2,9:51.0,,Defensive rebound by N. Stauskas,28,22
147,2,9:40.0,,N. Noel makes 2-pt jump shot from 6 ft (assist by N. Stauskas),28,24
148,2,9:39.0,Boston full timeout,,28,24
149,2,9:39.0,A. Johnson enters the game for T. Zeller,,28,24
150,2,9:23.0,T. Rozier misses 2-pt jump shot from 11 ft,,28,24
151,2,9:21.0,Offensive rebound by Team,,28,24
152,2,9:15.0,M. Smart makes 2-pt jump shot from 5 ft,,30,24
153,2,9:00.0,,N. Stauskas makes 3-pt jump shot from 22 ft (assist by N. Noel),30,27
154,2,8:47.0,J. Sullinger makes 2-pt jump shot from 19 ft (assist by A. Bradley),,32,27
155,2,8:26.0,,C. Landry makes 2-pt jump shot from 7 ft,32,29
156,2,8:17.0,J. Sullinger makes 3-pt jump shot from 25 ft (assist by T. Rozier),,35,29
157,2,8:03.0,,Shooting foul by A. Johnson (drawn by C. Landry),35,29
158,2,8:03.0,,C. Landry makes free throw 1 of 2,35,30
159,2,8:03.0,,C. Landry makes free throw 2 of 2,35,31
160,2,7:51.0,M. Smart makes 3-pt jump shot from 25 ft (assist by T. Rozier),,38,31
161,2,7:35.0,,Personal foul by M. Smart,38,31
162,2,7:35.0,,J. Grant enters the game for C. Landry,38,31
163,2,7:21.0,,N. Stauskas misses 2-pt layup from 2 ft,38,31
164,2,7:19.0,Defensive rebound by A. Johnson,,38,31
165,2,7:13.0,A. Johnson misses 2-pt jump shot from 10 ft,,38,31
166,2,7:11.0,Offensive rebound by A. Johnson,,38,31
167,2,7:10.0,A. Johnson makes 2-pt hook shot from 5 ft,,40,31
168,2,7:09.0,,Technical foul by Team,40,31
169,2,7:09.0,A. Bradley makes technical free throw,,41,31
170,2,6:58.0,,N. Noel misses 2-pt layup from 2 ft (block by A. Johnson),41,31
171,2,6:56.0,Defensive rebound by J. Sullinger,,41,31
172,2,6:50.0,A. Bradley makes 3-pt jump shot from 26 ft (assist by T. Rozier),,44,31
173,2,6:49.0,,Philadelphia full timeout,44,31
174,2,6:49.0,,I. Canaan enters the game for N. Stauskas,44,31
175,2,6:49.0,,I. Smith enters the game for T. McConnell,44,31
176,2,6:33.0,,Turnover by I. Smith (bad pass; steal by A. Bradley),44,31
177,2,6:28.0,M. Smart misses 3-pt jump shot from 25 ft,,44,31
178,2,6:24.0,Offensive rebound by T. Rozier,,44,31
179,2,6:20.0,,Violation by H. Thompson (kicked ball),44,31
180,2,6:14.0,J. Sullinger misses 2-pt layup from 2 ft,,44,31
181,2,6:13.0,Offensive rebound by J. Sullinger,,44,31
182,2,6:11.0,J. Sullinger misses 2-pt layup at rim (block by J. Grant),,44,31
183,2,6:11.0,,Offensive rebound by Team,44,31
184,2,6:01.0,,Turnover by N. Noel (lost ball; steal by M. Smart),44,31
185,2,6:00.0,Personal foul by N. Noel,,44,31
186,2,6:00.0,I. Thomas enters the game for T. Rozier,,44,31
187,2,5:41.0,A. Bradley makes 2-pt layup from 1 ft,,46,31
188,2,5:26.0,,J. Grant misses 2-pt layup from 2 ft,46,31
189,2,5:24.0,Defensive rebound by J. Sullinger,,46,31
190,2,5:24.0,Personal foul by H. Thompson,,46,31
191,2,5:13.0,I. Thomas misses 2-pt jump shot from 15 ft,,46,31
192,2,5:11.0,,Defensive rebound by N. Noel,46,31
193,2,4:59.0,,I. Canaan makes 3-pt jump shot from 26 ft,46,34
194,2,4:59.0,,Shooting foul by A. Bradley (drawn by I. Canaan),46,34
195,2,4:59.0,,I. Canaan makes free throw 1 of 1,46,35
196,2,4:46.0,A. Johnson makes 2-pt layup from 1 ft (assist by M. Smart),,48,35
197,2,4:27.0,,Shooting foul by A. Johnson (drawn by J. Grant),48,35
198,2,4:27.0,,J. Grant makes free throw 1 of 2,48,36
199,2,4:27.0,,J. Grant makes free throw 2 of 2,48,37
200,2,4:11.0,M. Smart misses 3-pt jump shot from 23 ft,,48,37
201,2,4:10.0,Offensive rebound by Team,,48,37
202,2,4:10.0,K. Olynyk enters the game for A. Johnson,,48,37
203,2,4:10.0,E. Turner enters the game for M. Smart,,48,37
204,2,3:50.0,E. Turner misses 2-pt jump shot from 14 ft,,48,37
205,2,3:48.0,,Defensive rebound by N. Noel,48,37
206,2,3:30.0,,N. Noel misses 2-pt hook shot from 8 ft,48,37
207,2,3:28.0,Defensive rebound by K. Olynyk,,48,37
208,2,3:25.0,Turnover by I. Thomas (lost ball; steal by I. Canaan),,48,37
209,2,3:23.0,,Personal foul by J. Sullinger,48,37
210,2,3:23.0,,I. Smith misses free throw 1 of 2,48,37
211,2,3:23.0,,Offensive rebound by Team,48,37
212,2,3:23.0,,I. Smith makes free throw 2 of 2,48,38
213,2,3:05.0,Turnover by E. Turner (bad pass; steal by N. Noel),,48,38
214,2,3:01.0,,I. Canaan makes 2-pt layup from 1 ft (assist by N. Noel),48,40
215,2,2:42.0,E. Turner makes 2-pt jump shot from 14 ft (assist by A. Bradley),,50,40
216,2,2:23.0,,I. Smith misses 2-pt jump shot from 18 ft,50,40
217,2,2:21.0,Defensive rebound by J. Sullinger,,50,40
218,2,2:15.0,I. Thomas misses 3-pt jump shot from 26 ft,,50,40
219,2,2:13.0,,Defensive rebound by J. Grant,50,40
220,2,2:06.0,,I. Canaan misses 3-pt jump shot from 26 ft,50,40
221,2,2:06.0,Defensive rebound by Team,,50,40
222,2,2:06.0,Official timeout,,50,40
223,2,2:06.0,,E. Brand enters the game for N. Noel,50,40
224,2,2:06.0,,C. Landry enters the game for J. Grant,50,40
225,2,1:47.0,K. Olynyk misses 3-pt jump shot from 25 ft,,50,40
226,2,1:45.0,,Defensive rebound by I. Smith,50,40
227,2,1:36.0,,H. Thompson makes 2-pt jump shot from 20 ft (assist by I. Smith),50,42
228,2,1:24.0,Turnover by J. Sullinger (offensive foul),,50,42
229,2,1:24.0,,Offensive charge foul by J. Sullinger (drawn by H. Thompson),50,42
230,2,1:06.0,,E. Brand misses 2-pt jump shot from 14 ft,50,42
231,2,1:04.0,Defensive rebound by I. Thomas,,50,42
232,2,0:52.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by E. Turner),,53,42
233,2,0:36.0,,C. Landry makes 2-pt jump shot from 17 ft (assist by I. Smith),53,44
234,2,0:30.0,I. Thomas misses 2-pt layup from 2 ft,,53,44
235,2,0:28.0,Offensive rebound by K. Olynyk,,53,44
236,2,0:08.0,Shooting foul by C. Landry (drawn by I. Thomas),,53,44
237,2,0:08.0,I. Thomas makes free throw 1 of 2,,54,44
238,2,0:08.0,,N. Stauskas enters the game for E. Brand,54,44
239,2,0:08.0,M. Smart enters the game for K. Olynyk,,54,44
240,2,0:08.0,J. Mickey enters the game for J. Sullinger,,54,44
241,2,0:08.0,I. Thomas makes free throw 2 of 2,,55,44
242,2,0:00.0,,I. Smith misses 2-pt jump shot from 14 ft,55,44
243,2,0:00.0,Defensive rebound by Team,,55,44
244,3,11:45.0,,H. Thompson makes 2-pt jump shot from 3 ft (assist by N. Noel),55,46
245,3,11:28.0,A. Bradley misses 2-pt jump shot from 21 ft,,55,46
246,3,11:26.0,,Defensive rebound by N. Noel,55,46
247,3,11:16.0,,N. Noel misses 2-pt jump shot from 15 ft,55,46
248,3,11:14.0,Defensive rebound by A. Johnson,,55,46
249,3,11:02.0,Shooting foul by I. Smith (drawn by I. Thomas),,55,46
250,3,11:02.0,I. Thomas makes free throw 1 of 2,,56,46
251,3,11:02.0,I. Thomas makes free throw 2 of 2,,57,46
252,3,10:53.0,,J. Grant makes 2-pt layup at rim (assist by I. Canaan),57,48
253,3,10:43.0,E. Turner makes 2-pt jump shot from 11 ft,,59,48
254,3,10:20.0,,I. Smith misses 2-pt jump shot from 19 ft,59,48
255,3,10:18.0,Defensive rebound by E. Turner,,59,48
256,3,10:14.0,A. Johnson makes 2-pt dunk at rim (assist by I. Thomas),,61,48
257,3,9:57.0,,Shooting foul by J. Sullinger (drawn by J. Grant),61,48
258,3,9:57.0,,J. Grant makes free throw 1 of 2,61,49
259,3,9:57.0,,J. Grant makes free throw 2 of 2,61,50
260,3,9:44.0,A. Johnson makes 2-pt layup from 2 ft (assist by I. Thomas),,63,50
261,3,9:34.0,,H. Thompson makes 2-pt layup from 3 ft (assist by J. Grant),63,52
262,3,9:34.0,,Shooting foul by A. Johnson (drawn by H. Thompson),63,52
263,3,9:34.0,,H. Thompson makes free throw 1 of 1,63,53
264,3,9:25.0,Personal block foul by J. Grant,,63,53
265,3,9:19.0,I. Thomas makes 2-pt jump shot from 16 ft,,65,53
266,3,9:01.0,,J. Grant misses 2-pt jump shot from 16 ft,65,53
267,3,8:59.0,Defensive rebound by E. Turner,,65,53
268,3,8:52.0,Shooting foul by N. Noel (drawn by J. Sullinger),,65,53
269,3,8:52.0,J. Sullinger misses free throw 1 of 2,,65,53
270,3,8:52.0,Offensive rebound by Team,,65,53
271,3,8:52.0,J. Sullinger makes free throw 2 of 2,,66,53
272,3,8:39.0,,H. Thompson makes 2-pt jump shot from 17 ft (assist by N. Noel),66,55
273,3,8:24.0,I. Thomas misses 2-pt jump shot from 22 ft,,66,55
274,3,8:22.0,,Defensive rebound by I. Smith,66,55
275,3,8:12.0,,J. Grant makes 2-pt layup from 1 ft (assist by I. Canaan),66,57
276,3,8:11.0,Boston full timeout,,66,57
277,3,7:55.0,Personal block foul by N. Noel,,66,57
278,3,7:55.0,,C. Landry enters the game for N. Noel,66,57
279,3,7:48.0,J. Sullinger misses 2-pt layup from 1 ft,,66,57
280,3,7:46.0,Offensive rebound by J. Sullinger,,66,57
281,3,7:46.0,J. Sullinger makes 2-pt layup from 1 ft,,68,57
282,3,7:28.0,,Turnover by I. Smith (bad pass; steal by A. Bradley),68,57
283,3,7:25.0,I. Thomas makes 2-pt layup at rim (assist by A. Bradley),,70,57
284,3,7:04.0,,Turnover by J. Grant (bad pass),70,57
285,3,6:53.0,J. Sullinger misses 2-pt jump shot from 11 ft,,70,57
286,3,6:52.0,,Defensive rebound by H. Thompson,70,57
287,3,6:31.0,,C. Landry misses 2-pt layup from 2 ft,70,57
288,3,6:30.0,,Offensive rebound by C. Landry,70,57
289,3,6:30.0,,Shooting foul by J. Sullinger (drawn by C. Landry),70,57
290,3,6:30.0,,C. Landry makes free throw 1 of 2,70,58
291,3,6:30.0,K. Olynyk enters the game for A. Johnson,,70,58
292,3,6:30.0,,C. Landry makes free throw 2 of 2,70,59
293,3,6:17.0,E. Turner makes 2-pt jump shot from 15 ft,,72,59
294,3,6:03.0,,J. Grant misses 2-pt jump shot from 14 ft,72,59
295,3,6:01.0,,Offensive rebound by I. Canaan,72,59
296,3,6:01.0,,I. Canaan misses 2-pt layup from 2 ft,72,59
297,3,6:00.0,Defensive rebound by E. Turner,,72,59
298,3,5:49.0,E. Turner misses 2-pt jump shot from 12 ft,,72,59
299,3,5:47.0,,Defensive rebound by J. Grant,72,59
300,3,5:35.0,,Turnover by I. Canaan (bad pass; steal by J. Sullinger),72,59
301,3,5:31.0,A. Bradley misses 2-pt layup from 1 ft (block by J. Grant),,72,59
302,3,5:28.0,,Defensive rebound by C. Landry,72,59
303,3,5:19.0,,J. Grant misses 2-pt jump shot from 10 ft,72,59
304,3,5:18.0,,Offensive rebound by J. Grant,72,59
305,3,5:17.0,,J. Grant misses 2-pt jump shot from 3 ft,72,59
306,3,5:16.0,,Offensive rebound by C. Landry,72,59
307,3,5:15.0,,C. Landry misses 2-pt layup from 2 ft,72,59
308,3,5:13.0,,Offensive rebound by C. Landry,72,59
309,3,5:12.0,,C. Landry makes 2-pt layup from 1 ft,72,61
310,3,4:58.0,K. Olynyk makes 2-pt layup at rim (assist by E. Turner),,74,61
311,3,4:52.0,,I. Smith makes 2-pt layup from 1 ft,74,63
312,3,4:44.0,I. Thomas misses 3-pt jump shot from 24 ft,,74,63
313,3,4:41.0,,Defensive rebound by J. Grant,74,63
314,3,4:37.0,,Philadelphia full timeout,74,63
315,3,4:37.0,,E. Brand enters the game for J. Grant,74,63
316,3,4:37.0,,N. Stauskas enters the game for I. Canaan,74,63
317,3,4:37.0,M. Smart enters the game for A. Bradley,,74,63
318,3,4:23.0,,I. Smith misses 2-pt jump shot from 20 ft,74,63
319,3,4:21.0,Defensive rebound by J. Sullinger,,74,63
320,3,4:06.0,J. Sullinger misses 2-pt layup from 2 ft,,74,63
321,3,4:04.0,,Defensive rebound by N. Stauskas,74,63
322,3,3:58.0,,I. Smith makes 2-pt jump shot from 5 ft,74,65
323,3,3:48.0,J. Sullinger makes 2-pt jump shot from 8 ft (assist by I. Thomas),,76,65
324,3,3:35.0,,I. Smith makes 2-pt jump shot from 7 ft,76,67
325,3,3:22.0,I. Thomas misses 2-pt jump shot from 19 ft,,76,67
326,3,3:20.0,,Defensive rebound by E. Brand,76,67
327,3,3:10.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by N. Stauskas),76,70
328,3,2:51.0,J. Sullinger makes 3-pt jump shot from 26 ft (assist by I. Thomas),,79,70
329,3,2:36.0,,C. Landry makes 2-pt layup from 1 ft (assist by I. Smith),79,72
330,3,2:22.0,Shooting foul by E. Brand (drawn by I. Thomas),,79,72
331,3,2:22.0,I. Thomas makes free throw 1 of 2,,80,72
332,3,2:22.0,,T. McConnell enters the game for I. Smith,80,72
333,3,2:22.0,,K. Marshall enters the game for H. Thompson,80,72
334,3,2:22.0,T. Rozier enters the game for E. Turner,,80,72
335,3,2:22.0,T. Zeller enters the game for J. Sullinger,,80,72
336,3,2:22.0,I. Thomas makes free throw 2 of 2,,81,72
337,3,2:07.0,,C. Landry misses 2-pt jump shot from 15 ft,81,72
338,3,2:05.0,Defensive rebound by T. Zeller,,81,72
339,3,1:58.0,M. Smart makes 2-pt jump shot from 13 ft,,83,72
340,3,1:48.0,,K. Marshall makes 2-pt jump shot from 15 ft,83,74
341,3,1:37.0,K. Olynyk misses 2-pt jump shot from 5 ft,,83,74
342,3,1:35.0,,Defensive rebound by C. Landry,83,74
343,3,1:26.0,,E. Brand misses 2-pt jump shot from 15 ft,83,74
344,3,1:24.0,Defensive rebound by M. Smart,,83,74
345,3,1:20.0,I. Thomas makes 2-pt layup from 2 ft (assist by M. Smart),,85,74
346,3,1:19.0,Violation by Team (jump ball),,85,74
347,3,0:59.0,,T. McConnell makes 3-pt jump shot from 22 ft (assist by N. Stauskas),85,77
348,3,0:47.0,I. Thomas misses 2-pt jump shot from 5 ft (block by T. McConnell),,85,77
349,3,0:47.0,Offensive rebound by Team,,85,77
350,3,0:40.0,M. Smart misses 3-pt jump shot from 27 ft,,85,77
351,3,0:39.0,Offensive rebound by T. Rozier,,85,77
352,3,0:32.0,K. Olynyk misses 3-pt jump shot from 26 ft,,85,77
353,3,0:30.0,,Defensive rebound by N. Stauskas,85,77
354,3,0:12.0,,Personal foul by M. Smart,85,77
355,3,0:03.0,,T. McConnell makes 2-pt jump shot from 15 ft,85,79
356,3,0:01.0,I. Thomas makes 3-pt jump shot from 30 ft,,88,79
357,4,11:42.0,K. Olynyk makes 2-pt jump shot from 18 ft (assist by T. Rozier),,90,79
358,4,11:26.0,,C. Landry makes 2-pt layup from 1 ft,90,81
359,4,11:20.0,Shooting foul by E. Brand (drawn by T. Zeller),,90,81
360,4,11:20.0,T. Zeller makes free throw 1 of 2,,91,81
361,4,11:20.0,T. Zeller misses free throw 2 of 2,,91,81
362,4,11:19.0,,Defensive rebound by N. Stauskas,91,81
363,4,10:56.0,,C. Landry misses 2-pt jump shot from 10 ft,91,81
364,4,10:54.0,,Offensive rebound by Team,91,81
365,4,10:50.0,,E. Brand makes 2-pt jump shot from 14 ft (assist by I. Smith),91,83
366,4,10:29.0,K. Olynyk misses 3-pt jump shot from 25 ft,,91,83
367,4,10:29.0,Offensive rebound by T. Zeller,,91,83
368,4,10:29.0,,Loose ball foul by E. Brand,91,83
369,4,10:21.0,Turnover by K. Olynyk (traveling),,91,83
370,4,10:06.0,,Shooting foul by T. Rozier (drawn by C. Landry),91,83
371,4,10:06.0,,C. Landry makes free throw 1 of 2,91,84
372,4,10:06.0,A. Johnson enters the game for T. Zeller,,91,84
373,4,10:06.0,,C. Landry makes free throw 2 of 2,91,85
374,4,9:55.0,A. Bradley misses 2-pt jump shot from 15 ft,,91,85
375,4,9:53.0,,Defensive rebound by N. Stauskas,91,85
376,4,9:46.0,,C. Landry misses 2-pt jump shot from 17 ft,91,85
377,4,9:44.0,Defensive rebound by M. Smart,,91,85
378,4,9:42.0,Turnover by M. Smart (bad pass),,91,85
379,4,9:20.0,,C. Landry makes 2-pt dunk at rim (assist by I. Smith),91,87
380,4,9:08.0,M. Smart misses 2-pt jump shot from 5 ft (block by E. Brand),,91,87
381,4,9:08.0,E. Turner enters the game for T. Rozier,,91,87
382,4,9:08.0,J. Sullinger enters the game for K. Olynyk,,91,87
383,4,9:08.0,,Defensive rebound by Team,91,87
384,4,9:01.0,,I. Smith misses 3-pt jump shot from 25 ft,91,87
385,4,8:59.0,,Offensive rebound by C. Landry,91,87
386,4,8:53.0,,I. Smith misses 2-pt jump shot from 15 ft,91,87
387,4,8:51.0,Defensive rebound by M. Smart,,91,87
388,4,8:34.0,E. Turner makes 2-pt jump shot from 15 ft,,93,87
389,4,8:26.0,,Philadelphia full timeout,93,87
