,QUARTER,TIME_REMAINING,ORLANDO_ACTION,CLEVELAND_ACTION,ORLANDO_SCORE,CLEVELAND_SCORE
0,1,11:42.0,,L. James makes 2-pt jump shot from 9 ft,0,2
1,1,11:24.0,T. Harris makes 2-pt layup from 1 ft (assist by E. Payton),,2,2
2,1,10:58.0,,Turnover by Team (shot clock),2,2
3,1,10:49.0,N. Vučević misses 2-pt jump shot from 12 ft,,2,2
4,1,10:48.0,,Defensive rebound by K. Love,2,2
5,1,10:38.0,,Personal foul by E. Payton (drawn by K. Irving),2,2
6,1,10:21.0,,J. Smith misses 3-pt jump shot from 24 ft,2,2
7,1,10:20.0,,Offensive rebound by T. Thompson,2,2
8,1,10:08.0,,K. Love makes 2-pt jump shot from 16 ft (assist by K. Irving),2,4
9,1,9:55.0,Turnover by T. Harris (bad pass; steal by L. James),,2,4
10,1,9:47.0,,L. James makes 2-pt dunk at rim (assist by K. Irving),2,6
11,1,9:33.0,E. Payton misses 2-pt layup from 2 ft,,2,6
12,1,9:33.0,,Defensive rebound by K. Love,2,6
13,1,9:33.0,,Personal foul by N. Vučević (drawn by K. Love),2,6
14,1,9:16.0,,K. Irving misses 3-pt jump shot from 25 ft,2,6
15,1,9:16.0,Defensive rebound by Team,,2,6
16,1,9:02.0,C. Frye misses 3-pt jump shot from 22 ft,,2,6
17,1,9:02.0,,Defensive rebound by K. Irving,2,6
18,1,8:39.0,,J. Smith misses 3-pt jump shot from 24 ft,2,6
19,1,8:38.0,Defensive rebound by E. Payton,,2,6
20,1,8:26.0,C. Frye misses 3-pt jump shot from 23 ft,,2,6
21,1,8:26.0,,Defensive rebound by T. Thompson,2,6
22,1,8:18.0,,K. Irving makes 2-pt layup at rim (assist by L. James),2,8
23,1,7:57.0,E. Payton misses 2-pt jump shot from 5 ft,,2,8
24,1,7:56.0,,Defensive rebound by T. Thompson,2,8
25,1,7:53.0,,K. Irving misses 2-pt layup from 2 ft (block by T. Harris),2,8
26,1,7:52.0,,Offensive rebound by Team,2,8
27,1,7:51.0,,Personal foul by E. Fournier (drawn by J. Smith),2,8
28,1,7:41.0,,Shooting foul by N. Vučević (drawn by K. Love),2,8
29,1,7:41.0,,K. Love makes free throw 1 of 3,2,9
30,1,7:41.0,,K. Love makes free throw 2 of 3,2,10
31,1,7:41.0,J. Smith enters the game for N. Vučević,,2,10
32,1,7:41.0,,K. Love misses free throw 3 of 3,2,10
33,1,7:39.0,Defensive rebound by C. Frye,,2,10
34,1,7:30.0,Turnover by J. Smith (bad pass),,2,10
35,1,7:14.0,,K. Love makes 3-pt jump shot from 26 ft (assist by J. Smith),2,13
36,1,7:07.0,Orlando full timeout,,2,13
37,1,7:00.0,J. Smith makes 2-pt jump shot from 18 ft (assist by E. Payton),,4,13
38,1,6:35.0,,J. Smith misses 2-pt jump shot from 18 ft,4,13
39,1,6:34.0,Defensive rebound by J. Smith,,4,13
40,1,6:23.0,C. Frye misses 3-pt jump shot from 25 ft,,4,13
41,1,6:22.0,,Defensive rebound by T. Thompson,4,13
42,1,6:08.0,,L. James makes 3-pt jump shot from 24 ft (assist by K. Irving),4,16
43,1,5:57.0,Turnover by E. Fournier (bad pass; steal by K. Love),,4,16
44,1,5:54.0,,K. Irving makes 2-pt layup at rim,4,18
45,1,5:54.0,,Shooting foul by T. Harris (drawn by K. Irving),4,18
46,1,5:54.0,A. Gordon enters the game for T. Harris,,4,18
47,1,5:54.0,A. Nicholson enters the game for C. Frye,,4,18
48,1,5:54.0,V. Oladipo enters the game for E. Payton,,4,18
49,1,5:54.0,,K. Irving makes free throw 1 of 1,4,19
50,1,5:32.0,V. Oladipo misses 3-pt jump shot from 25 ft,,4,19
51,1,5:31.0,,Defensive rebound by K. Love,4,19
52,1,5:15.0,,T. Thompson misses 2-pt layup from 1 ft,4,19
53,1,5:15.0,Defensive rebound by A. Nicholson,,4,19
54,1,5:12.0,,M. Dellavedova enters the game for K. Irving,4,19
55,1,5:00.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by V. Oladipo),,7,19
56,1,4:50.0,,Shooting foul by J. Smith (drawn by L. James),7,19
57,1,4:50.0,,L. James makes free throw 1 of 2,7,20
58,1,4:50.0,,I. Shumpert enters the game for J. Smith,7,20
59,1,4:50.0,,L. James makes free throw 2 of 2,7,21
60,1,4:37.0,V. Oladipo misses 2-pt jump shot from 11 ft,,7,21
61,1,4:35.0,,Defensive rebound by T. Thompson,7,21
62,1,4:27.0,,T. Thompson makes 2-pt dunk at rim (assist by L. James),7,23
63,1,4:03.0,A. Gordon misses 2-pt jump shot from 20 ft,,7,23
64,1,4:02.0,,Defensive rebound by M. Dellavedova,7,23
65,1,3:37.0,,L. James misses 3-pt jump shot from 23 ft,7,23
66,1,3:36.0,Defensive rebound by E. Fournier,,7,23
67,1,3:30.0,V. Oladipo misses 2-pt jump shot from 13 ft,,7,23
68,1,3:29.0,,Defensive rebound by I. Shumpert,7,23
69,1,3:26.0,,Cleveland full timeout,7,23
70,1,3:26.0,,R. Jefferson enters the game for L. James,7,23
71,1,3:17.0,,K. Love misses 2-pt jump shot from 16 ft,7,23
72,1,3:16.0,Defensive rebound by A. Gordon,,7,23
