,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MIAMI_ACTION,CLEVELAND_SCORE,MIAMI_SCORE
106,2,10:06.0,,J. Richardson misses 2-pt jump shot from 10 ft,23,35
107,2,10:05.0,,Offensive rebound by Team,23,35
108,2,10:05.0,Loose ball foul by T. Thompson,,23,35
109,2,10:05.0,K. Love enters the game for M. Dellavedova,,23,35
110,2,10:05.0,L. James enters the game for T. Thompson,,23,35
111,2,9:55.0,,J. Richardson makes 3-pt jump shot from 24 ft (assist by G. Dragić),23,38
112,2,9:32.0,L. James makes 2-pt dunk at rim (assist by K. Irving),,25,38
113,2,9:13.0,,G. Dragić makes 2-pt layup from 1 ft (assist by H. Whiteside),25,40
114,2,8:52.0,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),,28,40
115,2,8:31.0,,L. Deng misses 2-pt jump shot from 21 ft,28,40
116,2,8:30.0,Defensive rebound by C. Frye,,28,40
117,2,8:28.0,Personal foul by J. Winslow,,28,40
118,2,8:28.0,Official timeout,,28,40
119,2,8:15.0,K. Love makes 2-pt jump shot from 18 ft (assist by L. James),,30,40
120,2,8:00.0,,Turnover by G. Dragić (bad pass; steal by R. Jefferson),30,40
121,2,7:54.0,K. Irving makes 2-pt layup from 1 ft,,32,40
122,2,7:47.0,,Miami full timeout,32,40
123,2,7:47.0,,D. Wade enters the game for G. Dragić,32,40
124,2,7:35.0,,Turnover by H. Whiteside (bad pass; steal by K. Irving),32,40
125,2,7:31.0,L. James makes 2-pt dunk at rim (assist by R. Jefferson),,34,40
126,2,7:10.0,,J. Winslow misses 2-pt jump shot from 16 ft,34,40
127,2,7:09.0,,Offensive rebound by Team,34,40
128,2,7:00.0,,D. Wade misses 2-pt jump shot from 20 ft,34,40
129,2,6:59.0,Defensive rebound by C. Frye,,34,40
130,2,6:52.0,,J. Johnson enters the game for J. Winslow,34,40
131,2,6:40.0,R. Jefferson makes 2-pt hook shot from 3 ft,,36,40
132,2,6:19.0,,H. Whiteside makes 2-pt jump shot from 5 ft (assist by D. Wade),36,42
133,2,5:54.0,L. James misses 3-pt jump shot from 24 ft,,36,42
134,2,5:53.0,,Defensive rebound by H. Whiteside,36,42
135,2,5:44.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by D. Wade),36,45
136,2,5:31.0,K. Love misses 3-pt jump shot from 24 ft,,36,45
137,2,5:30.0,,Defensive rebound by H. Whiteside,36,45
138,2,5:22.0,,J. Richardson makes 3-pt jump shot from 24 ft (assist by L. Deng),36,48
139,2,5:22.0,Cleveland full timeout,,36,48
140,2,5:22.0,J. Smith enters the game for K. Irving,,36,48
141,2,5:22.0,M. Dellavedova enters the game for R. Jefferson,,36,48
142,2,5:22.0,,J. McRoberts enters the game for H. Whiteside,36,48
143,2,5:01.0,Turnover by L. James (lost ball; steal by J. Johnson),,36,48
144,2,4:47.0,,J. Richardson makes 3-pt jump shot from 23 ft (assist by J. Johnson),36,51
145,2,4:26.0,L. James misses 2-pt hook shot from 8 ft,,36,51
146,2,4:26.0,,Defensive rebound by Team,36,51
147,2,4:26.0,Loose ball foul by K. Love,,36,51
148,2,4:26.0,I. Shumpert enters the game for C. Frye,,36,51
149,2,4:26.0,T. Thompson enters the game for K. Love,,36,51
150,2,4:08.0,,Shooting foul by I. Shumpert (drawn by J. McRoberts),36,51
151,2,4:08.0,,J. McRoberts makes free throw 1 of 2,36,52
152,2,4:08.0,,J. McRoberts makes free throw 2 of 2,36,53
153,2,3:49.0,L. James makes 2-pt jump shot from 16 ft,,38,53
154,2,3:38.0,,Turnover by J. Richardson (bad pass; steal by J. Smith),38,53
155,2,3:24.0,Personal foul by L. Deng,,38,53
156,2,3:24.0,,J. Winslow enters the game for L. Deng,38,53
157,2,3:24.0,,G. Dragić enters the game for J. Richardson,38,53
158,2,3:18.0,M. Dellavedova misses 2-pt jump shot from 6 ft,,38,53
159,2,3:16.0,,Defensive rebound by Team,38,53
160,2,3:00.0,,D. Wade misses 2-pt jump shot from 12 ft,38,53
161,2,2:59.0,Defensive rebound by L. James,,38,53
162,2,2:50.0,M. Dellavedova makes 2-pt jump shot from 19 ft (assist by L. James),,40,53
163,2,2:34.0,,Shooting foul by T. Thompson (drawn by D. Wade),40,53
164,2,2:34.0,,D. Wade makes free throw 1 of 2,40,54
165,2,2:34.0,K. Irving enters the game for T. Thompson,,40,54
166,2,2:34.0,,D. Wade makes free throw 2 of 2,40,55
167,2,2:19.0,M. Dellavedova misses 2-pt jump shot from 10 ft,,40,55
168,2,2:18.0,,Defensive rebound by G. Dragić,40,55
169,2,2:17.0,,Shooting foul by I. Shumpert (drawn by G. Dragić),40,55
170,2,2:17.0,,G. Dragić makes free throw 1 of 2,40,56
171,2,2:17.0,,G. Dragić makes free throw 2 of 2,40,57
172,2,1:57.0,I. Shumpert misses 3-pt jump shot from 23 ft,,40,57
173,2,1:56.0,,Defensive rebound by G. Dragić,40,57
174,2,1:52.0,Violation by L. James (def goaltending),,40,57
175,2,1:52.0,,D. Wade makes 2-pt layup from 1 ft (assist by G. Dragić),40,59
176,2,1:40.0,Turnover by K. Irving (lost ball; steal by J. Johnson),,40,59
177,2,1:34.0,,G. Dragić makes 2-pt layup from 1 ft (assist by J. Winslow),40,61
178,2,1:05.0,L. James makes 2-pt jump shot from 15 ft,,42,61
179,2,0:44.0,,J. Winslow makes 2-pt hook shot from 7 ft (assist by J. McRoberts),42,63
180,2,0:29.0,L. James makes 2-pt layup from 2 ft (assist by M. Dellavedova),,44,63
181,2,0:23.0,,Miami full timeout,44,63
182,2,0:23.0,R. Jefferson enters the game for L. James,,44,63
183,2,0:23.0,,J. Richardson enters the game for J. Winslow,44,63
184,2,0:08.0,,D. Wade misses 2-pt jump shot from 19 ft,44,63
185,2,0:07.0,,Offensive rebound by Team,44,63
186,2,0:07.0,Loose ball foul by M. Dellavedova,,44,63
187,2,0:07.0,,G. Dragić makes free throw 1 of 2,44,64
188,2,0:07.0,,L. Deng enters the game for J. McRoberts,44,64
189,2,0:07.0,L. James enters the game for I. Shumpert,,44,64
190,2,0:07.0,,G. Dragić makes free throw 2 of 2,44,65
191,2,0:01.0,L. James misses 2-pt layup from 2 ft (block by L. Deng),,44,65
192,2,0:00.0,Offensive rebound by Team,,44,65
193,3,11:46.0,J. Smith makes 2-pt jump shot from 20 ft,,46,65
194,3,11:24.0,,Turnover by A. Stoudemire (lost ball; steal by K. Irving),46,65
195,3,11:24.0,Personal foul by A. Stoudemire,,46,65
196,3,11:07.0,L. James misses 2-pt layup from 1 ft,,46,65
197,3,11:06.0,,Defensive rebound by A. Stoudemire,46,65
198,3,11:02.0,,D. Wade makes 2-pt jump shot from 2 ft,46,67
199,3,10:57.0,L. James makes 2-pt dunk at rim (assist by K. Love),,48,67
200,3,10:45.0,,G. Dragić makes 2-pt jump shot from 5 ft,48,69
201,3,10:26.0,L. James misses 3-pt jump shot from 25 ft,,48,69
202,3,10:25.0,,Defensive rebound by G. Dragić,48,69
203,3,10:21.0,,D. Wade makes 2-pt jump shot from 6 ft (assist by G. Dragić),48,71
204,3,9:57.0,K. Love misses 3-pt jump shot from 25 ft,,48,71
205,3,9:56.0,,Defensive rebound by A. Stoudemire,48,71
206,3,9:45.0,,A. Stoudemire makes 2-pt jump shot from 16 ft (assist by D. Wade),48,73
207,3,9:31.0,Shooting foul by G. Dragić (drawn by K. Irving),,48,73
208,3,9:31.0,K. Irving makes free throw 1 of 3,,49,73
209,3,9:31.0,K. Irving makes free throw 2 of 3,,50,73
210,3,9:31.0,K. Irving makes free throw 3 of 3,,51,73
211,3,9:16.0,,D. Wade makes 2-pt layup from 1 ft (assist by G. Dragić),51,75
212,3,9:10.0,Turnover by K. Irving (step out of bounds),,51,75
213,3,9:02.0,,G. Dragić misses 2-pt layup from 1 ft,51,75
214,3,9:01.0,Defensive rebound by I. Shumpert,,51,75
215,3,8:46.0,K. Love misses 2-pt jump shot from 3 ft,,51,75
216,3,8:45.0,,Defensive rebound by L. Deng,51,75
217,3,8:35.0,,D. Wade makes 2-pt jump shot from 1 ft (assist by G. Dragić),51,77
218,3,8:16.0,L. James makes 2-pt dunk at rim,,53,77
219,3,8:01.0,,G. Dragić misses 2-pt jump shot from 16 ft,53,77
220,3,8:00.0,,Offensive rebound by A. Stoudemire,53,77
221,3,7:47.0,,D. Wade misses 2-pt jump shot from 15 ft,53,77
222,3,7:46.0,Defensive rebound by K. Love,,53,77
223,3,7:46.0,Personal foul by A. Stoudemire,,53,77
224,3,7:46.0,M. Dellavedova enters the game for I. Shumpert,,53,77
225,3,7:46.0,R. Jefferson enters the game for J. Smith,,53,77
226,3,7:23.0,K. Love makes 2-pt layup from 2 ft,,55,77
227,3,6:57.0,,J. Johnson misses 3-pt jump shot from 24 ft,55,77
228,3,6:56.0,,Offensive rebound by A. Stoudemire,55,77
229,3,6:45.0,,J. Johnson makes 2-pt jump shot from 16 ft (assist by G. Dragić),55,79
230,3,6:31.0,R. Jefferson misses 3-pt jump shot from 25 ft,,55,79
231,3,6:30.0,,Defensive rebound by J. Johnson,55,79
232,3,6:23.0,,Shooting foul by R. Jefferson (drawn by A. Stoudemire),55,79
233,3,6:23.0,,A. Stoudemire makes free throw 1 of 2,55,80
234,3,6:23.0,,A. Stoudemire makes free throw 2 of 2,55,81
235,3,6:02.0,L. James makes 2-pt layup from 1 ft,,57,81
236,3,5:31.0,,J. Johnson makes 3-pt jump shot from 25 ft,57,84
237,3,5:22.0,R. Jefferson makes 2-pt dunk at rim,,59,84
238,3,5:21.0,,Miami full timeout,59,84
239,3,5:21.0,,J. Richardson enters the game for L. Deng,59,84
240,3,5:21.0,,J. Winslow enters the game for A. Stoudemire,59,84
241,3,5:21.0,,H. Whiteside enters the game for G. Dragić,59,84
242,3,5:04.0,,D. Wade makes 2-pt jump shot from 19 ft,59,86
243,3,4:52.0,K. Irving misses 3-pt jump shot from 25 ft,,59,86
244,3,4:51.0,,Defensive rebound by D. Wade,59,86
245,3,4:41.0,,Shooting foul by R. Jefferson (drawn by H. Whiteside),59,86
246,3,4:41.0,,H. Whiteside makes free throw 1 of 2,59,87
247,3,4:41.0,T. Thompson enters the game for K. Love,,59,87
248,3,4:41.0,,H. Whiteside makes free throw 2 of 2,59,88
249,3,4:30.0,Turnover by L. James (bad pass),,59,88
250,3,4:11.0,,D. Wade makes 2-pt jump shot from 20 ft,59,90
251,3,3:55.0,L. James makes 2-pt jump shot from 18 ft,,61,90
252,3,3:48.0,,Personal foul by T. Thompson,61,90
253,3,3:48.0,C. Frye enters the game for L. James,,61,90
254,3,3:48.0,J. McRae enters the game for K. Irving,,61,90
255,3,3:36.0,,H. Whiteside misses 2-pt jump shot from 17 ft,61,90
256,3,3:35.0,Defensive rebound by J. McRae,,61,90
257,3,3:18.0,M. Dellavedova makes 3-pt jump shot from 24 ft,,64,90
258,3,3:04.0,,Shooting foul by J. McRae (drawn by J. Richardson),64,90
259,3,3:04.0,,J. Richardson makes free throw 1 of 2,64,91
260,3,3:04.0,,J. Richardson misses free throw 2 of 2,64,91
261,3,3:02.0,Defensive rebound by T. Thompson,,64,91
262,3,2:49.0,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by T. Thompson),,67,91
263,3,2:32.0,,H. Whiteside makes 2-pt dunk at rim (assist by J. Winslow),67,93
264,3,2:15.0,J. McRae misses 2-pt jump shot from 18 ft,,67,93
265,3,2:14.0,,Defensive rebound by J. Johnson,67,93
266,3,1:59.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by J. Winslow),67,96
267,3,1:47.0,Turnover by M. Dellavedova (bad pass; steal by J. Richardson),,67,96
268,3,1:29.0,,D. Wade misses 2-pt jump shot from 18 ft,67,96
269,3,1:28.0,,Offensive rebound by H. Whiteside,67,96
270,3,1:17.0,,J. Johnson misses 3-pt jump shot from 24 ft,67,96
271,3,1:16.0,Defensive rebound by J. McRae,,67,96
272,3,1:06.0,C. Frye makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,70,96
273,3,0:43.0,,H. Whiteside misses 2-pt jump shot from 3 ft,70,96
274,3,0:42.0,,Offensive rebound by J. Winslow,70,96
275,3,0:19.0,,J. Johnson misses 2-pt jump shot from 14 ft,70,96
276,3,0:18.0,,Offensive rebound by D. Wade,70,96
277,3,0:18.0,,D. Wade makes 2-pt layup from 1 ft,70,98
278,3,0:03.0,M. Dellavedova misses 2-pt jump shot from 6 ft,,70,98
279,3,0:02.0,,Defensive rebound by H. Whiteside,70,98
280,4,11:51.0,,Personal foul by R. Jefferson,70,98
281,4,11:35.0,,J. Winslow misses 2-pt jump shot from 5 ft,70,98
282,4,11:34.0,Defensive rebound by R. Jefferson,,70,98
283,4,11:25.0,M. Dellavedova makes 2-pt jump shot from 10 ft,,72,98
284,4,11:10.0,,Shooting foul by C. Frye (drawn by J. Richardson),72,98
285,4,11:10.0,,J. Richardson makes free throw 1 of 2,72,99
286,4,11:10.0,T. Mozgov enters the game for T. Thompson,,72,99
287,4,11:10.0,,J. Richardson makes free throw 2 of 2,72,100
288,4,10:49.0,M. Dellavedova misses 3-pt jump shot from 24 ft,,72,100
289,4,10:48.0,Offensive rebound by Team,,72,100
290,4,10:48.0,,G. Green enters the game for J. Johnson,72,100
291,4,10:48.0,J. Jones enters the game for C. Frye,,72,100
292,4,10:39.0,M. Dellavedova misses 2-pt layup from 2 ft,,72,100
293,4,10:38.0,Offensive rebound by T. Mozgov,,72,100
294,4,10:37.0,T. Mozgov makes 2-pt layup at rim,,74,100
295,4,10:18.0,,G. Dragić misses 2-pt layup from 1 ft (block by T. Mozgov),74,100
296,4,10:17.0,,Offensive rebound by H. Whiteside,74,100
297,4,10:16.0,,Personal foul by T. Mozgov,74,100
298,4,10:08.0,,Shooting foul by M. Dellavedova (drawn by H. Whiteside),74,100
299,4,10:08.0,,H. Whiteside makes free throw 1 of 2,74,101
300,4,10:08.0,,H. Whiteside makes free throw 2 of 2,74,102
301,4,9:53.0,R. Jefferson misses 2-pt jump shot from 18 ft,,74,102
302,4,9:52.0,,Defensive rebound by J. Richardson,74,102
303,4,9:42.0,,G. Green misses 2-pt jump shot from 16 ft,74,102
304,4,9:41.0,Defensive rebound by R. Jefferson,,74,102
305,4,9:35.0,Turnover by M. Dellavedova (bad pass; steal by G. Dragić),,74,102
306,4,9:30.0,,G. Dragić makes 2-pt layup from 1 ft,74,104
307,4,9:11.0,Offensive foul by T. Mozgov (drawn by J. Richardson),,74,104
308,4,9:11.0,Turnover by T. Mozgov (offensive foul),,74,104
309,4,8:51.0,,G. Green makes 3-pt jump shot from 24 ft (assist by G. Dragić),74,107
310,4,8:32.0,R. Jefferson makes 3-pt jump shot from 23 ft (assist by J. McRae),,77,107
311,4,8:10.0,,J. Richardson misses 3-pt jump shot from 23 ft,77,107
312,4,8:09.0,Defensive rebound by M. Dellavedova,,77,107
313,4,8:01.0,M. Dellavedova misses 2-pt layup from 2 ft (block by H. Whiteside),,77,107
314,4,8:00.0,,Defensive rebound by H. Whiteside,77,107
315,4,7:51.0,,G. Green misses 3-pt jump shot from 24 ft,77,107
316,4,7:50.0,,Offensive rebound by J. Winslow,77,107
317,4,7:49.0,,J. Winslow misses 2-pt jump shot from 4 ft (block by T. Mozgov),77,107
318,4,7:48.0,,Offensive rebound by Team,77,107
319,4,7:48.0,Official timeout,,77,107
320,4,7:48.0,I. Shumpert enters the game for M. Dellavedova,,77,107
321,4,7:48.0,,Violation by Team (delay of game),77,107
322,4,7:33.0,,H. Whiteside misses 2-pt hook shot from 3 ft,77,107
323,4,7:32.0,Defensive rebound by J. McRae,,77,107
324,4,7:19.0,I. Shumpert misses 2-pt jump shot from 20 ft,,77,107
325,4,7:18.0,,Defensive rebound by G. Green,77,107
326,4,7:06.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by G. Green),77,109
327,4,6:51.0,J. Jones makes 3-pt jump shot from 25 ft (assist by I. Shumpert),,80,109
328,4,6:51.0,Shooting foul by G. Green (drawn by J. Jones),,80,109
329,4,6:51.0,J. Jones makes free throw 1 of 1,,81,109
330,4,6:39.0,,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),81,111
331,4,6:32.0,J. McRae misses 2-pt jump shot from 6 ft,,81,111
332,4,6:31.0,,Defensive rebound by H. Whiteside,81,111
333,4,6:27.0,,Turnover by G. Dragić (bad pass),81,111
334,4,6:27.0,,J. McRoberts enters the game for G. Dragić,81,111
335,4,6:27.0,,U. Haslem enters the game for H. Whiteside,81,111
336,4,6:13.0,R. Jefferson makes 3-pt jump shot from 22 ft (assist by I. Shumpert),,84,111
337,4,5:56.0,,G. Green misses 2-pt jump shot from 17 ft,84,111
338,4,5:55.0,Defensive rebound by I. Shumpert,,84,111
339,4,5:46.0,J. Jones makes 3-pt jump shot from 24 ft (assist by I. Shumpert),,87,111
340,4,5:29.0,,J. Richardson makes 2-pt layup from 1 ft,87,113
341,4,5:17.0,T. Mozgov makes 2-pt dunk at rim (assist by J. McRae),,89,113
342,4,4:55.0,,J. McRoberts misses 2-pt hook shot from 4 ft,89,113
343,4,4:54.0,Defensive rebound by T. Mozgov,,89,113
344,4,4:46.0,J. Jones misses 3-pt jump shot from 26 ft,,89,113
345,4,4:45.0,,Defensive rebound by U. Haslem,89,113
346,4,4:33.0,,U. Haslem makes 2-pt jump shot from 14 ft (assist by J. Richardson),89,115
347,4,4:24.0,Shooting foul by G. Green (drawn by J. McRae),,89,115
348,4,4:24.0,,Miami full timeout,89,115
349,4,4:24.0,J. McRae makes free throw 1 of 2,,90,115
350,4,4:24.0,J. McRae misses free throw 2 of 2,,90,115
351,4,4:23.0,,Defensive rebound by U. Haslem,90,115
352,4,4:10.0,,Turnover by J. Richardson (kicked ball),90,115
353,4,3:53.0,R. Jefferson makes 2-pt layup from 2 ft (assist by I. Shumpert),,92,115
354,4,3:34.0,,G. Green makes 2-pt layup from 1 ft,92,117
355,4,3:25.0,Personal foul by G. Green,,92,117
356,4,3:19.0,I. Shumpert makes 2-pt jump shot from 19 ft,,94,117
357,4,2:55.0,,G. Green makes 3-pt jump shot from 23 ft (assist by J. Richardson),94,120
358,4,2:40.0,Shooting foul by J. Winslow (drawn by R. Jefferson),,94,120
359,4,2:40.0,Cleveland full timeout,,94,120
360,4,2:40.0,S. Kaun enters the game for I. Shumpert,,94,120
361,4,2:40.0,R. Jefferson makes free throw 1 of 3,,95,120
362,4,2:40.0,R. Jefferson makes free throw 2 of 3,,96,120
363,4,2:40.0,R. Jefferson makes free throw 3 of 3,,97,120
364,4,2:21.0,,U. Haslem misses 2-pt jump shot from 15 ft,97,120
365,4,2:20.0,Defensive rebound by R. Jefferson,,97,120
366,4,2:03.0,J. Jones misses 2-pt jump shot from 13 ft,,97,120
367,4,2:02.0,,Defensive rebound by G. Green,97,120
368,4,1:55.0,,J. Winslow misses 2-pt layup from 1 ft (block by T. Mozgov),97,120
369,4,1:54.0,,Offensive rebound by U. Haslem,97,120
370,4,1:50.0,,G. Green misses 3-pt jump shot from 25 ft,97,120
371,4,1:49.0,Defensive rebound by R. Jefferson,,97,120
372,4,1:43.0,R. Jefferson makes 3-pt jump shot from 24 ft,,100,120
373,4,1:25.0,,J. Richardson makes 2-pt jump shot from 16 ft,100,122
374,4,1:13.0,J. McRae misses 2-pt jump shot from 15 ft,,100,122
375,4,1:12.0,Offensive rebound by Team,,100,122
376,4,1:12.0,,Loose ball foul by J. McRoberts,100,122
377,4,1:12.0,S. Kaun misses free throw 1 of 2,,100,122
378,4,1:12.0,Offensive rebound by Team,,100,122
379,4,1:12.0,S. Kaun makes free throw 2 of 2,,101,122
380,4,0:49.0,,J. Winslow misses 3-pt jump shot from 23 ft,101,122
381,4,0:48.0,Defensive rebound by T. Mozgov,,101,122
382,4,0:38.0,Turnover by J. McRae (bad pass; steal by J. Winslow),,101,122
383,4,0:35.0,,Shooting foul by R. Jefferson (drawn by J. Winslow),101,122
384,4,0:35.0,,J. Winslow misses free throw 1 of 2,101,122
385,4,0:35.0,,Offensive rebound by Team,101,122
386,4,0:35.0,,J. Winslow misses free throw 2 of 2,101,122
