,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PHILADELPHIA_ACTION,GOLDEN STATE_SCORE,PHILADELPHIA_SCORE
73,1,3:28.0,L. Barbosa enters the game for H. Barnes,,25,17
74,1,3:28.0,,I. Canaan enters the game for J. Grant,25,17
75,1,3:28.0,,J. Okafor enters the game for N. Noel,25,17
76,1,3:28.0,,T. McConnell enters the game for N. Stauskas,25,17
77,1,3:28.0,,R. Covington enters the game for I. Smith,25,17
78,1,3:11.0,,T. McConnell makes 2-pt jump shot from 13 ft,25,19
79,1,2:56.0,S. Curry makes 2-pt jump shot from 4 ft (assist by D. Green),,27,19
80,1,2:39.0,,R. Covington misses 2-pt jump shot from 3 ft (block by S. Curry),27,19
81,1,2:37.0,,Offensive rebound by R. Covington,27,19
82,1,2:36.0,,R. Covington makes 2-pt layup from 3 ft,27,21
83,1,2:29.0,D. Green makes 2-pt layup from 1 ft (assist by L. Barbosa),,29,21
84,1,2:29.0,Shooting foul by R. Covington (drawn by D. Green),,29,21
85,1,2:29.0,M. Speights enters the game for A. Bogut,,29,21
86,1,2:29.0,D. Green misses free throw 1 of 1,,29,21
87,1,2:27.0,,Defensive rebound by R. Covington,29,21
88,1,2:14.0,,J. Okafor makes 2-pt jump shot from 7 ft,29,23
89,1,1:52.0,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Green),,32,23
90,1,1:33.0,,H. Thompson misses 3-pt jump shot from 23 ft,32,23
91,1,1:32.0,Defensive rebound by M. Speights,,32,23
92,1,1:28.0,D. Green makes 2-pt dunk at rim (assist by L. Barbosa),,34,23
93,1,1:09.0,,T. McConnell misses 2-pt layup from 2 ft (block by B. Rush),34,23
94,1,1:06.0,,Offensive rebound by I. Canaan,34,23
95,1,1:05.0,,I. Canaan makes 3-pt jump shot from 26 ft,34,26
96,1,0:54.0,Turnover by S. Curry (lost ball; steal by I. Canaan),,34,26
97,1,0:51.0,,I. Canaan misses 2-pt layup from 1 ft,34,26
98,1,0:48.0,Defensive rebound by M. Speights,,34,26
99,1,0:42.0,Turnover by D. Green (bad pass; steal by T. McConnell),,34,26
100,1,0:37.0,,T. McConnell misses 2-pt layup from 2 ft,34,26
101,1,0:35.0,,Offensive rebound by H. Thompson,34,26
102,1,0:35.0,,H. Thompson makes 2-pt layup from 1 ft,34,28
103,1,0:26.0,S. Curry misses 3-pt jump shot from 25 ft,,34,28
104,1,0:26.0,,Defensive rebound by Team,34,28
105,1,0:04.0,Offensive charge foul by J. Okafor (drawn by D. Green),,34,28
106,1,0:04.0,,Turnover by J. Okafor (offensive foul),34,28
107,1,0:00.0,B. Rush misses 3-pt jump shot from 30 ft,,34,28
108,1,0:00.0,Offensive rebound by Team,,34,28
109,2,11:44.0,M. Speights makes 2-pt layup from 1 ft (assist by B. Rush),,36,28
110,2,11:37.0,,I. Canaan makes 3-pt jump shot from 25 ft (assist by T. McConnell),36,31
111,2,11:13.0,M. Speights makes 2-pt dunk at rim (assist by H. Barnes),,38,31
112,2,10:57.0,,Shooting block foul by M. Speights (drawn by J. Okafor),38,31
113,2,10:57.0,,J. Okafor misses free throw 1 of 2,38,31
114,2,10:57.0,,Offensive rebound by Team,38,31
115,2,10:57.0,,J. Okafor makes free throw 2 of 2,38,32
116,2,10:43.0,M. Speights misses 2-pt jump shot from 19 ft,,38,32
117,2,10:41.0,,Defensive rebound by R. Covington,38,32
118,2,10:30.0,,H. Thompson makes 2-pt jump shot from 22 ft (assist by T. McConnell),38,34
119,2,10:15.0,L. Barbosa makes 2-pt layup from 2 ft,,40,34
120,2,9:56.0,,R. Covington misses 3-pt jump shot from 25 ft,40,34
121,2,9:54.0,Defensive rebound by M. Speights,,40,34
122,2,9:33.0,S. Livingston makes 2-pt jump shot from 18 ft (assist by M. Speights),,42,34
123,2,9:11.0,,J. Okafor makes 2-pt jump shot from 10 ft,42,36
124,2,8:58.0,L. Barbosa makes 3-pt jump shot from 26 ft (assist by S. Livingston),,45,36
125,2,8:57.0,,Philadelphia full timeout,45,36
126,2,8:57.0,,J. Grant enters the game for R. Covington,45,36
127,2,8:57.0,I. Clark enters the game for B. Rush,,45,36
128,2,8:39.0,,I. Canaan makes 3-pt jump shot from 26 ft (assist by H. Thompson),45,39
129,2,8:27.0,Turnover by I. Clark (lost ball; steal by T. McConnell),,45,39
130,2,8:24.0,,I. Canaan misses 2-pt jump shot from 3 ft (block by I. Clark),45,39
131,2,8:21.0,Defensive rebound by L. Barbosa,,45,39
132,2,8:20.0,Personal foul by T. McConnell (drawn by L. Barbosa),,45,39
133,2,8:20.0,,N. Stauskas enters the game for I. Canaan,45,39
134,2,8:11.0,S. Livingston makes 2-pt dunk at rim (assist by M. Speights),,47,39
135,2,7:53.0,,Personal foul by I. Clark (drawn by J. Grant),47,39
136,2,7:53.0,K. Thompson enters the game for L. Barbosa,,47,39
137,2,7:53.0,J. Thompson enters the game for M. Speights,,47,39
138,2,7:38.0,,Turnover by Team (shot clock),47,39
139,2,7:26.0,K. Thompson makes 2-pt layup from 1 ft (assist by J. Thompson),,49,39
140,2,7:11.0,,H. Thompson misses 3-pt jump shot from 25 ft,49,39
141,2,7:10.0,Defensive rebound by H. Barnes,,49,39
142,2,7:02.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by I. Clark),,52,39
143,2,6:44.0,,J. Grant makes 2-pt jump shot from 11 ft,52,41
144,2,6:34.0,K. Thompson makes 2-pt jump shot from 19 ft (assist by S. Livingston),,54,41
145,2,6:05.0,,J. Okafor makes 2-pt jump shot from 19 ft (assist by H. Thompson),54,43
146,2,5:54.0,H. Barnes misses 2-pt jump shot from 13 ft,,54,43
147,2,5:51.0,,Defensive rebound by J. Grant,54,43
148,2,5:44.0,,Shooting foul by J. Thompson (drawn by J. Okafor),54,43
149,2,5:44.0,Official timeout,,54,43
150,2,5:44.0,S. Curry enters the game for I. Clark,,54,43
151,2,5:44.0,D. Green enters the game for H. Barnes,,54,43
152,2,5:44.0,,I. Canaan enters the game for H. Thompson,54,43
153,2,5:44.0,,I. Smith enters the game for T. McConnell,54,43
154,2,5:44.0,,J. Okafor misses free throw 1 of 2,54,43
155,2,5:44.0,,Offensive rebound by Team,54,43
156,2,5:44.0,,J. Okafor misses free throw 2 of 2,54,43
157,2,5:42.0,Defensive rebound by D. Green,,54,43
158,2,5:29.0,D. Green makes 2-pt layup at rim,,56,43
159,2,5:02.0,,J. Grant misses 3-pt jump shot from 25 ft,56,43
160,2,5:01.0,Defensive rebound by S. Livingston,,56,43
161,2,4:55.0,D. Green makes 2-pt layup from 2 ft (assist by S. Livingston),,58,43
162,2,4:38.0,,Personal block foul by J. Thompson (drawn by J. Okafor),58,43
163,2,4:38.0,,N. Noel enters the game for J. Okafor,58,43
164,2,4:27.0,,I. Smith misses 2-pt jump shot from 3 ft,58,43
165,2,4:24.0,Defensive rebound by D. Green,,58,43
166,2,4:15.0,I. Clark enters the game for S. Livingston,,58,43
167,2,4:03.0,Turnover by K. Thompson (lost ball; steal by N. Noel),,58,43
168,2,3:56.0,,I. Smith misses 2-pt jump shot from 16 ft,58,43
169,2,3:54.0,Defensive rebound by D. Green,,58,43
170,2,3:46.0,K. Thompson makes 2-pt jump shot from 10 ft (assist by S. Curry),,60,43
171,2,3:29.0,,I. Canaan makes 3-pt jump shot from 26 ft (assist by I. Smith),60,46
172,2,3:16.0,J. Thompson makes 2-pt layup from 1 ft (assist by K. Thompson),,62,46
173,2,3:01.0,,Shooting block foul by D. Green (drawn by J. Grant),62,46
174,2,3:01.0,,J. Grant makes free throw 1 of 2,62,47
175,2,3:01.0,A. Bogut enters the game for J. Thompson,,62,47
176,2,3:01.0,,J. Grant makes free throw 2 of 2,62,48
177,2,2:47.0,K. Thompson misses 3-pt jump shot from 24 ft,,62,48
178,2,2:47.0,,Defensive rebound by Team,62,48
179,2,2:47.0,Loose ball foul by A. Bogut (drawn by N. Noel),,62,48
180,2,2:47.0,Golden State full timeout,,62,48
181,2,2:47.0,,R. Covington enters the game for J. Grant,62,48
182,2,2:47.0,Violation by Team (delay of game),,62,48
183,2,2:47.0,,N. Noel misses free throw 1 of 2,62,48
184,2,2:47.0,,Offensive rebound by Team,62,48
185,2,2:47.0,,N. Noel misses free throw 2 of 2,62,48
186,2,2:45.0,Defensive rebound by A. Bogut,,62,48
187,2,2:32.0,Personal foul by N. Noel (drawn by I. Clark),,62,48
188,2,2:23.0,K. Thompson makes 2-pt jump shot from 12 ft,,64,48
189,2,2:05.0,,N. Noel misses 2-pt layup from 1 ft,64,48
190,2,2:03.0,Defensive rebound by A. Bogut,,64,48
191,2,2:00.0,K. Thompson misses 3-pt jump shot from 25 ft,,64,48
192,2,1:58.0,Offensive rebound by S. Curry,,64,48
193,2,1:53.0,I. Clark misses 2-pt jump shot from 2 ft,,64,48
194,2,1:50.0,,Defensive rebound by R. Covington,64,48
195,2,1:42.0,,Shooting foul by A. Bogut (drawn by N. Noel),64,48
196,2,1:42.0,,N. Noel makes free throw 1 of 2,64,49
197,2,1:42.0,,N. Noel misses free throw 2 of 2,64,49
198,2,1:41.0,Defensive rebound by A. Bogut,,64,49
199,2,1:34.0,Personal foul by I. Smith (drawn by D. Green),,64,49
200,2,1:29.0,A. Bogut makes 2-pt dunk at rim (assist by S. Curry),,66,49
201,2,1:09.0,,N. Stauskas makes 3-pt jump shot from 23 ft (assist by N. Noel),66,52
202,2,0:56.0,S. Curry makes 3-pt jump shot from 25 ft,,69,52
203,2,0:41.0,,R. Covington misses 3-pt jump shot from 26 ft,69,52
204,2,0:40.0,,Offensive rebound by I. Smith,69,52
205,2,0:38.0,,I. Smith makes 2-pt jump shot from 4 ft,69,54
206,2,0:33.0,I. Clark misses 2-pt jump shot from 3 ft,,69,54
207,2,0:32.0,Offensive rebound by D. Green,,69,54
208,2,0:32.0,D. Green makes 2-pt layup from 1 ft,,71,54
209,2,0:10.0,,I. Smith misses 2-pt layup from 2 ft,71,54
210,2,0:08.0,Defensive rebound by A. Bogut,,71,54
211,2,0:03.0,S. Curry makes 2-pt layup from 1 ft (assist by A. Bogut),,73,54
212,2,0:00.0,,I. Smith misses 3-pt jump shot from 28 ft,73,54
213,2,0:00.0,,Offensive rebound by Team,73,54
214,3,11:48.0,Turnover by D. Green (bad pass; steal by N. Stauskas),,73,54
215,3,11:45.0,,Turnover by N. Stauskas (bad pass),73,54
216,3,11:23.0,K. Thompson makes 2-pt layup from 1 ft (assist by A. Bogut),,75,54
217,3,11:06.0,,Turnover by N. Noel (lost ball; steal by H. Barnes),75,54
218,3,10:56.0,Turnover by D. Green (bad pass; steal by I. Smith),,75,54
219,3,10:49.0,,R. Covington misses 3-pt jump shot from 24 ft,75,54
220,3,10:46.0,Defensive rebound by A. Bogut,,75,54
221,3,10:40.0,K. Thompson misses 2-pt layup from 2 ft (block by J. Grant),,75,54
222,3,10:40.0,Offensive rebound by Team,,75,54
223,3,10:37.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by A. Bogut),,78,54
224,3,10:27.0,,I. Smith misses 2-pt layup from 2 ft,78,54
225,3,10:24.0,Defensive rebound by A. Bogut,,78,54
226,3,10:16.0,K. Thompson misses 3-pt jump shot from 22 ft,,78,54
227,3,10:15.0,,Defensive rebound by I. Smith,78,54
228,3,10:03.0,,Shooting foul by A. Bogut (drawn by N. Noel),78,54
229,3,10:03.0,,N. Noel makes 2-pt dunk at rim (assist by J. Grant),78,56
230,3,10:03.0,,N. Noel misses free throw 1 of 1,78,56
231,3,10:02.0,Defensive rebound by A. Bogut,,78,56
232,3,9:44.0,K. Thompson misses 2-pt jump shot from 18 ft,,78,56
233,3,9:42.0,Offensive rebound by A. Bogut,,78,56
234,3,9:42.0,A. Bogut misses 2-pt layup from 1 ft,,78,56
235,3,9:40.0,,Defensive rebound by R. Covington,78,56
236,3,9:34.0,,Turnover by N. Stauskas (bad pass),78,56
237,3,9:26.0,H. Barnes misses 2-pt jump shot from 18 ft,,78,56
238,3,9:24.0,,Defensive rebound by N. Noel,78,56
239,3,9:18.0,,J. Grant makes 2-pt dunk at rim (assist by I. Smith),78,58
240,3,9:04.0,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),,80,58
241,3,8:48.0,,J. Grant misses 3-pt jump shot from 25 ft,80,58
242,3,8:47.0,Defensive rebound by K. Thompson,,80,58
243,3,8:35.0,Turnover by K. Thompson (bad pass; steal by I. Smith),,80,58
244,3,8:35.0,Violation by A. Bogut (kicked ball),,80,58
245,3,8:35.0,,J. Okafor enters the game for N. Noel,80,58
246,3,8:24.0,,J. Grant misses 3-pt jump shot from 24 ft,80,58
247,3,8:22.0,Defensive rebound by D. Green,,80,58
248,3,8:16.0,Turnover by S. Curry (lost ball),,80,58
249,3,8:03.0,,I. Smith misses 2-pt jump shot from 12 ft,80,58
250,3,8:02.0,Defensive rebound by A. Bogut,,80,58
251,3,7:55.0,H. Barnes misses 3-pt jump shot from 23 ft,,80,58
252,3,7:54.0,,Defensive rebound by R. Covington,80,58
253,3,7:38.0,,J. Okafor misses 2-pt jump shot from 12 ft,80,58
254,3,7:36.0,Defensive rebound by D. Green,,80,58
255,3,7:22.0,S. Curry makes 2-pt layup from 2 ft (assist by A. Bogut),,82,58
256,3,7:21.0,,Philadelphia full timeout,82,58
257,3,7:21.0,,I. Canaan enters the game for N. Stauskas,82,58
258,3,7:21.0,,H. Thompson enters the game for J. Grant,82,58
259,3,7:06.0,,Offensive foul by J. Okafor (drawn by A. Bogut),82,58
260,3,7:06.0,,Turnover by J. Okafor (offensive foul),82,58
261,3,6:52.0,Turnover by D. Green (bad pass; steal by H. Thompson),,82,58
262,3,6:46.0,,H. Thompson misses 2-pt jump shot from 21 ft,82,58
263,3,6:43.0,Defensive rebound by A. Bogut,,82,58
264,3,6:31.0,Turnover by D. Green (bad pass; steal by R. Covington),,82,58
265,3,6:25.0,,J. Okafor makes 2-pt dunk at rim (assist by I. Smith),82,60
266,3,6:01.0,A. Bogut makes 2-pt dunk at rim (assist by K. Thompson),,84,60
267,3,5:50.0,,H. Thompson makes 2-pt jump shot from 2 ft,84,62
268,3,5:47.0,Personal foul by R. Covington (drawn by H. Barnes),,84,62
269,3,5:47.0,,T. McConnell enters the game for I. Smith,84,62
270,3,5:47.0,,J. Sampson enters the game for R. Covington,84,62
271,3,5:47.0,J. Thompson enters the game for D. Green,,84,62
272,3,5:40.0,S. Curry misses 3-pt jump shot from 26 ft,,84,62
273,3,5:39.0,,Defensive rebound by I. Canaan,84,62
274,3,5:34.0,,I. Canaan misses 3-pt jump shot from 28 ft,84,62
275,3,5:32.0,Defensive rebound by K. Thompson,,84,62
276,3,5:23.0,K. Thompson misses 2-pt layup at rim,,84,62
277,3,5:22.0,,Defensive rebound by I. Canaan,84,62
278,3,4:59.0,,J. Sampson misses 2-pt jump shot from 19 ft,84,62
279,3,4:57.0,,Offensive rebound by Team,84,62
280,3,4:57.0,,Turnover by Team (shot clock),84,62
281,3,4:46.0,S. Curry misses 3-pt jump shot from 25 ft,,84,62
282,3,4:43.0,,Defensive rebound by J. Okafor,84,62
283,3,4:35.0,,J. Sampson misses 2-pt layup from 1 ft (block by S. Curry),84,62
284,3,4:33.0,Defensive rebound by J. Thompson,,84,62
285,3,4:25.0,Golden State full timeout,,84,62
286,3,4:25.0,B. Rush enters the game for H. Barnes,,84,62
287,3,4:25.0,L. Barbosa enters the game for A. Bogut,,84,62
288,3,4:25.0,I. Clark enters the game for K. Thompson,,84,62
289,3,4:25.0,S. Livingston enters the game for S. Curry,,84,62
290,3,4:10.0,L. Barbosa misses 3-pt jump shot from 27 ft,,84,62
291,3,4:08.0,,Defensive rebound by J. Sampson,84,62
292,3,3:56.0,,H. Thompson makes 2-pt layup from 1 ft,84,64
293,3,3:36.0,S. Livingston misses 2-pt jump shot from 10 ft,,84,64
294,3,3:35.0,,Defensive rebound by T. McConnell,84,64
295,3,3:22.0,,J. Sampson misses 2-pt jump shot from 3 ft,84,64
296,3,3:20.0,,Offensive rebound by J. Sampson,84,64
297,3,3:17.0,,J. Sampson misses 2-pt jump shot from 10 ft,84,64
298,3,3:16.0,Defensive rebound by B. Rush,,84,64
299,3,3:04.0,B. Rush misses 2-pt jump shot from 16 ft,,84,64
300,3,3:02.0,,Defensive rebound by I. Canaan,84,64
301,3,2:50.0,,J. Okafor makes 2-pt jump shot from 8 ft,84,66
302,3,2:50.0,,Shooting foul by J. Thompson (drawn by J. Okafor),84,66
303,3,2:50.0,,I. Smith enters the game for H. Thompson,84,66
304,3,2:50.0,,J. Okafor misses free throw 1 of 1,84,66
305,3,2:48.0,Defensive rebound by B. Rush,,84,66
306,3,2:25.0,I. Clark misses 3-pt jump shot from 26 ft,,84,66
307,3,2:24.0,Offensive rebound by I. Clark,,84,66
308,3,2:21.0,I. Clark makes 2-pt layup from 1 ft,,86,66
309,3,2:03.0,,Shooting foul by J. Thompson (drawn by I. Canaan),86,66
310,3,2:03.0,,I. Canaan makes free throw 1 of 2,86,67
311,3,2:03.0,,R. Covington enters the game for J. Sampson,86,67
312,3,2:03.0,,I. Canaan makes free throw 2 of 2,86,68
313,3,1:50.0,L. Barbosa misses 2-pt layup from 2 ft,,86,68
314,3,1:48.0,,Defensive rebound by R. Covington,86,68
315,3,1:42.0,,T. McConnell makes 2-pt jump shot from 20 ft (assist by I. Canaan),86,70
316,3,1:29.0,Turnover by J. Thompson (bad pass; steal by I. Canaan),,86,70
317,3,1:22.0,,R. Covington misses 3-pt jump shot from 25 ft,86,70
318,3,1:20.0,,Offensive rebound by T. McConnell,86,70
319,3,1:07.0,,J. Okafor makes 2-pt layup from 1 ft,86,72
320,3,0:51.0,Turnover by S. Livingston (bad pass; steal by R. Covington),,86,72
321,3,0:44.0,,I. Canaan misses 3-pt jump shot from 27 ft,86,72
322,3,0:42.0,Defensive rebound by B. Rush,,86,72
323,3,0:32.0,I. Clark makes 2-pt layup from 1 ft (assist by S. Livingston),,88,72
324,3,0:32.0,Shooting foul by T. McConnell (drawn by I. Clark),,88,72
325,3,0:32.0,I. Clark makes free throw 1 of 1,,89,72
326,3,0:13.0,,I. Smith misses 3-pt jump shot from 25 ft,89,72
327,3,0:12.0,Defensive rebound by L. Barbosa,,89,72
328,3,0:02.0,L. Barbosa makes 2-pt jump shot from 3 ft,,91,72
329,3,0:00.0,,T. McConnell misses 3-pt jump shot from 44 ft,91,72
330,3,0:00.0,,Offensive rebound by Team,91,72
331,4,11:35.0,,I. Smith misses 2-pt jump shot from 18 ft,91,72
332,4,11:34.0,Defensive rebound by L. Barbosa,,91,72
333,4,11:14.0,S. Livingston misses 2-pt jump shot from 9 ft,,91,72
334,4,11:13.0,,Defensive rebound by T. McConnell,91,72
335,4,11:07.0,,I. Smith makes 2-pt layup from 1 ft (assist by T. McConnell),91,74
336,4,10:51.0,M. Speights makes 2-pt jump shot from 20 ft (assist by L. Barbosa),,93,74
337,4,10:34.0,,Personal foul by L. Barbosa (drawn by I. Canaan),93,74
338,4,10:34.0,,N. Noel enters the game for J. Okafor,93,74
339,4,10:25.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by N. Noel),93,77
340,4,10:01.0,M. Speights misses 2-pt layup from 2 ft,,93,77
341,4,9:59.0,Offensive rebound by H. Barnes,,93,77
342,4,9:59.0,H. Barnes misses 2-pt layup from 1 ft,,93,77
343,4,9:58.0,Offensive rebound by M. Speights,,93,77
344,4,9:58.0,M. Speights misses 2-pt layup at rim,,93,77
345,4,9:56.0,Offensive rebound by M. Speights,,93,77
346,4,9:56.0,M. Speights misses 2-pt layup at rim,,93,77
347,4,9:54.0,,Defensive rebound by R. Covington,93,77
348,4,9:39.0,,T. McConnell makes 2-pt jump shot from 15 ft,93,79
349,4,9:13.0,H. Barnes misses 3-pt jump shot from 26 ft,,93,79
350,4,9:12.0,,Defensive rebound by T. McConnell,93,79
351,4,9:03.0,,R. Covington makes 2-pt layup from 1 ft (assist by I. Smith),93,81
352,4,8:53.0,Golden State full timeout,,93,81
353,4,8:53.0,K. Thompson enters the game for H. Barnes,,93,81
354,4,8:53.0,D. Green enters the game for S. Livingston,,93,81
355,4,8:53.0,S. Curry enters the game for I. Clark,,93,81
356,4,8:53.0,,H. Thompson enters the game for I. Canaan,93,81
357,4,8:53.0,H. Barnes enters the game for L. Barbosa,,93,81
358,4,8:44.0,Turnover by K. Thompson (bad pass; steal by T. McConnell),,93,81
359,4,8:42.0,,Personal foul by D. Green (drawn by T. McConnell),93,81
360,4,8:26.0,,I. Smith makes 2-pt layup at rim,93,83
361,4,8:07.0,S. Curry makes 3-pt jump shot from 25 ft (assist by M. Speights),,96,83
362,4,7:53.0,,N. Noel makes 2-pt dunk at rim (assist by T. McConnell),96,85
363,4,7:36.0,K. Thompson makes 2-pt jump shot from 9 ft,,98,85
364,4,7:25.0,,H. Thompson misses 2-pt layup at rim,98,85
365,4,7:23.0,,Offensive rebound by N. Noel,98,85
366,4,7:13.0,,Turnover by N. Noel (bad pass; steal by D. Green),98,85
367,4,7:02.0,S. Curry misses 2-pt layup from 2 ft,,98,85
368,4,7:00.0,Offensive rebound by S. Curry,,98,85
369,4,7:00.0,S. Curry misses 2-pt layup from 1 ft,,98,85
370,4,6:58.0,,Defensive rebound by R. Covington,98,85
371,4,6:56.0,,R. Covington misses 3-pt jump shot from 26 ft,98,85
372,4,6:53.0,Defensive rebound by M. Speights,,98,85
373,4,6:48.0,D. Green misses 2-pt layup from 2 ft,,98,85
374,4,6:46.0,,Defensive rebound by N. Noel,98,85
375,4,6:43.0,,Philadelphia full timeout,98,85
376,4,6:43.0,A. Bogut enters the game for M. Speights,,98,85
377,4,6:43.0,,I. Canaan enters the game for T. McConnell,98,85
378,4,6:30.0,,I. Smith misses 2-pt jump shot from 12 ft,98,85
379,4,6:29.0,Defensive rebound by S. Curry,,98,85
380,4,6:15.0,A. Bogut misses 2-pt jump shot from 3 ft,,98,85
381,4,6:13.0,,Defensive rebound by N. Noel,98,85
382,4,6:11.0,,Personal foul by S. Curry (drawn by I. Smith),98,85
383,4,5:56.0,,Turnover by N. Noel (3 sec),98,85
384,4,5:42.0,K. Thompson makes 2-pt layup at rim (assist by S. Curry),,100,85
385,4,5:32.0,,I. Smith makes 2-pt layup from 1 ft,100,87
