,QUARTER,TIME_REMAINING,TORONTO_ACTION,BROOKLYN_ACTION,TORONTO_SCORE,BROOKLYN_SCORE
26,1,8:51.0,,H. Sims makes 2-pt layup from 1 ft (assist by S. Larkin),0,10
27,1,8:46.0,Toronto full timeout,,0,10
28,1,8:36.0,N. Powell misses 2-pt jump shot from 18 ft,,0,10
29,1,8:35.0,,Defensive rebound by B. Bogdanović,0,10
30,1,8:23.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,0,10
31,1,8:22.0,Defensive rebound by J. Thompson,,0,10
32,1,8:18.0,Personal foul by W. Ellington,,0,10
33,1,8:07.0,D. Wright misses 3-pt jump shot from 27 ft,,0,10
34,1,8:06.0,,Defensive rebound by W. Ellington,0,10
35,1,7:57.0,,B. Bogdanović makes 2-pt layup from 3 ft (assist by W. Ellington),0,12
36,1,7:42.0,Shooting foul by H. Sims (drawn by N. Powell),,0,12
37,1,7:42.0,N. Powell misses free throw 1 of 2,,0,12
38,1,7:42.0,Offensive rebound by Team,,0,12
39,1,7:42.0,N. Powell misses free throw 2 of 2,,0,12
40,1,7:41.0,,Defensive rebound by H. Sims,0,12
41,1,7:27.0,,B. Bogdanović misses 2-pt jump shot from 7 ft (block by B. Caboclo),0,12
42,1,7:25.0,Defensive rebound by J. Thompson,,0,12
43,1,7:14.0,D. Wright makes 2-pt layup from 1 ft (assist by L. Nogueira),,2,12
44,1,6:58.0,,W. Ellington misses 2-pt layup from 2 ft (block by L. Nogueira),2,12
45,1,6:57.0,,Offensive rebound by C. McCullough,2,12
46,1,6:56.0,,C. McCullough misses 2-pt jump shot from 4 ft,2,12
47,1,6:55.0,,Offensive rebound by Team,2,12
48,1,6:52.0,,H. Sims makes 2-pt layup from 2 ft (assist by W. Ellington),2,14
49,1,6:38.0,Turnover by D. Wright (lost ball; steal by S. Larkin),,2,14
50,1,6:35.0,,W. Ellington misses 2-pt layup from 2 ft,2,14
51,1,6:32.0,Defensive rebound by J. Thompson,,2,14
52,1,6:30.0,Turnover by B. Caboclo (bad pass; steal by S. Larkin),,2,14
53,1,6:27.0,,C. McCullough makes 2-pt dunk at rim (assist by S. Larkin),2,16
54,1,6:10.0,Personal foul by H. Sims,,2,16
55,1,6:10.0,,R. Hollis-Jefferson enters the game for H. Sims,2,16
56,1,6:05.0,J. Thompson makes 2-pt dunk at rim (assist by D. Wright),,4,16
57,1,5:47.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft,4,18
58,1,5:38.0,Turnover by N. Powell (bad pass; steal by B. Bogdanović),,4,18
59,1,5:35.0,,W. Ellington makes 2-pt dunk at rim (assist by B. Bogdanović),4,20
60,1,5:34.0,Toronto full timeout,,4,20
61,1,5:14.0,N. Powell misses 2-pt jump shot from 20 ft,,4,20
62,1,5:13.0,,Defensive rebound by R. Hollis-Jefferson,4,20
63,1,5:12.0,,Personal foul by L. Nogueira,4,20
64,1,4:59.0,Violation by D. Wright (kicked ball),,4,20
65,1,4:52.0,,S. Larkin misses 2-pt layup from 2 ft,4,20
66,1,4:51.0,Defensive rebound by J. Thompson,,4,20
67,1,4:34.0,Personal foul by W. Ellington,,4,20
68,1,4:34.0,,S. Kilpatrick enters the game for W. Ellington,4,20
69,1,4:34.0,,M. Brown enters the game for B. Bogdanović,4,20
70,1,4:34.0,T. Ross enters the game for N. Powell,,4,20
71,1,4:34.0,B. Biyombo enters the game for L. Nogueira,,4,20
72,1,4:34.0,,H. Sims enters the game for C. McCullough,4,20
73,1,4:25.0,B. Biyombo misses 2-pt layup from 3 ft (block by H. Sims),,4,20
74,1,4:24.0,Offensive rebound by Team,,4,20
75,1,4:20.0,J. Thompson misses 2-pt jump shot from 17 ft,,4,20
76,1,4:18.0,,Defensive rebound by S. Larkin,4,20
77,1,4:10.0,,S. Kilpatrick misses 2-pt jump shot from 7 ft,4,20
78,1,4:08.0,Defensive rebound by T. Ross,,4,20
79,1,3:51.0,Turnover by B. Caboclo (lost ball),,4,20
80,1,3:38.0,,S. Kilpatrick misses 3-pt jump shot from 24 ft,4,20
81,1,3:37.0,Defensive rebound by T. Ross,,4,20
82,1,3:28.0,Turnover by B. Caboclo (bad pass; steal by S. Kilpatrick),,4,20
83,1,3:28.0,,Personal foul by B. Caboclo,4,20
84,1,3:28.0,,D. Sloan enters the game for S. Larkin,4,20
85,1,3:14.0,,Shooting foul by J. Thompson (drawn by R. Hollis-Jefferson),4,20
86,1,3:14.0,,R. Hollis-Jefferson misses free throw 1 of 2,4,20
87,1,3:14.0,,Offensive rebound by Team,4,20
88,1,3:14.0,,R. Hollis-Jefferson makes free throw 2 of 2,4,21
89,1,2:57.0,T. Ross misses 2-pt layup from 3 ft,,4,21
90,1,2:55.0,,Defensive rebound by H. Sims,4,21
91,1,2:49.0,,Turnover by R. Hollis-Jefferson (lost ball),4,21
92,1,2:49.0,,Brooklyn full timeout,4,21
93,1,2:49.0,P. Patterson enters the game for J. Thompson,,4,21
94,1,2:38.0,Shooting foul by H. Sims (drawn by T. Ross),,4,21
95,1,2:38.0,T. Ross misses free throw 1 of 2,,4,21
96,1,2:38.0,Offensive rebound by Team,,4,21
97,1,2:38.0,,B. Bogdanović enters the game for H. Sims,4,21
98,1,2:38.0,T. Ross makes free throw 2 of 2,,5,21
99,1,2:19.0,,R. Hollis-Jefferson misses 2-pt jump shot from 18 ft,5,21
100,1,2:18.0,Defensive rebound by P. Patterson,,5,21
101,1,2:14.0,D. Wright makes 2-pt layup from 2 ft,,7,21
102,1,1:50.0,,M. Brown misses 3-pt jump shot from 26 ft,7,21
103,1,1:49.0,Defensive rebound by T. Ross,,7,21
104,1,1:37.0,B. Biyombo makes 2-pt layup from 1 ft,,9,21
105,1,1:28.0,,D. Sloan misses 3-pt jump shot from 24 ft (block by B. Biyombo),9,21
106,1,1:27.0,Defensive rebound by P. Patterson,,9,21
107,1,1:15.0,T. Ross makes 3-pt jump shot from 24 ft (assist by P. Patterson),,12,21
108,1,1:08.0,,Brooklyn full timeout,12,21
109,1,0:56.0,,S. Kilpatrick makes 2-pt layup from 1 ft (assist by D. Sloan),12,23
110,1,0:43.0,T. Ross makes 3-pt jump shot from 26 ft (assist by B. Caboclo),,15,23
111,1,0:33.0,,M. Brown misses 2-pt layup from 1 ft,15,23
112,1,0:32.0,Defensive rebound by T. Ross,,15,23
113,1,0:25.0,T. Ross misses 3-pt jump shot from 24 ft,,15,23
114,1,0:24.0,Offensive rebound by B. Biyombo,,15,23
115,1,0:23.0,Personal foul by R. Hollis-Jefferson,,15,23
116,1,0:23.0,B. Biyombo misses free throw 1 of 2,,15,23
117,1,0:23.0,Offensive rebound by Team,,15,23
118,1,0:23.0,B. Biyombo makes free throw 2 of 2,,16,23
119,1,0:06.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Sloan),16,26
120,1,0:01.0,T. Ross misses 3-pt jump shot from 30 ft,,16,26
121,1,0:00.0,Offensive rebound by Team,,16,26
122,2,11:36.0,T. Ross misses 2-pt hook shot from 6 ft,,16,26
123,2,11:35.0,,Defensive rebound by R. Hollis-Jefferson,16,26
124,2,11:29.0,,B. Bogdanović makes 2-pt dunk at rim (assist by D. Sloan),16,28
125,2,11:07.0,N. Powell makes 2-pt jump shot from 13 ft,,18,28
126,2,10:50.0,,S. Kilpatrick misses 2-pt jump shot from 22 ft,18,28
127,2,10:49.0,Defensive rebound by C. Joseph,,18,28
128,2,10:43.0,N. Powell makes 3-pt jump shot from 23 ft (assist by C. Joseph),,21,28
129,2,10:32.0,,D. Sloan misses 2-pt layup from 2 ft (block by B. Biyombo),21,28
130,2,10:30.0,Defensive rebound by C. Joseph,,21,28
131,2,10:30.0,Personal foul by B. Bogdanović,,21,28
132,2,10:30.0,L. Nogueira enters the game for B. Biyombo,,21,28
133,2,10:15.0,C. Joseph misses 2-pt jump shot from 14 ft,,21,28
134,2,10:14.0,,Defensive rebound by R. Hollis-Jefferson,21,28
135,2,10:06.0,,Shooting foul by N. Powell (drawn by B. Bogdanović),21,28
136,2,10:06.0,,B. Bogdanović makes free throw 1 of 2,21,29
137,2,10:06.0,,B. Bogdanović misses free throw 2 of 2,21,29
138,2,10:04.0,Defensive rebound by N. Powell,,21,29
139,2,9:49.0,T. Ross misses 3-pt jump shot from 24 ft,,21,29
140,2,9:49.0,Offensive rebound by P. Patterson,,21,29
141,2,9:46.0,C. Joseph misses 2-pt layup from 1 ft,,21,29
142,2,9:45.0,Offensive rebound by C. Joseph,,21,29
143,2,9:43.0,C. Joseph makes 2-pt layup from 2 ft,,23,29
144,2,9:35.0,,Turnover by M. Brown (bad pass; steal by N. Powell),23,29
145,2,9:25.0,P. Patterson misses 3-pt jump shot from 25 ft,,23,29
146,2,9:24.0,Offensive rebound by L. Nogueira,,23,29
147,2,9:21.0,C. Joseph misses 3-pt jump shot from 25 ft,,23,29
148,2,9:20.0,,Defensive rebound by B. Bogdanović,23,29
149,2,9:12.0,,M. Brown makes 2-pt dunk at rim (assist by S. Kilpatrick),23,31
150,2,8:43.0,N. Powell makes 3-pt jump shot from 27 ft,,26,31
151,2,8:36.0,,Personal foul by N. Powell,26,31
152,2,8:36.0,Official timeout,,26,31
153,2,8:18.0,,B. Bogdanović makes 3-pt jump shot from 22 ft (assist by S. Kilpatrick),26,34
154,2,8:04.0,L. Nogueira makes 2-pt dunk at rim (assist by C. Joseph),,28,34
155,2,7:50.0,,M. Brown misses 2-pt jump shot from 4 ft (block by L. Nogueira),28,34
156,2,7:49.0,Defensive rebound by N. Powell,,28,34
157,2,7:48.0,Personal foul by D. Sloan,,28,34
158,2,7:34.0,P. Patterson misses 3-pt jump shot from 23 ft,,28,34
159,2,7:33.0,Offensive rebound by L. Nogueira,,28,34
160,2,7:29.0,P. Patterson makes 2-pt layup from 3 ft (assist by L. Nogueira),,30,34
161,2,7:08.0,,B. Bogdanović makes 3-pt jump shot from 30 ft (assist by D. Sloan),30,37
162,2,6:53.0,Turnover by C. Joseph (lost ball; steal by R. Hollis-Jefferson),,30,37
163,2,6:50.0,,Personal foul by L. Nogueira,30,37
164,2,6:49.0,,C. McCullough enters the game for R. Hollis-Jefferson,30,37
165,2,6:49.0,D. Wright enters the game for T. Ross,,30,37
166,2,6:37.0,,S. Kilpatrick misses 2-pt jump shot from 18 ft,30,37
167,2,6:35.0,Defensive rebound by N. Powell,,30,37
168,2,6:23.0,Shooting foul by M. Brown (drawn by D. Wright),,30,37
169,2,6:23.0,D. Wright makes free throw 1 of 2,,31,37
170,2,6:23.0,D. Wright makes free throw 2 of 2,,32,37
171,2,6:11.0,,D. Sloan misses 2-pt jump shot from 17 ft,32,37
172,2,6:09.0,Defensive rebound by C. Joseph,,32,37
173,2,6:00.0,N. Powell makes 3-pt jump shot from 23 ft (assist by C. Joseph),,35,37
174,2,6:00.0,,Brooklyn full timeout,35,37
175,2,6:00.0,,S. Larkin enters the game for D. Sloan,35,37
176,2,6:00.0,B. Caboclo enters the game for P. Patterson,,35,37
177,2,5:45.0,,M. Brown misses 2-pt jump shot from 16 ft,35,37
178,2,5:44.0,Defensive rebound by L. Nogueira,,35,37
179,2,5:31.0,Shooting foul by B. Bogdanović (drawn by C. Joseph),,35,37
180,2,5:31.0,C. Joseph misses free throw 1 of 2,,35,37
181,2,5:31.0,Offensive rebound by Team,,35,37
182,2,5:31.0,C. Joseph misses free throw 2 of 2,,35,37
183,2,5:30.0,,Defensive rebound by S. Kilpatrick,35,37
184,2,5:21.0,,Turnover by S. Larkin (bad pass; steal by C. Joseph),35,37
185,2,5:15.0,N. Powell makes 3-pt jump shot from 24 ft (assist by D. Wright),,38,37
186,2,4:47.0,,B. Bogdanović makes 3-pt jump shot from 27 ft,38,40
187,2,4:26.0,B. Caboclo misses 3-pt jump shot from 22 ft,,38,40
188,2,4:25.0,,Defensive rebound by M. Brown,38,40
189,2,4:11.0,,Turnover by B. Bogdanović (traveling),38,40
190,2,4:11.0,,W. Ellington enters the game for S. Kilpatrick,38,40
191,2,4:11.0,,H. Sims enters the game for M. Brown,38,40
192,2,3:57.0,B. Caboclo makes 3-pt jump shot from 24 ft (assist by N. Powell),,41,40
193,2,3:40.0,,C. McCullough makes 2-pt jump shot from 20 ft (assist by S. Larkin),41,42
194,2,3:24.0,N. Powell makes 2-pt layup from 2 ft,,43,42
195,2,3:06.0,,H. Sims makes 2-pt jump shot from 16 ft (assist by W. Ellington),43,44
196,2,2:47.0,Turnover by L. Nogueira (lost ball; steal by C. McCullough),,43,44
197,2,2:40.0,,C. McCullough misses 3-pt jump shot from 25 ft,43,44
198,2,2:38.0,Defensive rebound by D. Wright,,43,44
199,2,2:35.0,Toronto full timeout,,43,44
200,2,2:35.0,T. Ross enters the game for N. Powell,,43,44
201,2,2:21.0,D. Wright makes 2-pt layup from 2 ft,,45,44
202,2,2:03.0,,W. Ellington misses 3-pt jump shot from 27 ft,45,44
203,2,2:02.0,Defensive rebound by Team,,45,44
204,2,1:40.0,T. Ross makes 2-pt jump shot from 10 ft,,47,44
205,2,1:33.0,,Personal foul by T. Ross,47,44
206,2,1:19.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by W. Ellington),47,47
207,2,1:00.0,Turnover by C. Joseph (bad pass; steal by C. McCullough),,47,47
208,2,0:58.0,,Turnover by C. McCullough (lost ball; steal by C. Joseph),47,47
209,2,0:52.0,D. Wright makes 2-pt layup from 2 ft,,49,47
210,2,0:37.0,,S. Larkin misses 2-pt jump shot from 12 ft (block by D. Wright),49,47
211,2,0:35.0,Defensive rebound by C. Joseph,,49,47
212,2,0:29.0,B. Caboclo misses 3-pt jump shot from 24 ft,,49,47
213,2,0:27.0,,Defensive rebound by B. Bogdanović,49,47
214,2,0:07.0,,B. Bogdanović misses 2-pt jump shot from 4 ft,49,47
215,2,0:05.0,Defensive rebound by Team,,49,47
216,2,0:05.0,,M. Brown enters the game for H. Sims,49,47
217,2,0:05.0,,D. Sloan enters the game for C. McCullough,49,47
218,3,11:47.0,N. Powell makes 2-pt dunk at rim (assist by L. Nogueira),,51,47
219,3,11:24.0,,Turnover by B. Bogdanović (bad pass; steal by L. Nogueira),51,47
220,3,11:19.0,N. Powell makes 2-pt layup from 2 ft,,53,47
221,3,11:19.0,,Brooklyn full timeout,53,47
222,3,11:06.0,,Turnover by B. Bogdanović (bad pass),53,47
223,3,10:47.0,J. Thompson makes 3-pt jump shot from 24 ft (assist by D. Wright),,56,47
224,3,10:38.0,,S. Larkin makes 2-pt layup from 2 ft,56,49
225,3,10:38.0,,Shooting foul by J. Thompson (drawn by S. Larkin),56,49
226,3,10:38.0,,S. Larkin misses free throw 1 of 1,56,49
227,3,10:37.0,Defensive rebound by L. Nogueira,,56,49
228,3,10:29.0,D. Wright makes 2-pt dunk at rim,,58,49
229,3,10:04.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,58,49
230,3,10:03.0,Defensive rebound by N. Powell,,58,49
231,3,9:53.0,J. Thompson misses 3-pt jump shot from 24 ft,,58,49
232,3,9:52.0,Offensive rebound by N. Powell,,58,49
233,3,9:47.0,D. Wright misses 2-pt jump shot from 7 ft,,58,49
234,3,9:46.0,,Defensive rebound by Team,58,49
235,3,9:34.0,,W. Ellington misses 2-pt jump shot from 21 ft,58,49
236,3,9:33.0,Defensive rebound by Team,,58,49
237,3,9:17.0,B. Caboclo misses 2-pt jump shot from 8 ft (block by H. Sims),,58,49
238,3,9:16.0,Offensive rebound by B. Caboclo,,58,49
239,3,9:12.0,D. Wright misses 3-pt jump shot from 25 ft,,58,49
240,3,9:11.0,,Defensive rebound by C. McCullough,58,49
241,3,9:05.0,,S. Larkin makes 2-pt layup from 2 ft (assist by C. McCullough),58,51
242,3,8:41.0,N. Powell misses 2-pt jump shot from 22 ft,,58,51
243,3,8:40.0,,Defensive rebound by H. Sims,58,51
244,3,8:33.0,,W. Ellington misses 2-pt layup from 2 ft,58,51
245,3,8:31.0,Defensive rebound by N. Powell,,58,51
246,3,8:23.0,L. Nogueira misses 3-pt jump shot from 25 ft,,58,51
247,3,8:22.0,,Defensive rebound by B. Bogdanović,58,51
248,3,8:09.0,,B. Bogdanović misses 2-pt layup from 1 ft,58,51
249,3,8:08.0,Defensive rebound by D. Wright,,58,51
250,3,7:43.0,B. Caboclo misses 3-pt jump shot from 22 ft,,58,51
251,3,7:42.0,,Defensive rebound by C. McCullough,58,51
252,3,7:32.0,,C. McCullough misses 3-pt jump shot from 25 ft,58,51
253,3,7:31.0,Defensive rebound by N. Powell,,58,51
254,3,7:26.0,J. Thompson misses 2-pt layup from 2 ft,,58,51
255,3,7:25.0,Offensive rebound by J. Thompson,,58,51
256,3,7:23.0,J. Thompson makes 2-pt layup from 1 ft,,60,51
257,3,7:10.0,,H. Sims misses 2-pt jump shot from 18 ft,60,51
258,3,7:09.0,Defensive rebound by N. Powell,,60,51
259,3,7:03.0,J. Thompson makes 2-pt layup from 1 ft (assist by N. Powell),,62,51
260,3,7:03.0,,Brooklyn full timeout,62,51
261,3,7:03.0,,M. Brown enters the game for B. Bogdanović,62,51
262,3,7:03.0,,R. Hollis-Jefferson enters the game for C. McCullough,62,51
263,3,7:03.0,,S. Kilpatrick enters the game for W. Ellington,62,51
264,3,6:49.0,,R. Hollis-Jefferson misses 2-pt layup from 3 ft,62,51
265,3,6:47.0,Defensive rebound by J. Thompson,,62,51
266,3,6:29.0,L. Nogueira makes 2-pt layup from 3 ft (assist by N. Powell),,64,51
267,3,6:08.0,,S. Kilpatrick misses 3-pt jump shot from 24 ft,64,51
268,3,6:07.0,Defensive rebound by L. Nogueira,,64,51
269,3,5:48.0,N. Powell makes 3-pt jump shot from 22 ft (assist by D. Wright),,67,51
270,3,5:34.0,,M. Brown misses 2-pt hook shot from 5 ft,67,51
271,3,5:33.0,Defensive rebound by D. Wright,,67,51
272,3,5:22.0,D. Wright misses 2-pt layup from 2 ft,,67,51
273,3,5:21.0,,Defensive rebound by S. Kilpatrick,67,51
274,3,5:12.0,,H. Sims makes 2-pt layup from 1 ft (assist by S. Kilpatrick),67,53
275,3,4:50.0,J. Thompson misses 2-pt jump shot from 4 ft,,67,53
276,3,4:49.0,Offensive rebound by J. Thompson,,67,53
277,3,4:48.0,J. Thompson makes 2-pt layup at rim,,69,53
278,3,4:29.0,,S. Kilpatrick misses 2-pt layup from 2 ft (block by J. Thompson),69,53
279,3,4:28.0,,Offensive rebound by Team,69,53
280,3,4:28.0,,D. Sloan enters the game for S. Larkin,69,53
281,3,4:22.0,,R. Hollis-Jefferson makes 2-pt jump shot from 15 ft,69,55
282,3,4:16.0,Toronto full timeout,,69,55
283,3,4:16.0,T. Ross enters the game for N. Powell,,69,55
284,3,4:01.0,T. Ross makes 3-pt jump shot from 22 ft (assist by D. Wright),,72,55
285,3,3:49.0,,M. Brown misses 3-pt jump shot from 25 ft,72,55
286,3,3:48.0,,Offensive rebound by H. Sims,72,55
287,3,3:44.0,,R. Hollis-Jefferson makes 2-pt dunk at rim (assist by D. Sloan),72,57
288,3,3:25.0,Shooting foul by D. Sloan (drawn by J. Thompson),,72,57
289,3,3:25.0,J. Thompson makes free throw 1 of 2,,73,57
290,3,3:25.0,J. Thompson misses free throw 2 of 2,,73,57
291,3,3:24.0,,Defensive rebound by M. Brown,73,57
292,3,3:12.0,,H. Sims misses 2-pt hook shot from 6 ft,73,57
293,3,3:10.0,Defensive rebound by J. Thompson,,73,57
294,3,2:57.0,T. Ross misses 3-pt jump shot from 25 ft,,73,57
295,3,2:56.0,Offensive rebound by D. Wright,,73,57
296,3,2:39.0,B. Caboclo misses 2-pt jump shot from 20 ft,,73,57
297,3,2:38.0,,Defensive rebound by M. Brown,73,57
298,3,2:32.0,,S. Kilpatrick makes 3-pt jump shot from 22 ft (assist by D. Sloan),73,60
299,3,2:12.0,L. Nogueira makes 2-pt layup from 2 ft (assist by T. Ross),,75,60
300,3,1:59.0,,M. Brown makes 2-pt dunk at rim (assist by H. Sims),75,62
301,3,1:40.0,J. Thompson misses 3-pt jump shot from 25 ft,,75,62
302,3,1:39.0,,Defensive rebound by D. Sloan,75,62
303,3,1:30.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,75,62
304,3,1:29.0,Defensive rebound by T. Ross,,75,62
305,3,1:11.0,T. Ross makes 3-pt jump shot from 23 ft (assist by D. Wright),,78,62
306,3,1:00.0,,D. Sloan makes 2-pt layup from 2 ft,78,64
307,3,0:40.0,T. Ross misses 3-pt jump shot from 23 ft (block by M. Brown),,78,64
308,3,0:39.0,Offensive rebound by T. Ross,,78,64
309,3,0:38.0,B. Biyombo enters the game for L. Nogueira,,78,64
310,3,0:38.0,P. Patterson enters the game for J. Thompson,,78,64
311,3,0:38.0,,B. Bogdanović enters the game for H. Sims,78,64
312,3,0:33.0,T. Ross misses 3-pt jump shot from 24 ft,,78,64
313,3,0:32.0,Offensive rebound by B. Biyombo,,78,64
314,3,0:24.0,D. Wright misses 2-pt layup from 3 ft (block by R. Hollis-Jefferson),,78,64
315,3,0:22.0,,Defensive rebound by M. Brown,78,64
316,3,0:20.0,,B. Bogdanović makes 2-pt dunk at rim (assist by D. Sloan),78,66
317,3,0:04.0,Personal foul by S. Kilpatrick,,78,66
318,3,0:01.0,D. Wright misses 3-pt jump shot from 27 ft (block by R. Hollis-Jefferson),,78,66
319,3,0:00.0,Offensive rebound by Team,,78,66
320,4,11:45.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Sloan),78,69
321,4,11:30.0,Personal foul by B. Bogdanović,,78,69
322,4,11:18.0,N. Powell misses 3-pt jump shot from 25 ft,,78,69
323,4,11:17.0,,Defensive rebound by M. Brown,78,69
324,4,11:06.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by R. Hollis-Jefferson),78,72
325,4,10:45.0,T. Ross makes 2-pt jump shot from 14 ft (assist by B. Biyombo),,80,72
326,4,10:32.0,,D. Sloan makes 2-pt layup from 2 ft,80,74
327,4,10:08.0,P. Patterson misses 2-pt hook shot from 6 ft,,80,74
328,4,10:07.0,Offensive rebound by B. Biyombo,,80,74
329,4,10:05.0,B. Biyombo misses 2-pt layup from 2 ft (block by M. Brown),,80,74
330,4,10:04.0,,Defensive rebound by M. Brown,80,74
331,4,9:51.0,,M. Brown misses 3-pt jump shot from 22 ft,80,74
332,4,9:49.0,Defensive rebound by T. Ross,,80,74
333,4,9:39.0,T. Ross misses 2-pt jump shot from 12 ft,,80,74
334,4,9:37.0,Offensive rebound by T. Ross,,80,74
335,4,9:34.0,Personal foul by S. Kilpatrick,,80,74
336,4,9:19.0,C. Joseph misses 2-pt layup from 3 ft,,80,74
337,4,9:18.0,,Defensive rebound by B. Bogdanović,80,74
338,4,9:09.0,,D. Sloan misses 2-pt layup from 1 ft,80,74
339,4,9:08.0,Defensive rebound by B. Biyombo,,80,74
340,4,8:44.0,T. Ross makes 2-pt jump shot from 20 ft,,82,74
341,4,8:28.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,82,74
342,4,8:27.0,Defensive rebound by C. Joseph,,82,74
343,4,8:20.0,N. Powell misses 2-pt jump shot from 15 ft,,82,74
344,4,8:19.0,,Defensive rebound by B. Bogdanović,82,74
345,4,8:18.0,,S. Kilpatrick misses 2-pt layup from 2 ft (block by T. Ross),82,74
346,4,8:17.0,,Offensive rebound by Team,82,74
347,4,8:17.0,Official timeout,,82,74
348,4,7:58.0,,D. Sloan makes 2-pt jump shot from 20 ft,82,76
349,4,7:36.0,T. Ross makes 3-pt jump shot from 23 ft (assist by N. Powell),,85,76
350,4,7:24.0,,M. Brown misses 2-pt layup from 2 ft,85,76
351,4,7:22.0,Defensive rebound by B. Biyombo,,85,76
352,4,7:13.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by N. Powell),,88,76
353,4,6:50.0,,D. Sloan makes 3-pt jump shot from 24 ft,88,79
354,4,6:26.0,T. Ross misses 3-pt jump shot from 24 ft,,88,79
355,4,6:25.0,,Defensive rebound by S. Kilpatrick,88,79
356,4,6:18.0,,Shooting foul by B. Biyombo (drawn by R. Hollis-Jefferson),88,79
357,4,6:18.0,,R. Hollis-Jefferson makes free throw 1 of 2,88,80
358,4,6:18.0,D. Wright enters the game for C. Joseph,,88,80
359,4,6:18.0,L. Nogueira enters the game for B. Biyombo,,88,80
360,4,6:18.0,J. Thompson enters the game for P. Patterson,,88,80
361,4,6:18.0,,R. Hollis-Jefferson misses free throw 2 of 2,88,80
362,4,6:17.0,Defensive rebound by L. Nogueira,,88,80
363,4,6:12.0,Personal foul by D. Sloan,,88,80
364,4,6:12.0,,S. Larkin enters the game for R. Hollis-Jefferson,88,80
365,4,5:58.0,N. Powell makes 2-pt jump shot from 15 ft (assist by T. Ross),,90,80
366,4,5:52.0,Violation by T. Ross (def goaltending),,90,80
367,4,5:52.0,,D. Sloan makes 2-pt layup from 2 ft,90,82
368,4,5:36.0,T. Ross misses 2-pt jump shot from 16 ft,,90,82
369,4,5:35.0,,Defensive rebound by S. Kilpatrick,90,82
370,4,5:29.0,,S. Kilpatrick makes 2-pt layup from 2 ft,90,84
371,4,5:06.0,N. Powell makes 2-pt layup from 2 ft (assist by J. Thompson),,92,84
372,4,5:03.0,,S. Kilpatrick makes 2-pt layup from 1 ft (assist by D. Sloan),92,86
373,4,5:03.0,,Shooting foul by J. Thompson (drawn by S. Kilpatrick),92,86
374,4,5:03.0,,Brooklyn full timeout,92,86
375,4,5:03.0,B. Caboclo enters the game for J. Thompson,,92,86
376,4,5:03.0,,S. Kilpatrick makes free throw 1 of 1,92,87
377,4,4:41.0,D. Wright makes 2-pt jump shot from 6 ft,,94,87
378,4,4:29.0,,M. Brown makes 3-pt jump shot from 24 ft (assist by S. Larkin),94,90
379,4,4:10.0,N. Powell misses 2-pt jump shot from 17 ft,,94,90
