,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,OKLAHOMA CITY_ACTION,MEMPHIS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:34.0,,A. Roberson misses 2-pt jump shot from 16 ft,0,0
1,1,11:33.0,Defensive rebound by C. Lee,,0,0
2,1,11:10.0,J. Green misses 2-pt jump shot from 20 ft,,0,0
3,1,11:09.0,,Defensive rebound by R. Westbrook,0,0
4,1,11:04.0,Violation by M. Gasol (kicked ball),,0,0
5,1,10:57.0,,K. Durant misses 2-pt jump shot from 20 ft,0,0
6,1,10:57.0,Defensive rebound by M. Barnes,,0,0
7,1,10:37.0,C. Lee misses 2-pt jump shot from 14 ft,,0,0
8,1,10:37.0,,Defensive rebound by R. Westbrook,0,0
9,1,10:24.0,,S. Ibaka makes 2-pt jump shot from 16 ft (assist by R. Westbrook),0,2
10,1,10:03.0,Turnover by M. Barnes (bad pass; steal by R. Westbrook),,0,2
11,1,9:59.0,,R. Westbrook makes 2-pt dunk at rim,0,4
12,1,9:46.0,M. Barnes makes 2-pt hook shot from 7 ft (assist by M. Gasol),,2,4
13,1,9:35.0,,Offensive foul by S. Adams (drawn by T. Allen),2,4
14,1,9:35.0,,Turnover by S. Adams (offensive foul),2,4
15,1,9:20.0,M. Gasol makes 2-pt jump shot from 9 ft,,4,4
16,1,9:06.0,,S. Adams misses 2-pt layup from 1 ft,4,4
17,1,9:05.0,Defensive rebound by Team,,4,4
18,1,8:54.0,M. Gasol misses 2-pt jump shot from 17 ft,,4,4
19,1,8:54.0,,Defensive rebound by R. Westbrook,4,4
20,1,8:48.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),4,7
21,1,8:30.0,M. Gasol misses 2-pt jump shot from 18 ft,,4,7
22,1,8:29.0,,Defensive rebound by K. Durant,4,7
23,1,8:20.0,,A. Roberson misses 3-pt jump shot from 22 ft,4,7
24,1,8:19.0,Defensive rebound by J. Green,,4,7
25,1,8:13.0,J. Green misses 2-pt jump shot from 4 ft,,4,7
26,1,8:11.0,Offensive rebound by T. Allen,,4,7
27,1,8:11.0,T. Allen makes 2-pt dunk at rim,,6,7
28,1,7:51.0,,K. Durant misses 2-pt layup at rim,6,7
29,1,7:51.0,Defensive rebound by M. Gasol,,6,7
30,1,7:42.0,M. Barnes misses 3-pt jump shot from 22 ft,,6,7
31,1,7:41.0,,Defensive rebound by S. Ibaka,6,7
32,1,7:29.0,,Shooting foul by T. Allen (drawn by K. Durant),6,7
33,1,7:29.0,,K. Durant makes free throw 1 of 2,6,8
34,1,7:29.0,,K. Durant makes free throw 2 of 2,6,9
35,1,7:09.0,J. Green misses 2-pt jump shot from 6 ft (block by S. Adams),,6,9
36,1,7:09.0,Offensive rebound by Team,,6,9
37,1,7:06.0,C. Lee misses 2-pt jump shot from 16 ft (block by S. Adams),,6,9
38,1,7:05.0,,Defensive rebound by A. Roberson,6,9
39,1,6:55.0,,R. Westbrook misses 2-pt jump shot from 13 ft,6,9
40,1,6:55.0,,Offensive rebound by S. Adams,6,9
41,1,6:52.0,,S. Adams misses 2-pt layup from 1 ft,6,9
42,1,6:51.0,Defensive rebound by T. Allen,,6,9
43,1,6:32.0,C. Lee misses 3-pt jump shot from 23 ft,,6,9
44,1,6:32.0,,Defensive rebound by K. Durant,6,9
45,1,6:23.0,,K. Durant misses 2-pt jump shot from 17 ft,6,9
46,1,6:22.0,Defensive rebound by J. Green,,6,9
47,1,6:14.0,J. Green misses 2-pt jump shot from 13 ft,,6,9
48,1,6:14.0,,Defensive rebound by K. Durant,6,9
49,1,6:09.0,,R. Westbrook makes 2-pt layup from 1 ft,6,11
50,1,5:50.0,T. Allen misses 2-pt layup from 2 ft,,6,11
51,1,5:50.0,Offensive rebound by Team,,6,11
52,1,5:50.0,,Oklahoma City full timeout,6,11
53,1,5:50.0,Z. Randolph enters the game for M. Barnes,,6,11
54,1,5:50.0,M. Chalmers enters the game for C. Lee,,6,11
55,1,5:37.0,J. Green misses 2-pt jump shot from 16 ft,,6,11
56,1,5:36.0,,Defensive rebound by A. Roberson,6,11
57,1,5:24.0,,Turnover by S. Ibaka (lost ball; steal by J. Green),6,11
58,1,5:21.0,T. Allen makes 2-pt dunk at rim (assist by J. Green),,8,11
59,1,5:07.0,,Shooting foul by M. Gasol (drawn by S. Adams),8,11
60,1,5:07.0,,S. Adams misses free throw 1 of 2,8,11
61,1,5:07.0,,Offensive rebound by Team,8,11
62,1,5:07.0,,N. Collison enters the game for S. Ibaka,8,11
63,1,5:07.0,,S. Adams makes free throw 2 of 2,8,12
64,1,4:48.0,Z. Randolph makes 2-pt jump shot from 18 ft (assist by J. Green),,10,12
65,1,4:30.0,,K. Durant misses 2-pt jump shot from 18 ft,10,12
66,1,4:27.0,,Offensive rebound by S. Adams,10,12
67,1,4:27.0,,S. Adams makes 2-pt layup from 1 ft,10,14
68,1,4:18.0,,Violation by A. Roberson (kicked ball),10,14
69,1,4:18.0,,E. Freedom enters the game for S. Adams,10,14
70,1,4:11.0,J. Green makes 3-pt jump shot from 24 ft (assist by M. Chalmers),,13,14
71,1,3:51.0,,R. Westbrook misses 3-pt jump shot from 25 ft,13,14
72,1,3:51.0,,Offensive rebound by K. Durant,13,14
73,1,3:49.0,,K. Durant misses 2-pt layup from 2 ft,13,14
74,1,3:48.0,Defensive rebound by M. Chalmers,,13,14
75,1,3:45.0,Personal foul by A. Roberson (drawn by M. Gasol),,13,14
76,1,3:45.0,,D. Waiters enters the game for A. Roberson,13,14
77,1,3:33.0,Z. Randolph makes 2-pt layup from 2 ft,,15,14
78,1,3:27.0,,R. Westbrook makes 2-pt layup from 1 ft,15,16
79,1,3:11.0,Turnover by T. Allen (traveling),,15,16
80,1,3:03.0,,K. Durant makes 2-pt dunk at rim (assist by R. Westbrook),15,18
81,1,3:03.0,Memphis full timeout,,15,18
82,1,2:48.0,M. Chalmers misses 3-pt jump shot from 24 ft,,15,18
83,1,2:48.0,,Defensive rebound by E. Freedom,15,18
84,1,2:37.0,,D. Waiters makes 2-pt layup at rim,15,20
85,1,2:28.0,Turnover by J. Green (bad pass),,15,20
86,1,2:11.0,,K. Durant misses 2-pt jump shot from 15 ft,15,20
87,1,2:10.0,Defensive rebound by J. Green,,15,20
88,1,2:04.0,Personal foul by N. Collison (drawn by Z. Randolph),,15,20
89,1,2:04.0,,C. Payne enters the game for R. Westbrook,15,20
90,1,1:54.0,J. Green misses 2-pt jump shot from 9 ft (block by K. Durant),,15,20
91,1,1:54.0,Offensive rebound by Team,,15,20
