,QUARTER,TIME_REMAINING,HOUSTON_ACTION,SACRAMENTO_ACTION,HOUSTON_SCORE,SACRAMENTO_SCORE
61,1,5:41.0,Turnover by C. Hayes (bad pass; steal by R. Rondo),,19,6
62,1,5:39.0,,Turnover by R. Rondo (bad pass; steal by T. Ariza),19,6
63,1,5:25.0,M. Thornton misses 3-pt jump shot from 23 ft,,19,6
64,1,5:25.0,,Defensive rebound by K. Koufos,19,6
65,1,5:14.0,,J. Anderson misses 2-pt jump shot from 10 ft,19,6
66,1,5:14.0,Defensive rebound by M. Thornton,,19,6
67,1,5:08.0,T. Ariza misses 2-pt layup from 2 ft,,19,6
68,1,5:07.0,Offensive rebound by T. Ariza,,19,6
69,1,5:06.0,T. Ariza makes 2-pt layup from 2 ft,,21,6
70,1,4:41.0,,O. Casspi misses 2-pt layup from 1 ft,21,6
71,1,4:41.0,,Offensive rebound by K. Koufos,21,6
72,1,4:38.0,,K. Koufos makes 2-pt layup from 2 ft,21,8
73,1,4:36.0,,Violation by Team (jump ball),21,8
74,1,4:26.0,Shooting block foul by K. Koufos (drawn by J. Harden),,21,8
75,1,4:26.0,J. Harden misses free throw 1 of 2,,21,8
76,1,4:26.0,Offensive rebound by Team,,21,8
77,1,4:26.0,,W. Cauley-Stein enters the game for K. Koufos,21,8
78,1,4:26.0,,D. Collison enters the game for M. Belinelli,21,8
79,1,4:26.0,C. Brewer enters the game for M. Thornton,,21,8
80,1,4:26.0,J. Harden makes free throw 2 of 2,,22,8
81,1,4:12.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,22,8
82,1,4:11.0,Defensive rebound by C. Hayes,,22,8
83,1,4:02.0,Turnover by J. Harden (lost ball),,22,8
84,1,3:54.0,,D. Collison makes 2-pt layup from 1 ft (assist by R. Rondo),22,10
85,1,3:41.0,J. Harden misses 2-pt jump shot from 20 ft,,22,10
86,1,3:41.0,,Defensive rebound by J. Anderson,22,10
87,1,3:33.0,,R. Rondo misses 2-pt jump shot from 18 ft,22,10
88,1,3:32.0,,Offensive rebound by J. Anderson,22,10
89,1,3:32.0,,Shooting foul by C. Hayes (drawn by J. Anderson),22,10
90,1,3:32.0,,J. Anderson makes free throw 1 of 2,22,11
91,1,3:32.0,,J. Anderson makes free throw 2 of 2,22,12
92,1,3:17.0,Turnover by J. Harden (bad pass),,22,12
93,1,3:16.0,,B. McLemore enters the game for J. Anderson,22,12
94,1,3:03.0,T. Lawson enters the game for J. Harden,,22,12
95,1,2:58.0,,D. Collison makes 2-pt jump shot from 12 ft,22,14
96,1,2:38.0,J. Terry misses 3-pt jump shot from 23 ft,,22,14
97,1,2:37.0,,Defensive rebound by B. McLemore,22,14
98,1,2:31.0,,Shooting foul by T. Ariza (drawn by W. Cauley-Stein),22,14
99,1,2:31.0,Houston full timeout,,22,14
100,1,2:31.0,M. Thornton enters the game for T. Ariza,,22,14
101,1,2:31.0,C. Capela enters the game for C. Hayes,,22,14
102,1,2:31.0,,W. Cauley-Stein misses free throw 1 of 2,22,14
103,1,2:31.0,,Offensive rebound by Team,22,14
104,1,2:31.0,,W. Cauley-Stein makes free throw 2 of 2,22,15
105,1,2:10.0,M. Thornton misses 2-pt jump shot from 21 ft,,22,15
106,1,2:10.0,,Defensive rebound by B. McLemore,22,15
107,1,1:59.0,,D. Collison misses 2-pt jump shot from 3 ft,22,15
108,1,1:58.0,,Offensive rebound by W. Cauley-Stein,22,15
109,1,1:56.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,22,15
110,1,1:55.0,,Offensive rebound by Team,22,15
111,1,1:54.0,,Personal foul by C. Brewer (drawn by O. Casspi),22,15
112,1,1:54.0,,O. Casspi makes free throw 1 of 2,22,16
113,1,1:54.0,,O. Casspi misses free throw 2 of 2,22,16
114,1,1:53.0,Defensive rebound by C. Capela,,22,16
115,1,1:34.0,Turnover by T. Lawson (bad pass; steal by W. Cauley-Stein),,22,16
116,1,1:29.0,,B. McLemore makes 2-pt layup from 2 ft (assist by D. Collison),22,18
117,1,1:17.0,M. Thornton makes 3-pt jump shot from 23 ft (assist by C. Brewer),,25,18
118,1,1:04.0,,Personal foul by T. Lawson (drawn by O. Casspi),25,18
119,1,1:04.0,,O. Casspi makes free throw 1 of 2,25,19
120,1,1:04.0,,O. Casspi makes free throw 2 of 2,25,20
121,1,0:50.0,C. Capela misses 2-pt jump shot from 3 ft,,25,20
122,1,0:49.0,,Defensive rebound by O. Casspi,25,20
123,1,0:43.0,,D. Collison misses 2-pt jump shot from 4 ft (block by C. Capela),25,20
124,1,0:41.0,Defensive rebound by T. Lawson,,25,20
125,1,0:39.0,C. Brewer makes 2-pt dunk at rim (assist by M. Thornton),,27,20
126,1,0:32.0,,O. Casspi makes 3-pt jump shot from 24 ft (assist by R. Rondo),27,23
127,1,0:17.0,J. Terry makes 2-pt jump shot from 17 ft,,29,23
128,1,0:01.0,,Turnover by B. McLemore (lost ball; steal by M. Thornton),29,23
129,2,11:45.0,Turnover by C. Capela (bad pass),,29,23
130,2,11:31.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),29,26
131,2,11:09.0,C. Capela misses 2-pt jump shot from 3 ft,,29,26
132,2,11:07.0,,Defensive rebound by O. Casspi,29,26
133,2,11:07.0,,Personal foul by C. Capela (drawn by O. Casspi),29,26
134,2,11:07.0,J. Harden enters the game for J. Terry,,29,26
135,2,10:49.0,,Turnover by O. Casspi (bad pass; steal by C. Brewer),29,26
136,2,10:44.0,J. Harden makes 2-pt layup from 2 ft (assist by C. Capela),,31,26
137,2,10:29.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by B. McLemore),31,28
138,2,10:17.0,M. Thornton misses 3-pt jump shot from 23 ft,,31,28
139,2,10:17.0,,Defensive rebound by B. McLemore,31,28
140,2,10:09.0,,D. Collison misses 2-pt jump shot from 18 ft,31,28
141,2,10:09.0,Defensive rebound by M. Thornton,,31,28
142,2,9:56.0,T. Lawson misses 2-pt jump shot from 20 ft,,31,28
143,2,9:56.0,,Defensive rebound by W. Cauley-Stein,31,28
144,2,9:51.0,,D. Collison makes 2-pt layup from 1 ft (assist by B. McLemore),31,30
145,2,9:37.0,J. Harden misses 2-pt jump shot from 12 ft,,31,30
146,2,9:36.0,Offensive rebound by M. Thornton,,31,30
147,2,9:34.0,M. Thornton makes 2-pt jump shot from 5 ft,,33,30
148,2,9:20.0,,O. Casspi makes 2-pt jump shot from 7 ft,33,32
149,2,9:15.0,Personal foul by B. McLemore (drawn by C. Brewer),,33,32
150,2,9:15.0,,K. Koufos enters the game for W. Cauley-Stein,33,32
151,2,9:15.0,C. Hayes enters the game for C. Capela,,33,32
152,2,9:08.0,C. Hayes makes 2-pt layup from 2 ft (assist by J. Harden),,35,32
153,2,8:45.0,,D. Collison misses 2-pt jump shot from 17 ft,35,32
154,2,8:44.0,Defensive rebound by Team,,35,32
155,2,8:44.0,Official timeout,,35,32
156,2,8:28.0,C. Hayes misses 2-pt jump shot from 8 ft,,35,32
157,2,8:27.0,Offensive rebound by T. Lawson,,35,32
158,2,8:19.0,Turnover by J. Harden (bad pass; steal by D. Collison),,35,32
159,2,8:16.0,,Shooting foul by T. Lawson (drawn by D. Collison),35,32
160,2,8:16.0,,D. Collison makes free throw 1 of 2,35,33
161,2,8:16.0,,D. Collison makes free throw 2 of 2,35,34
162,2,8:04.0,Offensive foul by C. Hayes (drawn by B. McLemore),,35,34
163,2,8:04.0,Turnover by C. Hayes (offensive foul),,35,34
164,2,8:04.0,T. Ariza enters the game for C. Brewer,,35,34
165,2,8:04.0,,R. Gay enters the game for O. Casspi,35,34
166,2,7:46.0,,R. Gay misses 2-pt jump shot from 6 ft,35,34
167,2,7:45.0,Defensive rebound by T. Ariza,,35,34
168,2,7:34.0,J. Harden misses 3-pt jump shot from 24 ft,,35,34
169,2,7:33.0,,Defensive rebound by K. Koufos,35,34
170,2,7:25.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by M. Belinelli),35,37
171,2,7:15.0,J. Harden makes 2-pt jump shot from 5 ft,,37,37
172,2,7:06.0,,D. Collison misses 2-pt jump shot from 16 ft,37,37
173,2,7:06.0,Defensive rebound by T. Ariza,,37,37
174,2,6:56.0,,Violation by B. McLemore (def goaltending),37,37
175,2,6:56.0,J. Harden makes 2-pt jump shot from 7 ft,,39,37
176,2,6:56.0,Shooting foul by D. Collison (drawn by J. Harden),,39,37
177,2,6:56.0,C. Capela enters the game for C. Hayes,,39,37
178,2,6:56.0,J. Harden makes free throw 1 of 1,,40,37
179,2,6:33.0,,R. Gay misses 2-pt jump shot from 7 ft (block by C. Capela),40,37
180,2,6:32.0,Defensive rebound by C. Capela,,40,37
181,2,6:27.0,M. Thornton misses 2-pt layup from 2 ft,,40,37
182,2,6:26.0,Offensive rebound by C. Capela,,40,37
183,2,6:26.0,C. Capela makes 2-pt dunk at rim,,42,37
184,2,6:16.0,,R. Gay misses 2-pt jump shot from 4 ft (block by C. Capela),42,37
185,2,6:14.0,Defensive rebound by T. Lawson,,42,37
186,2,6:10.0,M. Thornton misses 3-pt jump shot from 25 ft,,42,37
187,2,6:09.0,,Defensive rebound by R. Gay,42,37
188,2,6:03.0,,D. Collison misses 2-pt layup from 2 ft,42,37
189,2,6:02.0,Defensive rebound by T. Ariza,,42,37
190,2,5:51.0,T. Lawson makes 3-pt jump shot from 24 ft (assist by C. Capela),,45,37
191,2,5:50.0,,Sacramento full timeout,45,37
192,2,5:50.0,,R. Rondo enters the game for D. Collison,45,37
193,2,5:41.0,,Offensive foul by R. Gay (drawn by T. Ariza),45,37
194,2,5:41.0,,Turnover by R. Gay (offensive foul),45,37
195,2,5:33.0,Offensive foul by C. Capela (drawn by B. McLemore),,45,37
196,2,5:33.0,Turnover by C. Capela (offensive foul),,45,37
197,2,5:33.0,,O. Casspi enters the game for R. Gay,45,37
198,2,5:33.0,C. Hayes enters the game for C. Capela,,45,37
199,2,5:10.0,,R. Rondo makes 2-pt jump shot from 18 ft (assist by M. Belinelli),45,39
200,2,4:49.0,J. Harden makes 2-pt jump shot from 11 ft,,47,39
201,2,4:45.0,,B. McLemore makes 2-pt layup from 1 ft (assist by R. Rondo),47,41
202,2,4:23.0,Turnover by T. Lawson (bad pass; steal by R. Rondo),,47,41
203,2,4:12.0,,R. Rondo misses 2-pt jump shot from 13 ft,47,41
204,2,4:12.0,Defensive rebound by C. Hayes,,47,41
205,2,4:09.0,J. Harden makes 2-pt layup from 4 ft,,49,41
206,2,4:09.0,Shooting foul by O. Casspi (drawn by J. Harden),,49,41
207,2,4:09.0,,J. Anderson enters the game for B. McLemore,49,41
208,2,4:09.0,J. Harden makes free throw 1 of 1,,50,41
209,2,3:56.0,,M. Belinelli misses 3-pt jump shot from 24 ft,50,41
210,2,3:55.0,,Offensive rebound by R. Rondo,50,41
211,2,3:49.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by R. Rondo),50,43
212,2,3:34.0,T. Lawson makes 2-pt layup from 2 ft (assist by C. Hayes),,52,43
213,2,3:18.0,,M. Belinelli misses 3-pt jump shot from 25 ft,52,43
214,2,3:18.0,Defensive rebound by Team,,52,43
215,2,3:18.0,Houston full timeout,,52,43
216,2,3:18.0,,W. Cauley-Stein enters the game for K. Koufos,52,43
217,2,3:18.0,,D. Collison enters the game for M. Belinelli,52,43
218,2,3:18.0,C. Brewer enters the game for M. Thornton,,52,43
219,2,3:18.0,J. Terry enters the game for T. Lawson,,52,43
220,2,3:09.0,J. Harden makes 2-pt layup from 2 ft (assist by C. Hayes),,54,43
221,2,2:44.0,,R. Rondo misses 2-pt jump shot from 17 ft,54,43
222,2,2:44.0,,Offensive rebound by W. Cauley-Stein,54,43
223,2,2:39.0,,O. Casspi misses 3-pt jump shot from 26 ft,54,43
224,2,2:39.0,Defensive rebound by C. Hayes,,54,43
225,2,2:29.0,J. Harden misses 3-pt jump shot from 24 ft,,54,43
226,2,2:27.0,,Defensive rebound by J. Anderson,54,43
227,2,2:17.0,,R. Rondo makes 2-pt jump shot from 20 ft (assist by D. Collison),54,45
228,2,2:04.0,Turnover by C. Hayes (lost ball; steal by O. Casspi),,54,45
229,2,1:58.0,,R. Rondo makes 2-pt layup from 1 ft (assist by O. Casspi),54,47
230,2,1:39.0,Shooting block foul by W. Cauley-Stein (drawn by C. Hayes),,54,47
231,2,1:39.0,C. Hayes makes free throw 1 of 2,,55,47
232,2,1:39.0,,B. McLemore enters the game for J. Anderson,55,47
233,2,1:39.0,C. Hayes makes free throw 2 of 2,,56,47
234,2,1:21.0,,D. Collison misses 3-pt jump shot from 24 ft,56,47
235,2,1:21.0,,Offensive rebound by Team,56,47
236,2,1:21.0,Loose ball foul by C. Brewer (drawn by O. Casspi),,56,47
237,2,1:12.0,,O. Casspi makes 2-pt layup from 4 ft,56,49
238,2,1:03.0,Turnover by C. Brewer (bad pass; steal by R. Rondo),,56,49
239,2,1:00.0,,Personal foul by C. Hayes (drawn by R. Rondo),56,49
240,2,1:00.0,,B. McLemore makes free throw 1 of 2,56,50
241,2,1:00.0,M. Harrell enters the game for J. Terry,,56,50
242,2,1:00.0,T. Lawson enters the game for C. Hayes,,56,50
243,2,1:00.0,M. Thornton enters the game for C. Brewer,,56,50
244,2,1:00.0,,B. McLemore misses free throw 2 of 2,56,50
245,2,0:58.0,Defensive rebound by T. Ariza,,56,50
246,2,0:45.0,J. Harden makes 3-pt jump shot from 25 ft (assist by T. Lawson),,59,50
247,2,0:27.0,,Turnover by D. Collison (bad pass; steal by J. Harden),59,50
248,2,0:23.0,J. Harden makes 2-pt layup from 2 ft,,61,50
249,2,0:01.0,,B. McLemore misses 3-pt jump shot from 24 ft,61,50
250,2,0:00.0,Defensive rebound by J. Harden,,61,50
251,3,11:42.0,T. Ariza misses 2-pt jump shot from 17 ft,,61,50
252,3,11:41.0,,Defensive rebound by R. Rondo,61,50
253,3,11:32.0,,Turnover by R. Rondo (bad pass; steal by T. Ariza),61,50
254,3,11:28.0,T. Ariza makes 2-pt layup from 1 ft,,63,50
255,3,10:58.0,,R. Rondo misses 3-pt jump shot from 24 ft,63,50
256,3,10:57.0,Defensive rebound by C. Capela,,63,50
257,3,10:38.0,M. Thornton misses 3-pt jump shot from 23 ft,,63,50
258,3,10:37.0,,Defensive rebound by R. Gay,63,50
259,3,10:31.0,,Personal foul by T. Lawson (drawn by M. Belinelli),63,50
260,3,10:17.0,,R. Rondo misses 2-pt jump shot from 5 ft (block by C. Capela),63,50
261,3,10:17.0,,Offensive rebound by Team,63,50
262,3,10:14.0,,M. Belinelli misses 2-pt jump shot from 15 ft,63,50
263,3,10:14.0,,Offensive rebound by K. Koufos,63,50
264,3,10:12.0,,K. Koufos makes 2-pt hook shot from 4 ft,63,52
265,3,9:54.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by T. Lawson),,66,52
266,3,9:36.0,,Shooting foul by C. Capela (drawn by R. Gay),66,52
267,3,9:36.0,,R. Gay misses free throw 1 of 2,66,52
268,3,9:36.0,,Offensive rebound by Team,66,52
269,3,9:36.0,C. Hayes enters the game for C. Capela,,66,52
270,3,9:36.0,,R. Gay makes free throw 2 of 2,66,53
271,3,9:20.0,T. Ariza makes 3-pt jump shot from 26 ft (assist by J. Harden),,69,53
272,3,9:00.0,,R. Gay misses 2-pt jump shot from 10 ft,69,53
273,3,8:59.0,Defensive rebound by C. Hayes,,69,53
274,3,8:47.0,T. Ariza misses 3-pt jump shot from 23 ft,,69,53
275,3,8:46.0,,Defensive rebound by R. Rondo,69,53
276,3,8:40.0,,M. Belinelli misses 2-pt jump shot from 18 ft,69,53
277,3,8:39.0,Defensive rebound by C. Hayes,,69,53
278,3,8:31.0,T. Lawson misses 2-pt layup from 2 ft (block by K. Koufos),,69,53
279,3,8:31.0,,Defensive rebound by R. Rondo,69,53
280,3,8:31.0,,Personal foul by M. Thornton (drawn by R. Rondo),69,53
281,3,8:15.0,,J. Anderson misses 3-pt jump shot from 24 ft,69,53
282,3,8:14.0,Defensive rebound by C. Hayes,,69,53
283,3,8:07.0,M. Thornton misses 3-pt jump shot from 24 ft,,69,53
284,3,8:07.0,,Defensive rebound by J. Anderson,69,53
285,3,7:46.0,,R. Rondo misses 2-pt jump shot from 19 ft,69,53
286,3,7:46.0,Defensive rebound by C. Hayes,,69,53
287,3,7:32.0,J. Harden makes 2-pt jump shot from 15 ft,,71,53
288,3,7:31.0,,Sacramento full timeout,71,53
289,3,7:13.0,,R. Rondo makes 2-pt layup from 2 ft (assist by R. Gay),71,55
290,3,6:58.0,M. Thornton misses 3-pt jump shot from 23 ft,,71,55
291,3,6:58.0,,Defensive rebound by R. Rondo,71,55
292,3,6:45.0,,R. Gay misses 2-pt layup from 1 ft,71,55
293,3,6:45.0,Defensive rebound by M. Thornton,,71,55
294,3,6:35.0,T. Lawson makes 3-pt jump shot from 23 ft (assist by J. Harden),,74,55
295,3,6:26.0,,R. Rondo makes 2-pt layup from 1 ft,74,57
296,3,6:10.0,Turnover by J. Harden (lost ball; steal by K. Koufos),,74,57
297,3,6:04.0,,J. Anderson misses 3-pt jump shot from 25 ft,74,57
298,3,6:04.0,,Offensive rebound by R. Rondo,74,57
299,3,5:59.0,,M. Belinelli misses 3-pt jump shot from 24 ft,74,57
300,3,5:58.0,Defensive rebound by J. Harden,,74,57
301,3,5:50.0,T. Lawson makes 3-pt jump shot from 25 ft (assist by J. Harden),,77,57
302,3,5:26.0,,Shooting block foul by C. Hayes (drawn by M. Belinelli),77,57
303,3,5:26.0,,M. Belinelli misses free throw 1 of 2,77,57
304,3,5:26.0,,Offensive rebound by Team,77,57
305,3,5:26.0,,W. Cauley-Stein enters the game for J. Anderson,77,57
306,3,5:26.0,,B. McLemore enters the game for K. Koufos,77,57
307,3,5:26.0,,D. Collison enters the game for R. Rondo,77,57
308,3,5:26.0,C. Brewer enters the game for M. Thornton,,77,57
309,3,5:26.0,M. Harrell enters the game for C. Hayes,,77,57
310,3,5:26.0,,M. Belinelli makes free throw 2 of 2,77,58
311,3,5:16.0,Turnover by J. Harden (bad pass; steal by B. McLemore),,77,58
312,3,5:14.0,,Personal foul by T. Ariza (drawn by B. McLemore),77,58
313,3,5:14.0,,O. Casspi enters the game for M. Belinelli,77,58
314,3,5:14.0,,B. McLemore makes free throw 1 of 2,77,59
315,3,5:14.0,,B. McLemore makes free throw 2 of 2,77,60
316,3,4:52.0,J. Harden makes 3-pt jump shot from 24 ft,,80,60
317,3,4:37.0,,R. Gay makes 2-pt jump shot from 6 ft,80,62
318,3,4:16.0,J. Harden misses 3-pt jump shot from 24 ft,,80,62
319,3,4:16.0,,Defensive rebound by R. Gay,80,62
320,3,4:06.0,,B. McLemore misses 3-pt jump shot from 23 ft,80,62
321,3,4:05.0,Defensive rebound by J. Harden,,80,62
322,3,4:03.0,Shooting foul by O. Casspi (drawn by M. Harrell),,80,62
323,3,4:03.0,M. Harrell makes free throw 1 of 2,,81,62
324,3,4:03.0,J. Terry enters the game for T. Ariza,,81,62
325,3,4:03.0,M. Thornton enters the game for T. Lawson,,81,62
326,3,4:03.0,M. Harrell misses free throw 2 of 2,,81,62
327,3,4:01.0,,Defensive rebound by W. Cauley-Stein,81,62
328,3,3:53.0,,Turnover by D. Collison (lost ball),81,62
329,3,3:45.0,Turnover by J. Harden (bad pass; steal by O. Casspi),,81,62
330,3,3:40.0,,O. Casspi makes 2-pt layup from 1 ft (assist by R. Gay),81,64
331,3,3:40.0,,Shooting foul by M. Thornton (drawn by O. Casspi),81,64
332,3,3:40.0,,O. Casspi makes free throw 1 of 1,81,65
333,3,3:19.0,Turnover by J. Terry (bad pass; steal by W. Cauley-Stein),,81,65
334,3,3:10.0,,B. McLemore misses 3-pt jump shot from 25 ft,81,65
335,3,3:09.0,Defensive rebound by Team,,81,65
336,3,3:09.0,,S. Curry enters the game for R. Gay,81,65
337,3,3:09.0,Houston full timeout,,81,65
338,3,2:48.0,M. Harrell makes 2-pt dunk at rim (assist by J. Harden),,83,65
339,3,2:47.0,Technical foul by M. Harrell,,83,65
340,3,2:47.0,,D. Collison misses technical free throw,83,65
341,3,2:47.0,,Offensive rebound by Team,83,65
342,3,2:32.0,,O. Casspi makes 2-pt layup from 3 ft (assist by B. McLemore),83,67
343,3,2:13.0,J. Terry misses 3-pt jump shot from 23 ft,,83,67
344,3,2:13.0,Offensive rebound by C. Brewer,,83,67
345,3,2:13.0,Shooting foul by O. Casspi (drawn by C. Brewer),,83,67
346,3,2:13.0,C. Brewer makes free throw 1 of 2,,84,67
347,3,2:13.0,T. Lawson enters the game for J. Harden,,84,67
348,3,2:13.0,C. Brewer makes free throw 2 of 2,,85,67
349,3,2:02.0,,Turnover by B. McLemore (dbl dribble),85,67
350,3,1:49.0,Turnover by M. Harrell (3 sec),,85,67
351,3,1:48.0,,Shooting block foul by C. Brewer (drawn by B. McLemore),85,67
352,3,1:48.0,,B. McLemore makes free throw 1 of 2,85,68
353,3,1:48.0,,B. McLemore misses free throw 2 of 2,85,68
354,3,1:47.0,Defensive rebound by J. Terry,,85,68
355,3,1:36.0,Turnover by T. Lawson (bad pass; steal by B. McLemore),,85,68
356,3,1:31.0,,O. Casspi makes 2-pt layup from 2 ft (assist by B. McLemore),85,70
357,3,1:18.0,M. Harrell misses 2-pt jump shot from 3 ft (block by W. Cauley-Stein),,85,70
358,3,1:16.0,Offensive rebound by M. Harrell,,85,70
359,3,1:15.0,M. Harrell misses 2-pt layup from 2 ft,,85,70
360,3,1:13.0,Offensive rebound by M. Harrell,,85,70
361,3,1:11.0,Turnover by M. Harrell (bad pass; steal by B. McLemore),,85,70
362,3,1:08.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Collison),85,72
363,3,0:46.0,T. Lawson misses 2-pt jump shot from 17 ft,,85,72
364,3,0:45.0,Offensive rebound by M. Thornton,,85,72
365,3,0:45.0,M. Thornton misses 2-pt layup at rim,,85,72
366,3,0:44.0,,Defensive rebound by B. McLemore,85,72
367,3,0:35.0,,O. Casspi makes 3-pt jump shot from 26 ft (assist by D. Collison),85,75
368,3,0:17.0,M. Harrell misses 2-pt jump shot from 3 ft (block by W. Cauley-Stein),,85,75
369,3,0:15.0,Offensive rebound by T. Lawson,,85,75
370,3,0:11.0,T. Lawson misses 3-pt jump shot from 25 ft,,85,75
371,3,0:11.0,,Defensive rebound by Team,85,75
372,3,0:01.0,,D. Collison makes 3-pt jump shot from 24 ft,85,78
373,4,11:42.0,,D. Collison misses 3-pt jump shot from 24 ft,85,78
374,4,11:41.0,Defensive rebound by C. Capela,,85,78
375,4,11:30.0,Personal foul by O. Casspi (drawn by J. Harden),,85,78
376,4,11:20.0,Turnover by T. Ariza (lost ball; steal by D. Collison),,85,78
377,4,11:14.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Collison),85,81
378,4,10:57.0,T. Ariza misses 3-pt jump shot from 23 ft,,85,81
379,4,10:57.0,,Defensive rebound by W. Cauley-Stein,85,81
380,4,10:48.0,,S. Curry makes 2-pt layup from 2 ft,85,83
381,4,10:45.0,Houston full timeout,,85,83
382,4,10:21.0,J. Harden misses 2-pt layup from 4 ft,,85,83
383,4,10:20.0,Offensive rebound by C. Capela,,85,83
384,4,10:19.0,C. Capela makes 2-pt dunk at rim,,87,83
