,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MINNESOTA_ACTION,CLEVELAND_SCORE,MINNESOTA_SCORE
387,4,3:21.0,,Defensive rebound by Z. LaVine,116,90
388,4,3:17.0,,Z. LaVine misses 2-pt jump shot from 4 ft (block by T. Mozgov),116,90
389,4,3:17.0,,Offensive rebound by Team,116,90
390,4,3:05.0,,A. Wiggins makes 2-pt jump shot from 13 ft,116,92
391,4,2:53.0,Shooting foul by K. Towns (drawn by T. Mozgov),,116,92
392,4,2:53.0,T. Mozgov makes free throw 1 of 2,,117,92
393,4,2:53.0,T. Mozgov misses free throw 2 of 2,,117,92
394,4,2:53.0,,Defensive rebound by K. Towns,117,92
395,4,2:36.0,,Shooting foul by T. Mozgov (drawn by A. Wiggins),117,92
396,4,2:36.0,,A. Wiggins makes free throw 1 of 2,117,93
397,4,2:36.0,,A. Wiggins makes free throw 2 of 2,117,94
398,4,2:19.0,J. Cunningham makes 2-pt layup from 2 ft,,119,94
399,4,1:59.0,,N. Bjelica misses 3-pt jump shot from 25 ft,119,94
400,4,1:58.0,,Offensive rebound by K. Towns,119,94
401,4,1:54.0,,Turnover by K. Towns (bad pass; steal by R. Jefferson),119,94
402,4,1:51.0,Shooting foul by Z. LaVine (drawn by J. Cunningham),,119,94
403,4,1:51.0,J. Cunningham makes free throw 1 of 2,,120,94
404,4,1:51.0,,A. Payne enters the game for K. Towns,120,94
405,4,1:51.0,J. Cunningham makes free throw 2 of 2,,121,94
406,4,1:37.0,,A. Payne misses 3-pt jump shot from 24 ft,121,94
407,4,1:36.0,Defensive rebound by I. Shumpert,,121,94
408,4,1:30.0,T. Mozgov makes 2-pt dunk at rim (assist by R. Jefferson),,123,94
409,4,1:20.0,,A. Wiggins makes 3-pt jump shot from 25 ft,123,97
410,4,0:58.0,I. Shumpert makes 2-pt jump shot from 17 ft (assist by R. Jefferson),,125,97
411,4,0:50.0,,S. Muhammad misses 2-pt jump shot from 6 ft,125,97
412,4,0:49.0,Defensive rebound by J. Cunningham,,125,97
413,4,0:37.0,R. Jefferson misses 3-pt jump shot from 25 ft,,125,97
414,4,0:36.0,,Defensive rebound by N. Bjelica,125,97
415,4,0:25.0,,A. Payne makes 2-pt jump shot from 18 ft (assist by A. Wiggins),125,99
416,4,0:01.0,Turnover by Team (shot clock),,125,99
