,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,NEW YORK_ACTION,MEMPHIS_SCORE,NEW YORK_SCORE
126,2,8:45.0,,Defensive rebound by S. Vujačić,28,29
127,2,8:36.0,,D. Williams misses 2-pt layup from 2 ft (block by M. Barnes),28,29
128,2,8:35.0,,Offensive rebound by D. Williams,28,29
129,2,8:21.0,,A. Afflalo makes 2-pt jump shot from 15 ft,28,31
130,2,8:11.0,Memphis full timeout,,28,31
131,2,8:02.0,V. Carter misses 3-pt jump shot from 24 ft,,28,31
132,2,8:01.0,Offensive rebound by Team,,28,31
133,2,8:01.0,,Loose ball foul by D. Williams (drawn by R. Hollins),28,31
134,2,7:50.0,R. Hollins makes 2-pt layup at rim (assist by M. Conley),,30,31
135,2,7:50.0,Shooting foul by K. Porziņģis (drawn by R. Hollins),,30,31
136,2,7:50.0,,R. Lopez enters the game for K. Porziņģis,30,31
137,2,7:50.0,R. Hollins makes free throw 1 of 1,,31,31
138,2,7:27.0,,A. Afflalo misses 2-pt jump shot from 9 ft,31,31
139,2,7:26.0,,Offensive rebound by J. Grant,31,31
140,2,7:20.0,,S. Vujačić misses 3-pt jump shot from 25 ft,31,31
141,2,7:19.0,Defensive rebound by R. Hollins,,31,31
142,2,7:11.0,V. Carter makes 2-pt layup from 1 ft (assist by M. Barnes),,33,31
143,2,6:58.0,,Turnover by S. Vujačić (bad pass; steal by M. Barnes),33,31
144,2,6:52.0,J. Green makes 2-pt dunk at rim (assist by M. Conley),,35,31
145,2,6:52.0,,New York full timeout,35,31
146,2,6:52.0,,J. Calderón enters the game for J. Grant,35,31
147,2,6:52.0,,L. Galloway enters the game for S. Vujačić,35,31
148,2,6:30.0,,Turnover by A. Afflalo (traveling),35,31
149,2,6:14.0,Turnover by M. Conley (bad pass),,35,31
150,2,6:00.0,,Turnover by J. Calderón (bad pass; steal by V. Carter),35,31
151,2,5:54.0,J. Green makes 2-pt layup at rim (assist by M. Conley),,37,31
152,2,5:31.0,,R. Lopez makes 2-pt jump shot from 15 ft,37,33
153,2,5:11.0,M. Barnes makes 3-pt jump shot from 25 ft (assist by M. Conley),,40,33
154,2,5:02.0,,Shooting foul by J. Green (drawn by A. Afflalo),40,33
155,2,5:02.0,,A. Afflalo makes free throw 1 of 2,40,34
156,2,5:02.0,Z. Randolph enters the game for M. Barnes,,40,34
157,2,5:02.0,M. Gasol enters the game for R. Hollins,,40,34
158,2,5:02.0,,K. O'Quinn enters the game for D. Williams,40,34
159,2,5:02.0,,A. Afflalo makes free throw 2 of 2,40,35
160,2,4:49.0,M. Conley makes 2-pt layup at rim,,42,35
161,2,4:25.0,,J. Calderón misses 2-pt jump shot from 20 ft,42,35
162,2,4:24.0,Defensive rebound by V. Carter,,42,35
163,2,4:07.0,Shooting foul by K. O'Quinn (drawn by J. Green),,42,35
164,2,4:07.0,J. Green makes free throw 1 of 2,,43,35
165,2,4:07.0,J. Green makes free throw 2 of 2,,44,35
166,2,3:55.0,,L. Galloway misses 3-pt jump shot from 24 ft,44,35
167,2,3:54.0,,Offensive rebound by R. Lopez,44,35
168,2,3:49.0,,A. Afflalo misses 2-pt jump shot from 8 ft (block by M. Gasol),44,35
169,2,3:48.0,,Offensive rebound by Team,44,35
170,2,3:42.0,,K. O'Quinn makes 2-pt jump shot from 20 ft (assist by J. Calderón),44,37
171,2,3:21.0,Z. Randolph makes 2-pt jump shot from 14 ft,,46,37
172,2,3:11.0,,L. Galloway misses 2-pt jump shot from 19 ft,46,37
173,2,3:10.0,,Offensive rebound by R. Lopez,46,37
174,2,3:07.0,,R. Lopez makes 2-pt dunk at rim,46,39
175,2,2:43.0,M. Gasol makes 2-pt hook shot from 4 ft,,48,39
176,2,2:20.0,,Shooting foul by M. Gasol (drawn by R. Lopez),48,39
177,2,2:20.0,Official timeout,,48,39
178,2,2:20.0,T. Allen enters the game for M. Conley,,48,39
179,2,2:20.0,C. Lee enters the game for J. Green,,48,39
180,2,2:20.0,M. Chalmers enters the game for V. Carter,,48,39
181,2,2:20.0,,K. Porziņģis enters the game for K. O'Quinn,48,39
182,2,2:20.0,,R. Lopez makes free throw 1 of 2,48,40
183,2,2:20.0,,R. Lopez misses free throw 2 of 2,48,40
184,2,2:18.0,Defensive rebound by M. Gasol,,48,40
185,2,1:54.0,C. Lee misses 3-pt jump shot from 24 ft,,48,40
186,2,1:53.0,,Defensive rebound by R. Lopez,48,40
187,2,1:40.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,48,40
188,2,1:39.0,Defensive rebound by T. Allen,,48,40
189,2,1:32.0,C. Lee misses 2-pt jump shot from 14 ft,,48,40
190,2,1:31.0,,Defensive rebound by A. Afflalo,48,40
191,2,1:19.0,,J. Calderón misses 3-pt jump shot from 25 ft,48,40
192,2,1:18.0,Defensive rebound by Team,,48,40
193,2,0:57.0,M. Gasol misses 2-pt jump shot from 11 ft,,48,40
194,2,0:56.0,,Defensive rebound by R. Lopez,48,40
195,2,0:36.0,,R. Lopez misses 2-pt jump shot from 13 ft,48,40
196,2,0:36.0,Defensive rebound by M. Chalmers,,48,40
197,2,0:26.0,Z. Randolph makes 2-pt layup from 1 ft,,50,40
198,2,0:19.0,,New York full timeout,50,40
199,2,0:04.0,,Turnover by R. Lopez (bad pass; steal by Z. Randolph),50,40
200,2,0:00.0,Z. Randolph misses 3-pt jump shot from 29 ft,,50,40
201,2,0:00.0,Offensive rebound by Team,,50,40
202,3,11:38.0,,K. Porziņģis misses 2-pt jump shot from 15 ft,50,40
203,3,11:38.0,Defensive rebound by M. Gasol,,50,40
204,3,11:21.0,Z. Randolph makes 2-pt jump shot from 19 ft (assist by M. Conley),,52,40
205,3,11:07.0,,Personal foul by M. Gasol (drawn by K. Porziņģis),52,40
206,3,10:53.0,,J. Calderón makes 2-pt layup from 1 ft,52,42
207,3,10:33.0,M. Conley misses 3-pt jump shot from 24 ft,,52,42
208,3,10:32.0,,Defensive rebound by J. Calderón,52,42
209,3,10:20.0,,K. Porziņģis makes 2-pt jump shot from 7 ft,52,44
210,3,10:00.0,M. Conley misses 3-pt jump shot from 24 ft,,52,44
211,3,10:00.0,,Defensive rebound by J. Calderón,52,44
212,3,9:44.0,,Turnover by J. Calderón (bad pass),52,44
213,3,9:22.0,Z. Randolph misses 2-pt jump shot from 13 ft,,52,44
214,3,9:21.0,,Defensive rebound by J. Calderón,52,44
215,3,9:08.0,,R. Lopez misses 2-pt jump shot from 10 ft,52,44
216,3,9:08.0,Defensive rebound by T. Allen,,52,44
217,3,8:46.0,M. Conley misses 2-pt jump shot from 6 ft,,52,44
218,3,8:45.0,,Defensive rebound by R. Lopez,52,44
219,3,8:27.0,,J. Calderón misses 2-pt layup from 1 ft,52,44
220,3,8:24.0,,Offensive rebound by R. Lopez,52,44
221,3,8:24.0,,R. Lopez makes 2-pt layup at rim,52,46
222,3,8:05.0,M. Gasol misses 2-pt hook shot from 7 ft,,52,46
223,3,8:03.0,,Defensive rebound by K. Porziņģis,52,46
224,3,7:44.0,,Turnover by Team (shot clock),52,46
225,3,7:31.0,Turnover by M. Gasol (lost ball),,52,46
226,3,7:14.0,,L. Galloway makes 2-pt jump shot from 4 ft (assist by J. Calderón),52,48
227,3,7:14.0,Memphis full timeout,,52,48
228,3,7:00.0,M. Conley makes 2-pt jump shot from 13 ft,,54,48
229,3,7:00.0,Shooting foul by L. Galloway (drawn by M. Conley),,54,48
230,3,7:00.0,M. Conley makes free throw 1 of 1,,55,48
231,3,6:51.0,,L. Galloway misses 2-pt layup from 1 ft,55,48
232,3,6:50.0,Defensive rebound by M. Gasol,,55,48
233,3,6:40.0,M. Gasol makes 2-pt jump shot from 18 ft (assist by M. Conley),,57,48
234,3,6:15.0,,A. Afflalo misses 2-pt jump shot from 17 ft,57,48
235,3,6:14.0,Defensive rebound by Z. Randolph,,57,48
236,3,6:04.0,M. Conley misses 2-pt layup from 2 ft,,57,48
237,3,6:03.0,,Defensive rebound by K. Porziņģis,57,48
238,3,5:58.0,,L. Galloway misses 3-pt jump shot from 24 ft,57,48
239,3,5:57.0,,Offensive rebound by R. Lopez,57,48
240,3,5:57.0,Loose ball foul by Z. Randolph (drawn by R. Lopez),,57,48
241,3,5:57.0,M. Chalmers enters the game for M. Conley,,57,48
242,3,5:57.0,,J. Grant enters the game for L. Galloway,57,48
243,3,5:55.0,,Turnover by J. Grant (bad pass; steal by M. Chalmers),57,48
244,3,5:44.0,C. Lee misses 2-pt jump shot from 19 ft,,57,48
245,3,5:43.0,,Defensive rebound by A. Afflalo,57,48
246,3,5:28.0,,J. Calderón misses 2-pt jump shot from 21 ft,57,48
247,3,5:27.0,,Offensive rebound by K. Porziņģis,57,48
248,3,5:27.0,,Personal foul by M. Chalmers (drawn by K. Porziņģis),57,48
249,3,5:03.0,,J. Calderón makes 3-pt jump shot from 23 ft (assist by A. Afflalo),57,51
250,3,4:43.0,Turnover by Z. Randolph (lost ball; steal by J. Grant),,57,51
251,3,4:37.0,,J. Grant makes 2-pt layup at rim,57,53
252,3,4:18.0,Personal foul by J. Grant (drawn by Z. Randolph),,57,53
253,3,4:18.0,R. Hollins enters the game for M. Gasol,,57,53
254,3,4:11.0,Personal foul by J. Calderón (drawn by C. Lee),,57,53
255,3,4:00.0,Z. Randolph misses 2-pt layup from 1 ft,,57,53
256,3,4:00.0,,Defensive rebound by K. Porziņģis,57,53
257,3,3:51.0,,Shooting foul by C. Lee (drawn by J. Calderón),57,53
258,3,3:51.0,,J. Calderón makes 2-pt layup at rim,57,55
259,3,3:51.0,M. Barnes enters the game for T. Allen,,57,55
260,3,3:51.0,J. Green enters the game for C. Lee,,57,55
261,3,3:51.0,,J. Calderón makes free throw 1 of 1,57,56
262,3,3:32.0,M. Chalmers makes 2-pt jump shot from 9 ft,,59,56
263,3,3:21.0,,J. Grant misses 3-pt jump shot from 24 ft,59,56
264,3,3:21.0,Defensive rebound by M. Barnes,,59,56
265,3,2:57.0,M. Barnes makes 3-pt jump shot from 25 ft (assist by Z. Randolph),,62,56
266,3,2:39.0,,K. Porziņģis makes 2-pt layup from 1 ft (assist by J. Calderón),62,58
267,3,2:25.0,M. Chalmers misses 2-pt layup from 2 ft (block by K. Porziņģis),,62,58
268,3,2:23.0,,Defensive rebound by R. Lopez,62,58
269,3,2:08.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,62,58
270,3,2:06.0,Defensive rebound by J. Green,,62,58
271,3,1:54.0,J. Green misses 2-pt layup from 1 ft,,62,58
272,3,1:53.0,,Defensive rebound by J. Calderón,62,58
273,3,1:42.0,,Turnover by K. Porziņģis (bad pass; steal by M. Chalmers),62,58
274,3,1:36.0,M. Barnes misses 3-pt jump shot from 22 ft,,62,58
275,3,1:35.0,,Defensive rebound by A. Afflalo,62,58
276,3,1:30.0,,Shooting foul by M. Chalmers (drawn by A. Afflalo),62,58
277,3,1:30.0,,New York full timeout,62,58
278,3,1:30.0,V. Carter enters the game for Z. Randolph,,62,58
279,3,1:30.0,,D. Williams enters the game for K. Porziņģis,62,58
280,3,1:30.0,,S. Vujačić enters the game for J. Calderón,62,58
281,3,1:30.0,,A. Afflalo makes free throw 1 of 2,62,59
282,3,1:30.0,,A. Afflalo makes free throw 2 of 2,62,60
283,3,1:20.0,M. Chalmers misses 2-pt jump shot from 11 ft,,62,60
284,3,1:20.0,,Defensive rebound by Team,62,60
285,3,1:20.0,Loose ball foul by M. Barnes (drawn by S. Vujačić),,62,60
286,3,1:20.0,,S. Vujačić makes free throw 1 of 2,62,61
287,3,1:20.0,,S. Vujačić makes free throw 2 of 2,62,62
288,3,1:02.0,R. Hollins makes 2-pt dunk at rim (assist by J. Green),,64,62
289,3,0:41.0,,A. Afflalo misses 3-pt jump shot from 25 ft,64,62
290,3,0:41.0,Defensive rebound by M. Chalmers,,64,62
291,3,0:31.0,M. Chalmers makes 2-pt jump shot from 9 ft,,66,62
292,3,0:31.0,Away from play foul by A. Afflalo (drawn by R. Hollins),,66,62
293,3,0:31.0,R. Hollins makes free throw 1 of 1,,67,62
294,3,0:06.0,,J. Grant misses 2-pt layup from 2 ft,67,62
295,3,0:05.0,Defensive rebound by J. Green,,67,62
296,3,0:01.0,V. Carter makes 2-pt layup at rim (assist by J. Green),,69,62
297,4,11:45.0,V. Carter makes 2-pt jump shot from 20 ft,,71,62
298,4,11:28.0,,S. Vujačić misses 3-pt jump shot from 26 ft,71,62
299,4,11:26.0,Defensive rebound by V. Carter,,71,62
300,4,11:05.0,J. Green misses 3-pt jump shot from 23 ft,,71,62
301,4,11:04.0,,Defensive rebound by Team,71,62
302,4,11:04.0,,Flagrant foul type 1 by M. Chalmers (drawn by S. Vujačić),71,62
303,4,11:04.0,,S. Vujačić makes flagrant free throw 1 of 2,71,63
304,4,11:04.0,,S. Vujačić makes flagrant free throw 2 of 2,71,64
305,4,11:03.0,M. Conley enters the game for M. Chalmers,,71,64
306,4,10:53.0,,D. Williams misses 2-pt layup from 2 ft (block by R. Hollins),71,64
307,4,10:52.0,Defensive rebound by V. Carter,,71,64
308,4,10:31.0,V. Carter makes 2-pt layup at rim,,73,64
309,4,10:17.0,,K. Porziņģis makes 2-pt jump shot from 10 ft (assist by S. Vujačić),73,66
310,4,10:05.0,M. Barnes makes 2-pt layup from 1 ft (assist by R. Hollins),,75,66
311,4,9:55.0,,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by J. Grant),75,69
312,4,9:33.0,V. Carter misses 2-pt layup from 1 ft (block by K. Porziņģis),,75,69
313,4,9:32.0,,Defensive rebound by D. Williams,75,69
314,4,9:25.0,,Shooting foul by V. Carter (drawn by J. Grant),75,69
315,4,9:25.0,,J. Grant makes free throw 1 of 2,75,70
316,4,9:25.0,M. Gasol enters the game for R. Hollins,,75,70
317,4,9:25.0,,J. Grant makes free throw 2 of 2,75,71
318,4,9:07.0,M. Barnes misses 2-pt layup from 2 ft (block by K. Porziņģis),,75,71
319,4,9:06.0,,Defensive rebound by S. Vujačić,75,71
320,4,8:48.0,,K. Porziņģis misses 2-pt jump shot from 7 ft,75,71
321,4,8:48.0,Defensive rebound by M. Conley,,75,71
322,4,8:36.0,V. Carter misses 3-pt jump shot from 26 ft,,75,71
323,4,8:35.0,Offensive rebound by J. Green,,75,71
324,4,8:23.0,Personal foul by S. Vujačić (drawn by M. Gasol),,75,71
325,4,8:23.0,Official timeout,,75,71
326,4,8:23.0,,A. Afflalo enters the game for L. Galloway,75,71
327,4,8:23.0,,R. Lopez enters the game for D. Williams,75,71
328,4,8:23.0,,J. Calderón enters the game for J. Grant,75,71
329,4,8:15.0,M. Gasol misses 2-pt jump shot from 17 ft,,75,71
330,4,8:14.0,,Defensive rebound by S. Vujačić,75,71
331,4,7:51.0,,S. Vujačić misses 3-pt jump shot from 28 ft,75,71
332,4,7:50.0,Defensive rebound by J. Green,,75,71
333,4,7:38.0,J. Green misses 2-pt dunk at rim (block by K. Porziņģis),,75,71
334,4,7:36.0,Offensive rebound by V. Carter,,75,71
335,4,7:35.0,V. Carter misses 3-pt jump shot from 25 ft,,75,71
336,4,7:35.0,Offensive rebound by Team,,75,71
337,4,7:35.0,,Loose ball foul by A. Afflalo (drawn by J. Green),75,71
338,4,7:26.0,Turnover by V. Carter (lost ball; steal by J. Calderón),,75,71
339,4,7:13.0,,A. Afflalo misses 3-pt jump shot from 22 ft,75,71
340,4,7:12.0,Defensive rebound by Team,,75,71
341,4,7:12.0,,Loose ball foul by K. Porziņģis (drawn by M. Barnes),75,71
342,4,6:58.0,M. Gasol makes 2-pt jump shot from 13 ft (assist by M. Conley),,77,71
343,4,6:44.0,,K. Porziņģis misses 2-pt jump shot from 15 ft,77,71
344,4,6:43.0,Defensive rebound by M. Conley,,77,71
345,4,6:32.0,M. Barnes misses 3-pt jump shot from 24 ft,,77,71
346,4,6:31.0,,Defensive rebound by Team,77,71
347,4,6:30.0,Loose ball foul by M. Conley (drawn by K. Porziņģis),,77,71
348,4,6:14.0,,J. Calderón misses 3-pt jump shot from 24 ft,77,71
349,4,6:14.0,,Offensive rebound by K. Porziņģis,77,71
350,4,6:09.0,,Turnover by K. Porziņģis (lost ball; steal by M. Gasol),77,71
351,4,5:50.0,M. Gasol misses 2-pt jump shot from 12 ft,,77,71
352,4,5:49.0,Offensive rebound by Team,,77,71
353,4,5:49.0,,New York full timeout,77,71
354,4,5:49.0,,L. Galloway enters the game for S. Vujačić,77,71
355,4,5:36.0,M. Conley misses 2-pt layup from 2 ft,,77,71
356,4,5:35.0,,Defensive rebound by J. Calderón,77,71
357,4,5:23.0,,K. Porziņģis misses 2-pt dunk at rim,77,71
358,4,5:21.0,Defensive rebound by M. Barnes,,77,71
359,4,5:18.0,Shooting foul by K. Porziņģis (drawn by V. Carter),,77,71
360,4,5:18.0,V. Carter makes free throw 1 of 2,,78,71
361,4,5:18.0,Z. Randolph enters the game for M. Barnes,,78,71
362,4,5:18.0,V. Carter misses free throw 2 of 2,,78,71
363,4,5:17.0,,Defensive rebound by A. Afflalo,78,71
364,4,4:55.0,,L. Galloway makes 2-pt jump shot from 23 ft,78,73
365,4,4:40.0,Def 3 sec tech foul by R. Lopez,,78,73
366,4,4:40.0,M. Conley makes technical free throw,,79,73
367,4,4:27.0,Turnover by M. Gasol (lost ball),,79,73
368,4,4:15.0,,L. Galloway misses 2-pt jump shot from 19 ft,79,73
369,4,4:15.0,,Offensive rebound by L. Galloway,79,73
370,4,4:11.0,,J. Calderón misses 3-pt jump shot from 24 ft,79,73
371,4,4:10.0,Defensive rebound by M. Gasol,,79,73
372,4,4:10.0,Memphis full timeout,,79,73
373,4,3:56.0,J. Green makes 2-pt hook shot from 7 ft,,81,73
374,4,3:43.0,,Turnover by K. Porziņģis (bad pass; steal by J. Green),81,73
375,4,3:39.0,J. Green makes 2-pt dunk at rim,,83,73
376,4,3:19.0,,Shooting foul by Z. Randolph (drawn by K. Porziņģis),83,73
377,4,3:19.0,,K. Porziņģis makes free throw 1 of 2,83,74
378,4,3:19.0,,K. Porziņģis makes free throw 2 of 2,83,75
379,4,2:59.0,M. Conley misses 2-pt layup at rim (block by K. Porziņģis),,83,75
380,4,2:58.0,,Defensive rebound by R. Lopez,83,75
381,4,2:50.0,,A. Afflalo misses 3-pt jump shot from 22 ft,83,75
382,4,2:49.0,,Offensive rebound by R. Lopez,83,75
383,4,2:48.0,,R. Lopez makes 2-pt layup from 1 ft,83,77
384,4,2:22.0,M. Gasol makes 2-pt dunk at rim (assist by M. Conley),,85,77
385,4,2:08.0,,K. Porziņģis makes 3-pt jump shot from 22 ft (assist by L. Galloway),85,80
