,QUARTER,TIME_REMAINING,DALLAS_ACTION,DENVER_ACTION,DALLAS_SCORE,DENVER_SCORE
0,1,11:42.0,,N. Jokić misses 2-pt jump shot from 3 ft,0,0
1,1,11:41.0,Defensive rebound by D. Powell,,0,0
2,1,11:40.0,Personal foul by N. Jokić,,0,0
3,1,11:22.0,D. Nowitzki makes 2-pt layup from 1 ft,,2,0
4,1,11:07.0,,J. Sampson misses 2-pt layup from 1 ft (block by D. Powell),2,0
5,1,11:06.0,Defensive rebound by J. Anderson,,2,0
6,1,10:43.0,W. Matthews misses 3-pt jump shot from 26 ft,,2,0
7,1,10:43.0,,Defensive rebound by K. Faried,2,0
8,1,10:32.0,,Turnover by N. Jokić (bad pass; steal by J. Anderson),2,0
9,1,10:25.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,2,0
10,1,10:25.0,,Defensive rebound by E. Mudiay,2,0
11,1,10:09.0,,E. Mudiay makes 3-pt jump shot from 25 ft (assist by J. Sampson),2,3
12,1,9:54.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,2,3
13,1,9:53.0,,Defensive rebound by E. Mudiay,2,3
14,1,9:46.0,,K. Faried makes 2-pt dunk at rim (assist by N. Jokić),2,5
15,1,9:23.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,2,5
16,1,9:22.0,,Defensive rebound by E. Mudiay,2,5
17,1,9:18.0,,Shooting foul by R. Felton (drawn by E. Mudiay),2,5
18,1,9:18.0,,E. Mudiay makes free throw 1 of 2,2,6
19,1,9:18.0,,E. Mudiay makes free throw 2 of 2,2,7
20,1,8:58.0,R. Felton misses 2-pt jump shot from 6 ft,,2,7
21,1,8:58.0,,Defensive rebound by N. Jokić,2,7
22,1,8:52.0,,N. Jokić makes 2-pt jump shot from 6 ft,2,9
23,1,8:25.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by R. Felton),,5,9
24,1,8:13.0,,Turnover by K. Faried (bad pass; steal by R. Felton),5,9
25,1,8:08.0,J. Anderson makes 2-pt dunk at rim,,7,9
26,1,7:37.0,,N. Jokić misses 3-pt jump shot from 23 ft,7,9
27,1,7:36.0,Defensive rebound by D. Powell,,7,9
28,1,7:27.0,R. Felton misses 3-pt jump shot from 26 ft,,7,9
29,1,7:26.0,,Defensive rebound by N. Jokić,7,9
30,1,7:16.0,,E. Mudiay misses 2-pt jump shot from 17 ft,7,9
31,1,7:15.0,,Offensive rebound by Team,7,9
32,1,7:15.0,Loose ball foul by D. Powell,,7,9
33,1,7:08.0,,Personal foul by D. Nowitzki,7,9
34,1,6:59.0,,G. Harris makes 2-pt jump shot from 18 ft (assist by E. Mudiay),7,11
35,1,6:59.0,,Shooting foul by W. Matthews (drawn by G. Harris),7,11
36,1,6:59.0,,G. Harris makes free throw 1 of 1,7,12
37,1,6:46.0,J. Anderson misses 3-pt jump shot from 23 ft,,7,12
38,1,6:45.0,,Defensive rebound by K. Faried,7,12
39,1,6:43.0,,Turnover by K. Faried (bad pass; steal by D. Nowitzki),7,12
40,1,6:30.0,W. Matthews misses 3-pt jump shot from 23 ft,,7,12
41,1,6:28.0,Offensive rebound by D. Powell,,7,12
42,1,6:25.0,D. Powell makes 2-pt dunk at rim (assist by W. Matthews),,9,12
43,1,6:25.0,,Denver full timeout,9,12
44,1,6:25.0,D. Harris enters the game for J. Anderson,,9,12
45,1,6:25.0,Z. Pachulia enters the game for D. Nowitzki,,9,12
46,1,6:25.0,,D. Arthur enters the game for K. Faried,9,12
47,1,6:07.0,,J. Sampson makes 2-pt layup from 2 ft,9,14
48,1,5:54.0,D. Powell misses 2-pt jump shot from 18 ft,,9,14
49,1,5:52.0,Offensive rebound by R. Felton,,9,14
50,1,5:42.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by R. Felton),,12,14
51,1,5:25.0,,N. Jokić misses 2-pt hook shot from 6 ft,12,14
52,1,5:24.0,Defensive rebound by D. Powell,,12,14
53,1,5:16.0,Personal foul by D. Arthur,,12,14
54,1,5:16.0,,J. Lauvergne enters the game for N. Jokić,12,14
55,1,5:09.0,D. Powell misses 2-pt jump shot from 20 ft,,12,14
56,1,5:07.0,,Defensive rebound by J. Lauvergne,12,14
57,1,5:02.0,,Turnover by E. Mudiay (lost ball; steal by D. Harris),12,14
58,1,4:50.0,R. Felton misses 2-pt layup from 2 ft (block by J. Lauvergne),,12,14
59,1,4:48.0,,Defensive rebound by J. Sampson,12,14
60,1,4:42.0,,D. Arthur makes 2-pt layup at rim (assist by E. Mudiay),12,16
61,1,4:18.0,R. Felton makes 2-pt jump shot from 6 ft,,14,16
62,1,4:01.0,,J. Lauvergne makes 2-pt jump shot from 17 ft (assist by G. Harris),14,18
63,1,3:46.0,W. Matthews misses 3-pt jump shot from 24 ft,,14,18
64,1,3:45.0,,Defensive rebound by E. Mudiay,14,18
65,1,3:35.0,,E. Mudiay makes 2-pt jump shot from 17 ft,14,20
66,1,3:35.0,Dallas full timeout,,14,20
67,1,3:35.0,,W. Barton enters the game for J. Sampson,14,20
68,1,3:35.0,,D. Augustin enters the game for G. Harris,14,20
69,1,3:35.0,D. Nowitzki enters the game for D. Powell,,14,20
70,1,3:35.0,J. Barea enters the game for W. Matthews,,14,20
71,1,3:35.0,J. Anderson enters the game for R. Felton,,14,20
72,1,3:20.0,Shooting foul by D. Arthur (drawn by D. Harris),,14,20
73,1,3:20.0,D. Harris makes free throw 1 of 2,,15,20
74,1,3:20.0,D. Harris makes free throw 2 of 2,,16,20
75,1,3:04.0,,Turnover by D. Arthur (bad pass; steal by D. Nowitzki),16,20
76,1,2:56.0,D. Harris misses 3-pt jump shot from 26 ft,,16,20
77,1,2:53.0,Offensive rebound by D. Nowitzki,,16,20
78,1,2:38.0,J. Barea makes 2-pt jump shot from 7 ft,,18,20
79,1,2:27.0,,Shooting foul by J. Barea (drawn by D. Augustin),18,20
80,1,2:27.0,,D. Augustin makes free throw 1 of 2,18,21
81,1,2:27.0,,K. Faried enters the game for D. Arthur,18,21
82,1,2:27.0,,D. Augustin makes free throw 2 of 2,18,22
83,1,2:17.0,Personal foul by K. Faried,,18,22
84,1,2:17.0,,A. Toupane enters the game for E. Mudiay,18,22
85,1,2:10.0,J. Barea misses 2-pt jump shot from 15 ft,,18,22
86,1,2:09.0,Offensive rebound by J. Anderson,,18,22
87,1,2:08.0,J. Anderson makes 2-pt dunk at rim,,20,22
88,1,1:40.0,,J. Lauvergne misses 3-pt jump shot from 25 ft,20,22
89,1,1:39.0,Defensive rebound by Z. Pachulia,,20,22
90,1,1:31.0,J. Barea misses 2-pt layup from 1 ft (block by K. Faried),,20,22
91,1,1:30.0,Offensive rebound by D. Harris,,20,22
92,1,1:29.0,Personal foul by A. Toupane,,20,22
93,1,1:29.0,D. Harris makes free throw 1 of 2,,21,22
94,1,1:29.0,D. Harris makes free throw 2 of 2,,22,22
95,1,1:23.0,,Offensive foul by D. Augustin (drawn by J. Barea),22,22
96,1,1:23.0,,Turnover by D. Augustin (offensive foul),22,22
97,1,1:17.0,Personal foul by J. Lauvergne,,22,22
98,1,1:17.0,Z. Pachulia makes free throw 1 of 2,,23,22
99,1,1:17.0,Z. Pachulia makes free throw 2 of 2,,24,22
100,1,1:03.0,,A. Toupane makes 2-pt jump shot from 16 ft (assist by J. Lauvergne),24,24
101,1,0:54.0,Personal foul by A. Toupane,,24,24
102,1,0:54.0,D. Nowitzki makes free throw 1 of 2,,25,24
103,1,0:54.0,D. Nowitzki makes free throw 2 of 2,,26,24
104,1,0:35.0,,Turnover by D. Augustin (bad pass; steal by D. Harris),26,24
105,1,0:27.0,D. Harris makes 2-pt jump shot from 18 ft,,28,24
106,1,0:04.0,,W. Barton misses 3-pt jump shot from 23 ft (block by J. Anderson),28,24
107,1,0:03.0,Defensive rebound by Team,,28,24
108,1,0:00.0,D. Harris misses 3-pt jump shot from 41 ft,,28,24
109,1,0:00.0,Offensive rebound by Team,,28,24
110,2,11:49.0,D. Nowitzki misses 2-pt layup from 1 ft,,28,24
111,2,11:48.0,,Defensive rebound by K. Faried,28,24
112,2,11:25.0,,J. Lauvergne makes 2-pt layup from 2 ft,28,26
113,2,11:14.0,Z. Pachulia misses 2-pt layup from 1 ft (block by K. Faried),,28,26
114,2,11:13.0,Offensive rebound by Team,,28,26
115,2,11:01.0,J. Anderson misses 3-pt jump shot from 24 ft,,28,26
116,2,11:00.0,,Defensive rebound by W. Barton,28,26
117,2,10:55.0,,K. Faried makes 2-pt dunk at rim (assist by W. Barton),28,28
118,2,10:40.0,Personal foul by K. Faried,,28,28
119,2,10:31.0,D. Harris makes 3-pt jump shot from 22 ft (assist by J. Barea),,31,28
120,2,10:19.0,Violation by D. Harris (kicked ball),,31,28
121,2,10:12.0,,Turnover by D. Augustin (bad pass; steal by D. Nowitzki),31,28
122,2,10:08.0,J. Barea makes 2-pt layup at rim (assist by J. Anderson),,33,28
123,2,9:43.0,,J. Nelson misses 2-pt jump shot from 23 ft,33,28
124,2,9:41.0,,Offensive rebound by K. Faried,33,28
125,2,9:40.0,,K. Faried misses 2-pt layup from 2 ft,33,28
126,2,9:39.0,,Offensive rebound by J. Lauvergne,33,28
127,2,9:30.0,,Offensive foul by K. Faried (drawn by J. Barea),33,28
128,2,9:30.0,,Turnover by K. Faried (offensive foul),33,28
129,2,9:30.0,,D. Arthur enters the game for K. Faried,33,28
130,2,9:17.0,D. Harris makes 3-pt jump shot from 24 ft (assist by J. Barea),,36,28
131,2,9:04.0,,W. Barton misses 3-pt jump shot from 23 ft,36,28
132,2,9:03.0,Defensive rebound by D. Harris,,36,28
133,2,8:45.0,D. Nowitzki misses 2-pt jump shot from 11 ft,,36,28
134,2,8:43.0,,Defensive rebound by W. Barton,36,28
135,2,8:23.0,,J. Lauvergne misses 3-pt jump shot from 24 ft,36,28
136,2,8:21.0,,Offensive rebound by D. Augustin,36,28
137,2,8:09.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by D. Augustin),36,31
138,2,8:09.0,Dallas full timeout,,36,31
139,2,8:09.0,D. Powell enters the game for J. Anderson,,36,31
140,2,8:09.0,W. Matthews enters the game for D. Nowitzki,,36,31
141,2,8:09.0,,E. Mudiay enters the game for D. Augustin,36,31
142,2,7:55.0,D. Powell makes 2-pt jump shot from 21 ft (assist by J. Barea),,38,31
143,2,7:41.0,,W. Barton makes 3-pt jump shot from 24 ft (assist by E. Mudiay),38,34
144,2,7:27.0,,Violation by W. Barton (def goaltending),38,34
145,2,7:27.0,W. Matthews makes 2-pt layup from 2 ft (assist by J. Barea),,40,34
146,2,7:14.0,,W. Barton makes 2-pt layup from 1 ft (assist by E. Mudiay),40,36
147,2,6:52.0,J. Barea makes 3-pt jump shot from 26 ft,,43,36
148,2,6:30.0,,W. Barton misses 2-pt jump shot from 17 ft,43,36
149,2,6:29.0,Defensive rebound by J. Barea,,43,36
150,2,6:22.0,Z. Pachulia makes 2-pt jump shot from 8 ft (assist by J. Barea),,45,36
151,2,6:22.0,Shooting foul by J. Nelson (drawn by Z. Pachulia),,45,36
152,2,6:22.0,R. Felton enters the game for D. Harris,,45,36
153,2,6:22.0,,N. Jokić enters the game for J. Lauvergne,45,36
154,2,6:22.0,Z. Pachulia makes free throw 1 of 1,,46,36
155,2,6:12.0,,Turnover by E. Mudiay (lost ball; steal by W. Matthews),46,36
156,2,5:50.0,W. Matthews misses 3-pt jump shot from 25 ft,,46,36
157,2,5:50.0,,Defensive rebound by J. Nelson,46,36
158,2,5:40.0,,D. Arthur misses 3-pt jump shot from 25 ft,46,36
159,2,5:39.0,Defensive rebound by R. Felton,,46,36
160,2,5:26.0,Turnover by W. Matthews (lost ball; steal by E. Mudiay),,46,36
161,2,5:22.0,,Personal foul by D. Powell,46,36
162,2,5:22.0,Official timeout,,46,36
163,2,5:22.0,J. Anderson enters the game for W. Matthews,,46,36
164,2,5:13.0,,W. Barton makes 2-pt layup from 1 ft (assist by N. Jokić),46,38
165,2,4:57.0,Z. Pachulia misses 2-pt jump shot from 3 ft,,46,38
166,2,4:56.0,,Defensive rebound by N. Jokić,46,38
167,2,4:53.0,,Turnover by E. Mudiay (lost ball),46,38
