,QUARTER,TIME_REMAINING,DETROIT_ACTION,CLEVELAND_ACTION,DETROIT_SCORE,CLEVELAND_SCORE
159,2,3:51.0,Turnover by A. Tolliver (offensive foul),,52,38
160,2,3:35.0,,C. Frye misses 3-pt jump shot from 24 ft,52,38
161,2,3:34.0,Defensive rebound by D. Hilliard,,52,38
162,2,3:18.0,J. Meeks makes 3-pt jump shot from 25 ft,,55,38
163,2,2:58.0,,R. Jefferson makes 2-pt layup from 1 ft (assist by J. McRae),55,40
164,2,2:43.0,,Offensive charge foul by D. Hilliard (drawn by J. Jones),55,40
165,2,2:43.0,Turnover by D. Hilliard (offensive foul),,55,40
166,2,2:43.0,Detroit full timeout,,55,40
167,2,2:43.0,,D. Jones enters the game for R. Jefferson,55,40
168,2,2:25.0,,D. Jones makes 2-pt jump shot from 17 ft,55,42
169,2,2:07.0,S. Dinwiddie misses 2-pt jump shot from 7 ft,,55,42
170,2,2:05.0,,Defensive rebound by T. Mozgov,55,42
171,2,1:47.0,,D. Jones misses 2-pt layup from 1 ft,55,42
172,2,1:47.0,Defensive rebound by S. Dinwiddie,,55,42
173,2,1:30.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,55,42
174,2,1:30.0,,Defensive rebound by C. Frye,55,42
175,2,1:19.0,,T. Mozgov makes 2-pt jump shot from 9 ft (assist by J. McRae),55,44
176,2,1:04.0,D. Hilliard misses 2-pt jump shot from 6 ft (block by T. Mozgov),,55,44
177,2,1:03.0,,Defensive rebound by J. Jones,55,44
178,2,0:51.0,,Turnover by J. McRae (bad pass; steal by D. Hilliard),55,44
179,2,0:46.0,J. Meeks makes 3-pt jump shot from 25 ft (assist by D. Hilliard),,58,44
180,2,0:24.0,,T. Mozgov misses 2-pt jump shot from 12 ft,58,44
181,2,0:22.0,Defensive rebound by A. Tolliver,,58,44
182,2,0:05.0,Offensive foul by A. Baynes (drawn by J. McRae),,58,44
183,2,0:05.0,Turnover by A. Baynes (offensive foul),,58,44
184,2,0:01.0,,Turnover by J. McRae (lost ball),58,44
185,3,11:43.0,,R. Jefferson makes 2-pt layup at rim,58,46
186,3,11:28.0,A. Baynes makes 2-pt jump shot from 17 ft,,60,46
187,3,11:06.0,,C. Frye makes 2-pt jump shot from 11 ft,60,48
188,3,10:52.0,Shooting foul by D. Jones (drawn by R. Bullock),,60,48
189,3,10:52.0,R. Bullock makes free throw 1 of 2,,61,48
190,3,10:52.0,R. Bullock makes free throw 2 of 2,,62,48
191,3,10:43.0,,Shooting foul by R. Bullock (drawn by J. McRae),62,48
192,3,10:43.0,,J. McRae misses free throw 1 of 2,62,48
193,3,10:43.0,,Offensive rebound by Team,62,48
194,3,10:43.0,,J. McRae makes free throw 2 of 2,62,49
195,3,10:26.0,Turnover by S. Blake (lost ball),,62,49
196,3,10:16.0,,D. Jones misses 3-pt jump shot from 25 ft,62,49
197,3,10:16.0,Defensive rebound by A. Baynes,,62,49
198,3,10:06.0,A. Tolliver misses 3-pt jump shot from 24 ft,,62,49
199,3,10:06.0,Offensive rebound by A. Baynes,,62,49
200,3,9:58.0,S. Johnson misses 3-pt jump shot from 25 ft,,62,49
201,3,9:57.0,,Defensive rebound by T. Mozgov,62,49
202,3,9:41.0,,J. McRae makes 3-pt jump shot from 25 ft,62,52
203,3,9:11.0,R. Bullock makes 3-pt jump shot from 22 ft (assist by S. Blake),,65,52
204,3,8:56.0,,Offensive foul by J. McRae (drawn by S. Blake),65,52
205,3,8:56.0,,Turnover by J. McRae (offensive foul),65,52
206,3,8:44.0,A. Tolliver misses 3-pt jump shot from 27 ft,,65,52
207,3,8:43.0,,Defensive rebound by T. Mozgov,65,52
208,3,8:31.0,,R. Jefferson makes 3-pt jump shot from 26 ft (assist by D. Jones),65,55
209,3,8:19.0,S. Johnson misses 2-pt jump shot from 16 ft,,65,55
210,3,8:19.0,,Defensive rebound by C. Frye,65,55
211,3,8:00.0,,C. Frye makes 2-pt jump shot from 16 ft (assist by R. Jefferson),65,57
212,3,7:43.0,R. Bullock misses 2-pt jump shot from 14 ft,,65,57
213,3,7:43.0,,Defensive rebound by J. McRae,65,57
214,3,7:31.0,Violation by A. Tolliver (kicked ball),,65,57
215,3,7:21.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by J. McRae),65,60
216,3,7:00.0,S. Johnson misses 2-pt layup from 1 ft,,65,60
217,3,6:58.0,,Defensive rebound by R. Jefferson,65,60
218,3,6:42.0,,C. Frye misses 2-pt jump shot from 10 ft,65,60
219,3,6:40.0,Defensive rebound by A. Tolliver,,65,60
220,3,6:24.0,R. Bullock makes 3-pt jump shot from 25 ft (assist by S. Blake),,68,60
221,3,5:57.0,,D. Jones makes 2-pt jump shot from 6 ft (assist by C. Frye),68,62
222,3,5:47.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by S. Blake),,71,62
223,3,5:47.0,,Cleveland full timeout,71,62
224,3,5:47.0,D. Hilliard enters the game for S. Johnson,,71,62
225,3,5:36.0,,Shooting foul by A. Baynes (drawn by R. Jefferson),71,62
226,3,5:36.0,,R. Jefferson makes free throw 1 of 2,71,63
227,3,5:36.0,,R. Jefferson makes free throw 2 of 2,71,64
228,3,5:27.0,Offensive foul by A. Baynes (drawn by D. Jones),,71,64
229,3,5:27.0,Turnover by A. Baynes (offensive foul),,71,64
230,3,5:22.0,,Offensive foul by R. Jefferson (drawn by R. Bullock),71,64
231,3,5:22.0,,Turnover by R. Jefferson (offensive foul),71,64
232,3,5:08.0,A. Baynes makes 2-pt jump shot from 10 ft (assist by S. Blake),,73,64
233,3,4:59.0,Offensive charge foul by J. McRae (drawn by A. Baynes),,73,64
234,3,4:59.0,,Turnover by J. McRae (offensive foul),73,64
235,3,4:37.0,S. Blake makes 3-pt jump shot from 25 ft (assist by R. Bullock),,76,64
236,3,4:18.0,,R. Jefferson misses 2-pt jump shot from 4 ft,76,64
237,3,4:16.0,Defensive rebound by D. Hilliard,,76,64
238,3,4:10.0,D. Hilliard misses 2-pt layup from 2 ft,,76,64
239,3,4:08.0,,Defensive rebound by T. Mozgov,76,64
240,3,3:44.0,,C. Frye misses 3-pt jump shot from 24 ft,76,64
241,3,3:44.0,Defensive rebound by R. Bullock,,76,64
242,3,3:34.0,A. Baynes misses 2-pt jump shot from 11 ft,,76,64
243,3,3:34.0,Offensive rebound by A. Baynes,,76,64
244,3,3:25.0,A. Baynes makes 2-pt dunk at rim (assist by R. Bullock),,78,64
245,3,3:04.0,,Shooting foul by S. Blake (drawn by R. Jefferson),78,64
246,3,3:04.0,,R. Jefferson makes free throw 1 of 2,78,65
247,3,3:04.0,,J. Jones enters the game for C. Frye,78,65
248,3,3:04.0,,R. Jefferson makes free throw 2 of 2,78,66
249,3,2:58.0,Shooting foul by D. Jones (drawn by D. Hilliard),,78,66
250,3,2:58.0,Detroit full timeout,,78,66
251,3,2:58.0,S. Johnson enters the game for A. Tolliver,,78,66
252,3,2:58.0,J. Meeks enters the game for R. Bullock,,78,66
253,3,2:58.0,,S. Kaun enters the game for T. Mozgov,78,66
254,3,2:58.0,D. Hilliard makes free throw 1 of 2,,79,66
255,3,2:58.0,D. Hilliard makes free throw 2 of 2,,80,66
256,3,2:39.0,,J. McRae makes 2-pt jump shot from 2 ft (assist by J. Jones),80,68
257,3,2:22.0,S. Johnson misses 2-pt jump shot from 15 ft,,80,68
258,3,2:22.0,,Defensive rebound by J. Jones,80,68
259,3,1:57.0,,J. McRae makes 2-pt jump shot from 14 ft,80,70
260,3,1:42.0,A. Baynes misses 2-pt jump shot from 5 ft (block by S. Kaun),,80,70
261,3,1:40.0,,Defensive rebound by J. McRae,80,70
262,3,1:32.0,,Turnover by J. Jones (bad pass; steal by S. Blake),80,70
263,3,1:18.0,J. Meeks misses 3-pt jump shot from 23 ft,,80,70
264,3,1:17.0,,Defensive rebound by S. Kaun,80,70
265,3,1:10.0,,D. Jones misses 2-pt layup at rim,80,70
266,3,1:08.0,Defensive rebound by S. Blake,,80,70
267,3,0:54.0,A. Baynes misses 2-pt jump shot from 4 ft,,80,70
268,3,0:53.0,Offensive rebound by A. Baynes,,80,70
269,3,0:53.0,Shooting foul by J. Jones (drawn by A. Baynes),,80,70
270,3,0:53.0,A. Baynes makes free throw 1 of 2,,81,70
271,3,0:53.0,,C. Frye enters the game for R. Jefferson,81,70
272,3,0:53.0,A. Baynes makes free throw 2 of 2,,82,70
273,3,0:33.0,,J. McRae makes 2-pt layup from 1 ft,82,72
274,3,0:18.0,S. Johnson misses 2-pt layup at rim,,82,72
275,3,0:16.0,,Defensive rebound by C. Frye,82,72
276,3,0:03.0,,J. McRae misses 3-pt jump shot from 24 ft,82,72
277,3,0:01.0,Defensive rebound by D. Hilliard,,82,72
278,3,0:00.0,D. Hilliard misses 3-pt jump shot from 58 ft,,82,72
279,3,0:00.0,Offensive rebound by Team,,82,72
280,4,11:40.0,Turnover by D. Hilliard (bad pass),,82,72
281,4,11:34.0,,Personal foul by D. Hilliard,82,72
282,4,11:28.0,,J. Jones makes 3-pt jump shot from 24 ft (assist by J. McRae),82,75
283,4,11:07.0,J. Meeks misses 2-pt jump shot from 6 ft,,82,75
284,4,11:05.0,,Defensive rebound by D. Jones,82,75
285,4,11:02.0,,Turnover by J. Jones (lost ball; steal by S. Johnson),82,75
286,4,10:57.0,J. Meeks misses 2-pt layup from 1 ft (block by D. Jones),,82,75
287,4,10:55.0,Offensive rebound by S. Johnson,,82,75
288,4,10:54.0,Shooting foul by J. McRae (drawn by S. Johnson),,82,75
289,4,10:54.0,S. Johnson makes free throw 1 of 2,,83,75
290,4,10:54.0,R. Bullock enters the game for D. Hilliard,,83,75
291,4,10:54.0,S. Johnson makes free throw 2 of 2,,84,75
292,4,10:36.0,,J. Jones makes 2-pt jump shot from 9 ft (assist by C. Frye),84,77
293,4,10:23.0,S. Johnson misses 2-pt jump shot from 16 ft,,84,77
294,4,10:23.0,,Defensive rebound by J. Jones,84,77
295,4,10:14.0,,S. Kaun misses 2-pt jump shot from 4 ft (block by J. Anthony),84,77
296,4,10:14.0,,Offensive rebound by Team,84,77
297,4,10:06.0,,D. Jones misses 2-pt jump shot from 20 ft,84,77
298,4,10:06.0,Defensive rebound by R. Bullock,,84,77
299,4,9:57.0,Shooting foul by J. McRae (drawn by S. Dinwiddie),,84,77
300,4,9:57.0,S. Dinwiddie misses free throw 1 of 2,,84,77
301,4,9:57.0,Offensive rebound by Team,,84,77
302,4,9:57.0,S. Dinwiddie makes free throw 2 of 2,,85,77
303,4,9:35.0,,Shooting foul by J. Anthony (drawn by J. McRae),85,77
304,4,9:35.0,,J. McRae makes free throw 1 of 2,85,78
305,4,9:35.0,,J. McRae makes free throw 2 of 2,85,79
306,4,9:21.0,J. Meeks misses 2-pt jump shot from 7 ft,,85,79
307,4,9:21.0,,Defensive rebound by D. Jones,85,79
308,4,9:12.0,,J. McRae misses 2-pt jump shot from 13 ft,85,79
309,4,9:12.0,,Offensive rebound by S. Kaun,85,79
310,4,9:12.0,,S. Kaun makes 2-pt layup at rim,85,81
311,4,9:12.0,Detroit full timeout,,85,81
312,4,8:54.0,Shooting foul by D. Jones (drawn by S. Dinwiddie),,85,81
313,4,8:54.0,S. Dinwiddie makes free throw 1 of 2,,86,81
314,4,8:54.0,S. Dinwiddie makes free throw 2 of 2,,87,81
315,4,8:38.0,,J. Jones misses 3-pt jump shot from 25 ft,87,81
316,4,8:37.0,Defensive rebound by J. Meeks,,87,81
317,4,8:33.0,R. Bullock makes 2-pt layup at rim (assist by J. Meeks),,89,81
318,4,8:11.0,,J. McRae misses 2-pt layup from 1 ft (block by J. Anthony),89,81
319,4,8:11.0,,Offensive rebound by Team,89,81
320,4,8:08.0,,Personal foul by S. Johnson,89,81
321,4,7:52.0,,D. Jones makes 2-pt jump shot from 22 ft,89,83
322,4,7:34.0,S. Dinwiddie misses 2-pt layup from 1 ft (block by S. Kaun),,89,83
323,4,7:34.0,Offensive rebound by Team,,89,83
324,4,7:31.0,S. Dinwiddie makes 2-pt layup from 1 ft (assist by R. Bullock),,91,83
325,4,7:22.0,,J. McRae misses 2-pt jump shot from 11 ft,91,83
326,4,7:20.0,Defensive rebound by S. Dinwiddie,,91,83
327,4,7:13.0,J. Meeks makes 2-pt jump shot from 10 ft (assist by S. Johnson),,93,83
328,4,7:13.0,,Cleveland full timeout,93,83
329,4,7:13.0,,T. Mozgov enters the game for C. Frye,93,83
330,4,7:13.0,,R. Jefferson enters the game for J. McRae,93,83
331,4,6:57.0,,T. Mozgov misses 2-pt jump shot from 17 ft,93,83
332,4,6:57.0,Defensive rebound by J. Meeks,,93,83
333,4,6:38.0,J. Meeks misses 3-pt jump shot from 24 ft,,93,83
334,4,6:37.0,,Defensive rebound by D. Jones,93,83
335,4,6:19.0,,S. Kaun misses 2-pt jump shot from 9 ft,93,83
336,4,6:17.0,,Offensive rebound by T. Mozgov,93,83
337,4,6:17.0,,T. Mozgov makes 2-pt layup at rim,93,85
338,4,6:03.0,S. Johnson misses 3-pt jump shot from 24 ft,,93,85
339,4,6:03.0,,Defensive rebound by J. Jones,93,85
340,4,5:54.0,,Offensive foul by J. Jones (drawn by S. Dinwiddie),93,85
341,4,5:54.0,,Turnover by J. Jones (offensive foul),93,85
342,4,5:54.0,A. Tolliver enters the game for S. Johnson,,93,85
343,4,5:43.0,S. Dinwiddie misses 2-pt jump shot from 16 ft,,93,85
344,4,5:42.0,Offensive rebound by J. Anthony,,93,85
345,4,5:37.0,J. Anthony makes 2-pt jump shot from 10 ft,,95,85
346,4,5:16.0,,D. Jones makes 3-pt jump shot from 24 ft (assist by T. Mozgov),95,88
347,4,4:53.0,Shooting foul by T. Mozgov (drawn by S. Dinwiddie),,95,88
348,4,4:53.0,S. Dinwiddie makes free throw 1 of 2,,96,88
349,4,4:53.0,,J. McRae enters the game for R. Jefferson,96,88
350,4,4:53.0,S. Dinwiddie misses free throw 2 of 2,,96,88
351,4,4:50.0,,Defensive rebound by T. Mozgov,96,88
352,4,4:31.0,,J. McRae misses 2-pt jump shot from 13 ft,96,88
353,4,4:30.0,,Offensive rebound by Team,96,88
354,4,4:14.0,,D. Jones makes 2-pt jump shot from 5 ft,96,90
355,4,3:57.0,J. Meeks makes 3-pt jump shot from 24 ft,,99,90
356,4,3:38.0,,T. Mozgov misses 2-pt layup from 1 ft (block by J. Anthony),99,90
357,4,3:36.0,Defensive rebound by A. Tolliver,,99,90
358,4,3:29.0,J. Meeks misses 2-pt jump shot from 3 ft,,99,90
359,4,3:28.0,,Defensive rebound by T. Mozgov,99,90
360,4,3:21.0,,D. Jones misses 2-pt jump shot from 13 ft,99,90
361,4,3:20.0,,Offensive rebound by S. Kaun,99,90
362,4,3:20.0,,S. Kaun misses 2-pt layup from 2 ft,99,90
363,4,3:20.0,,Offensive rebound by Team,99,90
364,4,3:20.0,S. Johnson enters the game for J. Meeks,,99,90
365,4,3:10.0,,J. Jones makes 2-pt jump shot from 14 ft,99,92
366,4,2:52.0,A. Tolliver misses 3-pt jump shot from 24 ft,,99,92
367,4,2:51.0,,Defensive rebound by S. Kaun,99,92
368,4,2:37.0,,T. Mozgov misses 2-pt jump shot from 7 ft,99,92
369,4,2:36.0,Defensive rebound by J. Anthony,,99,92
370,4,2:21.0,A. Tolliver misses 2-pt jump shot from 19 ft,,99,92
371,4,2:20.0,,Defensive rebound by S. Kaun,99,92
372,4,2:10.0,,J. McRae makes 2-pt layup from 1 ft,99,94
373,4,1:49.0,S. Dinwiddie makes 2-pt layup from 1 ft,,101,94
374,4,1:44.0,,T. Mozgov makes 2-pt layup from 1 ft (assist by J. McRae),101,96
375,4,1:23.0,S. Johnson misses 2-pt jump shot from 14 ft,,101,96
376,4,1:21.0,,Defensive rebound by T. Mozgov,101,96
377,4,1:13.0,,J. McRae makes 2-pt jump shot from 13 ft,101,98
378,4,0:51.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,101,98
379,4,0:50.0,,Defensive rebound by T. Mozgov,101,98
380,4,0:41.0,,J. McRae makes 2-pt jump shot from 7 ft,101,100
381,4,0:41.0,Detroit full timeout,,101,100
