,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,INDIANA_ACTION,CLEVELAND_SCORE,INDIANA_SCORE
35,1,6:22.0,Offensive rebound by Team,,13,12
36,1,6:22.0,K. Love makes free throw 2 of 2,,14,12
37,1,6:06.0,,P. George misses 2-pt layup from 3 ft (block by L. James),14,12
38,1,6:06.0,Defensive rebound by Team,,14,12
39,1,5:47.0,T. Thompson makes 2-pt dunk from 1 ft (assist by K. Irving),,16,12
40,1,5:33.0,,M. Turner misses 2-pt jump shot from 16 ft,16,12
41,1,5:33.0,,Offensive rebound by Team,16,12
42,1,5:31.0,,Turnover by J. Hill (step out of bounds),16,12
43,1,5:16.0,J. Smith makes 2-pt jump shot from 19 ft,,18,12
44,1,4:58.0,,J. Hill misses 2-pt hook shot from 6 ft,18,12
45,1,4:57.0,,Offensive rebound by M. Turner,18,12
46,1,4:57.0,,M. Turner misses 2-pt layup from 1 ft,18,12
47,1,4:56.0,Defensive rebound by K. Love,,18,12
48,1,4:51.0,K. Irving makes 2-pt dunk from 1 ft (assist by L. James),,20,12
49,1,4:39.0,,G. Hill makes 3-pt jump shot from 24 ft,20,15
50,1,4:29.0,K. Irving misses 2-pt jump shot from 19 ft,,20,15
51,1,4:28.0,,Defensive rebound by G. Hill,20,15
52,1,4:21.0,,Personal foul by K. Love (drawn by P. George),20,15
53,1,4:21.0,,L. Allen enters the game for J. Hill,20,15
54,1,4:21.0,M. Dellavedova enters the game for K. Love,,20,15
55,1,4:21.0,I. Shumpert enters the game for K. Irving,,20,15
56,1,4:21.0,,J. Young enters the game for G. Hill,20,15
57,1,4:10.0,,J. Young misses 2-pt jump shot from 18 ft,20,15
58,1,4:09.0,Defensive rebound by L. James,,20,15
59,1,3:57.0,L. James makes 2-pt layup from 3 ft,,22,15
60,1,3:51.0,,P. George misses 3-pt jump shot from 25 ft,22,15
61,1,3:50.0,Defensive rebound by L. James,,22,15
62,1,3:26.0,I. Shumpert misses 2-pt jump shot from 4 ft (block by L. Allen),,22,15
63,1,3:26.0,Offensive rebound by T. Thompson,,22,15
64,1,3:23.0,T. Thompson makes 2-pt hook shot from 6 ft,,24,15
65,1,3:09.0,,M. Ellis misses 2-pt jump shot from 18 ft,24,15
66,1,3:09.0,Defensive rebound by I. Shumpert,,24,15
67,1,3:02.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,24,15
68,1,3:01.0,,Defensive rebound by P. George,24,15
69,1,2:56.0,,M. Ellis makes 2-pt layup from 1 ft (assist by P. George),24,17
70,1,2:55.0,Cleveland full timeout,,24,17
71,1,2:55.0,R. Jefferson enters the game for L. James,,24,17
72,1,2:55.0,,S. Hill enters the game for M. Turner,24,17
73,1,2:55.0,Violation by Team (delay of game),,24,17
74,1,2:41.0,J. Smith makes 3-pt jump shot from 26 ft (assist by R. Jefferson),,27,17
75,1,2:22.0,,M. Ellis misses 2-pt jump shot from 11 ft,27,17
76,1,2:21.0,Defensive rebound by T. Thompson,,27,17
77,1,2:14.0,I. Shumpert makes 2-pt jump shot from 17 ft,,29,17
78,1,1:59.0,,L. Allen makes 2-pt jump shot from 10 ft (assist by M. Ellis),29,19
79,1,1:47.0,T. Thompson makes 2-pt dunk from 1 ft (assist by M. Dellavedova),,31,19
80,1,1:45.0,,Indiana full timeout,31,19
81,1,1:45.0,,C. Miles enters the game for P. George,31,19
82,1,1:30.0,,Turnover by M. Ellis (bad pass; steal by M. Dellavedova),31,19
83,1,1:19.0,T. Thompson makes 2-pt dunk from 1 ft (assist by I. Shumpert),,33,19
84,1,1:07.0,,Turnover by L. Allen (bad pass; steal by M. Dellavedova),33,19
85,1,1:01.0,M. Dellavedova misses 2-pt layup from 2 ft,,33,19
86,1,1:00.0,,Defensive rebound by C. Miles,33,19
87,1,0:44.0,,J. Young makes 2-pt jump shot from 17 ft,33,21
88,1,0:36.0,Turnover by M. Dellavedova (bad pass; steal by M. Ellis),,33,21
89,1,0:32.0,,J. Young makes 2-pt layup from 2 ft,33,23
90,1,0:29.0,Turnover by M. Dellavedova (lost ball; steal by S. Hill),,33,23
91,1,0:28.0,,Clear path foul by R. Jefferson,33,23
92,1,0:28.0,,S. Hill misses clear path free throw 1 of 2,33,23
93,1,0:28.0,,Offensive rebound by Team,33,23
94,1,0:28.0,,S. Hill makes clear path free throw 2 of 2,33,24
95,1,0:08.0,,C. Miles misses 3-pt jump shot from 23 ft,33,24
96,1,0:07.0,,Offensive rebound by L. Allen,33,24
97,1,0:06.0,,L. Allen makes 2-pt layup at rim,33,26
98,1,0:00.0,J. Smith misses 3-pt jump shot from 28 ft,,33,26
99,1,0:00.0,Offensive rebound by Team,,33,26
100,2,11:49.0,,Offensive foul by C. Miles (drawn by I. Shumpert),33,26
101,2,11:49.0,,Turnover by C. Miles (offensive foul),33,26
102,2,11:30.0,K. Love misses 2-pt jump shot from 15 ft,,33,26
103,2,11:30.0,,Defensive rebound by J. Young,33,26
104,2,11:09.0,,S. Hill misses 2-pt jump shot from 16 ft,33,26
105,2,11:09.0,Defensive rebound by T. Mozgov,,33,26
106,2,11:03.0,Personal foul by S. Hill (drawn by K. Love),,33,26
107,2,11:03.0,K. Irving enters the game for M. Dellavedova,,33,26
108,2,11:03.0,,G. Hill enters the game for J. Young,33,26
109,2,10:53.0,Shooting foul by L. Allen (drawn by K. Love),,33,26
110,2,10:53.0,K. Love makes free throw 1 of 2,,34,26
111,2,10:53.0,K. Love makes free throw 2 of 2,,35,26
112,2,10:37.0,,C. Miles misses 2-pt jump shot from 21 ft,35,26
113,2,10:37.0,Defensive rebound by K. Love,,35,26
114,2,10:23.0,T. Mozgov makes 2-pt layup from 2 ft (assist by I. Shumpert),,37,26
115,2,10:04.0,,Turnover by S. Hill (bad pass),37,26
116,2,10:04.0,L. James enters the game for R. Jefferson,,37,26
117,2,9:52.0,Turnover by K. Love (lost ball; steal by C. Miles),,37,26
118,2,9:46.0,,G. Robinson makes 2-pt dunk from 2 ft (assist by C. Miles),37,28
119,2,9:39.0,Personal foul by C. Miles (drawn by K. Love),,37,28
120,2,9:39.0,,P. George enters the game for C. Miles,37,28
121,2,9:25.0,K. Irving makes 2-pt jump shot from 15 ft,,39,28
122,2,9:04.0,,G. Hill makes 2-pt jump shot from 15 ft,39,30
123,2,8:53.0,L. James makes 2-pt layup from 4 ft (assist by K. Irving),,41,30
124,2,8:47.0,,Shooting foul by K. Irving (drawn by G. Hill),41,30
125,2,8:47.0,Violation by T. Mozgov (def goaltending),,41,30
126,2,8:47.0,,G. Hill makes 2-pt layup from 3 ft,41,32
127,2,8:47.0,Official timeout,,41,32
128,2,8:47.0,,J. Hill enters the game for S. Hill,41,32
129,2,8:47.0,,G. Hill makes free throw 1 of 1,41,33
130,2,8:25.0,K. Irving makes 2-pt jump shot from 15 ft,,43,33
131,2,8:12.0,,G. Robinson misses 2-pt jump shot from 16 ft,43,33
132,2,8:12.0,Defensive rebound by Team,,43,33
133,2,7:59.0,Turnover by K. Irving (lost ball; steal by G. Robinson),,43,33
134,2,7:58.0,,Personal foul by T. Mozgov (drawn by G. Hill),43,33
135,2,7:42.0,,P. George misses 3-pt jump shot from 24 ft,43,33
136,2,7:41.0,Defensive rebound by K. Love,,43,33
137,2,7:33.0,L. James makes 2-pt layup from 2 ft,,45,33
138,2,7:21.0,,P. George misses 2-pt jump shot from 13 ft,45,33
139,2,7:21.0,Defensive rebound by I. Shumpert,,45,33
140,2,7:13.0,L. James misses 2-pt layup from 2 ft,,45,33
141,2,7:12.0,Offensive rebound by I. Shumpert,,45,33
142,2,6:57.0,L. James misses 3-pt jump shot from 24 ft,,45,33
143,2,6:56.0,,Defensive rebound by P. George,45,33
144,2,6:47.0,,L. Allen makes 2-pt jump shot from 5 ft (assist by P. George),45,35
145,2,6:26.0,K. Irving misses 2-pt jump shot from 10 ft,,45,35
146,2,6:26.0,,Defensive rebound by L. Allen,45,35
147,2,6:13.0,,J. Hill makes 2-pt jump shot from 13 ft (assist by P. George),45,37
148,2,5:59.0,K. Irving misses 2-pt jump shot from 12 ft (block by J. Hill),,45,37
149,2,5:59.0,Offensive rebound by Team,,45,37
150,2,5:59.0,,Indiana full timeout,45,37
151,2,5:59.0,,M. Turner enters the game for L. Allen,45,37
152,2,5:57.0,Turnover by K. Love (bad pass; steal by P. George),,45,37
153,2,5:51.0,,G. Hill makes 2-pt layup from 1 ft (assist by G. Robinson),45,39
154,2,5:26.0,L. James makes 2-pt jump shot from 18 ft,,47,39
155,2,5:12.0,,Shooting foul by T. Mozgov (drawn by P. George),47,39
156,2,5:12.0,,P. George makes free throw 1 of 2,47,40
157,2,5:12.0,,M. Ellis enters the game for G. Robinson,47,40
158,2,5:12.0,T. Thompson enters the game for T. Mozgov,,47,40
159,2,5:12.0,J. Smith enters the game for I. Shumpert,,47,40
160,2,5:12.0,,P. George makes free throw 2 of 2,47,41
161,2,4:56.0,Turnover by L. James (traveling),,47,41
162,2,4:41.0,,Turnover by J. Hill (lost ball; steal by J. Smith),47,41
163,2,4:36.0,Turnover by J. Smith (bad pass),,47,41
164,2,4:26.0,,M. Ellis misses 3-pt jump shot from 24 ft,47,41
165,2,4:24.0,,Offensive rebound by Team,47,41
166,2,4:23.0,,Turnover by P. George (bad pass; steal by J. Smith),47,41
167,2,4:16.0,L. James misses 2-pt jump shot from 8 ft,,47,41
168,2,4:16.0,Offensive rebound by T. Thompson,,47,41
169,2,4:16.0,,Loose ball foul by M. Turner (drawn by T. Thompson),47,41
170,2,4:07.0,L. James misses 2-pt jump shot from 21 ft,,47,41
171,2,4:06.0,,Defensive rebound by G. Hill,47,41
172,2,3:54.0,,G. Hill makes 3-pt jump shot from 26 ft (assist by J. Hill),47,44
173,2,3:39.0,K. Love makes 2-pt layup from 4 ft,,49,44
174,2,3:18.0,,M. Ellis misses 2-pt jump shot from 18 ft,49,44
175,2,3:17.0,Defensive rebound by T. Thompson,,49,44
176,2,3:03.0,J. Smith makes 2-pt jump shot from 14 ft (assist by L. James),,51,44
177,2,2:47.0,,J. Hill makes 2-pt jump shot from 18 ft (assist by G. Hill),51,46
178,2,2:31.0,J. Smith misses 2-pt jump shot from 17 ft,,51,46
179,2,2:30.0,,Defensive rebound by J. Hill,51,46
180,2,2:18.0,,G. Hill misses 3-pt jump shot from 24 ft,51,46
181,2,2:17.0,Defensive rebound by T. Thompson,,51,46
182,2,2:09.0,Personal foul by P. George (drawn by L. James),,51,46
183,2,2:09.0,Cleveland full timeout,,51,46
184,2,2:09.0,M. Dellavedova enters the game for K. Irving,,51,46
185,2,2:09.0,L. James misses free throw 1 of 2,,51,46
186,2,2:09.0,Offensive rebound by Team,,51,46
187,2,2:09.0,L. James makes free throw 2 of 2,,52,46
188,2,1:53.0,,P. George misses 2-pt jump shot from 16 ft,52,46
189,2,1:52.0,,Offensive rebound by M. Turner,52,46
190,2,1:49.0,,M. Turner misses 2-pt jump shot from 6 ft,52,46
191,2,1:49.0,Defensive rebound by T. Thompson,,52,46
192,2,1:38.0,K. Love misses 3-pt jump shot from 23 ft,,52,46
193,2,1:37.0,Offensive rebound by T. Thompson,,52,46
194,2,1:29.0,T. Thompson makes 2-pt layup from 2 ft (assist by M. Dellavedova),,54,46
195,2,1:29.0,Shooting foul by M. Turner (drawn by T. Thompson),,54,46
196,2,1:29.0,T. Thompson misses free throw 1 of 1,,54,46
197,2,1:28.0,,Defensive rebound by M. Ellis,54,46
198,2,1:12.0,,M. Turner misses 2-pt jump shot from 17 ft,54,46
199,2,1:11.0,Defensive rebound by J. Smith,,54,46
200,2,0:55.0,L. James makes 2-pt jump shot from 12 ft,,56,46
201,2,0:37.0,,P. George makes 3-pt jump shot from 26 ft,56,49
202,2,0:20.0,Personal foul by P. George (drawn by L. James),,56,49
203,2,0:20.0,L. James makes free throw 1 of 2,,57,49
204,2,0:20.0,L. James makes free throw 2 of 2,,58,49
205,2,0:07.0,,Personal foul by M. Dellavedova (drawn by G. Hill),58,49
206,2,0:04.0,,Turnover by P. George (lost ball; steal by L. James),58,49
207,2,0:01.0,L. James makes 2-pt dunk from 4 ft,,60,49
208,2,0:00.0,,Turnover by M. Ellis (traveling),60,49
209,3,11:46.0,,Personal block foul by J. Smith (drawn by P. George),60,49
210,3,11:46.0,,Inbound foul by L. James,60,49
211,3,11:46.0,,P. George makes free throw 1 of 2,60,50
212,3,11:46.0,,G. Hill enters the game for C. Miles,60,50
213,3,11:46.0,,P. George makes free throw 2 of 2,60,51
214,3,11:31.0,K. Love makes 2-pt jump shot from 21 ft (assist by L. James),,62,51
215,3,11:16.0,,M. Ellis makes 2-pt jump shot from 20 ft,62,53
216,3,10:59.0,K. Irving misses 2-pt jump shot from 20 ft,,62,53
217,3,10:58.0,,Defensive rebound by M. Ellis,62,53
218,3,10:49.0,,J. Hill misses 2-pt jump shot from 17 ft,62,53
219,3,10:48.0,Defensive rebound by L. James,,62,53
220,3,10:41.0,Personal foul by J. Hill (drawn by K. Love),,62,53
221,3,10:32.0,J. Smith misses 2-pt jump shot from 6 ft,,62,53
222,3,10:31.0,Offensive rebound by T. Thompson,,62,53
223,3,10:21.0,L. James misses 3-pt jump shot from 26 ft,,62,53
224,3,10:21.0,,Defensive rebound by J. Hill,62,53
225,3,10:08.0,,M. Ellis makes 3-pt jump shot from 24 ft (assist by G. Hill),62,56
226,3,9:47.0,K. Love misses 3-pt jump shot from 25 ft,,62,56
227,3,9:46.0,,Defensive rebound by Team,62,56
228,3,9:34.0,,M. Ellis makes 2-pt jump shot from 20 ft,62,58
229,3,9:34.0,Cleveland full timeout,,62,58
230,3,9:17.0,K. Irving misses 2-pt layup from 4 ft,,62,58
231,3,9:16.0,,Defensive rebound by M. Turner,62,58
232,3,9:11.0,,P. George misses 3-pt jump shot from 25 ft,62,58
233,3,9:10.0,,Offensive rebound by J. Hill,62,58
234,3,9:05.0,,G. Hill makes 3-pt jump shot from 26 ft (assist by J. Hill),62,61
235,3,8:45.0,L. James misses 2-pt layup from 2 ft (block by M. Turner),,62,61
236,3,8:45.0,,Defensive rebound by Team,62,61
237,3,8:45.0,I. Shumpert enters the game for J. Smith,,62,61
238,3,8:30.0,,M. Ellis misses 3-pt jump shot from 24 ft,62,61
239,3,8:29.0,Defensive rebound by K. Love,,62,61
240,3,8:18.0,K. Love misses 2-pt jump shot from 20 ft,,62,61
241,3,8:18.0,Offensive rebound by T. Thompson,,62,61
242,3,8:18.0,,Loose ball foul by P. George (drawn by T. Thompson),62,61
243,3,8:02.0,T. Thompson makes 2-pt layup from 1 ft (assist by K. Irving),,64,61
244,3,7:47.0,Offensive charge foul by M. Ellis (drawn by K. Love),,64,61
245,3,7:47.0,,Turnover by M. Ellis (offensive foul),64,61
246,3,7:36.0,Shooting foul by M. Turner (drawn by L. James),,64,61
247,3,7:36.0,L. James misses free throw 1 of 2,,64,61
248,3,7:36.0,Offensive rebound by Team,,64,61
249,3,7:36.0,L. James makes free throw 2 of 2,,65,61
250,3,7:14.0,,G. Hill misses 2-pt jump shot from 22 ft,65,61
251,3,7:14.0,Defensive rebound by T. Thompson,,65,61
252,3,7:05.0,Turnover by I. Shumpert (bad pass; steal by G. Hill),,65,61
253,3,7:01.0,,G. Hill makes 2-pt layup from 2 ft,65,63
254,3,6:51.0,Offensive foul by T. Thompson (drawn by G. Hill),,65,63
255,3,6:51.0,Turnover by T. Thompson (offensive foul),,65,63
256,3,6:51.0,M. Dellavedova enters the game for K. Irving,,65,63
257,3,6:38.0,,M. Turner misses 2-pt jump shot from 18 ft,65,63
258,3,6:38.0,Defensive rebound by L. James,,65,63
259,3,6:15.0,T. Thompson makes 2-pt hook shot from 4 ft (assist by M. Dellavedova),,67,63
260,3,5:52.0,,J. Hill makes 2-pt jump shot from 14 ft,67,65
261,3,5:33.0,M. Dellavedova misses 2-pt jump shot from 11 ft,,67,65
262,3,5:32.0,Offensive rebound by T. Thompson,,67,65
263,3,5:21.0,Turnover by M. Dellavedova (bad pass; steal by J. Hill),,67,65
264,3,5:18.0,,Personal take foul by M. Dellavedova (drawn by G. Hill),67,65
265,3,5:07.0,,M. Turner makes 2-pt jump shot from 9 ft (assist by J. Hill),67,67
266,3,4:50.0,Turnover by M. Dellavedova (bad pass; steal by M. Ellis),,67,67
267,3,4:44.0,,Turnover by P. George (lost ball; steal by L. James),67,67
268,3,4:40.0,Personal block foul by P. George (drawn by L. James),,67,67
269,3,4:40.0,J. Smith enters the game for K. Love,,67,67
270,3,4:40.0,,J. Young enters the game for P. George,67,67
271,3,4:40.0,,L. Allen enters the game for J. Hill,67,67
272,3,4:40.0,,S. Hill enters the game for G. Hill,67,67
273,3,4:23.0,J. Smith misses 3-pt jump shot from 25 ft,,67,67
274,3,4:23.0,,Defensive rebound by J. Young,67,67
275,3,4:18.0,,Personal foul by J. Smith (drawn by L. Allen),67,67
276,3,4:02.0,,M. Ellis misses 3-pt jump shot from 25 ft,67,67
277,3,4:01.0,,Offensive rebound by L. Allen,67,67
278,3,3:58.0,,L. Allen misses 2-pt jump shot from 6 ft,67,67
279,3,3:56.0,,Offensive rebound by M. Turner,67,67
280,3,3:56.0,,M. Turner misses 2-pt layup from 1 ft,67,67
281,3,3:55.0,,Offensive rebound by M. Turner,67,67
282,3,3:55.0,,M. Turner makes 2-pt layup from 1 ft,67,69
283,3,3:30.0,L. James misses 3-pt jump shot from 23 ft,,67,69
284,3,3:29.0,Offensive rebound by Team,,67,69
285,3,3:20.0,M. Dellavedova misses 2-pt layup from 3 ft (block by M. Turner),,67,69
286,3,3:20.0,,Defensive rebound by M. Turner,67,69
287,3,2:57.0,,M. Turner misses 2-pt hook shot from 4 ft,67,69
288,3,2:56.0,Defensive rebound by M. Dellavedova,,67,69
289,3,2:51.0,J. Smith makes 3-pt jump shot from 27 ft (assist by M. Dellavedova),,70,69
290,3,2:51.0,,Indiana full timeout,70,69
291,3,2:51.0,K. Irving enters the game for M. Dellavedova,,70,69
292,3,2:33.0,,M. Ellis misses 2-pt jump shot from 11 ft,70,69
293,3,2:32.0,,Offensive rebound by M. Turner,70,69
294,3,2:31.0,,M. Turner makes 2-pt layup from 1 ft,70,71
295,3,2:14.0,J. Smith misses 2-pt jump shot from 19 ft,,70,71
296,3,2:13.0,Offensive rebound by Team,,70,71
297,3,2:13.0,,C. Miles enters the game for J. Young,70,71
298,3,2:03.0,K. Irving misses 2-pt layup from 4 ft,,70,71
299,3,2:03.0,,Defensive rebound by M. Turner,70,71
300,3,1:57.0,,Shooting foul by L. James (drawn by M. Ellis),70,71
301,3,1:57.0,,M. Ellis makes free throw 1 of 2,70,72
302,3,1:57.0,,M. Ellis misses free throw 2 of 2,70,72
303,3,1:57.0,Defensive rebound by L. James,,70,72
304,3,1:37.0,J. Smith makes 3-pt jump shot from 25 ft (assist by K. Irving),,73,72
305,3,1:20.0,,L. Allen misses 2-pt jump shot from 17 ft,73,72
306,3,1:20.0,,Offensive rebound by M. Turner,73,72
307,3,1:10.0,,C. Miles makes 3-pt jump shot from 24 ft (assist by S. Hill),73,75
308,3,0:50.0,J. Smith misses 2-pt layup from 4 ft,,73,75
309,3,0:49.0,Offensive rebound by T. Thompson,,73,75
310,3,0:47.0,Turnover by T. Thompson (step out of bounds),,73,75
311,3,0:36.0,,S. Hill makes 2-pt layup from 2 ft (assist by M. Ellis),73,77
312,3,0:12.0,Shooting foul by S. Hill (drawn by I. Shumpert),,73,77
313,3,0:12.0,I. Shumpert makes free throw 1 of 2,,74,77
314,3,0:12.0,R. Jefferson enters the game for L. James,,74,77
315,3,0:12.0,I. Shumpert makes free throw 2 of 2,,75,77
316,3,0:02.0,,M. Ellis misses 2-pt jump shot from 11 ft,75,77
317,3,0:01.0,,Offensive rebound by S. Hill,75,77
318,3,0:01.0,,S. Hill misses 2-pt layup from 1 ft,75,77
319,3,0:01.0,,Offensive rebound by S. Hill,75,77
320,3,0:01.0,,Shooting foul by T. Thompson (drawn by S. Hill),75,77
321,3,0:01.0,,S. Hill makes free throw 1 of 2,75,78
322,3,0:01.0,,J. Hill enters the game for M. Turner,75,78
323,3,0:01.0,T. Mozgov enters the game for J. Smith,,75,78
324,3,0:01.0,,S. Hill makes free throw 2 of 2,75,79
325,4,11:45.0,T. Mozgov makes 2-pt jump shot from 12 ft (assist by K. Irving),,77,79
326,4,11:29.0,,C. Miles misses 3-pt jump shot from 24 ft,77,79
327,4,11:26.0,,Offensive rebound by L. Allen,77,79
328,4,11:25.0,,L. Allen makes 2-pt dunk at rim,77,81
329,4,11:02.0,T. Mozgov makes 2-pt hook shot from 9 ft,,79,81
330,4,10:41.0,,J. Hill misses 2-pt jump shot from 4 ft,79,81
331,4,10:40.0,Defensive rebound by I. Shumpert,,79,81
332,4,10:23.0,J. Smith makes 2-pt jump shot from 19 ft,,81,81
333,4,10:23.0,,Indiana full timeout,81,81
334,4,10:23.0,K. Love enters the game for I. Shumpert,,81,81
335,4,10:12.0,,G. Hill misses 3-pt jump shot from 25 ft,81,81
336,4,10:10.0,,Offensive rebound by L. Allen,81,81
337,4,9:59.0,,S. Hill makes 3-pt jump shot from 25 ft (assist by J. Hill),81,84
338,4,9:40.0,Shooting foul by S. Hill (drawn by J. Smith),,81,84
339,4,9:40.0,J. Smith misses free throw 1 of 2,,81,84
340,4,9:40.0,Offensive rebound by Team,,81,84
341,4,9:40.0,J. Smith makes free throw 2 of 2,,82,84
342,4,9:23.0,,G. Hill misses 3-pt jump shot from 23 ft,82,84
343,4,9:22.0,Defensive rebound by T. Mozgov,,82,84
344,4,9:00.0,K. Irving makes 2-pt jump shot from 8 ft,,84,84
345,4,8:44.0,,S. Hill misses 2-pt layup from 4 ft,84,84
346,4,8:43.0,,Offensive rebound by J. Hill,84,84
347,4,8:38.0,,C. Miles misses 3-pt jump shot from 24 ft,84,84
348,4,8:37.0,Defensive rebound by J. Smith,,84,84
349,4,8:19.0,K. Love misses 2-pt hook shot from 7 ft,,84,84
350,4,8:18.0,,Defensive rebound by S. Hill,84,84
351,4,8:02.0,,J. Hill misses 2-pt jump shot from 18 ft,84,84
352,4,8:01.0,Defensive rebound by K. Irving,,84,84
353,4,7:47.0,T. Mozgov misses 2-pt jump shot from 20 ft,,84,84
354,4,7:47.0,,Defensive rebound by S. Hill,84,84
355,4,7:38.0,,Personal foul by K. Irving (drawn by C. Miles),84,84
356,4,7:38.0,,P. George enters the game for C. Miles,84,84
357,4,7:38.0,L. James enters the game for R. Jefferson,,84,84
358,4,7:28.0,,J. Hill misses 2-pt jump shot from 18 ft,84,84
359,4,7:28.0,,Offensive rebound by P. George,84,84
360,4,7:23.0,,P. George makes 2-pt jump shot from 18 ft,84,86
361,4,7:03.0,K. Irving misses 3-pt jump shot from 24 ft,,84,86
362,4,7:02.0,,Defensive rebound by S. Hill,84,86
363,4,6:49.0,,J. Hill makes 2-pt layup from 1 ft (assist by G. Hill),84,88
364,4,6:49.0,,Shooting foul by T. Mozgov (drawn by J. Hill),84,88
365,4,6:49.0,,M. Turner enters the game for L. Allen,84,88
366,4,6:49.0,,M. Ellis enters the game for G. Hill,84,88
367,4,6:49.0,T. Thompson enters the game for T. Mozgov,,84,88
368,4,6:49.0,,J. Hill makes free throw 1 of 1,84,89
369,4,6:35.0,K. Love makes 2-pt layup from 3 ft (assist by L. James),,86,89
370,4,6:24.0,,M. Turner misses 2-pt jump shot from 3 ft (block by K. Love),86,89
371,4,6:23.0,Defensive rebound by L. James,,86,89
372,4,6:12.0,K. Irving makes 3-pt jump shot from 24 ft (assist by K. Love),,89,89
373,4,5:56.0,,P. George misses 2-pt jump shot from 13 ft,89,89
374,4,5:56.0,Defensive rebound by J. Smith,,89,89
375,4,5:50.0,K. Love misses 2-pt layup from 3 ft,,89,89
376,4,5:49.0,,Defensive rebound by P. George,89,89
377,4,5:39.0,,S. Hill misses 3-pt jump shot from 25 ft,89,89
378,4,5:38.0,Defensive rebound by L. James,,89,89
379,4,5:16.0,Official timeout,,89,89
380,4,5:16.0,,L. Allen enters the game for J. Hill,89,89
381,4,5:16.0,Turnover by K. Irving (lost ball; steal by M. Turner),,89,89
382,4,5:08.0,,S. Hill makes 2-pt dunk from 3 ft (assist by M. Ellis),89,91
383,4,4:52.0,K. Irving misses 3-pt jump shot from 26 ft,,89,91
384,4,4:51.0,,Defensive rebound by Team,89,91
385,4,4:51.0,Loose ball foul by K. Love (drawn by M. Turner),,89,91
386,4,4:39.0,,M. Ellis misses 3-pt jump shot from 26 ft,89,91
387,4,4:38.0,Defensive rebound by L. James,,89,91
388,4,4:30.0,L. James misses 2-pt dunk at rim (block by M. Turner),,89,91
389,4,4:29.0,,Defensive rebound by P. George,89,91
390,4,4:19.0,,P. George misses 2-pt jump shot from 20 ft,89,91
391,4,4:18.0,Defensive rebound by K. Love,,89,91
392,4,4:10.0,J. Smith misses 3-pt jump shot from 25 ft,,89,91
393,4,4:09.0,,Defensive rebound by S. Hill,89,91
394,4,4:00.0,,M. Ellis makes 2-pt layup from 4 ft,89,93
395,4,3:55.0,Personal block foul by M. Ellis (drawn by K. Irving),,89,93
396,4,3:39.0,L. James misses 3-pt jump shot from 26 ft,,89,93
397,4,3:38.0,,Defensive rebound by M. Turner,89,93
