,QUARTER,TIME_REMAINING,INDIANA_ACTION,MILWAUKEE_ACTION,INDIANA_SCORE,MILWAUKEE_SCORE
130,2,10:00.0,J. Young misses 2-pt jump shot from 12 ft,,43,22
131,2,9:59.0,,Defensive rebound by D. Inglis,43,22
132,2,9:44.0,,M. Plumlee makes 2-pt hook shot from 8 ft,43,24
133,2,9:25.0,J. Hill misses 2-pt jump shot from 18 ft,,43,24
134,2,9:24.0,,Defensive rebound by G. Vásquez,43,24
135,2,9:14.0,,R. Vaughn makes 3-pt jump shot from 25 ft (assist by G. Vásquez),43,27
136,2,8:54.0,J. Hill misses 2-pt jump shot from 21 ft,,43,27
137,2,8:53.0,,Defensive rebound by R. Vaughn,43,27
138,2,8:49.0,,Turnover by D. Inglis (bad pass),43,27
139,2,8:49.0,Official timeout,,43,27
140,2,8:49.0,Violation by Team (jump ball),,43,27
141,2,8:32.0,Shooting foul by D. Inglis (drawn by S. Whittington),,43,27
142,2,8:32.0,S. Whittington makes free throw 1 of 2,,44,27
143,2,8:32.0,S. Whittington misses free throw 2 of 2,,44,27
144,2,8:30.0,,Defensive rebound by M. Plumlee,44,27
145,2,8:11.0,,M. Plumlee misses 2-pt hook shot from 8 ft,44,27
146,2,8:11.0,Defensive rebound by Team,,44,27
147,2,7:49.0,S. Whittington misses 2-pt jump shot from 18 ft,,44,27
148,2,7:47.0,,Defensive rebound by M. Plumlee,44,27
149,2,7:39.0,,R. Vaughn misses 3-pt jump shot from 22 ft,44,27
150,2,7:37.0,Defensive rebound by J. Young,,44,27
151,2,7:24.0,G. Robinson makes 2-pt layup from 1 ft (assist by J. Young),,46,27
152,2,7:13.0,,R. Vaughn makes 2-pt jump shot from 17 ft,46,29
153,2,7:02.0,L. Allen makes 2-pt layup from 1 ft (assist by J. Young),,48,29
154,2,6:45.0,,R. Vaughn misses 3-pt jump shot from 29 ft,48,29
155,2,6:43.0,Defensive rebound by J. Young,,48,29
156,2,6:32.0,J. Young makes 2-pt layup at rim (assist by J. Hill),,50,29
157,2,6:16.0,,D. Inglis misses 2-pt jump shot from 14 ft,50,29
158,2,6:15.0,Defensive rebound by J. Hill,,50,29
159,2,5:56.0,J. Hill misses 2-pt layup at rim,,50,29
160,2,5:54.0,,Defensive rebound by J. Henson,50,29
161,2,5:50.0,,Turnover by G. Vásquez (bad pass),50,29
162,2,5:50.0,,Milwaukee full timeout,50,29
163,2,5:50.0,,T. Ennis enters the game for M. Plumlee,50,29
164,2,5:50.0,,G. Monroe enters the game for G. Vásquez,50,29
165,2,5:50.0,R. Christmas enters the game for L. Allen,,50,29
166,2,5:50.0,R. Stuckey enters the game for S. Whittington,,50,29
167,2,5:36.0,J. Young makes 3-pt jump shot from 25 ft (assist by R. Stuckey),,53,29
168,2,5:13.0,,D. Inglis makes 2-pt layup from 1 ft (assist by R. Vaughn),53,31
169,2,5:01.0,R. Christmas makes 2-pt layup from 1 ft (assist by R. Stuckey),,55,31
170,2,4:43.0,,J. Henson misses 2-pt hook shot from 6 ft,55,31
171,2,4:42.0,Defensive rebound by J. Hill,,55,31
172,2,4:34.0,Turnover by R. Stuckey (bad pass; steal by D. Inglis),,55,31
173,2,4:28.0,,J. Henson makes 2-pt layup from 1 ft (assist by D. Inglis),55,33
174,2,4:10.0,R. Christmas makes 2-pt layup at rim (assist by R. Stuckey),,57,33
175,2,3:55.0,,J. Henson makes 2-pt hook shot from 4 ft (assist by G. Monroe),57,35
176,2,3:44.0,Turnover by G. Robinson (traveling),,57,35
177,2,3:44.0,,G. Antetokounmpo enters the game for D. Inglis,57,35
178,2,3:31.0,,Shooting foul by R. Christmas (drawn by G. Monroe),57,35
179,2,3:31.0,,G. Monroe makes free throw 1 of 2,57,36
180,2,3:31.0,S. Hill enters the game for G. Robinson,,57,36
181,2,3:31.0,T. Lawson enters the game for J. Young,,57,36
182,2,3:31.0,,G. Monroe makes free throw 2 of 2,57,37
183,2,3:21.0,Turnover by R. Stuckey (lost ball; steal by T. Ennis),,57,37
184,2,3:14.0,,R. Vaughn makes 3-pt jump shot from 25 ft (assist by T. Ennis),57,40
185,2,2:53.0,S. Hill makes 3-pt jump shot from 25 ft (assist by J. Hill),,60,40
186,2,2:42.0,,Personal foul by J. Hill,60,40
187,2,2:42.0,Indiana full timeout,,60,40
188,2,2:42.0,,J. Parker enters the game for J. Henson,60,40
189,2,2:42.0,M. Turner enters the game for R. Christmas,,60,40
190,2,2:33.0,,T. Ennis makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),60,42
191,2,2:17.0,J. Hill misses 2-pt jump shot from 18 ft,,60,42
192,2,2:16.0,,Defensive rebound by G. Antetokounmpo,60,42
193,2,2:09.0,,J. Parker makes 2-pt dunk at rim (assist by T. Ennis),60,44
194,2,2:01.0,R. Stuckey misses 2-pt layup at rim,,60,44
195,2,2:00.0,,Defensive rebound by R. Vaughn,60,44
196,2,1:53.0,,R. Vaughn misses 3-pt jump shot from 24 ft,60,44
197,2,1:51.0,Defensive rebound by M. Turner,,60,44
198,2,1:43.0,J. Hill misses 2-pt dunk at rim (block by G. Antetokounmpo),,60,44
199,2,1:40.0,,Defensive rebound by T. Ennis,60,44
200,2,1:35.0,,R. Vaughn misses 3-pt jump shot from 26 ft,60,44
201,2,1:34.0,,Offensive rebound by J. Parker,60,44
202,2,1:32.0,,J. Parker misses 2-pt layup from 1 ft (block by J. Hill),60,44
203,2,1:30.0,Defensive rebound by R. Stuckey,,60,44
204,2,1:28.0,Offensive foul by M. Turner (drawn by R. Vaughn),,60,44
205,2,1:28.0,Turnover by M. Turner (offensive foul),,60,44
206,2,1:14.0,,Shooting block foul by M. Turner (drawn by G. Antetokounmpo),60,44
207,2,1:14.0,,G. Antetokounmpo makes free throw 1 of 2,60,45
208,2,1:14.0,L. Allen enters the game for M. Turner,,60,45
209,2,1:14.0,,G. Antetokounmpo makes free throw 2 of 2,60,46
210,2,0:52.0,S. Hill misses 3-pt jump shot from 24 ft,,60,46
211,2,0:51.0,,Defensive rebound by G. Monroe,60,46
212,2,0:30.0,,Turnover by G. Monroe (bad pass; steal by S. Hill),60,46
213,2,0:28.0,Personal foul by R. Vaughn,,60,46
214,2,0:11.0,J. Hill makes 2-pt layup at rim (assist by T. Lawson),,62,46
215,2,0:01.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,62,46
216,2,0:00.0,,Offensive rebound by Team,62,46
217,3,11:48.0,,Turnover by G. Antetokounmpo (bad pass; steal by M. Turner),62,46
218,3,11:43.0,R. Stuckey makes 2-pt layup at rim,,64,46
219,3,11:18.0,,T. Ennis misses 2-pt layup at rim,64,46
220,3,11:16.0,Defensive rebound by R. Stuckey,,64,46
221,3,11:08.0,T. Lawson misses 2-pt jump shot from 16 ft,,64,46
222,3,11:07.0,,Defensive rebound by J. Parker,64,46
223,3,11:01.0,,J. Parker misses 2-pt layup from 2 ft,64,46
224,3,11:00.0,,Offensive rebound by G. Antetokounmpo,64,46
225,3,11:00.0,,G. Antetokounmpo makes 2-pt dunk at rim,64,48
226,3,10:39.0,Turnover by T. Lawson (bad pass; steal by R. Vaughn),,64,48
227,3,10:32.0,,R. Vaughn misses 2-pt layup at rim,64,48
228,3,10:30.0,,Offensive rebound by M. Plumlee,64,48
229,3,10:30.0,,M. Plumlee makes 2-pt dunk at rim,64,50
230,3,10:17.0,L. Allen misses 2-pt layup at rim,,64,50
231,3,10:15.0,,Defensive rebound by J. Parker,64,50
232,3,10:12.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by J. Parker),64,52
233,3,9:49.0,L. Allen makes 2-pt dunk at rim (assist by S. Hill),,66,52
234,3,9:35.0,,J. Parker misses 2-pt jump shot from 16 ft,66,52
235,3,9:34.0,Defensive rebound by R. Stuckey,,66,52
236,3,9:23.0,Shooting foul by G. Antetokounmpo (drawn by R. Stuckey),,66,52
237,3,9:23.0,R. Stuckey makes free throw 1 of 2,,67,52
238,3,9:23.0,R. Stuckey makes free throw 2 of 2,,68,52
239,3,9:10.0,,J. Parker makes 2-pt dunk at rim (assist by G. Antetokounmpo),68,54
240,3,8:57.0,Turnover by T. Lawson (bad pass; steal by T. Ennis),,68,54
241,3,8:53.0,,J. Parker misses 2-pt layup from 1 ft (block by M. Turner),68,54
242,3,8:52.0,Defensive rebound by Team,,68,54
243,3,8:37.0,L. Allen misses 2-pt jump shot from 15 ft,,68,54
244,3,8:35.0,,Defensive rebound by G. Antetokounmpo,68,54
245,3,8:29.0,,G. Antetokounmpo makes 2-pt dunk at rim,68,56
246,3,8:27.0,Indiana full timeout,,68,56
247,3,8:10.0,S. Hill makes 3-pt jump shot from 26 ft (assist by T. Lawson),,71,56
248,3,7:50.0,,J. Parker misses 2-pt jump shot from 18 ft,71,56
249,3,7:49.0,Defensive rebound by S. Hill,,71,56
250,3,7:41.0,M. Turner makes 2-pt jump shot from 20 ft (assist by T. Lawson),,73,56
251,3,7:24.0,,J. Parker misses 2-pt layup from 1 ft (block by M. Turner),73,56
252,3,7:21.0,Defensive rebound by L. Allen,,73,56
253,3,7:00.0,T. Lawson misses 3-pt jump shot from 26 ft,,73,56
254,3,6:59.0,,Defensive rebound by Team,73,56
255,3,6:44.0,,Turnover by G. Antetokounmpo (lost ball; steal by S. Hill),73,56
256,3,6:43.0,Personal foul by G. Antetokounmpo,,73,56
257,3,6:29.0,L. Allen misses 2-pt hook shot from 4 ft,,73,56
258,3,6:28.0,,Defensive rebound by M. Plumlee,73,56
259,3,6:19.0,,Turnover by T. Ennis (bad pass; steal by S. Hill),73,56
260,3,6:15.0,S. Hill misses 2-pt layup from 1 ft,,73,56
261,3,6:12.0,,Defensive rebound by R. Vaughn,73,56
262,3,6:06.0,,G. Antetokounmpo misses 3-pt jump shot from 25 ft,73,56
263,3,6:06.0,Defensive rebound by Team,,73,56
264,3,6:06.0,,Loose ball foul by J. Parker,73,56
265,3,6:02.0,Offensive foul by M. Turner (drawn by G. Antetokounmpo),,73,56
266,3,6:02.0,Turnover by M. Turner (offensive foul),,73,56
267,3,6:02.0,J. Hill enters the game for M. Turner,,73,56
268,3,5:51.0,,Shooting foul by L. Allen (drawn by J. Parker),73,56
269,3,5:51.0,,J. Parker misses free throw 1 of 2,73,56
270,3,5:51.0,,Offensive rebound by Team,73,56
271,3,5:51.0,,J. Parker makes free throw 2 of 2,73,57
272,3,5:39.0,S. Hill misses 3-pt jump shot from 23 ft,,73,57
273,3,5:38.0,,Defensive rebound by J. Parker,73,57
274,3,5:33.0,,J. Parker makes 2-pt layup from 1 ft,73,59
275,3,5:12.0,Personal foul by R. Vaughn,,73,59
276,3,5:01.0,R. Stuckey misses 3-pt jump shot from 24 ft,,73,59
277,3,4:59.0,,Defensive rebound by Team,73,59
278,3,4:43.0,,M. Plumlee makes 2-pt dunk at rim (assist by G. Antetokounmpo),73,61
279,3,4:27.0,T. Lawson misses 2-pt jump shot from 15 ft,,73,61
280,3,4:26.0,,Defensive rebound by G. Antetokounmpo,73,61
281,3,4:13.0,,G. Antetokounmpo makes 3-pt jump shot from 27 ft,73,64
282,3,3:58.0,R. Stuckey makes 2-pt jump shot from 17 ft,,75,64
283,3,3:38.0,,R. Vaughn misses 2-pt jump shot from 16 ft,75,64
284,3,3:37.0,Defensive rebound by L. Allen,,75,64
285,3,3:28.0,Shooting block foul by M. Plumlee (drawn by T. Lawson),,75,64
286,3,3:28.0,T. Lawson misses free throw 1 of 2,,75,64
287,3,3:28.0,Offensive rebound by Team,,75,64
288,3,3:28.0,S. Whittington enters the game for L. Allen,,75,64
289,3,3:28.0,G. Robinson enters the game for R. Stuckey,,75,64
290,3,3:28.0,,J. Henson enters the game for M. Plumlee,75,64
291,3,3:28.0,T. Lawson makes free throw 2 of 2,,76,64
292,3,3:05.0,,G. Antetokounmpo misses 2-pt layup at rim,76,64
293,3,3:03.0,Defensive rebound by J. Hill,,76,64
294,3,3:00.0,,Offensive charge foul by S. Hill (drawn by T. Ennis),76,64
295,3,3:00.0,Turnover by S. Hill (offensive foul),,76,64
296,3,2:39.0,,J. Parker makes 2-pt dunk at rim,76,66
297,3,2:19.0,Offensive foul by S. Whittington (drawn by J. Parker),,76,66
298,3,2:19.0,Turnover by S. Whittington (offensive foul),,76,66
299,3,2:19.0,,Milwaukee full timeout,76,66
300,3,2:07.0,,R. Vaughn misses 2-pt layup from 2 ft,76,66
301,3,2:05.0,Defensive rebound by J. Hill,,76,66
302,3,1:53.0,G. Robinson misses 2-pt jump shot from 8 ft (block by R. Vaughn),,76,66
303,3,1:51.0,,Defensive rebound by J. Henson,76,66
304,3,1:49.0,,J. Parker makes 2-pt dunk at rim (assist by J. Henson),76,68
305,3,1:33.0,Turnover by S. Hill (bad pass; steal by T. Ennis),,76,68
306,3,1:29.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by T. Ennis),76,70
307,3,1:29.0,Indiana full timeout,,76,70
308,3,1:29.0,J. Young enters the game for T. Lawson,,76,70
309,3,1:12.0,J. Hill misses 2-pt jump shot from 10 ft,,76,70
310,3,1:10.0,,Defensive rebound by G. Antetokounmpo,76,70
311,3,0:56.0,,Turnover by J. Henson (offensive foul),76,70
312,3,0:56.0,,Offensive foul by J. Henson (drawn by S. Whittington),76,70
313,3,0:47.0,Turnover by J. Young (bad pass),,76,70
314,3,0:36.0,,Turnover by T. Ennis (traveling),76,70
315,3,0:24.0,Shooting foul by J. Henson (drawn by S. Hill),,76,70
316,3,0:24.0,S. Hill makes free throw 1 of 2,,77,70
317,3,0:24.0,S. Hill makes free throw 2 of 2,,78,70
318,3,0:02.0,,R. Vaughn misses 3-pt jump shot from 22 ft,78,70
319,3,0:01.0,,Offensive rebound by J. Henson,78,70
320,4,11:47.0,G. Robinson makes 3-pt jump shot from 24 ft (assist by J. Young),,81,70
321,4,11:36.0,,J. Parker makes 2-pt layup at rim (assist by G. Antetokounmpo),81,72
322,4,11:15.0,G. Robinson makes 3-pt jump shot from 26 ft (assist by J. Young),,84,72
323,4,10:53.0,,G. Antetokounmpo makes 2-pt jump shot from 6 ft,84,74
324,4,10:44.0,J. Young misses 2-pt layup at rim,,84,74
325,4,10:43.0,Offensive rebound by S. Whittington,,84,74
326,4,10:40.0,S. Whittington misses 2-pt hook shot from 5 ft,,84,74
327,4,10:39.0,,Defensive rebound by J. Parker,84,74
328,4,10:23.0,,J. Henson misses 2-pt hook shot from 8 ft,84,74
329,4,10:22.0,Defensive rebound by S. Whittington,,84,74
330,4,10:13.0,Turnover by S. Whittington (traveling),,84,74
331,4,9:53.0,,J. Parker misses 3-pt jump shot from 26 ft,84,74
332,4,9:52.0,Defensive rebound by Team,,84,74
333,4,9:33.0,S. Whittington makes 2-pt layup at rim (assist by J. Young),,86,74
334,4,9:18.0,,Turnover by J. Henson (bad pass; steal by J. Young),86,74
335,4,9:15.0,J. Young misses 2-pt dunk at rim,,86,74
336,4,9:11.0,,Defensive rebound by Team,86,74
337,4,9:11.0,,J. O'Bryant enters the game for J. Parker,86,74
338,4,9:11.0,,Shooting foul by L. Allen (drawn by J. Henson),86,74
339,4,9:11.0,,J. Henson makes free throw 1 of 2,86,75
340,4,9:11.0,S. Hill enters the game for L. Allen,,86,75
341,4,9:11.0,,J. Henson misses free throw 2 of 2,86,75
342,4,9:11.0,Defensive rebound by Team,,86,75
343,4,8:52.0,G. Robinson misses 2-pt jump shot from 20 ft,,86,75
344,4,8:51.0,,Defensive rebound by G. Antetokounmpo,86,75
345,4,8:38.0,,J. Henson misses 2-pt jump shot from 18 ft,86,75
346,4,8:37.0,Defensive rebound by G. Robinson,,86,75
347,4,8:24.0,J. Young misses 3-pt jump shot from 23 ft,,86,75
348,4,8:23.0,,Defensive rebound by G. Antetokounmpo,86,75
349,4,8:14.0,,G. Antetokounmpo misses 3-pt jump shot from 28 ft,86,75
350,4,8:13.0,Defensive rebound by S. Hill,,86,75
351,4,8:03.0,Personal foul by G. Vásquez,,86,75
352,4,8:03.0,Official timeout,,86,75
353,4,8:03.0,,R. Vaughn enters the game for G. Antetokounmpo,86,75
354,4,7:53.0,S. Hill misses 3-pt jump shot from 28 ft,,86,75
355,4,7:51.0,,Defensive rebound by D. Inglis,86,75
356,4,7:37.0,,J. Henson misses 3-pt jump shot from 27 ft,86,75
357,4,7:36.0,Defensive rebound by S. Hill,,86,75
358,4,7:34.0,Personal foul by G. Vásquez,,86,75
359,4,7:30.0,S. Hill makes 2-pt layup at rim,,88,75
360,4,7:15.0,,Turnover by D. Inglis (traveling),88,75
361,4,7:07.0,Personal foul by R. Vaughn,,88,75
362,4,7:02.0,J. Young misses 2-pt layup at rim,,88,75
363,4,7:00.0,,Defensive rebound by J. O'Bryant,88,75
364,4,6:46.0,,Turnover by J. Henson (bad pass; steal by S. Hill),88,75
365,4,6:42.0,J. Young misses 2-pt layup at rim (block by J. Henson),,88,75
366,4,6:40.0,,Defensive rebound by J. O'Bryant,88,75
367,4,6:33.0,,R. Vaughn misses 3-pt jump shot from 22 ft,88,75
368,4,6:32.0,Defensive rebound by G. Robinson,,88,75
369,4,6:14.0,G. Robinson misses 2-pt jump shot from 11 ft,,88,75
370,4,6:13.0,,Defensive rebound by D. Inglis,88,75
371,4,5:53.0,,G. Vásquez misses 3-pt jump shot from 26 ft,88,75
372,4,5:51.0,Defensive rebound by S. Whittington,,88,75
373,4,5:48.0,Indiana full timeout,,88,75
374,4,5:48.0,M. Turner enters the game for S. Whittington,,88,75
375,4,5:29.0,J. Young misses 3-pt jump shot from 29 ft,,88,75
376,4,5:28.0,,Defensive rebound by J. Henson,88,75
377,4,5:05.0,,R. Vaughn makes 2-pt jump shot from 18 ft,88,77
378,4,4:42.0,J. Hill misses 2-pt jump shot from 18 ft,,88,77
379,4,4:41.0,,Defensive rebound by D. Inglis,88,77
380,4,4:28.0,,J. Henson makes 2-pt layup from 2 ft (assist by G. Vásquez),88,79
381,4,4:03.0,J. Young makes 2-pt jump shot from 8 ft (assist by S. Hill),,90,79
382,4,3:46.0,,J. Henson misses 2-pt layup from 2 ft,90,79
383,4,3:45.0,Defensive rebound by S. Hill,,90,79
384,4,3:33.0,S. Hill makes 3-pt jump shot from 24 ft (assist by J. Hill),,93,79
385,4,3:09.0,,J. O'Bryant misses 2-pt jump shot from 20 ft,93,79
386,4,3:08.0,Defensive rebound by J. Hill,,93,79
387,4,2:58.0,Turnover by J. Young (bad pass),,93,79
388,4,2:58.0,,Milwaukee full timeout,93,79
