,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,SAN ANTONIO_ACTION,NEW ORLEANS_SCORE,SAN ANTONIO_SCORE
380,4,3:42.0,,M. Ginóbili enters the game for P. Mills,91,101
381,4,3:42.0,,L. Aldridge makes free throw 2 of 2,91,102
382,4,3:30.0,Turnover by A. Davis (lost ball; steal by D. Green),,91,102
383,4,3:18.0,,Shooting foul by D. Cunningham (drawn by L. Aldridge),91,102
384,4,3:18.0,,L. Aldridge makes free throw 1 of 2,91,103
385,4,3:18.0,R. Anderson enters the game for D. Cunningham,,91,103
386,4,3:18.0,,L. Aldridge makes free throw 2 of 2,91,104
387,4,3:02.0,R. Anderson makes 2-pt jump shot from 13 ft (assist by J. Holiday),,93,104
388,4,2:46.0,,D. Green misses 3-pt jump shot from 25 ft,93,104
389,4,2:45.0,Defensive rebound by R. Anderson,,93,104
390,4,2:26.0,Offensive foul by R. Anderson (drawn by M. Ginóbili),,93,104
391,4,2:26.0,Turnover by R. Anderson (offensive foul),,93,104
392,4,2:26.0,New Orleans full timeout,,93,104
393,4,2:26.0,,P. Mills enters the game for M. Ginóbili,93,104
394,4,2:10.0,,Shooting foul by A. Davis (drawn by L. Aldridge),93,104
395,4,2:10.0,,L. Aldridge makes free throw 1 of 2,93,105
396,4,2:10.0,,L. Aldridge makes free throw 2 of 2,93,106
397,4,1:48.0,A. Davis misses 2-pt jump shot from 9 ft,,93,106
398,4,1:47.0,,Defensive rebound by P. Mills,93,106
399,4,1:31.0,,Turnover by T. Parker (bad pass; steal by T. Douglas),93,106
400,4,1:24.0,J. Holiday misses 3-pt jump shot from 25 ft,,93,106
401,4,1:22.0,Offensive rebound by J. Holiday,,93,106
402,4,1:21.0,J. Holiday misses 3-pt jump shot from 26 ft,,93,106
403,4,1:21.0,Offensive rebound by A. Davis,,93,106
404,4,1:19.0,A. Davis makes 2-pt dunk at rim,,95,106
405,4,1:04.0,,L. Aldridge misses 2-pt jump shot from 16 ft,95,106
406,4,1:03.0,Defensive rebound by J. Holiday,,95,106
407,4,0:55.0,Shooting foul by D. Green (drawn by J. Holiday),,95,106
408,4,0:55.0,J. Holiday makes free throw 1 of 2,,96,106
409,4,0:55.0,J. Holiday makes free throw 2 of 2,,97,106
410,4,0:35.0,,K. Leonard makes 2-pt jump shot from 6 ft (assist by T. Parker),97,108
411,4,0:35.0,New Orleans full timeout,,97,108
412,4,0:35.0,,K. Anderson enters the game for K. Leonard,97,108
413,4,0:35.0,,R. McCallum enters the game for L. Aldridge,97,108
414,4,0:35.0,,J. Simmons enters the game for T. Parker,97,108
415,4,0:35.0,,R. Butler enters the game for D. Green,97,108
416,4,0:34.0,Turnover by N. Cole (bad pass; steal by R. Butler),,97,108
417,4,0:11.0,,R. Butler makes 2-pt layup from 2 ft (assist by J. Simmons),97,110
418,4,0:05.0,J. Holiday misses 3-pt jump shot from 25 ft,,97,110
419,4,0:04.0,,Defensive rebound by R. Butler,97,110
