,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,HOUSTON_ACTION,GOLDEN STATE_SCORE,HOUSTON_SCORE
0,1,11:46.0,S. Curry misses 3-pt jump shot from 26 ft,,0,0
1,1,11:45.0,,Defensive rebound by J. Harden,0,0
2,1,11:42.0,,Personal foul by A. Bogut,0,0
3,1,11:21.0,,T. Ariza makes 2-pt jump shot from 13 ft,0,2
4,1,11:09.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),,3,2
5,1,10:51.0,,P. Beverley misses 3-pt jump shot from 25 ft,3,2
6,1,10:50.0,Defensive rebound by D. Green,,3,2
7,1,10:39.0,H. Barnes misses 2-pt jump shot from 20 ft,,3,2
8,1,10:39.0,,Defensive rebound by D. Howard,3,2
9,1,10:27.0,,D. Motiejūnas misses 3-pt jump shot from 25 ft,3,2
10,1,10:26.0,,Offensive rebound by P. Beverley,3,2
11,1,10:23.0,,D. Howard makes 2-pt dunk at rim (assist by D. Motiejūnas),3,4
12,1,10:12.0,A. Bogut misses 2-pt hook shot from 8 ft,,3,4
13,1,10:10.0,,Defensive rebound by J. Harden,3,4
14,1,10:00.0,,P. Beverley misses 3-pt jump shot from 23 ft,3,4
15,1,9:59.0,Defensive rebound by H. Barnes,,3,4
16,1,9:45.0,S. Curry misses 3-pt jump shot from 26 ft,,3,4
17,1,9:44.0,Offensive rebound by D. Green,,3,4
18,1,9:39.0,K. Thompson misses 2-pt jump shot from 17 ft,,3,4
19,1,9:38.0,Offensive rebound by H. Barnes,,3,4
20,1,9:34.0,K. Thompson makes 2-pt layup from 3 ft (assist by D. Green),,5,4
21,1,9:25.0,,P. Beverley makes 2-pt layup from 3 ft,5,6
22,1,9:12.0,K. Thompson misses 3-pt jump shot from 24 ft,,5,6
23,1,9:11.0,,Defensive rebound by D. Motiejūnas,5,6
24,1,8:53.0,,T. Ariza makes 2-pt layup from 4 ft,5,8
25,1,8:45.0,H. Barnes misses 2-pt layup from 1 ft,,5,8
26,1,8:44.0,,Defensive rebound by D. Howard,5,8
27,1,8:41.0,,Turnover by P. Beverley (step out of bounds),5,8
28,1,8:24.0,S. Curry misses 3-pt jump shot from 25 ft,,5,8
29,1,8:23.0,,Defensive rebound by D. Howard,5,8
30,1,8:20.0,,Turnover by P. Beverley (bad pass; steal by S. Curry),5,8
31,1,8:17.0,S. Curry makes 2-pt layup from 3 ft,,7,8
32,1,8:17.0,Shooting foul by P. Beverley (drawn by S. Curry),,7,8
33,1,8:17.0,S. Curry makes free throw 1 of 1,,8,8
34,1,7:57.0,,Shooting foul by D. Green (drawn by J. Harden),8,8
35,1,7:57.0,,J. Harden makes free throw 1 of 2,8,9
36,1,7:57.0,,J. Harden misses free throw 2 of 2,8,9
37,1,7:57.0,Defensive rebound by A. Bogut,,8,9
38,1,7:31.0,D. Green makes 3-pt jump shot from 27 ft (assist by S. Curry),,11,9
39,1,7:19.0,,D. Motiejūnas misses 3-pt jump shot from 24 ft,11,9
40,1,7:18.0,Defensive rebound by A. Bogut,,11,9
41,1,7:07.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by H. Barnes),,14,9
42,1,7:06.0,,Houston full timeout,14,9
43,1,6:57.0,,Turnover by D. Motiejūnas (bad pass; steal by A. Bogut),14,9
44,1,6:33.0,S. Curry misses 2-pt jump shot from 12 ft,,14,9
45,1,6:32.0,,Defensive rebound by D. Howard,14,9
46,1,6:18.0,,D. Howard makes 2-pt layup from 2 ft (assist by P. Beverley),14,11
47,1,6:04.0,Personal foul by J. Harden,,14,11
48,1,6:04.0,A. Iguodala enters the game for H. Barnes,,14,11
49,1,5:56.0,D. Green misses 2-pt layup from 3 ft,,14,11
50,1,5:55.0,,Defensive rebound by D. Motiejūnas,14,11
51,1,5:48.0,,T. Ariza misses 3-pt jump shot from 23 ft,14,11
52,1,5:47.0,Defensive rebound by A. Bogut,,14,11
53,1,5:32.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),,17,11
54,1,5:06.0,,D. Motiejūnas misses 2-pt hook shot from 11 ft,17,11
55,1,5:05.0,Defensive rebound by A. Bogut,,17,11
56,1,5:00.0,D. Green makes 2-pt dunk at rim (assist by S. Curry),,19,11
57,1,4:41.0,,D. Motiejūnas makes 2-pt dunk at rim (assist by J. Harden),19,13
58,1,4:27.0,Personal foul by P. Beverley,,19,13
59,1,4:27.0,,M. Beasley enters the game for D. Motiejūnas,19,13
60,1,4:27.0,,J. Terry enters the game for P. Beverley,19,13
61,1,4:24.0,A. Bogut makes 2-pt dunk at rim (assist by K. Thompson),,21,13
62,1,4:02.0,,J. Terry makes 2-pt jump shot from 6 ft,21,15
63,1,3:39.0,Turnover by D. Green (bad pass; steal by J. Harden),,21,15
64,1,3:34.0,,J. Terry makes 2-pt layup from 2 ft (assist by J. Harden),21,17
65,1,3:16.0,A. Iguodala misses 3-pt jump shot from 23 ft,,21,17
66,1,3:15.0,Offensive rebound by A. Bogut,,21,17
67,1,3:15.0,A. Bogut makes 2-pt layup from 1 ft,,23,17
68,1,3:03.0,,J. Harden misses 3-pt jump shot from 25 ft,23,17
69,1,3:02.0,Defensive rebound by A. Bogut,,23,17
70,1,2:46.0,Shooting foul by M. Beasley (drawn by A. Iguodala),,23,17
71,1,2:46.0,Golden State full timeout,,23,17
72,1,2:46.0,I. Clark enters the game for A. Bogut,,23,17
73,1,2:46.0,J. McAdoo enters the game for S. Curry,,23,17
74,1,2:46.0,,C. Capela enters the game for D. Howard,23,17
75,1,2:46.0,A. Iguodala misses free throw 1 of 2,,23,17
76,1,2:46.0,Offensive rebound by Team,,23,17
77,1,2:46.0,A. Iguodala makes free throw 2 of 2,,24,17
78,1,2:33.0,,Turnover by J. Terry (bad pass; steal by J. McAdoo),24,17
79,1,2:33.0,Golden State full timeout,,24,17
80,1,2:25.0,K. Thompson misses 3-pt jump shot from 25 ft,,24,17
81,1,2:24.0,,Defensive rebound by J. Terry,24,17
82,1,2:20.0,,Turnover by J. Terry (lost ball; steal by I. Clark),24,17
83,1,2:20.0,Personal foul by J. Terry,,24,17
84,1,2:20.0,D. Green misses free throw 1 of 2,,24,17
85,1,2:20.0,Offensive rebound by Team,,24,17
86,1,2:20.0,D. Green misses free throw 2 of 2,,24,17
87,1,2:20.0,,Defensive rebound by M. Beasley,24,17
88,1,2:00.0,,Turnover by J. Terry (bad pass),24,17
89,1,1:47.0,A. Iguodala makes 3-pt jump shot from 25 ft (assist by J. McAdoo),,27,17
90,1,1:37.0,,Personal foul by A. Iguodala,27,17
91,1,1:25.0,,M. Beasley makes 2-pt jump shot from 12 ft (assist by C. Capela),27,19
92,1,1:09.0,J. McAdoo misses 2-pt layup from 3 ft (block by C. Capela),,27,19
93,1,1:08.0,,Defensive rebound by J. Harden,27,19
94,1,1:00.0,,M. Beasley makes 2-pt jump shot from 10 ft (assist by J. Harden),27,21
95,1,0:47.0,K. Thompson misses 2-pt jump shot from 10 ft,,27,21
96,1,0:46.0,,Defensive rebound by J. Terry,27,21
97,1,0:40.0,,Shooting block foul by J. McAdoo (drawn by J. Harden),27,21
98,1,0:40.0,,J. Harden makes free throw 1 of 2,27,22
99,1,0:40.0,,D. Motiejūnas enters the game for C. Capela,27,22
100,1,0:40.0,,J. Harden makes free throw 2 of 2,27,23
101,1,0:39.0,Personal take foul by D. Motiejūnas,,27,23
102,1,0:39.0,J. McAdoo misses free throw 1 of 2,,27,23
103,1,0:39.0,Offensive rebound by Team,,27,23
104,1,0:39.0,J. McAdoo misses free throw 2 of 2,,27,23
105,1,0:39.0,,Defensive rebound by D. Motiejūnas,27,23
106,1,0:25.0,,M. Beasley makes 3-pt jump shot from 22 ft (assist by J. Terry),27,26
107,1,0:03.0,I. Clark makes 2-pt layup from 2 ft (assist by A. Iguodala),,29,26
108,1,0:00.0,,J. Harden makes 3-pt jump shot from 30 ft (assist by J. Terry),29,29
109,2,11:44.0,,Shooting foul by H. Barnes (drawn by M. Beasley),29,29
110,2,11:44.0,,M. Beasley makes free throw 1 of 2,29,30
111,2,11:44.0,,M. Beasley makes free throw 2 of 2,29,31
112,2,11:28.0,A. Iguodala makes 2-pt jump shot from 16 ft,,31,31
113,2,11:09.0,,D. Howard makes 2-pt layup from 2 ft (assist by J. Harden),31,33
114,2,10:50.0,A. Iguodala makes 2-pt jump shot from 13 ft,,33,33
115,2,10:36.0,,M. Beasley makes 2-pt jump shot from 10 ft,33,35
116,2,10:24.0,M. Speights makes 3-pt jump shot from 26 ft (assist by S. Curry),,36,35
117,2,10:10.0,,D. Howard makes 2-pt dunk at rim (assist by J. Harden),36,37
118,2,9:58.0,Turnover by S. Curry (bad pass; steal by P. Beverley),,36,37
119,2,9:54.0,,P. Beverley misses 2-pt layup from 1 ft,36,37
120,2,9:53.0,,Offensive rebound by C. Brewer,36,37
121,2,9:53.0,,C. Brewer makes 2-pt dunk at rim,36,39
122,2,9:52.0,Golden State full timeout,,36,39
123,2,9:39.0,A. Iguodala misses 2-pt jump shot from 17 ft,,36,39
124,2,9:38.0,,Defensive rebound by D. Howard,36,39
125,2,9:29.0,,D. Howard makes 2-pt dunk at rim (assist by J. Harden),36,41
126,2,9:10.0,S. Livingston misses 2-pt layup from 1 ft (block by D. Howard),,36,41
127,2,9:09.0,,Defensive rebound by D. Howard,36,41
128,2,9:05.0,,C. Brewer misses 2-pt layup from 1 ft,36,41
129,2,9:04.0,Defensive rebound by H. Barnes,,36,41
130,2,8:58.0,S. Livingston misses 2-pt jump shot from 13 ft,,36,41
131,2,8:57.0,,Defensive rebound by D. Howard,36,41
132,2,8:50.0,,J. Harden misses 3-pt jump shot from 25 ft,36,41
133,2,8:49.0,,Offensive rebound by D. Howard,36,41
134,2,8:48.0,,D. Howard makes 2-pt dunk at rim,36,43
135,2,8:37.0,Personal foul by C. Brewer,,36,43
136,2,8:37.0,A. Bogut enters the game for M. Speights,,36,43
137,2,8:27.0,S. Curry misses 3-pt jump shot from 25 ft,,36,43
138,2,8:26.0,,Defensive rebound by D. Howard,36,43
