,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,UTAH_ACTION,NEW ORLEANS_SCORE,UTAH_SCORE
0,1,11:38.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by T. Evans),,3,0
1,1,11:13.0,,D. Favors makes 2-pt jump shot from 16 ft (assist by G. Hayward),3,2
2,1,10:51.0,Turnover by T. Evans (step out of bounds),,3,2
3,1,10:30.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by D. Favors),3,5
4,1,10:05.0,Turnover by E. Gordon (bad pass; steal by D. Favors),,3,5
5,1,10:00.0,,R. Hood makes 2-pt dunk at rim (assist by D. Favors),3,7
6,1,9:44.0,Personal foul by G. Hayward (drawn by A. Davis),,3,7
7,1,9:38.0,T. Evans misses 2-pt jump shot from 2 ft,,3,7
8,1,9:37.0,,Defensive rebound by J. Withey,3,7
9,1,9:28.0,,Turnover by A. Burks (bad pass; steal by A. Gee),3,7
10,1,9:23.0,A. Gee makes 2-pt dunk at rim,,5,7
11,1,9:03.0,,J. Withey misses 2-pt jump shot from 9 ft,5,7
12,1,9:03.0,,Offensive rebound by D. Favors,5,7
13,1,8:58.0,,Personal block foul by A. Gee (drawn by G. Hayward),5,7
14,1,8:50.0,,Shooting foul by Ö. Aşık (drawn by J. Withey),5,7
15,1,8:50.0,,J. Withey makes free throw 1 of 2,5,8
16,1,8:50.0,,J. Withey makes free throw 2 of 2,5,9
17,1,8:42.0,Def 3 sec tech foul by J. Withey,,5,9
18,1,8:42.0,A. Davis makes technical free throw,,6,9
19,1,8:37.0,E. Gordon misses 3-pt jump shot from 24 ft,,6,9
20,1,8:36.0,,Defensive rebound by G. Hayward,6,9
21,1,8:31.0,,Utah full timeout,6,9
22,1,8:31.0,,T. Burke enters the game for R. Hood,6,9
23,1,8:19.0,,D. Favors misses 2-pt jump shot from 12 ft,6,9
24,1,8:18.0,Defensive rebound by Ö. Aşık,,6,9
25,1,8:04.0,E. Gordon makes 3-pt jump shot from 24 ft,,9,9
26,1,7:49.0,,Shooting foul by A. Davis (drawn by G. Hayward),9,9
27,1,7:49.0,,G. Hayward makes free throw 1 of 2,9,10
28,1,7:49.0,,G. Hayward makes free throw 2 of 2,9,11
29,1,7:38.0,E. Gordon misses 2-pt layup from 2 ft,,9,11
30,1,7:38.0,Offensive rebound by Ö. Aşık,,9,11
31,1,7:33.0,A. Davis misses 2-pt jump shot from 15 ft,,9,11
32,1,7:33.0,,Defensive rebound by A. Burks,9,11
33,1,7:20.0,,J. Withey misses 2-pt jump shot from 3 ft,9,11
34,1,7:20.0,Defensive rebound by Team,,9,11
35,1,7:04.0,A. Davis makes 2-pt jump shot from 21 ft (assist by A. Gee),,11,11
36,1,6:44.0,,T. Burke misses 3-pt jump shot from 26 ft,11,11
37,1,6:44.0,Defensive rebound by Ö. Aşık,,11,11
38,1,6:29.0,A. Davis makes 2-pt jump shot from 9 ft,,13,11
39,1,6:14.0,Violation by T. Evans (kicked ball),,13,11
40,1,6:08.0,,G. Hayward makes 3-pt jump shot from 25 ft (assist by T. Burke),13,14
41,1,5:52.0,Shooting foul by J. Withey (drawn by A. Gee),,13,14
42,1,5:52.0,,Utah full timeout,13,14
43,1,5:52.0,A. Ajinça enters the game for Ö. Aşık,,13,14
44,1,5:52.0,A. Gee misses free throw 1 of 2,,13,14
45,1,5:52.0,Offensive rebound by Team,,13,14
46,1,5:52.0,A. Gee makes free throw 2 of 2,,14,14
47,1,5:32.0,,G. Hayward misses 3-pt jump shot from 24 ft,14,14
48,1,5:32.0,Defensive rebound by A. Davis,,14,14
49,1,5:24.0,A. Gee makes 3-pt jump shot from 22 ft (assist by T. Evans),,17,14
50,1,5:05.0,,D. Favors misses 2-pt jump shot from 16 ft,17,14
51,1,5:04.0,Defensive rebound by T. Evans,,17,14
52,1,4:46.0,T. Evans misses 3-pt jump shot from 24 ft,,17,14
53,1,4:45.0,Offensive rebound by A. Davis,,17,14
54,1,4:35.0,A. Ajinça misses 2-pt hook shot from 4 ft,,17,14
55,1,4:35.0,,Defensive rebound by J. Withey,17,14
56,1,4:35.0,,Personal foul by A. Ajinça (drawn by J. Withey),17,14
57,1,4:35.0,,T. Booker enters the game for J. Withey,17,14
58,1,4:35.0,J. Holiday enters the game for T. Evans,,17,14
59,1,4:18.0,,D. Favors makes 2-pt jump shot from 3 ft,17,16
60,1,4:04.0,J. Holiday misses 2-pt jump shot from 12 ft,,17,16
61,1,4:03.0,,Defensive rebound by D. Favors,17,16
62,1,3:57.0,,Shooting block foul by J. Holiday (drawn by A. Burks),17,16
63,1,3:57.0,,A. Burks misses free throw 1 of 2,17,16
64,1,3:57.0,,Offensive rebound by Team,17,16
65,1,3:57.0,,A. Burks makes free throw 2 of 2,17,17
66,1,3:40.0,A. Ajinça misses 2-pt jump shot from 16 ft,,17,17
67,1,3:39.0,,Defensive rebound by A. Burks,17,17
68,1,3:35.0,,Personal foul by A. Gee (drawn by A. Burks),17,17
69,1,3:35.0,,A. Burks misses free throw 1 of 2,17,17
70,1,3:35.0,,Offensive rebound by Team,17,17
71,1,3:35.0,D. Cunningham enters the game for A. Gee,,17,17
72,1,3:35.0,R. Anderson enters the game for A. Davis,,17,17
73,1,3:35.0,,A. Burks makes free throw 2 of 2,17,18
74,1,3:27.0,E. Gordon makes 3-pt jump shot from 24 ft (assist by J. Holiday),,20,18
75,1,3:06.0,,G. Hayward misses 2-pt layup from 2 ft,20,18
76,1,3:03.0,Defensive rebound by A. Ajinça,,20,18
77,1,2:56.0,D. Cunningham misses 2-pt jump shot from 19 ft,,20,18
78,1,2:56.0,,Defensive rebound by T. Burke,20,18
79,1,2:48.0,,T. Burke makes 2-pt jump shot from 8 ft,20,20
80,1,2:32.0,R. Anderson misses 2-pt hook shot from 2 ft,,20,20
81,1,2:32.0,,Defensive rebound by A. Burks,20,20
82,1,2:15.0,,A. Burks makes 2-pt layup from 1 ft,20,22
83,1,2:09.0,Personal foul by A. Burks (drawn by E. Gordon),,20,22
84,1,2:09.0,New Orleans full timeout,,20,22
85,1,2:09.0,A. Davis enters the game for A. Ajinça,,20,22
86,1,2:09.0,,E. Millsap enters the game for A. Burks,20,22
87,1,2:09.0,,R. Hood enters the game for G. Hayward,20,22
88,1,2:09.0,,T. Lyles enters the game for D. Favors,20,22
89,1,2:01.0,E. Gordon makes 3-pt jump shot from 23 ft (assist by J. Holiday),,23,22
90,1,1:39.0,,Turnover by E. Millsap (traveling),23,22
91,1,1:30.0,E. Gordon misses 3-pt jump shot from 23 ft,,23,22
92,1,1:29.0,,Defensive rebound by E. Millsap,23,22
93,1,1:10.0,,T. Burke misses 3-pt jump shot from 24 ft,23,22
94,1,1:09.0,Defensive rebound by A. Davis,,23,22
95,1,0:51.0,Shooting foul by R. Hood (drawn by D. Cunningham),,23,22
96,1,0:51.0,D. Cunningham misses free throw 1 of 2,,23,22
97,1,0:51.0,Offensive rebound by Team,,23,22
98,1,0:51.0,N. Cole enters the game for E. Gordon,,23,22
99,1,0:51.0,D. Cunningham makes free throw 2 of 2,,24,22
100,1,0:40.0,,R. Hood makes 2-pt hook shot from 2 ft,24,24
101,1,0:30.0,Def 3 sec tech foul by T. Booker,,24,24
102,1,0:30.0,A. Davis makes technical free throw,,25,24
103,1,0:24.0,J. Holiday misses 2-pt layup from 1 ft,,25,24
104,1,0:23.0,Offensive rebound by J. Holiday,,25,24
105,1,0:17.0,R. Anderson makes 2-pt jump shot from 20 ft,,27,24
106,1,0:01.0,,Turnover by R. Hood (lost ball; steal by J. Holiday),27,24
107,2,11:45.0,,Personal foul by D. Cunningham (drawn by R. Hood),27,24
108,2,11:32.0,,T. Lyles makes 2-pt jump shot from 9 ft,27,26
109,2,11:19.0,R. Anderson makes 3-pt jump shot from 24 ft (assist by J. Holiday),,30,26
110,2,10:51.0,,T. Booker misses 2-pt jump shot from 16 ft (block by A. Davis),30,26
111,2,10:50.0,Defensive rebound by A. Davis,,30,26
112,2,10:43.0,A. Davis makes 2-pt jump shot from 6 ft,,32,26
113,2,10:38.0,,Utah full timeout,32,26
114,2,10:38.0,,J. Withey enters the game for T. Lyles,32,26
115,2,10:27.0,,R. Hood makes 2-pt jump shot from 19 ft,32,28
116,2,10:17.0,A. Davis misses 2-pt dunk at rim,,32,28
117,2,10:16.0,Offensive rebound by J. Holiday,,32,28
118,2,10:13.0,Personal foul by R. Hood (drawn by R. Anderson),,32,28
