,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MILWAUKEE_ACTION,OKLAHOMA CITY_SCORE,MILWAUKEE_SCORE
50,1,6:17.0,Defensive rebound by R. Westbrook,,17,4
51,1,6:15.0,Shooting foul by O. Mayo (drawn by S. Ibaka),,17,4
52,1,6:15.0,S. Ibaka makes free throw 1 of 2,,18,4
53,1,6:15.0,D. Waiters enters the game for K. Durant,,18,4
54,1,6:15.0,S. Ibaka misses free throw 2 of 2,,18,4
55,1,6:14.0,,Defensive rebound by G. Antetokounmpo,18,4
56,1,6:03.0,,Turnover by J. Bayless (bad pass; steal by K. Singler),18,4
57,1,5:59.0,K. Singler misses 2-pt layup from 1 ft,,18,4
58,1,5:57.0,Offensive rebound by R. Westbrook,,18,4
59,1,5:44.0,D. Waiters misses 3-pt jump shot from 25 ft,,18,4
60,1,5:43.0,Offensive rebound by Team,,18,4
61,1,5:40.0,D. Waiters makes 2-pt jump shot from 17 ft (assist by R. Westbrook),,20,4
62,1,5:24.0,,K. Middleton misses 2-pt jump shot from 17 ft,20,4
63,1,5:22.0,Defensive rebound by D. Waiters,,20,4
64,1,5:08.0,S. Adams makes 2-pt jump shot from 9 ft (assist by R. Westbrook),,22,4
65,1,5:07.0,,Milwaukee full timeout,22,4
66,1,5:07.0,,R. Vaughn enters the game for O. Mayo,22,4
67,1,4:44.0,,K. Middleton misses 3-pt jump shot from 26 ft,22,4
68,1,4:42.0,,Offensive rebound by G. Antetokounmpo,22,4
69,1,4:20.0,,G. Antetokounmpo misses 3-pt jump shot from 23 ft,22,4
70,1,4:19.0,Defensive rebound by S. Adams,,22,4
71,1,4:10.0,S. Adams misses 2-pt jump shot from 5 ft,,22,4
72,1,4:09.0,,Defensive rebound by G. Antetokounmpo,22,4
73,1,4:05.0,,G. Antetokounmpo makes 2-pt dunk at rim,22,6
74,1,4:05.0,,Shooting foul by S. Ibaka (drawn by G. Antetokounmpo),22,6
75,1,4:05.0,,G. Antetokounmpo makes free throw 1 of 1,22,7
76,1,3:56.0,Shooting foul by K. Middleton (drawn by R. Westbrook),,22,7
77,1,3:56.0,R. Westbrook misses free throw 1 of 2,,22,7
78,1,3:56.0,Offensive rebound by Team,,22,7
79,1,3:56.0,R. Westbrook makes free throw 2 of 2,,23,7
80,1,3:34.0,,Shooting block foul by S. Adams (drawn by J. Bayless),23,7
81,1,3:34.0,,J. Bayless makes free throw 1 of 2,23,8
82,1,3:34.0,,J. Bayless makes free throw 2 of 2,23,9
83,1,3:24.0,S. Ibaka makes 2-pt jump shot from 20 ft (assist by R. Westbrook),,25,9
84,1,3:10.0,,G. Monroe misses 2-pt jump shot from 17 ft,25,9
85,1,3:08.0,Defensive rebound by D. Waiters,,25,9
86,1,2:56.0,S. Ibaka misses 2-pt hook shot from 8 ft,,25,9
87,1,2:54.0,,Defensive rebound by G. Antetokounmpo,25,9
88,1,2:42.0,,K. Middleton misses 2-pt jump shot from 10 ft,25,9
89,1,2:40.0,Defensive rebound by R. Westbrook,,25,9
90,1,2:36.0,Turnover by R. Westbrook (bad pass; steal by K. Middleton),,25,9
91,1,2:31.0,,Turnover by G. Antetokounmpo (bad pass),25,9
92,1,2:31.0,R. Foye enters the game for S. Ibaka,,25,9
93,1,2:31.0,K. Durant enters the game for S. Adams,,25,9
94,1,2:31.0,E. Freedom enters the game for R. Westbrook,,25,9
95,1,2:14.0,K. Singler misses 2-pt jump shot from 9 ft,,25,9
96,1,2:12.0,,Defensive rebound by J. Bayless,25,9
97,1,1:54.0,,G. Antetokounmpo misses 2-pt jump shot from 22 ft,25,9
98,1,1:53.0,Defensive rebound by E. Freedom,,25,9
99,1,1:46.0,K. Singler makes 2-pt layup at rim (assist by K. Durant),,27,9
100,1,1:31.0,,Shooting foul by K. Singler (drawn by G. Monroe),27,9
101,1,1:31.0,,G. Monroe misses free throw 1 of 2,27,9
102,1,1:31.0,,Offensive rebound by Team,27,9
103,1,1:31.0,,T. Ennis enters the game for K. Middleton,27,9
104,1,1:31.0,,G. Monroe makes free throw 2 of 2,27,10
105,1,1:19.0,E. Freedom makes 2-pt jump shot from 14 ft (assist by K. Durant),,29,10
106,1,1:03.0,,G. Monroe misses 2-pt hook shot from 6 ft,29,10
107,1,1:01.0,,Offensive rebound by G. Monroe,29,10
108,1,0:51.0,,T. Ennis misses 2-pt jump shot from 10 ft (block by E. Freedom),29,10
109,1,0:47.0,,Offensive rebound by G. Monroe,29,10
110,1,0:46.0,,G. Monroe misses 2-pt layup from 2 ft (block by K. Durant),29,10
111,1,0:45.0,,Offensive rebound by Team,29,10
112,1,0:40.0,,R. Vaughn misses 3-pt jump shot from 24 ft,29,10
113,1,0:39.0,,Offensive rebound by J. Bayless,29,10
114,1,0:27.0,,T. Ennis makes 2-pt jump shot from 14 ft (assist by G. Antetokounmpo),29,12
115,1,0:07.0,Shooting foul by G. Antetokounmpo (drawn by K. Durant),,29,12
116,1,0:07.0,K. Durant makes free throw 1 of 3,,30,12
117,1,0:07.0,K. Durant makes free throw 2 of 3,,31,12
118,1,0:07.0,K. Durant makes free throw 3 of 3,,32,12
119,1,0:02.0,,T. Ennis misses 2-pt layup from 3 ft,32,12
120,1,0:00.0,Defensive rebound by E. Freedom,,32,12
121,2,11:47.0,,J. Bayless makes 2-pt jump shot from 18 ft (assist by G. Monroe),32,14
122,2,11:28.0,D. Waiters misses 3-pt jump shot from 23 ft,,32,14
123,2,11:28.0,Offensive rebound by E. Freedom,,32,14
124,2,11:27.0,Turnover by E. Freedom (lost ball; steal by T. Ennis),,32,14
125,2,11:15.0,,J. Bayless makes 3-pt jump shot from 25 ft (assist by J. Parker),32,17
126,2,11:15.0,Oklahoma City full timeout,,32,17
127,2,11:04.0,Turnover by K. Durant (bad pass; steal by G. Monroe),,32,17
128,2,10:59.0,,T. Ennis misses 3-pt jump shot from 24 ft,32,17
129,2,10:56.0,,Offensive rebound by G. Monroe,32,17
130,2,10:44.0,,Personal foul by D. Waiters (drawn by J. Bayless),32,17
131,2,10:38.0,,T. Ennis misses 2-pt layup from 4 ft,32,17
132,2,10:37.0,,Offensive rebound by G. Monroe,32,17
133,2,10:36.0,,G. Monroe makes 2-pt layup at rim,32,19
134,2,10:15.0,K. Durant misses 2-pt dunk at rim,,32,19
135,2,10:14.0,Offensive rebound by E. Freedom,,32,19
136,2,10:11.0,E. Freedom makes 2-pt layup from 1 ft,,34,19
137,2,9:53.0,,R. Vaughn misses 3-pt jump shot from 25 ft,34,19
138,2,9:51.0,Defensive rebound by E. Freedom,,34,19
139,2,9:44.0,Turnover by R. Foye (bad pass),,34,19
140,2,9:26.0,,J. Parker makes 2-pt jump shot from 19 ft (assist by T. Ennis),34,21
141,2,9:06.0,K. Durant makes 3-pt jump shot from 23 ft (assist by D. Waiters),,37,21
142,2,8:41.0,,Turnover by J. Bayless (bad pass; steal by K. Durant),37,21
143,2,8:38.0,K. Singler makes 2-pt layup at rim (assist by K. Durant),,39,21
144,2,8:38.0,Shooting foul by R. Vaughn (drawn by K. Singler),,39,21
145,2,8:38.0,R. Westbrook enters the game for K. Durant,,39,21
146,2,8:38.0,K. Singler makes free throw 1 of 1,,40,21
147,2,8:29.0,,J. Parker makes 2-pt layup at rim (assist by T. Ennis),40,23
148,2,8:29.0,,Shooting foul by E. Freedom (drawn by J. Parker),40,23
149,2,8:29.0,S. Ibaka enters the game for K. Singler,,40,23
150,2,8:29.0,,J. Parker misses free throw 1 of 1,40,23
151,2,8:28.0,Defensive rebound by E. Freedom,,40,23
152,2,8:23.0,R. Westbrook makes 2-pt layup from 2 ft,,42,23
153,2,8:23.0,Shooting foul by J. Bayless (drawn by R. Westbrook),,42,23
154,2,8:23.0,A. Roberson enters the game for R. Foye,,42,23
155,2,8:23.0,R. Westbrook misses free throw 1 of 1,,42,23
156,2,8:22.0,,Defensive rebound by J. Parker,42,23
157,2,8:13.0,,J. Parker makes 2-pt layup from 1 ft,42,25
158,2,7:58.0,Turnover by D. Waiters (bad pass; steal by T. Ennis),,42,25
159,2,7:58.0,,Clear path foul by R. Westbrook,42,25
160,2,7:58.0,,T. Ennis misses clear path free throw 1 of 2,42,25
161,2,7:58.0,,Offensive rebound by Team,42,25
162,2,7:58.0,,T. Ennis makes clear path free throw 2 of 2,42,26
163,2,7:47.0,,R. Vaughn misses 2-pt jump shot from 4 ft (block by D. Waiters),42,26
164,2,7:42.0,,Offensive rebound by J. Bayless,42,26
165,2,7:35.0,,Shooting block foul by A. Roberson (drawn by J. Bayless),42,26
166,2,7:35.0,,J. Bayless makes free throw 1 of 2,42,27
167,2,7:35.0,R. Foye enters the game for A. Roberson,,42,27
168,2,7:35.0,,J. Bayless makes free throw 2 of 2,42,28
169,2,7:18.0,E. Freedom makes 2-pt jump shot from 11 ft (assist by R. Westbrook),,44,28
170,2,7:00.0,,J. Parker misses 2-pt jump shot from 18 ft,44,28
171,2,6:59.0,,Offensive rebound by G. Monroe,44,28
172,2,6:56.0,,G. Monroe makes 2-pt layup from 1 ft,44,30
173,2,6:49.0,E. Freedom makes 2-pt jump shot from 4 ft (assist by R. Westbrook),,46,30
174,2,6:49.0,Shooting foul by R. Vaughn (drawn by E. Freedom),,46,30
175,2,6:49.0,K. Durant enters the game for D. Waiters,,46,30
176,2,6:49.0,E. Freedom makes free throw 1 of 1,,47,30
177,2,6:39.0,,R. Vaughn misses 3-pt jump shot from 23 ft,47,30
178,2,6:35.0,Defensive rebound by K. Durant,,47,30
179,2,6:28.0,R. Foye misses 3-pt jump shot from 25 ft,,47,30
180,2,6:27.0,Offensive rebound by E. Freedom,,47,30
181,2,6:26.0,Shooting foul by G. Monroe (drawn by E. Freedom),,47,30
182,2,6:26.0,E. Freedom makes free throw 1 of 2,,48,30
183,2,6:26.0,,M. Plumlee enters the game for R. Vaughn,48,30
184,2,6:26.0,,G. Antetokounmpo enters the game for G. Monroe,48,30
185,2,6:26.0,,O. Mayo enters the game for T. Ennis,48,30
186,2,6:26.0,E. Freedom makes free throw 2 of 2,,49,30
187,2,6:04.0,,J. Parker makes 2-pt jump shot from 10 ft (assist by G. Antetokounmpo),49,32
188,2,5:48.0,E. Freedom makes 2-pt dunk at rim (assist by R. Foye),,51,32
189,2,5:32.0,,J. Bayless misses 3-pt jump shot from 23 ft,51,32
190,2,5:30.0,Defensive rebound by E. Freedom,,51,32
191,2,5:25.0,Turnover by R. Westbrook (bad pass),,51,32
192,2,5:25.0,Official timeout,,51,32
193,2,5:25.0,S. Adams enters the game for E. Freedom,,51,32
194,2,5:25.0,,K. Middleton enters the game for J. Bayless,51,32
195,2,5:09.0,,G. Antetokounmpo makes 2-pt hook shot from 3 ft (assist by J. Parker),51,34
196,2,4:45.0,R. Foye misses 3-pt jump shot from 24 ft,,51,34
197,2,4:43.0,,Defensive rebound by J. Parker,51,34
198,2,4:37.0,,J. Parker misses 2-pt layup at rim (block by S. Ibaka),51,34
199,2,4:34.0,Defensive rebound by K. Durant,,51,34
200,2,4:24.0,S. Ibaka misses 3-pt jump shot from 23 ft,,51,34
201,2,4:22.0,,Defensive rebound by J. Parker,51,34
202,2,4:19.0,,Shooting foul by S. Adams (drawn by K. Middleton),51,34
203,2,4:19.0,,K. Middleton makes free throw 1 of 2,51,35
204,2,4:19.0,,K. Middleton makes free throw 2 of 2,51,36
205,2,4:04.0,K. Durant makes 3-pt jump shot from 25 ft (assist by S. Adams),,54,36
206,2,3:43.0,,K. Middleton makes 2-pt jump shot from 16 ft,54,38
207,2,3:27.0,S. Adams misses 2-pt jump shot from 6 ft,,54,38
208,2,3:26.0,Offensive rebound by S. Adams,,54,38
209,2,3:23.0,S. Adams misses 2-pt dunk at rim,,54,38
210,2,3:22.0,,Defensive rebound by G. Antetokounmpo,54,38
211,2,3:19.0,,Shooting foul by R. Foye (drawn by G. Antetokounmpo),54,38
212,2,3:19.0,,G. Antetokounmpo makes free throw 1 of 2,54,39
213,2,3:19.0,,G. Antetokounmpo makes free throw 2 of 2,54,40
214,2,3:08.0,Turnover by R. Westbrook (bad pass; steal by G. Antetokounmpo),,54,40
215,2,3:03.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by J. Parker),54,42
216,2,3:01.0,Oklahoma City full timeout,,54,42
217,2,2:45.0,R. Foye misses 2-pt jump shot from 8 ft (block by J. Parker),,54,42
218,2,2:41.0,Offensive rebound by R. Foye,,54,42
219,2,2:38.0,Shooting block foul by O. Mayo (drawn by R. Westbrook),,54,42
220,2,2:38.0,R. Westbrook makes free throw 1 of 2,,55,42
221,2,2:38.0,R. Westbrook makes free throw 2 of 2,,56,42
222,2,2:34.0,,Personal foul by R. Foye (drawn by K. Middleton),56,42
223,2,2:34.0,,K. Middleton makes free throw 1 of 2,56,43
224,2,2:34.0,,K. Middleton makes free throw 2 of 2,56,44
225,2,2:13.0,K. Durant makes 2-pt jump shot from 14 ft (assist by R. Westbrook),,58,44
226,2,1:56.0,,K. Middleton misses 2-pt jump shot from 9 ft,58,44
227,2,1:55.0,,Offensive rebound by G. Antetokounmpo,58,44
228,2,1:54.0,,G. Antetokounmpo misses 2-pt layup at rim,58,44
229,2,1:53.0,Defensive rebound by S. Ibaka,,58,44
230,2,1:41.0,S. Adams makes 2-pt dunk at rim,,60,44
231,2,1:33.0,,J. Parker makes 2-pt dunk at rim (assist by K. Middleton),60,46
232,2,1:16.0,K. Durant misses 2-pt dunk at rim (block by M. Plumlee),,60,46
233,2,1:14.0,Offensive rebound by S. Adams,,60,46
234,2,1:07.0,K. Singler enters the game for R. Foye,,60,46
235,2,1:07.0,Turnover by Team (shot clock),,60,46
236,2,1:02.0,,O. Mayo misses 3-pt jump shot from 26 ft,60,46
237,2,1:01.0,Defensive rebound by K. Singler,,60,46
238,2,0:53.0,Shooting foul by K. Middleton (drawn by K. Durant),,60,46
239,2,0:53.0,K. Durant makes free throw 1 of 3,,61,46
240,2,0:53.0,K. Durant makes free throw 2 of 3,,62,46
241,2,0:53.0,E. Freedom enters the game for S. Adams,,62,46
242,2,0:53.0,K. Durant makes free throw 3 of 3,,63,46
243,2,0:43.0,Violation by K. Durant (kicked ball),,63,46
244,2,0:32.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,63,48
245,2,0:27.0,K. Singler misses 2-pt jump shot from 12 ft,,63,48
246,2,0:26.0,Offensive rebound by E. Freedom,,63,48
247,2,0:26.0,Shooting foul by G. Antetokounmpo (drawn by E. Freedom),,63,48
248,2,0:26.0,E. Freedom misses free throw 1 of 2,,63,48
249,2,0:26.0,Offensive rebound by Team,,63,48
250,2,0:26.0,D. Waiters enters the game for R. Westbrook,,63,48
251,2,0:26.0,E. Freedom makes free throw 2 of 2,,64,48
252,2,0:04.0,,K. Middleton misses 2-pt jump shot from 9 ft,64,48
253,2,0:03.0,Defensive rebound by E. Freedom,,64,48
254,2,0:00.0,Turnover by E. Freedom (lost ball; steal by G. Antetokounmpo),,64,48
255,3,11:48.0,,Personal foul by A. Roberson (drawn by G. Antetokounmpo),64,48
256,3,11:36.0,,K. Middleton misses 3-pt jump shot from 26 ft,64,48
257,3,11:35.0,Defensive rebound by A. Roberson,,64,48
258,3,11:21.0,Shooting foul by O. Mayo (drawn by S. Adams),,64,48
259,3,11:21.0,S. Adams misses free throw 1 of 2,,64,48
260,3,11:21.0,Offensive rebound by Team,,64,48
261,3,11:21.0,S. Adams makes free throw 2 of 2,,65,48
262,3,11:06.0,,K. Middleton makes 2-pt jump shot from 17 ft,65,50
263,3,10:57.0,Shooting foul by M. Plumlee (drawn by S. Adams),,65,50
264,3,10:57.0,S. Adams makes free throw 1 of 2,,66,50
265,3,10:57.0,S. Adams misses free throw 2 of 2,,66,50
266,3,10:55.0,,Defensive rebound by G. Antetokounmpo,66,50
267,3,10:41.0,,K. Middleton misses 2-pt jump shot from 14 ft,66,50
268,3,10:39.0,Defensive rebound by R. Westbrook,,66,50
269,3,10:28.0,S. Ibaka makes 2-pt jump shot from 19 ft (assist by R. Westbrook),,68,50
270,3,10:18.0,,J. Parker makes 2-pt jump shot from 18 ft (assist by G. Antetokounmpo),68,52
271,3,10:10.0,Personal foul by K. Middleton (drawn by K. Durant),,68,52
272,3,9:58.0,S. Ibaka makes 2-pt jump shot from 18 ft (assist by S. Adams),,70,52
273,3,9:57.0,,Milwaukee full timeout,70,52
274,3,9:41.0,,G. Antetokounmpo misses 2-pt jump shot from 6 ft,70,52
275,3,9:37.0,,Offensive rebound by M. Plumlee,70,52
276,3,9:37.0,,M. Plumlee misses 2-pt layup from 1 ft,70,52
277,3,9:37.0,,Offensive rebound by K. Middleton,70,52
278,3,9:30.0,,K. Middleton misses 2-pt layup from 1 ft,70,52
279,3,9:28.0,Defensive rebound by A. Roberson,,70,52
280,3,9:13.0,S. Adams misses 2-pt layup from 1 ft,,70,52
281,3,9:12.0,Offensive rebound by R. Westbrook,,70,52
282,3,9:09.0,S. Adams makes 2-pt hook shot from 12 ft (assist by R. Westbrook),,72,52
283,3,8:57.0,,J. Parker makes 2-pt jump shot from 20 ft (assist by G. Antetokounmpo),72,54
284,3,8:29.0,S. Ibaka misses 2-pt layup from 2 ft,,72,54
285,3,8:27.0,,Defensive rebound by G. Antetokounmpo,72,54
286,3,8:22.0,,K. Middleton misses 2-pt layup from 1 ft,72,54
287,3,8:20.0,,Offensive rebound by M. Plumlee,72,54
288,3,8:17.0,,J. Parker misses 2-pt jump shot from 10 ft,72,54
289,3,8:14.0,Defensive rebound by K. Durant,,72,54
290,3,7:59.0,Turnover by K. Durant (palming),,72,54
291,3,7:39.0,,K. Middleton misses 2-pt layup from 3 ft,72,54
292,3,7:36.0,,Offensive rebound by M. Plumlee,72,54
293,3,7:36.0,,M. Plumlee makes 2-pt dunk at rim,72,56
294,3,7:25.0,Turnover by R. Westbrook (bad pass; steal by J. Parker),,72,56
295,3,7:12.0,,G. Antetokounmpo makes 2-pt jump shot from 18 ft (assist by J. Parker),72,58
296,3,6:57.0,Personal foul by G. Antetokounmpo (drawn by R. Westbrook),,72,58
297,3,6:57.0,K. Singler enters the game for A. Roberson,,72,58
298,3,6:50.0,S. Adams misses 2-pt jump shot from 3 ft (block by G. Antetokounmpo),,72,58
299,3,6:47.0,,Defensive rebound by M. Plumlee,72,58
300,3,6:42.0,,Turnover by J. Parker (bad pass; steal by R. Westbrook),72,58
301,3,6:35.0,K. Durant makes 3-pt jump shot from 24 ft (assist by S. Adams),,75,58
302,3,6:15.0,,J. Parker misses 2-pt jump shot from 18 ft,75,58
303,3,6:14.0,Defensive rebound by R. Westbrook,,75,58
304,3,6:05.0,K. Durant misses 3-pt jump shot from 24 ft,,75,58
305,3,6:05.0,Offensive rebound by Team,,75,58
306,3,6:05.0,,Loose ball foul by O. Mayo (drawn by S. Ibaka),75,58
307,3,6:05.0,S. Ibaka makes free throw 1 of 2,,76,58
308,3,6:05.0,,G. Monroe enters the game for M. Plumlee,76,58
309,3,6:05.0,,J. Bayless enters the game for O. Mayo,76,58
310,3,6:05.0,S. Ibaka misses free throw 2 of 2,,76,58
311,3,6:04.0,Offensive rebound by S. Adams,,76,58
312,3,5:58.0,R. Westbrook makes 3-pt jump shot from 22 ft (assist by S. Adams),,79,58
313,3,5:31.0,,J. Parker makes 2-pt jump shot from 10 ft (assist by G. Antetokounmpo),79,60
314,3,5:22.0,R. Westbrook misses 2-pt jump shot from 13 ft,,79,60
315,3,5:21.0,,Defensive rebound by J. Parker,79,60
316,3,5:05.0,,G. Antetokounmpo makes 2-pt jump shot from 17 ft,79,62
317,3,5:02.0,Oklahoma City full timeout,,79,62
318,3,5:02.0,E. Freedom enters the game for K. Durant,,79,62
319,3,5:02.0,D. Waiters enters the game for S. Adams,,79,62
320,3,4:40.0,R. Westbrook misses 3-pt jump shot from 26 ft,,79,62
321,3,4:38.0,,Defensive rebound by G. Monroe,79,62
322,3,4:28.0,,G. Monroe makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),79,64
323,3,4:09.0,E. Freedom makes 2-pt jump shot from 18 ft (assist by D. Waiters),,81,64
324,3,3:59.0,,Personal foul by R. Westbrook (drawn by J. Bayless),81,64
325,3,3:51.0,,Turnover by G. Monroe (traveling),81,64
326,3,3:31.0,R. Westbrook misses 3-pt jump shot from 25 ft,,81,64
327,3,3:29.0,,Defensive rebound by K. Middleton,81,64
328,3,3:09.0,,J. Parker makes 2-pt jump shot from 17 ft (assist by G. Antetokounmpo),81,66
329,3,2:53.0,D. Waiters misses 2-pt jump shot from 21 ft,,81,66
330,3,2:51.0,Offensive rebound by Team,,81,66
331,3,2:51.0,R. Foye enters the game for R. Westbrook,,81,66
332,3,2:51.0,K. Durant enters the game for S. Ibaka,,81,66
333,3,2:45.0,Turnover by K. Singler (lost ball; steal by G. Monroe),,81,66
334,3,2:43.0,,Shooting foul by K. Durant (drawn by J. Parker),81,66
335,3,2:43.0,,J. Parker makes free throw 1 of 2,81,67
336,3,2:43.0,,J. Parker makes free throw 2 of 2,81,68
337,3,2:30.0,E. Freedom misses 2-pt hook shot from 4 ft,,81,68
338,3,2:29.0,,Defensive rebound by G. Antetokounmpo,81,68
339,3,2:13.0,,Shooting foul by R. Foye (drawn by G. Antetokounmpo),81,68
340,3,2:13.0,,G. Antetokounmpo makes free throw 1 of 2,81,69
341,3,2:13.0,,G. Antetokounmpo makes free throw 2 of 2,81,70
342,3,1:57.0,D. Waiters misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,81,70
343,3,1:57.0,Offensive rebound by Team,,81,70
344,3,1:54.0,K. Durant makes 2-pt jump shot from 20 ft (assist by R. Foye),,83,70
345,3,1:40.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),83,72
346,3,1:23.0,Def 3 sec tech foul by J. Parker,,83,72
347,3,1:23.0,K. Durant makes technical free throw,,84,72
348,3,1:09.0,E. Freedom misses 3-pt jump shot from 22 ft,,84,72
349,3,1:08.0,,Defensive rebound by G. Antetokounmpo,84,72
350,3,1:04.0,,K. Middleton makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),84,75
351,3,0:48.0,R. Foye misses 3-pt jump shot from 22 ft,,84,75
352,3,0:45.0,,Defensive rebound by K. Middleton,84,75
353,3,0:39.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,84,75
354,3,0:37.0,Defensive rebound by K. Durant,,84,75
355,3,0:33.0,K. Durant misses 3-pt jump shot from 23 ft,,84,75
356,3,0:32.0,,Defensive rebound by J. Bayless,84,75
357,3,0:25.0,,K. Middleton makes 2-pt jump shot from 18 ft,84,77
358,3,0:25.0,Oklahoma City full timeout,,84,77
359,3,0:08.0,Turnover by K. Durant (lost ball; steal by K. Middleton),,84,77
360,3,0:04.0,,K. Middleton makes 2-pt layup at rim (assist by G. Monroe),84,79
361,4,11:46.0,K. Durant misses 2-pt jump shot from 20 ft,,84,79
362,4,11:45.0,Offensive rebound by Team,,84,79
363,4,11:30.0,K. Singler misses 3-pt jump shot from 23 ft,,84,79
364,4,11:28.0,,Defensive rebound by J. Bayless,84,79
365,4,11:23.0,,K. Middleton makes 3-pt jump shot from 25 ft (assist by J. Bayless),84,82
366,4,11:09.0,R. Westbrook makes 2-pt layup from 3 ft,,86,82
367,4,10:46.0,,G. Antetokounmpo misses 2-pt jump shot from 3 ft,86,82
368,4,10:45.0,Defensive rebound by E. Freedom,,86,82
369,4,10:40.0,E. Freedom makes 2-pt dunk at rim (assist by K. Durant),,88,82
370,4,10:20.0,,G. Monroe misses 2-pt layup at rim (block by R. Westbrook),88,82
371,4,10:20.0,,Offensive rebound by Team,88,82
372,4,10:11.0,,G. Antetokounmpo misses 3-pt jump shot from 25 ft,88,82
373,4,10:07.0,,Offensive rebound by G. Monroe,88,82
374,4,10:07.0,,G. Monroe makes 2-pt layup at rim,88,84
375,4,9:48.0,Turnover by R. Westbrook (bad pass; steal by K. Middleton),,88,84
376,4,9:45.0,,Turnover by K. Middleton (bad pass),88,84
