,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,SAN ANTONIO_ACTION,MILWAUKEE_SCORE,SAN ANTONIO_SCORE
28,1,8:22.0,T. Ennis misses 3-pt jump shot from 24 ft,,7,12
29,1,8:21.0,,Defensive rebound by L. Aldridge,7,12
30,1,8:09.0,,K. Leonard misses 3-pt jump shot from 23 ft,7,12
31,1,8:08.0,Defensive rebound by G. Antetokounmpo,,7,12
32,1,7:59.0,G. Monroe makes 2-pt layup at rim (assist by O. Mayo),,9,12
33,1,7:43.0,,Shooting foul by O. Mayo (drawn by T. Parker),9,12
34,1,7:43.0,,T. Parker makes free throw 1 of 2,9,13
35,1,7:43.0,,T. Parker makes free throw 2 of 2,9,14
36,1,7:31.0,K. Middleton misses 2-pt jump shot from 15 ft,,9,14
37,1,7:30.0,,Defensive rebound by T. Duncan,9,14
38,1,7:18.0,,T. Parker misses 2-pt layup at rim,9,14
39,1,7:17.0,Defensive rebound by O. Mayo,,9,14
40,1,7:10.0,K. Middleton misses 3-pt jump shot from 24 ft,,9,14
41,1,7:09.0,,Defensive rebound by T. Duncan,9,14
42,1,7:05.0,,Shooting foul by T. Ennis (drawn by K. Leonard),9,14
43,1,7:05.0,,K. Leonard misses free throw 1 of 2,9,14
44,1,7:05.0,,Offensive rebound by Team,9,14
45,1,7:05.0,M. Carter-Williams enters the game for T. Ennis,,9,14
46,1,7:05.0,,K. Leonard makes free throw 2 of 2,9,15
47,1,6:55.0,O. Mayo makes 2-pt jump shot from 16 ft (assist by M. Carter-Williams),,11,15
48,1,6:39.0,,L. Aldridge makes 2-pt jump shot from 21 ft (assist by D. Green),11,17
49,1,6:22.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by L. Aldridge),,11,17
50,1,6:21.0,,Defensive rebound by L. Aldridge,11,17
51,1,6:12.0,,Shooting foul by G. Monroe (drawn by T. Duncan),11,17
52,1,6:12.0,,T. Duncan makes free throw 1 of 2,11,18
53,1,6:12.0,,T. Duncan makes free throw 2 of 2,11,19
54,1,5:58.0,O. Mayo misses 3-pt jump shot from 25 ft,,11,19
55,1,5:57.0,,Defensive rebound by K. Leonard,11,19
56,1,5:38.0,,K. Leonard misses 2-pt jump shot from 14 ft,11,19
57,1,5:38.0,Defensive rebound by Team,,11,19
58,1,5:38.0,J. Parker enters the game for O. Mayo,,11,19
59,1,5:31.0,Shooting foul by D. Green (drawn by J. Parker),,11,19
60,1,5:31.0,J. Parker makes free throw 1 of 2,,12,19
61,1,5:31.0,,M. Ginóbili enters the game for D. Green,12,19
62,1,5:31.0,,B. Diaw enters the game for T. Duncan,12,19
63,1,5:31.0,,P. Mills enters the game for T. Parker,12,19
64,1,5:31.0,J. Parker makes free throw 2 of 2,,13,19
65,1,5:14.0,,Turnover by M. Ginóbili (lost ball; steal by M. Carter-Williams),13,19
66,1,5:06.0,M. Carter-Williams misses 2-pt jump shot from 10 ft,,13,19
67,1,5:05.0,,Defensive rebound by L. Aldridge,13,19
68,1,4:54.0,,K. Leonard misses 2-pt jump shot from 7 ft,13,19
69,1,4:53.0,Defensive rebound by G. Antetokounmpo,,13,19
70,1,4:45.0,Turnover by K. Middleton (bad pass; steal by M. Ginóbili),,13,19
71,1,4:27.0,,P. Mills misses 2-pt jump shot from 19 ft,13,19
72,1,4:26.0,Defensive rebound by J. Parker,,13,19
73,1,4:09.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,15,19
74,1,3:56.0,,B. Diaw makes 2-pt jump shot from 18 ft (assist by K. Leonard),15,21
75,1,3:38.0,J. Parker misses 2-pt jump shot from 19 ft,,15,21
76,1,3:36.0,,Defensive rebound by L. Aldridge,15,21
77,1,3:34.0,,Turnover by L. Aldridge (bad pass),15,21
78,1,3:29.0,G. Monroe misses 2-pt jump shot from 13 ft,,15,21
79,1,3:27.0,,Defensive rebound by B. Diaw,15,21
80,1,3:21.0,,K. Leonard misses 2-pt jump shot from 14 ft,15,21
81,1,3:20.0,Defensive rebound by M. Carter-Williams,,15,21
82,1,3:04.0,K. Middleton misses 2-pt jump shot from 12 ft,,15,21
83,1,3:02.0,,Defensive rebound by L. Aldridge,15,21
84,1,2:59.0,,San Antonio full timeout,15,21
85,1,2:59.0,J. Henson enters the game for G. Monroe,,15,21
86,1,2:59.0,R. Vaughn enters the game for G. Antetokounmpo,,15,21
87,1,2:50.0,,K. Leonard makes 2-pt layup from 1 ft (assist by P. Mills),15,23
88,1,2:31.0,K. Middleton misses 2-pt jump shot from 15 ft,,15,23
89,1,2:29.0,,Defensive rebound by P. Mills,15,23
90,1,2:20.0,,K. Anderson enters the game for K. Leonard,15,23
91,1,2:04.0,,P. Mills misses 3-pt jump shot from 25 ft,15,23
92,1,2:03.0,Defensive rebound by R. Vaughn,,15,23
93,1,2:00.0,Offensive foul by R. Vaughn (drawn by B. Diaw),,15,23
94,1,2:00.0,Turnover by R. Vaughn (offensive foul),,15,23
95,1,1:42.0,,L. Aldridge misses 2-pt jump shot from 19 ft,15,23
96,1,1:41.0,Defensive rebound by J. Parker,,15,23
97,1,1:28.0,R. Vaughn makes 3-pt jump shot from 22 ft (assist by M. Carter-Williams),,18,23
98,1,1:10.0,,M. Ginóbili misses 2-pt layup from 1 ft (block by J. Henson),18,23
99,1,1:09.0,,Offensive rebound by Team,18,23
100,1,1:09.0,,D. West enters the game for L. Aldridge,18,23
101,1,1:02.0,,B. Diaw misses 2-pt jump shot at rim,18,23
102,1,1:01.0,,Offensive rebound by B. Diaw,18,23
103,1,1:01.0,,B. Diaw makes 2-pt layup at rim,18,25
104,1,0:51.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),,21,25
105,1,0:31.0,,K. Anderson makes 2-pt jump shot from 6 ft (assist by M. Ginóbili),21,27
106,1,0:31.0,,Shooting foul by R. Vaughn (drawn by K. Anderson),21,27
107,1,0:31.0,,K. Anderson makes free throw 1 of 1,21,28
108,1,0:18.0,Turnover by R. Vaughn (step out of bounds),,21,28
109,1,0:18.0,,J. Simmons enters the game for K. Anderson,21,28
110,1,0:03.0,,Turnover by B. Diaw (bad pass; steal by J. Parker),21,28
111,1,0:00.0,J. Parker misses 3-pt jump shot from 27 ft,,21,28
112,1,0:00.0,Offensive rebound by Team,,21,28
113,2,11:43.0,M. Carter-Williams misses 2-pt jump shot from 10 ft,,21,28
114,2,11:42.0,Offensive rebound by J. Parker,,21,28
115,2,11:41.0,Shooting foul by B. Diaw (drawn by J. Parker),,21,28
116,2,11:41.0,J. Parker makes free throw 1 of 2,,22,28
117,2,11:41.0,J. Parker makes free throw 2 of 2,,23,28
118,2,11:24.0,,M. Ginóbili makes 2-pt dunk at rim (assist by B. Diaw),23,30
119,2,11:12.0,M. Carter-Williams misses 2-pt layup from 2 ft (block by D. West),,23,30
120,2,11:11.0,,Defensive rebound by D. West,23,30
121,2,10:58.0,,Personal foul by J. Henson (drawn by B. Diaw),23,30
122,2,10:48.0,,M. Ginóbili misses 2-pt layup from 1 ft,23,30
123,2,10:46.0,Defensive rebound by J. Parker,,23,30
124,2,10:37.0,J. Henson makes 2-pt dunk at rim (assist by O. Mayo),,25,30
125,2,10:23.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by B. Diaw),25,33
126,2,10:03.0,Personal foul by M. Ginóbili (drawn by J. Parker),,25,33
127,2,10:03.0,,K. Anderson enters the game for J. Simmons,25,33
128,2,9:54.0,R. Vaughn misses 3-pt jump shot from 24 ft,,25,33
129,2,9:52.0,,Defensive rebound by K. Anderson,25,33
130,2,9:51.0,,Personal foul by J. Parker (drawn by B. Diaw),25,33
131,2,9:39.0,,Shooting foul by R. Vaughn (drawn by K. Anderson),25,33
132,2,9:39.0,,K. Anderson misses free throw 1 of 2,25,33
133,2,9:39.0,,Offensive rebound by Team,25,33
134,2,9:39.0,,D. Green enters the game for M. Ginóbili,25,33
135,2,9:39.0,T. Ennis enters the game for R. Vaughn,,25,33
136,2,9:39.0,,K. Anderson makes free throw 2 of 2,25,34
137,2,9:23.0,O. Mayo misses 2-pt layup from 1 ft,,25,34
138,2,9:22.0,,Defensive rebound by D. West,25,34
139,2,9:13.0,,D. West misses 2-pt jump shot from 4 ft (block by J. Henson),25,34
140,2,9:12.0,Defensive rebound by O. Mayo,,25,34
141,2,9:07.0,Shooting foul by K. Anderson (drawn by J. Henson),,25,34
142,2,9:07.0,J. Henson makes free throw 1 of 2,,26,34
143,2,9:07.0,,T. Parker enters the game for P. Mills,26,34
144,2,9:07.0,J. Henson makes free throw 2 of 2,,27,34
145,2,8:50.0,,D. West makes 2-pt dunk at rim (assist by T. Parker),27,36
146,2,8:28.0,O. Mayo misses 2-pt jump shot from 3 ft,,27,36
147,2,8:27.0,,Defensive rebound by D. West,27,36
148,2,8:12.0,,B. Diaw misses 2-pt hook shot from 5 ft,27,36
149,2,8:11.0,Defensive rebound by T. Ennis,,27,36
150,2,8:05.0,Turnover by O. Mayo (lost ball; steal by K. Anderson),,27,36
151,2,7:56.0,,San Antonio full timeout,27,36
152,2,7:56.0,G. Antetokounmpo enters the game for O. Mayo,,27,36
153,2,7:50.0,,T. Duncan enters the game for B. Diaw,27,36
154,2,7:41.0,,D. West misses 2-pt jump shot from 18 ft,27,36
155,2,7:40.0,,Offensive rebound by T. Duncan,27,36
156,2,7:29.0,,D. Green misses 3-pt jump shot from 23 ft,27,36
157,2,7:28.0,,Offensive rebound by Team,27,36
158,2,7:18.0,,T. Parker makes 2-pt jump shot from 16 ft,27,38
159,2,6:56.0,G. Antetokounmpo misses 3-pt jump shot from 24 ft,,27,38
160,2,6:54.0,,Defensive rebound by T. Duncan,27,38
161,2,6:49.0,,D. West misses 2-pt layup from 1 ft,27,38
162,2,6:48.0,Defensive rebound by J. Henson,,27,38
163,2,6:43.0,Shooting foul by T. Duncan (drawn by J. Parker),,27,38
164,2,6:43.0,J. Parker misses free throw 1 of 2,,27,38
165,2,6:43.0,Offensive rebound by Team,,27,38
166,2,6:43.0,G. Monroe enters the game for J. Henson,,27,38
167,2,6:43.0,,L. Aldridge enters the game for D. West,27,38
168,2,6:43.0,,K. Leonard enters the game for K. Anderson,27,38
169,2,6:43.0,J. Parker makes free throw 2 of 2,,28,38
170,2,6:22.0,Offensive charge foul by T. Parker (drawn by T. Ennis),,28,38
171,2,6:22.0,,Turnover by T. Parker (offensive foul),28,38
172,2,6:22.0,K. Middleton enters the game for J. Parker,,28,38
173,2,6:12.0,G. Monroe misses 2-pt jump shot from 3 ft (block by L. Aldridge),,28,38
174,2,6:11.0,,Defensive rebound by D. Green,28,38
175,2,6:08.0,,Shooting foul by T. Ennis (drawn by T. Parker),28,38
176,2,6:08.0,,T. Parker makes free throw 1 of 2,28,39
177,2,6:08.0,,T. Parker misses free throw 2 of 2,28,39
178,2,6:07.0,Defensive rebound by G. Antetokounmpo,,28,39
179,2,5:53.0,M. Carter-Williams misses 2-pt jump shot from 9 ft,,28,39
180,2,5:52.0,Offensive rebound by G. Monroe,,28,39
181,2,5:51.0,Shooting foul by D. Green (drawn by G. Monroe),,28,39
182,2,5:51.0,Official timeout,,28,39
183,2,5:51.0,G. Monroe makes free throw 1 of 2,,29,39
184,2,5:51.0,G. Monroe makes free throw 2 of 2,,30,39
185,2,5:35.0,,D. Green misses 3-pt jump shot from 25 ft,30,39
186,2,5:33.0,Defensive rebound by G. Monroe,,30,39
187,2,5:22.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,30,39
188,2,5:21.0,,Defensive rebound by T. Parker,30,39
189,2,5:07.0,,L. Aldridge misses 2-pt jump shot from 16 ft,30,39
190,2,5:06.0,,Offensive rebound by K. Leonard,30,39
191,2,5:03.0,,K. Leonard misses 2-pt jump shot from 15 ft,30,39
192,2,5:01.0,Defensive rebound by T. Ennis,,30,39
193,2,4:53.0,Turnover by G. Antetokounmpo (traveling),,30,39
194,2,4:28.0,,K. Leonard makes 2-pt layup at rim,30,41
195,2,4:15.0,T. Ennis misses 2-pt jump shot from 16 ft,,30,41
196,2,4:14.0,,Defensive rebound by L. Aldridge,30,41
197,2,4:04.0,,T. Parker misses 2-pt layup at rim,30,41
198,2,4:03.0,Defensive rebound by M. Carter-Williams,,30,41
199,2,3:58.0,Turnover by T. Ennis (lost ball; steal by D. Green),,30,41
200,2,3:49.0,,K. Leonard misses 2-pt jump shot from 12 ft,30,41
201,2,3:48.0,Defensive rebound by G. Monroe,,30,41
202,2,3:40.0,M. Carter-Williams misses 2-pt layup from 1 ft (block by L. Aldridge),,30,41
203,2,3:39.0,Offensive rebound by Team,,30,41
204,2,3:39.0,J. Parker enters the game for T. Ennis,,30,41
205,2,3:39.0,,P. Mills enters the game for T. Parker,30,41
206,2,3:39.0,,M. Ginóbili enters the game for D. Green,30,41
207,2,3:37.0,J. Parker makes 2-pt dunk at rim (assist by G. Antetokounmpo),,32,41
208,2,3:27.0,,T. Duncan makes 2-pt layup at rim (assist by M. Ginóbili),32,43
209,2,3:05.0,G. Monroe makes 2-pt jump shot from 11 ft,,34,43
210,2,2:53.0,,P. Mills makes 2-pt layup from 1 ft (assist by M. Ginóbili),34,45
211,2,2:32.0,G. Monroe misses 2-pt jump shot from 10 ft,,34,45
212,2,2:31.0,,Defensive rebound by L. Aldridge,34,45
213,2,2:17.0,,P. Mills misses 2-pt layup from 2 ft,34,45
214,2,2:16.0,Defensive rebound by G. Monroe,,34,45
215,2,1:59.0,G. Monroe makes 2-pt jump shot from 3 ft (assist by K. Middleton),,36,45
216,2,1:42.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by K. Leonard),36,48
217,2,1:25.0,K. Middleton makes 2-pt layup at rim (assist by M. Carter-Williams),,38,48
218,2,1:01.0,,M. Ginóbili misses 3-pt jump shot from 23 ft,38,48
219,2,1:00.0,Defensive rebound by K. Middleton,,38,48
220,2,0:51.0,J. Parker misses 2-pt jump shot from 3 ft,,38,48
221,2,0:50.0,,Defensive rebound by T. Duncan,38,48
222,2,0:29.0,,K. Leonard misses 2-pt jump shot from 11 ft (block by G. Antetokounmpo),38,48
223,2,0:27.0,Defensive rebound by Team,,38,48
224,2,0:27.0,Milwaukee full timeout,,38,48
225,2,0:03.0,J. Parker misses 2-pt layup from 2 ft,,38,48
226,2,0:03.0,Offensive rebound by M. Carter-Williams,,38,48
227,2,0:03.0,Turnover by Team (shot clock),,38,48
228,2,0:03.0,,San Antonio full timeout,38,48
229,2,0:02.0,,Turnover by T. Duncan (bad pass; steal by M. Carter-Williams),38,48
230,2,0:00.0,M. Carter-Williams misses 3-pt jump shot from 77 ft,,38,48
231,2,0:00.0,Offensive rebound by Team,,38,48
232,3,11:48.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,38,48
233,3,11:46.0,,Defensive rebound by Team,38,48
234,3,11:26.0,,T. Duncan misses 2-pt jump shot from 7 ft,38,48
235,3,11:25.0,Defensive rebound by G. Monroe,,38,48
236,3,11:07.0,K. Middleton makes 2-pt jump shot from 17 ft (assist by G. Antetokounmpo),,40,48
237,3,10:57.0,,L. Aldridge misses 2-pt layup from 2 ft (block by T. Ennis),40,48
238,3,10:55.0,Defensive rebound by T. Ennis,,40,48
239,3,10:42.0,G. Monroe makes 2-pt jump shot from 7 ft,,42,48
240,3,10:21.0,,T. Duncan makes 2-pt jump shot from 5 ft (assist by T. Parker),42,50
241,3,10:10.0,G. Antetokounmpo makes 2-pt jump shot from 17 ft,,44,50
242,3,10:00.0,,Turnover by T. Duncan (bad pass),44,50
243,3,9:42.0,G. Antetokounmpo misses 2-pt jump shot from 5 ft (block by L. Aldridge),,44,50
244,3,9:41.0,,Defensive rebound by D. Green,44,50
245,3,9:26.0,,T. Parker misses 2-pt layup at rim,44,50
246,3,9:25.0,,Offensive rebound by T. Duncan,44,50
247,3,9:25.0,,T. Duncan makes 2-pt layup at rim,44,52
248,3,9:14.0,O. Mayo misses 2-pt jump shot from 4 ft,,44,52
249,3,9:12.0,Offensive rebound by O. Mayo,,44,52
250,3,9:07.0,Turnover by O. Mayo (lost ball; steal by T. Parker),,44,52
251,3,9:00.0,,T. Parker misses 2-pt layup from 1 ft (block by G. Antetokounmpo),44,52
252,3,8:59.0,,Offensive rebound by L. Aldridge,44,52
253,3,8:59.0,,L. Aldridge makes 2-pt dunk at rim,44,54
254,3,8:40.0,T. Ennis misses 3-pt jump shot from 25 ft,,44,54
255,3,8:39.0,,Defensive rebound by T. Duncan,44,54
256,3,8:29.0,,T. Duncan misses 2-pt layup from 1 ft (block by G. Monroe),44,54
257,3,8:28.0,,Offensive rebound by T. Duncan,44,54
258,3,8:28.0,,T. Duncan makes 2-pt layup from 1 ft,44,56
259,3,8:28.0,Milwaukee full timeout,,44,56
260,3,8:28.0,M. Carter-Williams enters the game for T. Ennis,,44,56
261,3,8:14.0,Shooting foul by L. Aldridge (drawn by G. Antetokounmpo),,44,56
262,3,8:14.0,G. Antetokounmpo makes free throw 1 of 2,,45,56
263,3,8:14.0,G. Antetokounmpo misses free throw 2 of 2,,45,56
264,3,8:13.0,,Defensive rebound by T. Duncan,45,56
265,3,7:50.0,,D. Green misses 3-pt jump shot from 25 ft,45,56
266,3,7:50.0,,Offensive rebound by Team,45,56
267,3,7:40.0,,Personal foul by G. Antetokounmpo (drawn by K. Leonard),45,56
268,3,7:28.0,,L. Aldridge misses 2-pt jump shot from 12 ft,45,56
269,3,7:27.0,Defensive rebound by M. Carter-Williams,,45,56
270,3,7:19.0,G. Monroe misses 2-pt layup at rim (block by L. Aldridge),,45,56
271,3,7:18.0,,Defensive rebound by D. Green,45,56
272,3,7:05.0,,T. Parker makes 3-pt jump shot from 23 ft (assist by K. Leonard),45,59
273,3,6:52.0,Personal foul by D. Green (drawn by K. Middleton),,45,59
274,3,6:51.0,Turnover by O. Mayo (bad pass; steal by D. Green),,45,59
275,3,6:41.0,,T. Duncan misses 2-pt jump shot from 9 ft,45,59
276,3,6:39.0,,Offensive rebound by L. Aldridge,45,59
277,3,6:38.0,,L. Aldridge misses 2-pt layup from 1 ft,45,59
278,3,6:37.0,,Offensive rebound by K. Leonard,45,59
279,3,6:36.0,,K. Leonard misses 2-pt layup from 2 ft,45,59
280,3,6:35.0,,Offensive rebound by Team,45,59
281,3,6:35.0,Loose ball foul by G. Monroe (drawn by L. Aldridge),,45,59
282,3,6:35.0,,B. Diaw enters the game for T. Duncan,45,59
283,3,6:35.0,J. Parker enters the game for O. Mayo,,45,59
284,3,6:22.0,,L. Aldridge misses 2-pt jump shot from 15 ft,45,59
285,3,6:20.0,Defensive rebound by J. Parker,,45,59
286,3,6:07.0,G. Monroe misses 2-pt jump shot from 10 ft,,45,59
287,3,6:05.0,,Defensive rebound by D. Green,45,59
288,3,5:54.0,,J. Simmons enters the game for D. Green,45,59
289,3,5:47.0,,L. Aldridge misses 2-pt jump shot from 20 ft,45,59
290,3,5:46.0,Defensive rebound by K. Middleton,,45,59
291,3,5:39.0,Turnover by K. Middleton (bad pass; steal by T. Parker),,45,59
292,3,5:39.0,Loose ball foul by K. Middleton (drawn by T. Parker),,45,59
293,3,5:39.0,,D. West enters the game for L. Aldridge,45,59
294,3,5:30.0,,Shooting foul by G. Antetokounmpo (drawn by K. Leonard),45,59
295,3,5:30.0,,K. Leonard makes free throw 1 of 2,45,60
296,3,5:30.0,,P. Mills enters the game for T. Parker,45,60
297,3,5:30.0,,K. Leonard makes free throw 2 of 2,45,61
298,3,5:15.0,Turnover by G. Monroe (lost ball; steal by D. West),,45,61
299,3,5:03.0,,Personal foul by M. Carter-Williams (drawn by K. Leonard),45,61
300,3,5:03.0,,K. Leonard makes free throw 1 of 2,45,62
301,3,5:03.0,,K. Leonard makes free throw 2 of 2,45,63
302,3,4:54.0,Turnover by M. Carter-Williams (bad pass; steal by D. West),,45,63
303,3,4:50.0,,J. Simmons makes 2-pt dunk at rim (assist by K. Leonard),45,65
304,3,4:50.0,Milwaukee full timeout,,45,65
305,3,4:30.0,M. Carter-Williams makes 2-pt jump shot from 6 ft (assist by K. Middleton),,47,65
306,3,4:14.0,,Turnover by J. Simmons (bad pass; steal by G. Monroe),47,65
307,3,4:08.0,M. Carter-Williams misses 2-pt layup from 1 ft,,47,65
308,3,4:07.0,,Defensive rebound by D. West,47,65
309,3,4:01.0,,J. Simmons makes 2-pt layup at rim (assist by P. Mills),47,67
310,3,3:48.0,K. Middleton makes 2-pt jump shot from 9 ft,,49,67
311,3,3:33.0,,K. Leonard misses 2-pt jump shot from 14 ft,49,67
312,3,3:32.0,Defensive rebound by G. Monroe,,49,67
313,3,3:17.0,K. Middleton makes 2-pt layup from 2 ft,,51,67
314,3,3:17.0,,San Antonio full timeout,51,67
315,3,3:17.0,,D. Green enters the game for K. Leonard,51,67
316,3,3:17.0,O. Mayo enters the game for G. Antetokounmpo,,51,67
317,3,3:04.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by J. Simmons),51,70
318,3,2:49.0,G. Monroe misses 2-pt layup from 1 ft,,51,70
319,3,2:47.0,,Defensive rebound by J. Simmons,51,70
320,3,2:35.0,,D. Green misses 3-pt jump shot from 25 ft,51,70
321,3,2:34.0,,Offensive rebound by D. West,51,70
322,3,2:14.0,,P. Mills misses 3-pt jump shot from 25 ft,51,70
323,3,2:13.0,Defensive rebound by G. Monroe,,51,70
324,3,1:56.0,G. Monroe makes 2-pt jump shot from 5 ft (assist by K. Middleton),,53,70
325,3,1:37.0,,D. Green makes 2-pt layup from 1 ft (assist by D. West),53,72
326,3,1:21.0,K. Middleton makes 2-pt dunk at rim (assist by O. Mayo),,55,72
327,3,1:16.0,,J. Simmons makes 2-pt layup at rim (assist by P. Mills),55,74
328,3,1:16.0,,Shooting foul by O. Mayo (drawn by J. Simmons),55,74
329,3,1:16.0,,K. Anderson enters the game for D. Green,55,74
330,3,1:16.0,,J. Simmons misses free throw 1 of 1,55,74
331,3,1:16.0,Defensive rebound by O. Mayo,,55,74
332,3,1:00.0,K. Middleton misses 2-pt jump shot from 15 ft,,55,74
333,3,0:58.0,,Defensive rebound by B. Diaw,55,74
334,3,0:37.0,,D. West makes 2-pt jump shot from 10 ft (assist by B. Diaw),55,76
335,3,0:24.0,J. Parker misses 2-pt jump shot from 9 ft,,55,76
336,3,0:23.0,,Defensive rebound by P. Mills,55,76
337,3,0:02.0,,P. Mills misses 2-pt jump shot from 18 ft,55,76
338,3,0:01.0,Defensive rebound by M. Carter-Williams,,55,76
339,4,11:44.0,,D. West misses 2-pt layup from 2 ft,55,76
340,4,11:37.0,,Offensive rebound by B. Diaw,55,76
341,4,11:37.0,,B. Diaw makes 2-pt layup from 2 ft,55,78
342,4,11:29.0,M. Carter-Williams makes 2-pt jump shot from 14 ft,,57,78
343,4,11:16.0,,P. Mills makes 2-pt jump shot from 18 ft,57,80
344,4,10:59.0,R. Vaughn misses 2-pt jump shot from 5 ft (block by K. Anderson),,57,80
345,4,10:54.0,,Defensive rebound by D. West,57,80
346,4,10:46.0,,Turnover by B. Diaw (bad pass; steal by O. Mayo),57,80
347,4,10:37.0,R. Vaughn misses 3-pt jump shot,,57,80
348,4,10:34.0,,Defensive rebound by B. Diaw,57,80
349,4,10:17.0,,B. Diaw misses 2-pt jump shot from 15 ft,57,80
350,4,10:08.0,Defensive rebound by J. Parker,,57,80
351,4,10:08.0,Offensive foul by J. Parker (drawn by J. Simmons),,57,80
352,4,10:08.0,Turnover by J. Parker (offensive foul),,57,80
353,4,10:08.0,,R. Butler enters the game for B. Diaw,57,80
354,4,9:46.0,,J. Simmons misses 2-pt jump shot from 23 ft,57,80
355,4,9:41.0,Defensive rebound by J. Parker,,57,80
356,4,9:34.0,M. Carter-Williams misses 2-pt jump shot from 19 ft,,57,80
357,4,9:32.0,,Defensive rebound by K. Anderson,57,80
358,4,9:26.0,,Personal foul by J. Henson (drawn by D. West),57,80
359,4,9:26.0,T. Ennis enters the game for M. Carter-Williams,,57,80
360,4,9:09.0,,K. Anderson misses 2-pt jump shot from 17 ft,57,80
361,4,9:07.0,Defensive rebound by J. Henson,,57,80
362,4,8:55.0,O. Mayo misses 2-pt jump shot from 14 ft,,57,80
363,4,8:54.0,,Defensive rebound by P. Mills,57,80
364,4,8:42.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by R. Butler),57,83
365,4,8:27.0,J. Henson makes 2-pt jump shot from 6 ft (assist by R. Vaughn),,59,83
366,4,8:11.0,,P. Mills misses 3-pt jump shot from 27 ft,59,83
367,4,8:09.0,Defensive rebound by R. Vaughn,,59,83
368,4,8:00.0,Turnover by T. Ennis (bad pass; steal by K. Anderson),,59,83
369,4,7:45.0,,J. Simmons misses 3-pt jump shot from 25 ft,59,83
370,4,7:43.0,Defensive rebound by O. Mayo,,59,83
371,4,7:32.0,R. Vaughn misses 3-pt jump shot from 23 ft,,59,83
372,4,7:31.0,Offensive rebound by R. Vaughn,,59,83
373,4,7:26.0,R. Vaughn misses 2-pt jump shot from 3 ft (block by D. West),,59,83
374,4,7:23.0,,Defensive rebound by D. West,59,83
375,4,7:05.0,J. Parker misses 2-pt jump shot from 7 ft,,59,83
376,4,7:05.0,Defensive rebound by O. Mayo,,59,83
377,4,7:05.0,,K. Anderson misses 3-pt jump shot from 24 ft,59,83
378,4,7:05.0,,Defensive rebound by K. Anderson,59,83
379,4,7:05.0,,San Antonio full timeout,59,83
380,4,7:05.0,J. O'Bryant enters the game for O. Mayo,,59,83
381,4,7:05.0,M. Plumlee enters the game for J. Parker,,59,83
382,4,7:05.0,C. Copeland enters the game for J. Henson,,59,83
383,4,7:05.0,,B. Diaw enters the game for D. West,59,83
