,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PHILADELPHIA_ACTION,WASHINGTON_SCORE,PHILADELPHIA_SCORE
0,1,11:44.0,,H. Thompson makes 3-pt jump shot from 23 ft,0,3
1,1,11:24.0,M. Morris misses 2-pt jump shot from 16 ft,,0,3
2,1,11:22.0,,Defensive rebound by H. Thompson,0,3
3,1,11:17.0,,Turnover by I. Smith (bad pass; steal by G. Temple),0,3
4,1,11:11.0,M. Gortat makes 2-pt layup at rim (assist by J. Wall),,2,3
5,1,11:00.0,,I. Smith misses 3-pt jump shot from 25 ft,2,3
6,1,10:58.0,Defensive rebound by M. Gortat,,2,3
7,1,10:49.0,J. Wall makes 2-pt jump shot from 17 ft,,4,3
8,1,10:36.0,,H. Thompson misses 3-pt jump shot from 26 ft,4,3
9,1,10:35.0,Defensive rebound by J. Wall,,4,3
10,1,10:29.0,M. Morris makes 2-pt dunk at rim (assist by J. Wall),,6,3
11,1,10:13.0,,J. Grant misses 3-pt jump shot from 26 ft,6,3
12,1,10:12.0,Defensive rebound by J. Wall,,6,3
13,1,10:06.0,G. Temple misses 3-pt jump shot from 24 ft,,6,3
14,1,10:03.0,,Defensive rebound by N. Noel,6,3
15,1,9:54.0,,I. Smith misses 3-pt jump shot from 26 ft,6,3
16,1,9:52.0,Defensive rebound by J. Wall,,6,3
17,1,9:46.0,J. Wall misses 2-pt jump shot from 18 ft,,6,3
18,1,9:43.0,,Defensive rebound by J. Grant,6,3
19,1,9:31.0,,H. Thompson misses 2-pt jump shot from 3 ft,6,3
20,1,9:30.0,Defensive rebound by M. Gortat,,6,3
21,1,9:23.0,M. Morris misses 3-pt jump shot from 24 ft,,6,3
22,1,9:21.0,Offensive rebound by O. Porter,,6,3
23,1,9:13.0,J. Wall misses 2-pt jump shot from 15 ft,,6,3
24,1,9:12.0,,Defensive rebound by Team,6,3
25,1,9:12.0,Loose ball foul by M. Gortat,,6,3
26,1,9:00.0,,Turnover by N. Noel (bad pass; steal by O. Porter),6,3
27,1,8:56.0,G. Temple misses 2-pt layup from 2 ft (block by J. Grant),,6,3
28,1,8:56.0,Offensive rebound by Team,,6,3
29,1,8:51.0,J. Wall misses 2-pt jump shot from 15 ft,,6,3
30,1,8:50.0,,Defensive rebound by N. Noel,6,3
31,1,8:38.0,,Turnover by J. Grant (bad pass; steal by O. Porter),6,3
32,1,8:34.0,G. Temple makes 2-pt dunk at rim (assist by O. Porter),,8,3
33,1,8:23.0,,N. Noel makes 2-pt hook shot from 6 ft,8,5
34,1,8:11.0,Turnover by J. Wall (bad pass; steal by J. Grant),,8,5
35,1,8:00.0,,N. Noel makes 2-pt layup from 1 ft (assist by I. Canaan),8,7
36,1,7:45.0,M. Gortat makes 2-pt jump shot from 11 ft,,10,7
37,1,7:28.0,,N. Noel makes 2-pt layup from 2 ft (assist by I. Smith),10,9
38,1,7:12.0,M. Morris makes 2-pt jump shot from 16 ft (assist by G. Temple),,12,9
39,1,6:55.0,,N. Noel makes 2-pt jump shot from 16 ft (assist by I. Smith),12,11
40,1,6:41.0,M. Gortat makes 2-pt jump shot from 7 ft (assist by J. Wall),,14,11
41,1,6:19.0,,Shooting foul by G. Temple (drawn by J. Grant),14,11
42,1,6:19.0,,J. Grant misses free throw 1 of 2,14,11
43,1,6:19.0,,Offensive rebound by Team,14,11
44,1,6:19.0,,N. Stauskas enters the game for H. Thompson,14,11
45,1,6:19.0,,J. Grant makes free throw 2 of 2,14,12
46,1,6:05.0,M. Morris makes 2-pt jump shot from 16 ft (assist by J. Wall),,16,12
47,1,5:57.0,,J. Grant makes 2-pt layup from 1 ft (assist by I. Smith),16,14
48,1,5:46.0,G. Temple misses 3-pt jump shot from 23 ft,,16,14
49,1,5:45.0,,Defensive rebound by N. Stauskas,16,14
50,1,5:26.0,,I. Smith makes 2-pt jump shot from 17 ft (assist by I. Canaan),16,16
51,1,5:06.0,,Philadelphia full timeout,16,16
52,1,5:06.0,,H. Thompson enters the game for I. Canaan,16,16
53,1,5:06.0,,S. Weems enters the game for J. Grant,16,16
54,1,5:00.0,M. Gortat misses 2-pt jump shot from 7 ft,,16,16
55,1,4:58.0,Offensive rebound by J. Wall,,16,16
56,1,4:56.0,O. Porter misses 2-pt jump shot from 14 ft,,16,16
57,1,4:55.0,,Defensive rebound by N. Noel,16,16
58,1,4:43.0,,I. Smith misses 3-pt jump shot from 25 ft,16,16
59,1,4:42.0,Defensive rebound by M. Gortat,,16,16
60,1,4:35.0,Personal foul by H. Thompson,,16,16
61,1,4:35.0,R. Sessions enters the game for G. Temple,,16,16
62,1,4:24.0,M. Morris makes 2-pt jump shot from 13 ft (assist by J. Wall),,18,16
63,1,4:07.0,,H. Thompson misses 3-pt jump shot from 26 ft,18,16
64,1,4:06.0,Defensive rebound by R. Sessions,,18,16
65,1,3:51.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,20,16
66,1,3:50.0,Violation by Team (delay of game),,20,16
67,1,3:36.0,,I. Smith makes 2-pt layup from 1 ft,20,18
68,1,3:15.0,O. Porter makes 2-pt jump shot from 11 ft (assist by R. Sessions),,22,18
69,1,3:04.0,,N. Noel misses 2-pt jump shot from 16 ft,22,18
70,1,3:02.0,Defensive rebound by R. Sessions,,22,18
71,1,2:55.0,Washington full timeout,,22,18
72,1,2:55.0,J. Dudley enters the game for M. Morris,,22,18
73,1,2:55.0,,T. McConnell enters the game for I. Smith,22,18
74,1,2:55.0,,C. Landry enters the game for N. Noel,22,18
75,1,2:45.0,Personal foul by H. Thompson,,22,18
76,1,2:37.0,J. Wall makes 2-pt jump shot from 15 ft,,24,18
77,1,2:20.0,,Turnover by S. Weems (bad pass; steal by R. Sessions),24,18
78,1,2:14.0,J. Wall misses 3-pt jump shot from 24 ft,,24,18
79,1,2:11.0,,Defensive rebound by N. Stauskas,24,18
80,1,2:05.0,,T. McConnell misses 2-pt layup from 1 ft,24,18
81,1,2:04.0,Defensive rebound by M. Gortat,,24,18
82,1,1:49.0,M. Gortat makes 2-pt jump shot from 3 ft (assist by J. Wall),,26,18
83,1,1:26.0,,C. Landry misses 2-pt jump shot from 16 ft,26,18
84,1,1:25.0,,Offensive rebound by T. McConnell,26,18
85,1,1:22.0,,T. McConnell makes 2-pt jump shot from 6 ft,26,20
86,1,1:15.0,Shooting foul by N. Stauskas (drawn by R. Sessions),,26,20
87,1,1:15.0,R. Sessions makes free throw 1 of 2,,27,20
88,1,1:15.0,N. Hilário enters the game for M. Gortat,,27,20
89,1,1:15.0,M. Thornton enters the game for J. Wall,,27,20
90,1,1:15.0,,J. Grant enters the game for H. Thompson,27,20
91,1,1:15.0,R. Sessions makes free throw 2 of 2,,28,20
92,1,0:56.0,,C. Landry misses 2-pt jump shot from 18 ft,28,20
93,1,0:54.0,Defensive rebound by M. Thornton,,28,20
94,1,0:46.0,Shooting foul by C. Landry (drawn by N. Hilário),,28,20
95,1,0:46.0,N. Hilário misses free throw 1 of 2,,28,20
96,1,0:46.0,Offensive rebound by Team,,28,20
97,1,0:46.0,N. Hilário misses free throw 2 of 2,,28,20
98,1,0:44.0,,Defensive rebound by J. Grant,28,20
99,1,0:37.0,,S. Weems makes 2-pt dunk at rim (assist by T. McConnell),28,22
100,1,0:27.0,R. Sessions makes 2-pt jump shot from 9 ft,,30,22
101,1,0:05.0,,J. Grant misses 3-pt jump shot from 26 ft,30,22
102,1,0:04.0,Defensive rebound by N. Hilário,,30,22
103,1,0:01.0,M. Thornton misses 3-pt jump shot from 32 ft,,30,22
104,1,0:00.0,Offensive rebound by Team,,30,22
105,2,11:49.0,Offensive foul by M. Thornton (drawn by T. McConnell),,30,22
106,2,11:49.0,Turnover by M. Thornton (offensive foul),,30,22
107,2,11:33.0,,T. McConnell misses 2-pt jump shot from 8 ft,30,22
108,2,11:31.0,Defensive rebound by N. Hilário,,30,22
109,2,11:11.0,J. Dudley makes 2-pt jump shot from 19 ft (assist by G. Temple),,32,22
110,2,10:55.0,Violation by M. Thornton (kicked ball),,32,22
111,2,10:48.0,,Personal foul by J. Dudley,32,22
