,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MINNESOTA_ACTION,MEMPHIS_SCORE,MINNESOTA_SCORE
0,1,11:44.0,Turnover by M. Barnes (bad pass),,0,0
1,1,11:32.0,,A. Wiggins makes 2-pt jump shot from 6 ft (assist by R. Rubio),0,2
2,1,11:08.0,C. Lee makes 3-pt jump shot from 25 ft (assist by M. Barnes),,3,2
3,1,10:47.0,,K. Towns makes 2-pt hook shot from 2 ft,3,4
4,1,10:21.0,M. Barnes misses 2-pt jump shot from 16 ft,,3,4
5,1,10:19.0,,Defensive rebound by R. Rubio,3,4
6,1,10:12.0,,R. Rubio misses 2-pt jump shot from 17 ft,3,4
7,1,10:11.0,Defensive rebound by C. Lee,,3,4
8,1,9:54.0,Z. Randolph makes 2-pt jump shot from 7 ft (assist by M. Barnes),,5,4
9,1,9:42.0,,A. Wiggins misses 3-pt jump shot from 24 ft,5,4
10,1,9:41.0,Defensive rebound by Z. Randolph,,5,4
11,1,9:19.0,Z. Randolph misses 2-pt jump shot from 13 ft,,5,4
12,1,9:18.0,,Defensive rebound by K. Towns,5,4
13,1,9:07.0,,K. Garnett makes 2-pt jump shot from 21 ft (assist by R. Rubio),5,6
14,1,8:41.0,M. Barnes makes 2-pt layup from 2 ft (assist by M. Gasol),,7,6
15,1,8:23.0,,R. Rubio misses 3-pt jump shot from 23 ft,7,6
16,1,8:22.0,Defensive rebound by M. Conley,,7,6
17,1,8:14.0,C. Lee makes 2-pt jump shot from 20 ft,,9,6
18,1,7:55.0,Offensive charge foul by K. Towns (drawn by M. Conley),,9,6
19,1,7:55.0,,Turnover by K. Towns (offensive foul),9,6
20,1,7:30.0,M. Gasol misses 2-pt jump shot from 17 ft,,9,6
21,1,7:29.0,Offensive rebound by Z. Randolph,,9,6
22,1,7:21.0,M. Gasol makes 2-pt jump shot from 11 ft,,11,6
23,1,6:53.0,,K. Garnett misses 2-pt jump shot from 17 ft,11,6
24,1,6:52.0,Defensive rebound by M. Barnes,,11,6
25,1,6:50.0,Turnover by M. Barnes (lost ball; steal by R. Rubio),,11,6
26,1,6:45.0,,A. Wiggins makes 2-pt dunk at rim,11,8
27,1,6:12.0,M. Gasol makes 2-pt jump shot from 14 ft (assist by M. Barnes),,13,8
28,1,5:57.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by R. Rubio),13,10
29,1,5:57.0,,Shooting foul by M. Barnes (drawn by A. Wiggins),13,10
30,1,5:57.0,,Minnesota full timeout,13,10
31,1,5:57.0,,G. Dieng enters the game for K. Garnett,13,10
32,1,5:57.0,,A. Wiggins makes free throw 1 of 1,13,11
33,1,5:43.0,C. Lee makes 3-pt jump shot from 22 ft (assist by M. Conley),,16,11
34,1,5:22.0,,T. Prince misses 2-pt jump shot from 16 ft,16,11
35,1,5:21.0,Defensive rebound by M. Conley,,16,11
36,1,5:06.0,M. Conley misses 3-pt jump shot from 24 ft,,16,11
37,1,5:05.0,,Defensive rebound by G. Dieng,16,11
38,1,4:56.0,,G. Dieng misses 2-pt jump shot from 16 ft,16,11
39,1,4:55.0,Defensive rebound by M. Gasol,,16,11
40,1,4:44.0,Z. Randolph makes 2-pt jump shot from 15 ft (assist by M. Conley),,18,11
41,1,4:39.0,,Inbound foul by M. Conley,18,11
42,1,4:39.0,,R. Rubio misses free throw 1 of 2,18,11
43,1,4:39.0,,Offensive rebound by Team,18,11
44,1,4:39.0,,S. Muhammad enters the game for T. Prince,18,11
45,1,4:39.0,J. Green enters the game for M. Barnes,,18,11
46,1,4:39.0,M. Chalmers enters the game for M. Conley,,18,11
47,1,4:39.0,,R. Rubio makes free throw 2 of 2,18,12
48,1,4:14.0,J. Green misses 3-pt jump shot from 23 ft,,18,12
49,1,4:13.0,,Defensive rebound by A. Wiggins,18,12
50,1,4:10.0,,S. Muhammad makes 2-pt dunk at rim (assist by R. Rubio),18,14
51,1,3:53.0,Offensive foul by M. Gasol (drawn by S. Muhammad),,18,14
52,1,3:53.0,Turnover by M. Gasol (offensive foul),,18,14
53,1,3:53.0,,Z. LaVine enters the game for R. Rubio,18,14
54,1,3:53.0,J. Green enters the game for Z. Randolph,,18,14
55,1,3:33.0,,G. Dieng misses 2-pt jump shot from 18 ft,18,14
56,1,3:32.0,Defensive rebound by C. Lee,,18,14
57,1,3:20.0,Shooting foul by K. Towns (drawn by M. Gasol),,18,14
58,1,3:20.0,M. Gasol makes free throw 1 of 2,,19,14
59,1,3:20.0,,N. Bjelica enters the game for K. Towns,19,14
60,1,3:20.0,V. Carter enters the game for C. Lee,,19,14
61,1,3:20.0,M. Gasol misses free throw 2 of 2,,19,14
62,1,3:19.0,,Defensive rebound by G. Dieng,19,14
63,1,3:01.0,,S. Muhammad misses 2-pt jump shot from 8 ft,19,14
64,1,2:59.0,Defensive rebound by J. Green,,19,14
65,1,2:43.0,Turnover by J. Green (step out of bounds),,19,14
66,1,2:43.0,Memphis full timeout,,19,14
67,1,2:25.0,,Turnover by G. Dieng (bad pass; steal by J. Green),19,14
68,1,2:24.0,Turnover by J. Green (traveling),,19,14
69,1,2:20.0,,Turnover by N. Bjelica (bad pass; steal by V. Carter),19,14
70,1,2:02.0,M. Gasol makes 2-pt dunk at rim (assist by J. Green),,21,14
71,1,1:47.0,,Z. LaVine misses 2-pt jump shot from 17 ft,21,14
72,1,1:46.0,Defensive rebound by M. Chalmers,,21,14
73,1,1:30.0,Shooting foul by G. Dieng (drawn by V. Carter),,21,14
74,1,1:30.0,V. Carter makes free throw 1 of 2,,22,14
75,1,1:30.0,R. Hollins enters the game for M. Gasol,,22,14
76,1,1:30.0,,K. Martin enters the game for A. Wiggins,22,14
77,1,1:30.0,V. Carter makes free throw 2 of 2,,23,14
78,1,1:17.0,Violation by M. Chalmers (kicked ball),,23,14
79,1,1:09.0,,G. Dieng makes 2-pt dunk at rim (assist by Z. LaVine),23,16
80,1,0:50.0,J. Green makes 2-pt jump shot from 10 ft (assist by M. Chalmers),,25,16
81,1,0:41.0,,Shooting foul by J. Green (drawn by K. Martin),25,16
82,1,0:41.0,,K. Martin makes free throw 1 of 2,25,17
83,1,0:41.0,,K. Martin makes free throw 2 of 2,25,18
84,1,0:27.0,V. Carter misses 2-pt layup from 2 ft (block by G. Dieng),,25,18
85,1,0:26.0,,Defensive rebound by G. Dieng,25,18
86,1,0:20.0,,Shooting foul by J. Green (drawn by S. Muhammad),25,18
87,1,0:20.0,,S. Muhammad makes free throw 1 of 2,25,19
88,1,0:20.0,,S. Muhammad makes free throw 2 of 2,25,20
89,1,0:04.0,J. Green misses 2-pt jump shot from 4 ft,,25,20
90,1,0:01.0,,Defensive rebound by S. Muhammad,25,20
91,1,0:00.0,,S. Muhammad misses 3-pt jump shot from 38 ft,25,20
92,1,0:00.0,,Offensive rebound by Team,25,20
93,2,11:41.0,,Z. LaVine misses 2-pt jump shot from 8 ft (block by V. Carter),25,20
94,2,11:39.0,Defensive rebound by V. Carter,,25,20
95,2,11:34.0,Turnover by J. Green (bad pass; steal by Z. LaVine),,25,20
96,2,11:29.0,,S. Muhammad makes 2-pt dunk at rim (assist by Z. LaVine),25,22
97,2,11:12.0,Offensive foul by R. Hollins (drawn by S. Muhammad),,25,22
98,2,11:12.0,Turnover by R. Hollins (offensive foul),,25,22
99,2,10:54.0,,K. Martin makes 3-pt jump shot from 24 ft (assist by G. Dieng),25,25
100,2,10:41.0,M. Chalmers makes 2-pt layup at rim,,27,25
101,2,10:22.0,,Offensive foul by G. Dieng (drawn by M. Chalmers),27,25
102,2,10:22.0,,Turnover by G. Dieng (offensive foul),27,25
103,2,10:22.0,M. Conley enters the game for V. Carter,,27,25
104,2,10:22.0,,N. Peković enters the game for G. Dieng,27,25
105,2,10:07.0,J. Green misses 2-pt jump shot from 16 ft,,27,25
106,2,10:05.0,Offensive rebound by R. Hollins,,27,25
107,2,9:58.0,Memphis full timeout,,27,25
108,2,9:51.0,M. Conley makes 2-pt jump shot from 18 ft,,29,25
109,2,9:28.0,,N. Peković misses 2-pt hook shot from 4 ft,29,25
110,2,9:26.0,Defensive rebound by J. Green,,29,25
111,2,9:21.0,Personal foul by N. Peković (drawn by R. Hollins),,29,25
112,2,9:21.0,M. Barnes enters the game for J. Green,,29,25
