,QUARTER,TIME_REMAINING,ATLANTA_ACTION,LA LAKERS_ACTION,ATLANTA_SCORE,LA LAKERS_SCORE
0,1,11:43.0,J. Teague makes 2-pt layup from 1 ft (assist by A. Horford),,2,0
1,1,11:37.0,,Personal foul by J. Teague (drawn by D. Russell),2,0
2,1,11:17.0,,J. Randle misses 2-pt jump shot from 7 ft,2,0
3,1,11:16.0,Defensive rebound by A. Horford,,2,0
4,1,11:02.0,J. Teague misses 3-pt jump shot from 23 ft,,2,0
5,1,11:01.0,,Defensive rebound by R. Hibbert,2,0
6,1,10:41.0,,N. Young misses 2-pt jump shot from 12 ft,2,0
7,1,10:40.0,,Offensive rebound by R. Hibbert,2,0
8,1,10:33.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by R. Hibbert),2,3
9,1,10:15.0,P. Millsap misses 2-pt jump shot from 8 ft,,2,3
10,1,10:12.0,,Defensive rebound by A. Brown,2,3
11,1,10:02.0,,R. Hibbert misses 2-pt jump shot from 11 ft,2,3
12,1,9:58.0,Defensive rebound by J. Teague,,2,3
13,1,9:53.0,,Violation by D. Russell (kicked ball),2,3
14,1,9:44.0,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Teague),,5,3
15,1,9:27.0,,A. Brown makes 2-pt jump shot from 13 ft (assist by D. Russell),5,5
16,1,9:16.0,Shooting foul by R. Hibbert (drawn by P. Millsap),,5,5
17,1,9:16.0,P. Millsap makes free throw 1 of 2,,6,5
18,1,9:16.0,P. Millsap misses free throw 2 of 2,,6,5
19,1,9:14.0,,Defensive rebound by J. Randle,6,5
20,1,8:57.0,,J. Randle misses 2-pt jump shot from 19 ft,6,5
21,1,8:56.0,Defensive rebound by J. Teague,,6,5
22,1,8:43.0,J. Teague misses 2-pt jump shot from 6 ft,,6,5
23,1,8:41.0,,Defensive rebound by A. Brown,6,5
24,1,8:26.0,,R. Hibbert makes 2-pt hook shot from 7 ft,6,7
25,1,8:15.0,K. Bazemore misses 3-pt jump shot from 24 ft,,6,7
26,1,8:14.0,,Defensive rebound by J. Randle,6,7
27,1,8:08.0,,D. Russell misses 2-pt jump shot from 14 ft,6,7
28,1,8:07.0,,Offensive rebound by J. Randle,6,7
29,1,8:01.0,,J. Randle makes 2-pt layup at rim (assist by R. Hibbert),6,9
30,1,7:44.0,K. Bazemore makes 2-pt layup from 1 ft (assist by J. Teague),,8,9
31,1,7:25.0,,N. Young misses 3-pt jump shot from 25 ft,8,9
32,1,7:23.0,Defensive rebound by A. Horford,,8,9
33,1,7:01.0,K. Korver makes 2-pt jump shot from 18 ft (assist by K. Bazemore),,10,9
34,1,6:40.0,,Turnover by D. Russell (step out of bounds),10,9
35,1,6:40.0,K. Humphries enters the game for A. Horford,,10,9
36,1,6:20.0,Turnover by K. Humphries (step out of bounds),,10,9
37,1,6:20.0,Violation by Team (jump ball),,10,9
38,1,6:07.0,,A. Brown misses 3-pt jump shot from 25 ft,10,9
39,1,6:06.0,Defensive rebound by K. Humphries,,10,9
40,1,5:55.0,K. Bazemore makes 2-pt layup at rim (assist by K. Korver),,12,9
41,1,5:40.0,,D. Russell misses 3-pt jump shot from 24 ft,12,9
42,1,5:39.0,,Offensive rebound by N. Young,12,9
43,1,5:25.0,,A. Brown misses 3-pt jump shot from 23 ft,12,9
44,1,5:23.0,Defensive rebound by Team,,12,9
45,1,5:23.0,,LA Lakers full timeout,12,9
46,1,5:23.0,,M. Huertas enters the game for N. Young,12,9
47,1,5:23.0,T. Sefolosha enters the game for K. Bazemore,,12,9
48,1,5:23.0,D. Schröder enters the game for T. Sefolosha,,12,9
49,1,5:23.0,T. Sefolosha enters the game for J. Teague,,12,9
50,1,5:07.0,K. Korver misses 2-pt jump shot from 19 ft,,12,9
51,1,5:05.0,,Defensive rebound by R. Hibbert,12,9
52,1,4:43.0,,J. Randle makes 2-pt jump shot from 20 ft (assist by D. Russell),12,11
53,1,4:35.0,Turnover by T. Sefolosha (bad pass; steal by J. Randle),,12,11
54,1,4:30.0,,J. Randle makes 2-pt dunk at rim,12,13
55,1,4:16.0,D. Schröder misses 3-pt jump shot from 24 ft,,12,13
56,1,4:14.0,,Defensive rebound by J. Randle,12,13
57,1,4:06.0,,D. Russell misses 2-pt jump shot from 18 ft,12,13
58,1,4:05.0,Defensive rebound by K. Korver,,12,13
59,1,3:56.0,K. Humphries makes 2-pt jump shot from 17 ft (assist by K. Korver),,14,13
60,1,3:33.0,,J. Randle makes 3-pt jump shot from 24 ft (assist by A. Brown),14,16
61,1,3:11.0,P. Millsap makes 2-pt jump shot from 16 ft (assist by D. Schröder),,16,16
62,1,2:47.0,,Turnover by M. Huertas (lost ball; steal by D. Schröder),16,16
63,1,2:39.0,P. Millsap makes 3-pt jump shot from 24 ft (assist by T. Sefolosha),,19,16
64,1,2:27.0,,Turnover by R. Hibbert (bad pass; steal by P. Millsap),19,16
65,1,2:23.0,P. Millsap makes 2-pt dunk at rim,,21,16
66,1,2:23.0,,LA Lakers full timeout,21,16
67,1,2:23.0,Atlanta full timeout,,21,16
68,1,2:23.0,,L. Nance enters the game for A. Brown,21,16
69,1,2:23.0,,M. World Peace enters the game for J. Randle,21,16
70,1,2:23.0,,B. Bass enters the game for R. Hibbert,21,16
71,1,2:23.0,T. Hardaway enters the game for P. Millsap,,21,16
72,1,2:23.0,M. Scott enters the game for K. Korver,,21,16
73,1,2:02.0,,M. World Peace misses 2-pt layup from 2 ft (block by T. Sefolosha),21,16
74,1,2:00.0,Defensive rebound by K. Humphries,,21,16
75,1,2:00.0,Personal foul by M. World Peace (drawn by K. Humphries),,21,16
76,1,1:51.0,D. Schröder makes 2-pt layup from 1 ft,,23,16
77,1,1:51.0,Shooting foul by L. Nance (drawn by D. Schröder),,23,16
78,1,1:51.0,D. Schröder makes free throw 1 of 1,,24,16
79,1,1:51.0,,Technical foul by L. Nance,24,16
80,1,1:51.0,D. Schröder misses technical free throw,,24,16
81,1,1:51.0,,Offensive rebound by Team,24,16
82,1,1:30.0,,B. Bass makes 2-pt dunk at rim (assist by D. Russell),24,18
83,1,1:14.0,D. Schröder misses 2-pt layup from 1 ft,,24,18
84,1,1:10.0,,Defensive rebound by M. Huertas,24,18
85,1,0:59.0,,Shooting foul by K. Humphries (drawn by B. Bass),24,18
86,1,0:59.0,,B. Bass misses free throw 1 of 2,24,18
87,1,0:59.0,,Offensive rebound by Team,24,18
88,1,0:59.0,A. Horford enters the game for K. Humphries,,24,18
89,1,0:59.0,,B. Bass makes free throw 2 of 2,24,19
90,1,0:49.0,D. Schröder makes 2-pt jump shot from 19 ft,,26,19
91,1,0:34.0,,M. World Peace misses 3-pt jump shot from 24 ft,26,19
92,1,0:33.0,Defensive rebound by T. Hardaway,,26,19
93,1,0:03.0,A. Horford misses 3-pt jump shot from 24 ft,,26,19
94,1,0:01.0,,Defensive rebound by B. Bass,26,19
95,2,11:36.0,,Turnover by Team (shot clock),26,19
96,2,11:16.0,A. Horford misses 2-pt hook shot from 8 ft,,26,19
97,2,11:11.0,,Defensive rebound by B. Bass,26,19
98,2,10:56.0,,M. Huertas makes 2-pt layup from 1 ft (assist by L. Nance),26,21
99,2,10:39.0,D. Schröder misses 2-pt layup from 1 ft (block by M. Huertas),,26,21
100,2,10:36.0,,Defensive rebound by L. Nance,26,21
101,2,10:33.0,,N. Young misses 3-pt jump shot from 24 ft,26,21
102,2,10:33.0,,Offensive rebound by Team,26,21
103,2,10:33.0,Loose ball foul by D. Schröder (drawn by M. World Peace),,26,21
104,2,10:21.0,,B. Bass makes 2-pt dunk at rim (assist by M. Huertas),26,23
105,2,10:03.0,M. Scott makes 3-pt jump shot from 24 ft (assist by A. Horford),,29,23
106,2,9:46.0,,L. Nance misses 2-pt dunk at rim,29,23
107,2,9:43.0,,Offensive rebound by N. Young,29,23
108,2,9:37.0,,M. Huertas misses 3-pt jump shot from 24 ft,29,23
109,2,9:36.0,Defensive rebound by A. Horford,,29,23
110,2,9:31.0,M. Scott misses 2-pt jump shot from 17 ft,,29,23
111,2,9:29.0,,Defensive rebound by N. Young,29,23
112,2,9:13.0,,M. Huertas makes 2-pt jump shot from 13 ft,29,25
113,2,8:55.0,D. Schröder makes 2-pt layup from 1 ft,,31,25
114,2,8:55.0,Shooting foul by M. World Peace (drawn by D. Schröder),,31,25
115,2,8:55.0,Official timeout,,31,25
116,2,8:55.0,D. Schröder misses free throw 1 of 1,,31,25
117,2,8:53.0,,Defensive rebound by L. Nance,31,25
118,2,8:31.0,,N. Young misses 2-pt jump shot from 13 ft,31,25
119,2,8:28.0,,Offensive rebound by B. Bass,31,25
