,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DENVER_ACTION,SAN ANTONIO_SCORE,DENVER_SCORE
0,1,11:37.0,L. Aldridge misses 3-pt jump shot from 23 ft,,0,0
1,1,11:36.0,,Defensive rebound by D. Gallinari,0,0
2,1,11:30.0,,N. Jokić makes 2-pt layup from 2 ft (assist by D. Gallinari),0,2
3,1,11:04.0,L. Aldridge misses 2-pt jump shot from 12 ft,,0,2
4,1,11:03.0,Offensive rebound by B. Marjanović,,0,2
5,1,10:53.0,K. Leonard misses 2-pt jump shot from 17 ft,,0,2
6,1,10:51.0,,Defensive rebound by G. Harris,0,2
7,1,10:48.0,,G. Harris makes 2-pt layup from 1 ft,0,4
8,1,10:48.0,Violation by D. Green (def goaltending),,0,4
9,1,10:35.0,Personal foul by G. Harris (drawn by T. Parker),,0,4
10,1,10:25.0,D. Green misses 2-pt jump shot from 16 ft,,0,4
11,1,10:24.0,Offensive rebound by B. Marjanović,,0,4
12,1,10:23.0,Shooting foul by N. Jokić (drawn by B. Marjanović),,0,4
13,1,10:23.0,B. Marjanović makes free throw 1 of 2,,1,4
14,1,10:23.0,B. Marjanović makes free throw 2 of 2,,2,4
15,1,10:06.0,,D. Arthur misses 2-pt jump shot from 20 ft,2,4
16,1,10:06.0,,Offensive rebound by N. Jokić,2,4
17,1,10:00.0,,D. Gallinari misses 3-pt jump shot from 27 ft,2,4
18,1,9:59.0,,Offensive rebound by D. Arthur,2,4
19,1,9:39.0,,E. Mudiay misses 2-pt jump shot from 11 ft,2,4
20,1,9:38.0,Defensive rebound by B. Marjanović,,2,4
21,1,9:22.0,L. Aldridge makes 2-pt layup from 1 ft (assist by B. Marjanović),,4,4
22,1,9:02.0,,Turnover by G. Harris (lost ball),4,4
23,1,8:39.0,K. Leonard misses 2-pt jump shot from 21 ft,,4,4
24,1,8:38.0,,Defensive rebound by D. Arthur,4,4
25,1,8:32.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by E. Mudiay),4,7
26,1,8:13.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by T. Parker),,6,7
27,1,7:53.0,,Shooting foul by B. Marjanović (drawn by E. Mudiay),6,7
28,1,7:53.0,,E. Mudiay makes free throw 1 of 2,6,8
29,1,7:53.0,,E. Mudiay makes free throw 2 of 2,6,9
30,1,7:34.0,Turnover by K. Leonard (dbl dribble),,6,9
31,1,7:10.0,,N. Jokić misses 2-pt layup from 1 ft,6,9
32,1,7:10.0,Defensive rebound by B. Marjanović,,6,9
33,1,6:50.0,K. Leonard misses 2-pt jump shot from 16 ft,,6,9
34,1,6:49.0,Offensive rebound by Team,,6,9
35,1,6:44.0,D. Green misses 2-pt hook shot from 5 ft,,6,9
36,1,6:43.0,,Defensive rebound by Team,6,9
37,1,6:36.0,,Personal foul by B. Marjanović (drawn by D. Gallinari),6,9
38,1,6:26.0,,E. Mudiay misses 2-pt layup from 2 ft,6,9
39,1,6:24.0,Defensive rebound by T. Parker,,6,9
40,1,6:05.0,Turnover by T. Parker (traveling),,6,9
41,1,5:45.0,,N. Jokić makes 2-pt jump shot from 8 ft (assist by G. Harris),6,11
42,1,5:45.0,San Antonio full timeout,,6,11
43,1,5:45.0,K. Anderson enters the game for B. Marjanović,,6,11
44,1,5:45.0,P. Mills enters the game for D. Green,,6,11
45,1,5:45.0,B. Diaw enters the game for T. Parker,,6,11
46,1,5:25.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by K. Leonard),,8,11
47,1,5:08.0,,Offensive foul by N. Jokić (drawn by K. Anderson),8,11
48,1,5:08.0,,Turnover by N. Jokić (offensive foul),8,11
49,1,5:08.0,,W. Barton enters the game for N. Jokić,8,11
50,1,4:54.0,L. Aldridge misses 2-pt jump shot from 13 ft,,8,11
51,1,4:54.0,,Defensive rebound by D. Gallinari,8,11
52,1,4:31.0,,E. Mudiay misses 2-pt layup from 2 ft (block by K. Leonard),8,11
53,1,4:29.0,Defensive rebound by B. Diaw,,8,11
54,1,4:22.0,L. Aldridge misses 2-pt layup from 2 ft,,8,11
55,1,4:21.0,,Defensive rebound by E. Mudiay,8,11
56,1,4:10.0,,D. Gallinari makes 2-pt dunk at rim (assist by E. Mudiay),8,13
57,1,3:56.0,K. Leonard makes 2-pt jump shot from 17 ft,,10,13
58,1,3:34.0,,D. Gallinari misses 2-pt layup from 2 ft,10,13
59,1,3:33.0,Defensive rebound by L. Aldridge,,10,13
60,1,3:25.0,P. Mills makes 2-pt layup at rim (assist by K. Leonard),,12,13
61,1,3:25.0,,Denver full timeout,12,13
62,1,3:25.0,,J. Hickson enters the game for D. Arthur,12,13
63,1,3:08.0,,E. Mudiay misses 2-pt jump shot from 7 ft,12,13
64,1,3:07.0,Defensive rebound by L. Aldridge,,12,13
65,1,2:56.0,K. Leonard misses 2-pt jump shot from 13 ft,,12,13
66,1,2:55.0,Offensive rebound by L. Aldridge,,12,13
67,1,2:51.0,L. Aldridge makes 2-pt hook shot from 3 ft,,14,13
68,1,2:42.0,,J. Nelson enters the game for E. Mudiay,14,13
69,1,2:42.0,D. West enters the game for L. Aldridge,,14,13
70,1,2:30.0,,Turnover by W. Barton (lost ball; steal by K. Leonard),14,13
71,1,2:24.0,P. Mills misses 3-pt jump shot from 24 ft,,14,13
72,1,2:23.0,,Defensive rebound by W. Barton,14,13
73,1,2:09.0,,W. Barton misses 2-pt jump shot from 19 ft,14,13
74,1,2:08.0,Defensive rebound by B. Diaw,,14,13
75,1,1:59.0,K. Anderson misses 2-pt jump shot from 15 ft,,14,13
76,1,1:58.0,,Defensive rebound by D. Gallinari,14,13
77,1,1:50.0,,D. Gallinari misses 3-pt jump shot from 25 ft,14,13
78,1,1:49.0,Defensive rebound by K. Anderson,,14,13
79,1,1:32.0,Turnover by P. Mills (traveling),,14,13
80,1,1:32.0,,R. Foye enters the game for G. Harris,14,13
81,1,1:32.0,J. Simmons enters the game for K. Leonard,,14,13
82,1,1:13.0,,W. Barton misses 2-pt jump shot from 14 ft,14,13
83,1,1:10.0,,Offensive rebound by W. Barton,14,13
84,1,1:00.0,,W. Barton makes 3-pt jump shot from 25 ft,14,16
85,1,0:44.0,J. Simmons misses 3-pt jump shot from 23 ft,,14,16
86,1,0:43.0,Offensive rebound by Team,,14,16
87,1,0:43.0,,M. Miller enters the game for D. Gallinari,14,16
88,1,0:39.0,Turnover by J. Simmons (3 sec),,14,16
89,1,0:30.0,,J. Nelson misses 3-pt jump shot from 27 ft,14,16
90,1,0:29.0,Defensive rebound by B. Diaw,,14,16
91,1,0:12.0,Personal take foul by J. Hickson (drawn by K. Anderson),,14,16
92,1,0:04.0,Shooting foul by M. Miller (drawn by K. Anderson),,14,16
93,1,0:04.0,K. Anderson makes free throw 1 of 2,,15,16
94,1,0:04.0,D. Green enters the game for D. West,,15,16
95,1,0:04.0,K. Leonard enters the game for B. Diaw,,15,16
96,1,0:04.0,K. Anderson makes free throw 2 of 2,,16,16
97,1,0:02.0,,Personal take foul by P. Mills (drawn by J. Nelson),16,16
98,1,0:02.0,,J. Hickson misses 2-pt jump shot from 22 ft,16,16
99,1,0:00.0,,Offensive rebound by Team,16,16
100,2,11:47.0,,Personal foul by B. Diaw (drawn by J. Hickson),16,16
101,2,11:36.0,,W. Barton makes 2-pt jump shot from 4 ft (assist by J. Nelson),16,18
102,2,11:12.0,B. Diaw makes 2-pt jump shot from 11 ft,,18,18
103,2,11:00.0,,J. Hickson makes 2-pt jump shot from 16 ft (assist by R. Foye),18,20
104,2,10:44.0,J. Simmons misses 2-pt layup from 1 ft (block by J. Hickson),,18,20
105,2,10:43.0,Offensive rebound by Team,,18,20
106,2,10:36.0,K. Anderson misses 2-pt jump shot from 21 ft,,18,20
107,2,10:35.0,,Defensive rebound by J. Nelson,18,20
108,2,10:31.0,,Personal foul by K. Anderson (drawn by J. Hickson),18,20
109,2,10:31.0,D. Green enters the game for K. Anderson,,18,20
110,2,10:27.0,,Turnover by W. Barton (traveling),18,20
111,2,10:12.0,Turnover by D. West (bad pass),,18,20
112,2,9:53.0,,M. Miller makes 3-pt jump shot from 25 ft (assist by R. Foye),18,23
113,2,9:53.0,San Antonio full timeout,,18,23
114,2,9:47.0,Personal foul by J. Nelson (drawn by D. West),,18,23
115,2,9:40.0,Turnover by P. Mills (bad pass; steal by M. Miller),,18,23
116,2,9:34.0,,J. Nelson makes 3-pt jump shot from 24 ft,18,26
117,2,9:21.0,Shooting foul by M. Miller (drawn by D. West),,18,26
118,2,9:21.0,D. West makes free throw 1 of 2,,19,26
119,2,9:21.0,T. Parker enters the game for P. Mills,,19,26
120,2,9:21.0,D. West makes free throw 2 of 2,,20,26
121,2,9:10.0,,J. Nelson makes 3-pt jump shot from 24 ft,20,29
122,2,8:56.0,Personal foul by J. Hickson (drawn by D. West),,20,29
123,2,8:45.0,D. West misses 2-pt jump shot from 3 ft (block by J. Hickson),,20,29
124,2,8:44.0,,Defensive rebound by Team,20,29
125,2,8:30.0,,W. Barton makes 2-pt jump shot from 14 ft,20,31
126,2,8:15.0,D. Green makes 3-pt jump shot from 24 ft (assist by T. Parker),,23,31
127,2,8:00.0,,M. Miller misses 3-pt jump shot from 25 ft,23,31
128,2,7:59.0,Defensive rebound by D. Green,,23,31
129,2,7:49.0,T. Parker makes 2-pt jump shot from 19 ft,,25,31
130,2,7:38.0,,J. Hickson makes 2-pt dunk at rim (assist by R. Foye),25,33
131,2,7:11.0,J. Simmons makes 2-pt layup from 1 ft (assist by B. Diaw),,27,33
132,2,6:52.0,,Turnover by J. Nelson (bad pass; steal by D. West),27,33
133,2,6:49.0,Turnover by D. Green (bad pass; steal by W. Barton),,27,33
134,2,6:46.0,,Turnover by W. Barton (lost ball; steal by D. Green),27,33
135,2,6:35.0,Turnover by J. Simmons (bad pass; steal by W. Barton),,27,33
136,2,6:32.0,,Personal take foul by T. Parker (drawn by W. Barton),27,33
137,2,6:32.0,K. Leonard enters the game for J. Simmons,,27,33
138,2,6:32.0,,D. Gallinari enters the game for M. Miller,27,33
139,2,6:32.0,L. Aldridge enters the game for D. West,,27,33
140,2,6:32.0,K. Anderson enters the game for B. Diaw,,27,33
141,2,6:27.0,,Shooting foul by K. Leonard (drawn by J. Hickson),27,33
142,2,6:27.0,,J. Hickson makes free throw 1 of 2,27,34
143,2,6:27.0,,J. Hickson misses free throw 2 of 2,27,34
144,2,6:26.0,Defensive rebound by L. Aldridge,,27,34
145,2,6:08.0,K. Leonard makes 2-pt layup from 1 ft,,29,34
146,2,5:59.0,,D. Gallinari misses 2-pt jump shot from 15 ft,29,34
147,2,5:58.0,Defensive rebound by K. Leonard,,29,34
148,2,5:50.0,D. Green misses 3-pt jump shot from 24 ft,,29,34
149,2,5:49.0,,Defensive rebound by D. Gallinari,29,34
150,2,5:45.0,,J. Hickson misses 2-pt layup at rim,29,34
151,2,5:44.0,,Offensive rebound by D. Gallinari,29,34
152,2,5:43.0,,D. Gallinari makes 2-pt dunk at rim,29,36
153,2,5:17.0,K. Leonard makes 2-pt jump shot from 16 ft (assist by T. Parker),,31,36
154,2,5:01.0,,J. Hickson misses 2-pt jump shot from 12 ft (block by L. Aldridge),31,36
155,2,4:59.0,Defensive rebound by K. Anderson,,31,36
156,2,4:42.0,Turnover by T. Parker (traveling),,31,36
157,2,4:42.0,Official timeout,,31,36
158,2,4:42.0,,E. Mudiay enters the game for J. Hickson,31,36
159,2,4:42.0,,D. Arthur enters the game for J. Nelson,31,36
160,2,4:27.0,,E. Mudiay misses 2-pt jump shot from 21 ft,31,36
161,2,4:26.0,Defensive rebound by K. Leonard,,31,36
162,2,4:22.0,K. Leonard makes 2-pt layup from 2 ft,,33,36
163,2,4:22.0,Shooting foul by E. Mudiay (drawn by K. Leonard),,33,36
164,2,4:22.0,K. Leonard makes free throw 1 of 1,,34,36
165,2,4:12.0,,D. Gallinari misses 2-pt layup from 2 ft,34,36
166,2,4:09.0,,Offensive rebound by W. Barton,34,36
167,2,4:09.0,,W. Barton makes 2-pt dunk at rim,34,38
168,2,3:51.0,L. Aldridge misses 2-pt jump shot from 20 ft,,34,38
169,2,3:50.0,,Defensive rebound by E. Mudiay,34,38
170,2,3:35.0,,E. Mudiay makes 2-pt layup from 1 ft (assist by W. Barton),34,40
171,2,3:16.0,,G. Harris enters the game for R. Foye,34,40
172,2,3:10.0,D. Green misses 2-pt layup from 1 ft,,34,40
173,2,3:09.0,,Defensive rebound by W. Barton,34,40
174,2,3:01.0,,W. Barton makes 2-pt jump shot from 19 ft,34,42
175,2,2:38.0,T. Parker makes 2-pt jump shot from 20 ft,,36,42
176,2,2:24.0,,D. Arthur misses 2-pt layup from 2 ft (block by K. Leonard),36,42
177,2,2:23.0,,Offensive rebound by Team,36,42
178,2,2:23.0,,Denver full timeout,36,42
179,2,2:23.0,B. Diaw enters the game for L. Aldridge,,36,42
180,2,2:23.0,J. Simmons enters the game for D. Green,,36,42
181,2,2:12.0,,D. Gallinari misses 2-pt layup from 2 ft (block by K. Leonard),36,42
182,2,2:10.0,Defensive rebound by B. Diaw,,36,42
183,2,2:02.0,T. Parker misses 2-pt layup from 2 ft,,36,42
184,2,2:01.0,,Defensive rebound by D. Arthur,36,42
185,2,1:53.0,,D. Arthur misses 2-pt layup from 2 ft,36,42
186,2,1:53.0,,Offensive rebound by E. Mudiay,36,42
187,2,1:53.0,,E. Mudiay misses 2-pt jump shot from 3 ft (block by K. Leonard),36,42
188,2,1:51.0,Defensive rebound by J. Simmons,,36,42
189,2,1:40.0,K. Leonard makes 3-pt jump shot from 23 ft (assist by K. Anderson),,39,42
190,2,1:22.0,,D. Gallinari misses 2-pt jump shot from 21 ft,39,42
191,2,1:21.0,Defensive rebound by K. Anderson,,39,42
192,2,1:03.0,T. Parker makes 2-pt jump shot from 22 ft,,41,42
193,2,0:53.0,,W. Barton misses 2-pt jump shot from 21 ft,41,42
194,2,0:52.0,Defensive rebound by K. Leonard,,41,42
195,2,0:36.0,T. Parker makes 3-pt jump shot from 24 ft (assist by K. Leonard),,44,42
196,2,0:36.0,,Denver full timeout,44,42
197,2,0:23.0,,Turnover by E. Mudiay (bad pass; steal by K. Leonard),44,42
198,2,0:02.0,T. Parker makes 2-pt jump shot from 18 ft,,46,42
199,3,11:45.0,,Offensive foul by N. Jokić (drawn by T. Parker),46,42
200,3,11:45.0,,Turnover by N. Jokić (offensive foul),46,42
201,3,11:29.0,L. Aldridge misses 2-pt jump shot from 15 ft,,46,42
202,3,11:28.0,Offensive rebound by K. Leonard,,46,42
203,3,11:27.0,Turnover by K. Leonard (lost ball),,46,42
204,3,11:20.0,,Personal foul by B. Diaw (drawn by N. Jokić),46,42
205,3,11:04.0,,D. Arthur misses 2-pt jump shot from 7 ft,46,42
206,3,11:02.0,Defensive rebound by D. Green,,46,42
207,3,10:48.0,K. Leonard makes 2-pt jump shot from 19 ft (assist by L. Aldridge),,48,42
208,3,10:31.0,,E. Mudiay misses 2-pt jump shot from 15 ft,48,42
209,3,10:30.0,Defensive rebound by K. Leonard,,48,42
210,3,10:21.0,L. Aldridge misses 2-pt hook shot from 3 ft,,48,42
211,3,10:20.0,,Defensive rebound by N. Jokić,48,42
212,3,10:16.0,,Turnover by G. Harris (step out of bounds),48,42
213,3,10:00.0,T. Parker makes 2-pt layup from 1 ft,,50,42
214,3,10:00.0,,Denver full timeout,50,42
215,3,10:00.0,,M. Miller enters the game for N. Jokić,50,42
216,3,9:40.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by M. Miller),50,45
217,3,9:25.0,D. Green misses 3-pt jump shot from 24 ft,,50,45
218,3,9:24.0,,Defensive rebound by D. Gallinari,50,45
219,3,9:18.0,,D. Gallinari misses 2-pt layup from 2 ft (block by K. Leonard),50,45
220,3,9:15.0,Defensive rebound by B. Diaw,,50,45
221,3,9:03.0,K. Leonard misses 3-pt jump shot from 23 ft,,50,45
222,3,9:02.0,,Defensive rebound by M. Miller,50,45
223,3,8:53.0,,E. Mudiay misses 2-pt layup from 1 ft,50,45
224,3,8:52.0,Defensive rebound by D. Green,,50,45
225,3,8:29.0,K. Leonard makes 2-pt jump shot from 14 ft,,52,45
226,3,8:20.0,,Personal foul by B. Diaw (drawn by D. Gallinari),52,45
227,3,8:12.0,,E. Mudiay makes 2-pt jump shot from 10 ft (assist by G. Harris),52,47
228,3,8:12.0,,Shooting foul by T. Parker (drawn by E. Mudiay),52,47
229,3,8:12.0,,E. Mudiay makes free throw 1 of 1,52,48
230,3,8:04.0,Personal foul by D. Arthur (drawn by B. Diaw),,52,48
231,3,7:51.0,B. Diaw misses 2-pt hook shot from 3 ft,,52,48
232,3,7:50.0,,Defensive rebound by D. Gallinari,52,48
233,3,7:43.0,,D. Gallinari misses 2-pt layup from 2 ft (block by T. Parker),52,48
234,3,7:42.0,Defensive rebound by K. Leonard,,52,48
235,3,7:32.0,Turnover by L. Aldridge (lost ball; steal by D. Arthur),,52,48
236,3,7:28.0,,Turnover by E. Mudiay (lost ball; steal by K. Leonard),52,48
237,3,7:21.0,Shooting foul by E. Mudiay (drawn by T. Parker),,52,48
238,3,7:21.0,T. Parker misses free throw 1 of 2,,52,48
239,3,7:21.0,Offensive rebound by Team,,52,48
240,3,7:21.0,T. Parker misses free throw 2 of 2,,52,48
241,3,7:20.0,,Defensive rebound by D. Arthur,52,48
242,3,7:06.0,,Def 3 sec tech foul by L. Aldridge,52,48
243,3,7:06.0,,D. Gallinari makes technical free throw,52,49
244,3,7:06.0,K. Anderson enters the game for B. Diaw,,52,49
245,3,7:06.0,P. Mills enters the game for T. Parker,,52,49
246,3,7:00.0,,E. Mudiay makes 2-pt layup from 2 ft (assist by G. Harris),52,51
247,3,7:00.0,San Antonio full timeout,,52,51
248,3,7:00.0,R. McCallum enters the game for L. Aldridge,,52,51
249,3,7:00.0,D. West enters the game for P. Mills,,52,51
250,3,6:47.0,K. Leonard makes 2-pt jump shot from 17 ft (assist by R. McCallum),,54,51
251,3,6:25.0,,D. Gallinari makes 3-pt jump shot from 24 ft,54,54
252,3,6:12.0,K. Leonard misses 2-pt jump shot from 17 ft,,54,54
253,3,6:11.0,,Defensive rebound by M. Miller,54,54
254,3,5:59.0,,E. Mudiay misses 2-pt jump shot from 8 ft,54,54
255,3,5:58.0,,Offensive rebound by D. Arthur,54,54
256,3,5:41.0,,D. Arthur misses 2-pt hook shot from 3 ft,54,54
257,3,5:40.0,Defensive rebound by D. Green,,54,54
258,3,5:27.0,K. Leonard makes 2-pt jump shot from 17 ft (assist by K. Anderson),,56,54
259,3,5:12.0,,D. Gallinari misses 2-pt layup from 1 ft,56,54
260,3,5:11.0,Defensive rebound by D. West,,56,54
261,3,5:11.0,Personal foul by D. Arthur (drawn by D. West),,56,54
262,3,5:11.0,J. Simmons enters the game for D. Green,,56,54
263,3,4:52.0,Turnover by D. West (bad pass; steal by M. Miller),,56,54
264,3,4:49.0,,Turnover by M. Miller (bad pass; steal by K. Leonard),56,54
265,3,4:31.0,J. Simmons makes 2-pt layup from 2 ft (assist by K. Leonard),,58,54
266,3,4:17.0,,J. Hickson enters the game for D. Arthur,58,54
267,3,4:17.0,P. Mills enters the game for R. McCallum,,58,54
