,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,ORLANDO_ACTION,MINNESOTA_SCORE,ORLANDO_SCORE
387,4,6:26.0,,E. Payton misses 2-pt layup from 2 ft (block by G. Dieng),81,83
388,4,6:26.0,,Offensive rebound by Team,81,83
389,4,6:15.0,,T. Harris misses 2-pt layup from 1 ft,81,83
390,4,6:15.0,Defensive rebound by Team,,81,83
391,4,5:59.0,Shooting foul by T. Harris (drawn by A. Wiggins),,81,83
392,4,5:59.0,,Orlando full timeout,81,83
393,4,5:59.0,Z. LaVine enters the game for K. Martin,,81,83
394,4,5:59.0,A. Wiggins makes free throw 1 of 2,,82,83
395,4,5:59.0,A. Wiggins misses free throw 2 of 2,,82,83
396,4,5:58.0,,Defensive rebound by J. Smith,82,83
397,4,5:40.0,,E. Fournier misses 3-pt jump shot from 24 ft,82,83
398,4,5:40.0,Defensive rebound by Team,,82,83
399,4,5:21.0,Turnover by A. Wiggins (lost ball; steal by E. Payton),,82,83
400,4,5:19.0,,Turnover by E. Fournier (bad pass; steal by G. Dieng),82,83
401,4,5:11.0,G. Dieng misses 2-pt jump shot from 16 ft,,82,83
402,4,5:10.0,,Defensive rebound by A. Nicholson,82,83
403,4,4:57.0,,Shooting foul by G. Dieng (drawn by E. Payton),82,83
404,4,4:57.0,,E. Payton makes free throw 1 of 2,82,84
405,4,4:57.0,,E. Payton misses free throw 2 of 2,82,84
406,4,4:54.0,,Offensive rebound by A. Nicholson,82,84
407,4,4:53.0,,A. Nicholson makes 2-pt dunk at rim,82,86
408,4,4:30.0,Turnover by R. Rubio (lost ball; steal by E. Payton),,82,86
409,4,4:11.0,,A. Nicholson makes 3-pt jump shot from 25 ft (assist by E. Payton),82,89
410,4,4:11.0,Minnesota full timeout,,82,89
411,4,4:11.0,K. Martin enters the game for G. Dieng,,82,89
412,4,3:58.0,Z. LaVine misses 2-pt jump shot from 15 ft,,82,89
413,4,3:58.0,,Defensive rebound by T. Harris,82,89
414,4,3:41.0,,A. Nicholson misses 2-pt hook shot from 6 ft,82,89
415,4,3:41.0,Defensive rebound by K. Towns,,82,89
416,4,3:35.0,Z. LaVine makes 2-pt layup from 1 ft (assist by R. Rubio),,84,89
417,4,3:16.0,,T. Harris misses 2-pt jump shot from 12 ft,84,89
418,4,3:15.0,Defensive rebound by R. Rubio,,84,89
419,4,3:12.0,Shooting foul by J. Smith (drawn by A. Wiggins),,84,89
420,4,3:12.0,A. Wiggins makes free throw 1 of 2,,85,89
421,4,3:12.0,A. Wiggins makes free throw 2 of 2,,86,89
422,4,2:50.0,,E. Fournier misses 2-pt layup at rim (block by K. Towns),86,89
423,4,2:49.0,Defensive rebound by K. Towns,,86,89
424,4,2:47.0,Turnover by K. Towns (bad pass),,86,89
425,4,2:32.0,,Offensive foul by J. Smith (drawn by R. Rubio),86,89
426,4,2:32.0,,Turnover by J. Smith (offensive foul),86,89
427,4,2:20.0,R. Rubio misses 2-pt jump shot from 19 ft,,86,89
428,4,2:19.0,,Defensive rebound by T. Harris,86,89
429,4,2:10.0,,E. Payton misses 2-pt jump shot from 5 ft,86,89
430,4,2:10.0,,Offensive rebound by Team,86,89
431,4,2:04.0,,A. Nicholson misses 2-pt jump shot from 3 ft (block by A. Wiggins),86,89
432,4,2:03.0,,Offensive rebound by J. Smith,86,89
433,4,2:00.0,,E. Payton makes 2-pt jump shot from 16 ft,86,91
434,4,2:00.0,Minnesota full timeout,,86,91
435,4,1:48.0,Shooting foul by J. Smith (drawn by A. Wiggins),,86,91
436,4,1:48.0,A. Wiggins makes free throw 1 of 2,,87,91
437,4,1:48.0,A. Wiggins makes free throw 2 of 2,,88,91
438,4,1:25.0,,T. Harris misses 3-pt jump shot from 23 ft,88,91
439,4,1:23.0,Defensive rebound by R. Rubio,,88,91
440,4,1:23.0,Personal foul by A. Nicholson (drawn by R. Rubio),,88,91
441,4,1:23.0,R. Rubio makes free throw 1 of 2,,89,91
442,4,1:23.0,R. Rubio makes free throw 2 of 2,,90,91
443,4,1:08.0,,E. Fournier makes 2-pt jump shot from 5 ft,90,93
444,4,0:55.0,A. Wiggins misses 2-pt jump shot from 18 ft,,90,93
445,4,0:55.0,,Defensive rebound by T. Harris,90,93
446,4,0:40.0,,A. Nicholson misses 3-pt jump shot from 23 ft,90,93
447,4,0:40.0,Defensive rebound by K. Martin,,90,93
448,4,0:28.0,Shooting foul by E. Payton (drawn by A. Wiggins),,90,93
449,4,0:28.0,A. Wiggins makes free throw 1 of 2,,91,93
450,4,0:28.0,G. Dieng enters the game for K. Martin,,91,93
451,4,0:28.0,A. Wiggins misses free throw 2 of 2,,91,93
452,4,0:27.0,,Defensive rebound by A. Nicholson,91,93
453,4,0:27.0,,Orlando full timeout,91,93
454,4,0:27.0,T. Prince enters the game for Z. LaVine,,91,93
455,4,0:10.0,,Orlando full timeout,91,93
456,4,0:06.0,,Turnover by E. Payton (step out of bounds),91,93
457,4,0:06.0,Z. LaVine enters the game for G. Dieng,,91,93
458,4,0:06.0,Minnesota full timeout,,91,93
459,4,0:06.0,,V. Oladipo enters the game for A. Nicholson,91,93
460,4,0:02.0,A. Wiggins makes 2-pt jump shot from 3 ft,,93,93
461,4,0:02.0,,Orlando full timeout,93,93
462,4,0:02.0,,C. Frye enters the game for E. Payton,93,93
463,4,0:00.0,,T. Harris misses 2-pt layup at rim (block by K. Towns),93,93
464,4,0:00.0,Defensive rebound by R. Rubio,,93,93
465,1OT,4:40.0,,A. Nicholson misses 2-pt layup at rim,93,93
466,1OT,4:39.0,,Offensive rebound by J. Smith,93,93
467,1OT,4:34.0,,E. Payton misses 2-pt jump shot from 19 ft,93,93
468,1OT,4:34.0,,Offensive rebound by A. Nicholson,93,93
469,1OT,4:30.0,,A. Nicholson misses 2-pt layup from 2 ft (block by K. Towns),93,93
470,1OT,4:28.0,Defensive rebound by T. Prince,,93,93
471,1OT,4:13.0,A. Wiggins misses 2-pt jump shot from 18 ft,,93,93
472,1OT,4:11.0,,Defensive rebound by E. Payton,93,93
473,1OT,3:53.0,,J. Smith misses 2-pt layup at rim,93,93
474,1OT,3:52.0,Defensive rebound by K. Towns,,93,93
475,1OT,3:27.0,K. Towns misses 3-pt jump shot from 25 ft,,93,93
476,1OT,3:27.0,,Defensive rebound by A. Nicholson,93,93
477,1OT,3:19.0,,T. Harris misses 3-pt jump shot from 25 ft,93,93
478,1OT,3:18.0,Defensive rebound by R. Rubio,,93,93
479,1OT,3:15.0,Shooting foul by A. Nicholson (drawn by A. Wiggins),,93,93
480,1OT,3:15.0,A. Wiggins makes free throw 1 of 2,,94,93
481,1OT,3:15.0,A. Wiggins makes free throw 2 of 2,,95,93
482,1OT,3:00.0,,E. Payton makes 2-pt jump shot from 7 ft,95,95
483,1OT,2:36.0,A. Wiggins misses 2-pt jump shot from 15 ft,,95,95
484,1OT,2:35.0,,Defensive rebound by E. Payton,95,95
485,1OT,2:21.0,,T. Harris misses 2-pt jump shot from 6 ft,95,95
486,1OT,2:20.0,Defensive rebound by R. Rubio,,95,95
487,1OT,2:16.0,Minnesota full timeout,,95,95
488,1OT,1:57.0,T. Prince misses 2-pt jump shot from 22 ft,,95,95
489,1OT,1:56.0,,Defensive rebound by T. Harris,95,95
490,1OT,1:44.0,,Turnover by E. Fournier (bad pass),95,95
491,1OT,1:31.0,K. Towns makes 2-pt hook shot from 6 ft,,97,95
492,1OT,1:09.0,,E. Fournier makes 3-pt jump shot from 24 ft,97,98
493,1OT,0:58.0,A. Wiggins makes 2-pt jump shot from 19 ft (assist by R. Rubio),,99,98
494,1OT,0:49.0,,E. Payton makes 2-pt layup from 1 ft,99,100
495,1OT,0:49.0,,Shooting foul by R. Rubio (drawn by E. Payton),99,100
496,1OT,0:49.0,G. Dieng enters the game for Z. LaVine,,99,100
497,1OT,0:49.0,,E. Payton makes free throw 1 of 1,99,101
498,1OT,0:49.0,Minnesota full timeout,,99,101
499,1OT,0:49.0,,V. Oladipo enters the game for A. Nicholson,99,101
500,1OT,0:41.0,A. Wiggins misses 2-pt layup from 2 ft,,99,101
501,1OT,0:41.0,Offensive rebound by A. Wiggins,,99,101
502,1OT,0:41.0,A. Wiggins misses 2-pt jump shot from 2 ft,,99,101
503,1OT,0:41.0,Offensive rebound by K. Towns,,99,101
504,1OT,0:41.0,Shooting foul by J. Smith (drawn by K. Towns),,99,101
505,1OT,0:41.0,K. Towns makes free throw 1 of 2,,100,101
506,1OT,0:41.0,,A. Nicholson enters the game for V. Oladipo,100,101
507,1OT,0:41.0,K. Towns makes free throw 2 of 2,,101,101
508,1OT,0:41.0,,Orlando full timeout,101,101
509,1OT,0:41.0,Z. LaVine enters the game for G. Dieng,,101,101
510,1OT,0:23.0,,E. Payton misses 2-pt jump shot from 18 ft,101,101
511,1OT,0:22.0,,Offensive rebound by Team,101,101
512,1OT,0:03.0,,E. Fournier makes 3-pt jump shot from 24 ft,101,104
513,1OT,0:03.0,Minnesota full timeout,,101,104
514,1OT,0:03.0,,V. Oladipo enters the game for A. Nicholson,101,104
515,1OT,0:00.0,Z. LaVine misses 3-pt jump shot from 25 ft,,101,104
516,1OT,0:00.0,Offensive rebound by Team,,101,104
