,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,BROOKLYN_ACTION,LA CLIPPERS_SCORE,BROOKLYN_SCORE
74,1,1:54.0,,A. Bargnani misses 2-pt jump shot from 17 ft,25,16
75,1,1:52.0,Defensive rebound by J. Redick,,25,16
76,1,1:37.0,J. Redick misses 2-pt jump shot from 22 ft,,25,16
77,1,1:36.0,,Defensive rebound by A. Bargnani,25,16
78,1,1:28.0,,B. Bogdanović makes 2-pt layup from 1 ft,25,18
79,1,1:07.0,A. Rivers misses 3-pt jump shot from 25 ft,,25,18
80,1,1:06.0,Offensive rebound by J. Smith,,25,18
81,1,0:58.0,J. Smith misses 2-pt hook shot from 9 ft,,25,18
82,1,0:57.0,,Defensive rebound by A. Bargnani,25,18
83,1,0:47.0,,W. Reed makes 2-pt layup from 3 ft (assist by S. Larkin),25,20
84,1,0:40.0,Personal foul by A. Bargnani (drawn by B. Griffin),,25,20
85,1,0:40.0,J. Crawford enters the game for J. Redick,,25,20
86,1,0:36.0,W. Johnson makes 3-pt jump shot from 24 ft (assist by B. Griffin),,28,20
87,1,0:25.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,28,20
88,1,0:24.0,Defensive rebound by J. Crawford,,28,20
89,1,0:01.0,B. Griffin misses 3-pt jump shot from 24 ft,,28,20
90,1,0:00.0,Offensive rebound by Team,,28,20
91,2,11:40.0,,S. Larkin makes 2-pt layup from 1 ft,28,22
92,2,11:18.0,J. Smith misses 2-pt dunk at rim,,28,22
93,2,11:17.0,,Defensive rebound by W. Ellington,28,22
94,2,11:09.0,,W. Ellington misses 2-pt jump shot from 21 ft,28,22
95,2,11:08.0,,Offensive rebound by B. Bogdanović,28,22
96,2,10:59.0,,Turnover by S. Larkin (lost ball; steal by J. Smith),28,22
97,2,10:46.0,Turnover by J. Crawford (bad pass; steal by S. Larkin),,28,22
98,2,10:39.0,,B. Bogdanović misses 2-pt layup from 1 ft,28,22
99,2,10:38.0,Defensive rebound by J. Smith,,28,22
100,2,10:24.0,Personal foul by S. Larkin (drawn by W. Johnson),,28,22
101,2,10:24.0,D. Jordan enters the game for J. Smith,,28,22
102,2,10:24.0,,B. Lopez enters the game for A. Bargnani,28,22
103,2,10:20.0,J. Crawford misses 3-pt jump shot from 24 ft,,28,22
104,2,10:19.0,,Defensive rebound by S. Larkin,28,22
105,2,10:04.0,,Turnover by B. Lopez (lost ball; steal by A. Rivers),28,22
106,2,10:03.0,Personal foul by B. Bogdanović (drawn by W. Johnson),,28,22
107,2,10:03.0,,J. Jack enters the game for S. Larkin,28,22
108,2,10:03.0,,M. Brown enters the game for W. Ellington,28,22
109,2,9:50.0,J. Crawford makes 2-pt jump shot from 4 ft,,30,22
110,2,9:42.0,,M. Brown makes 2-pt jump shot from 20 ft (assist by J. Jack),30,24
111,2,9:24.0,D. Jordan makes 2-pt dunk at rim (assist by J. Crawford),,32,24
112,2,9:11.0,,Shooting foul by P. Pierce (drawn by M. Brown),32,24
113,2,9:11.0,,M. Brown makes free throw 1 of 2,32,25
114,2,9:11.0,L. Stephenson enters the game for W. Johnson,,32,25
115,2,9:11.0,,M. Brown makes free throw 2 of 2,32,26
116,2,8:53.0,P. Pierce makes 2-pt jump shot from 10 ft,,34,26
117,2,8:37.0,,T. Young misses 2-pt jump shot from 8 ft,34,26
118,2,8:36.0,Defensive rebound by D. Jordan,,34,26
119,2,8:30.0,A. Rivers makes 2-pt layup from 1 ft,,36,26
120,2,8:14.0,,B. Lopez misses 2-pt jump shot from 18 ft,36,26
121,2,8:13.0,Defensive rebound by A. Rivers,,36,26
122,2,8:08.0,Personal foul by T. Young (drawn by A. Rivers),,36,26
123,2,8:08.0,Official timeout,,36,26
124,2,8:08.0,,J. Johnson enters the game for B. Bogdanović,36,26
125,2,7:59.0,P. Pierce makes 3-pt jump shot from 24 ft (assist by A. Rivers),,39,26
126,2,7:45.0,,J. Jack misses 2-pt jump shot from 14 ft,39,26
127,2,7:43.0,Defensive rebound by D. Jordan,,39,26
128,2,7:36.0,P. Pierce misses 3-pt jump shot from 24 ft,,39,26
129,2,7:35.0,,Defensive rebound by B. Lopez,39,26
130,2,7:17.0,,M. Brown misses 2-pt jump shot from 21 ft,39,26
131,2,7:16.0,,Offensive rebound by B. Lopez,39,26
132,2,7:04.0,,M. Brown misses 3-pt jump shot from 23 ft,39,26
133,2,7:03.0,Defensive rebound by A. Rivers,,39,26
134,2,6:53.0,P. Pierce makes 3-pt jump shot from 25 ft (assist by J. Crawford),,42,26
135,2,6:44.0,,Brooklyn full timeout,42,26
136,2,6:44.0,,D. Sloan enters the game for J. Jack,42,26
137,2,6:44.0,,B. Bogdanović enters the game for T. Young,42,26
138,2,6:29.0,,M. Brown makes 2-pt layup from 3 ft (assist by J. Johnson),42,28
139,2,6:16.0,Personal foul by D. Sloan (drawn by D. Jordan),,42,28
140,2,6:16.0,C. Paul enters the game for A. Rivers,,42,28
141,2,6:16.0,B. Griffin enters the game for P. Pierce,,42,28
142,2,6:05.0,B. Griffin misses 2-pt jump shot from 19 ft,,42,28
143,2,6:04.0,,Defensive rebound by B. Bogdanović,42,28
144,2,5:50.0,,J. Johnson misses 2-pt jump shot from 21 ft,42,28
145,2,5:49.0,Defensive rebound by D. Jordan,,42,28
146,2,5:33.0,J. Crawford misses 3-pt jump shot from 25 ft,,42,28
147,2,5:32.0,,Defensive rebound by Team,42,28
148,2,5:32.0,Loose ball foul by D. Jordan (drawn by B. Lopez),,42,28
149,2,5:20.0,,Turnover by B. Lopez (lost ball; steal by D. Jordan),42,28
150,2,5:19.0,Personal foul by B. Lopez (drawn by D. Jordan),,42,28
151,2,5:19.0,D. Jordan makes free throw 1 of 2,,43,28
152,2,5:19.0,D. Jordan misses free throw 2 of 2,,43,28
153,2,5:18.0,,Defensive rebound by B. Bogdanović,43,28
154,2,5:00.0,Violation by D. Jordan (def goaltending),,43,28
155,2,5:00.0,,J. Johnson makes 2-pt jump shot from 7 ft,43,30
156,2,4:40.0,Turnover by B. Griffin (bad pass; steal by B. Bogdanović),,43,30
157,2,4:24.0,,B. Lopez makes 2-pt jump shot from 5 ft,43,32
158,2,3:59.0,C. Paul misses 2-pt layup at rim (block by B. Lopez),,43,32
159,2,3:58.0,Offensive rebound by B. Griffin,,43,32
160,2,3:55.0,B. Griffin misses 2-pt jump shot from 6 ft,,43,32
161,2,3:54.0,,Defensive rebound by B. Lopez,43,32
162,2,3:47.0,,Shooting foul by L. Stephenson (drawn by B. Bogdanović),43,32
163,2,3:47.0,,B. Bogdanović makes free throw 1 of 2,43,33
164,2,3:47.0,J. Redick enters the game for L. Stephenson,,43,33
165,2,3:47.0,,B. Bogdanović misses free throw 2 of 2,43,33
166,2,3:46.0,,Offensive rebound by J. Johnson,43,33
167,2,3:37.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,43,33
168,2,3:35.0,,Offensive rebound by B. Lopez,43,33
169,2,3:34.0,,B. Lopez misses 2-pt layup from 1 ft,43,33
170,2,3:32.0,Defensive rebound by J. Redick,,43,33
171,2,3:31.0,LA Clippers full timeout,,43,33
172,2,3:21.0,B. Griffin makes 2-pt jump shot from 3 ft (assist by J. Redick),,45,33
173,2,3:05.0,,J. Johnson misses 3-pt jump shot from 24 ft,45,33
174,2,3:04.0,Defensive rebound by D. Jordan,,45,33
175,2,2:57.0,C. Paul misses 2-pt jump shot from 14 ft,,45,33
176,2,2:56.0,,Defensive rebound by J. Johnson,45,33
177,2,2:49.0,,Shooting foul by J. Crawford (drawn by B. Lopez),45,33
178,2,2:49.0,,B. Lopez makes free throw 1 of 2,45,34
179,2,2:49.0,,J. Jack enters the game for D. Sloan,45,34
180,2,2:49.0,,T. Young enters the game for M. Brown,45,34
181,2,2:49.0,,B. Lopez makes free throw 2 of 2,45,35
182,2,2:36.0,J. Crawford makes 3-pt jump shot from 23 ft (assist by C. Paul),,48,35
183,2,2:11.0,,J. Jack misses 3-pt jump shot from 25 ft,48,35
184,2,2:10.0,Defensive rebound by D. Jordan,,48,35
185,2,2:06.0,Turnover by C. Paul (bad pass),,48,35
186,2,2:06.0,W. Johnson enters the game for J. Crawford,,48,35
187,2,1:55.0,,Personal foul by J. Redick (drawn by B. Bogdanović),48,35
188,2,1:55.0,,B. Bogdanović makes free throw 1 of 2,48,36
189,2,1:55.0,,B. Bogdanović makes free throw 2 of 2,48,37
190,2,1:46.0,Flagrant foul type 1 by T. Young (drawn by J. Redick),,48,37
191,2,1:46.0,Technical foul by D. Jordan,,48,37
192,2,1:46.0,,J. Jack makes technical free throw,48,38
193,2,1:46.0,J. Redick misses flagrant free throw 1 of 2,,48,38
194,2,1:46.0,Offensive rebound by Team,,48,38
195,2,1:46.0,J. Redick makes flagrant free throw 2 of 2,,49,38
196,2,1:34.0,J. Redick makes 3-pt jump shot from 23 ft,,52,38
197,2,1:18.0,,B. Bogdanović misses 2-pt layup from 2 ft,52,38
198,2,1:17.0,Defensive rebound by B. Griffin,,52,38
199,2,1:04.0,Turnover by C. Paul (bad pass; steal by B. Lopez),,52,38
200,2,1:00.0,,Personal foul by J. Redick (drawn by B. Bogdanović),52,38
201,2,1:00.0,,B. Bogdanović makes free throw 1 of 2,52,39
202,2,1:00.0,,B. Bogdanović makes free throw 2 of 2,52,40
203,2,0:46.0,J. Redick makes 3-pt jump shot from 26 ft (assist by C. Paul),,55,40
204,2,0:41.0,,T. Young misses 2-pt jump shot from 6 ft,55,40
205,2,0:40.0,,Offensive rebound by B. Lopez,55,40
206,2,0:39.0,,B. Lopez misses 2-pt layup at rim,55,40
207,2,0:38.0,,Offensive rebound by B. Lopez,55,40
208,2,0:37.0,,B. Lopez makes 2-pt dunk at rim,55,42
209,2,0:17.0,C. Paul makes 2-pt jump shot from 8 ft (assist by B. Griffin),,57,42
210,2,0:05.0,,Personal foul by C. Paul (drawn by J. Jack),57,42
211,2,0:05.0,LA Clippers full timeout,,57,42
212,2,0:05.0,J. Crawford enters the game for D. Jordan,,57,42
213,2,0:05.0,,M. Brown enters the game for T. Young,57,42
214,2,0:05.0,,T. Robinson enters the game for B. Lopez,57,42
215,2,0:05.0,,J. Jack makes free throw 1 of 2,57,43
216,2,0:05.0,,J. Jack makes free throw 2 of 2,57,44
217,2,0:01.0,C. Paul misses 3-pt jump shot from 31 ft,,57,44
218,2,0:00.0,Offensive rebound by Team,,57,44
219,3,11:47.0,,J. Johnson makes 2-pt jump shot from 7 ft,57,46
220,3,11:29.0,B. Griffin makes 2-pt jump shot from 19 ft (assist by C. Paul),,59,46
221,3,11:15.0,,Def 3 sec tech foul by B. Griffin,59,46
222,3,11:15.0,,J. Jack makes technical free throw,59,47
223,3,11:04.0,,J. Johnson misses 3-pt jump shot from 25 ft,59,47
224,3,11:03.0,Defensive rebound by D. Jordan,,59,47
225,3,10:53.0,C. Paul misses 2-pt layup from 1 ft,,59,47
226,3,10:52.0,,Defensive rebound by J. Jack,59,47
227,3,10:44.0,,J. Johnson misses 3-pt jump shot from 24 ft,59,47
228,3,10:43.0,Defensive rebound by C. Paul,,59,47
229,3,10:30.0,B. Griffin misses 2-pt jump shot from 17 ft,,59,47
230,3,10:28.0,,Defensive rebound by T. Young,59,47
231,3,10:14.0,,Turnover by T. Young (lost ball; steal by B. Griffin),59,47
232,3,10:03.0,J. Redick misses 2-pt jump shot from 21 ft,,59,47
233,3,10:02.0,,Defensive rebound by J. Jack,59,47
234,3,9:55.0,,J. Johnson misses 2-pt layup from 2 ft,59,47
235,3,9:54.0,Defensive rebound by B. Griffin,,59,47
236,3,9:34.0,C. Paul misses 3-pt jump shot from 24 ft,,59,47
237,3,9:33.0,,Defensive rebound by Team,59,47
238,3,9:22.0,,J. Jack makes 2-pt jump shot from 17 ft,59,49
239,3,9:05.0,Turnover by B. Griffin (lost ball; steal by T. Young),,59,49
240,3,8:53.0,,J. Johnson makes 2-pt jump shot from 10 ft (assist by B. Bogdanović),59,51
241,3,8:53.0,LA Clippers full timeout,,59,51
242,3,8:41.0,B. Griffin misses 2-pt jump shot from 5 ft,,59,51
243,3,8:40.0,Offensive rebound by D. Jordan,,59,51
244,3,8:39.0,D. Jordan makes 2-pt dunk at rim,,61,51
245,3,8:23.0,,T. Young makes 2-pt hook shot from 8 ft (assist by J. Jack),61,53
246,3,8:02.0,B. Griffin makes 2-pt jump shot from 18 ft (assist by C. Paul),,63,53
247,3,7:50.0,,Offensive foul by J. Johnson (drawn by J. Redick),63,53
248,3,7:50.0,,Turnover by J. Johnson (offensive foul),63,53
249,3,7:38.0,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),,66,53
250,3,7:22.0,,T. Young makes 2-pt hook shot from 3 ft,66,55
251,3,7:07.0,Shooting foul by B. Bogdanović (drawn by J. Redick),,66,55
252,3,7:07.0,J. Redick makes free throw 1 of 2,,67,55
253,3,7:07.0,,M. Brown enters the game for B. Bogdanović,67,55
254,3,7:07.0,J. Redick misses free throw 2 of 2,,67,55
255,3,7:06.0,,Defensive rebound by T. Young,67,55
256,3,7:00.0,,Personal foul by L. Mbah a Moute (drawn by B. Lopez),67,55
257,3,6:46.0,,B. Lopez makes 2-pt hook shot from 8 ft,67,57
258,3,6:26.0,B. Griffin makes 2-pt jump shot from 18 ft (assist by C. Paul),,69,57
259,3,6:05.0,,M. Brown misses 2-pt jump shot from 5 ft,69,57
260,3,6:04.0,Defensive rebound by B. Griffin,,69,57
261,3,5:49.0,B. Griffin misses 2-pt jump shot from 14 ft,,69,57
262,3,5:48.0,Offensive rebound by L. Mbah a Moute,,69,57
263,3,5:36.0,C. Paul misses 3-pt jump shot from 24 ft,,69,57
264,3,5:35.0,,Defensive rebound by M. Brown,69,57
265,3,5:20.0,,T. Young misses 2-pt layup at rim,69,57
266,3,5:19.0,Defensive rebound by D. Jordan,,69,57
267,3,5:08.0,Def 3 sec tech foul by B. Lopez,,69,57
268,3,5:08.0,,Violation by B. Lopez (lane),69,57
269,3,5:08.0,W. Johnson enters the game for L. Mbah a Moute,,69,57
270,3,5:08.0,C. Paul makes technical free throw,,70,57
271,3,5:04.0,Shooting foul by M. Brown (drawn by J. Redick),,70,57
272,3,5:04.0,J. Redick makes free throw 1 of 3,,71,57
273,3,5:04.0,J. Redick makes free throw 2 of 3,,72,57
274,3,5:04.0,J. Redick makes free throw 3 of 3,,73,57
275,3,4:51.0,,B. Lopez makes 2-pt dunk at rim (assist by J. Jack),73,59
276,3,4:32.0,W. Johnson misses 2-pt jump shot from 21 ft,,73,59
277,3,4:31.0,,Defensive rebound by J. Jack,73,59
278,3,4:19.0,,Shooting foul by J. Redick (drawn by J. Jack),73,59
279,3,4:19.0,,J. Jack misses free throw 1 of 2,73,59
280,3,4:19.0,,Offensive rebound by Team,73,59
281,3,4:19.0,J. Crawford enters the game for J. Redick,,73,59
282,3,4:19.0,,J. Jack makes free throw 2 of 2,73,60
283,3,4:00.0,B. Griffin misses 2-pt jump shot from 18 ft,,73,60
284,3,3:59.0,,Defensive rebound by M. Brown,73,60
285,3,3:52.0,,Shooting foul by J. Crawford (drawn by M. Brown),73,60
286,3,3:52.0,,M. Brown makes free throw 1 of 2,73,61
287,3,3:52.0,,M. Brown misses free throw 2 of 2,73,61
288,3,3:51.0,Defensive rebound by B. Griffin,,73,61
289,3,3:36.0,J. Crawford misses 3-pt jump shot from 23 ft,,73,61
290,3,3:35.0,,Defensive rebound by M. Brown,73,61
291,3,3:30.0,,T. Young makes 2-pt layup from 2 ft,73,63
292,3,3:12.0,J. Smith enters the game for B. Griffin,,73,63
293,3,3:12.0,,W. Reed enters the game for B. Lopez,73,63
294,3,3:02.0,C. Paul misses 3-pt jump shot from 25 ft,,73,63
295,3,3:01.0,Offensive rebound by Team,,73,63
296,3,3:01.0,,Loose ball foul by W. Reed (drawn by D. Jordan),73,63
297,3,2:49.0,J. Smith misses 2-pt jump shot from 12 ft,,73,63
298,3,2:48.0,,Defensive rebound by J. Johnson,73,63
299,3,2:38.0,,Turnover by J. Johnson (lost ball; steal by D. Jordan),73,63
300,3,2:32.0,W. Johnson makes 2-pt layup from 1 ft (assist by C. Paul),,75,63
301,3,2:30.0,,Brooklyn full timeout,75,63
302,3,2:30.0,A. Rivers enters the game for C. Paul,,75,63
303,3,2:30.0,P. Pierce enters the game for D. Jordan,,75,63
304,3,2:30.0,,D. Sloan enters the game for J. Jack,75,63
305,3,2:30.0,,W. Ellington enters the game for J. Johnson,75,63
306,3,2:06.0,,Turnover by Team (shot clock),75,63
307,3,1:48.0,W. Johnson misses 3-pt jump shot from 22 ft,,75,63
308,3,1:47.0,,Defensive rebound by M. Brown,75,63
309,3,1:40.0,,T. Young misses 2-pt jump shot from 19 ft,75,63
310,3,1:39.0,Defensive rebound by J. Crawford,,75,63
311,3,1:31.0,J. Smith misses 2-pt layup from 1 ft,,75,63
312,3,1:29.0,,Defensive rebound by W. Reed,75,63
313,3,1:23.0,,W. Ellington misses 3-pt jump shot from 24 ft,75,63
314,3,1:22.0,Defensive rebound by J. Smith,,75,63
315,3,1:13.0,A. Rivers makes 2-pt jump shot from 9 ft,,77,63
316,3,0:53.0,,Turnover by D. Sloan (bad pass; steal by J. Crawford),77,63
317,3,0:40.0,J. Smith misses 3-pt jump shot from 24 ft,,77,63
318,3,0:39.0,,Defensive rebound by W. Reed,77,63
319,3,0:27.0,,B. Bogdanović enters the game for T. Young,77,63
320,3,0:17.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,77,63
321,3,0:16.0,Defensive rebound by J. Smith,,77,63
322,3,0:03.0,Personal foul by M. Brown (drawn by J. Crawford),,77,63
323,3,0:03.0,L. Stephenson enters the game for W. Johnson,,77,63
324,4,11:51.0,L. Stephenson misses 3-pt jump shot from 24 ft,,77,63
325,4,11:50.0,,Defensive rebound by M. Brown,77,63
326,4,11:34.0,,Shooting foul by A. Rivers (drawn by B. Lopez),77,63
327,4,11:34.0,,B. Lopez makes free throw 1 of 2,77,64
328,4,11:34.0,,B. Lopez makes free throw 2 of 2,77,65
329,4,11:22.0,J. Smith makes 2-pt layup from 2 ft (assist by L. Stephenson),,79,65
330,4,11:07.0,,M. Brown misses 3-pt jump shot from 24 ft,79,65
331,4,11:06.0,Defensive rebound by L. Stephenson,,79,65
332,4,10:58.0,Personal foul by J. Jack (drawn by J. Smith),,79,65
333,4,10:51.0,A. Rivers misses 2-pt layup from 2 ft,,79,65
334,4,10:49.0,,Defensive rebound by B. Bogdanović,79,65
335,4,10:42.0,,Turnover by J. Jack (bad pass; steal by J. Crawford),79,65
336,4,10:34.0,P. Pierce makes 2-pt layup at rim (assist by J. Crawford),,81,65
337,4,10:23.0,,Turnover by B. Lopez (traveling),81,65
338,4,10:07.0,J. Smith makes 2-pt jump shot from 21 ft (assist by L. Stephenson),,83,65
339,4,9:51.0,,J. Jack makes 2-pt jump shot from 20 ft,83,67
340,4,9:26.0,P. Pierce misses 2-pt jump shot from 12 ft,,83,67
341,4,9:25.0,,Defensive rebound by J. Jack,83,67
342,4,9:17.0,,M. Brown misses 2-pt layup from 1 ft,83,67
343,4,9:16.0,Defensive rebound by A. Rivers,,83,67
344,4,9:00.0,L. Stephenson misses 2-pt jump shot from 16 ft,,83,67
345,4,8:59.0,,Defensive rebound by B. Bogdanović,83,67
346,4,8:54.0,,Offensive foul by B. Lopez (drawn by J. Smith),83,67
347,4,8:54.0,,Turnover by B. Lopez (offensive foul),83,67
348,4,8:54.0,Official timeout,,83,67
349,4,8:54.0,,J. Johnson enters the game for W. Ellington,83,67
350,4,8:54.0,,T. Young enters the game for M. Brown,83,67
351,4,8:36.0,J. Smith misses 2-pt jump shot from 7 ft (block by B. Bogdanović),,83,67
352,4,8:34.0,Offensive rebound by J. Smith,,83,67
353,4,8:31.0,J. Smith makes 2-pt layup from 3 ft,,85,67
354,4,8:17.0,,Turnover by B. Bogdanović (bad pass; steal by A. Rivers),85,67
355,4,8:16.0,Personal foul by B. Bogdanović (drawn by J. Crawford),,85,67
356,4,8:14.0,,A. Bargnani enters the game for B. Lopez,85,67
357,4,8:05.0,Turnover by P. Pierce (offensive foul),,85,67
358,4,8:05.0,Offensive foul by P. Pierce (drawn by T. Young),,85,67
359,4,7:59.0,,Personal foul by A. Rivers (drawn by J. Jack),85,67
360,4,7:57.0,,Shooting foul by A. Rivers (drawn by J. Jack),85,67
361,4,7:57.0,,J. Jack misses free throw 1 of 3,85,67
362,4,7:57.0,,Offensive rebound by Team,85,67
363,4,7:57.0,,J. Jack makes free throw 2 of 3,85,68
364,4,7:57.0,,J. Jack makes free throw 3 of 3,85,69
365,4,7:48.0,Turnover by J. Crawford (traveling),,85,69
366,4,7:35.0,,T. Young makes 2-pt hook shot from 8 ft (assist by J. Jack),85,71
367,4,7:31.0,,Offensive charge foul by L. Stephenson (drawn by B. Bogdanović),85,71
368,4,7:31.0,Turnover by L. Stephenson (offensive foul),,85,71
369,4,7:31.0,B. Griffin enters the game for P. Pierce,,85,71
370,4,7:31.0,D. Jordan enters the game for J. Smith,,85,71
371,4,7:21.0,,A. Bargnani makes 2-pt jump shot from 18 ft (assist by J. Jack),85,73
372,4,6:58.0,J. Crawford misses 2-pt jump shot from 10 ft,,85,73
373,4,6:57.0,Offensive rebound by J. Crawford,,85,73
374,4,6:56.0,J. Crawford makes 2-pt layup from 2 ft,,87,73
375,4,6:42.0,,A. Bargnani makes 2-pt jump shot from 21 ft (assist by J. Jack),87,75
376,4,6:24.0,A. Rivers makes 2-pt layup at rim (assist by B. Griffin),,89,75
377,4,6:09.0,,J. Jack makes 3-pt jump shot from 25 ft,89,78
378,4,5:55.0,B. Griffin misses 2-pt jump shot from 17 ft,,89,78
379,4,5:54.0,Offensive rebound by Team,,89,78
380,4,5:54.0,,Loose ball foul by A. Bargnani (drawn by D. Jordan),89,78
381,4,5:54.0,,Brooklyn full timeout,89,78
382,4,5:54.0,W. Johnson enters the game for L. Stephenson,,89,78
383,4,5:54.0,C. Paul enters the game for A. Rivers,,89,78
384,4,5:37.0,J. Crawford makes 2-pt layup from 1 ft,,91,78
385,4,5:22.0,,Shooting foul by D. Jordan (drawn by A. Bargnani),91,78
386,4,5:22.0,,A. Bargnani makes free throw 1 of 2,91,79
387,4,5:22.0,,A. Bargnani makes free throw 2 of 2,91,80
