,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MINNESOTA_ACTION,SAN ANTONIO_SCORE,MINNESOTA_SCORE
80,1,1:49.0,,Z. LaVine makes 2-pt jump shot from 22 ft,22,14
81,1,1:35.0,D. West makes 2-pt layup from 1 ft (assist by B. Diaw),,24,14
82,1,1:24.0,,Z. LaVine misses 2-pt jump shot from 17 ft,24,14
83,1,1:24.0,Defensive rebound by K. Leonard,,24,14
84,1,1:14.0,K. Leonard makes 2-pt jump shot from 21 ft,,26,14
85,1,1:00.0,,T. Jones makes 2-pt layup at rim,26,16
86,1,0:48.0,Personal foul by G. Dieng (drawn by K. Leonard),,26,16
87,1,0:48.0,,S. Muhammad enters the game for A. Wiggins,26,16
88,1,0:48.0,K. Anderson enters the game for K. Leonard,,26,16
89,1,0:48.0,,A. Payne enters the game for K. Towns,26,16
90,1,0:35.0,P. Mills makes 2-pt jump shot from 21 ft,,28,16
91,1,0:24.0,,G. Dieng misses 2-pt layup from 1 ft,28,16
92,1,0:23.0,Defensive rebound by Team,,28,16
93,1,0:01.0,D. West misses 2-pt jump shot from 15 ft,,28,16
94,1,0:00.0,Offensive rebound by Team,,28,16
95,2,11:36.0,,S. Muhammad misses 2-pt jump shot from 15 ft,28,16
96,2,11:36.0,,Offensive rebound by Team,28,16
97,2,11:36.0,,Turnover by Team (shot clock),28,16
98,2,11:25.0,P. Mills makes 2-pt jump shot from 21 ft,,30,16
99,2,11:04.0,,Z. LaVine makes 3-pt jump shot from 26 ft (assist by G. Dieng),30,19
100,2,10:52.0,D. West misses 2-pt jump shot from 5 ft (block by G. Dieng),,30,19
101,2,10:51.0,Offensive rebound by D. West,,30,19
102,2,10:40.0,M. Ginóbili makes 3-pt jump shot from 23 ft (assist by B. Diaw),,33,19
103,2,10:16.0,,Z. LaVine makes 2-pt jump shot from 20 ft (assist by G. Dieng),33,21
104,2,10:01.0,K. Anderson makes 2-pt layup from 2 ft (assist by M. Ginóbili),,35,21
105,2,9:56.0,,Minnesota full timeout,35,21
106,2,9:47.0,,Z. LaVine misses 2-pt jump shot from 17 ft,35,21
107,2,9:46.0,Defensive rebound by P. Mills,,35,21
108,2,9:39.0,Turnover by P. Mills (bad pass),,35,21
109,2,9:30.0,,T. Jones misses 2-pt jump shot from 18 ft,35,21
110,2,9:30.0,Defensive rebound by M. Ginóbili,,35,21
111,2,9:19.0,Turnover by B. Diaw (lost ball; steal by Z. LaVine),,35,21
112,2,9:14.0,,T. Jones makes 2-pt layup from 1 ft (assist by Z. LaVine),35,23
113,2,9:08.0,Personal foul by G. Dieng (drawn by M. Ginóbili),,35,23
114,2,9:01.0,B. Diaw makes 2-pt layup from 1 ft (assist by M. Ginóbili),,37,23
115,2,8:50.0,,A. Payne misses 2-pt jump shot from 18 ft,37,23
116,2,8:49.0,Defensive rebound by M. Ginóbili,,37,23
117,2,8:43.0,B. Diaw makes 2-pt layup from 1 ft (assist by K. Anderson),,39,23
118,2,8:21.0,,T. Jones makes 2-pt jump shot from 10 ft,39,25
119,2,7:58.0,K. Anderson misses 3-pt jump shot from 24 ft,,39,25
120,2,7:57.0,,Defensive rebound by G. Dieng,39,25
121,2,7:48.0,,T. Jones misses 3-pt jump shot from 25 ft,39,25
122,2,7:48.0,,Offensive rebound by S. Muhammad,39,25
123,2,7:48.0,,Shooting foul by B. Diaw (drawn by S. Muhammad),39,25
124,2,7:48.0,,S. Muhammad makes free throw 1 of 2,39,26
125,2,7:48.0,T. Duncan enters the game for M. Ginóbili,,39,26
126,2,7:48.0,T. Parker enters the game for B. Diaw,,39,26
127,2,7:48.0,D. Green enters the game for P. Mills,,39,26
128,2,7:48.0,,N. Bjelica enters the game for A. Payne,39,26
129,2,7:48.0,,K. Towns enters the game for G. Dieng,39,26
130,2,7:48.0,,S. Muhammad makes free throw 2 of 2,39,27
131,2,7:30.0,K. Anderson makes 2-pt hook shot from 2 ft,,41,27
132,2,7:12.0,,Z. LaVine misses 2-pt jump shot from 9 ft,41,27
133,2,7:12.0,,Offensive rebound by Z. LaVine,41,27
134,2,7:09.0,,Turnover by Z. LaVine (lost ball; steal by K. Anderson),41,27
135,2,6:54.0,D. West makes 2-pt dunk at rim (assist by K. Anderson),,43,27
136,2,6:37.0,,K. Towns makes 2-pt jump shot from 15 ft (assist by T. Jones),43,29
137,2,6:19.0,D. Green misses 3-pt jump shot from 25 ft,,43,29
138,2,6:19.0,,Defensive rebound by K. Towns,43,29
139,2,6:11.0,,A. Wiggins enters the game for Z. LaVine,43,29
140,2,6:11.0,,R. Rubio enters the game for T. Jones,43,29
141,2,6:11.0,K. Leonard enters the game for K. Anderson,,43,29
142,2,6:05.0,,S. Muhammad makes 2-pt jump shot from 7 ft,43,31
143,2,6:05.0,San Antonio full timeout,,43,31
144,2,6:05.0,L. Aldridge enters the game for D. West,,43,31
145,2,5:45.0,T. Duncan misses 2-pt jump shot from 17 ft,,43,31
146,2,5:45.0,,Defensive rebound by N. Bjelica,43,31
147,2,5:28.0,,A. Wiggins misses 2-pt jump shot from 8 ft (block by T. Duncan),43,31
148,2,5:27.0,Defensive rebound by T. Duncan,,43,31
149,2,5:09.0,D. Green makes 3-pt jump shot from 25 ft (assist by T. Duncan),,46,31
150,2,4:57.0,,T. Prince enters the game for S. Muhammad,46,31
151,2,4:55.0,,A. Wiggins makes 2-pt jump shot from 11 ft (assist by T. Prince),46,33
152,2,4:55.0,,Shooting foul by L. Aldridge (drawn by A. Wiggins),46,33
153,2,4:55.0,,A. Wiggins makes free throw 1 of 1,46,34
154,2,4:41.0,L. Aldridge makes 2-pt layup at rim (assist by T. Duncan),,48,34
155,2,4:29.0,,A. Wiggins misses 2-pt jump shot from 7 ft (block by T. Duncan),48,34
156,2,4:28.0,Defensive rebound by T. Duncan,,48,34
157,2,4:13.0,T. Duncan misses 2-pt hook shot from 8 ft,,48,34
158,2,4:12.0,,Defensive rebound by K. Towns,48,34
159,2,3:57.0,,K. Towns misses 2-pt jump shot from 13 ft,48,34
160,2,3:56.0,Defensive rebound by D. Green,,48,34
161,2,3:38.0,Turnover by T. Duncan (3 sec),,48,34
162,2,3:25.0,,Turnover by K. Towns (offensive foul),48,34
163,2,3:25.0,,Offensive foul by K. Towns (drawn by D. Green),48,34
164,2,3:10.0,Offensive foul by L. Aldridge (drawn by N. Bjelica),,48,34
165,2,3:10.0,Turnover by L. Aldridge (offensive foul),,48,34
166,2,2:57.0,,Shooting foul by T. Duncan (drawn by A. Wiggins),48,34
167,2,2:57.0,Official timeout,,48,34
168,2,2:57.0,P. Mills enters the game for T. Parker,,48,34
169,2,2:57.0,,Violation by Team (delay of game),48,34
170,2,2:57.0,,A. Wiggins makes free throw 1 of 2,48,35
171,2,2:57.0,,A. Wiggins makes free throw 2 of 2,48,36
172,2,2:41.0,Personal foul by R. Rubio (drawn by K. Leonard),,48,36
173,2,2:31.0,L. Aldridge misses 2-pt hook shot from 6 ft,,48,36
174,2,2:30.0,Offensive rebound by T. Duncan,,48,36
175,2,2:30.0,T. Duncan misses 2-pt layup from 1 ft,,48,36
176,2,2:29.0,Offensive rebound by L. Aldridge,,48,36
177,2,2:26.0,L. Aldridge makes 2-pt layup from 1 ft,,50,36
178,2,2:11.0,,K. Towns misses 2-pt jump shot from 19 ft,50,36
179,2,2:10.0,Defensive rebound by D. Green,,50,36
180,2,2:06.0,Turnover by P. Mills (bad pass),,50,36
181,2,1:57.0,,R. Rubio misses 2-pt jump shot from 6 ft (block by T. Duncan),50,36
182,2,1:56.0,,Offensive rebound by Team,50,36
183,2,1:44.0,,K. Towns misses 2-pt hook shot from 7 ft,50,36
184,2,1:43.0,Defensive rebound by D. Green,,50,36
185,2,1:24.0,D. Green makes 2-pt jump shot from 20 ft (assist by P. Mills),,52,36
186,2,1:04.0,,A. Wiggins misses 2-pt layup from 2 ft (block by K. Leonard),52,36
187,2,1:03.0,Defensive rebound by L. Aldridge,,52,36
188,2,0:49.0,K. Leonard misses 3-pt jump shot from 24 ft,,52,36
189,2,0:48.0,,Defensive rebound by K. Towns,52,36
190,2,0:37.0,,Turnover by T. Prince (lost ball; steal by P. Mills),52,36
191,2,0:29.0,P. Mills misses 2-pt layup at rim,,52,36
192,2,0:29.0,,Defensive rebound by T. Prince,52,36
193,2,0:19.0,,R. Rubio makes 2-pt jump shot from 19 ft,52,38
194,2,0:08.0,Personal foul by R. Rubio (drawn by P. Mills),,52,38
195,2,0:08.0,,T. Jones enters the game for R. Rubio,52,38
196,2,0:08.0,M. Ginóbili enters the game for D. Green,,52,38
197,2,0:01.0,P. Mills misses 3-pt jump shot from 25 ft,,52,38
198,2,0:00.0,Offensive rebound by Team,,52,38
199,3,11:44.0,,K. Towns makes 2-pt jump shot from 21 ft (assist by A. Wiggins),52,40
200,3,11:24.0,T. Parker misses 2-pt jump shot from 8 ft,,52,40
201,3,11:22.0,,Defensive rebound by K. Towns,52,40
202,3,11:11.0,,Shooting foul by T. Parker (drawn by A. Wiggins),52,40
203,3,11:11.0,,A. Wiggins makes free throw 1 of 2,52,41
204,3,11:11.0,,A. Wiggins makes free throw 2 of 2,52,42
205,3,11:01.0,Turnover by T. Duncan (bad pass; steal by K. Garnett),,52,42
206,3,10:53.0,,R. Rubio makes 2-pt jump shot from 19 ft (assist by A. Wiggins),52,44
207,3,10:53.0,San Antonio full timeout,,52,44
208,3,10:53.0,K. Anderson enters the game for K. Leonard,,52,44
209,3,10:53.0,D. West enters the game for L. Aldridge,,52,44
210,3,10:53.0,B. Diaw enters the game for T. Duncan,,52,44
211,3,10:53.0,M. Ginóbili enters the game for D. Green,,52,44
212,3,10:53.0,P. Mills enters the game for T. Parker,,52,44
213,3,10:42.0,M. Ginóbili makes 3-pt jump shot from 26 ft (assist by D. West),,55,44
214,3,10:18.0,,K. Towns misses 2-pt jump shot from 7 ft (block by K. Anderson),55,44
215,3,10:17.0,Defensive rebound by K. Anderson,,55,44
216,3,9:56.0,P. Mills misses 3-pt jump shot from 24 ft,,55,44
217,3,9:55.0,Offensive rebound by D. West,,55,44
218,3,9:48.0,D. West makes 2-pt layup from 2 ft (assist by M. Ginóbili),,57,44
219,3,9:32.0,,A. Wiggins misses 2-pt layup from 1 ft (block by D. West),57,44
220,3,9:31.0,Defensive rebound by P. Mills,,57,44
221,3,9:25.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,57,44
222,3,9:25.0,Offensive rebound by P. Mills,,57,44
223,3,9:19.0,P. Mills makes 2-pt layup from 2 ft,,59,44
224,3,9:07.0,,Shooting foul by B. Diaw (drawn by K. Garnett),59,44
225,3,9:07.0,,K. Garnett makes free throw 1 of 2,59,45
226,3,9:07.0,,K. Garnett makes free throw 2 of 2,59,46
227,3,8:43.0,D. West makes 2-pt layup at rim (assist by K. Anderson),,61,46
228,3,8:22.0,,R. Rubio misses 3-pt jump shot from 26 ft,61,46
229,3,8:22.0,Defensive rebound by B. Diaw,,61,46
230,3,8:10.0,Shooting foul by K. Towns (drawn by M. Ginóbili),,61,46
231,3,8:10.0,M. Ginóbili makes free throw 1 of 2,,62,46
232,3,8:10.0,M. Ginóbili makes free throw 2 of 2,,63,46
233,3,7:57.0,,Shooting foul by M. Ginóbili (drawn by A. Wiggins),63,46
234,3,7:57.0,,A. Wiggins makes free throw 1 of 2,63,47
235,3,7:57.0,,A. Wiggins misses free throw 2 of 2,63,47
236,3,7:56.0,Defensive rebound by B. Diaw,,63,47
237,3,7:33.0,P. Mills misses 2-pt jump shot from 18 ft,,63,47
238,3,7:32.0,,Defensive rebound by K. Towns,63,47
239,3,7:21.0,,K. Towns misses 3-pt jump shot from 25 ft,63,47
240,3,7:20.0,Defensive rebound by K. Anderson,,63,47
241,3,7:12.0,K. Anderson makes 2-pt jump shot from 12 ft,,65,47
242,3,6:54.0,,T. Prince misses 2-pt jump shot from 21 ft,65,47
243,3,6:54.0,Defensive rebound by B. Diaw,,65,47
244,3,6:46.0,,Z. LaVine enters the game for T. Prince,65,47
245,3,6:29.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,65,47
246,3,6:28.0,,Defensive rebound by K. Garnett,65,47
247,3,6:17.0,,Shooting foul by M. Ginóbili (drawn by Z. LaVine),65,47
248,3,6:17.0,,Z. LaVine makes free throw 1 of 2,65,48
249,3,6:17.0,,G. Dieng enters the game for K. Garnett,65,48
250,3,6:17.0,,Z. LaVine misses free throw 2 of 2,65,48
251,3,6:16.0,Defensive rebound by K. Anderson,,65,48
252,3,5:59.0,D. West makes 2-pt layup from 2 ft (assist by M. Ginóbili),,67,48
253,3,5:59.0,Shooting foul by G. Dieng (drawn by D. West),,67,48
254,3,5:59.0,D. West misses free throw 1 of 1,,67,48
255,3,5:58.0,Offensive rebound by K. Anderson,,67,48
256,3,5:51.0,B. Diaw misses 2-pt layup at rim,,67,48
257,3,5:50.0,,Defensive rebound by K. Towns,67,48
258,3,5:37.0,,Z. LaVine misses 2-pt jump shot from 3 ft,67,48
259,3,5:35.0,,Offensive rebound by R. Rubio,67,48
260,3,5:29.0,,Z. LaVine makes 2-pt jump shot from 19 ft (assist by R. Rubio),67,50
261,3,5:11.0,P. Mills misses 2-pt jump shot from 18 ft,,67,50
262,3,5:10.0,,Defensive rebound by K. Towns,67,50
263,3,4:56.0,,Z. LaVine makes 2-pt jump shot from 14 ft,67,52
264,3,4:39.0,B. Diaw makes 2-pt hook shot from 4 ft,,69,52
265,3,4:21.0,,G. Dieng makes 2-pt jump shot from 19 ft (assist by Z. LaVine),69,54
266,3,4:06.0,P. Mills misses 3-pt jump shot from 22 ft,,69,54
267,3,4:05.0,,Defensive rebound by G. Dieng,69,54
268,3,3:51.0,,R. Rubio makes 3-pt jump shot from 26 ft (assist by Z. LaVine),69,57
269,3,3:42.0,Turnover by M. Ginóbili (bad pass),,69,57
270,3,3:42.0,K. Leonard enters the game for M. Ginóbili,,69,57
271,3,3:42.0,T. Parker enters the game for P. Mills,,69,57
272,3,3:33.0,,Turnover by Z. LaVine (lost ball),69,57
273,3,3:33.0,L. Aldridge enters the game for D. West,,69,57
274,3,3:10.0,K. Leonard misses 3-pt jump shot from 24 ft,,69,57
275,3,3:09.0,Offensive rebound by Team,,69,57
276,3,3:09.0,Turnover by Team (shot clock),,69,57
277,3,3:09.0,,Minnesota full timeout,69,57
278,3,3:09.0,T. Duncan enters the game for B. Diaw,,69,57
279,3,3:01.0,,Personal foul by K. Leonard (drawn by A. Wiggins),69,57
280,3,3:01.0,,A. Wiggins misses free throw 1 of 2,69,57
281,3,3:01.0,,Offensive rebound by Team,69,57
282,3,3:01.0,,A. Wiggins misses free throw 2 of 2,69,57
283,3,3:01.0,Defensive rebound by L. Aldridge,,69,57
284,3,2:37.0,L. Aldridge misses 3-pt jump shot from 24 ft,,69,57
285,3,2:36.0,Offensive rebound by K. Anderson,,69,57
286,3,2:35.0,K. Anderson makes 2-pt dunk at rim,,71,57
287,3,2:11.0,,Turnover by G. Dieng (traveling),71,57
288,3,2:11.0,,T. Jones enters the game for R. Rubio,71,57
289,3,1:51.0,K. Leonard misses 2-pt jump shot from 14 ft,,71,57
290,3,1:51.0,,Defensive rebound by Team,71,57
291,3,1:51.0,Loose ball foul by T. Duncan (drawn by G. Dieng),,71,57
292,3,1:51.0,,G. Dieng makes free throw 1 of 2,71,58
293,3,1:51.0,,N. Bjelica enters the game for K. Towns,71,58
294,3,1:51.0,,G. Dieng makes free throw 2 of 2,71,59
295,3,1:33.0,T. Parker makes 2-pt layup from 1 ft,,73,59
296,3,1:20.0,,Turnover by A. Wiggins (lost ball; steal by K. Leonard),73,59
297,3,1:15.0,Turnover by K. Anderson (bad pass),,73,59
298,3,1:15.0,,S. Muhammad enters the game for A. Wiggins,73,59
299,3,1:03.0,,N. Bjelica misses 3-pt jump shot from 26 ft,73,59
300,3,1:03.0,Defensive rebound by Team,,73,59
301,3,1:03.0,D. Green enters the game for K. Anderson,,73,59
302,3,0:48.0,L. Aldridge makes 2-pt layup from 3 ft (assist by T. Parker),,75,59
303,3,0:48.0,Shooting foul by N. Bjelica (drawn by L. Aldridge),,75,59
304,3,0:48.0,L. Aldridge misses free throw 1 of 1,,75,59
305,3,0:47.0,Offensive rebound by K. Leonard,,75,59
306,3,0:31.0,T. Parker makes 2-pt jump shot from 16 ft,,77,59
307,3,0:12.0,,G. Dieng makes 2-pt jump shot from 17 ft (assist by Z. LaVine),77,61
308,3,0:03.0,T. Parker misses 2-pt layup from 2 ft (block by N. Bjelica),,77,61
309,3,0:01.0,,Defensive rebound by G. Dieng,77,61
310,4,11:48.0,L. Aldridge makes 2-pt layup at rim (assist by T. Duncan),,79,61
311,4,11:33.0,,G. Dieng makes 2-pt jump shot from 19 ft (assist by N. Bjelica),79,63
312,4,11:15.0,D. Green makes 3-pt jump shot from 24 ft (assist by T. Parker),,82,63
313,4,11:00.0,,Z. LaVine misses 2-pt jump shot from 18 ft,82,63
314,4,11:00.0,Defensive rebound by L. Aldridge,,82,63
315,4,10:43.0,T. Parker misses 3-pt jump shot from 23 ft,,82,63
316,4,10:43.0,,Defensive rebound by T. Jones,82,63
317,4,10:36.0,,T. Jones misses 2-pt jump shot from 15 ft,82,63
318,4,10:35.0,,Offensive rebound by S. Muhammad,82,63
319,4,10:33.0,,S. Muhammad makes 2-pt layup from 1 ft,82,65
320,4,10:20.0,K. Leonard misses 3-pt jump shot from 26 ft,,82,65
321,4,10:20.0,Offensive rebound by L. Aldridge,,82,65
322,4,9:56.0,L. Aldridge misses 2-pt layup from 1 ft,,82,65
323,4,9:55.0,,Defensive rebound by G. Dieng,82,65
324,4,9:47.0,,T. Jones misses 2-pt jump shot from 8 ft,82,65
325,4,9:46.0,Defensive rebound by L. Aldridge,,82,65
326,4,9:30.0,K. Leonard makes 3-pt jump shot from 23 ft (assist by T. Parker),,85,65
327,4,9:22.0,,Minnesota full timeout,85,65
328,4,9:06.0,,Z. LaVine makes 2-pt jump shot from 5 ft,85,67
329,4,8:48.0,K. Leonard makes 2-pt jump shot from 18 ft,,87,67
330,4,8:31.0,,Turnover by G. Dieng (lost ball; steal by T. Duncan),87,67
331,4,8:15.0,K. Leonard makes 2-pt dunk at rim (assist by T. Parker),,89,67
332,4,7:55.0,,S. Muhammad makes 3-pt jump shot from 22 ft (assist by N. Bjelica),89,70
333,4,7:44.0,Shooting foul by N. Bjelica (drawn by L. Aldridge),,89,70
334,4,7:44.0,L. Aldridge makes free throw 1 of 2,,90,70
335,4,7:44.0,,K. Towns enters the game for N. Bjelica,90,70
336,4,7:44.0,J. Simmons enters the game for D. Green,,90,70
337,4,7:44.0,L. Aldridge makes free throw 2 of 2,,91,70
338,4,7:24.0,,Turnover by G. Dieng (bad pass),91,70
339,4,7:24.0,D. West enters the game for T. Duncan,,91,70
340,4,7:11.0,Turnover by T. Parker (lost ball; steal by T. Jones),,91,70
341,4,7:08.0,,Z. LaVine makes 2-pt dunk at rim (assist by S. Muhammad),91,72
342,4,6:40.0,K. Leonard makes 3-pt jump shot from 24 ft (assist by T. Parker),,94,72
343,4,6:24.0,,Z. LaVine misses 2-pt jump shot from 20 ft,94,72
344,4,6:23.0,Defensive rebound by K. Leonard,,94,72
345,4,6:00.0,T. Parker misses 2-pt jump shot from 18 ft,,94,72
346,4,5:59.0,,Defensive rebound by Z. LaVine,94,72
347,4,5:51.0,,S. Muhammad misses 2-pt jump shot from 17 ft,94,72
348,4,5:50.0,,Offensive rebound by K. Towns,94,72
349,4,5:49.0,,S. Muhammad makes 2-pt layup from 2 ft (assist by K. Towns),94,74
350,4,5:49.0,San Antonio full timeout,,94,74
351,4,5:49.0,P. Mills enters the game for T. Parker,,94,74
352,4,5:49.0,,A. Wiggins enters the game for T. Jones,94,74
353,4,5:30.0,K. Leonard misses 3-pt jump shot from 23 ft,,94,74
354,4,5:29.0,Offensive rebound by D. West,,94,74
355,4,5:20.0,Turnover by P. Mills (bad pass; steal by Z. LaVine),,94,74
356,4,5:16.0,,Shooting foul by P. Mills (drawn by Z. LaVine),94,74
357,4,5:16.0,,Z. LaVine misses free throw 1 of 2,94,74
358,4,5:16.0,,Offensive rebound by Team,94,74
359,4,5:16.0,,Z. LaVine makes free throw 2 of 2,94,75
360,4,4:59.0,Turnover by L. Aldridge (traveling),,94,75
361,4,4:33.0,,G. Dieng misses 2-pt jump shot from 6 ft,94,75
362,4,4:32.0,Defensive rebound by K. Leonard,,94,75
363,4,4:27.0,K. Leonard makes 2-pt layup from 1 ft,,96,75
364,4,4:07.0,,S. Muhammad misses 2-pt jump shot from 17 ft,96,75
365,4,4:07.0,Defensive rebound by L. Aldridge,,96,75
366,4,3:58.0,J. Simmons makes 2-pt layup from 2 ft (assist by K. Leonard),,98,75
367,4,3:36.0,,A. Wiggins misses 2-pt jump shot from 16 ft,98,75
368,4,3:36.0,,Offensive rebound by S. Muhammad,98,75
369,4,3:35.0,,Shooting foul by D. West (drawn by S. Muhammad),98,75
370,4,3:35.0,,S. Muhammad makes free throw 1 of 2,98,76
371,4,3:35.0,K. Anderson enters the game for K. Leonard,,98,76
372,4,3:35.0,B. Marjanović enters the game for L. Aldridge,,98,76
373,4,3:35.0,R. Butler enters the game for P. Mills,,98,76
374,4,3:35.0,,S. Muhammad makes free throw 2 of 2,98,77
375,4,3:17.0,D. West makes 2-pt jump shot from 9 ft,,100,77
376,4,3:00.0,,S. Muhammad misses 2-pt layup from 1 ft,100,77
377,4,3:00.0,,Offensive rebound by K. Towns,100,77
378,4,2:59.0,,K. Towns misses 2-pt layup from 1 ft,100,77
379,4,2:57.0,Defensive rebound by D. West,,100,77
380,4,2:53.0,Shooting foul by Z. LaVine (drawn by J. Simmons),,100,77
381,4,2:53.0,Official timeout,,100,77
382,4,2:53.0,,N. Bjelica enters the game for K. Towns,100,77
383,4,2:53.0,,A. Payne enters the game for A. Wiggins,100,77
384,4,2:53.0,,T. Jones enters the game for Z. LaVine,100,77
