,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DENVER_ACTION,ORLANDO_SCORE,DENVER_SCORE
390,4,4:13.0,,D. Gallinari misses 3-pt jump shot from 23 ft,74,71
391,4,4:13.0,Defensive rebound by A. Nicholson,,74,71
392,4,3:54.0,V. Oladipo misses 2-pt jump shot from 12 ft,,74,71
393,4,3:53.0,,Defensive rebound by J. Hickson,74,71
394,4,3:31.0,,D. Gallinari misses 3-pt jump shot from 23 ft,74,71
395,4,3:31.0,Defensive rebound by Team,,74,71
396,4,3:31.0,Orlando full timeout,,74,71
397,4,3:31.0,E. Payton enters the game for A. Nicholson,,74,71
398,4,3:31.0,T. Harris enters the game for S. Napier,,74,71
399,4,3:20.0,T. Harris misses 2-pt layup from 2 ft,,74,71
400,4,3:18.0,Offensive rebound by E. Payton,,74,71
401,4,3:15.0,Personal foul by W. Barton (drawn by N. Vučević),,74,71
402,4,3:08.0,V. Oladipo misses 2-pt jump shot from 6 ft,,74,71
403,4,3:07.0,Offensive rebound by E. Payton,,74,71
404,4,3:07.0,E. Payton misses 2-pt jump shot from 4 ft,,74,71
405,4,3:06.0,,Defensive rebound by J. Hickson,74,71
406,4,2:50.0,,Shooting foul by T. Harris (drawn by K. Faried),74,71
407,4,2:50.0,,K. Faried misses free throw 1 of 2,74,71
408,4,2:50.0,,Offensive rebound by Team,74,71
409,4,2:50.0,,K. Faried makes free throw 2 of 2,74,72
410,4,2:38.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by E. Payton),,77,72
411,4,2:18.0,,J. Nelson misses 3-pt jump shot from 25 ft,77,72
412,4,2:17.0,Defensive rebound by E. Fournier,,77,72
413,4,2:14.0,,R. Foye enters the game for J. Hickson,77,72
414,4,2:04.0,Personal foul by K. Faried (drawn by N. Vučević),,77,72
415,4,1:55.0,N. Vučević misses 2-pt hook shot from 9 ft,,77,72
416,4,1:54.0,,Defensive rebound by J. Nelson,77,72
417,4,1:48.0,,K. Faried misses 2-pt layup at rim,77,72
418,4,1:47.0,Defensive rebound by N. Vučević,,77,72
419,4,1:44.0,E. Payton makes 2-pt jump shot from 11 ft,,79,72
420,4,1:44.0,Shooting foul by J. Nelson (drawn by E. Payton),,79,72
421,4,1:44.0,E. Payton makes free throw 1 of 1,,80,72
422,4,1:44.0,,Denver full timeout,80,72
423,4,1:39.0,,R. Foye makes 2-pt layup from 1 ft (assist by J. Nelson),80,74
424,4,1:26.0,E. Payton misses 2-pt layup from 2 ft (block by D. Gallinari),,80,74
425,4,1:25.0,Offensive rebound by N. Vučević,,80,74
426,4,1:24.0,N. Vučević makes 2-pt layup at rim,,82,74
427,4,1:18.0,,Shooting foul by E. Fournier (drawn by K. Faried),82,74
428,4,1:18.0,,K. Faried misses free throw 1 of 2,82,74
429,4,1:18.0,,Offensive rebound by Team,82,74
430,4,1:18.0,,K. Faried misses free throw 2 of 2,82,74
431,4,1:16.0,Defensive rebound by N. Vučević,,82,74
432,4,0:56.0,Turnover by N. Vučević (bad pass; steal by W. Barton),,82,74
433,4,0:50.0,,W. Barton misses 3-pt jump shot from 25 ft,82,74
434,4,0:47.0,Defensive rebound by E. Payton,,82,74
435,4,0:38.0,,Violation by K. Faried (def goaltending),82,74
436,4,0:38.0,E. Payton makes 2-pt layup from 3 ft,,84,74
437,4,0:38.0,Shooting foul by K. Faried (drawn by E. Payton),,84,74
438,4,0:38.0,E. Payton makes free throw 1 of 1,,85,74
439,4,0:23.0,,D. Gallinari misses 2-pt layup from 1 ft (block by N. Vučević),85,74
440,4,0:21.0,,Offensive rebound by D. Gallinari,85,74
441,4,0:16.0,,D. Gallinari misses 2-pt layup from 2 ft,85,74
442,4,0:15.0,Defensive rebound by E. Payton,,85,74
