,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MINNESOTA_ACTION,BROOKLYN_SCORE,MINNESOTA_SCORE
47,1,6:49.0,Defensive rebound by T. Robinson,,10,15
48,1,6:35.0,Turnover by D. Sloan (bad pass; steal by S. Muhammad),,10,15
49,1,6:30.0,,S. Muhammad makes 2-pt layup from 1 ft,10,17
50,1,6:15.0,B. Bogdanović misses 2-pt layup from 2 ft (block by K. Towns),,10,17
51,1,6:14.0,,Defensive rebound by R. Rubio,10,17
52,1,6:11.0,,R. Rubio makes 2-pt layup from 1 ft (assist by Z. LaVine),10,19
53,1,6:11.0,Brooklyn full timeout,,10,19
54,1,6:11.0,M. Brown enters the game for W. Ellington,,10,19
55,1,6:11.0,S. Larkin enters the game for D. Sloan,,10,19
56,1,5:47.0,T. Robinson misses 2-pt jump shot from 11 ft,,10,19
57,1,5:46.0,Offensive rebound by Team,,10,19
58,1,5:46.0,Turnover by Team (shot clock),,10,19
59,1,5:29.0,,K. Towns makes 2-pt jump shot from 19 ft (assist by Z. LaVine),10,21
60,1,5:11.0,W. Reed misses 2-pt jump shot from 4 ft (block by G. Dieng),,10,21
61,1,5:09.0,,Defensive rebound by R. Rubio,10,21
62,1,5:03.0,,Z. LaVine makes 3-pt jump shot from 25 ft (assist by R. Rubio),10,24
63,1,4:47.0,M. Brown misses 2-pt layup from 1 ft (block by G. Dieng),,10,24
64,1,4:44.0,Offensive rebound by M. Brown,,10,24
65,1,4:42.0,M. Brown makes 3-pt jump shot from 25 ft,,13,24
66,1,4:35.0,,S. Muhammad misses 2-pt layup from 2 ft,13,24
67,1,4:34.0,Defensive rebound by T. Robinson,,13,24
68,1,4:24.0,T. Robinson makes 2-pt jump shot from 4 ft (assist by W. Reed),,15,24
69,1,4:03.0,,K. Towns makes 2-pt layup from 2 ft (assist by Z. LaVine),15,26
70,1,3:47.0,Personal foul by S. Muhammad (drawn by T. Robinson),,15,26
71,1,3:47.0,,T. Jones enters the game for R. Rubio,15,26
72,1,3:47.0,S. Kilpatrick enters the game for B. Bogdanović,,15,26
73,1,3:39.0,S. Kilpatrick makes 3-pt jump shot from 24 ft (assist by W. Reed),,18,26
74,1,3:21.0,,Personal foul by W. Reed (drawn by K. Towns),18,26
75,1,3:12.0,,S. Muhammad misses 2-pt layup from 3 ft (block by W. Reed),18,26
76,1,3:11.0,Defensive rebound by S. Kilpatrick,,18,26
77,1,3:06.0,Personal foul by Z. LaVine (drawn by M. Brown),,18,26
78,1,3:06.0,M. Brown makes free throw 1 of 2,,19,26
79,1,3:06.0,M. Brown makes free throw 2 of 2,,20,26
80,1,2:51.0,,S. Muhammad makes 2-pt dunk at rim (assist by K. Towns),20,28
81,1,2:37.0,Turnover by T. Robinson (bad pass),,20,28
82,1,2:37.0,,G. Smith enters the game for G. Dieng,20,28
83,1,2:27.0,,K. Towns makes 2-pt jump shot from 23 ft,20,30
84,1,2:12.0,S. Larkin makes 2-pt jump shot from 7 ft,,22,30
85,1,2:02.0,,Turnover by K. Towns (lost ball; steal by T. Robinson),22,30
86,1,1:59.0,Shooting foul by T. Jones (drawn by T. Robinson),,22,30
87,1,1:59.0,T. Robinson makes free throw 1 of 2,,23,30
88,1,1:59.0,C. McCullough enters the game for W. Reed,,23,30
89,1,1:59.0,T. Robinson makes free throw 2 of 2,,24,30
90,1,1:43.0,,T. Jones makes 3-pt jump shot from 22 ft (assist by S. Muhammad),24,33
91,1,1:30.0,S. Larkin makes 2-pt layup from 1 ft,,26,33
92,1,1:23.0,,K. Towns misses 2-pt jump shot from 16 ft,26,33
93,1,1:22.0,Defensive rebound by S. Kilpatrick,,26,33
94,1,1:22.0,Personal foul by S. Muhammad (drawn by S. Kilpatrick),,26,33
95,1,1:22.0,S. Kilpatrick makes free throw 1 of 2,,27,33
96,1,1:22.0,,A. Payne enters the game for K. Towns,27,33
97,1,1:22.0,,T. Prince enters the game for S. Muhammad,27,33
98,1,1:22.0,S. Kilpatrick makes free throw 2 of 2,,28,33
99,1,1:07.0,,G. Smith makes 2-pt layup from 1 ft (assist by Z. LaVine),28,35
100,1,0:56.0,T. Robinson misses 2-pt jump shot from 13 ft,,28,35
101,1,0:55.0,,Defensive rebound by G. Smith,28,35
102,1,0:45.0,,A. Payne makes 2-pt jump shot from 22 ft (assist by T. Jones),28,37
103,1,0:30.0,Shooting foul by G. Smith (drawn by T. Robinson),,28,37
104,1,0:30.0,T. Robinson misses free throw 1 of 2,,28,37
105,1,0:30.0,Offensive rebound by Team,,28,37
106,1,0:30.0,T. Robinson misses free throw 2 of 2,,28,37
107,1,0:30.0,,Defensive rebound by A. Payne,28,37
108,1,0:06.0,,Z. LaVine misses 3-pt jump shot from 27 ft,28,37
109,1,0:05.0,Defensive rebound by C. McCullough,,28,37
110,1,0:00.0,M. Brown makes 2-pt layup from 4 ft,,30,37
111,2,11:45.0,S. Kilpatrick misses 2-pt jump shot from 21 ft,,30,37
112,2,11:44.0,Offensive rebound by C. McCullough,,30,37
113,2,11:39.0,C. McCullough makes 2-pt jump shot from 13 ft,,32,37
114,2,11:25.0,,Personal foul by S. Larkin (drawn by Z. LaVine),32,37
115,2,11:21.0,,Turnover by T. Jones (bad pass; steal by M. Brown),32,37
116,2,11:18.0,Personal foul by T. Jones (drawn by M. Brown),,32,37
117,2,11:12.0,S. Larkin misses 2-pt jump shot from 4 ft (block by G. Smith),,32,37
118,2,11:12.0,Offensive rebound by Team,,32,37
119,2,11:12.0,,A. Wiggins enters the game for Z. LaVine,32,37
120,2,11:03.0,S. Larkin misses 3-pt jump shot from 25 ft,,32,37
121,2,11:02.0,,Defensive rebound by A. Wiggins,32,37
122,2,10:37.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by A. Payne),32,40
123,2,10:20.0,M. Brown misses 3-pt jump shot from 26 ft,,32,40
124,2,10:18.0,,Defensive rebound by G. Smith,32,40
125,2,10:08.0,,G. Smith makes 2-pt layup from 2 ft (assist by T. Prince),32,42
126,2,9:51.0,S. Kilpatrick misses 2-pt layup from 1 ft,,32,42
127,2,9:50.0,Offensive rebound by Team,,32,42
128,2,9:50.0,W. Reed enters the game for T. Robinson,,32,42
129,2,9:37.0,M. Brown misses 3-pt jump shot from 25 ft,,32,42
130,2,9:36.0,,Defensive rebound by A. Payne,32,42
131,2,9:29.0,,Shooting foul by C. McCullough (drawn by A. Payne),32,42
132,2,9:29.0,,A. Payne makes free throw 1 of 2,32,43
133,2,9:29.0,,A. Payne makes free throw 2 of 2,32,44
134,2,9:15.0,M. Brown makes 2-pt layup from 2 ft,,34,44
135,2,9:01.0,,T. Jones misses 2-pt layup from 2 ft (block by W. Reed),34,44
136,2,9:00.0,Defensive rebound by W. Reed,,34,44
137,2,8:54.0,W. Reed misses 2-pt dunk at rim,,34,44
138,2,8:52.0,,Defensive rebound by T. Jones,34,44
139,2,8:47.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by T. Jones),34,46
140,2,8:26.0,C. McCullough misses 3-pt jump shot from 22 ft,,34,46
141,2,8:25.0,,Defensive rebound by A. Payne,34,46
142,2,8:14.0,,T. Jones makes 3-pt jump shot from 25 ft (assist by A. Wiggins),34,49
143,2,8:14.0,Brooklyn full timeout,,34,49
144,2,8:14.0,,K. Towns enters the game for A. Payne,34,49
145,2,7:53.0,W. Reed misses 2-pt hook shot from 9 ft,,34,49
146,2,7:51.0,,Defensive rebound by K. Towns,34,49
147,2,7:42.0,,Def 3 sec tech foul by C. McCullough,34,49
148,2,7:42.0,,T. Jones makes technical free throw,34,50
149,2,7:42.0,,R. Rubio enters the game for T. Jones,34,50
150,2,7:38.0,,Shooting foul by C. McCullough (drawn by A. Wiggins),34,50
151,2,7:38.0,,A. Wiggins makes free throw 1 of 2,34,51
152,2,7:38.0,,A. Wiggins makes free throw 2 of 2,34,52
153,2,7:15.0,M. Brown misses 2-pt layup from 2 ft,,34,52
154,2,7:13.0,Offensive rebound by W. Reed,,34,52
155,2,7:13.0,W. Reed makes 2-pt layup from 1 ft,,36,52
156,2,7:05.0,,T. Prince misses 3-pt jump shot from 24 ft,36,52
157,2,7:03.0,Defensive rebound by W. Reed,,36,52
158,2,6:54.0,Shooting foul by T. Prince (drawn by S. Kilpatrick),,36,52
159,2,6:54.0,S. Kilpatrick makes free throw 1 of 2,,37,52
160,2,6:54.0,T. Robinson enters the game for C. McCullough,,37,52
161,2,6:54.0,S. Kilpatrick makes free throw 2 of 2,,38,52
162,2,6:34.0,,A. Wiggins misses 2-pt jump shot from 14 ft,38,52
163,2,6:33.0,Defensive rebound by T. Robinson,,38,52
164,2,6:32.0,Turnover by T. Robinson (bad pass),,38,52
165,2,6:32.0,,G. Dieng enters the game for G. Smith,38,52
166,2,6:32.0,B. Bogdanović enters the game for S. Kilpatrick,,38,52
167,2,6:30.0,,Personal foul by B. Bogdanović (drawn by A. Wiggins),38,52
168,2,6:30.0,W. Ellington enters the game for M. Brown,,38,52
169,2,6:24.0,,A. Wiggins makes 2-pt jump shot from 20 ft (assist by K. Towns),38,54
170,2,6:04.0,W. Ellington misses 2-pt jump shot from 20 ft (block by T. Prince),,38,54
171,2,6:02.0,,Defensive rebound by G. Dieng,38,54
172,2,5:59.0,,Turnover by G. Dieng (bad pass; steal by S. Larkin),38,54
173,2,5:56.0,T. Robinson makes 2-pt dunk at rim (assist by B. Bogdanović),,40,54
174,2,5:37.0,,R. Rubio misses 3-pt jump shot from 24 ft,40,54
175,2,5:36.0,Defensive rebound by T. Robinson,,40,54
176,2,5:26.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by S. Larkin),,42,54
177,2,5:26.0,,Minnesota full timeout,42,54
178,2,5:26.0,,Z. LaVine enters the game for T. Prince,42,54
179,2,5:10.0,,Turnover by G. Dieng (lost ball; steal by T. Robinson),42,54
180,2,5:08.0,Shooting foul by G. Dieng (drawn by T. Robinson),,42,54
181,2,5:08.0,T. Robinson misses free throw 1 of 2,,42,54
182,2,5:08.0,Offensive rebound by Team,,42,54
183,2,5:08.0,T. Robinson misses free throw 2 of 2,,42,54
184,2,5:07.0,,Defensive rebound by A. Wiggins,42,54
185,2,4:53.0,,Turnover by R. Rubio (lost ball),42,54
186,2,4:34.0,Turnover by S. Larkin (traveling),,42,54
187,2,4:08.0,,R. Rubio makes 2-pt layup from 1 ft,42,56
188,2,3:52.0,Turnover by T. Robinson (3 sec),,42,56
189,2,3:52.0,D. Sloan enters the game for S. Larkin,,42,56
190,2,3:38.0,,Z. LaVine makes 2-pt jump shot from 22 ft (assist by A. Wiggins),42,58
191,2,3:18.0,D. Sloan makes 2-pt jump shot from 13 ft,,44,58
192,2,3:08.0,,Personal foul by T. Robinson (drawn by G. Dieng),44,58
193,2,3:08.0,,G. Dieng misses free throw 1 of 2,44,58
194,2,3:08.0,,Offensive rebound by Team,44,58
195,2,3:08.0,,G. Dieng misses free throw 2 of 2,44,58
196,2,3:06.0,Defensive rebound by T. Robinson,,44,58
197,2,3:03.0,Turnover by T. Robinson (lost ball; steal by Z. LaVine),,44,58
198,2,3:00.0,,Z. LaVine makes 3-pt jump shot from 24 ft,44,61
199,2,3:00.0,Brooklyn full timeout,,44,61
200,2,2:36.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,44,61
201,2,2:34.0,Offensive rebound by W. Reed,,44,61
202,2,2:32.0,Offensive foul by D. Sloan (drawn by R. Rubio),,44,61
203,2,2:32.0,Turnover by D. Sloan (offensive foul),,44,61
204,2,2:32.0,,Minnesota full timeout,44,61
205,2,2:32.0,S. Larkin enters the game for D. Sloan,,44,61
206,2,2:20.0,,K. Towns misses 2-pt jump shot from 20 ft,44,61
207,2,2:19.0,Defensive rebound by T. Robinson,,44,61
208,2,2:05.0,W. Reed misses 2-pt jump shot from 12 ft,,44,61
209,2,2:02.0,Offensive rebound by T. Robinson,,44,61
210,2,2:00.0,W. Reed makes 2-pt dunk at rim (assist by T. Robinson),,46,61
211,2,1:41.0,,Z. LaVine makes 3-pt jump shot from 24 ft (assist by G. Dieng),46,64
212,2,1:21.0,Turnover by B. Bogdanović (bad pass; steal by Z. LaVine),,46,64
213,2,1:17.0,,Z. LaVine makes 2-pt dunk at rim,46,66
214,2,0:57.0,Turnover by S. Larkin (bad pass; steal by A. Wiggins),,46,66
215,2,0:53.0,,A. Wiggins makes 2-pt dunk from 1 ft,46,68
216,2,0:37.0,Shooting foul by G. Dieng (drawn by W. Reed),,46,68
217,2,0:37.0,W. Reed makes 2-pt layup from 1 ft (assist by S. Larkin),,48,68
218,2,0:37.0,W. Reed makes free throw 1 of 1,,49,68
219,2,0:30.0,,Z. LaVine misses 3-pt jump shot from 27 ft,49,68
220,2,0:29.0,Defensive rebound by T. Robinson,,49,68
221,2,0:10.0,W. Ellington makes 2-pt layup from 1 ft (assist by T. Robinson),,51,68
222,2,0:01.0,,K. Towns misses 2-pt layup from 2 ft (block by W. Reed),51,68
223,2,0:00.0,,Offensive rebound by Team,51,68
224,3,11:47.0,D. Sloan misses 3-pt jump shot from 24 ft,,51,68
225,3,11:46.0,Offensive rebound by T. Robinson,,51,68
226,3,11:46.0,,Loose ball foul by G. Dieng (drawn by T. Robinson),51,68
227,3,11:31.0,Turnover by T. Robinson (lost ball; steal by R. Rubio),,51,68
228,3,11:25.0,,R. Rubio misses 2-pt jump shot from 5 ft,51,68
229,3,11:24.0,Defensive rebound by T. Robinson,,51,68
230,3,11:11.0,B. Bogdanović misses 2-pt jump shot from 9 ft,,51,68
231,3,11:09.0,,Defensive rebound by R. Rubio,51,68
232,3,11:03.0,,Z. LaVine makes 2-pt dunk at rim (assist by A. Wiggins),51,70
233,3,10:41.0,D. Sloan makes 2-pt layup at rim (assist by W. Reed),,53,70
234,3,10:25.0,,A. Wiggins misses 2-pt jump shot from 14 ft,53,70
235,3,10:24.0,,Offensive rebound by K. Towns,53,70
236,3,10:23.0,,K. Towns makes 2-pt layup from 1 ft,53,72
237,3,10:20.0,,Violation by Team (delay of game),53,72
238,3,9:58.0,W. Ellington makes 2-pt layup from 1 ft,,55,72
239,3,9:42.0,,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),55,74
240,3,9:24.0,T. Robinson misses 2-pt jump shot from 5 ft (block by K. Towns),,55,74
241,3,9:23.0,Offensive rebound by Team,,55,74
242,3,9:18.0,D. Sloan makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,58,74
243,3,9:06.0,,Personal foul by W. Reed (drawn by K. Towns),58,74
244,3,9:02.0,,Turnover by A. Wiggins (lost ball; steal by T. Robinson),58,74
245,3,8:59.0,B. Bogdanović makes 2-pt dunk at rim (assist by T. Robinson),,60,74
246,3,8:59.0,,Minnesota full timeout,60,74
247,3,8:42.0,,G. Dieng misses 3-pt jump shot from 22 ft,60,74
248,3,8:41.0,Defensive rebound by B. Bogdanović,,60,74
249,3,8:22.0,Shooting foul by K. Towns (drawn by W. Reed),,60,74
250,3,8:22.0,W. Reed makes free throw 1 of 2,,61,74
251,3,8:22.0,W. Reed makes free throw 2 of 2,,62,74
252,3,8:06.0,,A. Wiggins makes 2-pt jump shot from 18 ft,62,76
253,3,7:49.0,W. Ellington misses 2-pt jump shot from 20 ft,,62,76
254,3,7:48.0,,Defensive rebound by G. Dieng,62,76
255,3,7:24.0,,R. Rubio makes 3-pt jump shot from 23 ft (assist by G. Dieng),62,79
256,3,7:10.0,D. Sloan misses 2-pt jump shot from 19 ft,,62,79
257,3,7:09.0,,Defensive rebound by A. Wiggins,62,79
258,3,6:59.0,,K. Towns makes 2-pt dunk at rim (assist by A. Wiggins),62,81
259,3,6:45.0,W. Ellington makes 2-pt jump shot from 19 ft (assist by D. Sloan),,64,81
260,3,6:27.0,,R. Rubio misses 3-pt jump shot from 25 ft,64,81
261,3,6:25.0,Defensive rebound by W. Reed,,64,81
262,3,6:13.0,Turnover by D. Sloan (bad pass; steal by K. Towns),,64,81
263,3,6:08.0,,Z. LaVine makes 2-pt dunk at rim (assist by R. Rubio),64,83
264,3,6:08.0,Brooklyn full timeout,,64,83
265,3,5:46.0,Turnover by D. Sloan (bad pass),,64,83
266,3,5:31.0,,A. Wiggins misses 2-pt jump shot from 16 ft,64,83
267,3,5:30.0,Defensive rebound by Team,,64,83
268,3,5:12.0,Turnover by T. Robinson (bad pass; steal by R. Rubio),,64,83
269,3,4:56.0,,G. Dieng makes 2-pt jump shot from 21 ft (assist by R. Rubio),64,85
270,3,4:55.0,Brooklyn full timeout,,64,85
271,3,4:55.0,C. McCullough enters the game for T. Robinson,,64,85
272,3,4:55.0,S. Kilpatrick enters the game for W. Ellington,,64,85
273,3,4:55.0,S. Larkin enters the game for D. Sloan,,64,85
274,3,4:55.0,M. Brown enters the game for B. Bogdanović,,64,85
275,3,4:39.0,W. Reed makes 2-pt dunk at rim (assist by S. Larkin),,66,85
276,3,4:25.0,,K. Towns misses 2-pt layup from 2 ft,66,85
277,3,4:24.0,,Offensive rebound by K. Towns,66,85
278,3,4:23.0,,K. Towns makes 2-pt dunk at rim,66,87
279,3,4:09.0,S. Kilpatrick misses 2-pt layup from 1 ft,,66,87
280,3,4:08.0,Offensive rebound by C. McCullough,,66,87
281,3,4:01.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,66,87
282,3,4:00.0,,Defensive rebound by G. Dieng,66,87
283,3,3:49.0,,K. Towns makes 2-pt jump shot from 22 ft (assist by R. Rubio),66,89
284,3,3:28.0,Personal foul by R. Rubio (drawn by C. McCullough),,66,89
285,3,3:28.0,,G. Smith enters the game for G. Dieng,66,89
286,3,3:28.0,,T. Jones enters the game for R. Rubio,66,89
287,3,3:16.0,S. Larkin makes 2-pt layup from 3 ft,,68,89
288,3,3:08.0,,A. Wiggins misses 2-pt jump shot from 5 ft (block by W. Reed),68,89
289,3,3:04.0,Defensive rebound by S. Larkin,,68,89
290,3,3:00.0,M. Brown makes 3-pt jump shot from 25 ft (assist by S. Larkin),,71,89
291,3,2:42.0,,K. Towns makes 2-pt jump shot from 21 ft,71,91
292,3,2:16.0,W. Reed misses 2-pt jump shot from 20 ft,,71,91
293,3,2:15.0,,Defensive rebound by G. Smith,71,91
294,3,2:02.0,,K. Towns makes 2-pt jump shot from 13 ft,71,93
295,3,1:37.0,S. Kilpatrick makes 3-pt jump shot from 24 ft (assist by C. McCullough),,74,93
296,3,1:24.0,,Turnover by K. Towns (bad pass),74,93
297,3,1:24.0,,S. Muhammad enters the game for Z. LaVine,74,93
298,3,1:24.0,,T. Prince enters the game for A. Wiggins,74,93
299,3,1:07.0,S. Kilpatrick makes 3-pt jump shot from 25 ft,,77,93
300,3,0:54.0,,S. Muhammad makes 2-pt jump shot from 18 ft (assist by G. Smith),77,95
301,3,0:39.0,M. Brown misses 3-pt jump shot from 26 ft,,77,95
302,3,0:39.0,,Defensive rebound by Team,77,95
303,3,0:18.0,,Shooting foul by M. Brown (drawn by S. Muhammad),77,95
304,3,0:18.0,,S. Muhammad makes free throw 1 of 2,77,96
305,3,0:18.0,T. Robinson enters the game for W. Reed,,77,96
306,3,0:18.0,,S. Muhammad makes free throw 2 of 2,77,97
307,3,0:08.0,Personal take foul by T. Jones (drawn by S. Larkin),,77,97
308,3,0:02.0,S. Kilpatrick misses 2-pt jump shot from 19 ft,,77,97
309,3,0:01.0,Offensive rebound by T. Robinson,,77,97
310,3,0:01.0,T. Robinson makes 2-pt layup at rim,,79,97
311,4,11:42.0,,T. Jones misses 3-pt jump shot from 24 ft,79,97
312,4,11:41.0,Defensive rebound by C. McCullough,,79,97
313,4,11:31.0,Shooting block foul by T. Prince (drawn by S. Larkin),,79,97
314,4,11:31.0,S. Larkin makes free throw 1 of 2,,80,97
315,4,11:31.0,S. Larkin makes free throw 2 of 2,,81,97
316,4,11:15.0,,Turnover by A. Payne (lost ball; steal by T. Robinson),81,97
317,4,11:09.0,S. Kilpatrick makes 2-pt layup from 1 ft (assist by T. Robinson),,83,97
318,4,10:44.0,,A. Payne makes 3-pt jump shot from 24 ft (assist by S. Muhammad),83,100
319,4,10:22.0,T. Robinson makes 2-pt layup from 2 ft (assist by M. Brown),,85,100
320,4,10:22.0,Shooting foul by G. Smith (drawn by T. Robinson),,85,100
321,4,10:22.0,,Minnesota full timeout,85,100
322,4,10:22.0,T. Robinson makes free throw 1 of 1,,86,100
323,4,10:00.0,,Turnover by A. Payne (lost ball; steal by S. Kilpatrick),86,100
324,4,9:55.0,S. Kilpatrick makes 2-pt dunk at rim,,88,100
325,4,9:40.0,,A. Payne misses 3-pt jump shot from 25 ft,88,100
326,4,9:38.0,Defensive rebound by C. McCullough,,88,100
327,4,9:20.0,T. Robinson misses 2-pt dunk at rim,,88,100
328,4,9:19.0,Offensive rebound by S. Larkin,,88,100
329,4,9:18.0,S. Larkin misses 3-pt jump shot from 24 ft,,88,100
330,4,9:17.0,Offensive rebound by Team,,88,100
331,4,9:17.0,,Loose ball foul by A. Payne (drawn by T. Robinson),88,100
332,4,9:17.0,,R. Rubio enters the game for T. Jones,88,100
333,4,9:07.0,M. Brown misses 3-pt jump shot from 23 ft,,88,100
334,4,9:06.0,Offensive rebound by T. Robinson,,88,100
335,4,9:00.0,M. Brown makes 2-pt layup at rim (assist by T. Robinson),,90,100
336,4,9:00.0,Shooting foul by A. Payne (drawn by M. Brown),,90,100
337,4,9:00.0,,K. Towns enters the game for A. Payne,90,100
338,4,9:00.0,M. Brown makes free throw 1 of 1,,91,100
339,4,8:42.0,,Personal foul by S. Larkin (drawn by R. Rubio),91,100
340,4,8:36.0,,R. Rubio makes 3-pt jump shot from 25 ft (assist by K. Towns),91,103
341,4,8:19.0,S. Larkin makes 2-pt layup from 1 ft,,93,103
342,4,8:09.0,,Personal foul by S. Larkin (drawn by R. Rubio),93,103
343,4,8:09.0,B. Bogdanović enters the game for C. McCullough,,93,103
344,4,8:09.0,,A. Wiggins enters the game for T. Prince,93,103
345,4,7:59.0,,Shooting foul by M. Brown (drawn by S. Muhammad),93,103
346,4,7:59.0,,S. Muhammad makes free throw 1 of 2,93,104
347,4,7:59.0,,Z. LaVine enters the game for G. Smith,93,104
348,4,7:59.0,,S. Muhammad misses free throw 2 of 2,93,104
349,4,7:59.0,Defensive rebound by T. Robinson,,93,104
350,4,7:44.0,S. Larkin makes 3-pt jump shot from 25 ft,,96,104
351,4,7:31.0,,Personal foul by T. Robinson (drawn by R. Rubio),96,104
352,4,7:31.0,Brooklyn full timeout,,96,104
353,4,7:21.0,,Shooting foul by S. Larkin (drawn by R. Rubio),96,104
354,4,7:21.0,,R. Rubio makes free throw 1 of 2,96,105
355,4,7:21.0,,R. Rubio makes free throw 2 of 2,96,106
356,4,7:11.0,T. Robinson misses 2-pt layup from 1 ft,,96,106
357,4,7:10.0,,Defensive rebound by A. Wiggins,96,106
358,4,6:56.0,,K. Towns makes 2-pt dunk at rim (assist by R. Rubio),96,108
359,4,6:43.0,S. Larkin misses 3-pt jump shot from 23 ft,,96,108
360,4,6:42.0,,Defensive rebound by K. Towns,96,108
361,4,6:30.0,,A. Wiggins makes 2-pt dunk at rim (assist by K. Towns),96,110
362,4,6:30.0,Brooklyn full timeout,,96,110
363,4,6:14.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,96,110
364,4,6:13.0,Offensive rebound by S. Kilpatrick,,96,110
365,4,6:09.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,96,110
366,4,6:08.0,,Defensive rebound by S. Muhammad,96,110
367,4,5:52.0,,A. Wiggins makes 2-pt jump shot from 12 ft,96,112
368,4,5:36.0,S. Karasev enters the game for B. Bogdanović,,96,112
369,4,5:26.0,S. Kilpatrick misses 2-pt jump shot from 8 ft,,96,112
370,4,5:24.0,Offensive rebound by T. Robinson,,96,112
371,4,5:24.0,T. Robinson makes 2-pt dunk at rim,,98,112
372,4,5:14.0,,Shooting foul by T. Robinson (drawn by R. Rubio),98,112
373,4,5:14.0,,R. Rubio makes free throw 1 of 2,98,113
374,4,5:14.0,,R. Rubio makes free throw 2 of 2,98,114
375,4,5:08.0,M. Brown makes 3-pt jump shot from 24 ft,,101,114
376,4,4:48.0,,Personal block foul by S. Karasev (drawn by A. Wiggins),101,114
