,QUARTER,TIME_REMAINING,ORLANDO_ACTION,INDIANA_ACTION,ORLANDO_SCORE,INDIANA_SCORE
49,1,5:59.0,,J. Hill enters the game for C. Miles,12,16
50,1,5:59.0,A. Gordon enters the game for T. Harris,,12,16
51,1,5:59.0,,P. George makes free throw 3 of 3,12,17
52,1,5:47.0,V. Oladipo misses 3-pt jump shot from 25 ft,,12,17
53,1,5:45.0,,Defensive rebound by G. Hill,12,17
54,1,5:35.0,,Turnover by M. Ellis (lost ball; steal by E. Fournier),12,17
55,1,5:29.0,E. Fournier makes 2-pt dunk at rim,,14,17
56,1,5:04.0,,P. George misses 2-pt jump shot from 18 ft,14,17
57,1,5:02.0,,Offensive rebound by Team,14,17
58,1,5:02.0,,R. Stuckey enters the game for G. Hill,14,17
59,1,5:02.0,C. Frye enters the game for D. Dedmon,,14,17
60,1,4:56.0,Violation by E. Fournier (kicked ball),,14,17
61,1,4:51.0,,Turnover by J. Hill (traveling),14,17
62,1,4:40.0,A. Gordon misses 2-pt layup from 1 ft,,14,17
63,1,4:40.0,Offensive rebound by Team,,14,17
64,1,4:40.0,,Loose ball foul by J. Hill (drawn by A. Gordon),14,17
65,1,4:37.0,E. Fournier misses 3-pt jump shot from 25 ft,,14,17
66,1,4:36.0,,Defensive rebound by R. Stuckey,14,17
67,1,4:29.0,,Turnover by P. George (step out of bounds),14,17
68,1,4:29.0,M. Hezonja enters the game for E. Fournier,,14,17
69,1,4:13.0,E. Payton makes 2-pt jump shot from 17 ft,,16,17
70,1,3:56.0,,M. Ellis misses 2-pt jump shot from 16 ft,16,17
71,1,3:55.0,,Offensive rebound by J. Hill,16,17
72,1,3:53.0,,J. Hill misses 2-pt layup at rim (block by A. Gordon),16,17
73,1,3:52.0,Defensive rebound by A. Gordon,,16,17
74,1,3:46.0,V. Oladipo makes 2-pt dunk at rim (assist by A. Gordon),,18,17
75,1,3:46.0,,Indiana full timeout,18,17
76,1,3:32.0,,J. Hill misses 2-pt jump shot from 7 ft,18,17
77,1,3:31.0,Defensive rebound by V. Oladipo,,18,17
78,1,3:26.0,V. Oladipo misses 2-pt jump shot from 19 ft,,18,17
79,1,3:23.0,,Defensive rebound by I. Mahinmi,18,17
80,1,3:15.0,,P. George makes 3-pt jump shot from 27 ft (assist by M. Ellis),18,20
81,1,3:01.0,C. Frye misses 3-pt jump shot from 25 ft,,18,20
82,1,3:00.0,,Defensive rebound by J. Hill,18,20
83,1,2:51.0,,Personal foul by C. Frye (drawn by I. Mahinmi),18,20
84,1,2:51.0,C. Watson enters the game for E. Payton,,18,20
85,1,2:47.0,,J. Hill misses 2-pt jump shot from 17 ft,18,20
86,1,2:46.0,Defensive rebound by V. Oladipo,,18,20
87,1,2:42.0,V. Oladipo misses 2-pt layup from 1 ft (block by R. Stuckey),,18,20
88,1,2:42.0,Offensive rebound by Team,,18,20
89,1,2:32.0,M. Hezonja makes 2-pt layup from 2 ft,,20,20
90,1,2:20.0,,P. George makes 2-pt layup at rim (assist by J. Hill),20,22
91,1,2:20.0,,Shooting block foul by V. Oladipo (drawn by P. George),20,22
92,1,2:20.0,,P. George makes free throw 1 of 1,20,23
93,1,2:13.0,Personal block foul by M. Ellis (drawn by C. Watson),,20,23
94,1,1:59.0,Turnover by M. Hezonja (bad pass; steal by R. Stuckey),,20,23
95,1,1:42.0,,M. Ellis misses 2-pt jump shot from 19 ft,20,23
96,1,1:42.0,Defensive rebound by V. Oladipo,,20,23
97,1,1:26.0,M. Hezonja misses 2-pt jump shot from 6 ft (block by I. Mahinmi),,20,23
98,1,1:25.0,Offensive rebound by C. Frye,,20,23
99,1,1:24.0,C. Frye makes 2-pt layup at rim,,22,23
100,1,1:10.0,,Personal block foul by C. Frye (drawn by I. Mahinmi),22,23
101,1,1:10.0,,M. Turner enters the game for I. Mahinmi,22,23
102,1,1:04.0,,R. Stuckey misses 2-pt jump shot from 19 ft,22,23
103,1,1:04.0,,Offensive rebound by P. George,22,23
104,1,0:50.0,,Turnover by M. Turner (3 sec),22,23
105,1,0:38.0,C. Frye makes 3-pt jump shot from 26 ft (assist by V. Oladipo),,25,23
106,1,0:16.0,,J. Hill makes 2-pt layup from 1 ft (assist by P. George),25,25
107,1,0:00.0,C. Watson misses 3-pt jump shot from 36 ft,,25,25
108,1,0:00.0,Offensive rebound by Team,,25,25
109,2,11:46.0,A. Gordon makes 2-pt dunk at rim (assist by M. Hezonja),,27,25
110,2,11:46.0,Shooting foul by C. Budinger (drawn by A. Gordon),,27,25
111,2,11:46.0,A. Gordon makes free throw 1 of 1,,28,25
112,2,11:31.0,,G. Hill makes 3-pt jump shot from 24 ft (assist by J. Hill),28,28
113,2,11:10.0,Turnover by A. Gordon (traveling),,28,28
114,2,10:55.0,,J. Hill misses 2-pt jump shot from 19 ft,28,28
115,2,10:54.0,Defensive rebound by C. Frye,,28,28
116,2,10:41.0,C. Frye makes 3-pt jump shot from 24 ft (assist by M. Hezonja),,31,28
117,2,10:17.0,,R. Stuckey misses 3-pt jump shot from 26 ft,31,28
118,2,10:17.0,Defensive rebound by M. Hezonja,,31,28
119,2,10:09.0,M. Hezonja misses 3-pt jump shot from 27 ft,,31,28
120,2,10:09.0,,Defensive rebound by J. Hill,31,28
121,2,10:00.0,,M. Turner makes 2-pt jump shot from 13 ft (assist by R. Stuckey),31,30
122,2,9:34.0,A. Gordon misses 3-pt jump shot from 26 ft,,31,30
123,2,9:33.0,,Defensive rebound by R. Stuckey,31,30
124,2,9:12.0,,G. Hill makes 3-pt jump shot from 24 ft (assist by J. Hill),31,33
125,2,8:52.0,C. Frye misses 3-pt jump shot from 24 ft,,31,33
126,2,8:51.0,,Defensive rebound by C. Budinger,31,33
127,2,8:41.0,,R. Stuckey misses 2-pt jump shot from 14 ft,31,33
128,2,8:40.0,Defensive rebound by E. Fournier,,31,33
129,2,8:33.0,Turnover by C. Watson (bad pass; steal by J. Hill),,31,33
130,2,8:29.0,,R. Stuckey makes 2-pt layup at rim (assist by J. Hill),31,35
131,2,8:14.0,Official timeout,,31,35
132,2,8:14.0,E. Payton enters the game for A. Gordon,,31,35
133,2,8:14.0,V. Oladipo enters the game for M. Hezonja,,31,35
134,2,8:14.0,T. Harris enters the game for C. Watson,,31,35
135,2,8:05.0,V. Oladipo misses 2-pt layup at rim,,31,35
136,2,8:04.0,,Defensive rebound by G. Hill,31,35
137,2,7:42.0,,M. Turner misses 2-pt jump shot from 13 ft,31,35
138,2,7:42.0,Defensive rebound by V. Oladipo,,31,35
139,2,7:23.0,C. Frye misses 3-pt jump shot from 25 ft,,31,35
140,2,7:23.0,,Defensive rebound by G. Hill,31,35
141,2,7:06.0,,C. Budinger misses 3-pt jump shot from 25 ft,31,35
142,2,7:06.0,Defensive rebound by T. Harris,,31,35
143,2,6:59.0,T. Harris misses 2-pt jump shot from 3 ft,,31,35
144,2,6:58.0,,Defensive rebound by M. Turner,31,35
145,2,6:45.0,,M. Turner makes 2-pt layup at rim (assist by R. Stuckey),31,37
146,2,6:29.0,E. Payton makes 2-pt layup from 1 ft,,33,37
147,2,6:15.0,,R. Stuckey makes 2-pt layup from 1 ft,33,39
148,2,5:57.0,Personal foul by R. Stuckey (drawn by E. Fournier),,33,39
149,2,5:57.0,,Indiana full timeout,33,39
150,2,5:57.0,,Technical foul by R. Stuckey,33,39
151,2,5:57.0,Technical foul by C. Frye,,33,39
152,2,5:57.0,D. Dedmon enters the game for C. Frye,,33,39
153,2,5:57.0,,C. Miles enters the game for J. Hill,33,39
154,2,5:49.0,Turnover by V. Oladipo (lost ball),,33,39
155,2,5:32.0,,M. Turner misses 2-pt jump shot from 18 ft,33,39
156,2,5:32.0,Defensive rebound by D. Dedmon,,33,39
157,2,5:22.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by E. Payton),,36,39
158,2,5:09.0,,G. Hill makes 3-pt jump shot from 25 ft (assist by R. Stuckey),36,42
159,2,4:56.0,E. Fournier misses 3-pt jump shot from 24 ft,,36,42
160,2,4:54.0,Offensive rebound by D. Dedmon,,36,42
161,2,4:43.0,Turnover by D. Dedmon (lost ball; steal by G. Hill),,36,42
162,2,4:36.0,,C. Miles misses 3-pt jump shot from 25 ft,36,42
163,2,4:35.0,Defensive rebound by E. Payton,,36,42
164,2,4:30.0,Shooting foul by G. Hill (drawn by E. Payton),,36,42
165,2,4:30.0,E. Payton makes free throw 1 of 2,,37,42
166,2,4:30.0,,M. Ellis enters the game for C. Budinger,37,42
167,2,4:30.0,,P. George enters the game for G. Hill,37,42
168,2,4:30.0,E. Payton misses free throw 2 of 2,,37,42
169,2,4:30.0,,Defensive rebound by M. Ellis,37,42
170,2,4:22.0,,Turnover by M. Ellis (bad pass; steal by D. Dedmon),37,42
171,2,4:17.0,Shooting foul by M. Turner (drawn by E. Payton),,37,42
172,2,4:17.0,E. Payton makes free throw 1 of 2,,38,42
173,2,4:17.0,E. Payton makes free throw 2 of 2,,39,42
174,2,4:05.0,,M. Ellis misses 2-pt jump shot from 20 ft,39,42
175,2,4:04.0,Defensive rebound by T. Harris,,39,42
176,2,3:48.0,Turnover by E. Payton (bad pass; steal by R. Stuckey),,39,42
177,2,3:44.0,,C. Miles makes 2-pt layup at rim (assist by R. Stuckey),39,44
178,2,3:26.0,V. Oladipo misses 2-pt jump shot from 6 ft,,39,44
179,2,3:25.0,,Defensive rebound by M. Turner,39,44
180,2,3:06.0,,C. Miles misses 3-pt jump shot from 25 ft,39,44
181,2,3:05.0,Defensive rebound by T. Harris,,39,44
182,2,2:59.0,T. Harris misses 3-pt jump shot from 26 ft,,39,44
183,2,2:59.0,,Defensive rebound by M. Turner,39,44
184,2,2:51.0,,R. Stuckey misses 3-pt jump shot from 25 ft,39,44
185,2,2:51.0,Defensive rebound by D. Dedmon,,39,44
186,2,2:38.0,T. Harris misses 3-pt jump shot from 24 ft,,39,44
187,2,2:37.0,,Defensive rebound by M. Turner,39,44
188,2,2:27.0,,R. Stuckey makes 2-pt layup from 1 ft,39,46
189,2,2:07.0,V. Oladipo makes 2-pt layup at rim,,41,46
190,2,2:07.0,,Indiana full timeout,41,46
191,2,2:07.0,Orlando full timeout,,41,46
192,2,2:07.0,,I. Mahinmi enters the game for R. Stuckey,41,46
193,2,2:07.0,,G. Hill enters the game for M. Turner,41,46
194,2,2:07.0,M. Hezonja enters the game for T. Harris,,41,46
195,2,1:50.0,,Turnover by I. Mahinmi (traveling),41,46
196,2,1:41.0,E. Fournier makes 2-pt jump shot from 6 ft,,43,46
197,2,1:26.0,,Shooting foul by E. Fournier (drawn by C. Miles),43,46
198,2,1:26.0,,C. Miles makes free throw 1 of 2,43,47
199,2,1:26.0,,C. Miles misses free throw 2 of 2,43,47
200,2,1:25.0,Defensive rebound by M. Hezonja,,43,47
201,2,1:10.0,D. Dedmon makes 2-pt dunk at rim (assist by E. Payton),,45,47
202,2,1:10.0,Shooting foul by I. Mahinmi (drawn by D. Dedmon),,45,47
203,2,1:10.0,D. Dedmon makes free throw 1 of 1,,46,47
204,2,0:56.0,,M. Ellis misses 2-pt layup from 1 ft (block by V. Oladipo),46,47
205,2,0:55.0,Defensive rebound by D. Dedmon,,46,47
206,2,0:48.0,E. Payton misses 2-pt jump shot from 7 ft,,46,47
207,2,0:48.0,,Defensive rebound by G. Hill,46,47
208,2,0:39.0,,G. Hill makes 2-pt layup from 4 ft,46,49
209,2,0:24.0,Turnover by D. Dedmon (3 sec),,46,49
210,2,0:24.0,A. Gordon enters the game for E. Fournier,,46,49
211,2,0:05.0,,Turnover by P. George (lost ball; steal by E. Payton),46,49
212,2,0:04.0,Personal foul by P. George (drawn by E. Payton),,46,49
213,2,0:04.0,E. Payton makes free throw 1 of 2,,47,49
214,2,0:04.0,,J. Hill enters the game for C. Miles,47,49
215,2,0:04.0,E. Payton makes free throw 2 of 2,,48,49
216,2,0:02.0,,P. George misses 3-pt jump shot from 28 ft,48,49
217,2,0:00.0,Defensive rebound by D. Dedmon,,48,49
218,3,11:37.0,T. Harris misses 2-pt jump shot from 12 ft,,48,49
219,3,11:36.0,,Defensive rebound by M. Ellis,48,49
220,3,11:18.0,,G. Hill misses 3-pt jump shot from 25 ft,48,49
221,3,11:17.0,,Offensive rebound by I. Mahinmi,48,49
222,3,10:57.0,,G. Hill misses 2-pt jump shot from 4 ft (block by V. Oladipo),48,49
223,3,10:55.0,Defensive rebound by T. Harris,,48,49
224,3,10:49.0,T. Harris misses 2-pt layup from 2 ft (block by I. Mahinmi),,48,49
225,3,10:48.0,,Defensive rebound by I. Mahinmi,48,49
226,3,10:39.0,,P. George misses 2-pt jump shot from 10 ft,48,49
227,3,10:38.0,Defensive rebound by V. Oladipo,,48,49
228,3,10:32.0,E. Fournier misses 3-pt jump shot from 26 ft,,48,49
229,3,10:31.0,Offensive rebound by D. Dedmon,,48,49
230,3,10:16.0,T. Harris makes 3-pt jump shot from 27 ft (assist by V. Oladipo),,51,49
231,3,10:01.0,,C. Miles misses 3-pt jump shot from 28 ft,51,49
232,3,10:01.0,Defensive rebound by T. Harris,,51,49
233,3,9:53.0,V. Oladipo misses 2-pt layup at rim,,51,49
234,3,9:53.0,Offensive rebound by Team,,51,49
235,3,9:46.0,,Offensive charge foul by E. Fournier (drawn by C. Miles),51,49
236,3,9:46.0,Turnover by E. Fournier (offensive foul),,51,49
237,3,9:28.0,,M. Ellis makes 2-pt layup from 1 ft,51,51
238,3,9:21.0,Personal foul by C. Miles (drawn by T. Harris),,51,51
239,3,9:03.0,E. Payton misses 2-pt jump shot from 20 ft (block by G. Hill),,51,51
240,3,9:02.0,,Defensive rebound by P. George,51,51
241,3,8:47.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by P. George),51,54
242,3,8:26.0,Offensive foul by V. Oladipo (drawn by M. Ellis),,51,54
243,3,8:26.0,Turnover by V. Oladipo (offensive foul),,51,54
244,3,8:12.0,,C. Miles misses 2-pt layup from 1 ft,51,54
245,3,8:12.0,Defensive rebound by T. Harris,,51,54
246,3,8:05.0,Turnover by E. Payton (lost ball; steal by M. Ellis),,51,54
247,3,7:59.0,,Turnover by I. Mahinmi (lost ball),51,54
248,3,7:45.0,V. Oladipo makes 2-pt jump shot from 17 ft,,53,54
249,3,7:44.0,Technical foul by E. Payton,,53,54
250,3,7:44.0,,P. George makes technical free throw,53,55
251,3,7:23.0,,M. Ellis misses 2-pt layup from 1 ft,53,55
252,3,7:21.0,,Offensive rebound by I. Mahinmi,53,55
253,3,7:21.0,,I. Mahinmi misses 2-pt layup from 1 ft,53,55
254,3,7:19.0,Defensive rebound by E. Payton,,53,55
255,3,7:09.0,V. Oladipo makes 2-pt jump shot from 18 ft,,55,55
256,3,6:54.0,,Offensive foul by P. George (drawn by E. Fournier),55,55
257,3,6:54.0,,Turnover by P. George (offensive foul),55,55
258,3,6:48.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by E. Payton),,58,55
259,3,6:48.0,,Indiana full timeout,58,55
260,3,6:29.0,,G. Hill makes 2-pt jump shot from 12 ft (assist by M. Ellis),58,57
261,3,6:17.0,Personal block foul by G. Hill (drawn by E. Payton),,58,57
262,3,6:10.0,E. Fournier misses 3-pt jump shot from 25 ft,,58,57
263,3,6:09.0,,Defensive rebound by M. Ellis,58,57
264,3,6:08.0,,Personal foul by D. Dedmon (drawn by M. Ellis),58,57
265,3,5:58.0,,Turnover by P. George (bad pass),58,57
266,3,5:43.0,Turnover by E. Fournier (lost ball),,58,57
267,3,5:30.0,,Turnover by P. George (bad pass),58,57
268,3,5:18.0,T. Harris makes 2-pt layup at rim (assist by E. Fournier),,60,57
269,3,5:05.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by P. George),60,60
270,3,4:42.0,T. Harris misses 2-pt jump shot from 16 ft,,60,60
271,3,4:41.0,,Defensive rebound by G. Hill,60,60
272,3,4:35.0,Violation by D. Dedmon (kicked ball),,60,60
273,3,4:35.0,,R. Stuckey enters the game for M. Ellis,60,60
274,3,4:35.0,,M. Turner enters the game for I. Mahinmi,60,60
275,3,4:26.0,,G. Hill misses 3-pt jump shot from 24 ft,60,60
276,3,4:26.0,Defensive rebound by V. Oladipo,,60,60
277,3,4:13.0,T. Harris makes 2-pt jump shot from 7 ft,,62,60
278,3,3:58.0,,Turnover by P. George (bad pass; steal by D. Dedmon),62,60
279,3,3:54.0,Shooting foul by G. Hill (drawn by E. Fournier),,62,60
280,3,3:54.0,E. Fournier makes free throw 1 of 2,,63,60
281,3,3:54.0,,J. Hill enters the game for C. Miles,63,60
282,3,3:54.0,C. Frye enters the game for D. Dedmon,,63,60
283,3,3:54.0,C. Watson enters the game for E. Payton,,63,60
284,3,3:54.0,E. Fournier makes free throw 2 of 2,,64,60
285,3,3:36.0,,P. George misses 2-pt jump shot from 18 ft,64,60
286,3,3:35.0,,Offensive rebound by J. Hill,64,60
287,3,3:34.0,,J. Hill makes 2-pt layup from 2 ft,64,62
288,3,3:34.0,,Shooting foul by E. Fournier (drawn by J. Hill),64,62
289,3,3:34.0,M. Hezonja enters the game for E. Fournier,,64,62
290,3,3:34.0,,J. Hill makes free throw 1 of 1,64,63
291,3,3:14.0,V. Oladipo misses 3-pt jump shot from 22 ft,,64,63
292,3,3:14.0,,Defensive rebound by J. Hill,64,63
293,3,2:54.0,,M. Turner makes 2-pt hook shot from 11 ft (assist by G. Hill),64,65
294,3,2:34.0,C. Frye makes 3-pt jump shot from 23 ft (assist by C. Watson),,67,65
295,3,2:15.0,,Turnover by J. Hill (lost ball; steal by C. Watson),67,65
296,3,2:11.0,C. Watson makes 2-pt layup at rim,,69,65
297,3,1:49.0,,R. Stuckey misses 2-pt layup at rim,69,65
298,3,1:48.0,Defensive rebound by C. Frye,,69,65
299,3,1:41.0,Turnover by M. Hezonja (traveling),,69,65
300,3,1:41.0,Orlando full timeout,,69,65
301,3,1:41.0,,C. Budinger enters the game for R. Stuckey,69,65
302,3,1:26.0,,Personal foul by C. Frye (drawn by G. Hill),69,65
303,3,1:17.0,,Personal foul by C. Watson (drawn by G. Hill),69,65
304,3,1:17.0,,G. Hill misses free throw 1 of 2,69,65
305,3,1:17.0,,Offensive rebound by Team,69,65
306,3,1:17.0,,G. Hill makes free throw 2 of 2,69,66
307,3,1:02.0,V. Oladipo makes 2-pt jump shot from 12 ft,,71,66
308,3,0:53.0,,Personal foul by M. Hezonja (drawn by P. George),71,66
309,3,0:53.0,,P. George makes free throw 1 of 2,71,67
310,3,0:53.0,A. Gordon enters the game for T. Harris,,71,67
311,3,0:53.0,,P. George makes free throw 2 of 2,71,68
312,3,0:36.0,C. Frye misses 3-pt jump shot from 24 ft,,71,68
313,3,0:36.0,,Defensive rebound by P. George,71,68
314,3,0:30.0,,G. Hill makes 2-pt layup at rim,71,70
315,3,0:06.0,M. Hezonja misses 3-pt jump shot from 24 ft,,71,70
316,3,0:06.0,Offensive rebound by A. Gordon,,71,70
317,3,0:03.0,C. Frye misses 3-pt jump shot from 26 ft,,71,70
318,3,0:02.0,,Defensive rebound by Team,71,70
319,3,0:02.0,Loose ball foul by A. Gordon (drawn by M. Turner),,71,70
320,3,0:02.0,Technical foul by Team,,71,70
321,3,0:02.0,,P. George misses technical free throw,71,70
322,3,0:02.0,,Offensive rebound by Team,71,70
323,3,0:02.0,,M. Turner makes free throw 1 of 2,71,71
324,3,0:02.0,,M. Turner makes free throw 2 of 2,71,72
325,3,0:00.0,A. Gordon misses 3-pt jump shot from 47 ft,,71,72
326,3,0:00.0,Offensive rebound by Team,,71,72
327,4,11:43.0,,Personal block foul by C. Frye (drawn by M. Ellis),71,72
328,4,11:36.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by M. Ellis),71,74
329,4,11:22.0,Shooting foul by M. Turner (drawn by E. Fournier),,71,74
330,4,11:22.0,E. Fournier makes free throw 1 of 2,,72,74
331,4,11:22.0,E. Fournier misses free throw 2 of 2,,72,74
332,4,11:22.0,,Defensive rebound by J. Hill,72,74
333,4,10:58.0,,M. Ellis misses 3-pt jump shot from 30 ft,72,74
334,4,10:56.0,Defensive rebound by C. Frye,,72,74
335,4,10:52.0,,Offensive charge foul by A. Gordon (drawn by C. Budinger),72,74
336,4,10:52.0,Turnover by A. Gordon (offensive foul),,72,74
337,4,10:28.0,,J. Hill misses 2-pt jump shot from 18 ft,72,74
338,4,10:27.0,Defensive rebound by C. Frye,,72,74
339,4,10:08.0,C. Watson misses 3-pt jump shot from 23 ft,,72,74
340,4,10:07.0,,Defensive rebound by C. Budinger,72,74
341,4,9:59.0,,Personal foul by A. Gordon (drawn by M. Turner),72,74
342,4,9:46.0,,M. Ellis misses 2-pt jump shot from 12 ft,72,74
343,4,9:46.0,Defensive rebound by C. Frye,,72,74
344,4,9:36.0,A. Gordon misses 2-pt dunk at rim,,72,74
345,4,9:35.0,,Defensive rebound by C. Budinger,72,74
346,4,9:27.0,,C. Budinger makes 3-pt jump shot from 26 ft (assist by G. Robinson),72,77
347,4,9:12.0,Shooting foul by C. Budinger (drawn by A. Gordon),,72,77
348,4,9:12.0,A. Gordon misses free throw 1 of 2,,72,77
349,4,9:12.0,Offensive rebound by Team,,72,77
350,4,9:12.0,A. Gordon makes free throw 2 of 2,,73,77
351,4,9:00.0,,Shooting foul by A. Gordon (drawn by J. Hill),73,77
352,4,9:00.0,,J. Hill makes free throw 1 of 2,73,78
353,4,9:00.0,,J. Hill misses free throw 2 of 2,73,78
354,4,9:00.0,Defensive rebound by C. Frye,,73,78
355,4,8:48.0,E. Fournier misses 3-pt jump shot from 25 ft,,73,78
356,4,8:47.0,,Defensive rebound by J. Hill,73,78
357,4,8:34.0,,Turnover by M. Turner (bad pass; steal by E. Payton),73,78
358,4,8:19.0,C. Watson makes 2-pt jump shot from 20 ft (assist by A. Gordon),,75,78
359,4,7:58.0,,Turnover by J. Hill (lost ball; steal by E. Payton),75,78
360,4,7:51.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by C. Watson),,78,78
361,4,7:50.0,,Indiana full timeout,78,78
362,4,7:50.0,,P. George enters the game for M. Turner,78,78
363,4,7:50.0,,I. Mahinmi enters the game for G. Robinson,78,78
364,4,7:44.0,,Turnover by J. Hill (bad pass),78,78
365,4,7:28.0,C. Frye makes 3-pt jump shot from 25 ft (assist by E. Payton),,81,78
366,4,7:02.0,,I. Mahinmi misses 2-pt jump shot from 18 ft,81,78
367,4,7:00.0,Defensive rebound by C. Frye,,81,78
368,4,6:48.0,,C. Miles enters the game for J. Hill,81,78
369,4,6:48.0,,G. Hill enters the game for M. Ellis,81,78
370,4,6:48.0,Turnover by A. Gordon (lost ball; steal by I. Mahinmi),,81,78
371,4,6:28.0,,I. Mahinmi makes 2-pt layup at rim (assist by C. Budinger),81,80
372,4,6:02.0,Turnover by Team (shot clock),,81,80
373,4,5:52.0,,P. George makes 3-pt jump shot from 26 ft (assist by C. Budinger),81,83
374,4,5:40.0,Turnover by C. Frye (lost ball; steal by C. Miles),,81,83
375,4,5:39.0,,Personal foul by C. Frye (drawn by C. Miles),81,83
376,4,5:39.0,Official timeout,,81,83
377,4,5:39.0,V. Oladipo enters the game for A. Gordon,,81,83
378,4,5:39.0,T. Harris enters the game for C. Watson,,81,83
379,4,5:22.0,,C. Budinger makes 3-pt jump shot from 24 ft (assist by P. George),81,86
380,4,5:04.0,Turnover by C. Frye (bad pass; steal by C. Budinger),,81,86
381,4,5:00.0,,G. Hill makes 2-pt dunk at rim (assist by P. George),81,88
382,4,4:43.0,V. Oladipo misses 2-pt jump shot from 8 ft,,81,88
383,4,4:43.0,,Defensive rebound by I. Mahinmi,81,88
384,4,4:22.0,,P. George misses 2-pt jump shot from 19 ft,81,88
385,4,4:21.0,,Offensive rebound by P. George,81,88
386,4,4:20.0,,Shooting foul by V. Oladipo (drawn by P. George),81,88
387,4,4:20.0,,P. George makes free throw 1 of 2,81,89
388,4,4:20.0,D. Dedmon enters the game for C. Frye,,81,89
389,4,4:20.0,,M. Ellis enters the game for C. Budinger,81,89
390,4,4:20.0,,P. George makes free throw 2 of 2,81,90
391,4,4:02.0,E. Payton misses 2-pt jump shot from 18 ft,,81,90
392,4,4:01.0,,Defensive rebound by M. Ellis,81,90
