,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CLEVELAND_ACTION,MINNESOTA_SCORE,CLEVELAND_SCORE
133,2,6:52.0,,Cleveland full timeout,40,41
134,2,6:52.0,,T. Thompson enters the game for I. Shumpert,40,41
135,2,6:52.0,R. Rubio enters the game for S. Muhammad,,40,41
136,2,6:43.0,,Personal foul by A. Wiggins (drawn by L. James),40,41
137,2,6:31.0,,J. Smith misses 3-pt jump shot from 24 ft,40,41
138,2,6:31.0,Defensive rebound by Z. LaVine,,40,41
139,2,6:10.0,A. Wiggins misses 2-pt jump shot from 8 ft,,40,41
140,2,6:10.0,,Defensive rebound by J. Smith,40,41
141,2,6:10.0,,Personal foul by A. Wiggins (drawn by J. Smith),40,41
142,2,5:49.0,,J. Smith misses 3-pt jump shot from 24 ft,40,41
143,2,5:49.0,Defensive rebound by T. Prince,,40,41
144,2,5:38.0,T. Prince misses 2-pt layup at rim,,40,41
145,2,5:36.0,Offensive rebound by G. Dieng,,40,41
146,2,5:32.0,A. Wiggins misses 3-pt jump shot from 25 ft,,40,41
147,2,5:31.0,,Defensive rebound by T. Thompson,40,41
148,2,5:20.0,,K. Irving makes 2-pt jump shot from 17 ft,40,43
149,2,5:01.0,Offensive foul by G. Dieng (drawn by K. Love),,40,43
150,2,5:01.0,Turnover by G. Dieng (offensive foul),,40,43
151,2,5:01.0,,M. Dellavedova enters the game for K. Irving,40,43
152,2,5:01.0,,I. Shumpert enters the game for K. Love,40,43
153,2,5:01.0,K. Towns enters the game for G. Dieng,,40,43
154,2,4:43.0,,L. James misses 2-pt jump shot from 14 ft,40,43
155,2,4:42.0,,Offensive rebound by T. Thompson,40,43
156,2,4:33.0,,L. James makes 2-pt layup at rim (assist by M. Dellavedova),40,45
157,2,4:27.0,Minnesota full timeout,,40,45
158,2,4:20.0,Shooting foul by I. Shumpert (drawn by A. Wiggins),,40,45
159,2,4:20.0,A. Wiggins makes free throw 1 of 2,,41,45
160,2,4:20.0,A. Wiggins makes free throw 2 of 2,,42,45
161,2,4:07.0,,M. Dellavedova makes 2-pt jump shot from 6 ft,42,47
162,2,3:51.0,K. Towns misses 2-pt jump shot from 19 ft,,42,47
163,2,3:51.0,,Defensive rebound by T. Thompson,42,47
164,2,3:44.0,,Turnover by L. James (bad pass; steal by R. Rubio),42,47
165,2,3:39.0,R. Rubio makes 2-pt layup at rim,,44,47
166,2,3:28.0,,L. James makes 2-pt layup at rim (assist by M. Dellavedova),44,49
167,2,3:15.0,R. Rubio makes 2-pt jump shot from 14 ft,,46,49
168,2,2:55.0,,I. Shumpert misses 2-pt jump shot from 17 ft,46,49
169,2,2:54.0,,Offensive rebound by T. Thompson,46,49
170,2,2:54.0,,T. Thompson makes 2-pt layup from 1 ft,46,51
171,2,2:38.0,Z. LaVine makes 3-pt jump shot from 24 ft (assist by R. Rubio),,49,51
172,2,2:26.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,49,51
173,2,2:26.0,Defensive rebound by T. Prince,,49,51
174,2,2:14.0,T. Prince makes 2-pt jump shot from 17 ft (assist by R. Rubio),,51,51
175,2,2:14.0,,Cleveland full timeout,51,51
176,2,2:14.0,N. Peković enters the game for K. Towns,,51,51
177,2,1:59.0,,J. Smith misses 3-pt jump shot from 25 ft,51,51
178,2,1:59.0,Defensive rebound by T. Prince,,51,51
179,2,1:48.0,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),,53,51
180,2,1:26.0,,I. Shumpert makes 3-pt jump shot from 24 ft (assist by L. James),53,54
181,2,1:11.0,R. Rubio misses 2-pt jump shot from 17 ft,,53,54
182,2,1:11.0,,Defensive rebound by J. Smith,53,54
183,2,1:07.0,,Shooting foul by Z. LaVine (drawn by L. James),53,54
184,2,1:07.0,,L. James makes 2-pt layup at rim (assist by J. Smith),53,56
185,2,1:07.0,S. Muhammad enters the game for A. Wiggins,,53,56
186,2,1:07.0,,K. Irving enters the game for I. Shumpert,53,56
187,2,1:07.0,,L. James misses free throw 1 of 1,53,56
188,2,1:06.0,Defensive rebound by N. Peković,,53,56
189,2,0:48.0,N. Peković misses 2-pt jump shot from 9 ft,,53,56
190,2,0:47.0,,Defensive rebound by L. James,53,56
191,2,0:36.0,,J. Smith misses 3-pt jump shot from 25 ft,53,56
192,2,0:36.0,,Offensive rebound by K. Irving,53,56
193,2,0:33.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by K. Irving),53,59
194,2,0:18.0,,Violation by T. Thompson (def goaltending),53,59
195,2,0:18.0,S. Muhammad makes 2-pt jump shot from 10 ft (assist by R. Rubio),,55,59
196,2,0:00.0,,J. Smith misses 3-pt jump shot from 25 ft,55,59
197,2,0:00.0,,Offensive rebound by Team,55,59
198,3,11:45.0,,J. Smith misses 2-pt jump shot from 7 ft,55,59
199,3,11:43.0,Defensive rebound by N. Peković,,55,59
200,3,11:30.0,N. Peković misses 2-pt jump shot from 9 ft,,55,59
201,3,11:29.0,Offensive rebound by K. Towns,,55,59
202,3,11:25.0,K. Towns makes 2-pt layup from 2 ft,,57,59
203,3,11:15.0,,K. Irving misses 2-pt jump shot from 7 ft,57,59
204,3,11:15.0,,Offensive rebound by Team,57,59
205,3,11:15.0,Loose ball foul by N. Peković (drawn by T. Thompson),,57,59
206,3,10:55.0,,K. Love makes 2-pt jump shot from 5 ft (assist by L. James),57,61
207,3,10:32.0,R. Rubio misses 2-pt jump shot from 19 ft,,57,61
208,3,10:31.0,,Defensive rebound by K. Irving,57,61
209,3,10:16.0,,K. Love misses 3-pt jump shot from 25 ft,57,61
210,3,10:16.0,Defensive rebound by R. Rubio,,57,61
211,3,10:05.0,N. Peković makes 2-pt layup from 3 ft (assist by R. Rubio),,59,61
212,3,9:57.0,,K. Irving misses 2-pt jump shot from 20 ft,59,61
213,3,9:56.0,Defensive rebound by K. Towns,,59,61
214,3,9:44.0,K. Towns misses 3-pt jump shot from 24 ft,,59,61
215,3,9:43.0,,Defensive rebound by T. Thompson,59,61
216,3,9:31.0,,K. Irving misses 3-pt jump shot from 25 ft,59,61
217,3,9:31.0,Defensive rebound by K. Towns,,59,61
218,3,9:18.0,A. Wiggins makes 2-pt jump shot from 5 ft (assist by T. Prince),,61,61
219,3,9:01.0,,Cleveland full timeout,61,61
220,3,8:52.0,,K. Irving makes 2-pt jump shot from 18 ft (assist by T. Thompson),61,63
221,3,8:28.0,N. Peković makes 2-pt jump shot from 7 ft (assist by K. Towns),,63,63
222,3,8:08.0,,K. Love misses 3-pt jump shot from 24 ft,63,63
223,3,8:08.0,Defensive rebound by T. Prince,,63,63
224,3,7:56.0,Offensive foul by N. Peković (drawn by L. James),,63,63
225,3,7:56.0,Turnover by N. Peković (offensive foul),,63,63
226,3,7:56.0,,M. Dellavedova enters the game for K. Irving,63,63
227,3,7:40.0,,M. Dellavedova misses 3-pt jump shot from 24 ft,63,63
228,3,7:40.0,,Offensive rebound by K. Love,63,63
229,3,7:23.0,,T. Thompson makes 2-pt dunk at rim (assist by M. Dellavedova),63,65
230,3,7:04.0,K. Towns makes 2-pt jump shot from 18 ft (assist by R. Rubio),,65,65
231,3,6:52.0,,L. James misses 2-pt jump shot from 20 ft,65,65
232,3,6:52.0,Defensive rebound by K. Towns,,65,65
233,3,6:40.0,Shooting foul by J. Smith (drawn by K. Towns),,65,65
234,3,6:40.0,K. Towns misses free throw 1 of 2,,65,65
235,3,6:40.0,Offensive rebound by Team,,65,65
236,3,6:40.0,G. Dieng enters the game for N. Peković,,65,65
237,3,6:40.0,K. Towns makes free throw 2 of 2,,66,65
238,3,6:26.0,,M. Dellavedova misses 2-pt jump shot from 7 ft,66,65
239,3,6:24.0,Defensive rebound by A. Wiggins,,66,65
240,3,6:16.0,Turnover by A. Wiggins (bad pass; steal by L. James),,66,65
241,3,6:11.0,,L. James makes 2-pt dunk at rim (assist by T. Thompson),66,67
242,3,5:51.0,K. Towns makes 2-pt jump shot from 15 ft (assist by A. Wiggins),,68,67
243,3,5:31.0,,L. James makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),68,70
244,3,5:15.0,R. Rubio misses 2-pt jump shot from 9 ft,,68,70
245,3,5:10.0,,Defensive rebound by K. Love,68,70
246,3,5:05.0,,T. Thompson misses 2-pt layup from 2 ft (block by K. Towns),68,70
247,3,5:03.0,Defensive rebound by K. Towns,,68,70
248,3,4:57.0,Turnover by K. Towns (lost ball; steal by J. Smith),,68,70
249,3,4:50.0,,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by L. James),68,73
250,3,4:50.0,Minnesota full timeout,,68,73
251,3,4:50.0,S. Muhammad enters the game for T. Prince,,68,73
252,3,4:50.0,,I. Shumpert enters the game for L. James,68,73
253,3,4:29.0,Turnover by A. Wiggins (bad pass; steal by J. Smith),,68,73
254,3,4:09.0,,I. Shumpert misses 2-pt jump shot from 22 ft,68,73
255,3,4:08.0,Defensive rebound by R. Rubio,,68,73
256,3,4:00.0,Turnover by G. Dieng (bad pass; steal by K. Love),,68,73
257,3,3:38.0,,M. Dellavedova misses 3-pt jump shot from 24 ft,68,73
258,3,3:38.0,Defensive rebound by G. Dieng,,68,73
259,3,3:18.0,A. Wiggins makes 2-pt jump shot from 14 ft,,70,73
260,3,3:05.0,,Shooting foul by S. Muhammad (drawn by J. Smith),70,73
261,3,3:05.0,,J. Smith misses free throw 1 of 2,70,73
262,3,3:05.0,,Offensive rebound by Team,70,73
263,3,3:05.0,Z. LaVine enters the game for R. Rubio,,70,73
264,3,3:05.0,N. Bjelica enters the game for K. Towns,,70,73
265,3,3:05.0,,T. Mozgov enters the game for K. Love,70,73
266,3,3:05.0,,J. Smith makes free throw 2 of 2,70,74
267,3,2:46.0,S. Muhammad misses 2-pt jump shot from 4 ft (block by J. Smith),,70,74
268,3,2:45.0,Offensive rebound by S. Muhammad,,70,74
269,3,2:43.0,S. Muhammad misses 2-pt jump shot from 5 ft,,70,74
270,3,2:43.0,,Defensive rebound by M. Dellavedova,70,74
271,3,2:36.0,,Turnover by J. Smith (bad pass; steal by G. Dieng),70,74
272,3,2:14.0,S. Muhammad misses 2-pt jump shot from 5 ft,,70,74
273,3,2:12.0,,Defensive rebound by T. Mozgov,70,74
274,3,2:02.0,,M. Dellavedova misses 2-pt jump shot from 8 ft,70,74
275,3,2:01.0,,Offensive rebound by T. Thompson,70,74
276,3,2:01.0,,T. Thompson makes 2-pt layup from 2 ft,70,76
277,3,1:44.0,Shooting foul by T. Mozgov (drawn by A. Wiggins),,70,76
278,3,1:44.0,A. Wiggins misses free throw 1 of 2,,70,76
279,3,1:44.0,Offensive rebound by Team,,70,76
280,3,1:44.0,,K. Irving enters the game for J. Smith,70,76
281,3,1:44.0,A. Wiggins makes free throw 2 of 2,,71,76
282,3,1:28.0,,K. Irving misses 2-pt layup from 2 ft,71,76
283,3,1:26.0,Defensive rebound by S. Muhammad,,71,76
284,3,1:21.0,Z. LaVine misses 2-pt layup from 3 ft,,71,76
285,3,1:19.0,,Defensive rebound by T. Thompson,71,76
286,3,1:13.0,,K. Irving misses 3-pt jump shot from 24 ft,71,76
287,3,1:13.0,,Offensive rebound by T. Thompson,71,76
288,3,1:09.0,,T. Thompson makes 2-pt layup at rim (assist by K. Irving),71,78
289,3,0:57.0,A. Wiggins misses 2-pt jump shot from 10 ft (block by I. Shumpert),,71,78
290,3,0:57.0,Offensive rebound by Team,,71,78
291,3,0:57.0,T. Prince enters the game for A. Wiggins,,71,78
292,3,0:54.0,Turnover by G. Dieng (bad pass; steal by M. Dellavedova),,71,78
293,3,0:49.0,,T. Mozgov makes 2-pt dunk at rim (assist by M. Dellavedova),71,80
294,3,0:35.0,N. Bjelica misses 3-pt jump shot from 26 ft,,71,80
295,3,0:34.0,,Defensive rebound by K. Irving,71,80
296,3,0:27.0,,K. Irving makes 3-pt jump shot from 24 ft,71,83
297,3,0:06.0,Shooting foul by M. Dellavedova (drawn by G. Dieng),,71,83
298,3,0:06.0,G. Dieng makes free throw 1 of 2,,72,83
299,3,0:06.0,G. Dieng makes free throw 2 of 2,,73,83
300,3,0:03.0,,Personal foul by Z. LaVine (drawn by K. Irving),73,83
301,3,0:02.0,,K. Irving misses 3-pt jump shot from 23 ft,73,83
302,3,0:00.0,,Offensive rebound by T. Thompson,73,83
303,3,0:00.0,,T. Thompson misses 2-pt layup from 2 ft,73,83
304,3,0:00.0,,Offensive rebound by Team,73,83
305,4,11:45.0,Shooting foul by L. James (drawn by G. Dieng),,73,83
306,4,11:45.0,G. Dieng makes free throw 1 of 2,,74,83
307,4,11:45.0,G. Dieng makes free throw 2 of 2,,75,83
308,4,11:23.0,,L. James makes 2-pt jump shot from 21 ft,75,85
309,4,11:13.0,N. Bjelica misses 2-pt jump shot from 6 ft,,75,85
310,4,11:12.0,,Defensive rebound by K. Love,75,85
311,4,11:01.0,,K. Irving makes 2-pt jump shot from 8 ft,75,87
312,4,10:44.0,Z. LaVine misses 3-pt jump shot from 25 ft,,75,87
313,4,10:44.0,,Defensive rebound by I. Shumpert,75,87
314,4,10:25.0,,I. Shumpert makes 3-pt jump shot from 23 ft (assist by K. Irving),75,90
315,4,10:25.0,Minnesota full timeout,,75,90
316,4,10:12.0,Personal foul by I. Shumpert (drawn by T. Prince),,75,90
317,4,10:08.0,Shooting foul by K. Love (drawn by G. Dieng),,75,90
318,4,10:08.0,G. Dieng makes free throw 1 of 2,,76,90
319,4,10:08.0,A. Wiggins enters the game for T. Prince,,76,90
320,4,10:08.0,G. Dieng makes free throw 2 of 2,,77,90
321,4,9:55.0,,Turnover by K. Love (lost ball; steal by A. Wiggins),77,90
322,4,9:50.0,G. Dieng makes 2-pt layup at rim (assist by N. Bjelica),,79,90
323,4,9:50.0,Shooting foul by T. Mozgov (drawn by G. Dieng),,79,90
324,4,9:50.0,G. Dieng makes free throw 1 of 1,,80,90
325,4,9:40.0,,Personal foul by N. Bjelica (drawn by K. Love),80,90
326,4,9:33.0,,K. Love makes 2-pt jump shot from 17 ft,80,92
327,4,9:11.0,S. Muhammad misses 3-pt jump shot from 26 ft,,80,92
328,4,9:11.0,,Defensive rebound by I. Shumpert,80,92
329,4,9:04.0,,K. Irving misses 2-pt layup from 2 ft,80,92
330,4,9:03.0,Defensive rebound by Team,,80,92
331,4,8:46.0,N. Bjelica makes 3-pt jump shot from 26 ft (assist by Z. LaVine),,83,92
332,4,8:29.0,,Turnover by T. Mozgov (traveling),83,92
333,4,8:29.0,K. Towns enters the game for G. Dieng,,83,92
334,4,8:17.0,K. Towns makes 2-pt dunk at rim (assist by Z. LaVine),,85,92
335,4,8:16.0,,Cleveland full timeout,85,92
336,4,8:16.0,,T. Thompson enters the game for T. Mozgov,85,92
337,4,8:07.0,,Turnover by K. Irving (bad pass),85,92
338,4,7:49.0,K. Towns misses 2-pt jump shot from 3 ft,,85,92
339,4,7:49.0,,Defensive rebound by T. Thompson,85,92
340,4,7:42.0,,Personal foul by N. Bjelica (drawn by K. Love),85,92
341,4,7:27.0,,Turnover by L. James (lost ball; steal by S. Muhammad),85,92
342,4,7:21.0,Z. LaVine makes 2-pt layup at rim (assist by S. Muhammad),,87,92
343,4,6:54.0,,K. Irving makes 2-pt jump shot from 19 ft,87,94
344,4,6:37.0,A. Wiggins misses 3-pt jump shot from 24 ft,,87,94
345,4,6:37.0,,Defensive rebound by K. Love,87,94
346,4,6:27.0,,I. Shumpert misses 3-pt jump shot from 23 ft,87,94
347,4,6:27.0,Defensive rebound by Team,,87,94
348,4,6:27.0,,Loose ball foul by T. Thompson (drawn by K. Towns),87,94
349,4,6:27.0,K. Towns makes free throw 1 of 2,,88,94
350,4,6:27.0,,J. Smith enters the game for I. Shumpert,88,94
351,4,6:27.0,R. Rubio enters the game for S. Muhammad,,88,94
352,4,6:27.0,,M. Dellavedova enters the game for K. Irving,88,94
353,4,6:27.0,K. Towns makes free throw 2 of 2,,89,94
354,4,6:13.0,,L. James misses 2-pt jump shot from 17 ft,89,94
355,4,6:12.0,Defensive rebound by Z. LaVine,,89,94
356,4,6:06.0,Z. LaVine makes 2-pt layup from 1 ft,,91,94
357,4,5:54.0,,Personal foul by A. Wiggins (drawn by T. Thompson),91,94
358,4,5:36.0,,J. Smith misses 2-pt jump shot from 20 ft,91,94
359,4,5:36.0,Defensive rebound by R. Rubio,,91,94
360,4,5:28.0,Z. LaVine misses 3-pt jump shot from 25 ft,,91,94
361,4,5:28.0,,Defensive rebound by L. James,91,94
362,4,5:15.0,,T. Thompson makes 2-pt layup from 1 ft (assist by L. James),91,96
363,4,5:15.0,,Shooting foul by N. Bjelica (drawn by T. Thompson),91,96
364,4,5:15.0,G. Dieng enters the game for N. Bjelica,,91,96
365,4,5:15.0,,T. Thompson makes free throw 1 of 1,91,97
366,4,4:55.0,Turnover by R. Rubio (bad pass; steal by K. Love),,91,97
367,4,4:47.0,,K. Love misses 3-pt jump shot from 24 ft,91,97
368,4,4:46.0,,Offensive rebound by M. Dellavedova,91,97
369,4,4:32.0,,Shooting foul by G. Dieng (drawn by T. Thompson),91,97
370,4,4:32.0,,T. Thompson misses free throw 1 of 2,91,97
371,4,4:32.0,,Offensive rebound by Team,91,97
372,4,4:32.0,,T. Thompson misses free throw 2 of 2,91,97
373,4,4:31.0,,Offensive rebound by Team,91,97
374,4,4:26.0,,T. Thompson makes 2-pt dunk at rim (assist by K. Love),91,99
375,4,4:26.0,Minnesota full timeout,,91,99
376,4,4:13.0,Turnover by Z. LaVine (bad pass; steal by J. Smith),,91,99
377,4,4:06.0,,L. James misses 2-pt layup from 1 ft,91,99
378,4,4:03.0,,Offensive rebound by T. Thompson,91,99
379,4,4:02.0,,T. Thompson makes 2-pt dunk at rim,91,101
380,4,3:47.0,A. Wiggins misses 2-pt jump shot from 3 ft,,91,101
381,4,3:47.0,,Defensive rebound by Team,91,101
382,4,3:47.0,S. Muhammad enters the game for G. Dieng,,91,101
