,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,BROOKLYN_ACTION,SAN ANTONIO_SCORE,BROOKLYN_SCORE
101,2,9:16.0,K. Anderson makes 2-pt layup from 1 ft,,29,22
102,2,8:58.0,,B. Lopez makes 2-pt jump shot from 14 ft,29,24
103,2,8:57.0,San Antonio full timeout,,29,24
104,2,8:41.0,P. Mills misses 3-pt jump shot from 26 ft,,29,24
105,2,8:40.0,,Defensive rebound by M. Brown,29,24
106,2,8:19.0,,B. Lopez makes 2-pt layup from 1 ft,29,26
107,2,8:08.0,,Violation by M. Brown (kicked ball),29,26
108,2,8:08.0,T. Parker enters the game for P. Mills,,29,26
109,2,8:08.0,D. Green enters the game for M. Ginóbili,,29,26
110,2,8:08.0,T. Duncan enters the game for B. Diaw,,29,26
111,2,7:57.0,Turnover by D. West (bad pass),,29,26
112,2,7:47.0,,B. Lopez misses 2-pt layup from 3 ft (block by T. Duncan),29,26
113,2,7:46.0,,Offensive rebound by B. Lopez,29,26
114,2,7:46.0,,W. Ellington enters the game for M. Brown,29,26
115,2,7:31.0,,B. Lopez misses 2-pt jump shot from 10 ft (block by T. Duncan),29,26
116,2,7:30.0,,Offensive rebound by Team,29,26
117,2,7:30.0,,Turnover by Team (shot clock),29,26
118,2,7:16.0,D. West makes 2-pt layup from 2 ft (assist by K. Anderson),,31,26
119,2,6:58.0,,Offensive foul by B. Lopez (drawn by T. Duncan),31,26
120,2,6:58.0,,Turnover by B. Lopez (offensive foul),31,26
121,2,6:58.0,K. Leonard enters the game for K. Anderson,,31,26
122,2,6:58.0,,J. Johnson enters the game for B. Bogdanović,31,26
123,2,6:48.0,K. Leonard misses 2-pt jump shot from 17 ft,,31,26
124,2,6:47.0,Offensive rebound by K. Leonard,,31,26
125,2,6:41.0,K. Leonard makes 2-pt dunk at rim,,33,26
126,2,6:18.0,,B. Lopez misses 2-pt jump shot from 12 ft,33,26
127,2,6:17.0,Defensive rebound by K. Leonard,,33,26
128,2,6:13.0,Offensive foul by K. Leonard (drawn by A. Bargnani),,33,26
129,2,6:13.0,Turnover by K. Leonard (offensive foul),,33,26
130,2,6:03.0,,Shooting foul by T. Duncan (drawn by B. Lopez),33,26
131,2,6:03.0,,B. Lopez makes free throw 1 of 2,33,27
132,2,6:03.0,L. Aldridge enters the game for D. West,,33,27
133,2,6:03.0,,D. Sloan enters the game for S. Larkin,33,27
134,2,6:03.0,,B. Lopez makes free throw 2 of 2,33,28
135,2,5:53.0,K. Leonard makes 2-pt dunk at rim (assist by T. Duncan),,35,28
136,2,5:38.0,,A. Bargnani misses 2-pt jump shot from 18 ft,35,28
137,2,5:37.0,Defensive rebound by L. Aldridge,,35,28
138,2,5:21.0,T. Duncan misses 2-pt jump shot from 9 ft,,35,28
139,2,5:20.0,Offensive rebound by Team,,35,28
140,2,5:20.0,,Loose ball foul by A. Bargnani (drawn by L. Aldridge),35,28
141,2,5:20.0,Official timeout,,35,28
142,2,5:20.0,,T. Young enters the game for A. Bargnani,35,28
143,2,5:12.0,Personal foul by T. Young (drawn by L. Aldridge),,35,28
144,2,4:57.0,T. Parker misses 2-pt jump shot from 5 ft,,35,28
145,2,4:56.0,,Defensive rebound by B. Lopez,35,28
146,2,4:42.0,,D. Sloan misses 2-pt jump shot from 19 ft,35,28
147,2,4:41.0,Defensive rebound by K. Leonard,,35,28
148,2,4:35.0,,Violation by W. Ellington (kicked ball),35,28
149,2,4:29.0,T. Parker makes 2-pt jump shot from 5 ft,,37,28
150,2,4:16.0,,W. Ellington misses 2-pt jump shot from 20 ft,37,28
151,2,4:15.0,Defensive rebound by K. Leonard,,37,28
152,2,4:02.0,L. Aldridge makes 2-pt jump shot from 11 ft,,39,28
153,2,4:00.0,,Brooklyn full timeout,39,28
154,2,3:50.0,,Shooting foul by L. Aldridge (drawn by T. Young),39,28
155,2,3:50.0,,T. Young makes free throw 1 of 2,39,29
156,2,3:50.0,M. Ginóbili enters the game for D. Green,,39,29
157,2,3:50.0,,T. Young misses free throw 2 of 2,39,29
158,2,3:49.0,Defensive rebound by T. Duncan,,39,29
159,2,3:36.0,L. Aldridge makes 2-pt layup from 2 ft (assist by T. Duncan),,41,29
160,2,3:22.0,,T. Young makes 2-pt jump shot from 18 ft,41,31
161,2,3:00.0,L. Aldridge makes 2-pt jump shot from 5 ft (assist by M. Ginóbili),,43,31
162,2,2:51.0,,T. Young misses 2-pt jump shot from 19 ft,43,31
163,2,2:50.0,Defensive rebound by K. Leonard,,43,31
164,2,2:29.0,T. Parker misses 2-pt jump shot from 10 ft,,43,31
165,2,2:28.0,,Defensive rebound by B. Lopez,43,31
166,2,2:22.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by D. Sloan),43,34
167,2,1:59.0,Turnover by T. Duncan (bad pass; steal by W. Ellington),,43,34
168,2,1:55.0,,W. Ellington makes 2-pt dunk at rim,43,36
169,2,1:42.0,T. Parker makes 2-pt jump shot from 17 ft,,45,36
170,2,1:25.0,,Turnover by D. Sloan (bad pass; steal by M. Ginóbili),45,36
171,2,1:19.0,T. Parker misses 2-pt layup from 1 ft,,45,36
172,2,1:18.0,,Defensive rebound by J. Johnson,45,36
173,2,1:05.0,,Turnover by W. Ellington (bad pass),45,36
174,2,1:05.0,,T. Robinson enters the game for T. Young,45,36
175,2,1:05.0,,S. Larkin enters the game for D. Sloan,45,36
176,2,0:53.0,K. Leonard misses 3-pt jump shot from 24 ft,,45,36
177,2,0:51.0,Offensive rebound by K. Leonard,,45,36
178,2,0:25.0,Turnover by M. Ginóbili (bad pass; steal by T. Robinson),,45,36
179,2,0:19.0,,J. Johnson makes 2-pt jump shot from 5 ft (assist by B. Lopez),45,38
180,2,0:05.0,Personal foul by S. Larkin (drawn by T. Parker),,45,38
181,2,0:05.0,,W. Reed enters the game for B. Lopez,45,38
182,2,0:05.0,P. Mills enters the game for T. Parker,,45,38
183,2,0:01.0,T. Duncan misses 2-pt jump shot from 16 ft,,45,38
184,2,0:00.0,,Defensive rebound by J. Johnson,45,38
185,3,11:45.0,Turnover by D. Green (lost ball; steal by W. Ellington),,45,38
186,3,11:44.0,,Personal foul by D. Green (drawn by W. Ellington),45,38
187,3,11:24.0,,W. Ellington misses 3-pt jump shot from 27 ft,45,38
188,3,11:23.0,Defensive rebound by T. Duncan,,45,38
189,3,11:13.0,L. Aldridge misses 2-pt hook shot from 7 ft,,45,38
190,3,11:12.0,,Defensive rebound by T. Young,45,38
191,3,11:06.0,,T. Young makes 2-pt layup from 1 ft,45,40
192,3,10:53.0,T. Parker misses 2-pt jump shot from 15 ft,,45,40
193,3,10:52.0,Offensive rebound by T. Duncan,,45,40
194,3,10:51.0,T. Duncan makes 2-pt layup from 2 ft,,47,40
195,3,10:35.0,,B. Lopez misses 2-pt hook shot from 12 ft,47,40
196,3,10:34.0,Defensive rebound by L. Aldridge,,47,40
197,3,10:27.0,Turnover by T. Parker (bad pass),,47,40
198,3,10:14.0,,D. Sloan makes 2-pt layup from 2 ft,47,42
199,3,9:56.0,T. Duncan makes 2-pt layup from 1 ft (assist by L. Aldridge),,49,42
200,3,9:32.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by B. Lopez),49,45
201,3,9:18.0,Def 3 sec tech foul by B. Lopez,,49,45
202,3,9:18.0,K. Leonard makes technical free throw,,50,45
203,3,9:10.0,Personal foul by J. Johnson (drawn by K. Leonard),,50,45
204,3,8:55.0,D. Green misses 3-pt jump shot from 26 ft,,50,45
205,3,8:53.0,,Defensive rebound by J. Johnson,50,45
206,3,8:46.0,,Turnover by W. Ellington (lost ball; steal by T. Parker),50,45
207,3,8:39.0,L. Aldridge misses 2-pt layup from 1 ft,,50,45
208,3,8:38.0,Offensive rebound by L. Aldridge,,50,45
209,3,8:37.0,L. Aldridge makes 2-pt layup from 2 ft,,52,45
210,3,8:15.0,,T. Young misses 2-pt jump shot from 17 ft,52,45
211,3,8:14.0,Defensive rebound by Team,,52,45
212,3,7:55.0,D. Green misses 3-pt jump shot from 23 ft,,52,45
213,3,7:54.0,Offensive rebound by L. Aldridge,,52,45
214,3,7:53.0,L. Aldridge makes 2-pt layup from 1 ft,,54,45
215,3,7:39.0,,T. Young misses 2-pt jump shot from 5 ft,54,45
216,3,7:38.0,Defensive rebound by L. Aldridge,,54,45
217,3,7:33.0,Shooting foul by D. Sloan (drawn by T. Parker),,54,45
218,3,7:33.0,T. Parker makes free throw 1 of 2,,55,45
219,3,7:33.0,J. Simmons enters the game for D. Green,,55,45
220,3,7:33.0,,S. Karasev enters the game for W. Ellington,55,45
221,3,7:33.0,T. Parker makes free throw 2 of 2,,56,45
222,3,7:18.0,,S. Karasev makes 2-pt jump shot from 18 ft (assist by D. Sloan),56,47
223,3,7:02.0,K. Leonard misses 2-pt layup from 2 ft,,56,47
224,3,7:01.0,,Defensive rebound by B. Lopez,56,47
225,3,6:50.0,,B. Lopez misses 2-pt jump shot from 18 ft,56,47
226,3,6:49.0,Defensive rebound by K. Leonard,,56,47
227,3,6:35.0,K. Leonard makes 2-pt jump shot from 19 ft (assist by T. Parker),,58,47
228,3,6:28.0,,Brooklyn full timeout,58,47
229,3,6:28.0,,T. Robinson enters the game for T. Young,58,47
230,3,6:28.0,,S. Larkin enters the game for D. Sloan,58,47
231,3,6:12.0,,Shooting foul by L. Aldridge (drawn by S. Larkin),58,47
232,3,6:12.0,,S. Larkin misses free throw 1 of 2,58,47
233,3,6:12.0,,Offensive rebound by Team,58,47
234,3,6:12.0,,S. Larkin makes free throw 2 of 2,58,48
235,3,5:54.0,Shooting foul by J. Johnson (drawn by K. Leonard),,58,48
236,3,5:54.0,K. Leonard makes free throw 1 of 2,,59,48
237,3,5:54.0,,B. Bogdanović enters the game for J. Johnson,59,48
238,3,5:54.0,K. Leonard makes free throw 2 of 2,,60,48
239,3,5:38.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,60,48
240,3,5:37.0,Defensive rebound by T. Duncan,,60,48
241,3,5:30.0,K. Leonard misses 2-pt jump shot from 4 ft,,60,48
242,3,5:29.0,Offensive rebound by L. Aldridge,,60,48
243,3,5:27.0,L. Aldridge misses 2-pt layup from 2 ft (block by B. Lopez),,60,48
244,3,5:26.0,Offensive rebound by J. Simmons,,60,48
245,3,5:15.0,K. Leonard misses 2-pt jump shot from 12 ft,,60,48
246,3,5:14.0,,Defensive rebound by B. Lopez,60,48
247,3,5:09.0,,Shooting foul by J. Simmons (drawn by T. Robinson),60,48
248,3,5:09.0,,T. Robinson makes free throw 1 of 2,60,49
249,3,5:09.0,P. Mills enters the game for T. Parker,,60,49
250,3,5:09.0,B. Marjanović enters the game for T. Duncan,,60,49
251,3,5:09.0,M. Ginóbili enters the game for K. Leonard,,60,49
252,3,5:09.0,,T. Robinson makes free throw 2 of 2,60,50
253,3,4:48.0,L. Aldridge misses 2-pt jump shot from 18 ft,,60,50
254,3,4:46.0,,Defensive rebound by S. Karasev,60,50
255,3,4:35.0,,Turnover by B. Bogdanović (bad pass),60,50
256,3,4:35.0,,W. Reed enters the game for B. Lopez,60,50
257,3,4:26.0,L. Aldridge makes 2-pt layup from 2 ft (assist by M. Ginóbili),,62,50
258,3,4:26.0,Shooting foul by T. Robinson (drawn by L. Aldridge),,62,50
259,3,4:26.0,L. Aldridge makes free throw 1 of 1,,63,50
260,3,4:11.0,,Turnover by W. Reed (3 sec),63,50
261,3,3:51.0,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by B. Marjanović),,66,50
262,3,3:51.0,,Brooklyn full timeout,66,50
263,3,3:30.0,,S. Larkin makes 2-pt layup from 2 ft,66,52
264,3,3:17.0,Shooting foul by B. Bogdanović (drawn by B. Marjanović),,66,52
265,3,3:17.0,B. Marjanović makes 2-pt dunk at rim (assist by M. Ginóbili),,68,52
266,3,3:17.0,B. Marjanović makes free throw 1 of 1,,69,52
267,3,2:59.0,,T. Robinson misses 2-pt layup from 2 ft (block by B. Marjanović),69,52
268,3,2:58.0,Defensive rebound by B. Marjanović,,69,52
269,3,2:53.0,P. Mills misses 2-pt jump shot from 20 ft,,69,52
270,3,2:52.0,,Defensive rebound by Team,69,52
271,3,2:52.0,Loose ball foul by B. Marjanović (drawn by W. Reed),,69,52
272,3,2:52.0,San Antonio full timeout,,69,52
273,3,2:52.0,,J. Johnson enters the game for S. Karasev,69,52
274,3,2:52.0,,T. Young enters the game for T. Robinson,69,52
275,3,2:52.0,,B. Lopez enters the game for W. Reed,69,52
276,3,2:52.0,B. Diaw enters the game for L. Aldridge,,69,52
277,3,2:35.0,,Turnover by S. Larkin (lost ball; steal by B. Diaw),69,52
278,3,2:19.0,M. Ginóbili makes 2-pt jump shot from 16 ft (assist by B. Diaw),,71,52
279,3,2:04.0,,T. Young misses 2-pt hook shot from 6 ft,71,52
280,3,2:03.0,Defensive rebound by B. Diaw,,71,52
281,3,1:54.0,Turnover by M. Ginóbili (bad pass; steal by B. Bogdanović),,71,52
282,3,1:46.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,71,52
283,3,1:45.0,Defensive rebound by J. Simmons,,71,52
284,3,1:36.0,Personal foul by B. Bogdanović (drawn by B. Diaw),,71,52
285,3,1:36.0,B. Diaw makes free throw 1 of 2,,72,52
286,3,1:36.0,,W. Ellington enters the game for B. Bogdanović,72,52
287,3,1:36.0,,D. Sloan enters the game for S. Larkin,72,52
288,3,1:36.0,B. Diaw makes free throw 2 of 2,,73,52
289,3,1:14.0,,J. Johnson makes 2-pt jump shot from 10 ft,73,54
290,3,0:54.0,Shooting foul by B. Lopez (drawn by B. Marjanović),,73,54
291,3,0:54.0,B. Marjanović makes free throw 1 of 2,,74,54
292,3,0:54.0,B. Marjanović misses free throw 2 of 2,,74,54
293,3,0:52.0,,Defensive rebound by T. Young,74,54
294,3,0:40.0,,B. Lopez misses 2-pt layup from 1 ft,74,54
295,3,0:39.0,Defensive rebound by M. Ginóbili,,74,54
296,3,0:31.0,B. Marjanović makes 2-pt layup from 2 ft (assist by M. Ginóbili),,76,54
297,3,0:16.0,,Personal foul by J. Simmons (drawn by J. Johnson),76,54
298,3,0:16.0,,J. Johnson makes free throw 1 of 2,76,55
299,3,0:16.0,,J. Johnson makes free throw 2 of 2,76,56
300,3,0:03.0,B. Marjanović misses 2-pt hook shot from 4 ft,,76,56
301,3,0:02.0,Offensive rebound by Team,,76,56
302,3,0:02.0,,Loose ball foul by B. Lopez (drawn by B. Marjanović),76,56
303,3,0:02.0,,Violation by Team (delay of game),76,56
304,3,0:02.0,B. Marjanović misses free throw 1 of 2,,76,56
305,3,0:02.0,Offensive rebound by Team,,76,56
306,3,0:02.0,B. Marjanović makes free throw 2 of 2,,77,56
307,3,0:00.0,,D. Sloan misses 3-pt jump shot from 48 ft,77,56
308,3,0:00.0,,Offensive rebound by Team,77,56
309,4,11:40.0,,W. Ellington makes 2-pt jump shot from 17 ft,77,58
310,4,11:21.0,J. Simmons misses 2-pt jump shot from 8 ft,,77,58
311,4,11:20.0,,Defensive rebound by W. Ellington,77,58
312,4,11:12.0,,W. Ellington misses 2-pt jump shot from 15 ft,77,58
313,4,11:11.0,,Offensive rebound by Team,77,58
314,4,11:11.0,Loose ball foul by B. Marjanović (drawn by B. Lopez),,77,58
315,4,11:02.0,,J. Johnson makes 2-pt jump shot from 6 ft,77,60
316,4,10:39.0,B. Marjanović misses 2-pt jump shot from 8 ft (block by B. Lopez),,77,60
317,4,10:37.0,,Defensive rebound by T. Young,77,60
318,4,10:29.0,,B. Lopez makes 2-pt jump shot from 9 ft,77,62
319,4,10:27.0,San Antonio full timeout,,77,62
320,4,10:27.0,T. Parker enters the game for P. Mills,,77,62
321,4,10:27.0,K. Leonard enters the game for J. Simmons,,77,62
322,4,10:12.0,B. Diaw makes 2-pt layup from 3 ft,,79,62
323,4,9:55.0,,B. Lopez makes 2-pt hook shot from 3 ft,79,64
324,4,9:34.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by B. Diaw),,82,64
325,4,9:24.0,,Personal foul by B. Diaw (drawn by T. Young),82,64
326,4,9:24.0,L. Aldridge enters the game for B. Marjanović,,82,64
327,4,9:08.0,,Turnover by Team (shot clock),82,64
328,4,8:49.0,L. Aldridge makes 2-pt jump shot from 14 ft,,84,64
329,4,8:39.0,,Turnover by T. Young (bad pass),84,64
330,4,8:24.0,K. Leonard makes 3-pt jump shot from 23 ft (assist by L. Aldridge),,87,64
331,4,8:24.0,,Brooklyn full timeout,87,64
332,4,8:24.0,D. West enters the game for L. Aldridge,,87,64
333,4,8:24.0,,T. Robinson enters the game for T. Young,87,64
334,4,8:24.0,,M. Brown enters the game for B. Lopez,87,64
335,4,8:24.0,,S. Larkin enters the game for W. Ellington,87,64
336,4,8:24.0,,A. Bargnani enters the game for D. Sloan,87,64
337,4,7:59.0,,J. Johnson misses 2-pt jump shot from 16 ft,87,64
338,4,7:58.0,Defensive rebound by K. Anderson,,87,64
339,4,7:38.0,D. West makes 2-pt layup from 2 ft (assist by K. Anderson),,89,64
340,4,7:21.0,,Personal foul by K. Anderson (drawn by M. Brown),89,64
341,4,7:21.0,M. Bonner enters the game for T. Parker,,89,64
342,4,7:21.0,,B. Bogdanović enters the game for J. Johnson,89,64
343,4,7:07.0,,M. Brown misses 3-pt jump shot from 23 ft,89,64
344,4,7:06.0,Defensive rebound by D. West,,89,64
345,4,6:57.0,B. Diaw makes 2-pt layup from 1 ft,,91,64
346,4,6:39.0,,T. Robinson makes 2-pt layup from 2 ft (assist by S. Larkin),91,66
347,4,6:31.0,San Antonio full timeout,,91,66
348,4,6:31.0,D. Green enters the game for K. Leonard,,91,66
349,4,6:18.0,Shooting foul by A. Bargnani (drawn by B. Diaw),,91,66
350,4,6:18.0,B. Diaw misses free throw 1 of 2,,91,66
351,4,6:18.0,Offensive rebound by Team,,91,66
352,4,6:18.0,B. Diaw misses free throw 2 of 2,,91,66
353,4,6:17.0,,Defensive rebound by T. Robinson,91,66
354,4,6:07.0,,M. Brown misses 2-pt jump shot from 19 ft,91,66
355,4,6:05.0,,Offensive rebound by Team,91,66
356,4,5:52.0,,Turnover by Team (back court),91,66
357,4,5:39.0,Shooting foul by M. Brown (drawn by K. Anderson),,91,66
358,4,5:39.0,K. Anderson makes free throw 1 of 2,,92,66
359,4,5:39.0,B. Marjanović enters the game for B. Diaw,,92,66
360,4,5:39.0,K. Anderson makes free throw 2 of 2,,93,66
361,4,5:27.0,,B. Bogdanović misses 2-pt layup from 1 ft (block by B. Marjanović),93,66
362,4,5:25.0,Defensive rebound by D. Green,,93,66
363,4,5:16.0,B. Marjanović makes 2-pt layup from 2 ft (assist by D. West),,95,66
364,4,5:04.0,,Turnover by M. Brown (bad pass; steal by D. West),95,66
365,4,5:00.0,Turnover by D. West (bad pass; steal by S. Larkin),,95,66
366,4,4:55.0,,M. Brown misses 3-pt jump shot from 25 ft,95,66
367,4,4:54.0,,Offensive rebound by A. Bargnani,95,66
368,4,4:42.0,,T. Robinson misses 2-pt jump shot from 15 ft,95,66
369,4,4:41.0,Defensive rebound by D. West,,95,66
370,4,4:19.0,Shooting foul by M. Brown (drawn by K. Anderson),,95,66
371,4,4:19.0,K. Anderson misses free throw 1 of 2,,95,66
372,4,4:19.0,Offensive rebound by Team,,95,66
373,4,4:19.0,K. Anderson makes free throw 2 of 2,,96,66
374,4,4:08.0,,A. Bargnani makes 2-pt jump shot from 7 ft (assist by S. Larkin),96,68
375,4,4:08.0,,Shooting foul by D. West (drawn by A. Bargnani),96,68
376,4,4:08.0,,A. Bargnani makes free throw 1 of 1,96,69
377,4,3:53.0,D. West misses 2-pt jump shot from 18 ft,,96,69
378,4,3:52.0,,Defensive rebound by B. Bogdanović,96,69
379,4,3:43.0,,B. Bogdanović misses 2-pt layup from 2 ft,96,69
380,4,3:42.0,,Offensive rebound by T. Robinson,96,69
381,4,3:41.0,,T. Robinson makes 2-pt layup from 1 ft,96,71
382,4,3:14.0,D. West makes 2-pt jump shot from 16 ft,,98,71
383,4,2:55.0,,A. Bargnani makes 2-pt jump shot from 18 ft (assist by S. Larkin),98,73
384,4,2:38.0,M. Bonner misses 2-pt layup from 2 ft,,98,73
385,4,2:37.0,Offensive rebound by B. Marjanović,,98,73
386,4,2:36.0,B. Marjanović makes 2-pt dunk at rim,,100,73
387,4,2:14.0,,Turnover by S. Larkin (bad pass; steal by D. Green),100,73
