,QUARTER,TIME_REMAINING,MIAMI_ACTION,MEMPHIS_ACTION,MIAMI_SCORE,MEMPHIS_SCORE
162,2,3:33.0,,M. Conley makes free throw 2 of 2,44,43
163,2,3:30.0,Miami full timeout,,44,43
164,2,3:30.0,C. Bosh enters the game for T. Johnson,,44,43
165,2,3:07.0,G. Dragić misses 3-pt jump shot from 27 ft,,44,43
166,2,3:07.0,,Defensive rebound by Z. Randolph,44,43
167,2,2:44.0,,Z. Randolph makes 2-pt jump shot from 16 ft,44,45
168,2,2:28.0,C. Bosh makes 2-pt jump shot from 18 ft,,46,45
169,2,2:10.0,,J. Green makes 2-pt layup at rim (assist by Z. Randolph),46,47
170,2,1:57.0,Turnover by G. Dragić (step out of bounds),,46,47
171,2,1:33.0,,T. Allen misses 2-pt layup from 2 ft (block by H. Whiteside),46,47
172,2,1:33.0,,Offensive rebound by Team,46,47
173,2,1:33.0,,Turnover by Team (shot clock),46,47
174,2,1:22.0,,Violation by T. Allen (kicked ball),46,47
175,2,1:09.0,D. Wade misses 2-pt jump shot from 10 ft,,46,47
176,2,1:07.0,,Defensive rebound by M. Gasol,46,47
177,2,1:00.0,,J. Green misses 3-pt jump shot from 24 ft,46,47
178,2,0:59.0,Defensive rebound by G. Dragić,,46,47
179,2,0:57.0,Shooting foul by T. Allen (drawn by D. Wade),,46,47
180,2,0:57.0,D. Wade misses free throw 1 of 2,,46,47
181,2,0:57.0,Offensive rebound by Team,,46,47
182,2,0:57.0,D. Wade makes free throw 2 of 2,,47,47
183,2,0:40.0,,M. Conley misses 2-pt jump shot from 15 ft,47,47
184,2,0:40.0,Defensive rebound by D. Wade,,47,47
185,2,0:30.0,D. Wade misses 2-pt jump shot from 19 ft,,47,47
186,2,0:28.0,,Defensive rebound by Z. Randolph,47,47
187,2,0:23.0,,M. Conley misses 2-pt layup from 1 ft,47,47
188,2,0:22.0,Defensive rebound by Team,,47,47
189,2,0:20.0,Miami full timeout,,47,47
190,2,0:20.0,,J. Green enters the game for Z. Randolph,47,47
191,2,0:20.0,,R. Hollins enters the game for M. Gasol,47,47
192,2,0:11.0,D. Wade misses 2-pt jump shot from 17 ft,,47,47
193,2,0:01.0,Offensive rebound by H. Whiteside,,47,47
194,2,0:01.0,H. Whiteside misses 2-pt jump shot from 4 ft,,47,47
195,2,0:00.0,Offensive rebound by Team,,47,47
196,3,11:43.0,C. Bosh makes 3-pt jump shot from 23 ft (assist by G. Dragić),,50,47
197,3,11:21.0,,M. Conley makes 3-pt jump shot from 25 ft (assist by M. Gasol),50,50
198,3,10:59.0,Turnover by G. Dragić (traveling),,50,50
199,3,10:37.0,,Turnover by M. Conley (lost ball; steal by G. Dragić),50,50
200,3,10:20.0,C. Bosh makes 3-pt jump shot from 24 ft (assist by G. Dragić),,53,50
201,3,9:54.0,,J. Green misses 3-pt jump shot from 23 ft,53,50
202,3,9:53.0,Defensive rebound by H. Whiteside,,53,50
203,3,9:33.0,G. Dragić misses 3-pt jump shot from 24 ft,,53,50
204,3,9:33.0,,Defensive rebound by Team,53,50
205,3,9:12.0,,M. Gasol misses 2-pt jump shot from 17 ft,53,50
206,3,9:11.0,,Offensive rebound by T. Allen,53,50
207,3,9:08.0,,T. Allen misses 2-pt layup from 1 ft (block by H. Whiteside),53,50
208,3,9:06.0,,Offensive rebound by T. Allen,53,50
209,3,8:59.0,,Z. Randolph misses 2-pt layup from 1 ft,53,50
210,3,8:56.0,,Offensive rebound by T. Allen,53,50
211,3,8:53.0,,M. Conley misses 3-pt jump shot from 23 ft,53,50
212,3,8:53.0,Defensive rebound by L. Deng,,53,50
213,3,8:40.0,C. Bosh makes 2-pt layup at rim (assist by L. Deng),,55,50
214,3,8:25.0,,Shooting foul by G. Dragić (drawn by M. Conley),55,50
215,3,8:25.0,,M. Conley makes free throw 1 of 2,55,51
216,3,8:25.0,,M. Conley makes free throw 2 of 2,55,52
217,3,8:08.0,Turnover by G. Dragić (lost ball; steal by T. Allen),,55,52
218,3,8:03.0,,Z. Randolph makes 2-pt layup at rim (assist by M. Conley),55,54
219,3,7:40.0,D. Wade misses 2-pt jump shot from 8 ft,,55,54
220,3,7:38.0,Offensive rebound by H. Whiteside,,55,54
221,3,7:38.0,H. Whiteside misses 2-pt layup at rim,,55,54
222,3,7:36.0,,Defensive rebound by M. Gasol,55,54
223,3,7:27.0,,T. Allen misses 2-pt jump shot from 16 ft,55,54
224,3,7:27.0,,Offensive rebound by Z. Randolph,55,54
225,3,7:24.0,,Z. Randolph makes 2-pt layup at rim,55,56
226,3,6:58.0,G. Dragić makes 2-pt layup from 1 ft,,57,56
227,3,6:40.0,,Personal foul by H. Whiteside (drawn by Z. Randolph),57,56
228,3,6:26.0,,Turnover by M. Gasol (lost ball; steal by D. Wade),57,56
229,3,6:20.0,G. Dragić makes 2-pt layup from 1 ft (assist by D. Wade),,59,56
230,3,5:58.0,,Shooting foul by L. Deng (drawn by M. Gasol),59,56
231,3,5:58.0,,Memphis full timeout,59,56
232,3,5:58.0,,C. Lee enters the game for Z. Randolph,59,56
233,3,5:58.0,G. Green enters the game for C. Bosh,,59,56
234,3,5:58.0,,M. Gasol makes free throw 1 of 2,59,57
235,3,5:58.0,,M. Gasol makes free throw 2 of 2,59,58
236,3,5:36.0,L. Deng makes 3-pt jump shot from 25 ft (assist by D. Wade),,62,58
237,3,5:12.0,,Turnover by T. Allen (bad pass; steal by G. Green),62,58
238,3,5:04.0,L. Deng misses 3-pt jump shot from 24 ft,,62,58
239,3,5:01.0,,Defensive rebound by C. Lee,62,58
240,3,4:54.0,,M. Gasol makes 2-pt jump shot from 10 ft (assist by J. Green),62,60
241,3,4:29.0,Turnover by G. Dragić (bad pass),,62,60
242,3,4:07.0,,M. Gasol makes 2-pt jump shot from 4 ft,62,62
243,3,3:58.0,Miami full timeout,,62,62
244,3,3:58.0,,M. Chalmers enters the game for M. Conley,62,62
245,3,3:41.0,D. Wade misses 2-pt jump shot from 8 ft (block by T. Allen),,62,62
246,3,3:37.0,,Defensive rebound by M. Gasol,62,62
247,3,3:27.0,,M. Gasol misses 2-pt jump shot from 19 ft,62,62
248,3,3:25.0,Defensive rebound by G. Green,,62,62
249,3,3:19.0,Offensive foul by H. Whiteside (drawn by T. Allen),,62,62
250,3,3:19.0,Turnover by H. Whiteside (offensive foul),,62,62
251,3,3:19.0,C. Bosh enters the game for L. Deng,,62,62
252,3,3:19.0,T. Johnson enters the game for D. Wade,,62,62
253,3,2:57.0,,M. Gasol misses 2-pt jump shot from 10 ft,62,62
254,3,2:57.0,Defensive rebound by C. Bosh,,62,62
255,3,2:41.0,C. Bosh misses 2-pt jump shot from 8 ft,,62,62
256,3,2:41.0,,Defensive rebound by Team,62,62
257,3,2:41.0,Loose ball foul by H. Whiteside (drawn by M. Gasol),,62,62
258,3,2:41.0,,V. Carter enters the game for T. Allen,62,62
259,3,2:24.0,,J. Green makes 2-pt dunk at rim (assist by M. Gasol),62,64
260,3,2:01.0,C. Bosh misses 2-pt layup at rim (block by M. Gasol),,62,64
261,3,1:59.0,,Defensive rebound by J. Green,62,64
262,3,1:55.0,,J. Green misses 2-pt jump shot from 8 ft (block by H. Whiteside),62,64
263,3,1:52.0,,Offensive rebound by C. Lee,62,64
264,3,1:48.0,,M. Chalmers makes 3-pt jump shot from 25 ft (assist by V. Carter),62,67
265,3,1:29.0,C. Bosh misses 2-pt layup from 2 ft (block by M. Gasol),,62,67
266,3,1:28.0,,Defensive rebound by M. Chalmers,62,67
267,3,1:15.0,,M. Chalmers misses 2-pt jump shot from 8 ft,62,67
268,3,1:15.0,,Offensive rebound by M. Chalmers,62,67
269,3,1:09.0,,J. Green misses 2-pt layup from 1 ft (block by H. Whiteside),62,67
270,3,1:06.0,Defensive rebound by C. Bosh,,62,67
271,3,1:01.0,G. Green misses 3-pt jump shot from 23 ft,,62,67
272,3,1:00.0,,Defensive rebound by C. Lee,62,67
273,3,0:51.0,,M. Gasol misses 2-pt jump shot from 14 ft,62,67
274,3,0:50.0,Defensive rebound by G. Green,,62,67
275,3,0:37.0,Personal foul by M. Chalmers (drawn by C. Bosh),,62,67
276,3,0:37.0,A. Stoudemire enters the game for H. Whiteside,,62,67
277,3,0:37.0,B. Udrih enters the game for G. Dragić,,62,67
278,3,0:37.0,,R. Hollins enters the game for M. Gasol,62,67
279,3,0:27.0,C. Bosh misses 3-pt jump shot from 25 ft,,62,67
280,3,0:27.0,,Defensive rebound by V. Carter,62,67
281,3,0:04.0,,J. Green makes 2-pt layup from 2 ft,62,69
282,3,0:02.0,T. Johnson misses 3-pt jump shot from 48 ft,,62,69
283,3,0:00.0,Offensive rebound by Team,,62,69
284,4,11:41.0,,C. Lee makes 2-pt jump shot from 14 ft (assist by M. Chalmers),62,71
285,4,11:34.0,Personal foul by R. Hollins (drawn by A. Stoudemire),,62,71
286,4,11:26.0,C. Bosh misses 2-pt jump shot from 21 ft,,62,71
287,4,11:26.0,Offensive rebound by A. Stoudemire,,62,71
288,4,11:22.0,A. Stoudemire makes 2-pt layup from 1 ft,,64,71
289,4,10:58.0,,J. Green misses 2-pt jump shot from 17 ft,64,71
290,4,10:57.0,Defensive rebound by G. Green,,64,71
291,4,10:50.0,G. Green misses 3-pt jump shot from 24 ft,,64,71
292,4,10:48.0,Offensive rebound by A. Stoudemire,,64,71
293,4,10:45.0,G. Green makes 3-pt jump shot from 23 ft (assist by A. Stoudemire),,67,71
294,4,10:30.0,,Personal foul by B. Udrih (drawn by M. Chalmers),67,71
295,4,10:30.0,,J. Green enters the game for J. Green,67,71
296,4,10:19.0,,Personal foul by C. Bosh (drawn by R. Hollins),67,71
297,4,10:07.0,,V. Carter misses 3-pt jump shot from 25 ft,67,71
298,4,10:06.0,Defensive rebound by B. Udrih,,67,71
299,4,9:56.0,T. Johnson makes 3-pt jump shot from 23 ft (assist by A. Stoudemire),,70,71
300,4,9:56.0,,Memphis full timeout,70,71
301,4,9:56.0,,M. Gasol enters the game for R. Hollins,70,71
302,4,9:46.0,Violation by G. Green (kicked ball),,70,71
303,4,9:46.0,,Z. Randolph enters the game for J. Green,70,71
304,4,9:34.0,,V. Carter misses 3-pt jump shot from 24 ft,70,71
305,4,9:33.0,Defensive rebound by T. Johnson,,70,71
306,4,9:23.0,G. Green misses 3-pt jump shot from 25 ft,,70,71
307,4,9:22.0,,Defensive rebound by C. Lee,70,71
308,4,9:08.0,,Shooting foul by C. Bosh (drawn by M. Gasol),70,71
309,4,9:08.0,,M. Gasol makes free throw 1 of 2,70,72
310,4,9:08.0,,M. Conley enters the game for V. Carter,70,72
311,4,9:08.0,,M. Gasol makes free throw 2 of 2,70,73
312,4,8:55.0,G. Green misses 3-pt jump shot from 24 ft,,70,73
313,4,8:54.0,,Defensive rebound by M. Conley,70,73
314,4,8:39.0,,M. Gasol misses 2-pt jump shot from 18 ft,70,73
315,4,8:39.0,Defensive rebound by T. Johnson,,70,73
316,4,8:29.0,A. Stoudemire misses 2-pt jump shot from 19 ft,,70,73
317,4,8:28.0,,Defensive rebound by M. Gasol,70,73
318,4,8:11.0,,Z. Randolph makes 2-pt jump shot from 7 ft (assist by M. Chalmers),70,75
319,4,7:51.0,Turnover by B. Udrih (bad pass; steal by M. Chalmers),,70,75
320,4,7:51.0,,Personal foul by B. Udrih (drawn by M. Chalmers),70,75
321,4,7:41.0,,M. Chalmers makes 2-pt layup from 2 ft,70,77
322,4,7:41.0,Miami full timeout,,70,77
323,4,7:41.0,G. Dragić enters the game for C. Bosh,,70,77
324,4,7:41.0,D. Wade enters the game for G. Green,,70,77
325,4,7:41.0,H. Whiteside enters the game for B. Udrih,,70,77
326,4,7:41.0,L. Deng enters the game for A. Stoudemire,,70,77
327,4,7:22.0,L. Deng misses 2-pt jump shot from 21 ft,,70,77
328,4,7:21.0,,Defensive rebound by M. Conley,70,77
329,4,7:07.0,,M. Conley makes 2-pt jump shot from 21 ft (assist by M. Gasol),70,79
330,4,6:49.0,D. Wade makes 2-pt jump shot from 7 ft,,72,79
331,4,6:33.0,,Z. Randolph makes 2-pt hook shot from 7 ft (assist by M. Chalmers),72,81
332,4,6:14.0,D. Wade makes 2-pt jump shot from 8 ft,,74,81
333,4,5:58.0,,M. Chalmers misses 2-pt layup from 2 ft,74,81
334,4,5:58.0,,Offensive rebound by Z. Randolph,74,81
335,4,5:58.0,Loose ball foul by D. Wade (drawn by Z. Randolph),,74,81
336,4,5:58.0,,Z. Randolph makes free throw 1 of 2,74,82
337,4,5:58.0,,T. Allen enters the game for M. Chalmers,74,82
338,4,5:58.0,,Z. Randolph makes free throw 2 of 2,74,83
339,4,5:43.0,D. Wade makes 2-pt layup at rim,,76,83
340,4,5:23.0,,Turnover by M. Gasol (traveling),76,83
341,4,5:02.0,T. Johnson makes 3-pt jump shot from 22 ft (assist by L. Deng),,79,83
342,4,4:36.0,,M. Conley misses 2-pt jump shot from 18 ft,79,83
343,4,4:36.0,Defensive rebound by D. Wade,,79,83
344,4,4:34.0,Flagrant foul type 1 by T. Allen (drawn by D. Wade),,79,83
345,4,4:34.0,D. Wade misses flagrant free throw 1 of 2,,79,83
346,4,4:34.0,Offensive rebound by Team,,79,83
347,4,4:34.0,D. Wade misses flagrant free throw 2 of 2,,79,83
348,4,4:34.0,Offensive rebound by Team,,79,83
349,4,4:28.0,Turnover by D. Wade (lost ball),,79,83
350,4,4:13.0,,Turnover by Z. Randolph (3 sec),79,83
351,4,4:13.0,C. Bosh enters the game for L. Deng,,79,83
352,4,3:50.0,C. Bosh misses 2-pt jump shot from 16 ft,,79,83
353,4,3:48.0,Offensive rebound by D. Wade,,79,83
354,4,3:48.0,D. Wade makes 2-pt jump shot from 7 ft,,81,83
355,4,3:31.0,,C. Lee misses 2-pt jump shot from 14 ft,81,83
356,4,3:30.0,Defensive rebound by H. Whiteside,,81,83
357,4,3:10.0,C. Bosh misses 2-pt jump shot from 21 ft,,81,83
358,4,3:09.0,Offensive rebound by T. Johnson,,81,83
359,4,2:57.0,H. Whiteside makes 2-pt hook shot from 6 ft (assist by C. Bosh),,83,83
360,4,2:31.0,,T. Allen misses 2-pt jump shot from 17 ft,83,83
361,4,2:29.0,Defensive rebound by H. Whiteside,,83,83
362,4,2:17.0,T. Johnson misses 3-pt jump shot from 25 ft,,83,83
363,4,2:16.0,Offensive rebound by D. Wade,,83,83
364,4,1:54.0,D. Wade misses 2-pt jump shot from 19 ft,,83,83
365,4,1:53.0,Offensive rebound by Team,,83,83
366,4,1:52.0,Turnover by Team (shot clock),,83,83
367,4,1:52.0,,Memphis full timeout,83,83
368,4,1:52.0,,J. Green enters the game for C. Lee,83,83
369,4,1:36.0,,M. Conley misses 2-pt jump shot from 18 ft,83,83
370,4,1:35.0,Defensive rebound by H. Whiteside,,83,83
371,4,1:26.0,Offensive foul by H. Whiteside (drawn by Z. Randolph),,83,83
372,4,1:26.0,Turnover by H. Whiteside (offensive foul),,83,83
373,4,1:26.0,,C. Lee enters the game for T. Allen,83,83
374,4,1:04.0,,M. Gasol misses 2-pt jump shot from 10 ft,83,83
375,4,1:02.0,Defensive rebound by H. Whiteside,,83,83
376,4,0:45.0,D. Wade misses 2-pt jump shot from 17 ft,,83,83
377,4,0:44.0,Offensive rebound by Team,,83,83
378,4,0:44.0,,Loose ball foul by M. Gasol (drawn by H. Whiteside),83,83
379,4,0:44.0,Miami full timeout,,83,83
380,4,0:44.0,,T. Allen enters the game for C. Lee,83,83
381,4,0:29.0,C. Bosh misses 2-pt jump shot from 16 ft,,83,83
382,4,0:27.0,,Defensive rebound by J. Green,83,83
383,4,0:17.0,,Memphis full timeout,83,83
384,4,0:17.0,,Memphis full timeout,83,83
385,4,0:17.0,L. Deng enters the game for T. Johnson,,83,83
386,4,0:17.0,,C. Lee enters the game for T. Allen,83,83
387,4,0:06.0,,M. Conley misses 2-pt jump shot from 13 ft,83,83
388,4,0:05.0,Defensive rebound by G. Dragić,,83,83
389,4,0:05.0,Miami full timeout,,83,83
