,QUARTER,TIME_REMAINING,DALLAS_ACTION,INDIANA_ACTION,DALLAS_SCORE,INDIANA_SCORE
391,4,4:47.0,,Defensive rebound by R. Stuckey,75,93
392,4,4:35.0,,J. Hill makes 2-pt jump shot from 9 ft (assist by R. Stuckey),75,95
393,4,4:15.0,C. Villanueva makes 2-pt layup from 2 ft (assist by J. Barea),,77,95
394,4,3:51.0,,M. Ellis makes 3-pt jump shot from 24 ft (assist by R. Stuckey),77,98
395,4,3:26.0,Turnover by Team (shot clock),,77,98
396,4,3:26.0,,G. Robinson enters the game for P. George,77,98
397,4,3:14.0,,R. Stuckey misses 2-pt jump shot from 19 ft,77,98
398,4,3:13.0,Defensive rebound by J. McGee,,77,98
399,4,3:10.0,Personal take foul by M. Ellis,,77,98
400,4,3:10.0,,J. Young enters the game for M. Ellis,77,98
401,4,3:10.0,,C. Budinger enters the game for R. Stuckey,77,98
402,4,3:10.0,Dallas full timeout,,77,98
403,4,3:10.0,,L. Allen enters the game for J. Hill,77,98
404,4,3:10.0,,S. Hill enters the game for C. Miles,77,98
405,4,3:01.0,J. Anderson misses 3-pt jump shot from 25 ft,,77,98
406,4,3:00.0,Offensive rebound by J. McGee,,77,98
407,4,2:57.0,C. Villanueva misses 3-pt jump shot from 26 ft,,77,98
408,4,2:56.0,,Defensive rebound by J. Young,77,98
409,4,2:44.0,,Turnover by C. Budinger (back court),77,98
410,4,2:35.0,J. Anderson misses 2-pt jump shot from 17 ft,,77,98
411,4,2:35.0,,Defensive rebound by C. Budinger,77,98
412,4,2:25.0,,J. Young makes 2-pt jump shot from 20 ft (assist by S. Hill),77,100
413,4,2:11.0,C. Villanueva misses 2-pt layup at rim,,77,100
414,4,2:09.0,Offensive rebound by J. McGee,,77,100
415,4,2:09.0,J. McGee makes 2-pt dunk at rim,,79,100
416,4,1:55.0,,G. Robinson makes 2-pt jump shot from 15 ft,79,102
417,4,1:43.0,J. Barea makes 2-pt layup from 1 ft (assist by J. McGee),,81,102
418,4,1:28.0,,J. Young makes 3-pt jump shot from 25 ft (assist by S. Hill),81,105
419,4,1:15.0,J. Barea misses 3-pt jump shot from 26 ft,,81,105
420,4,1:14.0,,Defensive rebound by C. Budinger,81,105
421,4,0:57.0,,C. Budinger misses 3-pt jump shot from 24 ft,81,105
422,4,0:56.0,,Offensive rebound by G. Robinson,81,105
423,4,0:56.0,,G. Robinson misses 2-pt layup at rim,81,105
424,4,0:55.0,Defensive rebound by C. Villanueva,,81,105
425,4,0:43.0,J. Anderson misses 2-pt layup from 1 ft,,81,105
426,4,0:40.0,,Defensive rebound by Team,81,105
427,4,0:27.0,,L. Allen makes 2-pt hook shot from 3 ft (assist by G. Robinson),81,107
428,4,0:15.0,J. Anderson misses 3-pt jump shot from 26 ft,,81,107
429,4,0:14.0,,Defensive rebound by J. Young,81,107
