,QUARTER,TIME_REMAINING,MIAMI_ACTION,BROOKLYN_ACTION,MIAMI_SCORE,BROOKLYN_SCORE
0,1,11:39.0,,B. Lopez makes 2-pt jump shot from 9 ft (assist by B. Bogdanović),0,2
1,1,11:24.0,L. Deng misses 2-pt jump shot from 15 ft,,0,2
2,1,11:23.0,Offensive rebound by Team,,0,2
3,1,11:14.0,D. Wade makes 2-pt jump shot from 6 ft,,2,2
4,1,11:03.0,,J. Jack makes 2-pt jump shot from 20 ft,2,4
5,1,10:54.0,,Violation by B. Bogdanović (kicked ball),2,4
6,1,10:39.0,H. Whiteside makes 2-pt layup from 2 ft (assist by C. Bosh),,4,4
7,1,10:17.0,,J. Jack makes 2-pt layup from 2 ft (assist by T. Young),4,6
8,1,9:46.0,D. Wade makes 3-pt jump shot from 31 ft (assist by G. Dragić),,7,6
9,1,9:29.0,,T. Young makes 2-pt jump shot from 16 ft (assist by J. Johnson),7,8
10,1,9:01.0,G. Dragić misses 3-pt jump shot from 22 ft,,7,8
11,1,9:00.0,Offensive rebound by H. Whiteside,,7,8
12,1,8:58.0,H. Whiteside makes 2-pt dunk at rim,,9,8
13,1,8:41.0,,B. Bogdanović makes 2-pt jump shot from 15 ft,9,10
14,1,8:24.0,C. Bosh misses 3-pt jump shot from 22 ft,,9,10
15,1,8:22.0,Offensive rebound by H. Whiteside,,9,10
16,1,8:08.0,C. Bosh misses 2-pt layup from 1 ft,,9,10
17,1,8:07.0,Offensive rebound by H. Whiteside,,9,10
18,1,8:06.0,Personal foul by B. Lopez (drawn by H. Whiteside),,9,10
19,1,7:55.0,Turnover by D. Wade (bad pass; steal by T. Young),,9,10
20,1,7:47.0,,J. Jack misses 2-pt jump shot from 8 ft,9,10
21,1,7:46.0,,Offensive rebound by T. Young,9,10
22,1,7:37.0,,B. Lopez misses 2-pt layup from 1 ft,9,10
23,1,7:36.0,,Offensive rebound by B. Lopez,9,10
24,1,7:35.0,,B. Lopez makes 2-pt layup from 2 ft,9,12
25,1,7:24.0,Personal foul by J. Johnson (drawn by H. Whiteside),,9,12
26,1,7:13.0,D. Wade misses 2-pt layup from 2 ft,,9,12
27,1,7:12.0,,Defensive rebound by T. Young,9,12
28,1,7:06.0,,T. Young misses 2-pt layup from 1 ft,9,12
29,1,7:04.0,Defensive rebound by L. Deng,,9,12
30,1,7:01.0,D. Wade makes 2-pt layup from 2 ft (assist by L. Deng),,11,12
31,1,6:40.0,,B. Lopez makes 2-pt hook shot from 6 ft,11,14
32,1,6:16.0,L. Deng misses 3-pt jump shot from 23 ft,,11,14
33,1,6:14.0,,Defensive rebound by J. Jack,11,14
34,1,6:08.0,,J. Johnson misses 2-pt jump shot from 16 ft,11,14
35,1,6:07.0,,Offensive rebound by B. Lopez,11,14
36,1,6:06.0,,B. Lopez makes 2-pt dunk at rim,11,16
37,1,6:06.0,Miami full timeout,,11,16
38,1,6:06.0,J. Winslow enters the game for C. Bosh,,11,16
39,1,5:58.0,Personal foul by J. Jack (drawn by D. Wade),,11,16
40,1,5:38.0,D. Wade misses 2-pt jump shot from 20 ft,,11,16
41,1,5:37.0,,Defensive rebound by T. Young,11,16
42,1,5:20.0,,J. Jack makes 2-pt jump shot from 20 ft,11,18
43,1,5:20.0,,Shooting foul by G. Dragić (drawn by J. Jack),11,18
44,1,5:20.0,,J. Jack makes free throw 1 of 1,11,19
45,1,5:08.0,G. Dragić misses 3-pt jump shot from 24 ft,,11,19
46,1,5:07.0,,Defensive rebound by B. Lopez,11,19
47,1,4:53.0,,J. Johnson misses 2-pt jump shot from 5 ft (block by H. Whiteside),11,19
48,1,4:52.0,Defensive rebound by H. Whiteside,,11,19
49,1,4:48.0,Shooting foul by B. Bogdanović (drawn by D. Wade),,11,19
50,1,4:48.0,D. Wade misses free throw 1 of 2,,11,19
51,1,4:48.0,Offensive rebound by Team,,11,19
52,1,4:48.0,D. Wade makes free throw 2 of 2,,12,19
53,1,4:31.0,,B. Lopez makes 2-pt dunk at rim (assist by J. Johnson),12,21
54,1,4:00.0,D. Wade makes 2-pt jump shot from 15 ft,,14,21
55,1,3:43.0,,B. Lopez makes 2-pt jump shot from 15 ft,14,23
56,1,3:23.0,H. Whiteside misses 2-pt jump shot from 15 ft,,14,23
57,1,3:22.0,,Defensive rebound by T. Young,14,23
58,1,3:12.0,,J. Johnson misses 2-pt jump shot from 7 ft,14,23
59,1,3:11.0,Defensive rebound by H. Whiteside,,14,23
60,1,3:06.0,G. Dragić misses 2-pt layup from 1 ft,,14,23
61,1,3:05.0,Offensive rebound by L. Deng,,14,23
62,1,3:04.0,L. Deng makes 2-pt dunk at rim,,16,23
63,1,2:49.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by T. Young),16,26
64,1,2:34.0,L. Deng makes 2-pt layup from 3 ft (assist by G. Dragić),,18,26
65,1,2:21.0,,J. Jack misses 3-pt jump shot from 24 ft,18,26
66,1,2:20.0,Defensive rebound by H. Whiteside,,18,26
67,1,2:15.0,Turnover by G. Dragić (lost ball; steal by J. Jack),,18,26
68,1,2:02.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,18,26
69,1,2:01.0,Defensive rebound by H. Whiteside,,18,26
70,1,1:51.0,D. Wade makes 2-pt layup from 1 ft,,20,26
71,1,1:49.0,,Brooklyn full timeout,20,26
72,1,1:49.0,G. Green enters the game for D. Wade,,20,26
73,1,1:49.0,C. Bosh enters the game for H. Whiteside,,20,26
74,1,1:49.0,,W. Ellington enters the game for J. Johnson,20,26
75,1,1:28.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,20,26
76,1,1:27.0,Defensive rebound by J. Winslow,,20,26
77,1,1:21.0,Turnover by L. Deng (step out of bounds),,20,26
78,1,1:21.0,,A. Bargnani enters the game for B. Lopez,20,26
79,1,1:07.0,,W. Ellington makes 2-pt jump shot from 19 ft,20,28
80,1,0:48.0,G. Green makes 2-pt layup from 1 ft,,22,28
81,1,0:38.0,,J. Jack makes 2-pt jump shot from 6 ft,22,30
82,1,0:20.0,Turnover by L. Deng (lost ball; steal by W. Ellington),,22,30
83,1,0:01.0,,T. Young misses 2-pt hook shot from 9 ft,22,30
84,1,0:00.0,,Offensive rebound by Team,22,30
85,2,11:45.0,C. Bosh misses 2-pt jump shot from 4 ft,,22,30
86,2,11:43.0,,Defensive rebound by A. Bargnani,22,30
87,2,11:27.0,,J. Johnson misses 2-pt jump shot from 17 ft,22,30
88,2,11:26.0,Defensive rebound by C. Bosh,,22,30
89,2,11:14.0,U. Haslem makes 2-pt jump shot from 20 ft (assist by G. Green),,24,30
90,2,11:01.0,,A. Bargnani misses 2-pt jump shot from 18 ft,24,30
91,2,10:59.0,Defensive rebound by J. Winslow,,24,30
92,2,10:49.0,Turnover by T. Johnson (bad pass; steal by W. Ellington),,24,30
93,2,10:47.0,,W. Ellington makes 2-pt layup from 1 ft,24,32
94,2,10:23.0,J. Winslow makes 3-pt jump shot from 23 ft (assist by G. Green),,27,32
95,2,10:07.0,,W. Ellington misses 3-pt jump shot from 24 ft,27,32
96,2,10:06.0,Defensive rebound by C. Bosh,,27,32
97,2,9:56.0,T. Johnson misses 2-pt jump shot from 6 ft,,27,32
98,2,9:55.0,,Defensive rebound by J. Johnson,27,32
99,2,9:47.0,,A. Bargnani makes 2-pt jump shot from 14 ft (assist by W. Ellington),27,34
100,2,9:22.0,J. Winslow misses 2-pt jump shot from 6 ft,,27,34
101,2,9:21.0,Offensive rebound by J. Winslow,,27,34
102,2,9:20.0,J. Winslow makes 2-pt layup from 2 ft,,29,34
103,2,8:57.0,,A. Bargnani misses 2-pt jump shot from 15 ft,29,34
104,2,8:55.0,Defensive rebound by J. Winslow,,29,34
105,2,8:44.0,Shooting foul by W. Ellington (drawn by G. Green),,29,34
106,2,8:44.0,Official timeout,,29,34
107,2,8:44.0,,M. Brown enters the game for B. Bogdanović,29,34
108,2,8:44.0,G. Green misses free throw 1 of 2,,29,34
109,2,8:44.0,Offensive rebound by Team,,29,34
110,2,8:44.0,G. Green makes free throw 2 of 2,,30,34
111,2,8:28.0,,W. Ellington makes 2-pt jump shot from 19 ft,30,36
112,2,8:05.0,J. Winslow makes 3-pt jump shot from 24 ft (assist by T. Johnson),,33,36
113,2,7:53.0,,W. Ellington makes 2-pt jump shot from 17 ft (assist by D. Sloan),33,38
114,2,7:37.0,G. Green makes 2-pt layup from 2 ft,,35,38
115,2,7:20.0,,A. Bargnani misses 2-pt layup from 2 ft (block by J. Winslow),35,38
116,2,7:18.0,Defensive rebound by J. Winslow,,35,38
117,2,7:12.0,G. Green misses 3-pt jump shot from 25 ft,,35,38
118,2,7:11.0,,Defensive rebound by A. Bargnani,35,38
119,2,6:55.0,,W. Ellington makes 2-pt jump shot from 19 ft (assist by D. Sloan),35,40
120,2,6:46.0,Miami full timeout,,35,40
121,2,6:46.0,G. Dragić enters the game for T. Johnson,,35,40
122,2,6:33.0,Shooting foul by A. Bargnani (drawn by C. Bosh),,35,40
123,2,6:33.0,C. Bosh makes free throw 1 of 2,,36,40
124,2,6:33.0,C. Bosh makes free throw 2 of 2,,37,40
125,2,6:15.0,,J. Johnson makes 2-pt jump shot from 8 ft,37,42
126,2,5:58.0,G. Dragić makes 2-pt jump shot from 7 ft,,39,42
127,2,5:37.0,,M. Brown misses 2-pt layup from 2 ft,39,42
128,2,5:36.0,Defensive rebound by U. Haslem,,39,42
129,2,5:20.0,G. Dragić makes 2-pt layup from 1 ft,,41,42
130,2,5:04.0,,Turnover by J. Johnson (lost ball; steal by U. Haslem),41,42
131,2,4:58.0,G. Green makes 3-pt jump shot from 26 ft,,44,42
132,2,4:58.0,,Brooklyn full timeout,44,42
133,2,4:58.0,,J. Jack enters the game for A. Bargnani,44,42
134,2,4:58.0,,B. Lopez enters the game for D. Sloan,44,42
135,2,4:58.0,,T. Young enters the game for M. Brown,44,42
136,2,4:58.0,H. Whiteside enters the game for C. Bosh,,44,42
137,2,4:58.0,L. Deng enters the game for J. Winslow,,44,42
138,2,4:58.0,D. Wade enters the game for U. Haslem,,44,42
139,2,4:46.0,,B. Lopez makes 2-pt hook shot from 6 ft (assist by T. Young),44,44
140,2,4:30.0,G. Green misses 2-pt jump shot from 10 ft,,44,44
141,2,4:29.0,,Defensive rebound by W. Ellington,44,44
142,2,4:09.0,,T. Young misses 2-pt jump shot from 19 ft,44,44
143,2,4:07.0,Defensive rebound by G. Dragić,,44,44
144,2,4:02.0,G. Dragić misses 2-pt layup from 1 ft (block by T. Young),,44,44
145,2,4:00.0,,Defensive rebound by J. Johnson,44,44
146,2,3:50.0,,Personal foul by H. Whiteside (drawn by B. Lopez),44,44
147,2,3:41.0,,B. Lopez makes 2-pt layup from 3 ft (assist by T. Young),44,46
148,2,3:18.0,Shooting foul by B. Lopez (drawn by H. Whiteside),,44,46
149,2,3:18.0,H. Whiteside makes free throw 1 of 2,,45,46
150,2,3:18.0,H. Whiteside makes free throw 2 of 2,,46,46
151,2,3:04.0,,W. Ellington misses 2-pt jump shot from 19 ft,46,46
152,2,3:02.0,Defensive rebound by D. Wade,,46,46
153,2,2:55.0,Turnover by D. Wade (lost ball; steal by J. Jack),,46,46
154,2,2:45.0,,J. Johnson misses 2-pt jump shot from 5 ft (block by D. Wade),46,46
155,2,2:44.0,Defensive rebound by H. Whiteside,,46,46
156,2,2:35.0,Personal foul by J. Johnson (drawn by G. Green),,46,46
157,2,2:35.0,,B. Bogdanović enters the game for J. Johnson,46,46
