,QUARTER,TIME_REMAINING,INDIANA_ACTION,SAN ANTONIO_ACTION,INDIANA_SCORE,SAN ANTONIO_SCORE
179,2,2:54.0,L. Allen makes free throw 1 of 1,,43,44
180,2,2:39.0,,L. Aldridge misses 2-pt jump shot from 14 ft,43,44
181,2,2:39.0,Defensive rebound by P. George,,43,44
182,2,2:29.0,G. Hill makes 3-pt jump shot from 24 ft (assist by M. Ellis),,46,44
183,2,2:14.0,,K. Leonard makes 2-pt dunk at rim (assist by T. Duncan),46,46
184,2,1:59.0,M. Ellis misses 2-pt jump shot from 18 ft,,46,46
185,2,1:59.0,,Defensive rebound by T. Duncan,46,46
186,2,1:42.0,,K. Leonard makes 2-pt jump shot from 10 ft,46,48
187,2,1:22.0,P. George misses 2-pt jump shot from 17 ft,,46,48
188,2,1:21.0,Offensive rebound by I. Mahinmi,,46,48
189,2,1:20.0,Personal foul by K. Leonard (drawn by P. George),,46,48
190,2,1:20.0,P. George makes free throw 1 of 2,,47,48
191,2,1:20.0,,B. Diaw enters the game for T. Duncan,47,48
192,2,1:20.0,P. George makes free throw 2 of 2,,48,48
193,2,1:12.0,,T. Parker misses 2-pt layup at rim,48,48
194,2,1:11.0,Defensive rebound by I. Mahinmi,,48,48
195,2,1:05.0,Turnover by G. Hill (offensive foul),,48,48
196,2,1:05.0,Offensive foul by G. Hill (drawn by M. Ginóbili),,48,48
197,2,1:05.0,J. Hill enters the game for L. Allen,,48,48
198,2,0:50.0,,Turnover by B. Diaw (bad pass; steal by G. Hill),48,48
199,2,0:48.0,Turnover by P. George (bad pass; steal by K. Leonard),,48,48
200,2,0:39.0,,B. Diaw misses 3-pt jump shot from 24 ft,48,48
201,2,0:39.0,Defensive rebound by P. George,,48,48
202,2,0:30.0,P. George misses 3-pt jump shot from 25 ft,,48,48
203,2,0:29.0,,Defensive rebound by Team,48,48
204,2,0:09.0,,T. Parker makes 2-pt layup at rim,48,50
205,2,0:00.0,G. Hill misses 2-pt jump shot from 14 ft,,48,50
206,2,0:00.0,,Defensive rebound by L. Aldridge,48,50
207,3,11:37.0,G. Hill makes 3-pt jump shot from 24 ft,,51,50
208,3,11:18.0,,D. Green misses 2-pt jump shot from 20 ft,51,50
209,3,11:17.0,Defensive rebound by L. Allen,,51,50
210,3,11:06.0,P. George misses 2-pt jump shot from 19 ft,,51,50
211,3,11:04.0,,Defensive rebound by D. Green,51,50
212,3,10:45.0,,L. Aldridge misses 2-pt layup from 2 ft (block by L. Allen),51,50
213,3,10:42.0,,Offensive rebound by L. Aldridge,51,50
214,3,10:40.0,,L. Aldridge misses 2-pt jump shot from 7 ft,51,50
215,3,10:39.0,Defensive rebound by I. Mahinmi,,51,50
216,3,10:26.0,M. Ellis makes 2-pt jump shot from 18 ft (assist by L. Allen),,53,50
217,3,10:05.0,,K. Leonard makes 2-pt jump shot from 18 ft,53,52
218,3,9:47.0,Shooting foul by L. Aldridge (drawn by P. George),,53,52
219,3,9:47.0,P. George makes free throw 1 of 2,,54,52
220,3,9:47.0,P. George makes free throw 2 of 2,,55,52
221,3,9:28.0,,K. Leonard makes 2-pt hook shot from 4 ft (assist by L. Aldridge),55,54
222,3,9:10.0,I. Mahinmi makes 2-pt hook shot from 4 ft (assist by G. Hill),,57,54
223,3,8:58.0,,T. Duncan misses 2-pt layup from 2 ft,57,54
224,3,8:57.0,Defensive rebound by L. Allen,,57,54
225,3,8:48.0,L. Allen misses 2-pt jump shot from 21 ft,,57,54
226,3,8:47.0,,Defensive rebound by K. Leonard,57,54
227,3,8:41.0,Violation by G. Hill (kicked ball),,57,54
228,3,8:27.0,,T. Duncan makes 2-pt hook shot from 4 ft (assist by D. Green),57,56
229,3,8:27.0,,Shooting foul by P. George (drawn by T. Duncan),57,56
230,3,8:27.0,,T. Duncan makes free throw 1 of 1,57,57
231,3,8:13.0,P. George misses 2-pt jump shot from 18 ft,,57,57
232,3,8:12.0,,Defensive rebound by D. Green,57,57
233,3,7:52.0,,D. Green misses 3-pt jump shot from 25 ft,57,57
234,3,7:50.0,Defensive rebound by P. George,,57,57
235,3,7:34.0,L. Allen misses 2-pt jump shot from 11 ft,,57,57
236,3,7:33.0,Offensive rebound by I. Mahinmi,,57,57
237,3,7:22.0,I. Mahinmi makes 2-pt jump shot from 20 ft (assist by M. Ellis),,59,57
238,3,7:02.0,,K. Leonard makes 2-pt jump shot from 16 ft (assist by T. Parker),59,59
239,3,6:57.0,Shooting foul by T. Duncan (drawn by I. Mahinmi),,59,59
240,3,6:57.0,I. Mahinmi misses free throw 1 of 2,,59,59
241,3,6:57.0,Offensive rebound by Team,,59,59
242,3,6:57.0,I. Mahinmi makes free throw 2 of 2,,60,59
243,3,6:38.0,,T. Duncan misses 2-pt jump shot from 5 ft (block by I. Mahinmi),60,59
244,3,6:38.0,,Offensive rebound by L. Aldridge,60,59
245,3,6:38.0,,Shooting foul by L. Allen (drawn by L. Aldridge),60,59
246,3,6:38.0,,L. Aldridge makes free throw 1 of 2,60,60
247,3,6:38.0,,M. Ginóbili enters the game for D. Green,60,60
248,3,6:38.0,,L. Aldridge makes free throw 2 of 2,60,61
249,3,6:27.0,I. Mahinmi misses 2-pt layup from 1 ft (block by L. Aldridge),,60,61
250,3,6:27.0,Offensive rebound by Team,,60,61
251,3,6:19.0,Offensive foul by G. Hill (drawn by T. Parker),,60,61
252,3,6:19.0,Turnover by G. Hill (offensive foul),,60,61
253,3,5:59.0,,M. Ginóbili misses 3-pt jump shot from 23 ft,60,61
254,3,5:58.0,Defensive rebound by L. Allen,,60,61
255,3,5:47.0,M. Ellis misses 2-pt jump shot from 21 ft,,60,61
256,3,5:46.0,,Defensive rebound by Team,60,61
257,3,5:46.0,,San Antonio full timeout,60,61
258,3,5:24.0,,K. Leonard makes 2-pt layup at rim,60,63
259,3,5:04.0,P. George misses 2-pt layup from 2 ft (block by T. Duncan),,60,63
260,3,5:04.0,Offensive rebound by Team,,60,63
261,3,5:04.0,,B. Diaw enters the game for T. Duncan,60,63
262,3,5:04.0,,P. Mills enters the game for T. Parker,60,63
263,3,4:59.0,G. Hill misses 2-pt jump shot from 19 ft,,60,63
264,3,4:57.0,Offensive rebound by I. Mahinmi,,60,63
265,3,4:52.0,G. Hill misses 3-pt jump shot from 24 ft,,60,63
266,3,4:51.0,Offensive rebound by L. Allen,,60,63
267,3,4:49.0,L. Allen makes 2-pt layup from 1 ft,,62,63
268,3,4:35.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),62,66
269,3,4:25.0,P. George misses 2-pt jump shot from 13 ft,,62,66
270,3,4:24.0,,Defensive rebound by K. Leonard,62,66
271,3,4:04.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by P. Mills),62,68
272,3,4:03.0,Indiana full timeout,,62,68
273,3,4:03.0,J. Hill enters the game for I. Mahinmi,,62,68
274,3,4:03.0,R. Stuckey enters the game for G. Hill,,62,68
275,3,3:48.0,Turnover by P. George (bad pass; steal by K. Leonard),,62,68
276,3,3:43.0,,P. Mills makes 2-pt layup from 1 ft (assist by K. Leonard),62,70
277,3,3:29.0,J. Hill makes 2-pt hook shot from 10 ft (assist by M. Ellis),,64,70
278,3,3:10.0,,P. Mills misses 3-pt jump shot from 22 ft,64,70
279,3,3:09.0,Defensive rebound by R. Stuckey,,64,70
280,3,2:48.0,J. Hill makes 2-pt hook shot from 8 ft,,66,70
281,3,2:35.0,,K. Leonard misses 2-pt jump shot from 16 ft,66,70
282,3,2:33.0,Defensive rebound by M. Ellis,,66,70
283,3,2:28.0,M. Ellis misses 2-pt layup from 1 ft,,66,70
284,3,2:26.0,,Defensive rebound by B. Diaw,66,70
285,3,2:19.0,,M. Ginóbili makes 2-pt layup from 2 ft (assist by P. Mills),66,72
286,3,2:04.0,R. Stuckey makes 2-pt jump shot from 18 ft,,68,72
287,3,1:53.0,,M. Ginóbili misses 2-pt jump shot from 12 ft,68,72
288,3,1:52.0,Defensive rebound by P. George,,68,72
289,3,1:43.0,J. Hill misses 2-pt jump shot from 18 ft,,68,72
290,3,1:42.0,,Defensive rebound by L. Aldridge,68,72
291,3,1:24.0,,Personal foul by M. Ellis (drawn by M. Ginóbili),68,72
292,3,1:24.0,,D. West enters the game for L. Aldridge,68,72
293,3,1:24.0,C. Miles enters the game for L. Allen,,68,72
294,3,1:24.0,,D. Green enters the game for M. Ginóbili,68,72
295,3,1:18.0,,P. Mills misses 3-pt jump shot from 24 ft,68,72
296,3,1:17.0,,Offensive rebound by K. Leonard,68,72
297,3,1:03.0,,K. Leonard misses 2-pt jump shot from 14 ft,68,72
298,3,1:01.0,,Offensive rebound by B. Diaw,68,72
299,3,1:00.0,,B. Diaw makes 2-pt layup from 1 ft,68,74
300,3,0:51.0,P. George misses 2-pt layup from 2 ft (block by D. West),,68,74
301,3,0:48.0,,Defensive rebound by D. West,68,74
302,3,0:45.0,,D. Green makes 3-pt jump shot from 25 ft (assist by K. Leonard),68,77
303,3,0:34.0,R. Stuckey misses 2-pt dunk at rim,,68,77
304,3,0:32.0,Offensive rebound by M. Ellis,,68,77
305,3,0:29.0,M. Ellis misses 3-pt jump shot from 24 ft,,68,77
306,3,0:28.0,Offensive rebound by J. Hill,,68,77
307,3,0:28.0,J. Hill makes 2-pt dunk at rim,,70,77
308,3,0:09.0,,P. Mills makes 2-pt layup from 2 ft (assist by K. Leonard),70,79
309,3,0:00.0,M. Ellis misses 2-pt layup from 1 ft (block by D. West),,70,79
310,3,0:00.0,,Defensive rebound by D. West,70,79
311,4,11:42.0,,D. Green misses 3-pt jump shot from 22 ft,70,79
312,4,11:41.0,Defensive rebound by J. Hill,,70,79
313,4,11:26.0,C. Miles misses 3-pt jump shot from 24 ft,,70,79
314,4,11:25.0,Offensive rebound by J. Hill,,70,79
315,4,11:17.0,R. Stuckey makes 3-pt jump shot from 25 ft (assist by C. Budinger),,73,79
316,4,10:57.0,,B. Diaw makes 2-pt hook shot from 8 ft,73,81
317,4,10:35.0,R. Stuckey misses 3-pt jump shot from 24 ft,,73,81
318,4,10:34.0,,Defensive rebound by K. Leonard,73,81
319,4,10:26.0,,K. Leonard makes 2-pt jump shot from 10 ft,73,83
320,4,10:26.0,,Shooting foul by J. Hill (drawn by K. Leonard),73,83
321,4,10:26.0,,K. Leonard makes free throw 1 of 1,73,84
322,4,10:10.0,C. Miles misses 3-pt jump shot from 24 ft,,73,84
323,4,10:09.0,,Defensive rebound by K. Leonard,73,84
324,4,9:58.0,,B. Diaw misses 2-pt layup from 1 ft,73,84
325,4,9:57.0,Defensive rebound by R. Stuckey,,73,84
326,4,9:53.0,Shooting foul by D. Green (drawn by R. Stuckey),,73,84
327,4,9:53.0,R. Stuckey makes free throw 1 of 2,,74,84
328,4,9:53.0,,J. Simmons enters the game for K. Leonard,74,84
329,4,9:53.0,R. Stuckey misses free throw 2 of 2,,74,84
330,4,9:53.0,,Defensive rebound by D. West,74,84
331,4,9:40.0,,J. Simmons makes 2-pt layup from 2 ft (assist by P. Mills),74,86
332,4,9:19.0,J. Hill makes 2-pt jump shot from 18 ft (assist by R. Stuckey),,76,86
333,4,9:07.0,,D. West misses 2-pt jump shot from 8 ft,76,86
334,4,9:05.0,,Offensive rebound by B. Diaw,76,86
335,4,8:57.0,,B. Diaw makes 2-pt layup at rim (assist by J. Simmons),76,88
336,4,8:49.0,Def 3 sec tech foul by J. Simmons,,76,88
337,4,8:49.0,Official timeout,,76,88
338,4,8:49.0,R. Stuckey makes technical free throw,,77,88
339,4,8:40.0,C. Miles makes 3-pt jump shot from 24 ft (assist by R. Stuckey),,80,88
340,4,8:30.0,,Personal foul by G. Hill (drawn by P. Mills),80,88
341,4,8:18.0,,J. Simmons makes 2-pt layup from 2 ft,80,90
342,4,8:02.0,C. Budinger misses 2-pt jump shot from 7 ft (block by D. Green),,80,90
343,4,8:00.0,,Defensive rebound by B. Diaw,80,90
344,4,7:55.0,,D. Green misses 3-pt jump shot from 24 ft,80,90
345,4,7:54.0,,Offensive rebound by Team,80,90
346,4,7:54.0,,T. Parker enters the game for P. Mills,80,90
347,4,7:54.0,P. George enters the game for C. Budinger,,80,90
348,4,7:54.0,,Offensive foul by D. West (drawn by R. Stuckey),80,90
349,4,7:54.0,,Turnover by D. West (offensive foul),80,90
350,4,7:39.0,G. Hill makes 2-pt jump shot from 5 ft (assist by P. George),,82,90
351,4,7:17.0,,T. Parker makes 2-pt layup at rim (assist by D. Green),82,92
352,4,7:04.0,P. George misses 2-pt jump shot from 19 ft,,82,92
353,4,7:02.0,,Defensive rebound by D. Green,82,92
354,4,6:57.0,,D. West makes 2-pt jump shot from 14 ft (assist by T. Parker),82,94
355,4,6:35.0,G. Hill misses 2-pt jump shot from 10 ft,,82,94
356,4,6:33.0,Offensive rebound by J. Hill,,82,94
357,4,6:33.0,J. Hill makes 2-pt layup from 1 ft,,84,94
358,4,6:10.0,,T. Parker makes 2-pt layup from 1 ft,84,96
359,4,5:53.0,C. Miles misses 2-pt jump shot from 21 ft,,84,96
360,4,5:52.0,,Defensive rebound by J. Simmons,84,96
361,4,5:49.0,,San Antonio full timeout,84,96
362,4,5:49.0,,K. Leonard enters the game for J. Simmons,84,96
363,4,5:49.0,L. Allen enters the game for C. Miles,,84,96
364,4,5:49.0,I. Mahinmi enters the game for J. Hill,,84,96
365,4,5:49.0,,Turnover by B. Diaw (bad pass),84,96
366,4,5:29.0,R. Stuckey misses 2-pt jump shot from 19 ft,,84,96
367,4,5:28.0,,Defensive rebound by D. Green,84,96
368,4,5:18.0,,T. Parker misses 2-pt layup at rim,84,96
369,4,5:17.0,Defensive rebound by L. Allen,,84,96
370,4,5:11.0,R. Stuckey misses 3-pt jump shot from 24 ft,,84,96
371,4,5:10.0,,Defensive rebound by B. Diaw,84,96
372,4,5:02.0,,Offensive foul by B. Diaw (drawn by G. Hill),84,96
373,4,5:02.0,,Turnover by B. Diaw (offensive foul),84,96
374,4,5:02.0,,M. Ginóbili enters the game for D. Green,84,96
375,4,4:48.0,L. Allen makes 2-pt dunk at rim (assist by R. Stuckey),,86,96
376,4,4:29.0,,T. Parker misses 2-pt jump shot from 19 ft,86,96
377,4,4:28.0,Defensive rebound by I. Mahinmi,,86,96
378,4,4:15.0,Personal foul by T. Parker (drawn by G. Hill),,86,96
379,4,4:15.0,,T. Duncan enters the game for D. West,86,96
380,4,4:05.0,P. George misses 3-pt jump shot from 23 ft,,86,96
381,4,4:03.0,,Defensive rebound by T. Parker,86,96
382,4,3:44.0,,T. Parker makes 2-pt jump shot from 14 ft,86,98
383,4,3:33.0,Turnover by P. George (bad pass; steal by K. Leonard),,86,98
384,4,3:32.0,,Personal foul by I. Mahinmi (drawn by K. Leonard),86,98
385,4,3:17.0,,Turnover by B. Diaw (bad pass; steal by P. George),86,98
386,4,3:14.0,Turnover by P. George (bad pass; steal by T. Duncan),,86,98
387,4,3:12.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by T. Duncan),86,101
