,QUARTER,TIME_REMAINING,DALLAS_ACTION,LA LAKERS_ACTION,DALLAS_SCORE,LA LAKERS_SCORE
0,1,11:35.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by C. Parsons),,3,0
1,1,11:17.0,,L. Williams misses 3-pt jump shot from 24 ft,3,0
2,1,11:16.0,Defensive rebound by C. Parsons,,3,0
3,1,11:01.0,C. Parsons makes 3-pt jump shot from 26 ft (assist by W. Matthews),,6,0
4,1,10:40.0,,J. Randle makes 2-pt jump shot from 19 ft (assist by J. Clarkson),6,2
5,1,10:22.0,C. Parsons makes 2-pt jump shot from 18 ft,,8,2
6,1,10:02.0,,J. Randle makes 2-pt jump shot from 19 ft (assist by J. Clarkson),8,4
7,1,9:42.0,W. Matthews misses 3-pt jump shot from 24 ft,,8,4
8,1,9:40.0,,Defensive rebound by J. Randle,8,4
9,1,9:30.0,,L. Williams misses 3-pt jump shot from 22 ft,8,4
10,1,9:29.0,Defensive rebound by D. Nowitzki,,8,4
11,1,9:11.0,S. Mejri makes 2-pt dunk at rim (assist by W. Matthews),,10,4
12,1,9:01.0,,Personal foul by D. Williams (drawn by J. Clarkson),10,4
13,1,8:56.0,,J. Clarkson misses 2-pt jump shot from 21 ft,10,4
14,1,8:53.0,,Offensive rebound by R. Hibbert,10,4
15,1,8:49.0,,R. Hibbert makes 2-pt layup at rim,10,6
16,1,8:31.0,C. Parsons makes 3-pt jump shot from 25 ft (assist by S. Mejri),,13,6
17,1,8:17.0,,R. Hibbert misses 2-pt hook shot from 4 ft,13,6
18,1,8:16.0,Defensive rebound by Team,,13,6
19,1,8:03.0,W. Matthews misses 2-pt layup at rim (block by L. Williams),,13,6
20,1,8:01.0,,Defensive rebound by A. Brown,13,6
21,1,7:52.0,,Shooting foul by D. Nowitzki (drawn by J. Randle),13,6
22,1,7:52.0,,J. Randle makes free throw 1 of 2,13,7
23,1,7:52.0,,J. Randle makes free throw 2 of 2,13,8
24,1,7:42.0,S. Mejri makes 2-pt dunk at rim (assist by D. Williams),,15,8
25,1,7:24.0,,J. Randle makes 2-pt jump shot from 17 ft,15,10
26,1,7:24.0,,Violation by Team (delay of game),15,10
27,1,7:08.0,S. Mejri makes 2-pt dunk at rim (assist by C. Parsons),,17,10
28,1,6:53.0,,L. Williams misses 2-pt jump shot from 13 ft,17,10
29,1,6:50.0,Defensive rebound by C. Parsons,,17,10
30,1,6:47.0,Shooting foul by A. Brown (drawn by C. Parsons),,17,10
31,1,6:47.0,C. Parsons makes free throw 1 of 2,,18,10
32,1,6:47.0,R. Felton enters the game for D. Nowitzki,,18,10
33,1,6:47.0,C. Parsons makes free throw 2 of 2,,19,10
34,1,6:35.0,,R. Hibbert makes 2-pt hook shot from 4 ft,19,12
35,1,6:18.0,Shooting foul by J. Randle (drawn by C. Parsons),,19,12
36,1,6:18.0,C. Parsons misses free throw 1 of 2,,19,12
37,1,6:18.0,Offensive rebound by Team,,19,12
38,1,6:18.0,C. Parsons makes free throw 2 of 2,,20,12
39,1,6:06.0,,Def 3 sec tech foul by S. Mejri,20,12
40,1,6:06.0,,L. Williams makes technical free throw,20,13
41,1,5:55.0,,J. Randle misses 2-pt jump shot from 11 ft,20,13
42,1,5:51.0,Defensive rebound by R. Felton,,20,13
43,1,5:45.0,W. Matthews makes 2-pt layup from 2 ft (assist by R. Felton),,22,13
44,1,5:32.0,,A. Brown makes 3-pt jump shot from 25 ft (assist by J. Clarkson),22,16
45,1,5:18.0,D. Williams makes 2-pt jump shot from 17 ft,,24,16
46,1,5:04.0,,J. Clarkson misses 2-pt layup from 1 ft,24,16
47,1,5:03.0,,Offensive rebound by J. Clarkson,24,16
48,1,5:00.0,,J. Clarkson makes 2-pt layup at rim,24,18
49,1,4:49.0,S. Mejri misses 2-pt jump shot from 5 ft (block by J. Randle),,24,18
50,1,4:47.0,,Defensive rebound by L. Williams,24,18
51,1,4:47.0,,Shooting foul by C. Parsons (drawn by J. Randle),24,18
52,1,4:47.0,,LA Lakers full timeout,24,18
53,1,4:47.0,J. McGee enters the game for S. Mejri,,24,18
54,1,4:47.0,,D. Russell enters the game for L. Williams,24,18
55,1,4:47.0,,J. Randle makes free throw 1 of 2,24,19
56,1,4:47.0,,J. Randle misses free throw 2 of 2,24,19
57,1,4:45.0,Defensive rebound by D. Williams,,24,19
58,1,4:29.0,W. Matthews misses 3-pt jump shot from 26 ft,,24,19
59,1,4:28.0,,Defensive rebound by J. Randle,24,19
60,1,4:08.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by R. Hibbert),24,22
61,1,3:50.0,J. McGee misses 2-pt jump shot from 5 ft (block by R. Hibbert),,24,22
62,1,3:48.0,Offensive rebound by J. McGee,,24,22
63,1,3:44.0,J. McGee misses 2-pt layup from 2 ft,,24,22
64,1,3:43.0,,Defensive rebound by R. Hibbert,24,22
65,1,3:37.0,,D. Russell makes 2-pt jump shot from 15 ft,24,24
66,1,3:37.0,Dallas full timeout,,24,24
67,1,3:37.0,,L. Nance enters the game for J. Randle,24,24
68,1,3:37.0,,B. Bass enters the game for R. Hibbert,24,24
69,1,3:24.0,D. Williams misses 3-pt jump shot from 25 ft,,24,24
70,1,3:23.0,,Defensive rebound by B. Bass,24,24
71,1,3:08.0,,Shooting foul by D. Williams (drawn by J. Clarkson),24,24
72,1,3:08.0,,J. Clarkson makes free throw 1 of 2,24,25
73,1,3:08.0,J. Barea enters the game for W. Matthews,,24,25
74,1,3:08.0,D. Nowitzki enters the game for C. Parsons,,24,25
75,1,3:08.0,J. Anderson enters the game for D. Williams,,24,25
76,1,3:08.0,,N. Young enters the game for A. Brown,24,25
77,1,3:08.0,,J. Clarkson misses free throw 2 of 2,24,25
78,1,3:06.0,Defensive rebound by J. McGee,,24,25
79,1,2:45.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,24,25
80,1,2:42.0,,Defensive rebound by B. Bass,24,25
81,1,2:34.0,,Turnover by Team (back court),24,25
82,1,2:18.0,R. Felton misses 2-pt jump shot from 19 ft,,24,25
83,1,2:15.0,,Defensive rebound by L. Nance,24,25
84,1,2:09.0,,Turnover by D. Russell (lost ball; steal by J. McGee),24,25
85,1,1:46.0,J. Barea makes 2-pt layup from 1 ft,,26,25
86,1,1:31.0,,B. Bass misses 2-pt jump shot from 5 ft (block by J. McGee),26,25
87,1,1:27.0,,Offensive rebound by B. Bass,26,25
88,1,1:25.0,,Turnover by B. Bass (bad pass; steal by R. Felton),26,25
89,1,1:17.0,Def 3 sec tech foul by B. Bass,,26,25
90,1,1:17.0,D. Nowitzki makes technical free throw,,27,25
91,1,1:07.0,Shooting foul by B. Bass (drawn by D. Nowitzki),,27,25
92,1,1:07.0,D. Nowitzki makes free throw 1 of 2,,28,25
93,1,1:07.0,D. Nowitzki makes free throw 2 of 2,,29,25
94,1,0:57.0,,L. Nance misses 2-pt jump shot from 19 ft,29,25
95,1,0:56.0,Defensive rebound by J. Anderson,,29,25
96,1,0:36.0,Personal foul by B. Bass (drawn by J. McGee),,29,25
97,1,0:36.0,J. McGee makes free throw 1 of 2,,30,25
98,1,0:36.0,J. McGee misses free throw 2 of 2,,30,25
99,1,0:35.0,,Defensive rebound by L. Nance,30,25
100,1,0:16.0,,D. Russell misses 3-pt jump shot from 24 ft,30,25
101,1,0:15.0,Defensive rebound by J. McGee,,30,25
102,1,0:03.0,R. Felton makes 2-pt jump shot from 18 ft (assist by J. Barea),,32,25
103,1,0:01.0,,J. Clarkson misses 3-pt jump shot from 43 ft,32,25
104,1,0:00.0,,Offensive rebound by Team,32,25
