,QUARTER,TIME_REMAINING,TORONTO_ACTION,GOLDEN STATE_ACTION,TORONTO_SCORE,GOLDEN STATE_SCORE
99,1,0:52.0,,Defensive rebound by F. Ezeli,25,24
100,1,0:38.0,,H. Barnes makes 2-pt jump shot from 12 ft (assist by A. Iguodala),25,26
101,1,0:26.0,C. Joseph misses 2-pt jump shot from 11 ft,,25,26
102,1,0:24.0,,Defensive rebound by F. Ezeli,25,26
103,1,0:19.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by A. Iguodala),25,29
104,1,0:02.0,C. Joseph misses 2-pt jump shot from 7 ft (block by F. Ezeli),,25,29
105,1,0:00.0,,Defensive rebound by F. Ezeli,25,29
106,2,11:52.0,,Turnover by L. Barbosa (offensive foul),25,29
107,2,11:52.0,,Offensive foul by L. Barbosa (drawn by C. Joseph),25,29
108,2,11:33.0,,Violation by A. Bogut (kicked ball),25,29
109,2,11:23.0,Turnover by J. Johnson (lost ball; steal by I. Clark),,25,29
110,2,11:23.0,,Shooting foul by C. Joseph (drawn by I. Clark),25,29
111,2,11:23.0,,I. Clark misses free throw 1 of 2,25,29
112,2,11:23.0,,Offensive rebound by Team,25,29
113,2,11:23.0,,I. Clark makes free throw 2 of 2,25,30
114,2,11:08.0,D. Carroll misses 3-pt jump shot from 26 ft,,25,30
115,2,11:08.0,Offensive rebound by C. Joseph,,25,30
116,2,11:00.0,P. Patterson misses 3-pt jump shot from 22 ft,,25,30
117,2,10:59.0,,Defensive rebound by A. Bogut,25,30
118,2,10:54.0,,L. Barbosa misses 2-pt layup from 2 ft,25,30
119,2,10:51.0,,Offensive rebound by H. Barnes,25,30
120,2,10:49.0,,L. Barbosa misses 2-pt jump shot from 6 ft (block by B. Biyombo),25,30
121,2,10:47.0,,Offensive rebound by A. Iguodala,25,30
122,2,10:42.0,,I. Clark makes 3-pt jump shot from 26 ft (assist by A. Iguodala),25,33
123,2,10:24.0,J. Johnson makes 2-pt layup from 2 ft,,27,33
124,2,10:10.0,,Turnover by I. Clark (lost ball),27,33
125,2,9:54.0,C. Joseph makes 2-pt layup from 3 ft,,29,33
126,2,9:38.0,,I. Clark misses 2-pt jump shot from 13 ft,29,33
127,2,9:36.0,,Offensive rebound by A. Bogut,29,33
128,2,9:36.0,,A. Bogut misses 2-pt jump shot at rim,29,33
129,2,9:33.0,Defensive rebound by D. Carroll,,29,33
130,2,9:21.0,C. Joseph makes 2-pt jump shot from 18 ft,,31,33
131,2,9:09.0,,L. Barbosa makes 2-pt jump shot from 20 ft (assist by I. Clark),31,35
132,2,8:55.0,J. Johnson makes 2-pt layup from 2 ft (assist by C. Joseph),,33,35
133,2,8:39.0,,I. Clark misses 3-pt jump shot from 23 ft,33,35
134,2,8:38.0,Defensive rebound by B. Biyombo,,33,35
135,2,8:30.0,D. Carroll makes 2-pt jump shot from 17 ft,,35,35
136,2,8:27.0,,Golden State full timeout,35,35
137,2,8:27.0,,K. Thompson enters the game for I. Clark,35,35
138,2,8:27.0,J. Valančiūnas enters the game for B. Biyombo,,35,35
139,2,8:15.0,,A. Bogut makes 2-pt hook shot from 7 ft (assist by A. Iguodala),35,37
140,2,8:00.0,Turnover by J. Johnson (traveling),,35,37
141,2,7:45.0,,K. Thompson misses 3-pt jump shot from 26 ft,35,37
142,2,7:44.0,Defensive rebound by J. Johnson,,35,37
143,2,7:27.0,Personal foul by A. Iguodala (drawn by D. Carroll),,35,37
144,2,7:27.0,K. Lowry enters the game for J. Johnson,,35,37
145,2,7:27.0,,D. Green enters the game for A. Iguodala,35,37
146,2,7:22.0,Personal foul by A. Bogut (drawn by J. Valančiūnas),,35,37
147,2,7:22.0,,F. Ezeli enters the game for A. Bogut,35,37
148,2,7:08.0,J. Valančiūnas misses 2-pt jump shot from 2 ft (block by F. Ezeli),,35,37
149,2,7:07.0,Offensive rebound by J. Valančiūnas,,35,37
150,2,7:07.0,J. Valančiūnas misses 2-pt layup from 2 ft (block by F. Ezeli),,35,37
151,2,7:07.0,Offensive rebound by Team,,35,37
152,2,7:07.0,Turnover by Team (shot clock),,35,37
153,2,7:07.0,,S. Curry enters the game for L. Barbosa,35,37
154,2,6:48.0,,K. Thompson makes 2-pt jump shot from 12 ft (assist by D. Green),35,39
155,2,6:27.0,C. Joseph makes 2-pt layup from 2 ft,,37,39
156,2,6:18.0,,D. Green makes 3-pt jump shot from 25 ft (assist by K. Thompson),37,42
157,2,5:55.0,Official timeout,,37,42
158,2,5:55.0,L. Scola enters the game for P. Patterson,,37,42
159,2,5:55.0,D. DeRozan enters the game for C. Joseph,,37,42
160,2,5:50.0,K. Lowry makes 2-pt jump shot from 19 ft (assist by D. Carroll),,39,42
161,2,5:28.0,,K. Thompson makes 2-pt jump shot from 7 ft,39,44
162,2,5:21.0,K. Lowry misses 3-pt jump shot from 26 ft,,39,44
163,2,5:20.0,,Defensive rebound by D. Green,39,44
164,2,5:11.0,,F. Ezeli makes 2-pt layup from 2 ft (assist by S. Curry),39,46
165,2,4:45.0,K. Lowry makes 2-pt layup from 2 ft,,41,46
166,2,4:35.0,,K. Thompson makes 3-pt jump shot from 25 ft,41,49
167,2,4:11.0,D. DeRozan makes 2-pt jump shot from 13 ft (assist by K. Lowry),,43,49
168,2,3:57.0,,S. Curry makes 2-pt layup from 1 ft,43,51
169,2,3:41.0,D. DeRozan makes 2-pt jump shot from 15 ft,,45,51
170,2,3:35.0,,Personal foul by J. Valančiūnas (drawn by F. Ezeli),45,51
171,2,3:35.0,,A. Iguodala enters the game for H. Barnes,45,51
172,2,3:25.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by A. Iguodala),45,53
173,2,3:19.0,Turnover by J. Valančiūnas (bad pass; steal by S. Curry),,45,53
174,2,3:17.0,,S. Curry makes 2-pt jump shot from 5 ft,45,55
175,2,2:59.0,Turnover by K. Lowry (bad pass; steal by F. Ezeli),,45,55
176,2,2:53.0,,A. Iguodala makes 2-pt dunk at rim (assist by K. Thompson),45,57
177,2,2:53.0,Toronto full timeout,,45,57
178,2,2:43.0,Turnover by L. Scola (traveling),,45,57
179,2,2:26.0,,F. Ezeli misses 2-pt dunk at rim,45,57
180,2,2:24.0,Defensive rebound by J. Valančiūnas,,45,57
181,2,2:14.0,D. DeRozan misses 2-pt jump shot from 3 ft,,45,57
182,2,2:12.0,,Defensive rebound by S. Curry,45,57
183,2,2:08.0,,S. Curry misses 3-pt jump shot from 25 ft,45,57
184,2,2:06.0,,Offensive rebound by F. Ezeli,45,57
185,2,1:59.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by F. Ezeli),45,60
186,2,1:39.0,K. Lowry misses 3-pt jump shot from 26 ft,,45,60
187,2,1:36.0,,Defensive rebound by K. Thompson,45,60
188,2,1:31.0,,K. Thompson misses 3-pt jump shot from 26 ft,45,60
189,2,1:30.0,,Offensive rebound by A. Iguodala,45,60
190,2,1:25.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by A. Iguodala),45,63
191,2,1:24.0,Toronto full timeout,,45,63
192,2,1:24.0,C. Joseph enters the game for L. Scola,,45,63
193,2,1:05.0,D. DeRozan misses 2-pt jump shot from 13 ft,,45,63
194,2,1:03.0,,Defensive rebound by D. Green,45,63
195,2,0:58.0,,Offensive foul by F. Ezeli (drawn by K. Lowry),45,63
196,2,0:58.0,,Turnover by F. Ezeli (offensive foul),45,63
197,2,0:47.0,J. Valančiūnas makes 2-pt jump shot from 4 ft (assist by D. DeRozan),,47,63
198,2,0:29.0,,Shooting foul by J. Valančiūnas (drawn by F. Ezeli),47,63
199,2,0:29.0,,F. Ezeli misses free throw 1 of 2,47,63
200,2,0:29.0,,Offensive rebound by Team,47,63
201,2,0:29.0,,F. Ezeli misses free throw 2 of 2,47,63
202,2,0:28.0,Defensive rebound by J. Valančiūnas,,47,63
203,2,0:05.0,K. Lowry misses 2-pt jump shot from 9 ft,,47,63
204,2,0:04.0,Offensive rebound by J. Valančiūnas,,47,63
205,2,0:04.0,J. Valančiūnas misses 2-pt jump shot at rim,,47,63
206,2,0:04.0,Offensive rebound by K. Lowry,,47,63
207,2,0:03.0,Personal foul by F. Ezeli (drawn by K. Lowry),,47,63
208,3,11:44.0,,S. Curry makes 2-pt jump shot from 20 ft (assist by A. Bogut),47,65
209,3,11:23.0,J. Valančiūnas makes 2-pt hook shot from 4 ft (assist by D. DeRozan),,49,65
210,3,11:19.0,,Turnover by S. Curry (bad pass; steal by D. Carroll),49,65
211,3,11:15.0,D. DeRozan misses 2-pt jump shot from 11 ft,,49,65
212,3,11:14.0,,Defensive rebound by H. Barnes,49,65
213,3,11:11.0,,Personal foul by K. Lowry (drawn by S. Curry),49,65
214,3,11:01.0,,K. Thompson misses 3-pt jump shot from 23 ft,49,65
215,3,10:59.0,Defensive rebound by D. DeRozan,,49,65
216,3,10:58.0,Turnover by D. DeRozan (lost ball; steal by S. Curry),,49,65
217,3,10:53.0,,Turnover by A. Bogut (bad pass; steal by D. Carroll),49,65
218,3,10:46.0,K. Lowry makes 2-pt layup from 1 ft (assist by D. Carroll),,51,65
219,3,10:35.0,,Offensive foul by D. Green (drawn by K. Lowry),51,65
220,3,10:35.0,,Turnover by D. Green (offensive foul),51,65
221,3,10:12.0,D. Carroll makes 2-pt hook shot from 8 ft,,53,65
222,3,9:59.0,,A. Bogut makes 2-pt dunk at rim (assist by K. Thompson),53,67
223,3,9:35.0,D. DeRozan makes 2-pt jump shot from 9 ft,,55,67
224,3,9:26.0,,K. Thompson misses 2-pt layup from 2 ft,55,67
225,3,9:25.0,,Offensive rebound by A. Bogut,55,67
226,3,9:25.0,,A. Bogut makes 2-pt jump shot at rim,55,69
227,3,9:00.0,Turnover by Team (shot clock),,55,69
228,3,8:54.0,,Turnover by S. Curry (lost ball; steal by D. Carroll),55,69
229,3,8:47.0,D. Carroll makes 3-pt jump shot from 26 ft (assist by K. Lowry),,58,69
230,3,8:30.0,,A. Bogut makes 2-pt dunk at rim (assist by S. Curry),58,71
231,3,8:09.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,61,71
232,3,7:53.0,,H. Barnes misses 2-pt jump shot from 18 ft,61,71
233,3,7:51.0,Defensive rebound by L. Scola,,61,71
234,3,7:43.0,J. Valančiūnas misses 2-pt layup from 2 ft (block by A. Bogut),,61,71
235,3,7:43.0,Offensive rebound by J. Valančiūnas,,61,71
236,3,7:43.0,Shooting foul by A. Bogut (drawn by J. Valančiūnas),,61,71
237,3,7:43.0,J. Valančiūnas makes free throw 1 of 2,,62,71
238,3,7:43.0,,F. Ezeli enters the game for A. Bogut,62,71
239,3,7:43.0,J. Valančiūnas makes free throw 2 of 2,,63,71
240,3,7:28.0,,F. Ezeli makes 2-pt dunk at rim (assist by D. Green),63,73
241,3,7:12.0,D. DeRozan makes 2-pt layup from 2 ft,,65,73
242,3,7:02.0,,Personal foul by K. Lowry (drawn by S. Curry),65,73
243,3,6:56.0,,D. Green misses 3-pt jump shot from 25 ft,65,73
244,3,6:56.0,Defensive rebound by J. Valančiūnas,,65,73
245,3,6:46.0,D. Carroll makes 2-pt layup at rim (assist by D. DeRozan),,67,73
246,3,6:29.0,,K. Thompson misses 3-pt jump shot from 23 ft,67,73
247,3,6:29.0,Defensive rebound by J. Valančiūnas,,67,73
248,3,6:11.0,L. Scola misses 2-pt jump shot from 6 ft,,67,73
249,3,6:10.0,,Defensive rebound by F. Ezeli,67,73
250,3,5:56.0,,S. Curry makes 2-pt layup from 2 ft,67,75
251,3,5:48.0,Toronto full timeout,,67,75
252,3,5:48.0,,A. Iguodala enters the game for H. Barnes,67,75
253,3,5:47.0,P. Patterson enters the game for L. Scola,,67,75
254,3,5:45.0,C. Joseph enters the game for D. Carroll,,67,75
255,3,5:30.0,Turnover by D. DeRozan (lost ball),,67,75
256,3,5:16.0,,S. Curry misses 3-pt jump shot from 26 ft,67,75
257,3,5:16.0,Defensive rebound by P. Patterson,,67,75
258,3,4:58.0,D. DeRozan makes 2-pt layup from 2 ft,,69,75
259,3,4:49.0,,Shooting foul by C. Joseph (drawn by F. Ezeli),69,75
260,3,4:49.0,,F. Ezeli makes free throw 1 of 2,69,76
261,3,4:49.0,,F. Ezeli makes free throw 2 of 2,69,77
262,3,4:29.0,D. DeRozan misses 2-pt jump shot from 14 ft,,69,77
263,3,4:25.0,Offensive rebound by J. Valančiūnas,,69,77
264,3,4:25.0,J. Valančiūnas misses 2-pt layup from 2 ft,,69,77
265,3,4:23.0,Offensive rebound by J. Valančiūnas,,69,77
266,3,4:23.0,J. Valančiūnas makes 2-pt jump shot at rim,,71,77
267,3,4:13.0,,S. Curry makes 2-pt jump shot from 14 ft,71,79
268,3,3:51.0,Shooting foul by D. Green (drawn by D. DeRozan),,71,79
269,3,3:51.0,D. DeRozan makes free throw 1 of 2,,72,79
270,3,3:51.0,D. DeRozan makes free throw 2 of 2,,73,79
271,3,3:33.0,,K. Thompson misses 2-pt jump shot from 13 ft,73,79
272,3,3:32.0,Defensive rebound by C. Joseph,,73,79
273,3,3:24.0,D. DeRozan makes 2-pt layup from 1 ft (assist by C. Joseph),,75,79
274,3,3:15.0,,S. Curry makes 3-pt jump shot from 25 ft,75,82
275,3,2:57.0,Def 3 sec tech foul by F. Ezeli,,75,82
276,3,2:57.0,,Golden State full timeout,75,82
277,3,2:57.0,L. Scola enters the game for J. Valančiūnas,,75,82
278,3,2:57.0,J. Johnson enters the game for K. Lowry,,75,82
279,3,2:57.0,,L. Barbosa enters the game for K. Thompson,75,82
280,3,2:57.0,D. DeRozan makes technical free throw,,76,82
281,3,2:51.0,D. DeRozan misses 2-pt jump shot from 21 ft,,76,82
282,3,2:49.0,Offensive rebound by Team,,76,82
283,3,2:49.0,Turnover by J. Johnson (bad pass; steal by F. Ezeli),,76,82
284,3,2:39.0,,Shooting foul by D. DeRozan (drawn by L. Barbosa),76,82
285,3,2:39.0,,L. Barbosa makes free throw 1 of 2,76,83
286,3,2:39.0,,L. Barbosa makes free throw 2 of 2,76,84
287,3,2:29.0,Turnover by P. Patterson (bad pass; steal by L. Barbosa),,76,84
288,3,2:24.0,,L. Barbosa misses 2-pt layup from 1 ft,76,84
289,3,2:23.0,Defensive rebound by C. Joseph,,76,84
290,3,2:18.0,Turnover by P. Patterson (step out of bounds),,76,84
291,3,1:56.0,,L. Barbosa misses 3-pt jump shot from 25 ft,76,84
292,3,1:54.0,Defensive rebound by L. Scola,,76,84
293,3,1:31.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,79,84
294,3,1:13.0,,Turnover by D. Green (lost ball),79,84
295,3,1:13.0,,H. Barnes enters the game for F. Ezeli,79,84
296,3,1:06.0,Shooting foul by D. Green (drawn by D. DeRozan),,79,84
297,3,1:06.0,D. DeRozan misses free throw 1 of 2,,79,84
298,3,1:06.0,Offensive rebound by Team,,79,84
299,3,1:06.0,,M. Speights enters the game for D. Green,79,84
300,3,1:06.0,D. DeRozan misses free throw 2 of 2,,79,84
301,3,1:04.0,,Defensive rebound by M. Speights,79,84
302,3,0:51.0,,M. Speights makes 2-pt jump shot from 16 ft (assist by S. Curry),79,86
303,3,0:33.0,L. Scola misses 3-pt jump shot from 24 ft,,79,86
304,3,0:32.0,Offensive rebound by J. Johnson,,79,86
305,3,0:32.0,J. Johnson makes 2-pt jump shot at rim,,81,86
306,3,0:17.0,,S. Curry makes 2-pt jump shot from 8 ft,81,88
307,3,0:06.0,Personal foul by M. Speights (drawn by C. Joseph),,81,88
308,3,0:06.0,C. Joseph makes free throw 1 of 2,,82,88
309,3,0:06.0,C. Joseph makes free throw 2 of 2,,83,88
310,3,0:04.0,,A. Iguodala makes 2-pt jump shot from 6 ft (assist by S. Curry),83,90
311,3,0:04.0,,Shooting foul by L. Scola (drawn by A. Iguodala),83,90
312,3,0:04.0,,A. Iguodala misses free throw 1 of 1,83,90
313,3,0:01.0,Defensive rebound by P. Patterson,,83,90
314,4,11:51.0,L. Scola makes 2-pt jump shot from 13 ft (assist by C. Joseph),,85,90
315,4,11:42.0,,Turnover by S. Curry (back court),85,90
316,4,11:36.0,Personal foul by M. Speights (drawn by K. Lowry),,85,90
317,4,11:27.0,K. Lowry makes 3-pt jump shot from 23 ft (assist by C. Joseph),,88,90
318,4,11:08.0,,L. Barbosa misses 2-pt jump shot from 10 ft,88,90
319,4,11:08.0,Defensive rebound by K. Lowry,,88,90
320,4,10:52.0,Turnover by D. Carroll (lost ball; steal by L. Barbosa),,88,90
321,4,10:42.0,,M. Speights makes 2-pt layup from 1 ft (assist by A. Iguodala),88,92
322,4,10:42.0,,Shooting foul by L. Scola (drawn by M. Speights),88,92
323,4,10:42.0,,I. Clark enters the game for S. Curry,88,92
324,4,10:42.0,,M. Speights makes free throw 1 of 1,88,93
325,4,10:31.0,Shooting foul by A. Iguodala (drawn by L. Scola),,88,93
326,4,10:31.0,L. Scola misses free throw 1 of 2,,88,93
327,4,10:31.0,Offensive rebound by Team,,88,93
328,4,10:31.0,L. Scola misses free throw 2 of 2,,88,93
329,4,10:30.0,,Defensive rebound by H. Barnes,88,93
330,4,10:14.0,,Turnover by M. Speights (lost ball; steal by L. Scola),88,93
331,4,10:06.0,D. Carroll misses 3-pt jump shot from 26 ft,,88,93
332,4,10:05.0,,Defensive rebound by Team,88,93
333,4,9:51.0,,Offensive foul by M. Speights (drawn by L. Scola),88,93
334,4,9:51.0,,Turnover by M. Speights (offensive foul),88,93
335,4,9:29.0,Turnover by P. Patterson (lost ball; steal by L. Barbosa),,88,93
336,4,9:24.0,,L. Barbosa makes 2-pt layup from 1 ft (assist by I. Clark),88,95
337,4,9:15.0,Personal foul by L. Barbosa (drawn by K. Lowry),,88,95
338,4,9:15.0,Toronto full timeout,,88,95
339,4,9:15.0,D. DeRozan enters the game for P. Patterson,,88,95
340,4,9:15.0,,Technical foul by L. Barbosa,88,95
341,4,9:15.0,,Technical foul by Team,88,95
342,4,9:15.0,K. Lowry makes technical free throw,,89,95
343,4,9:15.0,K. Lowry makes technical free throw,,90,95
344,4,9:01.0,K. Lowry misses 3-pt jump shot from 26 ft,,90,95
345,4,9:01.0,,Defensive rebound by Team,90,95
346,4,9:01.0,Loose ball foul by L. Scola (drawn by I. Clark),,90,95
347,4,8:48.0,,Turnover by I. Clark (bad pass; steal by D. Carroll),90,95
348,4,8:41.0,L. Scola misses 2-pt jump shot from 16 ft,,90,95
349,4,8:38.0,Offensive rebound by K. Lowry,,90,95
350,4,8:30.0,Turnover by L. Scola (traveling),,90,95
351,4,8:14.0,,L. Barbosa misses 2-pt jump shot from 18 ft,90,95
352,4,8:13.0,,Offensive rebound by M. Speights,90,95
353,4,8:12.0,,M. Speights misses 2-pt jump shot from 6 ft,90,95
354,4,8:09.0,Defensive rebound by L. Scola,,90,95
355,4,7:55.0,Shooting foul by H. Barnes (drawn by D. DeRozan),,90,95
356,4,7:55.0,D. DeRozan makes free throw 1 of 2,,91,95
357,4,7:55.0,,K. Thompson enters the game for I. Clark,91,95
358,4,7:55.0,,D. Green enters the game for M. Speights,91,95
359,4,7:55.0,D. DeRozan makes free throw 2 of 2,,92,95
360,4,7:36.0,,K. Thompson misses 2-pt jump shot from 11 ft,92,95
361,4,7:34.0,Defensive rebound by L. Scola,,92,95
362,4,7:25.0,K. Lowry misses 2-pt jump shot from 3 ft,,92,95
363,4,7:25.0,,Defensive rebound by Team,92,95
364,4,7:25.0,,A. Bogut enters the game for H. Barnes,92,95
365,4,7:25.0,J. Valančiūnas enters the game for L. Scola,,92,95
366,4,7:11.0,,Turnover by A. Bogut (bad pass; steal by C. Joseph),92,95
367,4,7:10.0,Personal foul by A. Bogut (drawn by C. Joseph),,92,95
368,4,7:10.0,C. Joseph makes free throw 1 of 2,,93,95
369,4,7:10.0,,S. Curry enters the game for L. Barbosa,93,95
370,4,7:10.0,C. Joseph makes free throw 2 of 2,,94,95
371,4,6:54.0,,Shooting foul by J. Valančiūnas (drawn by A. Bogut),94,95
372,4,6:54.0,,A. Bogut makes free throw 1 of 2,94,96
373,4,6:54.0,,A. Bogut misses free throw 2 of 2,94,96
374,4,6:52.0,Defensive rebound by C. Joseph,,94,96
375,4,6:36.0,Shooting foul by K. Thompson (drawn by D. DeRozan),,94,96
376,4,6:36.0,D. DeRozan makes free throw 1 of 2,,95,96
377,4,6:36.0,D. DeRozan makes free throw 2 of 2,,96,96
378,4,6:24.0,,S. Curry misses 2-pt jump shot from 11 ft,96,96
