,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ATLANTA_ACTION,WASHINGTON_SCORE,ATLANTA_SCORE
0,1,11:45.0,M. Gortat makes 2-pt hook shot from 10 ft (assist by B. Beal),,2,0
1,1,11:27.0,,A. Horford misses 3-pt jump shot from 24 ft,2,0
2,1,11:26.0,Defensive rebound by J. Wall,,2,0
3,1,11:14.0,M. Morris makes 3-pt jump shot from 24 ft (assist by J. Wall),,5,0
4,1,11:01.0,,J. Teague misses 3-pt jump shot from 24 ft,5,0
5,1,10:59.0,Defensive rebound by M. Gortat,,5,0
6,1,10:48.0,B. Beal makes 2-pt jump shot from 15 ft (assist by J. Wall),,7,0
7,1,10:31.0,,K. Bazemore misses 2-pt layup from 1 ft (block by M. Morris),7,0
8,1,10:31.0,Defensive rebound by O. Porter,,7,0
9,1,10:23.0,O. Porter misses 2-pt jump shot from 20 ft,,7,0
10,1,10:22.0,,Defensive rebound by A. Horford,7,0
11,1,10:13.0,,K. Bazemore misses 3-pt jump shot from 25 ft,7,0
12,1,10:12.0,Defensive rebound by M. Morris,,7,0
13,1,10:03.0,B. Beal misses 3-pt jump shot from 24 ft,,7,0
14,1,10:01.0,,Defensive rebound by A. Horford,7,0
15,1,9:55.0,,P. Millsap makes 2-pt layup from 1 ft (assist by A. Horford),7,2
16,1,9:43.0,J. Wall makes 2-pt jump shot from 15 ft,,9,2
17,1,9:24.0,,K. Bazemore makes 2-pt layup from 1 ft,9,4
18,1,9:09.0,M. Gortat makes 2-pt jump shot from 11 ft (assist by O. Porter),,11,4
19,1,8:52.0,,J. Teague misses 2-pt jump shot from 11 ft,11,4
20,1,8:50.0,Defensive rebound by M. Morris,,11,4
21,1,8:39.0,O. Porter misses 3-pt jump shot from 23 ft,,11,4
22,1,8:39.0,,Defensive rebound by Team,11,4
23,1,8:29.0,,J. Teague makes 2-pt layup from 1 ft,11,6
24,1,8:12.0,M. Morris misses 2-pt jump shot from 11 ft (block by A. Horford),,11,6
25,1,8:12.0,Offensive rebound by Team,,11,6
26,1,8:07.0,J. Wall misses 3-pt jump shot from 27 ft,,11,6
27,1,8:06.0,,Defensive rebound by K. Korver,11,6
28,1,7:49.0,,J. Teague misses 2-pt jump shot from 18 ft,11,6
29,1,7:47.0,Defensive rebound by O. Porter,,11,6
30,1,7:33.0,J. Wall misses 2-pt jump shot from 8 ft,,11,6
31,1,7:31.0,Offensive rebound by M. Gortat,,11,6
32,1,7:31.0,M. Gortat makes 2-pt layup at rim,,13,6
33,1,7:14.0,,K. Korver makes 3-pt jump shot from 22 ft (assist by A. Horford),13,9
34,1,6:54.0,Shooting foul by P. Millsap (drawn by M. Morris),,13,9
35,1,6:54.0,M. Morris misses free throw 1 of 3,,13,9
36,1,6:54.0,Offensive rebound by Team,,13,9
37,1,6:54.0,M. Morris misses free throw 2 of 3,,13,9
38,1,6:54.0,Offensive rebound by Team,,13,9
39,1,6:54.0,M. Morris makes free throw 3 of 3,,14,9
40,1,6:40.0,,P. Millsap makes 2-pt jump shot from 14 ft,14,11
41,1,6:40.0,,Shooting foul by M. Morris (drawn by P. Millsap),14,11
42,1,6:40.0,,K. Humphries enters the game for A. Horford,14,11
43,1,6:40.0,,P. Millsap makes free throw 1 of 1,14,12
44,1,6:19.0,M. Gortat makes 2-pt hook shot from 8 ft,,16,12
45,1,6:09.0,,J. Teague misses 3-pt jump shot from 25 ft,16,12
46,1,6:08.0,Defensive rebound by B. Beal,,16,12
47,1,5:45.0,J. Wall misses 2-pt jump shot from 20 ft,,16,12
48,1,5:45.0,,Defensive rebound by Team,16,12
49,1,5:45.0,Loose ball foul by M. Morris,,16,12
50,1,5:45.0,,Atlanta full timeout,16,12
51,1,5:45.0,Technical foul by M. Morris,,16,12
52,1,5:45.0,J. Dudley enters the game for M. Morris,,16,12
53,1,5:45.0,,T. Sefolosha enters the game for K. Bazemore,16,12
54,1,5:45.0,,K. Korver misses technical free throw,16,12
55,1,5:45.0,,Offensive rebound by Team,16,12
56,1,5:20.0,,J. Teague misses 2-pt jump shot from 19 ft,16,12
57,1,5:18.0,Defensive rebound by O. Porter,,16,12
58,1,5:13.0,M. Gortat makes 2-pt layup at rim (assist by J. Wall),,18,12
59,1,4:58.0,,K. Humphries makes 2-pt jump shot from 12 ft (assist by T. Sefolosha),18,14
60,1,4:45.0,M. Gortat misses 2-pt jump shot from 7 ft,,18,14
61,1,4:43.0,,Defensive rebound by K. Humphries,18,14
62,1,4:23.0,,P. Millsap makes 2-pt jump shot from 20 ft,18,16
63,1,4:12.0,O. Porter makes 3-pt jump shot from 23 ft (assist by J. Wall),,21,16
64,1,4:06.0,,Shooting foul by B. Beal (drawn by J. Teague),21,16
65,1,4:06.0,,J. Teague misses free throw 1 of 2,21,16
66,1,4:06.0,,Offensive rebound by Team,21,16
67,1,4:06.0,,T. Hardaway enters the game for K. Korver,21,16
68,1,4:06.0,,D. Schröder enters the game for P. Millsap,21,16
69,1,4:06.0,G. Temple enters the game for B. Beal,,21,16
70,1,4:06.0,,J. Teague makes free throw 2 of 2,21,17
71,1,3:49.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,23,17
72,1,3:29.0,,K. Humphries misses 2-pt jump shot from 12 ft,23,17
73,1,3:27.0,Defensive rebound by O. Porter,,23,17
74,1,3:19.0,O. Porter misses 2-pt jump shot from 11 ft (block by T. Sefolosha),,23,17
75,1,3:17.0,,Defensive rebound by J. Teague,23,17
76,1,3:14.0,,Shooting foul by O. Porter (drawn by J. Teague),23,17
77,1,3:14.0,,J. Teague makes free throw 1 of 2,23,18
78,1,3:14.0,,J. Teague makes free throw 2 of 2,23,19
79,1,3:02.0,J. Wall misses 2-pt layup from 1 ft,,23,19
80,1,3:00.0,Offensive rebound by O. Porter,,23,19
81,1,2:58.0,O. Porter misses 2-pt layup at rim,,23,19
82,1,2:57.0,,Defensive rebound by K. Humphries,23,19
83,1,2:47.0,,Turnover by D. Schröder (bad pass),23,19
84,1,2:47.0,Washington full timeout,,23,19
85,1,2:47.0,,P. Millsap enters the game for J. Teague,23,19
86,1,2:33.0,M. Gortat misses 2-pt jump shot from 11 ft,,23,19
87,1,2:32.0,,Defensive rebound by T. Sefolosha,23,19
88,1,2:16.0,,P. Millsap misses 2-pt jump shot from 18 ft,23,19
89,1,2:16.0,Defensive rebound by Team,,23,19
90,1,2:16.0,N. Hilário enters the game for M. Gortat,,23,19
91,1,2:04.0,J. Wall misses 2-pt layup at rim,,23,19
92,1,2:03.0,Offensive rebound by Team,,23,19
93,1,2:03.0,,A. Horford enters the game for K. Humphries,23,19
94,1,1:48.0,N. Hilário misses 2-pt jump shot from 19 ft,,23,19
95,1,1:46.0,,Defensive rebound by T. Sefolosha,23,19
96,1,1:39.0,,T. Hardaway makes 3-pt jump shot from 23 ft,23,22
97,1,1:33.0,J. Wall makes 2-pt layup from 2 ft,,25,22
98,1,1:33.0,Shooting foul by T. Hardaway (drawn by J. Wall),,25,22
99,1,1:33.0,J. Wall misses free throw 1 of 1,,25,22
100,1,1:31.0,,Defensive rebound by A. Horford,25,22
101,1,1:21.0,,Personal foul by G. Temple,25,22
102,1,1:21.0,,D. Schröder makes free throw 1 of 2,25,23
103,1,1:21.0,R. Sessions enters the game for J. Wall,,25,23
104,1,1:21.0,,M. Scott enters the game for P. Millsap,25,23
105,1,1:21.0,,D. Schröder makes free throw 2 of 2,25,24
106,1,1:03.0,N. Hilário makes 2-pt jump shot from 13 ft,,27,24
107,1,0:55.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by D. Schröder),27,27
108,1,0:40.0,N. Hilário misses 2-pt layup from 1 ft (block by T. Sefolosha),,27,27
109,1,0:38.0,,Defensive rebound by A. Horford,27,27
110,1,0:33.0,,T. Hardaway misses 2-pt layup from 2 ft,27,27
111,1,0:31.0,Defensive rebound by O. Porter,,27,27
112,1,0:23.0,O. Porter misses 2-pt jump shot from 12 ft,,27,27
113,1,0:20.0,,Defensive rebound by D. Schröder,27,27
114,1,0:02.0,,D. Schröder makes 3-pt jump shot from 25 ft,27,30
