,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PORTLAND_ACTION,LA CLIPPERS_SCORE,PORTLAND_SCORE
0,1,11:41.0,,D. Lillard misses 2-pt jump shot from 17 ft,0,0
1,1,11:40.0,,Offensive rebound by M. Plumlee,0,0
2,1,11:21.0,,M. Harkless misses 3-pt jump shot from 26 ft,0,0
3,1,11:21.0,Defensive rebound by D. Jordan,,0,0
4,1,11:01.0,A. Rivers makes 2-pt layup from 1 ft (assist by J. Redick),,2,0
5,1,10:42.0,,A. Aminu misses 3-pt jump shot from 26 ft,2,0
6,1,10:41.0,Defensive rebound by D. Jordan,,2,0
7,1,10:35.0,J. Green makes 2-pt layup from 1 ft,,4,0
8,1,10:17.0,,C. McCollum makes 2-pt layup from 2 ft (assist by D. Lillard),4,2
9,1,9:54.0,J. Redick makes 2-pt jump shot from 19 ft (assist by D. Jordan),,6,2
10,1,9:44.0,,Personal foul by L. Mbah a Moute,6,2
11,1,9:38.0,,D. Lillard makes 2-pt jump shot from 17 ft (assist by M. Plumlee),6,4
12,1,9:25.0,D. Jordan makes 2-pt dunk at rim (assist by A. Rivers),,8,4
13,1,9:22.0,,Personal foul by J. Redick,8,4
14,1,9:14.0,,C. McCollum misses 2-pt jump shot from 19 ft,8,4
15,1,9:13.0,,Offensive rebound by M. Plumlee,8,4
16,1,9:04.0,,D. Lillard makes 2-pt layup from 2 ft,8,6
17,1,9:03.0,,Violation by Team (jump ball),8,6
18,1,8:45.0,,Offensive charge foul by L. Mbah a Moute (drawn by D. Lillard),8,6
19,1,8:45.0,Turnover by L. Mbah a Moute (offensive foul),,8,6
20,1,8:30.0,,M. Plumlee misses 2-pt jump shot from 6 ft,8,6
21,1,8:29.0,,Offensive rebound by M. Plumlee,8,6
22,1,8:27.0,,Turnover by M. Plumlee (bad pass; steal by D. Jordan),8,6
23,1,8:20.0,A. Rivers misses 2-pt jump shot from 5 ft,,8,6
24,1,8:19.0,,Defensive rebound by D. Lillard,8,6
25,1,8:13.0,,D. Lillard makes 3-pt jump shot from 26 ft,8,9
26,1,7:53.0,J. Redick misses 2-pt jump shot from 18 ft,,8,9
27,1,7:52.0,Offensive rebound by L. Mbah a Moute,,8,9
28,1,7:52.0,L. Mbah a Moute misses 2-pt layup from 1 ft,,8,9
29,1,7:47.0,Offensive rebound by L. Mbah a Moute,,8,9
30,1,7:46.0,Turnover by J. Redick (bad pass; steal by D. Lillard),,8,9
31,1,7:45.0,,Personal foul by J. Redick,8,9
32,1,7:45.0,J. Crawford enters the game for L. Mbah a Moute,,8,9
33,1,7:45.0,W. Johnson enters the game for J. Redick,,8,9
34,1,7:34.0,,D. Lillard misses 3-pt jump shot from 28 ft,8,9
35,1,7:34.0,Defensive rebound by Team,,8,9
36,1,7:25.0,A. Rivers makes 2-pt layup from 1 ft,,10,9
37,1,7:25.0,Shooting foul by M. Plumlee (drawn by A. Rivers),,10,9
38,1,7:25.0,A. Rivers makes free throw 1 of 1,,11,9
39,1,7:02.0,,M. Harkless misses 2-pt jump shot from 7 ft (block by W. Johnson),11,9
40,1,7:02.0,,Offensive rebound by A. Aminu,11,9
41,1,7:02.0,,Turnover by Team (shot clock),11,9
42,1,6:51.0,A. Rivers misses 2-pt jump shot from 14 ft,,11,9
43,1,6:51.0,Offensive rebound by W. Johnson,,11,9
44,1,6:46.0,LA Clippers full timeout,,11,9
45,1,6:46.0,P. Prigioni enters the game for A. Rivers,,11,9
46,1,6:43.0,Personal foul by C. McCollum,,11,9
47,1,6:37.0,J. Crawford misses 2-pt jump shot from 13 ft,,11,9
48,1,6:35.0,,Defensive rebound by C. McCollum,11,9
49,1,6:27.0,,C. McCollum misses 2-pt jump shot from 17 ft,11,9
50,1,6:25.0,Defensive rebound by J. Green,,11,9
51,1,6:15.0,D. Jordan misses 2-pt layup from 1 ft,,11,9
52,1,6:14.0,,Defensive rebound by M. Plumlee,11,9
53,1,6:09.0,,Personal foul by P. Prigioni,11,9
54,1,6:02.0,,C. McCollum misses 3-pt jump shot from 24 ft,11,9
55,1,6:01.0,Defensive rebound by J. Green,,11,9
56,1,5:48.0,J. Green misses 2-pt layup from 1 ft,,11,9
57,1,5:47.0,,Defensive rebound by M. Plumlee,11,9
58,1,5:43.0,,Personal foul by J. Crawford,11,9
59,1,5:43.0,,M. Harkless misses free throw 1 of 2,11,9
60,1,5:43.0,,Offensive rebound by Team,11,9
61,1,5:43.0,,M. Harkless misses free throw 2 of 2,11,9
62,1,5:42.0,Defensive rebound by D. Jordan,,11,9
63,1,5:28.0,W. Johnson makes 3-pt jump shot from 26 ft (assist by P. Prigioni),,14,9
64,1,5:10.0,,C. McCollum makes 2-pt jump shot from 15 ft,14,11
65,1,4:56.0,W. Johnson misses 2-pt jump shot from 20 ft,,14,11
