,QUARTER,TIME_REMAINING,BOSTON_ACTION,SAN ANTONIO_ACTION,BOSTON_SCORE,SAN ANTONIO_SCORE
34,1,6:50.0,Defensive rebound by J. Sullinger,,12,8
35,1,6:37.0,A. Bradley makes 2-pt jump shot from 17 ft (assist by A. Johnson),,14,8
36,1,6:16.0,,Turnover by T. Parker (bad pass; steal by I. Thomas),14,8
37,1,6:11.0,J. Crowder makes 2-pt layup from 1 ft (assist by I. Thomas),,16,8
38,1,6:03.0,,K. Leonard misses 2-pt jump shot from 5 ft (block by A. Johnson),16,8
39,1,5:59.0,Defensive rebound by A. Johnson,,16,8
40,1,5:57.0,A. Johnson makes 2-pt layup from 2 ft (assist by I. Thomas),,18,8
41,1,5:57.0,,San Antonio full timeout,18,8
42,1,5:57.0,,P. Mills enters the game for T. Parker,18,8
43,1,5:57.0,,B. Diaw enters the game for T. Duncan,18,8
44,1,5:57.0,,M. Ginóbili enters the game for D. Green,18,8
45,1,5:57.0,E. Turner enters the game for I. Thomas,,18,8
46,1,5:43.0,,B. Diaw makes 2-pt layup from 3 ft,18,10
47,1,5:29.0,Offensive foul by A. Johnson (drawn by K. Leonard),,18,10
48,1,5:29.0,Turnover by A. Johnson (offensive foul),,18,10
49,1,5:18.0,,Turnover by L. Aldridge (lost ball; steal by A. Bradley),18,10
50,1,5:14.0,Turnover by A. Bradley (bad pass),,18,10
51,1,5:14.0,K. Olynyk enters the game for A. Johnson,,18,10
52,1,5:01.0,,L. Aldridge makes 2-pt hook shot from 6 ft,18,12
53,1,4:38.0,Turnover by E. Turner (bad pass; steal by K. Leonard),,18,12
54,1,4:35.0,,Turnover by K. Leonard (lost ball; steal by J. Crowder),18,12
55,1,4:30.0,A. Bradley makes 3-pt jump shot from 25 ft,,21,12
56,1,4:17.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by B. Diaw),21,15
57,1,4:02.0,Turnover by A. Bradley (bad pass),,21,15
58,1,3:49.0,,L. Aldridge misses 2-pt jump shot from 18 ft,21,15
59,1,3:47.0,,Offensive rebound by B. Diaw,21,15
60,1,3:43.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,21,15
61,1,3:41.0,Defensive rebound by K. Olynyk,,21,15
62,1,3:35.0,E. Turner misses 3-pt jump shot from 27 ft,,21,15
63,1,3:34.0,,Defensive rebound by K. Leonard,21,15
64,1,3:25.0,,K. Leonard makes 3-pt jump shot from 24 ft,21,18
65,1,3:25.0,Boston full timeout,,21,18
66,1,3:25.0,,D. West enters the game for L. Aldridge,21,18
67,1,3:25.0,J. Jerebko enters the game for J. Sullinger,,21,18
68,1,3:05.0,K. Olynyk misses 2-pt jump shot from 6 ft,,21,18
69,1,3:04.0,,Defensive rebound by D. West,21,18
70,1,2:52.0,,Personal foul by K. Olynyk (drawn by D. West),21,18
71,1,2:52.0,,D. West makes free throw 1 of 2,21,19
72,1,2:52.0,,D. West misses free throw 2 of 2,21,19
73,1,2:50.0,Defensive rebound by K. Olynyk,,21,19
74,1,2:32.0,E. Turner makes 2-pt jump shot from 12 ft,,23,19
75,1,2:13.0,,P. Mills misses 3-pt jump shot from 25 ft,23,19
76,1,2:12.0,,Offensive rebound by D. West,23,19
77,1,2:12.0,,D. West makes 2-pt layup from 1 ft,23,21
78,1,1:58.0,E. Turner misses 2-pt jump shot from 16 ft,,23,21
79,1,1:56.0,,Defensive rebound by D. West,23,21
80,1,1:42.0,,D. West makes 2-pt jump shot from 11 ft (assist by B. Diaw),23,23
81,1,1:28.0,K. Olynyk makes 2-pt jump shot from 19 ft (assist by J. Jerebko),,25,23
82,1,1:07.0,,B. Diaw makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),25,26
83,1,0:53.0,K. Olynyk misses 2-pt jump shot from 8 ft,,25,26
84,1,0:52.0,,Defensive rebound by D. West,25,26
85,1,0:42.0,,D. West makes 2-pt layup from 2 ft (assist by K. Leonard),25,28
86,1,0:42.0,,Shooting foul by J. Crowder (drawn by D. West),25,28
87,1,0:42.0,I. Thomas enters the game for J. Crowder,,25,28
88,1,0:42.0,,D. Green enters the game for K. Leonard,25,28
89,1,0:42.0,,D. West makes free throw 1 of 1,25,29
90,1,0:33.0,J. Jerebko misses 3-pt jump shot from 25 ft,,25,29
91,1,0:32.0,,Defensive rebound by P. Mills,25,29
92,1,0:09.0,,B. Diaw misses 3-pt jump shot from 22 ft,25,29
93,1,0:08.0,Defensive rebound by I. Thomas,,25,29
94,1,0:03.0,Personal foul by D. Green (drawn by I. Thomas),,25,29
95,1,0:00.0,K. Olynyk makes 2-pt layup from 1 ft (assist by E. Turner),,27,29
96,2,11:43.0,,M. Ginóbili makes 2-pt layup from 2 ft (assist by P. Mills),27,31
97,2,11:27.0,J. Jerebko misses 2-pt jump shot from 7 ft,,27,31
98,2,11:25.0,,Defensive rebound by P. Mills,27,31
99,2,11:12.0,,B. Diaw misses 2-pt jump shot from 9 ft,27,31
100,2,11:12.0,,Offensive rebound by D. West,27,31
101,2,11:12.0,Loose ball foul by T. Zeller (drawn by D. West),,27,31
102,2,11:12.0,R. Hunter enters the game for J. Jerebko,,27,31
103,2,10:56.0,,P. Mills makes 2-pt layup from 2 ft (assist by D. West),27,33
104,2,10:41.0,K. Olynyk makes 2-pt layup from 1 ft,,29,33
105,2,10:29.0,,B. Diaw makes 2-pt layup from 1 ft,29,35
106,2,10:22.0,,Violation by D. West (kicked ball),29,35
107,2,10:22.0,,T. Parker enters the game for P. Mills,29,35
108,2,10:13.0,E. Turner makes 3-pt jump shot from 23 ft (assist by I. Thomas),,32,35
109,2,10:02.0,,Shooting foul by K. Olynyk (drawn by B. Diaw),32,35
110,2,10:02.0,,B. Diaw makes free throw 1 of 2,32,36
111,2,10:02.0,,T. Duncan enters the game for D. West,32,36
112,2,10:02.0,,B. Diaw makes free throw 2 of 2,32,37
113,2,9:43.0,I. Thomas misses 3-pt jump shot from 24 ft,,32,37
114,2,9:42.0,,Defensive rebound by T. Duncan,32,37
115,2,9:29.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,32,37
116,2,9:28.0,Defensive rebound by E. Turner,,32,37
117,2,9:21.0,Offensive foul by K. Olynyk (drawn by M. Ginóbili),,32,37
118,2,9:21.0,Turnover by K. Olynyk (offensive foul),,32,37
119,2,9:21.0,,K. Anderson enters the game for M. Ginóbili,32,37
120,2,9:21.0,J. Sullinger enters the game for K. Olynyk,,32,37
121,2,8:55.0,,K. Anderson makes 2-pt hook shot from 10 ft,32,39
122,2,8:46.0,I. Thomas makes 2-pt jump shot from 14 ft,,34,39
123,2,8:27.0,,B. Diaw makes 2-pt jump shot from 8 ft,34,41
124,2,8:27.0,,Shooting foul by J. Sullinger (drawn by B. Diaw),34,41
125,2,8:27.0,Official timeout,,34,41
126,2,8:27.0,,B. Diaw makes free throw 1 of 1,34,42
127,2,8:10.0,J. Sullinger misses 2-pt jump shot from 21 ft,,34,42
128,2,8:09.0,,Defensive rebound by D. Green,34,42
129,2,7:47.0,,T. Parker makes 2-pt jump shot from 16 ft,34,44
130,2,7:40.0,Personal foul by T. Parker (drawn by I. Thomas),,34,44
131,2,7:40.0,,L. Aldridge enters the game for B. Diaw,34,44
132,2,7:34.0,Turnover by T. Zeller (traveling),,34,44
133,2,7:20.0,,D. Green misses 3-pt jump shot from 24 ft,34,44
134,2,7:19.0,Defensive rebound by I. Thomas,,34,44
135,2,7:13.0,I. Thomas misses 2-pt layup from 2 ft,,34,44
136,2,7:12.0,Offensive rebound by T. Zeller,,34,44
137,2,7:12.0,T. Zeller misses 2-pt layup from 2 ft,,34,44
138,2,7:10.0,,Defensive rebound by Team,34,44
139,2,7:00.0,,Turnover by T. Parker (traveling),34,44
140,2,7:00.0,J. Crowder enters the game for E. Turner,,34,44
141,2,6:52.0,Personal foul by T. Parker (drawn by I. Thomas),,34,44
142,2,6:43.0,T. Zeller makes 2-pt jump shot from 20 ft (assist by R. Hunter),,36,44
143,2,6:24.0,,T. Parker makes 2-pt jump shot from 3 ft (assist by T. Duncan),36,46
144,2,6:16.0,T. Zeller makes 2-pt layup from 4 ft (assist by I. Thomas),,38,46
145,2,6:16.0,Shooting foul by L. Aldridge (drawn by T. Zeller),,38,46
146,2,6:16.0,,K. Leonard enters the game for D. Green,38,46
147,2,6:16.0,T. Zeller misses free throw 1 of 1,,38,46
148,2,6:14.0,,Defensive rebound by L. Aldridge,38,46
149,2,6:04.0,,T. Duncan makes 2-pt jump shot from 18 ft (assist by T. Parker),38,48
150,2,5:54.0,I. Thomas misses 2-pt jump shot from 19 ft,,38,48
151,2,5:52.0,,Defensive rebound by K. Anderson,38,48
152,2,5:41.0,,L. Aldridge makes 2-pt jump shot from 14 ft (assist by T. Parker),38,50
153,2,5:37.0,Boston full timeout,,38,50
154,2,5:37.0,A. Bradley enters the game for R. Hunter,,38,50
155,2,5:37.0,A. Johnson enters the game for T. Zeller,,38,50
156,2,5:25.0,A. Bradley misses 2-pt jump shot from 21 ft,,38,50
157,2,5:24.0,Offensive rebound by J. Sullinger,,38,50
158,2,5:19.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Sullinger),,41,50
159,2,4:59.0,,L. Aldridge makes 2-pt jump shot from 15 ft,41,52
160,2,4:37.0,A. Johnson misses 3-pt jump shot from 25 ft,,41,52
161,2,4:36.0,,Defensive rebound by T. Duncan,41,52
162,2,4:32.0,,Turnover by T. Parker (traveling),41,52
163,2,4:19.0,Turnover by J. Sullinger (bad pass; steal by K. Anderson),,41,52
164,2,3:59.0,,L. Aldridge misses 2-pt layup from 2 ft,41,52
165,2,3:58.0,Defensive rebound by J. Sullinger,,41,52
166,2,3:53.0,E. Turner enters the game for I. Thomas,,41,52
167,2,3:53.0,,M. Ginóbili enters the game for K. Anderson,41,52
168,2,3:49.0,J. Sullinger misses 2-pt jump shot from 15 ft,,41,52
169,2,3:49.0,,Defensive rebound by T. Duncan,41,52
170,2,3:49.0,Loose ball foul by J. Crowder (drawn by T. Duncan),,41,52
171,2,3:30.0,,L. Aldridge makes 2-pt jump shot from 13 ft (assist by M. Ginóbili),41,54
172,2,3:12.0,A. Johnson makes 2-pt jump shot from 8 ft (assist by J. Crowder),,43,54
173,2,2:49.0,,L. Aldridge makes 2-pt jump shot from 14 ft,43,56
174,2,2:28.0,E. Turner misses 2-pt jump shot from 13 ft,,43,56
175,2,2:27.0,Offensive rebound by Team,,43,56
176,2,2:27.0,,Loose ball foul by L. Aldridge (drawn by J. Sullinger),43,56
177,2,2:27.0,,San Antonio full timeout,43,56
178,2,2:27.0,,B. Diaw enters the game for T. Duncan,43,56
179,2,2:27.0,,P. Mills enters the game for T. Parker,43,56
180,2,2:12.0,E. Turner misses 2-pt jump shot from 15 ft,,43,56
181,2,2:10.0,Offensive rebound by Team,,43,56
182,2,2:00.0,E. Turner makes 2-pt jump shot from 11 ft,,45,56
183,2,1:31.0,,M. Ginóbili makes 2-pt jump shot from 16 ft (assist by B. Diaw),45,58
184,2,1:18.0,E. Turner makes 2-pt jump shot from 16 ft (assist by J. Sullinger),,47,58
185,2,0:57.0,,M. Ginóbili misses 3-pt jump shot from 26 ft,47,58
186,2,0:56.0,Defensive rebound by A. Johnson,,47,58
187,2,0:52.0,A. Johnson makes 2-pt layup from 2 ft,,49,58
188,2,0:28.0,,Turnover by M. Ginóbili (bad pass; steal by E. Turner),49,58
189,2,0:24.0,E. Turner misses 2-pt layup from 1 ft,,49,58
190,2,0:22.0,Offensive rebound by E. Turner,,49,58
191,2,0:19.0,E. Turner misses 2-pt jump shot from 8 ft (block by L. Aldridge),,49,58
192,2,0:18.0,,Defensive rebound by P. Mills,49,58
193,2,0:01.0,,K. Leonard misses 2-pt jump shot from 19 ft,49,58
194,2,0:00.0,,Offensive rebound by Team,49,58
195,3,11:44.0,,L. Aldridge misses 2-pt jump shot from 20 ft,49,58
196,3,11:43.0,Defensive rebound by J. Sullinger,,49,58
197,3,11:32.0,,Violation by T. Duncan (kicked ball),49,58
198,3,11:21.0,A. Johnson misses 2-pt jump shot from 7 ft,,49,58
199,3,11:20.0,,Defensive rebound by K. Leonard,49,58
200,3,11:17.0,Violation by J. Crowder (kicked ball),,49,58
201,3,11:11.0,,T. Parker makes 2-pt jump shot from 11 ft,49,60
202,3,11:00.0,Personal foul by K. Leonard (drawn by J. Crowder),,49,60
203,3,10:57.0,Turnover by I. Thomas (bad pass),,49,60
204,3,10:37.0,,L. Aldridge misses 2-pt jump shot from 19 ft,49,60
205,3,10:37.0,Defensive rebound by Team,,49,60
206,3,10:37.0,,Loose ball foul by K. Leonard (drawn by J. Sullinger),49,60
207,3,10:30.0,Turnover by I. Thomas (lost ball),,49,60
208,3,10:14.0,,T. Duncan makes 2-pt jump shot from 4 ft (assist by L. Aldridge),49,62
209,3,10:00.0,I. Thomas misses 3-pt jump shot from 24 ft,,49,62
210,3,9:59.0,Offensive rebound by J. Sullinger,,49,62
211,3,9:57.0,Shooting foul by L. Aldridge (drawn by J. Sullinger),,49,62
212,3,9:57.0,J. Sullinger makes free throw 1 of 2,,50,62
213,3,9:57.0,J. Sullinger makes free throw 2 of 2,,51,62
214,3,9:42.0,,K. Leonard misses 3-pt jump shot from 23 ft,51,62
215,3,9:41.0,,Offensive rebound by Team,51,62
216,3,9:34.0,,Turnover by Team (back court),51,62
217,3,9:31.0,Personal foul by D. Green (drawn by I. Thomas),,51,62
218,3,9:24.0,J. Crowder makes 2-pt jump shot from 19 ft,,53,62
219,3,9:07.0,,T. Parker misses 2-pt jump shot from 20 ft,53,62
220,3,9:06.0,Defensive rebound by J. Crowder,,53,62
221,3,9:01.0,I. Thomas makes 3-pt jump shot from 24 ft,,56,62
222,3,8:45.0,,K. Leonard makes 2-pt jump shot from 20 ft (assist by T. Duncan),56,64
223,3,8:25.0,A. Johnson misses 3-pt jump shot from 24 ft,,56,64
224,3,8:24.0,,Defensive rebound by L. Aldridge,56,64
225,3,8:08.0,,T. Duncan misses 2-pt jump shot from 8 ft,56,64
226,3,8:07.0,Defensive rebound by J. Sullinger,,56,64
227,3,8:02.0,Shooting foul by T. Duncan (drawn by I. Thomas),,56,64
228,3,8:02.0,,Violation by Team (delay of game),56,64
229,3,8:02.0,I. Thomas makes free throw 1 of 2,,57,64
230,3,8:02.0,I. Thomas makes free throw 2 of 2,,58,64
231,3,7:42.0,,T. Parker makes 2-pt layup from 1 ft,58,66
232,3,7:15.0,A. Bradley misses 2-pt jump shot from 19 ft,,58,66
233,3,7:14.0,,Defensive rebound by D. Green,58,66
234,3,7:03.0,,Shooting foul by J. Sullinger (drawn by K. Leonard),58,66
235,3,7:03.0,,K. Leonard makes free throw 1 of 2,58,67
236,3,7:03.0,,K. Leonard makes free throw 2 of 2,58,68
237,3,6:53.0,I. Thomas misses 3-pt jump shot from 24 ft,,58,68
238,3,6:52.0,,Defensive rebound by K. Leonard,58,68
239,3,6:41.0,,K. Leonard makes 2-pt jump shot from 12 ft,58,70
240,3,6:31.0,J. Sullinger misses 2-pt jump shot from 16 ft,,58,70
241,3,6:30.0,,Defensive rebound by D. Green,58,70
242,3,6:16.0,,K. Leonard misses 3-pt jump shot from 23 ft,58,70
243,3,6:15.0,Defensive rebound by J. Sullinger,,58,70
244,3,6:13.0,Shooting foul by K. Leonard (drawn by J. Crowder),,58,70
245,3,6:13.0,J. Crowder makes free throw 1 of 2,,59,70
246,3,6:13.0,J. Crowder makes free throw 2 of 2,,60,70
247,3,5:58.0,,L. Aldridge misses 2-pt jump shot from 5 ft,60,70
248,3,5:58.0,,Offensive rebound by L. Aldridge,60,70
249,3,5:58.0,,Shooting foul by J. Crowder (drawn by L. Aldridge),60,70
250,3,5:58.0,,San Antonio full timeout,60,70
251,3,5:58.0,K. Olynyk enters the game for A. Johnson,,60,70
252,3,5:58.0,,L. Aldridge misses free throw 1 of 2,60,70
253,3,5:58.0,,Offensive rebound by Team,60,70
254,3,5:58.0,,M. Ginóbili enters the game for K. Leonard,60,70
255,3,5:58.0,,L. Aldridge makes free throw 2 of 2,60,71
256,3,5:41.0,J. Sullinger misses 3-pt jump shot from 26 ft,,60,71
257,3,5:41.0,,Defensive rebound by Team,60,71
258,3,5:41.0,Loose ball foul by K. Olynyk (drawn by M. Ginóbili),,60,71
259,3,5:24.0,,T. Duncan makes 2-pt jump shot from 11 ft,60,73
260,3,5:16.0,Boston full timeout,,60,73
261,3,5:16.0,,B. Diaw enters the game for T. Duncan,60,73
262,3,5:16.0,,P. Mills enters the game for T. Parker,60,73
263,3,5:03.0,I. Thomas makes 2-pt jump shot from 14 ft,,62,73
264,3,4:38.0,,B. Diaw misses 2-pt jump shot from 3 ft (block by K. Olynyk),62,73
265,3,4:36.0,,Offensive rebound by L. Aldridge,62,73
266,3,4:33.0,,L. Aldridge makes 2-pt layup at rim,62,75
267,3,4:17.0,J. Sullinger makes 2-pt jump shot from 5 ft,,64,75
268,3,4:11.0,,P. Mills makes 3-pt jump shot from 25 ft,64,78
269,3,4:00.0,I. Thomas makes 2-pt layup from 1 ft,,66,78
270,3,3:47.0,,D. Green misses 3-pt jump shot from 24 ft,66,78
271,3,3:46.0,Defensive rebound by J. Sullinger,,66,78
272,3,3:38.0,I. Thomas misses 3-pt jump shot from 24 ft,,66,78
273,3,3:36.0,,Defensive rebound by L. Aldridge,66,78
274,3,3:18.0,,Shooting foul by K. Olynyk (drawn by B. Diaw),66,78
275,3,3:18.0,,B. Diaw misses free throw 1 of 2,66,78
276,3,3:18.0,,Offensive rebound by Team,66,78
277,3,3:18.0,J. Jerebko enters the game for J. Crowder,,66,78
278,3,3:18.0,E. Turner enters the game for J. Sullinger,,66,78
279,3,3:18.0,,B. Diaw misses free throw 2 of 2,66,78
280,3,3:17.0,,Offensive rebound by L. Aldridge,66,78
281,3,3:07.0,,L. Aldridge misses 2-pt jump shot from 12 ft,66,78
282,3,3:06.0,,Offensive rebound by D. Green,66,78
283,3,3:03.0,,D. Green misses 2-pt layup from 1 ft,66,78
284,3,3:02.0,Defensive rebound by J. Jerebko,,66,78
285,3,2:58.0,Offensive foul by J. Jerebko (drawn by D. Green),,66,78
286,3,2:58.0,Turnover by J. Jerebko (offensive foul),,66,78
287,3,2:58.0,,D. West enters the game for L. Aldridge,66,78
288,3,2:44.0,,M. Ginóbili makes 2-pt layup from 1 ft,66,80
289,3,2:32.0,K. Olynyk misses 3-pt jump shot from 25 ft,,66,80
290,3,2:31.0,Offensive rebound by J. Jerebko,,66,80
291,3,2:27.0,Personal foul by D. West (drawn by K. Olynyk),,66,80
292,3,2:27.0,K. Olynyk misses free throw 1 of 2,,66,80
293,3,2:27.0,Offensive rebound by Team,,66,80
294,3,2:27.0,K. Olynyk misses free throw 2 of 2,,66,80
295,3,2:26.0,,Defensive rebound by D. West,66,80
296,3,2:14.0,,Turnover by B. Diaw (bad pass; steal by J. Jerebko),66,80
297,3,2:08.0,Shooting foul by D. Green (drawn by E. Turner),,66,80
298,3,2:08.0,E. Turner makes free throw 1 of 2,,67,80
299,3,2:08.0,A. Johnson enters the game for K. Olynyk,,67,80
300,3,2:08.0,R. Hunter enters the game for I. Thomas,,67,80
301,3,2:08.0,E. Turner misses free throw 2 of 2,,67,80
302,3,2:06.0,Offensive rebound by A. Johnson,,67,80
303,3,2:06.0,Shooting foul by D. West (drawn by A. Johnson),,67,80
304,3,2:06.0,A. Johnson misses free throw 1 of 2,,67,80
305,3,2:06.0,Offensive rebound by Team,,67,80
306,3,2:06.0,A. Johnson misses free throw 2 of 2,,67,80
307,3,2:06.0,,Defensive rebound by M. Ginóbili,67,80
308,3,1:44.0,,M. Ginóbili makes 2-pt jump shot from 18 ft,67,82
309,3,1:33.0,E. Turner makes 2-pt dunk at rim,,69,82
310,3,1:25.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,69,82
311,3,1:24.0,,Offensive rebound by B. Diaw,69,82
312,3,1:01.0,,D. West makes 2-pt jump shot from 15 ft (assist by P. Mills),69,84
313,3,0:47.0,Turnover by A. Johnson (traveling),,69,84
314,3,0:25.0,,P. Mills makes 2-pt jump shot from 16 ft (assist by B. Diaw),69,86
315,3,0:13.0,Personal foul by M. Ginóbili (drawn by R. Hunter),,69,86
316,3,0:13.0,R. Hunter makes free throw 1 of 2,,70,86
317,3,0:13.0,R. Hunter makes free throw 2 of 2,,71,86
318,3,0:00.0,,Turnover by B. Diaw (bad pass),71,86
319,4,11:45.0,R. Hunter misses 3-pt jump shot from 23 ft,,71,86
320,4,11:44.0,,Defensive rebound by M. Ginóbili,71,86
321,4,11:32.0,,Turnover by D. West (bad pass; steal by E. Turner),71,86
322,4,11:19.0,A. Johnson misses 2-pt jump shot from 6 ft,,71,86
323,4,11:17.0,Offensive rebound by A. Johnson,,71,86
324,4,11:14.0,J. Jerebko misses 2-pt layup from 1 ft (block by D. West),,71,86
325,4,11:14.0,Offensive rebound by J. Jerebko,,71,86
326,4,11:10.0,R. Hunter makes 3-pt jump shot from 22 ft (assist by J. Jerebko),,74,86
327,4,10:49.0,,B. Diaw misses 2-pt layup at rim,74,86
328,4,10:48.0,Defensive rebound by J. Jerebko,,74,86
329,4,10:36.0,E. Turner misses 2-pt jump shot from 17 ft,,74,86
330,4,10:35.0,,Defensive rebound by M. Ginóbili,74,86
331,4,10:30.0,,Personal foul by E. Turner (drawn by B. Diaw),74,86
332,4,10:30.0,,K. Leonard enters the game for D. Green,74,86
333,4,10:22.0,,P. Mills makes 2-pt jump shot from 21 ft (assist by M. Ginóbili),74,88
334,4,10:11.0,R. Hunter makes 3-pt jump shot from 24 ft (assist by I. Thomas),,77,88
335,4,9:53.0,,B. Diaw misses 2-pt jump shot from 19 ft,77,88
336,4,9:52.0,Defensive rebound by E. Turner,,77,88
337,4,9:40.0,E. Turner makes 2-pt jump shot from 11 ft,,79,88
338,4,9:28.0,,Personal foul by J. Jerebko (drawn by B. Diaw),79,88
339,4,9:14.0,,B. Diaw makes 2-pt jump shot from 13 ft (assist by M. Ginóbili),79,90
340,4,8:58.0,I. Thomas misses 3-pt jump shot from 23 ft,,79,90
341,4,8:57.0,,Defensive rebound by M. Ginóbili,79,90
342,4,8:43.0,,K. Leonard misses 2-pt jump shot from 19 ft,79,90
343,4,8:43.0,Defensive rebound by A. Johnson,,79,90
344,4,8:34.0,I. Thomas misses 2-pt layup at rim,,79,90
345,4,8:33.0,,Defensive rebound by B. Diaw,79,90
346,4,8:29.0,,San Antonio full timeout,79,90
347,4,8:29.0,,K. Anderson enters the game for M. Ginóbili,79,90
348,4,8:29.0,J. Crowder enters the game for J. Jerebko,,79,90
349,4,8:08.0,,K. Anderson makes 2-pt jump shot from 17 ft (assist by K. Leonard),79,92
350,4,7:53.0,Turnover by J. Crowder (lost ball),,79,92
351,4,7:34.0,,K. Anderson misses 2-pt jump shot from 15 ft,79,92
352,4,7:34.0,,Offensive rebound by K. Leonard,79,92
353,4,7:34.0,,K. Leonard misses 2-pt jump shot from 16 ft,79,92
354,4,7:33.0,Defensive rebound by A. Johnson,,79,92
355,4,7:27.0,R. Hunter misses 3-pt jump shot from 24 ft,,79,92
356,4,7:25.0,,Defensive rebound by K. Leonard,79,92
357,4,7:16.0,,B. Diaw makes 2-pt layup from 2 ft (assist by K. Leonard),79,94
358,4,7:07.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by I. Thomas),,82,94
359,4,6:55.0,,Personal foul by J. Crowder (drawn by K. Leonard),82,94
360,4,6:55.0,A. Bradley enters the game for I. Thomas,,82,94
361,4,6:48.0,,Turnover by K. Leonard (bad pass; steal by A. Johnson),82,94
362,4,6:48.0,Personal foul by K. Leonard (drawn by A. Johnson),,82,94
363,4,6:35.0,E. Turner misses 2-pt jump shot from 15 ft,,82,94
364,4,6:34.0,,Defensive rebound by K. Anderson,82,94
365,4,6:21.0,,P. Mills misses 3-pt jump shot from 25 ft,82,94
366,4,6:21.0,Defensive rebound by J. Crowder,,82,94
367,4,6:14.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by J. Crowder),,85,94
368,4,5:55.0,,Shooting foul by A. Johnson (drawn by K. Leonard),85,94
369,4,5:55.0,Official timeout,,85,94
370,4,5:55.0,,D. Green enters the game for P. Mills,85,94
371,4,5:55.0,,L. Aldridge enters the game for B. Diaw,85,94
372,4,5:55.0,,T. Parker enters the game for D. West,85,94
373,4,5:55.0,,K. Leonard misses free throw 1 of 2,85,94
374,4,5:55.0,,Offensive rebound by Team,85,94
375,4,5:55.0,,K. Leonard makes free throw 2 of 2,85,95
376,4,5:50.0,Personal foul by K. Anderson (drawn by J. Crowder),,85,95
377,4,5:50.0,I. Thomas enters the game for R. Hunter,,85,95
378,4,5:50.0,,P. Mills enters the game for K. Anderson,85,95
379,4,5:43.0,E. Turner makes 2-pt layup at rim,,87,95
380,4,5:29.0,,Turnover by K. Leonard (lost ball),87,95
381,4,5:15.0,E. Turner misses 2-pt layup at rim,,87,95
382,4,5:14.0,Offensive rebound by A. Bradley,,87,95
383,4,4:59.0,A. Bradley misses 2-pt layup from 1 ft,,87,95
