,QUARTER,TIME_REMAINING,MIAMI_ACTION,MILWAUKEE_ACTION,MIAMI_SCORE,MILWAUKEE_SCORE
0,1,11:44.0,A. Stoudemire makes 2-pt jump shot from 4 ft (assist by C. Bosh),,2,0
1,1,11:29.0,,Turnover by G. Antetokounmpo (bad pass; steal by D. Wade),2,0
2,1,11:18.0,C. Bosh makes 2-pt jump shot from 17 ft (assist by G. Dragić),,4,0
3,1,10:58.0,,G. Antetokounmpo makes 2-pt layup at rim,4,2
4,1,10:41.0,L. Deng misses 3-pt jump shot from 24 ft,,4,2
5,1,10:40.0,,Defensive rebound by G. Monroe,4,2
6,1,10:35.0,,J. Parker makes 2-pt layup at rim (assist by M. Carter-Williams),4,4
7,1,10:18.0,Turnover by L. Deng (bad pass; steal by J. Parker),,4,4
8,1,10:11.0,,G. Monroe misses 2-pt layup at rim (block by L. Deng),4,4
9,1,10:07.0,Defensive rebound by G. Dragić,,4,4
10,1,10:02.0,G. Dragić makes 2-pt jump shot from 16 ft,,6,4
11,1,9:43.0,,K. Middleton misses 2-pt layup from 1 ft,6,4
12,1,9:41.0,,Offensive rebound by G. Monroe,6,4
13,1,9:38.0,,G. Monroe makes 2-pt hook shot from 5 ft,6,6
14,1,9:18.0,G. Dragić makes 2-pt jump shot from 14 ft,,8,6
15,1,9:00.0,,G. Antetokounmpo misses 2-pt jump shot from 4 ft,8,6
16,1,8:59.0,Defensive rebound by D. Wade,,8,6
17,1,8:49.0,C. Bosh misses 3-pt jump shot from 22 ft,,8,6
18,1,8:48.0,,Defensive rebound by M. Carter-Williams,8,6
19,1,8:40.0,,G. Monroe makes 2-pt hook shot from 5 ft (assist by M. Carter-Williams),8,8
20,1,8:30.0,G. Dragić makes 2-pt layup from 2 ft (assist by D. Wade),,10,8
21,1,8:17.0,,Personal foul by L. Deng (drawn by M. Carter-Williams),10,8
22,1,8:11.0,,J. Parker makes 2-pt layup at rim (assist by G. Monroe),10,10
23,1,8:11.0,,Shooting foul by D. Wade (drawn by J. Parker),10,10
24,1,8:11.0,,J. Parker makes free throw 1 of 1,10,11
25,1,8:00.0,A. Stoudemire makes 2-pt layup from 1 ft (assist by G. Dragić),,12,11
26,1,7:43.0,,M. Carter-Williams makes 2-pt jump shot from 6 ft,12,13
27,1,7:24.0,D. Wade makes 2-pt jump shot from 9 ft,,14,13
28,1,7:10.0,,K. Middleton misses 2-pt jump shot from 14 ft,14,13
29,1,7:09.0,Defensive rebound by C. Bosh,,14,13
30,1,6:57.0,A. Stoudemire makes 2-pt dunk at rim (assist by D. Wade),,16,13
31,1,6:43.0,,J. Parker misses 2-pt jump shot from 15 ft,16,13
32,1,6:41.0,Defensive rebound by A. Stoudemire,,16,13
33,1,6:32.0,J. Winslow enters the game for A. Stoudemire,,16,13
34,1,6:32.0,,M. Plumlee enters the game for G. Monroe,16,13
35,1,6:21.0,D. Wade misses 2-pt layup at rim,,16,13
36,1,6:20.0,,Defensive rebound by J. Parker,16,13
37,1,6:04.0,,M. Carter-Williams misses 2-pt jump shot from 18 ft,16,13
38,1,6:02.0,Defensive rebound by L. Deng,,16,13
39,1,5:49.0,Turnover by C. Bosh (bad pass),,16,13
40,1,5:49.0,,Milwaukee full timeout,16,13
41,1,5:49.0,J. McRoberts enters the game for C. Bosh,,16,13
42,1,5:30.0,,J. Parker misses 2-pt layup from 1 ft,16,13
43,1,5:28.0,,Offensive rebound by M. Plumlee,16,13
44,1,5:28.0,,M. Plumlee misses 2-pt layup from 1 ft,16,13
45,1,5:27.0,,Offensive rebound by M. Plumlee,16,13
46,1,5:27.0,,M. Plumlee misses 2-pt layup from 1 ft,16,13
47,1,5:26.0,,Offensive rebound by M. Plumlee,16,13
48,1,5:21.0,,K. Middleton misses 2-pt layup from 4 ft,16,13
49,1,5:18.0,,Offensive rebound by M. Plumlee,16,13
50,1,5:18.0,,M. Plumlee makes 2-pt dunk at rim,16,15
51,1,5:05.0,Offensive foul by J. McRoberts (drawn by G. Antetokounmpo),,16,15
52,1,5:05.0,Turnover by J. McRoberts (offensive foul),,16,15
53,1,5:05.0,B. Udrih enters the game for G. Dragić,,16,15
54,1,4:48.0,,M. Carter-Williams misses 3-pt jump shot from 24 ft,16,15
55,1,4:47.0,Defensive rebound by D. Wade,,16,15
56,1,4:40.0,D. Wade misses 2-pt layup at rim (block by M. Plumlee),,16,15
57,1,4:38.0,,Defensive rebound by M. Carter-Williams,16,15
58,1,4:35.0,,J. Parker makes 2-pt layup from 1 ft,16,17
59,1,4:27.0,Miami full timeout,,16,17
60,1,4:27.0,,J. Bayless enters the game for G. Antetokounmpo,16,17
61,1,4:20.0,D. Wade makes 2-pt hook shot from 4 ft (assist by B. Udrih),,18,17
62,1,4:20.0,Shooting foul by J. Bayless (drawn by D. Wade),,18,17
63,1,4:20.0,D. Wade makes free throw 1 of 1,,19,17
64,1,4:08.0,,Turnover by K. Middleton (bad pass; steal by J. McRoberts),19,17
65,1,4:01.0,J. Winslow makes 2-pt layup from 2 ft (assist by D. Wade),,21,17
66,1,3:38.0,,M. Plumlee makes 2-pt hook shot from 1 ft (assist by M. Carter-Williams),21,19
67,1,3:22.0,L. Deng makes 3-pt jump shot from 23 ft (assist by D. Wade),,24,19
68,1,3:08.0,,M. Carter-Williams misses 2-pt jump shot from 4 ft,24,19
69,1,3:06.0,,Offensive rebound by M. Carter-Williams,24,19
70,1,3:05.0,,M. Carter-Williams misses 2-pt layup at rim (block by J. McRoberts),24,19
71,1,3:03.0,Defensive rebound by L. Deng,,24,19
72,1,3:00.0,D. Wade makes 2-pt layup at rim,,26,19
73,1,2:47.0,,Turnover by K. Middleton (bad pass; steal by B. Udrih),26,19
74,1,2:41.0,L. Deng makes 2-pt layup at rim (assist by B. Udrih),,28,19
75,1,2:40.0,,Milwaukee full timeout,28,19
76,1,2:40.0,G. Green enters the game for L. Deng,,28,19
77,1,2:40.0,C. Bosh enters the game for D. Wade,,28,19
78,1,2:40.0,,G. Monroe enters the game for J. Parker,28,19
79,1,2:40.0,,G. Antetokounmpo enters the game for M. Carter-Williams,28,19
80,1,2:40.0,,T. Ennis enters the game for M. Plumlee,28,19
81,1,2:20.0,,G. Antetokounmpo makes 2-pt jump shot from 9 ft,28,21
82,1,1:57.0,C. Bosh misses 2-pt jump shot from 15 ft,,28,21
83,1,1:56.0,Offensive rebound by Team,,28,21
84,1,1:47.0,J. McRoberts makes 2-pt jump shot from 15 ft (assist by G. Green),,30,21
85,1,1:32.0,,Turnover by G. Antetokounmpo (lost ball; steal by G. Green),30,21
86,1,1:28.0,G. Green misses 2-pt layup at rim (block by G. Antetokounmpo),,30,21
87,1,1:25.0,,Defensive rebound by T. Ennis,30,21
88,1,1:20.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by J. Bayless),30,23
89,1,1:02.0,Turnover by B. Udrih (bad pass; steal by G. Antetokounmpo),,30,23
90,1,1:02.0,,Personal foul by J. McRoberts (drawn by G. Antetokounmpo),30,23
91,1,0:58.0,Violation by G. Green (kicked ball),,30,23
92,1,0:55.0,,Personal foul by J. Winslow (drawn by K. Middleton),30,23
93,1,0:55.0,,K. Middleton makes free throw 1 of 3,30,24
94,1,0:55.0,,K. Middleton makes free throw 2 of 3,30,25
95,1,0:55.0,,K. Middleton makes free throw 3 of 3,30,26
96,1,0:44.0,B. Udrih makes 3-pt jump shot from 26 ft (assist by J. Winslow),,33,26
97,1,0:29.0,,Turnover by T. Ennis (bad pass; steal by G. Green),33,26
98,1,0:23.0,G. Green misses 2-pt jump shot from 8 ft,,33,26
99,1,0:22.0,,Defensive rebound by G. Antetokounmpo,33,26
100,1,0:06.0,,Personal foul by J. Winslow (drawn by K. Middleton),33,26
101,1,0:06.0,,K. Middleton makes free throw 1 of 2,33,27
102,1,0:06.0,,K. Middleton makes free throw 2 of 2,33,28
103,1,0:05.0,Personal take foul by T. Ennis (drawn by B. Udrih),,33,28
104,1,0:02.0,G. Green misses 3-pt jump shot from 23 ft,,33,28
105,1,0:01.0,Offensive rebound by J. Winslow,,33,28
106,2,11:50.0,,Turnover by T. Ennis (bad pass; steal by C. Bosh),33,28
107,2,11:36.0,J. Winslow misses 2-pt layup from 1 ft,,33,28
108,2,11:34.0,Offensive rebound by G. Green,,33,28
109,2,11:34.0,G. Green makes 2-pt dunk at rim,,35,28
110,2,11:17.0,,Turnover by G. Antetokounmpo (lost ball; steal by G. Green),35,28
111,2,11:13.0,G. Green makes 2-pt layup at rim (assist by J. McRoberts),,37,28
112,2,11:08.0,,Personal foul by G. Green (drawn by J. Bayless),37,28
113,2,10:52.0,,G. Antetokounmpo misses 2-pt jump shot from 5 ft,37,28
114,2,10:50.0,,Offensive rebound by G. Monroe,37,28
115,2,10:50.0,,G. Monroe makes 2-pt layup at rim,37,30
116,2,10:27.0,Shooting foul by T. Ennis (drawn by J. Winslow),,37,30
117,2,10:27.0,J. Winslow makes free throw 1 of 2,,38,30
118,2,10:27.0,G. Dragić enters the game for B. Udrih,,38,30
