,QUARTER,TIME_REMAINING,BOSTON_ACTION,DENVER_ACTION,BOSTON_SCORE,DENVER_SCORE
381,4,8:11.0,J. Jerebko makes 2-pt layup from 3 ft,,101,87
382,4,7:47.0,,G. Harris makes 2-pt jump shot from 22 ft,101,89
383,4,7:29.0,Personal foul by D. Augustin (drawn by T. Zeller),,101,89
384,4,7:29.0,Turnover by E. Turner (offensive foul),,101,89
385,4,7:29.0,Offensive foul by E. Turner (drawn by W. Barton),,101,89
386,4,7:22.0,,Offensive foul by J. Nurkić (drawn by M. Smart),101,89
387,4,7:22.0,,Turnover by J. Nurkić (offensive foul),101,89
388,4,7:12.0,Offensive foul by M. Smart (drawn by W. Barton),,101,89
389,4,7:12.0,Turnover by M. Smart (offensive foul),,101,89
390,4,7:04.0,,Shooting foul by T. Zeller (drawn by W. Barton),101,89
391,4,7:04.0,,W. Barton makes free throw 1 of 2,101,90
392,4,7:04.0,I. Thomas enters the game for E. Turner,,101,90
393,4,7:04.0,,W. Barton makes free throw 2 of 2,101,91
394,4,6:54.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by J. Jerebko),,104,91
395,4,6:39.0,,G. Harris makes 2-pt layup from 1 ft (assist by W. Barton),104,93
396,4,6:25.0,M. Smart makes 2-pt layup from 2 ft (assist by J. Jerebko),,106,93
397,4,6:25.0,Technical foul by M. Smart,,106,93
398,4,6:25.0,,W. Barton misses technical free throw,106,93
399,4,6:25.0,,Offensive rebound by Team,106,93
400,4,6:25.0,,D. Gallinari enters the game for D. Arthur,106,93
401,4,6:25.0,,N. Jokić enters the game for J. Nurkić,106,93
402,4,6:12.0,,Shooting block foul by M. Smart (drawn by D. Gallinari),106,93
403,4,6:12.0,,D. Gallinari misses free throw 1 of 2,106,93
404,4,6:12.0,,Offensive rebound by Team,106,93
405,4,6:12.0,J. Crowder enters the game for J. Jerebko,,106,93
406,4,6:12.0,,D. Gallinari makes free throw 2 of 2,106,94
407,4,6:03.0,Shooting foul by D. Augustin (drawn by I. Thomas),,106,94
408,4,6:03.0,I. Thomas makes free throw 1 of 3,,107,94
409,4,6:03.0,I. Thomas makes free throw 2 of 3,,108,94
410,4,6:03.0,,E. Mudiay enters the game for D. Augustin,108,94
411,4,6:03.0,I. Thomas makes free throw 3 of 3,,109,94
412,4,5:46.0,,Turnover by W. Barton (bad pass; steal by J. Crowder),109,94
413,4,5:40.0,I. Thomas misses 3-pt jump shot from 25 ft,,109,94
414,4,5:38.0,,Defensive rebound by D. Gallinari,109,94
415,4,5:28.0,,W. Barton misses 3-pt jump shot from 23 ft,109,94
416,4,5:27.0,Defensive rebound by A. Bradley,,109,94
417,4,5:19.0,Boston full timeout,,109,94
418,4,5:08.0,J. Crowder misses 2-pt jump shot from 21 ft,,109,94
419,4,5:07.0,Offensive rebound by M. Smart,,109,94
420,4,5:07.0,M. Smart misses 2-pt layup from 1 ft,,109,94
421,4,5:04.0,,Defensive rebound by N. Jokić,109,94
422,4,4:53.0,,Turnover by N. Jokić (offensive foul),109,94
423,4,4:53.0,,Offensive foul by N. Jokić (drawn by M. Smart),109,94
424,4,4:53.0,J. Sullinger enters the game for T. Zeller,,109,94
425,4,4:39.0,Turnover by A. Bradley (bad pass; steal by G. Harris),,109,94
426,4,4:35.0,,Turnover by G. Harris (lost ball; steal by I. Thomas),109,94
427,4,4:29.0,A. Bradley makes 2-pt layup from 1 ft (assist by I. Thomas),,111,94
428,4,4:08.0,,D. Gallinari misses 2-pt jump shot from 16 ft,111,94
429,4,4:07.0,Defensive rebound by J. Crowder,,111,94
430,4,3:55.0,Personal foul by N. Jokić (drawn by J. Sullinger),,111,94
431,4,3:55.0,J. Sullinger makes free throw 1 of 2,,112,94
432,4,3:55.0,,Violation by D. Gallinari (lane),112,94
433,4,3:55.0,J. Sullinger misses free throw 2 of 2,,112,94
434,4,3:54.0,,Defensive rebound by W. Barton,112,94
435,4,3:45.0,,W. Barton misses 3-pt jump shot from 26 ft,112,94
436,4,3:45.0,,Offensive rebound by N. Jokić,112,94
437,4,3:45.0,,N. Jokić makes 2-pt layup from 1 ft,112,96
438,4,3:45.0,,Shooting foul by J. Sullinger (drawn by N. Jokić),112,96
439,4,3:45.0,,D. Augustin enters the game for G. Harris,112,96
440,4,3:45.0,,N. Jokić makes free throw 1 of 1,112,97
441,4,3:32.0,A. Bradley makes 2-pt jump shot from 20 ft (assist by J. Sullinger),,114,97
442,4,3:15.0,,Turnover by W. Barton (bad pass),114,97
443,4,3:02.0,A. Bradley makes 2-pt hook shot from 1 ft (assist by J. Sullinger),,116,97
444,4,3:02.0,Shooting foul by E. Mudiay (drawn by A. Bradley),,116,97
445,4,3:02.0,,M. Miller enters the game for D. Gallinari,116,97
446,4,3:02.0,,J. Lauvergne enters the game for N. Jokić,116,97
447,4,3:02.0,A. Bradley makes free throw 1 of 1,,117,97
448,4,2:44.0,,E. Mudiay misses 3-pt jump shot from 24 ft,117,97
449,4,2:43.0,Defensive rebound by J. Sullinger,,117,97
450,4,2:34.0,Turnover by J. Crowder (bad pass; steal by W. Barton),,117,97
451,4,2:30.0,,Turnover by E. Mudiay (lost ball),117,97
452,4,2:30.0,Official timeout,,117,97
453,4,2:30.0,J. Mickey enters the game for J. Crowder,,117,97
454,4,2:30.0,R. Hunter enters the game for J. Sullinger,,117,97
455,4,2:30.0,T. Rozier enters the game for A. Bradley,,117,97
456,4,2:30.0,J. Jerebko enters the game for I. Thomas,,117,97
457,4,2:11.0,J. Mickey misses 2-pt jump shot from 12 ft,,117,97
458,4,2:09.0,Offensive rebound by Team,,117,97
459,4,1:58.0,R. Hunter misses 3-pt jump shot from 25 ft,,117,97
460,4,1:58.0,,Defensive rebound by Team,117,97
461,4,1:37.0,,E. Mudiay misses 3-pt jump shot from 25 ft,117,97
462,4,1:36.0,Defensive rebound by Team,,117,97
463,4,1:36.0,J. Young enters the game for M. Smart,,117,97
464,4,1:28.0,J. Jerebko makes 2-pt dunk at rim (assist by R. Hunter),,119,97
465,4,1:04.0,,W. Barton misses 2-pt layup from 1 ft,119,97
466,4,1:03.0,Defensive rebound by J. Young,,119,97
467,4,0:55.0,J. Mickey misses 2-pt layup from 1 ft,,119,97
468,4,0:55.0,Offensive rebound by J. Mickey,,119,97
469,4,0:55.0,J. Mickey makes 2-pt layup from 1 ft,,121,97
470,4,0:43.0,,Shooting foul by J. Mickey (drawn by E. Mudiay),121,97
471,4,0:43.0,,E. Mudiay makes free throw 1 of 2,121,98
472,4,0:43.0,,N. Jokić enters the game for J. Lauvergne,121,98
473,4,0:43.0,,E. Mudiay makes free throw 2 of 2,121,99
474,4,0:30.0,T. Rozier misses 3-pt jump shot from 25 ft,,121,99
475,4,0:29.0,,Defensive rebound by M. Miller,121,99
476,4,0:19.0,,E. Mudiay makes 2-pt jump shot from 14 ft (assist by N. Jokić),121,101
