,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,SAN ANTONIO_ACTION,CLEVELAND_SCORE,SAN ANTONIO_SCORE
0,1,11:51.0,J. Smith makes 2-pt layup from 2 ft,,2,0
1,1,11:32.0,,K. Leonard makes 2-pt dunk at rim (assist by T. Parker),2,2
2,1,11:09.0,K. Irving misses 2-pt jump shot from 22 ft,,2,2
3,1,11:08.0,,Defensive rebound by T. Duncan,2,2
4,1,11:02.0,,T. Parker misses 2-pt layup from 1 ft,2,2
5,1,10:58.0,Defensive rebound by K. Love,,2,2
6,1,10:45.0,K. Love makes 3-pt jump shot from 24 ft (assist by T. Thompson),,5,2
7,1,10:23.0,,L. Aldridge misses 2-pt jump shot from 16 ft,5,2
8,1,10:22.0,Defensive rebound by K. Love,,5,2
9,1,10:04.0,K. Love makes 2-pt layup from 1 ft (assist by K. Irving),,7,2
10,1,9:49.0,,T. Duncan misses 2-pt jump shot from 8 ft,7,2
11,1,9:47.0,Defensive rebound by K. Love,,7,2
12,1,9:29.0,J. Smith makes 3-pt jump shot from 23 ft (assist by L. James),,10,2
13,1,9:29.0,,San Antonio full timeout,10,2
14,1,9:12.0,,T. Duncan misses 2-pt hook shot from 9 ft,10,2
15,1,9:10.0,Defensive rebound by T. Thompson,,10,2
16,1,8:55.0,L. James makes 2-pt jump shot from 16 ft,,12,2
17,1,8:34.0,,T. Parker makes 2-pt layup at rim (assist by T. Duncan),12,4
18,1,8:22.0,Personal foul by L. Aldridge (drawn by K. Love),,12,4
19,1,8:13.0,T. Thompson misses 2-pt layup from 2 ft (block by T. Parker),,12,4
20,1,8:11.0,,Defensive rebound by T. Parker,12,4
21,1,7:59.0,,L. Aldridge misses 2-pt jump shot from 3 ft,12,4
22,1,7:59.0,Defensive rebound by T. Thompson,,12,4
23,1,7:47.0,L. James misses 2-pt jump shot from 18 ft,,12,4
24,1,7:46.0,,Defensive rebound by Team,12,4
25,1,7:29.0,,Turnover by K. Leonard (step out of bounds),12,4
26,1,7:16.0,J. Smith misses 2-pt hook shot from 9 ft,,12,4
27,1,7:16.0,,Defensive rebound by Team,12,4
28,1,7:00.0,,T. Duncan misses 2-pt jump shot from 13 ft,12,4
29,1,7:00.0,Defensive rebound by K. Love,,12,4
30,1,6:47.0,K. Love misses 2-pt dunk at rim (block by T. Duncan),,12,4
31,1,6:46.0,,Defensive rebound by L. Aldridge,12,4
32,1,6:41.0,,D. Green makes 3-pt jump shot from 25 ft (assist by L. Aldridge),12,7
33,1,6:27.0,K. Irving misses 2-pt layup from 2 ft,,12,7
34,1,6:26.0,Offensive rebound by T. Thompson,,12,7
35,1,6:26.0,Shooting foul by T. Parker (drawn by T. Thompson),,12,7
36,1,6:26.0,T. Thompson makes free throw 1 of 2,,13,7
37,1,6:26.0,T. Thompson misses free throw 2 of 2,,13,7
38,1,6:25.0,,Defensive rebound by L. Aldridge,13,7
39,1,6:09.0,,Shooting foul by K. Love (drawn by T. Parker),13,7
40,1,6:09.0,,T. Parker makes free throw 1 of 2,13,8
41,1,6:09.0,,T. Parker makes free throw 2 of 2,13,9
42,1,5:50.0,L. James misses 2-pt hook shot from 7 ft,,13,9
43,1,5:48.0,,Defensive rebound by L. Aldridge,13,9
44,1,5:42.0,,T. Parker makes 2-pt layup at rim,13,11
45,1,5:39.0,Cleveland full timeout,,13,11
46,1,5:39.0,M. Dellavedova enters the game for K. Irving,,13,11
47,1,5:27.0,Personal foul by T. Duncan (drawn by L. James),,13,11
48,1,5:27.0,,P. Mills enters the game for T. Parker,13,11
49,1,5:13.0,J. Smith makes 3-pt jump shot from 25 ft,,16,11
50,1,4:56.0,,K. Leonard misses 2-pt jump shot from 18 ft,16,11
51,1,4:56.0,Defensive rebound by T. Thompson,,16,11
52,1,4:46.0,M. Dellavedova misses 2-pt jump shot from 3 ft,,16,11
53,1,4:46.0,Offensive rebound by M. Dellavedova,,16,11
54,1,4:34.0,J. Smith makes 2-pt jump shot from 20 ft,,18,11
55,1,4:17.0,,Turnover by D. Green (bad pass),18,11
56,1,4:17.0,,M. Ginóbili enters the game for D. Green,18,11
57,1,4:01.0,L. James misses 2-pt layup at rim (block by K. Leonard),,18,11
58,1,3:59.0,,Defensive rebound by T. Duncan,18,11
59,1,3:59.0,,Personal foul by M. Dellavedova (drawn by P. Mills),18,11
60,1,3:59.0,,B. Diaw enters the game for T. Duncan,18,11
61,1,3:51.0,,M. Ginóbili makes 2-pt jump shot from 19 ft,18,13
62,1,3:36.0,Personal foul by P. Mills (drawn by L. James),,18,13
63,1,3:31.0,T. Thompson makes 2-pt hook shot from 6 ft (assist by K. Love),,20,13
64,1,3:13.0,,P. Mills misses 2-pt jump shot from 20 ft,20,13
65,1,3:12.0,Defensive rebound by T. Thompson,,20,13
66,1,3:01.0,L. James makes 2-pt layup from 1 ft,,22,13
67,1,3:01.0,Shooting foul by M. Ginóbili (drawn by L. James),,22,13
68,1,3:01.0,L. James makes free throw 1 of 1,,23,13
69,1,2:46.0,,L. Aldridge misses 2-pt jump shot from 19 ft,23,13
70,1,2:45.0,Defensive rebound by K. Love,,23,13
71,1,2:39.0,T. Thompson makes 2-pt dunk at rim (assist by M. Dellavedova),,25,13
72,1,2:39.0,Shooting foul by L. Aldridge (drawn by T. Thompson),,25,13
73,1,2:39.0,I. Shumpert enters the game for L. James,,25,13
