,QUARTER,TIME_REMAINING,HOUSTON_ACTION,DENVER_ACTION,HOUSTON_SCORE,DENVER_SCORE
99,1,0:23.0,Defensive rebound by D. Howard,,20,34
100,1,0:22.0,Turnover by D. Howard (lost ball; steal by W. Barton),,20,34
101,1,0:21.0,,W. Barton makes 2-pt jump shot from 15 ft,20,36
102,1,0:02.0,T. Lawson makes 2-pt jump shot from 19 ft,,22,36
103,2,11:46.0,,M. Miller misses 3-pt jump shot from 23 ft,22,36
104,2,11:45.0,,Offensive rebound by Team,22,36
105,2,11:33.0,,K. Papanikolaou misses 2-pt layup from 1 ft,22,36
106,2,11:32.0,,Offensive rebound by Team,22,36
107,2,11:18.0,Violation by C. Brewer (kicked ball),,22,36
108,2,11:12.0,,Turnover by R. Foye (bad pass; steal by D. Howard),22,36
109,2,11:02.0,D. Howard makes 2-pt hook shot from 2 ft (assist by C. Brewer),,24,36
110,2,10:37.0,,W. Barton misses 2-pt jump shot from 18 ft,24,36
111,2,10:35.0,Defensive rebound by T. Ariza,,24,36
112,2,10:26.0,M. Thornton makes 3-pt jump shot from 23 ft (assist by T. Lawson),,27,36
113,2,10:04.0,,W. Barton makes 2-pt layup from 1 ft (assist by M. Miller),27,38
114,2,9:50.0,T. Lawson misses 3-pt jump shot from 24 ft,,27,38
115,2,9:49.0,,Defensive rebound by N. Jokić,27,38
116,2,9:41.0,,W. Barton misses 2-pt layup from 1 ft,27,38
117,2,9:40.0,Defensive rebound by T. Ariza,,27,38
118,2,9:37.0,Shooting block foul by K. Papanikolaou (drawn by C. Brewer),,27,38
119,2,9:37.0,C. Brewer makes free throw 1 of 2,,28,38
120,2,9:37.0,P. Beverley enters the game for T. Lawson,,28,38
121,2,9:37.0,C. Brewer makes free throw 2 of 2,,29,38
122,2,9:27.0,,Turnover by R. Foye (bad pass; steal by D. Howard),29,38
123,2,9:19.0,Personal foul by N. Jokić (drawn by D. Howard),,29,38
124,2,9:06.0,M. Thornton makes 3-pt jump shot from 27 ft (assist by P. Beverley),,32,38
125,2,9:06.0,,Denver full timeout,32,38
126,2,8:50.0,,W. Barton misses 2-pt jump shot from 15 ft,32,38
127,2,8:49.0,Defensive rebound by T. Ariza,,32,38
128,2,8:35.0,M. Thornton misses 3-pt jump shot from 26 ft,,32,38
129,2,8:35.0,,Defensive rebound by N. Jokić,32,38
130,2,8:30.0,,Shooting foul by P. Beverley (drawn by R. Foye),32,38
131,2,8:30.0,,R. Foye misses free throw 1 of 2,32,38
132,2,8:30.0,,Offensive rebound by Team,32,38
133,2,8:30.0,J. Harden enters the game for C. Brewer,,32,38
134,2,8:30.0,,R. Foye makes free throw 2 of 2,32,39
135,2,8:12.0,D. Howard makes 2-pt dunk at rim (assist by J. Harden),,34,39
136,2,7:58.0,,Turnover by N. Jokić (bad pass; steal by T. Ariza),34,39
137,2,7:55.0,Shooting foul by M. Miller (drawn by M. Thornton),,34,39
138,2,7:55.0,M. Thornton makes free throw 1 of 2,,35,39
139,2,7:55.0,,J. Nelson enters the game for R. Foye,35,39
140,2,7:55.0,,G. Harris enters the game for K. Papanikolaou,35,39
141,2,7:55.0,,J. Lauvergne enters the game for N. Jokić,35,39
142,2,7:55.0,M. Thornton makes free throw 2 of 2,,36,39
143,2,7:41.0,,J. Lauvergne misses 2-pt layup from 2 ft,36,39
144,2,7:40.0,Defensive rebound by D. Howard,,36,39
145,2,7:32.0,P. Beverley misses 2-pt layup from 2 ft,,36,39
146,2,7:31.0,,Defensive rebound by J. Lauvergne,36,39
147,2,7:27.0,,M. Miller makes 3-pt jump shot from 22 ft (assist by W. Barton),36,42
148,2,7:19.0,P. Beverley misses 3-pt jump shot from 24 ft,,36,42
149,2,7:18.0,,Defensive rebound by Team,36,42
150,2,7:18.0,Loose ball foul by D. Howard (drawn by M. Miller),,36,42
151,2,7:18.0,D. Motiejūnas enters the game for D. Howard,,36,42
152,2,6:56.0,,W. Barton makes 2-pt dunk at rim (assist by M. Miller),36,44
153,2,6:56.0,,Shooting foul by D. Motiejūnas (drawn by W. Barton),36,44
154,2,6:56.0,T. Jones enters the game for M. Thornton,,36,44
155,2,6:56.0,,W. Barton makes free throw 1 of 1,36,45
156,2,6:39.0,J. Harden makes 2-pt layup from 2 ft,,38,45
157,2,6:28.0,,M. Miller misses 3-pt jump shot from 24 ft,38,45
158,2,6:28.0,Defensive rebound by T. Ariza,,38,45
159,2,6:20.0,J. Harden misses 2-pt layup from 2 ft,,38,45
160,2,6:18.0,Offensive rebound by D. Motiejūnas,,38,45
161,2,6:17.0,D. Motiejūnas makes 2-pt hook shot from 2 ft,,40,45
162,2,6:00.0,,J. Lauvergne makes 2-pt layup from 1 ft (assist by J. Nelson),40,47
163,2,5:51.0,Personal foul by J. Nelson (drawn by J. Harden),,40,47
164,2,5:51.0,Official timeout,,40,47
165,2,5:51.0,,K. Faried enters the game for M. Miller,40,47
166,2,5:46.0,Personal foul by G. Harris (drawn by J. Harden),,40,47
167,2,5:46.0,J. Harden misses free throw 1 of 2,,40,47
168,2,5:46.0,Offensive rebound by Team,,40,47
169,2,5:46.0,,D. Gallinari enters the game for W. Barton,40,47
170,2,5:46.0,J. Harden misses free throw 2 of 2,,40,47
171,2,5:45.0,,Defensive rebound by K. Faried,40,47
172,2,5:31.0,,Turnover by J. Nelson (bad pass; steal by T. Jones),40,47
173,2,5:26.0,P. Beverley makes 2-pt layup from 2 ft (assist by T. Ariza),,42,47
174,2,5:01.0,,J. Nelson misses 3-pt jump shot from 24 ft,42,47
175,2,5:01.0,,Offensive rebound by J. Lauvergne,42,47
176,2,4:56.0,,K. Faried misses 2-pt jump shot from 6 ft,42,47
177,2,4:55.0,Defensive rebound by J. Harden,,42,47
178,2,4:50.0,J. Harden misses 2-pt jump shot from 3 ft (block by K. Faried),,42,47
179,2,4:48.0,Offensive rebound by J. Harden,,42,47
180,2,4:39.0,T. Jones misses 2-pt jump shot from 22 ft,,42,47
181,2,4:39.0,,Defensive rebound by K. Faried,42,47
182,2,4:33.0,,D. Gallinari misses 3-pt jump shot from 26 ft,42,47
183,2,4:32.0,,Offensive rebound by K. Faried,42,47
184,2,4:29.0,,K. Faried makes 2-pt layup from 2 ft,42,49
185,2,4:08.0,Personal foul by J. Lauvergne (drawn by D. Motiejūnas),,42,49
186,2,4:08.0,D. Motiejūnas makes free throw 1 of 2,,43,49
187,2,4:08.0,D. Howard enters the game for T. Jones,,43,49
188,2,4:08.0,D. Motiejūnas makes free throw 2 of 2,,44,49
189,2,3:56.0,,Personal block foul by D. Motiejūnas (drawn by K. Faried),44,49
190,2,3:55.0,,Turnover by D. Gallinari (bad pass; steal by T. Ariza),44,49
191,2,3:38.0,T. Ariza misses 3-pt jump shot from 22 ft,,44,49
192,2,3:37.0,Offensive rebound by Team,,44,49
193,2,3:37.0,T. Jones enters the game for D. Motiejūnas,,44,49
194,2,3:29.0,J. Harden makes 3-pt jump shot from 22 ft (assist by P. Beverley),,47,49
195,2,3:29.0,,Denver full timeout,47,49
196,2,3:29.0,C. Brewer enters the game for T. Jones,,47,49
197,2,3:12.0,,Def 3 sec tech foul by D. Howard,47,49
198,2,3:12.0,,D. Gallinari makes technical free throw,47,50
199,2,3:12.0,,W. Barton enters the game for J. Lauvergne,47,50
200,2,3:01.0,,J. Nelson misses 2-pt jump shot from 10 ft,47,50
201,2,3:00.0,,Offensive rebound by K. Faried,47,50
202,2,2:52.0,,G. Harris misses 2-pt jump shot from 18 ft,47,50
203,2,2:52.0,Defensive rebound by D. Howard,,47,50
204,2,2:45.0,J. Harden makes 3-pt jump shot from 24 ft (assist by T. Ariza),,50,50
205,2,2:21.0,,Turnover by G. Harris (bad pass; steal by C. Brewer),50,50
206,2,2:15.0,P. Beverley misses 3-pt jump shot from 23 ft,,50,50
207,2,2:13.0,Offensive rebound by D. Howard,,50,50
208,2,2:07.0,D. Howard makes 2-pt hook shot from 4 ft,,52,50
209,2,1:57.0,,J. Nelson misses 2-pt layup from 1 ft,52,50
210,2,1:56.0,,Offensive rebound by K. Faried,52,50
211,2,1:52.0,,K. Faried makes 2-pt layup from 1 ft,52,52
212,2,1:35.0,P. Beverley makes 3-pt jump shot from 23 ft (assist by J. Harden),,55,52
213,2,1:12.0,,W. Barton misses 2-pt layup from 3 ft,55,52
214,2,1:11.0,Defensive rebound by C. Brewer,,55,52
215,2,1:03.0,J. Harden makes 3-pt jump shot from 24 ft,,58,52
216,2,1:03.0,,Denver full timeout,58,52
217,2,0:51.0,,D. Gallinari makes 2-pt layup from 1 ft (assist by W. Barton),58,54
218,2,0:36.0,J. Harden misses 3-pt jump shot from 25 ft,,58,54
219,2,0:35.0,,Defensive rebound by D. Gallinari,58,54
220,2,0:25.0,,K. Faried misses 2-pt jump shot from 3 ft,58,54
221,2,0:24.0,Defensive rebound by D. Howard,,58,54
222,2,0:01.0,J. Harden misses 2-pt jump shot from 17 ft,,58,54
223,2,0:00.0,,Defensive rebound by W. Barton,58,54
224,2,0:00.0,,W. Barton misses 3-pt jump shot from 62 ft,58,54
225,2,0:00.0,,Offensive rebound by Team,58,54
226,3,11:34.0,,J. Nelson misses 2-pt layup at rim,58,54
227,3,11:33.0,,Offensive rebound by J. Lauvergne,58,54
228,3,11:28.0,,J. Lauvergne misses 2-pt jump shot from 5 ft (block by D. Howard),58,54
229,3,11:27.0,,Offensive rebound by J. Lauvergne,58,54
230,3,11:27.0,,Shooting foul by D. Howard (drawn by D. Gallinari),58,54
231,3,11:27.0,,D. Gallinari makes free throw 1 of 2,58,55
232,3,11:27.0,,D. Gallinari makes free throw 2 of 2,58,56
233,3,11:12.0,T. Ariza makes 2-pt layup from 2 ft,,60,56
234,3,10:47.0,,J. Lauvergne misses 2-pt layup from 1 ft,60,56
235,3,10:46.0,Defensive rebound by D. Motiejūnas,,60,56
236,3,10:37.0,D. Motiejūnas makes 3-pt jump shot from 24 ft (assist by P. Beverley),,63,56
237,3,10:18.0,,J. Lauvergne makes 2-pt dunk at rim (assist by D. Gallinari),63,58
238,3,9:54.0,P. Beverley makes 2-pt jump shot from 20 ft,,65,58
239,3,9:34.0,,Turnover by J. Lauvergne (bad pass; steal by J. Harden),65,58
240,3,9:29.0,P. Beverley makes 2-pt layup at rim,,67,58
241,3,9:14.0,,K. Faried makes 2-pt layup from 2 ft (assist by D. Gallinari),67,60
242,3,9:07.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),,70,60
243,3,9:07.0,,Denver full timeout,70,60
244,3,8:54.0,,Personal foul by T. Ariza (drawn by D. Gallinari),70,60
245,3,8:43.0,,J. Lauvergne makes 2-pt jump shot from 20 ft (assist by K. Faried),70,62
246,3,8:30.0,Personal foul by J. Lauvergne (drawn by D. Howard),,70,62
247,3,8:19.0,D. Motiejūnas makes 2-pt hook shot from 8 ft (assist by P. Beverley),,72,62
248,3,8:06.0,,Turnover by D. Gallinari (traveling),72,62
249,3,7:55.0,Personal foul by J. Lauvergne (drawn by D. Howard),,72,62
250,3,7:55.0,,W. Barton enters the game for J. Lauvergne,72,62
251,3,7:44.0,D. Howard misses 2-pt hook shot from 9 ft,,72,62
252,3,7:42.0,,Defensive rebound by W. Barton,72,62
253,3,7:25.0,,G. Harris makes 2-pt jump shot from 4 ft (assist by J. Nelson),72,64
254,3,7:09.0,P. Beverley misses 3-pt jump shot from 25 ft,,72,64
255,3,7:09.0,,Defensive rebound by Team,72,64
256,3,7:09.0,Loose ball foul by D. Howard (drawn by K. Faried),,72,64
257,3,7:09.0,M. Thornton enters the game for D. Howard,,72,64
258,3,6:50.0,,J. Nelson misses 3-pt jump shot from 27 ft,72,64
259,3,6:49.0,Defensive rebound by J. Harden,,72,64
260,3,6:28.0,D. Motiejūnas makes 2-pt hook shot from 7 ft,,74,64
261,3,6:17.0,,Personal foul by M. Thornton (drawn by K. Faried),74,64
262,3,6:17.0,,N. Jokić enters the game for K. Faried,74,64
263,3,6:04.0,,D. Gallinari misses 3-pt jump shot from 25 ft,74,64
264,3,6:01.0,,Offensive rebound by J. Nelson,74,64
265,3,5:57.0,,J. Nelson makes 2-pt layup from 1 ft,74,66
266,3,5:37.0,D. Motiejūnas misses 2-pt hook shot from 11 ft,,74,66
267,3,5:36.0,,Defensive rebound by W. Barton,74,66
268,3,5:33.0,,Personal foul by D. Motiejūnas (drawn by D. Gallinari),74,66
269,3,5:33.0,,D. Gallinari makes free throw 1 of 2,74,67
270,3,5:33.0,T. Lawson enters the game for P. Beverley,,74,67
271,3,5:33.0,T. Jones enters the game for D. Motiejūnas,,74,67
272,3,5:33.0,,D. Gallinari makes free throw 2 of 2,74,68
273,3,5:11.0,J. Harden makes 3-pt jump shot from 24 ft (assist by T. Jones),,77,68
274,3,4:53.0,,Personal foul by M. Thornton (drawn by D. Gallinari),77,68
275,3,4:53.0,,D. Gallinari misses free throw 1 of 2,77,68
276,3,4:53.0,,Offensive rebound by Team,77,68
277,3,4:53.0,,D. Gallinari makes free throw 2 of 2,77,69
278,3,4:38.0,T. Ariza misses 3-pt jump shot from 23 ft,,77,69
279,3,4:37.0,,Defensive rebound by N. Jokić,77,69
280,3,4:32.0,,Personal foul by M. Thornton (drawn by W. Barton),77,69
281,3,4:32.0,,W. Barton makes free throw 1 of 2,77,70
282,3,4:32.0,,W. Barton makes free throw 2 of 2,77,71
283,3,4:10.0,Turnover by J. Harden (bad pass; steal by D. Gallinari),,77,71
284,3,4:07.0,Violation by T. Ariza (def goaltending),,77,71
285,3,4:07.0,,G. Harris makes 2-pt layup from 1 ft (assist by D. Gallinari),77,73
286,3,4:07.0,Houston full timeout,,77,73
287,3,4:07.0,D. Howard enters the game for T. Jones,,77,73
288,3,3:52.0,J. Harden makes 3-pt jump shot from 24 ft (assist by M. Thornton),,80,73
289,3,3:34.0,,Personal foul by T. Ariza (drawn by G. Harris),80,73
290,3,3:34.0,,G. Harris makes free throw 1 of 2,80,74
291,3,3:34.0,,G. Harris makes free throw 2 of 2,80,75
292,3,3:13.0,M. Thornton misses 2-pt jump shot from 5 ft,,80,75
293,3,3:12.0,,Defensive rebound by N. Jokić,80,75
294,3,3:06.0,,G. Harris makes 3-pt jump shot from 23 ft (assist by J. Nelson),80,78
295,3,2:52.0,J. Harden misses 2-pt layup from 2 ft,,80,78
296,3,2:51.0,,Defensive rebound by J. Nelson,80,78
297,3,2:38.0,,D. Gallinari makes 2-pt layup from 1 ft,80,80
298,3,2:18.0,Turnover by D. Howard (traveling),,80,80
299,3,2:18.0,C. Brewer enters the game for J. Harden,,80,80
300,3,2:06.0,,J. Nelson makes 3-pt jump shot from 25 ft,80,83
301,3,1:38.0,C. Brewer misses 3-pt jump shot from 22 ft,,80,83
302,3,1:37.0,,Defensive rebound by J. Nelson,80,83
303,3,1:25.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by J. Nelson),80,86
304,3,1:06.0,Personal foul by J. Nelson (drawn by D. Howard),,80,86
305,3,1:06.0,,K. Papanikolaou enters the game for D. Gallinari,80,86
306,3,1:01.0,T. Lawson misses 3-pt jump shot from 25 ft,,80,86
307,3,1:01.0,,Defensive rebound by W. Barton,80,86
308,3,0:45.0,,J. Nelson makes 2-pt layup from 1 ft,80,88
309,3,0:44.0,J. Harden enters the game for T. Lawson,,80,88
310,3,0:44.0,J. Terry enters the game for T. Ariza,,80,88
311,3,0:44.0,,R. Foye enters the game for J. Nelson,80,88
312,3,0:25.0,D. Howard makes 2-pt dunk at rim (assist by J. Harden),,82,88
313,3,0:05.0,,Turnover by W. Barton (discontinued dribble),82,88
314,3,0:01.0,J. Harden misses 2-pt jump shot from 5 ft (block by K. Papanikolaou),,82,88
315,3,0:00.0,,Defensive rebound by G. Harris,82,88
316,4,11:45.0,Turnover by M. Thornton (bad pass; steal by W. Barton),,82,88
317,4,11:43.0,,Personal foul by P. Beverley (drawn by K. Papanikolaou),82,88
318,4,11:33.0,,Turnover by K. Papanikolaou (lost ball; steal by C. Brewer),82,88
319,4,11:27.0,M. Thornton makes 2-pt layup from 1 ft,,84,88
320,4,11:08.0,,K. Papanikolaou misses 3-pt jump shot from 22 ft,84,88
321,4,11:07.0,Defensive rebound by M. Thornton,,84,88
322,4,10:58.0,M. Thornton misses 2-pt jump shot from 16 ft,,84,88
323,4,10:57.0,,Defensive rebound by R. Foye,84,88
324,4,10:39.0,,R. Foye misses 3-pt jump shot from 22 ft,84,88
325,4,10:38.0,Defensive rebound by J. Terry,,84,88
326,4,10:24.0,C. Brewer misses 2-pt jump shot from 5 ft,,84,88
327,4,10:23.0,,Defensive rebound by N. Jokić,84,88
328,4,10:17.0,,G. Harris makes 2-pt layup from 1 ft (assist by W. Barton),84,90
329,4,9:57.0,D. Motiejūnas misses 2-pt hook shot from 7 ft,,84,90
330,4,9:57.0,,Defensive rebound by W. Barton,84,90
331,4,9:51.0,,W. Barton makes 3-pt jump shot from 24 ft,84,93
332,4,9:49.0,Houston full timeout,,84,93
333,4,9:49.0,T. Ariza enters the game for C. Brewer,,84,93
334,4,9:49.0,,M. Miller enters the game for G. Harris,84,93
335,4,9:25.0,D. Motiejūnas makes 2-pt hook shot from 8 ft (assist by P. Beverley),,86,93
336,4,8:58.0,,W. Barton misses 2-pt jump shot from 5 ft,86,93
337,4,8:57.0,,Offensive rebound by W. Barton,86,93
338,4,8:55.0,,W. Barton makes 2-pt dunk at rim,86,95
339,4,8:32.0,D. Motiejūnas makes 3-pt jump shot from 25 ft (assist by M. Thornton),,89,95
340,4,8:13.0,,R. Foye misses 3-pt jump shot from 25 ft,89,95
341,4,8:09.0,,Offensive rebound by K. Papanikolaou,89,95
342,4,8:09.0,,K. Papanikolaou makes 2-pt layup from 2 ft,89,97
343,4,7:54.0,T. Ariza misses 3-pt jump shot from 26 ft,,89,97
344,4,7:52.0,,Defensive rebound by W. Barton,89,97
345,4,7:36.0,,N. Jokić makes 2-pt hook shot from 3 ft,89,99
346,4,7:17.0,Turnover by D. Motiejūnas (bad pass; steal by K. Papanikolaou),,89,99
347,4,7:13.0,,R. Foye misses 2-pt layup from 2 ft,89,99
348,4,7:13.0,,Offensive rebound by W. Barton,89,99
349,4,7:13.0,,Shooting foul by P. Beverley (drawn by R. Foye),89,99
350,4,7:13.0,,R. Foye makes free throw 1 of 2,89,100
351,4,7:13.0,,J. Lauvergne enters the game for N. Jokić,89,100
352,4,7:13.0,J. Harden enters the game for D. Motiejūnas,,89,100
353,4,7:13.0,D. Howard enters the game for M. Thornton,,89,100
354,4,7:13.0,,G. Harris enters the game for M. Miller,89,100
355,4,7:13.0,,R. Foye makes free throw 2 of 2,89,101
356,4,6:45.0,T. Ariza misses 2-pt layup from 1 ft (block by G. Harris),,89,101
357,4,6:44.0,,Defensive rebound by R. Foye,89,101
358,4,6:36.0,,W. Barton makes 2-pt layup from 1 ft (assist by R. Foye),89,103
359,4,6:34.0,Shooting foul by K. Papanikolaou (drawn by D. Howard),,89,103
360,4,6:34.0,D. Howard misses free throw 1 of 2,,89,103
361,4,6:34.0,Offensive rebound by Team,,89,103
362,4,6:34.0,D. Howard makes free throw 2 of 2,,90,103
363,4,6:12.0,,K. Papanikolaou makes 3-pt jump shot from 24 ft (assist by R. Foye),90,106
364,4,6:03.0,J. Terry misses 3-pt jump shot from 23 ft,,90,106
365,4,6:02.0,Offensive rebound by Team,,90,106
366,4,6:02.0,,Loose ball foul by K. Papanikolaou (drawn by T. Ariza),90,106
367,4,6:02.0,,J. Nelson enters the game for R. Foye,90,106
368,4,5:51.0,D. Howard misses 2-pt jump shot from 5 ft,,90,106
369,4,5:50.0,,Defensive rebound by J. Lauvergne,90,106
370,4,5:32.0,,Turnover by K. Papanikolaou (bad pass; steal by J. Harden),90,106
371,4,5:26.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by P. Beverley),,93,106
372,4,5:05.0,,G. Harris misses 2-pt jump shot from 6 ft,93,106
373,4,5:04.0,,Offensive rebound by G. Harris,93,106
374,4,5:00.0,,W. Barton misses 3-pt jump shot from 26 ft,93,106
375,4,4:59.0,,Offensive rebound by J. Lauvergne,93,106
376,4,4:55.0,,J. Lauvergne makes 2-pt dunk at rim,93,108
377,4,4:53.0,,Technical foul by Team,93,108
378,4,4:53.0,J. Harden makes technical free throw,,94,108
379,4,4:53.0,Official timeout,,94,108
380,4,4:53.0,,D. Gallinari enters the game for K. Papanikolaou,94,108
