,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,MINNESOTA_ACTION,MILWAUKEE_SCORE,MINNESOTA_SCORE
380,4,5:58.0,Defensive rebound by R. Vaughn,,85,71
381,4,5:40.0,Turnover by K. Middleton (lost ball),,85,71
382,4,5:40.0,,Minnesota full timeout,85,71
383,4,5:40.0,M. Carter-Williams enters the game for R. Vaughn,,85,71
384,4,5:28.0,,A. Wiggins makes 2-pt layup at rim,85,73
385,4,5:28.0,,Shooting foul by J. Parker (drawn by A. Wiggins),85,73
386,4,5:28.0,,A. Wiggins misses free throw 1 of 1,85,73
387,4,5:27.0,Defensive rebound by J. Parker,,85,73
388,4,5:09.0,K. Middleton misses 2-pt jump shot from 15 ft,,85,73
389,4,5:07.0,,Defensive rebound by A. Wiggins,85,73
390,4,4:58.0,,G. Dieng makes 2-pt dunk at rim (assist by R. Rubio),85,75
391,4,4:37.0,G. Monroe misses 2-pt jump shot from 4 ft,,85,75
392,4,4:35.0,Offensive rebound by M. Carter-Williams,,85,75
393,4,4:31.0,J. Parker misses 2-pt layup at rim,,85,75
394,4,4:29.0,Offensive rebound by J. Parker,,85,75
395,4,4:14.0,Turnover by K. Middleton (lost ball; steal by S. Muhammad),,85,75
396,4,4:08.0,,S. Muhammad misses 2-pt layup at rim,85,75
397,4,4:07.0,Defensive rebound by M. Carter-Williams,,85,75
398,4,3:50.0,Shooting foul by Z. LaVine (drawn by J. Bayless),,85,75
399,4,3:50.0,J. Bayless makes free throw 1 of 2,,86,75
400,4,3:50.0,J. Bayless makes free throw 2 of 2,,87,75
401,4,3:41.0,,S. Muhammad misses 2-pt jump shot from 4 ft,87,75
402,4,3:40.0,,Offensive rebound by S. Muhammad,87,75
403,4,3:39.0,,S. Muhammad makes 2-pt layup from 2 ft,87,77
404,4,3:17.0,J. Bayless misses 3-pt jump shot from 24 ft,,87,77
405,4,3:16.0,Offensive rebound by G. Monroe,,87,77
406,4,2:54.0,J. Bayless misses 2-pt jump shot from 16 ft,,87,77
407,4,2:53.0,Offensive rebound by G. Monroe,,87,77
408,4,2:51.0,G. Monroe makes 2-pt layup from 1 ft,,89,77
409,4,2:42.0,,Z. LaVine makes 2-pt dunk at rim (assist by R. Rubio),89,79
410,4,2:30.0,Milwaukee full timeout,,89,79
411,4,2:22.0,Turnover by K. Middleton (lost ball),,89,79
412,4,2:17.0,,Personal foul by M. Carter-Williams (drawn by R. Rubio),89,79
413,4,2:17.0,,R. Rubio makes free throw 1 of 2,89,80
414,4,2:17.0,,R. Rubio misses free throw 2 of 2,89,80
415,4,2:15.0,Defensive rebound by G. Monroe,,89,80
416,4,2:00.0,Shooting foul by Z. LaVine (drawn by J. Parker),,89,80
417,4,2:00.0,J. Parker makes free throw 1 of 2,,90,80
418,4,2:00.0,J. Parker makes free throw 2 of 2,,91,80
419,4,1:52.0,,Turnover by Z. LaVine (bad pass; steal by G. Monroe),91,80
420,4,1:34.0,G. Monroe makes 2-pt dunk at rim (assist by K. Middleton),,93,80
421,4,1:24.0,,R. Rubio misses 2-pt layup from 1 ft,93,80
422,4,1:23.0,Defensive rebound by J. Bayless,,93,80
423,4,1:01.0,Shooting foul by G. Dieng (drawn by G. Monroe),,93,80
424,4,1:01.0,G. Monroe makes free throw 1 of 2,,94,80
425,4,1:01.0,G. Monroe makes free throw 2 of 2,,95,80
426,4,0:50.0,,Z. LaVine makes 2-pt dunk at rim (assist by S. Muhammad),95,82
427,4,0:28.0,Turnover by J. Bayless (lost ball),,95,82
428,4,0:21.0,,S. Muhammad misses 3-pt jump shot from 23 ft,95,82
429,4,0:19.0,,Offensive rebound by G. Dieng,95,82
430,4,0:18.0,,G. Dieng makes 2-pt layup from 1 ft,95,84
431,4,0:18.0,,Shooting foul by J. Parker (drawn by G. Dieng),95,84
432,4,0:18.0,,G. Dieng makes free throw 1 of 1,95,85
