,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PHILADELPHIA_ACTION,OKLAHOMA CITY_SCORE,PHILADELPHIA_SCORE
395,4,7:15.0,Defensive rebound by R. Westbrook,,95,78
396,4,7:05.0,D. Waiters makes 2-pt layup at rim (assist by R. Westbrook),,97,78
397,4,6:47.0,,Turnover by J. Grant (3 sec),97,78
398,4,6:38.0,Offensive foul by E. Freedom (drawn by J. Grant),,97,78
399,4,6:38.0,Turnover by E. Freedom (offensive foul),,97,78
400,4,6:24.0,,I. Canaan makes 3-pt jump shot from 27 ft (assist by I. Smith),97,81
401,4,6:06.0,R. Foye misses 3-pt jump shot from 22 ft,,97,81
402,4,6:06.0,Offensive rebound by E. Freedom,,97,81
403,4,6:06.0,E. Freedom makes 2-pt dunk at rim,,99,81
404,4,6:06.0,Shooting foul by I. Canaan (drawn by E. Freedom),,99,81
405,4,6:06.0,K. Durant enters the game for D. Waiters,,99,81
406,4,6:06.0,E. Freedom makes free throw 1 of 1,,100,81
407,4,5:43.0,,J. Grant misses 2-pt dunk at rim,100,81
408,4,5:38.0,,Offensive rebound by J. Grant,100,81
409,4,5:37.0,,J. Grant makes 2-pt dunk at rim (assist by N. Stauskas),100,83
410,4,5:24.0,Turnover by R. Westbrook (bad pass; steal by I. Canaan),,100,83
411,4,5:21.0,,N. Stauskas misses 2-pt layup from 1 ft (block by R. Westbrook),100,83
412,4,5:18.0,,Offensive rebound by I. Smith,100,83
413,4,5:14.0,,N. Stauskas makes 3-pt jump shot from 22 ft (assist by I. Smith),100,86
414,4,4:59.0,Turnover by A. Roberson (bad pass; steal by I. Canaan),,100,86
415,4,4:44.0,,Turnover by I. Smith (bad pass; steal by A. Roberson),100,86
416,4,4:44.0,Oklahoma City full timeout,,100,86
417,4,4:44.0,D. Waiters enters the game for A. Roberson,,100,86
418,4,4:32.0,K. Durant misses 2-pt dunk at rim,,100,86
419,4,4:31.0,,Defensive rebound by J. Grant,100,86
420,4,4:26.0,,N. Stauskas misses 3-pt jump shot from 25 ft,100,86
421,4,4:24.0,Defensive rebound by R. Westbrook,,100,86
422,4,4:18.0,E. Freedom misses 2-pt layup at rim,,100,86
423,4,4:16.0,Offensive rebound by Team,,100,86
424,4,4:16.0,S. Adams enters the game for E. Freedom,,100,86
425,4,4:15.0,K. Durant makes 2-pt layup from 2 ft (assist by R. Westbrook),,102,86
426,4,3:59.0,,N. Stauskas misses 2-pt layup from 1 ft,102,86
427,4,3:57.0,,Offensive rebound by N. Noel,102,86
428,4,3:56.0,,N. Noel misses 2-pt layup from 1 ft (block by R. Westbrook),102,86
429,4,3:55.0,Defensive rebound by S. Adams,,102,86
430,4,3:50.0,R. Westbrook makes 3-pt jump shot from 25 ft (assist by R. Foye),,105,86
431,4,3:49.0,,Philadelphia full timeout,105,86
432,4,3:40.0,,Offensive foul by J. Grant (drawn by K. Durant),105,86
433,4,3:40.0,,Turnover by J. Grant (offensive foul),105,86
434,4,3:25.0,K. Durant misses 2-pt jump shot from 16 ft,,105,86
435,4,3:23.0,,Defensive rebound by J. Grant,105,86
436,4,3:13.0,,I. Canaan misses 3-pt jump shot from 26 ft,105,86
437,4,3:11.0,Defensive rebound by K. Durant,,105,86
438,4,2:57.0,D. Waiters makes 2-pt jump shot from 20 ft,,107,86
439,4,2:43.0,,Shooting foul by K. Durant (drawn by J. Grant),107,86
440,4,2:43.0,,J. Grant makes free throw 1 of 2,107,87
441,4,2:43.0,C. Payne enters the game for K. Durant,,107,87
442,4,2:43.0,A. Roberson enters the game for R. Westbrook,,107,87
443,4,2:43.0,,T. McConnell enters the game for N. Noel,107,87
444,4,2:43.0,,S. Weems enters the game for I. Canaan,107,87
445,4,2:43.0,,C. Landry enters the game for I. Smith,107,87
446,4,2:43.0,M. McGary enters the game for R. Foye,,107,87
447,4,2:43.0,,J. Grant makes free throw 2 of 2,107,88
448,4,2:31.0,D. Waiters misses 2-pt jump shot from 20 ft,,107,88
449,4,2:29.0,,Defensive rebound by S. Weems,107,88
450,4,2:07.0,,T. McConnell makes 2-pt jump shot from 15 ft,107,90
451,4,1:54.0,C. Payne makes 2-pt jump shot from 16 ft,,109,90
452,4,1:54.0,,Philadelphia full timeout,109,90
453,4,1:54.0,N. Collison enters the game for S. Adams,,109,90
454,4,1:44.0,,Shooting foul by M. McGary (drawn by J. Grant),109,90
455,4,1:44.0,,J. Grant makes free throw 1 of 2,109,91
456,4,1:44.0,,J. Grant misses free throw 2 of 2,109,91
457,4,1:43.0,Defensive rebound by M. McGary,,109,91
458,4,1:27.0,D. Waiters misses 2-pt jump shot from 19 ft,,109,91
459,4,1:26.0,,Defensive rebound by S. Weems,109,91
460,4,1:12.0,,C. Landry makes 2-pt dunk at rim (assist by N. Stauskas),109,93
461,4,0:51.0,C. Payne misses 3-pt jump shot from 25 ft,,109,93
462,4,0:49.0,,Defensive rebound by J. Grant,109,93
463,4,0:34.0,,T. McConnell makes 2-pt jump shot from 13 ft (assist by J. Grant),109,95
464,4,0:12.0,M. McGary makes 2-pt jump shot from 17 ft,,111,95
465,4,0:03.0,,N. Stauskas makes 2-pt layup from 1 ft,111,97
