,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MINNESOTA_ACTION,SAN ANTONIO_SCORE,MINNESOTA_SCORE
387,4,1:35.0,,D. Rudež misses 3-pt jump shot from 23 ft,112,91
388,4,1:34.0,Defensive rebound by B. Marjanović,,112,91
389,4,1:15.0,B. Marjanović misses 2-pt jump shot from 12 ft,,112,91
390,4,1:14.0,,Defensive rebound by Z. LaVine,112,91
391,4,1:02.0,,A. Payne misses 2-pt jump shot from 18 ft,112,91
392,4,1:01.0,Defensive rebound by J. Simmons,,112,91
393,4,0:47.0,K. Anderson makes 2-pt jump shot from 17 ft (assist by J. Simmons),,114,91
394,4,0:37.0,,S. Muhammad misses 3-pt jump shot from 24 ft,114,91
395,4,0:37.0,Defensive rebound by B. Marjanović,,114,91
396,4,0:13.0,K. Anderson makes 2-pt layup from 1 ft,,116,91
397,4,0:06.0,,T. Jones misses 3-pt jump shot from 24 ft,116,91
398,4,0:05.0,Defensive rebound by B. Marjanović,,116,91
