,QUARTER,TIME_REMAINING,PORTLAND_ACTION,LA CLIPPERS_ACTION,PORTLAND_SCORE,LA CLIPPERS_SCORE
0,1,11:41.0,,B. Griffin misses 2-pt layup from 2 ft,0,0
1,1,11:38.0,Defensive rebound by A. Aminu,,0,0
2,1,11:33.0,D. Lillard misses 2-pt layup from 2 ft,,0,0
3,1,11:30.0,,Defensive rebound by L. Mbah a Moute,0,0
4,1,11:25.0,,Shooting foul by M. Harkless (drawn by D. Jordan),0,0
5,1,11:25.0,,D. Jordan misses free throw 1 of 2,0,0
6,1,11:25.0,,Offensive rebound by Team,0,0
7,1,11:25.0,,D. Jordan misses free throw 2 of 2,0,0
8,1,11:21.0,,Offensive rebound by B. Griffin,0,0
9,1,11:21.0,,B. Griffin makes 2-pt layup from 2 ft,0,2
10,1,11:09.0,M. Harkless makes 2-pt dunk at rim (assist by D. Lillard),,2,2
11,1,10:51.0,,J. Redick makes 2-pt jump shot from 21 ft (assist by B. Griffin),2,4
12,1,10:36.0,A. Aminu misses 2-pt jump shot from 21 ft,,2,4
13,1,10:35.0,,Defensive rebound by L. Mbah a Moute,2,4
14,1,10:27.0,,C. Paul misses 2-pt jump shot from 12 ft,2,4
15,1,10:24.0,Defensive rebound by A. Aminu,,2,4
16,1,10:20.0,A. Aminu misses 2-pt layup from 3 ft,,2,4
17,1,10:18.0,,Defensive rebound by D. Jordan,2,4
18,1,10:09.0,,J. Redick makes 2-pt jump shot from 18 ft (assist by C. Paul),2,6
19,1,9:55.0,Shooting foul by L. Mbah a Moute (drawn by M. Harkless),,2,6
20,1,9:55.0,M. Harkless misses free throw 1 of 2,,2,6
21,1,9:55.0,Offensive rebound by Team,,2,6
22,1,9:55.0,M. Harkless makes free throw 2 of 2,,3,6
23,1,9:44.0,,J. Redick misses 2-pt jump shot from 20 ft,3,6
24,1,9:43.0,Defensive rebound by A. Aminu,,3,6
25,1,9:35.0,M. Harkless misses 3-pt jump shot from 24 ft,,3,6
26,1,9:33.0,,Defensive rebound by J. Redick,3,6
27,1,9:24.0,,D. Jordan misses 2-pt jump shot from 4 ft (block by M. Harkless),3,6
28,1,9:23.0,Defensive rebound by A. Aminu,,3,6
29,1,9:17.0,C. McCollum makes 2-pt jump shot from 4 ft,,5,6
30,1,9:03.0,,Turnover by D. Jordan (bad pass),5,6
31,1,8:44.0,M. Harkless makes 2-pt layup from 4 ft (assist by D. Lillard),,7,6
32,1,8:21.0,,Shooting foul by M. Harkless (drawn by B. Griffin),7,6
33,1,8:21.0,,B. Griffin makes free throw 1 of 2,7,7
34,1,8:21.0,A. Crabbe enters the game for M. Harkless,,7,7
35,1,8:21.0,,B. Griffin misses free throw 2 of 2,7,7
36,1,8:19.0,Defensive rebound by A. Aminu,,7,7
37,1,8:13.0,M. Plumlee misses 2-pt jump shot from 9 ft,,7,7
38,1,8:10.0,,Defensive rebound by D. Jordan,7,7
39,1,7:56.0,,D. Jordan makes 2-pt layup from 3 ft (assist by L. Mbah a Moute),7,9
40,1,7:41.0,D. Lillard makes 2-pt jump shot from 15 ft (assist by A. Crabbe),,9,9
41,1,7:22.0,,B. Griffin makes 2-pt dunk at rim,9,11
42,1,7:22.0,,Shooting foul by M. Plumlee (drawn by B. Griffin),9,11
43,1,7:22.0,,B. Griffin makes free throw 1 of 1,9,12
44,1,7:09.0,D. Lillard misses 3-pt jump shot from 26 ft,,9,12
45,1,7:08.0,,Defensive rebound by L. Mbah a Moute,9,12
46,1,6:58.0,,D. Jordan misses 2-pt hook shot from 6 ft,9,12
47,1,6:55.0,Defensive rebound by M. Plumlee,,9,12
48,1,6:48.0,Turnover by C. McCollum (lost ball; steal by B. Griffin),,9,12
49,1,6:29.0,,J. Redick misses 3-pt jump shot from 30 ft,9,12
50,1,6:28.0,Defensive rebound by A. Aminu,,9,12
51,1,6:20.0,Turnover by D. Lillard (lost ball; steal by C. Paul),,9,12
52,1,6:14.0,,C. Paul misses 2-pt layup from 2 ft,9,12
53,1,6:09.0,Defensive rebound by C. McCollum,,9,12
54,1,6:07.0,D. Lillard makes 3-pt jump shot from 27 ft (assist by C. McCollum),,12,12
55,1,6:06.0,,LA Clippers full timeout,12,12
56,1,5:51.0,,Turnover by B. Griffin (bad pass; steal by A. Crabbe),12,12
57,1,5:42.0,Personal foul by L. Mbah a Moute,,12,12
58,1,5:42.0,,J. Crawford enters the game for L. Mbah a Moute,12,12
59,1,5:27.0,M. Plumlee misses 2-pt layup from 4 ft,,12,12
60,1,5:25.0,,Defensive rebound by D. Jordan,12,12
61,1,5:15.0,,B. Griffin makes 2-pt layup from 4 ft (assist by C. Paul),12,14
62,1,5:01.0,A. Crabbe makes 2-pt jump shot from 18 ft (assist by D. Lillard),,14,14
63,1,4:39.0,,J. Redick makes 2-pt jump shot from 18 ft (assist by C. Paul),14,16
64,1,4:23.0,C. McCollum misses 3-pt jump shot from 25 ft,,14,16
65,1,4:22.0,Offensive rebound by M. Plumlee,,14,16
66,1,4:18.0,Turnover by A. Aminu (lost ball),,14,16
67,1,4:18.0,G. Henderson enters the game for C. McCollum,,14,16
68,1,4:09.0,,Shooting foul by A. Aminu (drawn by B. Griffin),14,16
69,1,4:09.0,,B. Griffin makes free throw 1 of 2,14,17
70,1,4:09.0,,W. Johnson enters the game for J. Redick,14,17
71,1,4:09.0,E. Davis enters the game for M. Plumlee,,14,17
72,1,4:09.0,N. Vonleh enters the game for A. Aminu,,14,17
73,1,4:09.0,,B. Griffin makes free throw 2 of 2,14,18
74,1,3:56.0,Personal foul by W. Johnson,,14,18
75,1,3:56.0,,J. Green enters the game for B. Griffin,14,18
76,1,3:51.0,Turnover by D. Lillard (bad pass; steal by C. Paul),,14,18
77,1,3:47.0,,D. Jordan makes 2-pt dunk from 2 ft (assist by C. Paul),14,20
78,1,3:30.0,A. Crabbe misses 2-pt jump shot from 18 ft,,14,20
79,1,3:24.0,,Defensive rebound by W. Johnson,14,20
80,1,3:15.0,,Turnover by C. Paul (bad pass; steal by N. Vonleh),14,20
81,1,3:05.0,N. Vonleh misses 2-pt layup from 3 ft (block by D. Jordan),,14,20
82,1,2:59.0,,Offensive rebound by C. Paul,14,20
83,1,2:39.0,,C. Paul misses 2-pt jump shot from 20 ft,14,20
84,1,2:36.0,Defensive rebound by D. Lillard,,14,20
85,1,2:32.0,Turnover by D. Lillard (lost ball; steal by D. Jordan),,14,20
86,1,2:27.0,,C. Paul makes 2-pt layup from 2 ft (assist by W. Johnson),14,22
87,1,2:27.0,Portland full timeout,,14,22
88,1,2:27.0,,A. Rivers enters the game for C. Paul,14,22
89,1,2:08.0,D. Lillard makes 3-pt jump shot from 29 ft,,17,22
90,1,1:51.0,,J. Crawford makes 2-pt jump shot from 11 ft (assist by D. Jordan),17,24
91,1,1:30.0,G. Henderson makes 2-pt hook shot at rim (assist by N. Vonleh),,19,24
92,1,1:15.0,,A. Rivers misses 2-pt jump shot from 14 ft,19,24
93,1,1:13.0,Defensive rebound by E. Davis,,19,24
94,1,1:00.0,N. Vonleh misses 2-pt hook shot from 9 ft,,19,24
95,1,0:58.0,,Defensive rebound by D. Jordan,19,24
96,1,0:45.0,,Turnover by J. Crawford (lost ball; steal by G. Henderson),19,24
97,1,0:41.0,Shooting foul by J. Green (drawn by A. Crabbe),,19,24
98,1,0:41.0,A. Crabbe makes free throw 1 of 2,,20,24
99,1,0:41.0,A. Crabbe makes free throw 2 of 2,,21,24
100,1,0:41.0,,Personal take foul by N. Vonleh,21,24
101,1,0:41.0,,D. Jordan makes free throw 1 of 2,21,25
102,1,0:41.0,,D. Jordan makes free throw 2 of 2,21,26
103,1,0:38.0,Personal take foul by J. Crawford,,21,26
104,1,0:38.0,E. Davis misses free throw 1 of 2,,21,26
105,1,0:38.0,Offensive rebound by Team,,21,26
106,1,0:38.0,,C. Aldrich enters the game for D. Jordan,21,26
107,1,0:38.0,E. Davis misses free throw 2 of 2,,21,26
108,1,0:35.0,Offensive rebound by N. Vonleh,,21,26
109,1,0:26.0,D. Lillard misses 2-pt jump shot from 11 ft,,21,26
110,1,0:23.0,,Defensive rebound by C. Aldrich,21,26
111,1,0:07.0,,J. Crawford misses 2-pt jump shot from 20 ft,21,26
