,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PORTLAND_ACTION,MINNESOTA_SCORE,PORTLAND_SCORE
0,1,11:41.0,,Turnover by C. McCollum (bad pass; steal by K. Towns),0,0
1,1,11:23.0,K. Towns misses 2-pt jump shot from 19 ft,,0,0
2,1,11:22.0,Offensive rebound by G. Dieng,,0,0
3,1,11:22.0,Shooting foul by D. Lillard (drawn by G. Dieng),,0,0
4,1,11:22.0,G. Dieng makes free throw 1 of 2,,1,0
5,1,11:22.0,G. Dieng misses free throw 2 of 2,,1,0
6,1,11:20.0,Offensive rebound by K. Towns,,1,0
7,1,11:14.0,T. Prince makes 2-pt jump shot from 20 ft (assist by R. Rubio),,3,0
8,1,10:54.0,,M. Plumlee misses 2-pt jump shot from 4 ft,3,0
9,1,10:54.0,Defensive rebound by G. Dieng,,3,0
10,1,10:47.0,A. Wiggins misses 2-pt layup from 1 ft (block by N. Vonleh),,3,0
11,1,10:46.0,,Defensive rebound by N. Vonleh,3,0
12,1,10:42.0,,C. McCollum misses 2-pt jump shot from 20 ft,3,0
13,1,10:40.0,Defensive rebound by T. Prince,,3,0
14,1,10:35.0,R. Rubio makes 2-pt layup at rim (assist by T. Prince),,5,0
15,1,10:10.0,,D. Lillard misses 3-pt jump shot from 25 ft,5,0
16,1,10:09.0,Defensive rebound by T. Prince,,5,0
17,1,10:02.0,Shooting foul by A. Aminu (drawn by G. Dieng),,5,0
18,1,10:02.0,G. Dieng makes free throw 1 of 2,,6,0
19,1,10:02.0,G. Dieng makes free throw 2 of 2,,7,0
20,1,9:48.0,,C. McCollum makes 2-pt jump shot from 18 ft,7,2
21,1,9:29.0,A. Wiggins misses 2-pt jump shot from 19 ft,,7,2
22,1,9:28.0,,Defensive rebound by N. Vonleh,7,2
23,1,9:22.0,,Turnover by D. Lillard (bad pass; steal by K. Towns),7,2
24,1,9:20.0,Turnover by K. Towns (bad pass; steal by C. McCollum),,7,2
25,1,9:14.0,,N. Vonleh makes 2-pt dunk at rim (assist by D. Lillard),7,4
26,1,8:55.0,Shooting foul by C. McCollum (drawn by A. Wiggins),,7,4
27,1,8:55.0,A. Wiggins makes free throw 1 of 2,,8,4
28,1,8:55.0,A. Wiggins misses free throw 2 of 2,,8,4
29,1,8:54.0,,Defensive rebound by M. Plumlee,8,4
30,1,8:40.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by D. Lillard),8,6
31,1,8:19.0,A. Wiggins misses 2-pt jump shot from 17 ft,,8,6
32,1,8:18.0,Offensive rebound by K. Towns,,8,6
33,1,8:12.0,K. Towns makes 2-pt layup from 1 ft,,10,6
34,1,7:52.0,,N. Vonleh misses 2-pt jump shot from 7 ft,10,6
35,1,7:51.0,,Offensive rebound by N. Vonleh,10,6
36,1,7:45.0,,Shooting foul by G. Dieng (drawn by M. Plumlee),10,6
37,1,7:45.0,,M. Plumlee makes free throw 1 of 2,10,7
38,1,7:45.0,,M. Plumlee makes free throw 2 of 2,10,8
39,1,7:31.0,R. Rubio makes 2-pt jump shot from 18 ft (assist by K. Towns),,12,8
40,1,7:17.0,,Turnover by C. McCollum (bad pass; steal by R. Rubio),12,8
41,1,7:17.0,Personal foul by A. Aminu (drawn by R. Rubio),,12,8
42,1,7:07.0,A. Wiggins misses 2-pt layup from 2 ft,,12,8
43,1,7:07.0,,Defensive rebound by C. McCollum,12,8
44,1,7:00.0,,C. McCollum misses 2-pt jump shot from 3 ft,12,8
45,1,6:59.0,,Offensive rebound by A. Aminu,12,8
46,1,6:59.0,,A. Aminu makes 2-pt layup from 1 ft,12,10
47,1,6:50.0,Minnesota full timeout,,12,10
48,1,6:50.0,,A. Crabbe enters the game for A. Aminu,12,10
49,1,6:40.0,K. Towns misses 3-pt jump shot from 24 ft,,12,10
50,1,6:40.0,,Defensive rebound by A. Crabbe,12,10
51,1,6:23.0,,N. Vonleh misses 3-pt jump shot from 22 ft,12,10
52,1,6:22.0,Defensive rebound by K. Towns,,12,10
53,1,6:08.0,A. Wiggins makes 2-pt hook shot from 3 ft,,14,10
54,1,5:44.0,,Turnover by D. Lillard (bad pass; steal by T. Prince),14,10
55,1,5:21.0,G. Dieng misses 2-pt jump shot from 20 ft,,14,10
56,1,5:21.0,,Defensive rebound by Team,14,10
57,1,5:21.0,S. Muhammad enters the game for T. Prince,,14,10
58,1,5:21.0,,G. Henderson enters the game for C. McCollum,14,10
59,1,5:09.0,,Shooting foul by R. Rubio (drawn by D. Lillard),14,10
60,1,5:09.0,,D. Lillard misses free throw 1 of 2,14,10
61,1,5:09.0,,Offensive rebound by Team,14,10
62,1,5:09.0,,D. Lillard makes free throw 2 of 2,14,11
63,1,4:54.0,K. Towns makes 2-pt jump shot from 21 ft (assist by R. Rubio),,16,11
64,1,4:42.0,,D. Lillard misses 2-pt jump shot from 3 ft,16,11
65,1,4:42.0,Defensive rebound by R. Rubio,,16,11
66,1,4:42.0,Personal foul by M. Plumlee (drawn by R. Rubio),,16,11
67,1,4:42.0,R. Rubio makes free throw 1 of 2,,17,11
68,1,4:42.0,,M. Leonard enters the game for M. Plumlee,17,11
69,1,4:42.0,,E. Davis enters the game for N. Vonleh,17,11
70,1,4:42.0,R. Rubio makes free throw 2 of 2,,18,11
71,1,4:26.0,,G. Henderson misses 3-pt jump shot from 24 ft,18,11
72,1,4:25.0,Defensive rebound by A. Wiggins,,18,11
73,1,4:13.0,G. Dieng misses 3-pt jump shot from 23 ft,,18,11
74,1,4:13.0,,Defensive rebound by Team,18,11
75,1,4:13.0,Z. LaVine enters the game for R. Rubio,,18,11
76,1,3:56.0,,D. Lillard misses 3-pt jump shot from 22 ft,18,11
77,1,3:56.0,Defensive rebound by G. Dieng,,18,11
78,1,3:45.0,Z. LaVine misses 2-pt jump shot from 21 ft,,18,11
79,1,3:44.0,Offensive rebound by A. Wiggins,,18,11
80,1,3:42.0,Shooting foul by M. Leonard (drawn by A. Wiggins),,18,11
81,1,3:42.0,A. Wiggins misses free throw 1 of 2,,18,11
82,1,3:42.0,Offensive rebound by Team,,18,11
83,1,3:42.0,A. Wiggins makes free throw 2 of 2,,19,11
84,1,3:26.0,,D. Lillard makes 2-pt layup from 1 ft,19,13
85,1,3:09.0,Personal foul by A. Crabbe (drawn by G. Dieng),,19,13
86,1,3:09.0,G. Dieng makes free throw 1 of 2,,20,13
87,1,3:09.0,N. Bjelica enters the game for K. Towns,,20,13
88,1,3:09.0,G. Dieng makes free throw 2 of 2,,21,13
89,1,2:51.0,,Shooting foul by S. Muhammad (drawn by G. Henderson),21,13
90,1,2:51.0,,Portland full timeout,21,13
91,1,2:51.0,T. Prince enters the game for A. Wiggins,,21,13
92,1,2:51.0,,G. Henderson makes free throw 1 of 2,21,14
93,1,2:51.0,,G. Henderson makes free throw 2 of 2,21,15
94,1,2:36.0,Turnover by S. Muhammad (lost ball; steal by G. Henderson),,21,15
95,1,2:36.0,,Personal foul by S. Muhammad (drawn by G. Henderson),21,15
96,1,2:14.0,,D. Lillard makes 2-pt jump shot from 16 ft,21,17
97,1,1:55.0,Turnover by S. Muhammad (traveling),,21,17
98,1,1:55.0,N. Peković enters the game for G. Dieng,,21,17
99,1,1:34.0,,Shooting foul by S. Muhammad (drawn by G. Henderson),21,17
100,1,1:34.0,,G. Henderson makes free throw 1 of 2,21,18
101,1,1:34.0,A. Wiggins enters the game for S. Muhammad,,21,18
102,1,1:34.0,,G. Henderson makes free throw 2 of 2,21,19
103,1,1:13.0,T. Prince misses 2-pt hook shot from 5 ft,,21,19
104,1,1:13.0,Offensive rebound by Team,,21,19
105,1,1:10.0,A. Wiggins misses 2-pt jump shot from 7 ft,,21,19
106,1,1:07.0,Offensive rebound by A. Wiggins,,21,19
107,1,0:57.0,Z. LaVine misses 2-pt jump shot from 20 ft,,21,19
108,1,0:56.0,Offensive rebound by A. Wiggins,,21,19
109,1,0:50.0,Turnover by N. Bjelica (bad pass; steal by A. Crabbe),,21,19
110,1,0:46.0,,A. Crabbe makes 2-pt layup from 1 ft,21,21
111,1,0:28.0,Z. LaVine misses 3-pt jump shot from 22 ft,,21,21
112,1,0:26.0,Offensive rebound by N. Peković,,21,21
113,1,0:20.0,A. Wiggins misses 2-pt jump shot from 19 ft,,21,21
114,1,0:20.0,,Defensive rebound by A. Crabbe,21,21
115,1,0:02.0,,D. Lillard misses 2-pt jump shot from 19 ft,21,21
116,1,0:00.0,Defensive rebound by N. Peković,,21,21
117,2,11:47.0,N. Peković misses 2-pt hook shot from 5 ft,,21,21
118,2,11:46.0,,Defensive rebound by G. Henderson,21,21
119,2,11:32.0,,Turnover by C. McCollum (step out of bounds),21,21
120,2,11:18.0,Z. LaVine makes 2-pt layup from 2 ft (assist by N. Bjelica),,23,21
121,2,10:59.0,,A. Crabbe misses 3-pt jump shot from 22 ft,23,21
122,2,10:59.0,Defensive rebound by T. Prince,,23,21
123,2,10:36.0,N. Bjelica misses 2-pt jump shot from 21 ft,,23,21
124,2,10:35.0,,Defensive rebound by A. Crabbe,23,21
125,2,10:28.0,,Shooting foul by N. Peković (drawn by C. McCollum),23,21
126,2,10:28.0,,C. McCollum makes 2-pt layup from 3 ft,23,23
127,2,10:28.0,,C. McCollum makes free throw 1 of 1,23,24
128,2,10:03.0,A. Miller makes 2-pt jump shot from 15 ft,,25,24
129,2,9:51.0,,G. Henderson makes 2-pt layup at rim (assist by E. Davis),25,26
130,2,9:33.0,Z. LaVine misses 2-pt jump shot from 17 ft,,25,26
131,2,9:32.0,,Defensive rebound by M. Leonard,25,26
132,2,9:23.0,,Turnover by C. McCollum (bad pass; steal by T. Prince),25,26
133,2,9:17.0,Z. LaVine misses 2-pt layup from 1 ft,,25,26
134,2,9:16.0,Offensive rebound by N. Bjelica,,25,26
135,2,9:16.0,N. Bjelica makes 2-pt layup at rim,,27,26
136,2,8:57.0,,Shooting foul by N. Bjelica (drawn by E. Davis),27,26
137,2,8:57.0,Official timeout,,27,26
138,2,8:57.0,,E. Davis makes free throw 1 of 2,27,27
139,2,8:57.0,,E. Davis makes free throw 2 of 2,27,28
