,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,BOSTON_ACTION,MEMPHIS_SCORE,BOSTON_SCORE
417,4,7:01.0,,M. Smart misses 3-pt jump shot from 24 ft,79,100
418,4,6:59.0,Defensive rebound by R. Hollins,,79,100
419,4,6:48.0,Turnover by M. Barnes (bad pass; steal by J. Jerebko),,79,100
420,4,6:31.0,,J. Jerebko misses 3-pt jump shot from 24 ft,79,100
421,4,6:30.0,,Offensive rebound by M. Smart,79,100
422,4,6:27.0,,A. Bradley misses 3-pt jump shot from 26 ft,79,100
423,4,6:26.0,Defensive rebound by V. Carter,,79,100
424,4,6:16.0,M. Barnes makes 3-pt jump shot from 24 ft (assist by V. Carter),,82,100
425,4,6:00.0,,Turnover by M. Smart (bad pass; steal by V. Carter),82,100
426,4,5:54.0,Shooting foul by M. Smart (drawn by R. Hollins),,82,100
427,4,5:54.0,,Boston full timeout,82,100
428,4,5:54.0,,J. Crowder enters the game for M. Smart,82,100
429,4,5:54.0,L. Stephenson enters the game for J. Green,,82,100
430,4,5:54.0,R. Hollins misses free throw 1 of 2,,82,100
431,4,5:54.0,Offensive rebound by Team,,82,100
432,4,5:54.0,R. Hollins makes free throw 2 of 2,,83,100
433,4,5:42.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by E. Turner),83,103
434,4,5:23.0,V. Carter makes 3-pt jump shot from 25 ft (assist by L. Stephenson),,86,103
435,4,5:07.0,Violation by V. Carter (kicked ball),,86,103
436,4,5:02.0,,Turnover by E. Turner (bad pass),86,103
437,4,4:43.0,M. Barnes misses 3-pt jump shot from 24 ft,,86,103
438,4,4:42.0,,Defensive rebound by T. Zeller,86,103
439,4,4:33.0,,J. Crowder misses 3-pt jump shot from 25 ft,86,103
440,4,4:32.0,,Offensive rebound by T. Zeller,86,103
441,4,4:29.0,,J. Crowder makes 2-pt layup from 1 ft (assist by T. Zeller),86,105
442,4,4:12.0,V. Carter makes 3-pt jump shot from 23 ft (assist by M. Barnes),,89,105
443,4,3:55.0,,T. Zeller makes 2-pt jump shot from 17 ft (assist by E. Turner),89,107
444,4,3:33.0,M. Barnes makes 2-pt jump shot from 18 ft (assist by V. Carter),,91,107
445,4,3:16.0,,J. Crowder misses 2-pt jump shot from 19 ft,91,107
446,4,3:15.0,Defensive rebound by R. Hollins,,91,107
447,4,3:04.0,R. Hollins misses 2-pt jump shot from 17 ft,,91,107
448,4,3:03.0,,Defensive rebound by E. Turner,91,107
449,4,2:52.0,,Turnover by E. Turner (bad pass; steal by V. Carter),91,107
450,4,2:45.0,M. Barnes makes 2-pt jump shot from 4 ft (assist by L. Stephenson),,93,107
451,4,2:23.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by E. Turner),93,110
452,4,2:02.0,J. Martin misses 2-pt jump shot from 20 ft,,93,110
453,4,2:01.0,,Defensive rebound by J. Jerebko,93,110
454,4,1:51.0,,J. Jerebko makes 3-pt jump shot from 24 ft (assist by E. Turner),93,113
455,4,1:51.0,Memphis full timeout,,93,113
456,4,1:51.0,,T. Rozier enters the game for J. Crowder,93,113
457,4,1:51.0,,J. Young enters the game for A. Bradley,93,113
458,4,1:51.0,,R. Hunter enters the game for E. Turner,93,113
459,4,1:51.0,,J. Mickey enters the game for J. Jerebko,93,113
460,4,1:51.0,J. Green enters the game for M. Barnes,,93,113
461,4,1:51.0,P. Hairston enters the game for R. Hollins,,93,113
462,4,1:39.0,Shooting foul by T. Zeller (drawn by J. Martin),,93,113
463,4,1:39.0,J. Martin makes free throw 1 of 2,,94,113
464,4,1:39.0,J. Martin misses free throw 2 of 2,,94,113
465,4,1:38.0,,Defensive rebound by J. Young,94,113
466,4,1:23.0,,Turnover by T. Zeller (lost ball),94,113
467,4,1:11.0,P. Hairston misses 3-pt jump shot from 25 ft,,94,113
468,4,1:10.0,,Defensive rebound by T. Rozier,94,113
469,4,0:59.0,,J. Mickey misses 2-pt jump shot from 3 ft (block by V. Carter),94,113
470,4,0:57.0,Defensive rebound by V. Carter,,94,113
471,4,0:48.0,J. Green misses 2-pt layup from 2 ft (block by J. Mickey),,94,113
472,4,0:47.0,Offensive rebound by J. Green,,94,113
473,4,0:46.0,J. Green misses 2-pt layup from 2 ft (block by J. Mickey),,94,113
474,4,0:45.0,Offensive rebound by J. Martin,,94,113
475,4,0:44.0,J. Martin misses 2-pt layup at rim (block by J. Mickey),,94,113
476,4,0:43.0,,Defensive rebound by T. Rozier,94,113
477,4,0:38.0,,R. Hunter makes 3-pt jump shot from 25 ft (assist by T. Rozier),94,116
478,4,0:25.0,P. Hairston makes 2-pt layup from 1 ft,,96,116
479,4,0:22.0,Violation by P. Hairston (kicked ball),,96,116
480,4,0:02.0,,Personal foul by L. Stephenson,96,116
