,QUARTER,TIME_REMAINING,DALLAS_ACTION,OKLAHOMA CITY_ACTION,DALLAS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:48.0,Turnover by Z. Pachulia (bad pass; steal by R. Westbrook),,0,0
1,1,11:36.0,Violation by Z. Pachulia (kicked ball),,0,0
2,1,11:28.0,,S. Adams misses 2-pt jump shot from 4 ft,0,0
3,1,11:26.0,,Offensive rebound by S. Adams,0,0
4,1,11:26.0,,S. Adams makes 2-pt jump shot from 1 ft,0,2
5,1,11:09.0,Z. Pachulia misses 2-pt jump shot from 16 ft,,0,2
6,1,11:09.0,Offensive rebound by D. Nowitzki,,0,2
7,1,11:05.0,D. Nowitzki makes 2-pt jump shot from 16 ft,,2,2
8,1,10:48.0,,D. Waiters misses 2-pt layup from 2 ft (block by Z. Pachulia),2,2
9,1,10:46.0,Defensive rebound by D. Williams,,2,2
10,1,10:43.0,Turnover by D. Williams (bad pass; steal by R. Westbrook),,2,2
11,1,10:38.0,,R. Westbrook makes 2-pt layup from 1 ft,2,4
12,1,10:27.0,D. Williams makes 2-pt layup at rim,,4,4
13,1,10:09.0,,D. Waiters makes 3-pt jump shot from 25 ft,4,7
14,1,9:43.0,C. Parsons makes 2-pt layup from 2 ft,,6,7
15,1,9:26.0,,S. Ibaka misses 2-pt layup from 2 ft (block by Z. Pachulia),6,7
16,1,9:25.0,,Offensive rebound by S. Ibaka,6,7
17,1,9:22.0,,S. Ibaka misses 2-pt jump shot from 15 ft,6,7
18,1,9:21.0,Defensive rebound by D. Nowitzki,,6,7
19,1,9:05.0,W. Matthews makes 2-pt jump shot from 15 ft (assist by Z. Pachulia),,8,7
20,1,8:52.0,,Turnover by R. Westbrook (bad pass; steal by Z. Pachulia),8,7
21,1,8:32.0,Shooting foul by S. Adams (drawn by Z. Pachulia),,8,7
22,1,8:32.0,Z. Pachulia makes free throw 1 of 2,,9,7
23,1,8:32.0,Z. Pachulia makes free throw 2 of 2,,10,7
24,1,8:19.0,,A. Roberson misses 3-pt jump shot from 22 ft,10,7
25,1,8:18.0,,Offensive rebound by S. Adams,10,7
26,1,8:12.0,,R. Westbrook makes 3-pt jump shot from 23 ft (assist by A. Roberson),10,10
27,1,7:46.0,D. Nowitzki makes 2-pt jump shot from 11 ft,,12,10
28,1,7:35.0,,S. Ibaka makes 2-pt jump shot from 18 ft (assist by R. Westbrook),12,12
29,1,7:24.0,Turnover by D. Williams (bad pass; steal by R. Westbrook),,12,12
30,1,7:10.0,,D. Waiters misses 2-pt jump shot from 16 ft,12,12
31,1,7:10.0,Defensive rebound by Z. Pachulia,,12,12
32,1,7:02.0,Turnover by D. Williams (lost ball),,12,12
33,1,6:48.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),12,14
34,1,6:31.0,C. Parsons makes 3-pt jump shot from 24 ft,,15,14
35,1,6:19.0,,R. Westbrook misses 2-pt jump shot from 16 ft,15,14
36,1,6:18.0,Defensive rebound by C. Parsons,,15,14
37,1,6:11.0,W. Matthews misses 3-pt jump shot from 24 ft,,15,14
38,1,6:10.0,,Defensive rebound by D. Waiters,15,14
39,1,5:53.0,,A. Roberson makes 3-pt jump shot from 22 ft (assist by S. Adams),15,17
40,1,5:52.0,Dallas full timeout,,15,17
41,1,5:52.0,D. Harris enters the game for D. Nowitzki,,15,17
42,1,5:52.0,D. Powell enters the game for W. Matthews,,15,17
43,1,5:36.0,C. Parsons misses 2-pt jump shot from 3 ft (block by A. Roberson),,15,17
44,1,5:36.0,,Defensive rebound by Team,15,17
45,1,5:22.0,,R. Westbrook misses 2-pt jump shot from 14 ft,15,17
46,1,5:21.0,Defensive rebound by Z. Pachulia,,15,17
47,1,5:11.0,Turnover by D. Williams (bad pass),,15,17
48,1,5:02.0,,Turnover by S. Ibaka (3 sec),15,17
49,1,4:41.0,Turnover by Z. Pachulia (3 sec),,15,17
50,1,4:41.0,,N. Collison enters the game for S. Ibaka,15,17
51,1,4:25.0,,S. Adams makes 2-pt layup from 1 ft (assist by D. Waiters),15,19
52,1,4:10.0,Shooting foul by A. Roberson (drawn by C. Parsons),,15,19
53,1,4:10.0,C. Parsons misses free throw 1 of 2,,15,19
54,1,4:10.0,Offensive rebound by Team,,15,19
55,1,4:10.0,C. Parsons misses free throw 2 of 2,,15,19
56,1,4:09.0,,Defensive rebound by S. Adams,15,19
57,1,3:49.0,,R. Westbrook misses 2-pt jump shot from 7 ft,15,19
58,1,3:48.0,Defensive rebound by C. Parsons,,15,19
59,1,3:38.0,D. Powell misses 2-pt layup from 1 ft,,15,19
60,1,3:36.0,,Defensive rebound by R. Westbrook,15,19
61,1,3:33.0,Violation by C. Parsons (def goaltending),,15,19
62,1,3:33.0,,D. Waiters makes 2-pt layup from 2 ft,15,21
63,1,3:20.0,Z. Pachulia makes 2-pt layup from 1 ft,,17,21
64,1,3:11.0,,Turnover by S. Adams (offensive foul),17,21
65,1,3:11.0,,Offensive foul by S. Adams (drawn by D. Harris),17,21
66,1,3:11.0,W. Matthews enters the game for C. Parsons,,17,21
67,1,3:11.0,R. Felton enters the game for D. Williams,,17,21
68,1,3:11.0,,E. Freedom enters the game for S. Adams,17,21
69,1,3:11.0,,A. Morrow enters the game for A. Roberson,17,21
70,1,3:00.0,D. Powell makes 2-pt jump shot from 17 ft (assist by D. Harris),,19,21
71,1,2:36.0,,D. Waiters misses 2-pt layup from 1 ft,19,21
72,1,2:35.0,,Offensive rebound by N. Collison,19,21
73,1,2:35.0,,N. Collison misses 2-pt jump shot from 1 ft,19,21
74,1,2:34.0,Defensive rebound by Z. Pachulia,,19,21
75,1,2:27.0,W. Matthews misses 3-pt jump shot from 24 ft,,19,21
76,1,2:26.0,,Defensive rebound by E. Freedom,19,21
77,1,2:16.0,,Shooting foul by D. Powell (drawn by N. Collison),19,21
78,1,2:16.0,,Oklahoma City full timeout,19,21
79,1,2:16.0,J. McGee enters the game for Z. Pachulia,,19,21
80,1,2:16.0,D. Nowitzki enters the game for D. Powell,,19,21
81,1,2:16.0,,N. Collison makes free throw 1 of 2,19,22
82,1,2:16.0,,N. Collison makes free throw 2 of 2,19,23
83,1,2:00.0,J. McGee makes 2-pt layup from 1 ft (assist by D. Nowitzki),,21,23
84,1,1:45.0,,R. Westbrook misses 2-pt layup from 3 ft,21,23
85,1,1:44.0,,Offensive rebound by N. Collison,21,23
86,1,1:44.0,,N. Collison makes 2-pt jump shot at rim,21,25
87,1,1:28.0,J. McGee makes 2-pt jump shot from 4 ft (assist by D. Harris),,23,25
88,1,1:17.0,,Shooting foul by R. Felton (drawn by D. Waiters),23,25
89,1,1:17.0,,D. Waiters makes free throw 1 of 2,23,26
90,1,1:17.0,,D. Waiters makes free throw 2 of 2,23,27
91,1,1:04.0,J. McGee makes 2-pt dunk at rim (assist by D. Harris),,25,27
92,1,0:54.0,,R. Westbrook misses 2-pt jump shot from 11 ft,25,27
93,1,0:53.0,,Offensive rebound by E. Freedom,25,27
94,1,0:51.0,,E. Freedom makes 2-pt hook shot from 4 ft,25,29
95,1,0:31.0,Turnover by J. McGee (offensive goaltending),,25,29
96,1,0:12.0,,N. Collison makes 2-pt hook shot from 2 ft (assist by R. Westbrook),25,31
97,1,0:06.0,Personal take foul by D. Waiters (drawn by R. Felton),,25,31
98,1,0:00.0,D. Harris misses 2-pt jump shot from 17 ft,,25,31
99,1,0:00.0,Offensive rebound by Team,,25,31
100,2,11:41.0,,A. Morrow misses 2-pt jump shot from 7 ft,25,31
101,2,11:41.0,,Offensive rebound by E. Freedom,25,31
102,2,11:41.0,Violation by J. McGee (def goaltending),,25,31
103,2,11:41.0,,E. Freedom makes 2-pt layup from 2 ft,25,33
104,2,11:20.0,J. McGee makes 2-pt layup at rim (assist by R. Felton),,27,33
105,2,10:57.0,,A. Morrow makes 2-pt jump shot from 10 ft (assist by S. Ibaka),27,35
106,2,10:36.0,D. Nowitzki misses 2-pt jump shot from 14 ft,,27,35
107,2,10:35.0,,Defensive rebound by S. Ibaka,27,35
108,2,10:28.0,,S. Ibaka makes 2-pt jump shot from 18 ft (assist by D. Augustin),27,37
109,2,10:11.0,Personal foul by K. Singler (drawn by D. Harris),,27,37
110,2,10:11.0,J. Barea enters the game for D. Harris,,27,37
111,2,10:06.0,R. Felton makes 2-pt jump shot from 3 ft,,29,37
112,2,10:06.0,Shooting foul by K. Singler (drawn by R. Felton),,29,37
113,2,10:06.0,R. Felton makes free throw 1 of 1,,30,37
114,2,9:48.0,,D. Augustin makes 2-pt jump shot from 18 ft,30,39
115,2,9:32.0,J. Barea misses 2-pt layup from 2 ft,,30,39
116,2,9:31.0,,Defensive rebound by D. Augustin,30,39
117,2,9:23.0,,K. Singler misses 3-pt jump shot from 23 ft,30,39
118,2,9:22.0,Defensive rebound by J. McGee,,30,39
119,2,9:13.0,R. Felton misses 3-pt jump shot from 24 ft,,30,39
120,2,9:11.0,Offensive rebound by J. McGee,,30,39
121,2,9:11.0,J. McGee misses 2-pt jump shot from 2 ft,,30,39
122,2,9:10.0,,Defensive rebound by S. Ibaka,30,39
123,2,8:59.0,,E. Freedom misses 2-pt layup at rim,30,39
124,2,8:58.0,Defensive rebound by J. McGee,,30,39
125,2,8:52.0,Personal foul by S. Ibaka (drawn by D. Nowitzki),,30,39
126,2,8:52.0,Official timeout,,30,39
127,2,8:52.0,,C. Payne enters the game for K. Singler,30,39
128,2,8:52.0,D. Powell enters the game for J. McGee,,30,39
129,2,8:52.0,,Violation by Team (delay of game),30,39
130,2,8:43.0,D. Powell misses 2-pt jump shot from 14 ft,,30,39
131,2,8:43.0,,Defensive rebound by C. Payne,30,39
132,2,8:26.0,,C. Payne makes 2-pt jump shot from 16 ft,30,41
133,2,8:13.0,D. Powell makes 2-pt dunk at rim (assist by R. Felton),,32,41
134,2,7:50.0,,Turnover by A. Morrow (bad pass; steal by D. Powell),32,41
135,2,7:42.0,W. Matthews makes 2-pt layup from 2 ft,,34,41
136,2,7:24.0,,A. Morrow makes 3-pt jump shot from 24 ft (assist by E. Freedom),34,44
137,2,7:11.0,D. Powell makes 2-pt layup from 1 ft (assist by J. Barea),,36,44
138,2,6:50.0,,S. Ibaka makes 2-pt jump shot from 4 ft (assist by C. Payne),36,46
139,2,6:29.0,D. Powell makes 2-pt dunk at rim (assist by J. Barea),,38,46
140,2,6:14.0,,C. Payne misses 3-pt jump shot from 24 ft,38,46
141,2,6:14.0,Defensive rebound by J. Barea,,38,46
142,2,6:07.0,Shooting foul by E. Freedom (drawn by D. Nowitzki),,38,46
143,2,6:07.0,D. Nowitzki makes free throw 1 of 2,,39,46
144,2,6:07.0,C. Parsons enters the game for W. Matthews,,39,46
145,2,6:07.0,D. Williams enters the game for R. Felton,,39,46
146,2,6:07.0,,R. Westbrook enters the game for E. Freedom,39,46
147,2,6:07.0,,S. Adams enters the game for D. Augustin,39,46
148,2,6:07.0,D. Nowitzki misses free throw 2 of 2,,39,46
149,2,6:06.0,,Defensive rebound by S. Adams,39,46
150,2,5:50.0,,R. Westbrook misses 2-pt layup from 3 ft,39,46
151,2,5:49.0,Defensive rebound by C. Parsons,,39,46
152,2,5:41.0,D. Williams misses 2-pt jump shot from 4 ft (block by A. Morrow),,39,46
153,2,5:40.0,,Defensive rebound by C. Payne,39,46
154,2,5:37.0,,Turnover by S. Ibaka (lost ball),39,46
155,2,5:37.0,,Oklahoma City full timeout,39,46
156,2,5:37.0,Z. Pachulia enters the game for D. Nowitzki,,39,46
157,2,5:21.0,J. Barea misses 3-pt jump shot from 22 ft,,39,46
158,2,5:21.0,Offensive rebound by Team,,39,46
159,2,5:20.0,,D. Waiters enters the game for A. Morrow,39,46
160,2,5:13.0,D. Williams makes 2-pt layup from 2 ft,,41,46
161,2,4:55.0,,S. Ibaka makes 2-pt layup from 1 ft (assist by S. Adams),41,48
162,2,4:39.0,J. Barea makes 2-pt jump shot from 5 ft,,43,48
163,2,4:28.0,,C. Payne misses 2-pt jump shot from 8 ft,43,48
164,2,4:28.0,Defensive rebound by Z. Pachulia,,43,48
165,2,4:22.0,Turnover by J. Barea (lost ball; steal by R. Westbrook),,43,48
166,2,4:15.0,,Turnover by C. Payne (bad pass),43,48
167,2,4:15.0,D. Harris enters the game for J. Barea,,43,48
168,2,4:07.0,D. Williams makes 3-pt jump shot from 24 ft (assist by D. Harris),,46,48
169,2,3:48.0,,R. Westbrook misses 3-pt jump shot from 25 ft,46,48
170,2,3:47.0,Defensive rebound by D. Williams,,46,48
171,2,3:41.0,Shooting foul by C. Payne (drawn by D. Williams),,46,48
172,2,3:41.0,D. Williams makes free throw 1 of 2,,47,48
173,2,3:41.0,,A. Roberson enters the game for C. Payne,47,48
174,2,3:41.0,D. Williams makes free throw 2 of 2,,48,48
