,QUARTER,TIME_REMAINING,UTAH_ACTION,ATLANTA_ACTION,UTAH_SCORE,ATLANTA_SCORE
62,1,3:52.0,Offensive rebound by G. Hayward,,18,17
63,1,3:52.0,Shooting foul by J. Holiday (drawn by G. Hayward),,18,17
64,1,3:52.0,G. Hayward makes free throw 1 of 2,,19,17
65,1,3:52.0,G. Hayward misses free throw 2 of 2,,19,17
66,1,3:51.0,,Defensive rebound by P. Millsap,19,17
67,1,3:36.0,,T. Sefolosha misses 2-pt jump shot from 18 ft,19,17
68,1,3:33.0,,Offensive rebound by T. Sefolosha,19,17
69,1,3:29.0,,J. Holiday misses 3-pt jump shot from 24 ft,19,17
70,1,3:28.0,,Offensive rebound by T. Splitter,19,17
71,1,3:21.0,,Turnover by S. Mack (bad pass; steal by T. Booker),19,17
72,1,3:16.0,T. Booker misses 2-pt layup at rim,,19,17
73,1,3:14.0,Offensive rebound by G. Hayward,,19,17
74,1,3:14.0,G. Hayward makes 2-pt jump shot at rim,,21,17
75,1,3:03.0,,S. Mack misses 2-pt jump shot from 17 ft,21,17
76,1,3:02.0,Defensive rebound by T. Booker,,21,17
77,1,2:48.0,Shooting foul by T. Splitter (drawn by R. Gobert),,21,17
78,1,2:48.0,Utah full timeout,,21,17
79,1,2:48.0,R. Gobert makes free throw 1 of 2,,22,17
80,1,2:48.0,R. Gobert makes free throw 2 of 2,,23,17
81,1,2:23.0,,T. Splitter misses 2-pt hook shot from 3 ft,23,17
82,1,2:18.0,Defensive rebound by A. Burks,,23,17
83,1,2:05.0,T. Booker makes 2-pt jump shot from 19 ft (assist by T. Burke),,25,17
84,1,1:42.0,,P. Millsap makes 2-pt jump shot from 8 ft (assist by S. Mack),25,19
85,1,1:20.0,G. Hayward misses 3-pt jump shot from 23 ft,,25,19
86,1,1:17.0,Offensive rebound by T. Booker,,25,19
87,1,1:17.0,T. Booker makes 2-pt jump shot at rim,,27,19
88,1,1:05.0,,Shooting foul by T. Booker (drawn by P. Millsap),27,19
89,1,1:05.0,,P. Millsap makes free throw 1 of 2,27,20
90,1,1:05.0,J. Withey enters the game for R. Gobert,,27,20
91,1,1:05.0,J. Ingles enters the game for G. Hayward,,27,20
92,1,1:05.0,,A. Horford enters the game for T. Splitter,27,20
93,1,1:05.0,,P. Millsap makes free throw 2 of 2,27,21
94,1,0:42.0,T. Booker misses 2-pt jump shot from 4 ft,,27,21
95,1,0:41.0,,Defensive rebound by P. Millsap,27,21
96,1,0:25.0,,T. Sefolosha makes 3-pt jump shot from 22 ft (assist by A. Horford),27,24
97,1,0:04.0,Turnover by T. Burke (lost ball; steal by S. Mack),,27,24
98,1,0:00.0,,T. Sefolosha misses 2-pt layup from 1 ft,27,24
99,1,0:00.0,,Offensive rebound by Team,27,24
100,2,11:33.0,J. Ingles makes 2-pt jump shot from 12 ft (assist by T. Booker),,29,24
101,2,11:11.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,29,24
102,2,11:10.0,Defensive rebound by A. Burks,,29,24
103,2,10:58.0,A. Burks misses 2-pt jump shot from 3 ft (block by A. Horford),,29,24
104,2,10:58.0,D. Favors enters the game for T. Booker,,29,24
105,2,10:57.0,,Offensive rebound by Team,29,24
106,2,10:45.0,,S. Mack makes 2-pt jump shot from 16 ft (assist by M. Muscala),29,26
107,2,10:18.0,A. Burks makes 2-pt layup from 1 ft,,31,26
108,2,10:08.0,,T. Sefolosha makes 2-pt jump shot from 1 ft (assist by S. Mack),31,28
109,2,9:56.0,Turnover by J. Ingles (bad pass; steal by T. Sefolosha),,31,28
110,2,9:50.0,,Turnover by T. Sefolosha (bad pass; steal by T. Burke),31,28
111,2,9:46.0,A. Burks makes 2-pt jump shot from 10 ft (assist by T. Burke),,33,28
112,2,9:46.0,Shooting foul by S. Mack (drawn by A. Burks),,33,28
113,2,9:46.0,,K. Korver enters the game for J. Holiday,33,28
114,2,9:46.0,R. Hood enters the game for J. Ingles,,33,28
115,2,9:46.0,A. Burks misses free throw 1 of 1,,33,28
116,2,9:44.0,,Defensive rebound by M. Muscala,33,28
117,2,9:34.0,,S. Mack makes 2-pt jump shot from 11 ft,33,30
118,2,9:16.0,A. Burks makes 2-pt layup at rim (assist by T. Burke),,35,30
119,2,9:02.0,,A. Horford makes 2-pt hook shot from 4 ft,35,32
120,2,8:41.0,T. Burke makes 3-pt jump shot from 25 ft (assist by A. Burks),,38,32
121,2,8:29.0,,Turnover by S. Mack (traveling),38,32
122,2,8:29.0,Official timeout,,38,32
123,2,8:29.0,,K. Bazemore enters the game for S. Mack,38,32
124,2,8:29.0,,D. Schröder enters the game for T. Sefolosha,38,32
125,2,8:08.0,D. Favors misses 2-pt layup from 2 ft,,38,32
126,2,8:07.0,,Defensive rebound by A. Horford,38,32
127,2,7:52.0,,A. Horford misses 2-pt layup from 1 ft (block by J. Withey),38,32
128,2,7:50.0,Defensive rebound by A. Burks,,38,32
129,2,7:40.0,Turnover by D. Favors (bad pass; steal by M. Muscala),,38,32
130,2,7:32.0,,Turnover by M. Muscala (lost ball; steal by R. Hood),38,32
131,2,7:20.0,A. Burks misses 2-pt jump shot from 14 ft,,38,32
132,2,7:18.0,,Defensive rebound by K. Korver,38,32
133,2,7:06.0,,D. Schröder makes 2-pt layup from 1 ft,38,34
134,2,6:58.0,Shooting foul by M. Muscala (drawn by T. Burke),,38,34
135,2,6:58.0,T. Burke makes free throw 1 of 2,,39,34
136,2,6:58.0,,T. Splitter enters the game for A. Horford,39,34
137,2,6:58.0,R. Gobert enters the game for A. Burks,,39,34
138,2,6:58.0,G. Hayward enters the game for J. Withey,,39,34
139,2,6:58.0,T. Burke makes free throw 2 of 2,,40,34
140,2,6:44.0,,K. Korver misses 3-pt jump shot from 24 ft,40,34
141,2,6:42.0,Defensive rebound by R. Gobert,,40,34
142,2,6:36.0,R. Gobert makes 2-pt layup at rim (assist by T. Burke),,42,34
143,2,6:19.0,,D. Schröder makes 2-pt jump shot from 15 ft,42,36
144,2,6:08.0,,Offensive charge foul by R. Gobert (drawn by M. Muscala),42,36
145,2,6:08.0,Turnover by R. Gobert (offensive foul),,42,36
146,2,6:08.0,R. Neto enters the game for T. Burke,,42,36
147,2,6:08.0,,Atlanta full timeout,42,36
148,2,5:57.0,,K. Korver makes 2-pt jump shot from 20 ft,42,38
149,2,5:29.0,R. Hood misses 2-pt jump shot from 19 ft,,42,38
150,2,5:29.0,Offensive rebound by R. Gobert,,42,38
151,2,5:29.0,Turnover by Team (shot clock),,42,38
152,2,5:16.0,,K. Korver misses 3-pt jump shot from 24 ft,42,38
153,2,5:13.0,Defensive rebound by R. Gobert,,42,38
154,2,5:01.0,Shooting foul by K. Korver (drawn by R. Gobert),,42,38
155,2,5:01.0,R. Gobert misses free throw 1 of 2,,42,38
156,2,5:01.0,Offensive rebound by Team,,42,38
157,2,5:01.0,R. Gobert makes free throw 2 of 2,,43,38
158,2,4:44.0,,P. Millsap enters the game for M. Muscala,43,38
159,2,4:38.0,,K. Bazemore makes 2-pt jump shot from 5 ft,43,40
160,2,4:23.0,R. Hood misses 3-pt jump shot from 23 ft,,43,40
161,2,4:22.0,,Defensive rebound by K. Bazemore,43,40
162,2,4:17.0,,K. Bazemore makes 2-pt layup from 2 ft,43,42
163,2,4:09.0,Utah full timeout,,43,42
164,2,4:09.0,,T. Sefolosha enters the game for K. Korver,43,42
165,2,4:09.0,A. Burks enters the game for R. Neto,,43,42
166,2,3:56.0,Turnover by A. Burks (bad pass; steal by K. Bazemore),,43,42
167,2,3:45.0,,D. Schröder misses 2-pt jump shot from 20 ft (block by R. Gobert),43,42
168,2,3:42.0,,Offensive rebound by D. Schröder,43,42
169,2,3:42.0,,Personal foul by R. Hood (drawn by T. Splitter),43,42
170,2,3:39.0,,Turnover by T. Splitter (offensive foul),43,42
171,2,3:39.0,,Offensive foul by T. Splitter (drawn by R. Hood),43,42
172,2,3:21.0,Turnover by D. Favors (lost ball),,43,42
173,2,3:03.0,,K. Bazemore makes 3-pt jump shot from 25 ft,43,45
174,2,2:39.0,Turnover by G. Hayward (bad pass; steal by T. Splitter),,43,45
175,2,2:37.0,,Personal foul by R. Hood (drawn by D. Schröder),43,45
176,2,2:37.0,T. Booker enters the game for D. Favors,,43,45
177,2,2:30.0,,Shooting foul by A. Burks (drawn by D. Schröder),43,45
178,2,2:30.0,,D. Schröder makes free throw 1 of 2,43,46
179,2,2:30.0,,D. Schröder makes free throw 2 of 2,43,47
180,2,2:09.0,A. Burks misses 2-pt jump shot from 18 ft,,43,47
181,2,2:07.0,,Defensive rebound by T. Sefolosha,43,47
182,2,1:59.0,,Turnover by T. Splitter (bad pass; steal by A. Burks),43,47
183,2,1:55.0,A. Burks makes 2-pt layup from 1 ft,,45,47
184,2,1:55.0,Shooting foul by D. Schröder (drawn by A. Burks),,45,47
185,2,1:55.0,A. Burks makes free throw 1 of 1,,46,47
186,2,1:45.0,,D. Schröder misses 2-pt layup from 2 ft,46,47
187,2,1:43.0,Defensive rebound by R. Gobert,,46,47
188,2,1:24.0,R. Hood misses 3-pt jump shot from 24 ft,,46,47
189,2,1:23.0,,Defensive rebound by D. Schröder,46,47
190,2,1:15.0,,T. Splitter makes 2-pt layup from 1 ft (assist by D. Schröder),46,49
191,2,0:50.0,G. Hayward misses 2-pt jump shot from 6 ft (block by T. Sefolosha),,46,49
192,2,0:50.0,Offensive rebound by Team,,46,49
193,2,0:50.0,Turnover by Team (shot clock),,46,49
194,2,0:50.0,C. Johnson enters the game for R. Hood,,46,49
195,2,0:50.0,,K. Korver enters the game for T. Splitter,46,49
196,2,0:50.0,T. Burke enters the game for T. Booker,,46,49
197,2,0:31.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by D. Schröder),46,52
198,2,0:15.0,Shooting foul by K. Korver (drawn by R. Gobert),,46,52
199,2,0:15.0,R. Gobert makes free throw 1 of 2,,47,52
200,2,0:15.0,T. Booker enters the game for T. Burke,,47,52
201,2,0:15.0,,Atlanta full timeout,47,52
202,2,0:15.0,R. Gobert misses free throw 2 of 2,,47,52
203,2,0:14.0,,Defensive rebound by P. Millsap,47,52
204,2,0:03.0,,Personal block foul by C. Johnson (drawn by T. Sefolosha),47,52
205,2,0:02.0,,Turnover by P. Millsap (traveling),47,52
206,2,0:02.0,Utah full timeout,,47,52
207,2,0:02.0,,J. Holiday enters the game for K. Korver,47,52
208,2,0:02.0,,M. Muscala enters the game for D. Schröder,47,52
209,2,0:02.0,D. Favors enters the game for R. Gobert,,47,52
210,2,0:02.0,R. Hood enters the game for C. Johnson,,47,52
211,2,0:00.0,D. Favors misses 3-pt jump shot from 44 ft,,47,52
212,2,0:00.0,Offensive rebound by Team,,47,52
213,3,11:43.0,Turnover by R. Neto (bad pass),,47,52
214,3,11:30.0,,Turnover by K. Bazemore (bad pass; steal by R. Gobert),47,52
215,3,11:30.0,Personal foul by A. Horford (drawn by R. Gobert),,47,52
216,3,11:10.0,D. Favors makes 2-pt hook shot from 2 ft,,49,52
217,3,11:00.0,,D. Schröder misses 2-pt jump shot from 20 ft,49,52
218,3,10:57.0,,Offensive rebound by P. Millsap,49,52
219,3,10:49.0,,P. Millsap makes 2-pt layup at rim,49,54
220,3,10:36.0,D. Favors makes 2-pt jump shot from 9 ft,,51,54
221,3,10:36.0,Shooting foul by P. Millsap (drawn by D. Favors),,51,54
222,3,10:36.0,D. Favors makes free throw 1 of 1,,52,54
223,3,10:26.0,,A. Horford misses 2-pt jump shot from 11 ft,52,54
224,3,10:20.0,Defensive rebound by R. Neto,,52,54
225,3,10:01.0,R. Hood makes 3-pt jump shot from 22 ft (assist by G. Hayward),,55,54
226,3,9:47.0,,K. Korver makes 2-pt jump shot from 20 ft (assist by A. Horford),55,56
227,3,9:23.0,R. Neto misses 3-pt jump shot from 24 ft,,55,56
228,3,9:20.0,Offensive rebound by D. Favors,,55,56
229,3,9:19.0,Turnover by R. Gobert (traveling),,55,56
230,3,9:07.0,,Turnover by A. Horford (bad pass),55,56
231,3,9:07.0,T. Burke enters the game for R. Neto,,55,56
232,3,8:47.0,D. Favors misses 2-pt jump shot from 13 ft,,55,56
233,3,8:45.0,,Defensive rebound by D. Schröder,55,56
234,3,8:36.0,,P. Millsap misses 3-pt jump shot from 25 ft,55,56
235,3,8:35.0,Defensive rebound by D. Favors,,55,56
236,3,8:35.0,Personal foul by D. Schröder (drawn by D. Favors),,55,56
237,3,8:18.0,D. Favors makes 2-pt jump shot from 12 ft (assist by R. Hood),,57,56
238,3,8:00.0,,A. Horford makes 2-pt layup from 1 ft (assist by P. Millsap),57,58
239,3,7:40.0,D. Favors makes 2-pt jump shot from 17 ft (assist by R. Hood),,59,58
240,3,7:20.0,,A. Horford misses 2-pt hook shot from 5 ft,59,58
241,3,7:17.0,Defensive rebound by R. Gobert,,59,58
242,3,7:12.0,T. Burke misses 2-pt layup from 2 ft (block by P. Millsap),,59,58
243,3,7:10.0,,Defensive rebound by K. Bazemore,59,58
244,3,7:07.0,,K. Korver makes 2-pt layup from 1 ft (assist by K. Bazemore),59,60
245,3,7:07.0,Utah full timeout,,59,60
246,3,6:45.0,R. Hood misses 2-pt jump shot from 16 ft,,59,60
247,3,6:43.0,Offensive rebound by R. Gobert,,59,60
248,3,6:39.0,G. Hayward misses 3-pt jump shot from 24 ft,,59,60
249,3,6:38.0,,Defensive rebound by A. Horford,59,60
250,3,6:29.0,,P. Millsap makes 2-pt jump shot from 21 ft (assist by A. Horford),59,62
251,3,6:22.0,Personal foul by D. Schröder (drawn by T. Burke),,59,62
252,3,6:15.0,D. Favors misses 2-pt jump shot from 17 ft,,59,62
253,3,6:14.0,,Defensive rebound by K. Korver,59,62
254,3,6:10.0,,P. Millsap makes 2-pt dunk at rim (assist by K. Korver),59,64
255,3,5:49.0,R. Hood makes 2-pt jump shot from 9 ft,,61,64
256,3,5:26.0,,Shooting foul by G. Hayward (drawn by K. Bazemore),61,64
257,3,5:26.0,,K. Bazemore makes free throw 1 of 2,61,65
258,3,5:26.0,,T. Splitter enters the game for A. Horford,61,65
259,3,5:26.0,T. Booker enters the game for R. Gobert,,61,65
260,3,5:26.0,,K. Bazemore makes free throw 2 of 2,61,66
261,3,5:13.0,R. Hood misses 3-pt jump shot from 23 ft,,61,66
262,3,5:11.0,Offensive rebound by D. Favors,,61,66
263,3,5:08.0,D. Favors makes 2-pt dunk at rim,,63,66
264,3,4:52.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by K. Bazemore),63,69
265,3,4:38.0,G. Hayward makes 2-pt jump shot from 17 ft (assist by D. Favors),,65,69
266,3,4:24.0,,Shooting foul by T. Burke (drawn by P. Millsap),65,69
267,3,4:24.0,,P. Millsap makes free throw 1 of 2,65,70
268,3,4:24.0,,T. Sefolosha enters the game for K. Bazemore,65,70
269,3,4:24.0,,P. Millsap makes free throw 2 of 2,65,71
270,3,4:04.0,R. Hood makes 3-pt jump shot from 24 ft,,68,71
271,3,3:49.0,,Turnover by K. Korver (bad pass),68,71
272,3,3:25.0,R. Hood misses 3-pt jump shot from 24 ft,,68,71
273,3,3:22.0,,Defensive rebound by D. Schröder,68,71
274,3,3:17.0,,D. Schröder misses 2-pt layup from 1 ft (block by T. Booker),68,71
275,3,3:14.0,Defensive rebound by G. Hayward,,68,71
276,3,3:03.0,D. Favors misses 2-pt jump shot from 3 ft (block by P. Millsap),,68,71
277,3,2:59.0,,Defensive rebound by T. Splitter,68,71
278,3,2:59.0,,Shooting foul by R. Hood (drawn by P. Millsap),68,71
279,3,2:59.0,,Atlanta full timeout,68,71
280,3,2:59.0,,J. Holiday enters the game for K. Korver,68,71
281,3,2:59.0,,S. Mack enters the game for D. Schröder,68,71
282,3,2:59.0,A. Burks enters the game for D. Favors,,68,71
283,3,2:59.0,R. Gobert enters the game for R. Hood,,68,71
284,3,2:59.0,,P. Millsap makes free throw 1 of 2,68,72
285,3,2:59.0,,P. Millsap misses free throw 2 of 2,68,72
286,3,2:57.0,Defensive rebound by T. Booker,,68,72
287,3,2:37.0,A. Burks misses 2-pt jump shot from 20 ft,,68,72
288,3,2:34.0,,Defensive rebound by T. Sefolosha,68,72
289,3,2:21.0,,Turnover by T. Sefolosha (traveling),68,72
290,3,2:00.0,T. Burke makes 3-pt jump shot from 25 ft (assist by A. Burks),,71,72
291,3,1:36.0,,Turnover by P. Millsap (bad pass),71,72
292,3,1:36.0,C. Johnson enters the game for G. Hayward,,71,72
293,3,1:18.0,Turnover by T. Booker (bad pass; steal by J. Holiday),,71,72
294,3,1:12.0,,P. Millsap makes 2-pt layup from 1 ft (assist by J. Holiday),71,74
295,3,0:52.0,T. Burke misses 2-pt jump shot from 22 ft,,71,74
296,3,0:50.0,,Defensive rebound by T. Sefolosha,71,74
297,3,0:28.0,,T. Splitter misses 2-pt jump shot from 20 ft,71,74
298,3,0:24.0,Defensive rebound by Team,,71,74
299,3,0:24.0,,A. Horford enters the game for P. Millsap,71,74
300,3,0:04.0,A. Burks makes 3-pt jump shot from 23 ft (assist by T. Burke),,74,74
301,3,0:00.0,,T. Sefolosha misses 3-pt jump shot from 33 ft,74,74
302,3,0:00.0,,Offensive rebound by Team,74,74
303,4,11:45.0,,A. Horford misses 2-pt jump shot from 17 ft,74,74
304,4,11:43.0,Defensive rebound by A. Burks,,74,74
305,4,11:32.0,Offensive foul by R. Gobert (drawn by T. Sefolosha),,74,74
306,4,11:32.0,Turnover by R. Gobert (offensive foul),,74,74
307,4,11:17.0,,S. Mack misses 2-pt jump shot from 9 ft,74,74
308,4,11:14.0,Defensive rebound by R. Gobert,,74,74
309,4,11:13.0,Turnover by R. Gobert (lost ball; steal by S. Mack),,74,74
310,4,11:09.0,,S. Mack misses 2-pt jump shot from 5 ft (block by R. Gobert),74,74
311,4,11:08.0,Defensive rebound by A. Burks,,74,74
312,4,11:05.0,T. Burke misses 3-pt jump shot from 25 ft,,74,74
313,4,11:05.0,,Defensive rebound by Team,74,74
314,4,11:05.0,Loose ball foul by R. Gobert (drawn by T. Splitter),,74,74
315,4,11:05.0,Technical foul by R. Gobert,,74,74
316,4,11:05.0,,S. Mack makes technical free throw,74,75
317,4,11:05.0,R. Hood enters the game for C. Johnson,,74,75
318,4,11:05.0,,K. Korver enters the game for J. Holiday,74,75
319,4,10:49.0,,A. Horford makes 2-pt hook shot from 6 ft,74,77
320,4,10:38.0,Personal foul by T. Sefolosha (drawn by A. Burks),,74,77
321,4,10:38.0,,M. Muscala enters the game for T. Splitter,74,77
322,4,10:22.0,A. Burks misses 3-pt jump shot from 24 ft,,74,77
323,4,10:20.0,,Defensive rebound by T. Sefolosha,74,77
324,4,10:09.0,,S. Mack makes 2-pt layup at rim (assist by K. Korver),74,79
325,4,9:53.0,T. Burke makes 2-pt layup from 1 ft,,76,79
326,4,9:45.0,Offensive charge foul by T. Sefolosha (drawn by A. Burks),,76,79
327,4,9:45.0,,Turnover by T. Sefolosha (offensive foul),76,79
328,4,9:45.0,D. Favors enters the game for T. Booker,,76,79
329,4,9:45.0,G. Hayward enters the game for T. Burke,,76,79
330,4,9:31.0,G. Hayward misses 3-pt jump shot from 22 ft,,76,79
331,4,9:30.0,,Defensive rebound by A. Horford,76,79
332,4,9:08.0,,S. Mack misses 3-pt jump shot from 25 ft,76,79
333,4,9:06.0,Defensive rebound by G. Hayward,,76,79
334,4,8:50.0,R. Hood makes 3-pt jump shot from 23 ft (assist by D. Favors),,79,79
335,4,8:35.0,,A. Horford misses 3-pt jump shot from 24 ft,79,79
336,4,8:34.0,Defensive rebound by G. Hayward,,79,79
337,4,8:18.0,D. Favors makes 2-pt jump shot at rim (assist by R. Gobert),,81,79
338,4,8:18.0,,Atlanta full timeout,81,79
339,4,8:18.0,,K. Bazemore enters the game for S. Mack,81,79
340,4,8:18.0,,D. Schröder enters the game for T. Sefolosha,81,79
341,4,8:18.0,,P. Millsap enters the game for M. Muscala,81,79
342,4,8:05.0,,P. Millsap misses 2-pt jump shot at rim,81,79
343,4,8:03.0,Defensive rebound by D. Favors,,81,79
344,4,7:49.0,R. Hood makes 2-pt jump shot from 6 ft,,83,79
345,4,7:32.0,,Shooting foul by R. Gobert (drawn by D. Schröder),83,79
346,4,7:32.0,,D. Schröder makes free throw 1 of 2,83,80
347,4,7:32.0,T. Booker enters the game for R. Gobert,,83,80
348,4,7:32.0,,D. Schröder misses free throw 2 of 2,83,80
349,4,7:30.0,Defensive rebound by T. Booker,,83,80
350,4,7:23.0,Shooting foul by D. Schröder (drawn by A. Burks),,83,80
351,4,7:23.0,A. Burks makes free throw 1 of 3,,84,80
352,4,7:23.0,A. Burks misses free throw 2 of 3,,84,80
353,4,7:23.0,Offensive rebound by Team,,84,80
354,4,7:23.0,A. Burks makes free throw 3 of 3,,85,80
355,4,7:05.0,,K. Bazemore makes 2-pt layup at rim,85,82
356,4,6:39.0,D. Favors misses 2-pt jump shot from 17 ft,,85,82
357,4,6:38.0,,Defensive rebound by P. Millsap,85,82
358,4,6:29.0,,D. Schröder misses 3-pt jump shot from 24 ft,85,82
359,4,6:25.0,Defensive rebound by T. Booker,,85,82
360,4,6:07.0,R. Hood misses 2-pt jump shot from 17 ft,,85,82
361,4,6:05.0,,Defensive rebound by D. Schröder,85,82
362,4,6:00.0,,A. Horford makes 2-pt dunk at rim (assist by D. Schröder),85,84
363,4,6:00.0,Utah full timeout,,85,84
364,4,6:00.0,R. Gobert enters the game for T. Booker,,85,84
365,4,5:39.0,R. Hood misses 2-pt jump shot from 13 ft,,85,84
366,4,5:37.0,Offensive rebound by D. Favors,,85,84
367,4,5:28.0,R. Hood makes 2-pt jump shot from 18 ft,,87,84
368,4,5:06.0,,P. Millsap makes 2-pt jump shot at rim (assist by A. Horford),87,86
369,4,4:46.0,A. Burks makes 2-pt jump shot from 6 ft (assist by D. Favors),,89,86
370,4,4:22.0,,Turnover by P. Millsap (lost ball; steal by A. Burks),89,86
371,4,4:04.0,G. Hayward makes 2-pt jump shot from 14 ft (assist by R. Gobert),,91,86
372,4,3:49.0,,D. Schröder misses 2-pt layup from 1 ft,91,86
373,4,3:48.0,Defensive rebound by D. Favors,,91,86
374,4,3:33.0,A. Burks misses 3-pt jump shot from 23 ft,,91,86
375,4,3:31.0,,Defensive rebound by P. Millsap,91,86
376,4,3:20.0,,A. Horford makes 2-pt jump shot from 16 ft (assist by D. Schröder),91,88
377,4,3:00.0,,T. Sefolosha enters the game for K. Korver,91,88
378,4,2:54.0,D. Favors makes 2-pt jump shot from 16 ft,,93,88
379,4,2:36.0,,P. Millsap misses 2-pt jump shot from 3 ft (block by R. Gobert),93,88
380,4,2:32.0,,Offensive rebound by K. Bazemore,93,88
381,4,2:28.0,,K. Bazemore misses 2-pt jump shot from 6 ft (block by D. Favors),93,88
382,4,2:25.0,Defensive rebound by A. Burks,,93,88
383,4,2:20.0,A. Burks makes 2-pt jump shot from 9 ft,,95,88
384,4,2:20.0,,Atlanta full timeout,95,88
385,4,2:20.0,Official timeout,,95,88
386,4,2:20.0,,K. Korver enters the game for K. Bazemore,95,88
387,4,2:11.0,,Personal foul by A. Burks (drawn by P. Millsap),95,88
388,4,1:58.0,,A. Horford makes 3-pt jump shot from 24 ft (assist by D. Schröder),95,91
