,QUARTER,TIME_REMAINING,DENVER_ACTION,MEMPHIS_ACTION,DENVER_SCORE,MEMPHIS_SCORE
0,1,11:40.0,,J. Green misses 3-pt jump shot from 24 ft,0,0
1,1,11:39.0,Defensive rebound by N. Jokić,,0,0
2,1,11:26.0,N. Jokić makes 3-pt jump shot from 24 ft,,3,0
3,1,11:02.0,,M. Gasol misses 2-pt jump shot from 14 ft,3,0
4,1,11:01.0,Defensive rebound by J. Nelson,,3,0
5,1,10:47.0,D. Gallinari misses 3-pt jump shot from 23 ft,,3,0
6,1,10:46.0,Offensive rebound by D. Arthur,,3,0
7,1,10:42.0,J. Nelson misses 3-pt jump shot from 24 ft,,3,0
8,1,10:42.0,,Defensive rebound by J. Green,3,0
9,1,10:31.0,,J. Green misses 2-pt jump shot from 10 ft,3,0
10,1,10:30.0,,Offensive rebound by J. Green,3,0
11,1,10:29.0,,J. Green makes 2-pt layup at rim,3,2
12,1,10:05.0,N. Jokić makes 2-pt jump shot from 8 ft,,5,2
13,1,9:54.0,,M. Gasol misses 2-pt layup from 1 ft,5,2
14,1,9:52.0,Defensive rebound by D. Arthur,,5,2
15,1,9:44.0,D. Arthur misses 2-pt jump shot from 20 ft,,5,2
16,1,9:43.0,Offensive rebound by N. Jokić,,5,2
17,1,9:38.0,N. Jokić makes 2-pt layup at rim,,7,2
18,1,9:33.0,,Memphis full timeout,7,2
19,1,9:15.0,,M. Barnes makes 2-pt jump shot from 16 ft,7,4
20,1,9:03.0,Turnover by N. Jokić (bad pass; steal by M. Gasol),,7,4
21,1,8:57.0,,M. Barnes makes 3-pt jump shot from 23 ft (assist by M. Chalmers),7,7
22,1,8:45.0,Shooting foul by T. Allen (drawn by G. Harris),,7,7
23,1,8:45.0,G. Harris makes free throw 1 of 2,,8,7
24,1,8:45.0,G. Harris makes free throw 2 of 2,,9,7
25,1,8:37.0,,Personal foul by N. Jokić (drawn by M. Gasol),9,7
26,1,8:26.0,,M. Gasol makes 2-pt jump shot from 11 ft,9,9
27,1,8:14.0,Turnover by D. Arthur (bad pass),,9,9
28,1,8:03.0,,J. Green misses 2-pt layup at rim (block by D. Arthur),9,9
29,1,8:00.0,Defensive rebound by N. Jokić,,9,9
30,1,7:48.0,Turnover by G. Harris (bad pass; steal by M. Gasol),,9,9
31,1,7:39.0,,Turnover by M. Chalmers (bad pass),9,9
32,1,7:24.0,G. Harris misses 2-pt jump shot from 5 ft,,9,9
33,1,7:22.0,Offensive rebound by G. Harris,,9,9
34,1,7:20.0,Turnover by D. Gallinari (traveling),,9,9
35,1,7:05.0,,M. Barnes makes 3-pt jump shot from 23 ft (assist by J. Green),9,12
36,1,7:04.0,Denver full timeout,,9,12
37,1,6:43.0,D. Gallinari makes 2-pt layup at rim,,11,12
38,1,6:27.0,,Personal foul by N. Jokić (drawn by M. Gasol),11,12
39,1,6:27.0,J. Nurkić enters the game for N. Jokić,,11,12
40,1,6:15.0,,J. Green makes 3-pt jump shot from 24 ft,11,15
41,1,6:04.0,D. Arthur misses 2-pt layup from 1 ft,,11,15
42,1,6:01.0,,Defensive rebound by T. Allen,11,15
43,1,5:49.0,,M. Gasol misses 2-pt jump shot from 18 ft,11,15
44,1,5:48.0,Defensive rebound by D. Arthur,,11,15
45,1,5:38.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by D. Arthur),,14,15
46,1,5:21.0,,J. Green makes 3-pt jump shot from 25 ft (assist by M. Barnes),14,18
47,1,5:07.0,D. Gallinari misses 2-pt jump shot from 20 ft,,14,18
48,1,5:07.0,Offensive rebound by J. Nurkić,,14,18
49,1,5:02.0,Personal foul by M. Gasol (drawn by J. Nurkić),,14,18
50,1,5:02.0,,Z. Randolph enters the game for T. Allen,14,18
51,1,4:59.0,Shooting foul by Z. Randolph (drawn by D. Gallinari),,14,18
52,1,4:59.0,D. Gallinari makes free throw 1 of 2,,15,18
53,1,4:59.0,D. Gallinari makes free throw 2 of 2,,16,18
54,1,4:43.0,,M. Barnes misses 2-pt jump shot from 20 ft,16,18
55,1,4:41.0,Defensive rebound by J. Nelson,,16,18
56,1,4:34.0,G. Harris makes 3-pt jump shot from 23 ft (assist by J. Nelson),,19,18
57,1,4:16.0,,M. Chalmers misses 2-pt layup from 2 ft,19,18
58,1,4:15.0,Defensive rebound by D. Arthur,,19,18
59,1,4:09.0,D. Gallinari misses 2-pt dunk at rim,,19,18
60,1,4:09.0,,Defensive rebound by Team,19,18
61,1,4:09.0,J. Lauvergne enters the game for D. Arthur,,19,18
62,1,3:52.0,,Z. Randolph misses 2-pt jump shot from 16 ft,19,18
63,1,3:52.0,Defensive rebound by D. Gallinari,,19,18
64,1,3:38.0,J. Lauvergne misses 2-pt jump shot from 21 ft,,19,18
65,1,3:37.0,Offensive rebound by J. Nurkić,,19,18
66,1,3:37.0,J. Nurkić misses 2-pt layup at rim,,19,18
67,1,3:37.0,Offensive rebound by D. Gallinari,,19,18
68,1,3:37.0,D. Gallinari makes 2-pt layup from 2 ft,,21,18
69,1,3:37.0,Shooting foul by M. Barnes (drawn by D. Gallinari),,21,18
70,1,3:37.0,,V. Carter enters the game for M. Barnes,21,18
71,1,3:37.0,D. Gallinari makes free throw 1 of 1,,22,18
72,1,3:16.0,,J. Green misses 2-pt jump shot from 3 ft,22,18
73,1,3:14.0,Defensive rebound by J. Nurkić,,22,18
74,1,3:09.0,D. Gallinari makes 2-pt layup at rim (assist by J. Nelson),,24,18
75,1,2:59.0,,Personal foul by G. Harris (drawn by M. Chalmers),24,18
76,1,2:59.0,W. Barton enters the game for G. Harris,,24,18
77,1,2:59.0,,J. Green enters the game for M. Gasol,24,18
78,1,2:49.0,,Z. Randolph makes 2-pt layup from 1 ft,24,20
79,1,2:35.0,Shooting foul by J. Green (drawn by D. Gallinari),,24,20
80,1,2:35.0,D. Gallinari makes free throw 1 of 2,,25,20
81,1,2:35.0,R. Foye enters the game for J. Nelson,,25,20
82,1,2:35.0,D. Gallinari makes free throw 2 of 2,,26,20
83,1,2:13.0,,J. Green misses 2-pt jump shot from 20 ft,26,20
84,1,2:12.0,Defensive rebound by J. Lauvergne,,26,20
85,1,1:53.0,J. Lauvergne makes 2-pt dunk at rim,,28,20
