,QUARTER,TIME_REMAINING,BOSTON_ACTION,ORLANDO_ACTION,BOSTON_SCORE,ORLANDO_SCORE
30,1,7:48.0,Defensive rebound by J. Sullinger,,8,9
31,1,7:34.0,I. Thomas makes 2-pt jump shot from 13 ft (assist by J. Sullinger),,10,9
32,1,7:20.0,,Personal foul by A. Johnson (drawn by E. Payton),10,9
33,1,7:09.0,,N. Vučević misses 2-pt jump shot from 20 ft,10,9
34,1,7:07.0,Defensive rebound by J. Sullinger,,10,9
35,1,7:00.0,Personal foul by E. Fournier (drawn by I. Thomas),,10,9
36,1,6:56.0,Personal foul by C. Frye (drawn by J. Sullinger),,10,9
37,1,6:56.0,,A. Nicholson enters the game for C. Frye,10,9
38,1,6:50.0,A. Bradley misses 3-pt jump shot from 24 ft,,10,9
39,1,6:48.0,,Defensive rebound by N. Vučević,10,9
40,1,6:39.0,,E. Payton misses 2-pt layup from 2 ft (block by J. Sullinger),10,9
41,1,6:39.0,,Offensive rebound by Team,10,9
42,1,6:32.0,,Turnover by T. Harris (lost ball; steal by J. Sullinger),10,9
43,1,6:27.0,A. Johnson misses 2-pt layup from 2 ft,,10,9
44,1,6:25.0,,Defensive rebound by E. Fournier,10,9
45,1,6:19.0,,E. Payton misses 2-pt jump shot from 17 ft,10,9
46,1,6:16.0,,Offensive rebound by E. Payton,10,9
47,1,6:12.0,,Turnover by E. Payton (bad pass; steal by J. Sullinger),10,9
48,1,6:05.0,I. Thomas misses 3-pt jump shot from 23 ft,,10,9
49,1,6:03.0,,Defensive rebound by T. Harris,10,9
50,1,6:01.0,,Orlando full timeout,10,9
51,1,6:01.0,E. Turner enters the game for I. Thomas,,10,9
52,1,6:01.0,,V. Oladipo enters the game for E. Fournier,10,9
53,1,5:53.0,,V. Oladipo misses 2-pt jump shot from 21 ft,10,9
54,1,5:52.0,Defensive rebound by E. Turner,,10,9
55,1,5:38.0,Turnover by A. Johnson (lost ball; steal by T. Harris),,10,9
56,1,5:31.0,,E. Payton makes 2-pt layup from 2 ft (assist by T. Harris),10,11
57,1,5:17.0,Turnover by A. Bradley (bad pass),,10,11
58,1,5:17.0,J. Jerebko enters the game for A. Johnson,,10,11
59,1,5:04.0,,N. Vučević misses 2-pt jump shot from 16 ft,10,11
60,1,5:03.0,Defensive rebound by E. Turner,,10,11
61,1,4:51.0,A. Bradley makes 2-pt jump shot from 15 ft (assist by J. Jerebko),,12,11
62,1,4:33.0,,E. Payton makes 2-pt layup from 1 ft (assist by V. Oladipo),12,13
63,1,4:18.0,Turnover by J. Jerebko (traveling),,12,13
64,1,4:02.0,,A. Nicholson makes 2-pt hook shot from 11 ft,12,15
65,1,3:40.0,J. Crowder misses 3-pt jump shot from 25 ft,,12,15
66,1,3:39.0,Offensive rebound by J. Jerebko,,12,15
67,1,3:36.0,J. Jerebko makes 2-pt layup from 3 ft,,14,15
68,1,3:26.0,,Turnover by E. Payton (bad pass; steal by J. Sullinger),14,15
69,1,3:22.0,E. Turner misses 2-pt layup from 2 ft,,14,15
70,1,3:19.0,,Defensive rebound by V. Oladipo,14,15
71,1,3:10.0,,V. Oladipo misses 3-pt jump shot from 24 ft,14,15
72,1,3:09.0,,Offensive rebound by T. Harris,14,15
73,1,3:09.0,,T. Harris makes 2-pt dunk at rim,14,17
74,1,3:09.0,Boston full timeout,,14,17
75,1,3:09.0,D. Lee enters the game for J. Sullinger,,14,17
76,1,2:57.0,Turnover by A. Bradley (bad pass),,14,17
77,1,2:41.0,,N. Vučević makes 2-pt jump shot from 12 ft (assist by E. Payton),14,19
78,1,2:28.0,E. Turner misses 2-pt layup from 1 ft (block by T. Harris),,14,19
79,1,2:27.0,,Defensive rebound by T. Harris,14,19
80,1,2:18.0,,Turnover by V. Oladipo (traveling),14,19
81,1,2:18.0,I. Thomas enters the game for A. Bradley,,14,19
82,1,2:18.0,,J. Smith enters the game for N. Vučević,14,19
83,1,2:02.0,J. Crowder makes 2-pt layup from 1 ft (assist by E. Turner),,16,19
84,1,1:37.0,,Turnover by Team (shot clock),16,19
85,1,1:37.0,,S. Napier enters the game for E. Payton,16,19
86,1,1:21.0,J. Jerebko misses 2-pt jump shot from 18 ft,,16,19
87,1,1:20.0,,Defensive rebound by V. Oladipo,16,19
88,1,1:10.0,,J. Smith makes 2-pt jump shot from 20 ft (assist by S. Napier),16,21
89,1,0:51.0,I. Thomas makes 2-pt jump shot from 11 ft (assist by D. Lee),,18,21
90,1,0:37.0,,V. Oladipo misses 2-pt jump shot from 17 ft,18,21
91,1,0:35.0,,Offensive rebound by J. Smith,18,21
92,1,0:34.0,,Turnover by J. Smith (bad pass; steal by E. Turner),18,21
93,1,0:28.0,I. Thomas misses 3-pt jump shot from 25 ft,,18,21
94,1,0:27.0,Offensive rebound by D. Lee,,18,21
95,1,0:27.0,D. Lee makes 2-pt layup from 1 ft,,20,21
96,1,0:05.0,,A. Nicholson misses 3-pt jump shot from 25 ft,20,21
97,1,0:04.0,Defensive rebound by I. Thomas,,20,21
98,1,0:00.0,I. Thomas misses 3-pt jump shot from 25 ft,,20,21
99,1,0:00.0,Offensive rebound by Team,,20,21
100,2,11:49.0,,J. Smith misses 2-pt jump shot from 18 ft,20,21
101,2,11:47.0,Defensive rebound by J. Jerebko,,20,21
102,2,11:28.0,I. Thomas makes 3-pt jump shot from 24 ft (assist by E. Turner),,23,21
103,2,11:05.0,,A. Gordon misses 2-pt jump shot from 19 ft,23,21
104,2,11:04.0,Defensive rebound by J. Jerebko,,23,21
105,2,10:56.0,Shooting foul by V. Oladipo (drawn by D. Lee),,23,21
106,2,10:56.0,D. Lee misses free throw 1 of 2,,23,21
107,2,10:56.0,Offensive rebound by Team,,23,21
108,2,10:56.0,D. Lee misses free throw 2 of 2,,23,21
109,2,10:55.0,,Defensive rebound by A. Nicholson,23,21
110,2,10:38.0,,A. Nicholson makes 3-pt jump shot from 25 ft (assist by S. Napier),23,24
111,2,10:18.0,J. Jerebko makes 3-pt jump shot from 23 ft (assist by D. Lee),,26,24
112,2,10:02.0,,V. Oladipo makes 2-pt jump shot from 20 ft,26,26
113,2,9:43.0,D. Lee makes 2-pt hook shot from 8 ft (assist by E. Turner),,28,26
114,2,9:24.0,,S. Napier misses 3-pt jump shot from 25 ft,28,26
115,2,9:22.0,Defensive rebound by D. Lee,,28,26
116,2,9:03.0,E. Turner misses 2-pt jump shot from 4 ft (block by A. Nicholson),,28,26
117,2,9:01.0,,Defensive rebound by A. Gordon,28,26
118,2,8:55.0,,A. Nicholson makes 3-pt jump shot from 25 ft (assist by S. Napier),28,29
119,2,8:44.0,Turnover by I. Thomas (bad pass; steal by V. Oladipo),,28,29
120,2,8:41.0,,V. Oladipo makes 2-pt dunk at rim,28,31
121,2,8:41.0,Boston full timeout,,28,31
122,2,8:41.0,R. Hunter enters the game for J. Jerebko,,28,31
123,2,8:41.0,,E. Fournier enters the game for S. Napier,28,31
124,2,8:27.0,D. Lee makes 2-pt layup from 1 ft (assist by I. Thomas),,30,31
125,2,8:12.0,,E. Fournier makes 2-pt layup from 1 ft (assist by J. Smith),30,33
126,2,7:57.0,R. Hunter misses 3-pt jump shot from 23 ft,,30,33
127,2,7:56.0,Offensive rebound by K. Olynyk,,30,33
128,2,7:49.0,E. Turner misses 3-pt jump shot from 25 ft,,30,33
129,2,7:48.0,,Defensive rebound by E. Fournier,30,33
130,2,7:28.0,,V. Oladipo makes 2-pt jump shot from 10 ft,30,35
131,2,7:07.0,D. Lee makes 2-pt jump shot from 17 ft (assist by E. Turner),,32,35
132,2,6:48.0,,Personal foul by R. Hunter (drawn by E. Fournier),32,35
133,2,6:48.0,A. Bradley enters the game for E. Turner,,32,35
134,2,6:48.0,,N. Vučević enters the game for J. Smith,32,35
135,2,6:41.0,,N. Vučević makes 2-pt hook shot from 6 ft,32,37
136,2,6:24.0,D. Lee makes 2-pt layup from 2 ft (assist by I. Thomas),,34,37
137,2,6:24.0,Shooting foul by N. Vučević (drawn by D. Lee),,34,37
138,2,6:24.0,D. Lee makes free throw 1 of 1,,35,37
139,2,6:06.0,,V. Oladipo makes 3-pt jump shot from 25 ft (assist by N. Vučević),35,40
140,2,5:54.0,Turnover by I. Thomas (lost ball; steal by V. Oladipo),,35,40
141,2,5:44.0,,V. Oladipo misses 3-pt jump shot from 25 ft,35,40
142,2,5:43.0,,Offensive rebound by N. Vučević,35,40
143,2,5:37.0,,A. Nicholson makes 2-pt dunk at rim (assist by N. Vučević),35,42
144,2,5:19.0,Personal foul by V. Oladipo (drawn by I. Thomas),,35,42
145,2,5:19.0,Official timeout,,35,42
146,2,5:19.0,E. Turner enters the game for I. Thomas,,35,42
147,2,5:19.0,J. Crowder enters the game for D. Lee,,35,42
148,2,5:19.0,J. Sullinger enters the game for K. Olynyk,,35,42
149,2,5:19.0,A. Johnson enters the game for R. Hunter,,35,42
150,2,5:19.0,,E. Payton enters the game for A. Nicholson,35,42
151,2,5:19.0,,C. Frye enters the game for V. Oladipo,35,42
152,2,5:14.0,Personal foul by A. Gordon (drawn by J. Crowder),,35,42
153,2,5:08.0,J. Crowder misses 3-pt jump shot from 24 ft,,35,42
154,2,5:06.0,,Defensive rebound by N. Vučević,35,42
155,2,4:57.0,,Personal foul by A. Johnson (drawn by C. Frye),35,42
156,2,4:46.0,,N. Vučević makes 2-pt jump shot from 15 ft,35,44
157,2,4:33.0,A. Bradley makes 2-pt layup at rim (assist by A. Johnson),,37,44
158,2,4:10.0,,A. Gordon makes 2-pt jump shot from 19 ft,37,46
159,2,3:57.0,A. Johnson makes 2-pt hook shot from 6 ft (assist by A. Bradley),,39,46
160,2,3:31.0,,E. Fournier makes 2-pt layup from 1 ft,39,48
161,2,3:12.0,A. Bradley makes 3-pt jump shot from 24 ft (assist by J. Crowder),,42,48
162,2,3:01.0,,A. Gordon makes 3-pt jump shot from 25 ft (assist by E. Fournier),42,51
163,2,2:47.0,Personal foul by A. Gordon (drawn by A. Bradley),,42,51
164,2,2:47.0,,Orlando full timeout,42,51
165,2,2:47.0,,T. Harris enters the game for A. Gordon,42,51
166,2,2:47.0,A. Bradley misses free throw 1 of 2,,42,51
167,2,2:47.0,Offensive rebound by Team,,42,51
168,2,2:47.0,A. Bradley makes free throw 2 of 2,,43,51
169,2,2:32.0,,Personal foul by J. Sullinger (drawn by N. Vučević),43,51
170,2,2:21.0,,N. Vučević misses 2-pt jump shot from 13 ft (block by J. Sullinger),43,51
171,2,2:21.0,Defensive rebound by Team,,43,51
172,2,2:07.0,A. Bradley misses 2-pt jump shot from 19 ft,,43,51
173,2,2:06.0,Offensive rebound by A. Johnson,,43,51
174,2,1:59.0,A. Bradley misses 3-pt jump shot from 23 ft,,43,51
175,2,1:59.0,Offensive rebound by Team,,43,51
176,2,1:59.0,I. Thomas enters the game for E. Turner,,43,51
177,2,1:55.0,J. Sullinger misses 2-pt jump shot from 7 ft (block by C. Frye),,43,51
178,2,1:53.0,,Defensive rebound by T. Harris,43,51
179,2,1:35.0,,E. Payton misses 2-pt jump shot from 11 ft,43,51
180,2,1:34.0,Defensive rebound by J. Sullinger,,43,51
181,2,1:29.0,Shooting foul by C. Frye (drawn by A. Johnson),,43,51
182,2,1:29.0,Technical foul by J. Sullinger,,43,51
183,2,1:29.0,,T. Harris misses technical free throw,43,51
184,2,1:29.0,Offensive rebound by Team,,43,51
185,2,1:29.0,A. Johnson makes free throw 1 of 2,,44,51
186,2,1:29.0,,A. Nicholson enters the game for C. Frye,44,51
187,2,1:29.0,A. Johnson makes free throw 2 of 2,,45,51
188,2,1:11.0,,Turnover by N. Vučević (bad pass; steal by J. Crowder),45,51
189,2,1:06.0,A. Bradley misses 2-pt layup from 1 ft,,45,51
190,2,1:02.0,,Defensive rebound by A. Nicholson,45,51
191,2,0:57.0,,E. Payton misses 2-pt layup from 3 ft (block by J. Sullinger),45,51
192,2,0:57.0,,Offensive rebound by Team,45,51
193,2,0:47.0,,E. Fournier misses 3-pt jump shot from 25 ft,45,51
194,2,0:46.0,Defensive rebound by J. Sullinger,,45,51
195,2,0:38.0,I. Thomas misses 2-pt layup from 2 ft (block by A. Nicholson),,45,51
196,2,0:36.0,,Defensive rebound by A. Nicholson,45,51
197,2,0:29.0,,T. Harris misses 3-pt jump shot from 23 ft,45,51
198,2,0:27.0,,Offensive rebound by Team,45,51
199,2,0:27.0,Loose ball foul by A. Bradley (drawn by N. Vučević),,45,51
200,2,0:27.0,E. Turner enters the game for I. Thomas,,45,51
201,2,0:25.0,,T. Harris makes 2-pt layup from 1 ft,45,53
202,2,0:06.0,Boston full timeout,,45,53
203,2,0:06.0,I. Thomas enters the game for A. Johnson,,45,53
204,2,0:06.0,,A. Gordon enters the game for N. Vučević,45,53
205,2,0:01.0,J. Sullinger misses 2-pt jump shot from 17 ft,,45,53
206,2,0:01.0,Offensive rebound by Team,,45,53
207,2,0:01.0,Turnover by Team (shot clock),,45,53
208,2,0:00.0,,A. Gordon misses 3-pt jump shot from 59 ft,45,53
209,2,0:00.0,,Offensive rebound by Team,45,53
210,3,11:47.0,,T. Harris misses 2-pt jump shot from 1 ft,45,53
211,3,11:46.0,,Offensive rebound by T. Harris,45,53
212,3,11:46.0,,T. Harris misses 2-pt layup from 1 ft,45,53
213,3,11:46.0,,Offensive rebound by Team,45,53
214,3,11:38.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by T. Harris),45,56
215,3,11:23.0,Shooting foul by N. Vučević (drawn by J. Crowder),,45,56
216,3,11:23.0,J. Crowder makes free throw 1 of 2,,46,56
217,3,11:23.0,J. Crowder makes free throw 2 of 2,,47,56
218,3,11:23.0,,Turnover by C. Frye (bad pass),47,56
219,3,11:14.0,A. Bradley misses 3-pt jump shot from 24 ft,,47,56
220,3,11:12.0,Offensive rebound by Team,,47,56
221,3,10:57.0,I. Thomas misses 2-pt jump shot from 10 ft (block by E. Payton),,47,56
222,3,10:55.0,Offensive rebound by A. Johnson,,47,56
223,3,10:52.0,A. Johnson misses 2-pt jump shot from 7 ft,,47,56
224,3,10:51.0,,Defensive rebound by N. Vučević,47,56
225,3,10:44.0,,N. Vučević misses 2-pt layup from 1 ft (block by A. Johnson),47,56
226,3,10:40.0,,Offensive rebound by E. Fournier,47,56
227,3,10:40.0,,E. Fournier makes 2-pt layup from 1 ft,47,58
228,3,10:30.0,A. Johnson makes 2-pt layup from 1 ft (assist by J. Crowder),,49,58
229,3,10:18.0,,N. Vučević misses 2-pt jump shot from 18 ft,49,58
230,3,10:17.0,Defensive rebound by J. Sullinger,,49,58
231,3,10:11.0,I. Thomas misses 2-pt jump shot from 20 ft,,49,58
232,3,10:10.0,,Defensive rebound by C. Frye,49,58
233,3,9:54.0,,E. Fournier misses 3-pt jump shot from 30 ft,49,58
234,3,9:53.0,,Offensive rebound by T. Harris,49,58
235,3,9:51.0,,Orlando full timeout,49,58
236,3,9:41.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by E. Payton),49,61
237,3,9:16.0,J. Sullinger misses 2-pt jump shot from 15 ft,,49,61
238,3,9:15.0,Offensive rebound by Team,,49,61
239,3,9:15.0,,Loose ball foul by N. Vučević (drawn by A. Johnson),49,61
240,3,9:04.0,A. Bradley misses 3-pt jump shot from 23 ft,,49,61
241,3,9:03.0,,Defensive rebound by C. Frye,49,61
242,3,8:54.0,,E. Payton misses 2-pt layup from 2 ft (block by A. Bradley),49,61
243,3,8:54.0,,Offensive rebound by Team,49,61
244,3,8:54.0,J. Jerebko enters the game for A. Johnson,,49,61
245,3,8:42.0,,E. Fournier misses 2-pt layup from 2 ft,49,61
246,3,8:41.0,,Offensive rebound by N. Vučević,49,61
247,3,8:41.0,,N. Vučević makes 2-pt layup from 2 ft,49,63
248,3,8:23.0,J. Crowder makes 2-pt jump shot from 8 ft (assist by J. Sullinger),,51,63
249,3,8:12.0,,C. Frye misses 3-pt jump shot from 25 ft,51,63
250,3,8:11.0,Defensive rebound by J. Sullinger,,51,63
251,3,7:59.0,A. Bradley makes 2-pt jump shot from 20 ft (assist by J. Jerebko),,53,63
252,3,7:44.0,,T. Harris misses 3-pt jump shot from 26 ft,53,63
253,3,7:43.0,Defensive rebound by J. Sullinger,,53,63
254,3,7:30.0,J. Jerebko makes 2-pt jump shot from 19 ft (assist by I. Thomas),,55,63
255,3,7:07.0,,E. Payton misses 2-pt jump shot from 15 ft,55,63
256,3,7:06.0,,Offensive rebound by T. Harris,55,63
257,3,6:56.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Payton),55,65
258,3,6:40.0,Shooting foul by E. Payton (drawn by I. Thomas),,55,65
259,3,6:40.0,I. Thomas makes free throw 1 of 2,,56,65
260,3,6:40.0,,V. Oladipo enters the game for E. Fournier,56,65
261,3,6:40.0,I. Thomas makes free throw 2 of 2,,57,65
262,3,6:21.0,,V. Oladipo makes 3-pt jump shot from 25 ft (assist by E. Payton),57,68
263,3,5:59.0,J. Sullinger misses 2-pt jump shot from 6 ft,,57,68
264,3,5:57.0,,Defensive rebound by V. Oladipo,57,68
265,3,5:45.0,,V. Oladipo misses 3-pt jump shot from 24 ft,57,68
266,3,5:44.0,Defensive rebound by J. Sullinger,,57,68
267,3,5:41.0,Turnover by J. Sullinger (bad pass),,57,68
268,3,5:32.0,Violation by A. Bradley (kicked ball),,57,68
269,3,5:32.0,E. Turner enters the game for I. Thomas,,57,68
270,3,5:32.0,D. Lee enters the game for J. Sullinger,,57,68
271,3,5:23.0,,Shooting foul by E. Turner (drawn by V. Oladipo),57,68
272,3,5:23.0,,V. Oladipo misses free throw 1 of 2,57,68
273,3,5:23.0,,Offensive rebound by Team,57,68
274,3,5:23.0,,V. Oladipo makes free throw 2 of 2,57,69
275,3,5:10.0,E. Turner misses 2-pt jump shot from 11 ft,,57,69
276,3,5:08.0,,Defensive rebound by N. Vučević,57,69
277,3,4:50.0,,C. Frye misses 3-pt jump shot from 27 ft,57,69
278,3,4:48.0,,Offensive rebound by N. Vučević,57,69
279,3,4:46.0,,N. Vučević makes 2-pt layup from 2 ft,57,71
280,3,4:24.0,A. Bradley makes 2-pt jump shot from 19 ft (assist by J. Jerebko),,59,71
281,3,4:04.0,,N. Vučević makes 2-pt layup from 2 ft,59,73
282,3,3:53.0,J. Crowder makes 2-pt jump shot from 15 ft (assist by E. Turner),,61,73
283,3,3:53.0,Shooting foul by T. Harris (drawn by J. Crowder),,61,73
284,3,3:53.0,,A. Nicholson enters the game for C. Frye,61,73
285,3,3:53.0,J. Crowder misses free throw 1 of 1,,61,73
286,3,3:52.0,,Defensive rebound by N. Vučević,61,73
287,3,3:30.0,,T. Harris makes 2-pt dunk at rim (assist by V. Oladipo),61,75
288,3,3:20.0,E. Turner misses 2-pt jump shot from 13 ft,,61,75
289,3,3:19.0,,Defensive rebound by V. Oladipo,61,75
290,3,3:13.0,,T. Harris misses 2-pt jump shot from 6 ft,61,75
291,3,3:12.0,Defensive rebound by D. Lee,,61,75
292,3,3:06.0,J. Jerebko misses 3-pt jump shot from 25 ft,,61,75
293,3,3:05.0,,Defensive rebound by A. Nicholson,61,75
294,3,2:48.0,,Turnover by N. Vučević (3 sec),61,75
295,3,2:48.0,Boston full timeout,,61,75
296,3,2:48.0,I. Thomas enters the game for J. Crowder,,61,75
297,3,2:48.0,K. Olynyk enters the game for E. Turner,,61,75
298,3,2:38.0,K. Olynyk misses 3-pt jump shot from 25 ft,,61,75
299,3,2:37.0,,Defensive rebound by V. Oladipo,61,75
300,3,2:21.0,,N. Vučević misses 2-pt jump shot from 13 ft,61,75
301,3,2:19.0,,Offensive rebound by A. Nicholson,61,75
302,3,2:19.0,,A. Nicholson makes 2-pt layup from 1 ft,61,77
303,3,1:58.0,I. Thomas misses 2-pt jump shot from 8 ft,,61,77
304,3,1:55.0,,Defensive rebound by V. Oladipo,61,77
305,3,1:33.0,,E. Payton misses 2-pt jump shot from 15 ft,61,77
306,3,1:31.0,Defensive rebound by K. Olynyk,,61,77
307,3,1:23.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by I. Thomas),,64,77
308,3,0:57.0,,A. Nicholson makes 2-pt jump shot from 19 ft (assist by V. Oladipo),64,79
309,3,0:49.0,I. Thomas misses 2-pt layup from 1 ft,,64,79
310,3,0:47.0,,Defensive rebound by A. Nicholson,64,79
311,3,0:37.0,,N. Vučević makes 2-pt jump shot from 3 ft,64,81
312,3,0:28.0,I. Thomas makes 2-pt layup from 1 ft (assist by D. Lee),,66,81
313,3,0:28.0,Shooting foul by N. Vučević (drawn by I. Thomas),,66,81
314,3,0:28.0,,Violation by Team (delay of game),66,81
315,3,0:28.0,,S. Napier enters the game for T. Harris,66,81
316,3,0:28.0,,J. Smith enters the game for N. Vučević,66,81
317,3,0:28.0,,A. Gordon enters the game for E. Payton,66,81
318,3,0:28.0,I. Thomas makes free throw 1 of 1,,67,81
319,3,0:09.0,,S. Napier makes 3-pt jump shot from 24 ft (assist by V. Oladipo),67,84
320,3,0:02.0,A. Bradley misses 2-pt jump shot from 8 ft (block by V. Oladipo),,67,84
321,3,0:02.0,Offensive rebound by Team,,67,84
322,3,0:00.0,K. Olynyk misses 2-pt jump shot from 20 ft,,67,84
323,3,0:00.0,Offensive rebound by Team,,67,84
324,4,11:33.0,J. Crowder misses 3-pt jump shot from 25 ft,,67,84
325,4,11:32.0,,Defensive rebound by J. Smith,67,84
326,4,11:09.0,,A. Gordon makes 2-pt layup from 2 ft (assist by V. Oladipo),67,86
327,4,10:56.0,J. Crowder misses 3-pt jump shot from 25 ft,,67,86
328,4,10:55.0,,Defensive rebound by A. Nicholson,67,86
329,4,10:36.0,,Turnover by S. Napier (bad pass; steal by I. Thomas),67,86
330,4,10:32.0,J. Crowder makes 2-pt layup from 2 ft (assist by I. Thomas),,69,86
331,4,10:14.0,,A. Nicholson misses 2-pt hook shot from 11 ft,69,86
332,4,10:12.0,,Offensive rebound by A. Gordon,69,86
333,4,10:12.0,,A. Gordon makes 2-pt layup from 1 ft,69,88
334,4,9:52.0,J. Crowder misses 2-pt jump shot from 9 ft,,69,88
335,4,9:51.0,,Defensive rebound by A. Gordon,69,88
336,4,9:39.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by V. Oladipo),69,90
337,4,9:28.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by I. Thomas),,72,90
338,4,9:19.0,,Turnover by Team (turnover),72,90
339,4,9:19.0,J. Sullinger enters the game for D. Lee,,72,90
340,4,9:14.0,K. Olynyk misses 3-pt jump shot from 26 ft,,72,90
341,4,9:14.0,Offensive rebound by Team,,72,90
342,4,9:14.0,,Loose ball foul by J. Smith (drawn by J. Sullinger),72,90
343,4,9:14.0,,E. Payton enters the game for S. Napier,72,90
344,4,9:10.0,K. Olynyk misses 2-pt jump shot from 5 ft,,72,90
345,4,9:08.0,,Defensive rebound by V. Oladipo,72,90
346,4,9:02.0,,J. Smith makes 2-pt jump shot from 13 ft (assist by A. Gordon),72,92
347,4,8:48.0,J. Crowder misses 3-pt jump shot from 25 ft,,72,92
348,4,8:47.0,Offensive rebound by J. Sullinger,,72,92
349,4,8:47.0,Shooting foul by V. Oladipo (drawn by J. Sullinger),,72,92
350,4,8:47.0,Official timeout,,72,92
351,4,8:47.0,E. Turner enters the game for I. Thomas,,72,92
352,4,8:47.0,J. Sullinger misses free throw 1 of 2,,72,92
353,4,8:47.0,Offensive rebound by Team,,72,92
354,4,8:47.0,J. Sullinger makes free throw 2 of 2,,73,92
355,4,8:31.0,,V. Oladipo misses 3-pt jump shot from 25 ft,73,92
356,4,8:30.0,Defensive rebound by K. Olynyk,,73,92
357,4,8:08.0,J. Sullinger misses 2-pt jump shot from 14 ft,,73,92
358,4,8:04.0,Offensive rebound by E. Turner,,73,92
359,4,8:04.0,E. Turner makes 2-pt layup from 2 ft,,75,92
360,4,7:46.0,,A. Nicholson misses 3-pt jump shot from 25 ft,75,92
361,4,7:44.0,,Offensive rebound by J. Smith,75,92
362,4,7:31.0,,J. Smith misses 2-pt jump shot from 19 ft,75,92
363,4,7:30.0,,Offensive rebound by A. Nicholson,75,92
364,4,7:30.0,,Personal foul by T. Rozier (drawn by A. Nicholson),75,92
365,4,7:30.0,,T. Harris enters the game for A. Nicholson,75,92
366,4,7:30.0,A. Johnson enters the game for K. Olynyk,,75,92
367,4,7:10.0,,V. Oladipo misses 2-pt layup from 1 ft (block by J. Crowder),75,92
368,4,7:10.0,,Offensive rebound by Team,75,92
369,4,7:06.0,,E. Payton misses 2-pt jump shot from 16 ft,75,92
370,4,7:05.0,Defensive rebound by E. Turner,,75,92
371,4,6:52.0,T. Rozier misses 2-pt layup from 2 ft,,75,92
372,4,6:51.0,Offensive rebound by J. Sullinger,,75,92
373,4,6:51.0,J. Sullinger makes 2-pt layup from 1 ft,,77,92
374,4,6:36.0,,Offensive foul by J. Smith (drawn by E. Turner),77,92
375,4,6:36.0,,Turnover by J. Smith (offensive foul),77,92
376,4,6:36.0,,N. Vučević enters the game for J. Smith,77,92
377,4,6:24.0,T. Rozier makes 2-pt jump shot from 8 ft (assist by E. Turner),,79,92
378,4,6:09.0,,T. Harris makes 2-pt dunk at rim (assist by E. Payton),79,94
379,4,5:49.0,J. Sullinger misses 2-pt hook shot from 9 ft,,79,94
380,4,5:48.0,,Defensive rebound by E. Payton,79,94
381,4,5:39.0,,N. Vučević misses 2-pt jump shot from 18 ft,79,94
382,4,5:38.0,Defensive rebound by T. Rozier,,79,94
