,QUARTER,TIME_REMAINING,CHICAGO_ACTION,LA LAKERS_ACTION,CHICAGO_SCORE,LA LAKERS_SCORE
389,4,4:34.0,,Defensive rebound by R. Kelly,101,80
390,4,4:29.0,,Shooting foul by P. Gasol (drawn by N. Young),101,80
391,4,4:29.0,,N. Young misses free throw 1 of 2,101,80
392,4,4:29.0,,Offensive rebound by Team,101,80
393,4,4:29.0,A. Brooks enters the game for D. Rose,,101,80
394,4,4:29.0,C. Bairstow enters the game for P. Gasol,,101,80
395,4,4:29.0,,N. Young makes free throw 2 of 2,101,81
396,4,4:09.0,T. Snell makes 2-pt jump shot from 3 ft,,103,81
397,4,3:57.0,,Turnover by N. Young (bad pass),103,81
398,4,3:46.0,D. McDermott misses 2-pt jump shot from 4 ft,,103,81
399,4,3:44.0,,Defensive rebound by R. Kelly,103,81
400,4,3:35.0,,T. Black misses 2-pt layup from 2 ft,103,81
401,4,3:33.0,Defensive rebound by C. Bairstow,,103,81
402,4,3:25.0,T. Snell makes 2-pt layup from 2 ft,,105,81
403,4,3:09.0,,N. Young makes 2-pt jump shot from 18 ft (assist by M. Huertas),105,83
404,4,3:05.0,Chicago full timeout,,105,83
405,4,3:05.0,C. Felício enters the game for T. Gibson,,105,83
406,4,3:05.0,E. Moore enters the game for A. Brooks,,105,83
407,4,2:53.0,E. Moore makes 2-pt jump shot from 20 ft (assist by D. McDermott),,107,83
408,4,2:33.0,,Shooting foul by D. McDermott (drawn by R. Kelly),107,83
409,4,2:33.0,Official timeout,,107,83
410,4,2:33.0,,R. Kelly makes free throw 1 of 2,107,84
411,4,2:33.0,,R. Kelly misses free throw 2 of 2,107,84
412,4,2:31.0,Defensive rebound by T. Snell,,107,84
413,4,2:22.0,Personal foul by T. Black (drawn by C. Bairstow),,107,84
414,4,2:16.0,D. McDermott makes 2-pt layup at rim (assist by C. Bairstow),,109,84
415,4,2:08.0,,A. Brown misses 2-pt jump shot from 10 ft,109,84
416,4,2:08.0,Defensive rebound by Team,,109,84
417,4,2:08.0,,Loose ball foul by T. Black (drawn by C. Felício),109,84
418,4,2:08.0,C. Felício misses free throw 1 of 2,,109,84
419,4,2:08.0,Offensive rebound by Team,,109,84
420,4,2:08.0,C. Felício makes free throw 2 of 2,,110,84
421,4,1:53.0,,A. Brown misses 2-pt layup from 2 ft,110,84
422,4,1:52.0,Defensive rebound by C. Bairstow,,110,84
423,4,1:45.0,C. Bairstow makes 2-pt jump shot from 15 ft (assist by E. Moore),,112,84
424,4,1:31.0,,R. Kelly makes 2-pt jump shot from 19 ft (assist by M. Huertas),112,86
425,4,1:21.0,T. Snell makes 2-pt layup from 1 ft (assist by C. Felício),,114,86
426,4,1:05.0,,R. Kelly makes 2-pt jump shot from 19 ft (assist by M. Huertas),114,88
427,4,0:55.0,Turnover by T. Snell (bad pass; steal by T. Black),,114,88
428,4,0:53.0,,Shooting foul by T. Snell (drawn by T. Black),114,88
429,4,0:53.0,,T. Black makes free throw 1 of 2,114,89
430,4,0:53.0,,T. Black makes free throw 2 of 2,114,90
431,4,0:46.0,,Offensive charge foul by C. Bairstow (drawn by T. Black),114,90
432,4,0:46.0,Turnover by C. Bairstow (offensive foul),,114,90
433,4,0:34.0,,T. Black misses 2-pt dunk at rim,114,90
434,4,0:31.0,,Offensive rebound by R. Kelly,114,90
435,4,0:29.0,,Personal foul by C. Bairstow (drawn by R. Kelly),114,90
436,4,0:29.0,,R. Kelly misses free throw 1 of 2,114,90
437,4,0:29.0,,Offensive rebound by Team,114,90
438,4,0:29.0,,R. Kelly makes free throw 2 of 2,114,91
439,4,0:03.0,D. McDermott misses 2-pt jump shot from 14 ft,,114,91
440,4,0:02.0,,Defensive rebound by M. Huertas,114,91
441,4,0:01.0,,M. Huertas misses 3-pt jump shot from 40 ft,114,91
442,4,0:00.0,,Offensive rebound by Team,114,91
