,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA CLIPPERS_ACTION,SACRAMENTO_SCORE,LA CLIPPERS_SCORE
0,1,11:41.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by C. Paul),0,3
1,1,11:30.0,Shooting foul by C. Paul (drawn by W. Cauley-Stein),,0,3
2,1,11:30.0,W. Cauley-Stein misses free throw 1 of 2,,0,3
3,1,11:30.0,Offensive rebound by Team,,0,3
4,1,11:30.0,W. Cauley-Stein makes free throw 2 of 2,,1,3
5,1,11:11.0,,P. Pierce misses 2-pt jump shot from 12 ft,1,3
6,1,11:09.0,Defensive rebound by W. Cauley-Stein,,1,3
7,1,11:02.0,Shooting foul by C. Aldrich (drawn by D. Cousins),,1,3
8,1,11:02.0,D. Cousins makes free throw 1 of 2,,2,3
9,1,11:02.0,D. Cousins makes free throw 2 of 2,,3,3
10,1,10:51.0,,Shooting foul by B. McLemore (drawn by C. Aldrich),3,3
11,1,10:51.0,,C. Aldrich misses free throw 1 of 2,3,3
12,1,10:51.0,,Offensive rebound by Team,3,3
13,1,10:51.0,,C. Aldrich makes free throw 2 of 2,3,4
14,1,10:41.0,Turnover by R. Gay (traveling),,3,4
15,1,10:19.0,,P. Pierce misses 3-pt jump shot from 27 ft,3,4
16,1,10:18.0,,Offensive rebound by L. Mbah a Moute,3,4
17,1,10:16.0,,L. Mbah a Moute makes 2-pt layup from 4 ft,3,6
18,1,10:04.0,D. Cousins misses 2-pt layup from 1 ft (block by C. Aldrich),,3,6
19,1,10:03.0,Offensive rebound by R. Rondo,,3,6
20,1,9:58.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by R. Rondo),,6,6
21,1,9:49.0,,C. Aldrich misses 2-pt layup from 2 ft (block by W. Cauley-Stein),6,6
22,1,9:47.0,Defensive rebound by R. Gay,,6,6
23,1,9:39.0,R. Gay misses 3-pt jump shot from 28 ft,,6,6
24,1,9:39.0,,Defensive rebound by L. Mbah a Moute,6,6
25,1,9:18.0,,P. Pierce makes 2-pt jump shot from 17 ft (assist by J. Redick),6,8
26,1,9:07.0,D. Cousins makes 3-pt jump shot from 27 ft (assist by R. Rondo),,9,8
27,1,8:53.0,,P. Pierce makes 3-pt jump shot from 25 ft (assist by L. Mbah a Moute),9,11
28,1,8:43.0,R. Rondo misses 2-pt jump shot from 18 ft,,9,11
29,1,8:42.0,,Defensive rebound by L. Mbah a Moute,9,11
30,1,8:19.0,,C. Paul makes 3-pt jump shot from 25 ft,9,14
31,1,8:07.0,Turnover by R. Rondo (bad pass; steal by C. Aldrich),,9,14
32,1,7:57.0,,Def 3 sec tech foul by D. Cousins,9,14
33,1,7:57.0,,C. Paul makes technical free throw,9,15
34,1,7:57.0,,W. Johnson enters the game for P. Pierce,9,15
35,1,7:46.0,,C. Aldrich makes 2-pt hook shot from 3 ft (assist by C. Paul),9,17
36,1,7:45.0,Sacramento full timeout,,9,17
37,1,7:37.0,D. Cousins makes 2-pt hook shot from 4 ft (assist by R. Rondo),,11,17
38,1,7:37.0,Shooting foul by L. Mbah a Moute (drawn by D. Cousins),,11,17
39,1,7:37.0,D. Cousins makes free throw 1 of 1,,12,17
40,1,7:18.0,,C. Aldrich misses 2-pt layup from 3 ft,12,17
41,1,7:17.0,Defensive rebound by D. Cousins,,12,17
42,1,7:12.0,B. McLemore makes 2-pt dunk at rim (assist by R. Rondo),,14,17
43,1,7:02.0,,L. Mbah a Moute misses 2-pt layup from 1 ft (block by D. Cousins),14,17
44,1,7:00.0,Defensive rebound by D. Cousins,,14,17
45,1,6:54.0,W. Cauley-Stein misses 2-pt dunk at rim,,14,17
46,1,6:51.0,,Defensive rebound by C. Paul,14,17
47,1,6:39.0,,C. Paul makes 3-pt jump shot from 26 ft,14,20
48,1,6:27.0,Turnover by D. Cousins (lost ball; steal by J. Redick),,14,20
49,1,6:22.0,,J. Redick misses 3-pt jump shot from 24 ft,14,20
50,1,6:21.0,Defensive rebound by R. Rondo,,14,20
51,1,6:10.0,D. Cousins misses 2-pt layup from 3 ft,,14,20
52,1,6:09.0,,Defensive rebound by C. Aldrich,14,20
53,1,6:05.0,,Turnover by C. Paul (bad pass),14,20
54,1,6:05.0,O. Casspi enters the game for W. Cauley-Stein,,14,20
55,1,5:53.0,R. Rondo makes 2-pt layup from 2 ft,,16,20
56,1,5:44.0,,Offensive foul by C. Paul (drawn by R. Rondo),16,20
57,1,5:44.0,,Turnover by C. Paul (offensive foul),16,20
58,1,5:44.0,,A. Rivers enters the game for C. Paul,16,20
59,1,5:44.0,,J. Crawford enters the game for L. Mbah a Moute,16,20
60,1,5:30.0,D. Cousins makes 2-pt jump shot from 18 ft (assist by R. Rondo),,18,20
61,1,5:15.0,,J. Redick misses 3-pt jump shot from 27 ft,18,20
62,1,5:14.0,Defensive rebound by B. McLemore,,18,20
63,1,5:12.0,,Offensive charge foul by B. McLemore (drawn by A. Rivers),18,20
64,1,5:12.0,Turnover by B. McLemore (offensive foul),,18,20
65,1,5:12.0,,LA Clippers full timeout,18,20
66,1,5:12.0,M. Belinelli enters the game for B. McLemore,,18,20
67,1,4:59.0,,W. Johnson misses 3-pt jump shot from 25 ft,18,20
68,1,4:58.0,Defensive rebound by O. Casspi,,18,20
69,1,4:46.0,R. Gay misses 2-pt layup from 3 ft,,18,20
70,1,4:45.0,,Defensive rebound by J. Redick,18,20
71,1,4:37.0,,Turnover by C. Aldrich (traveling),18,20
72,1,4:21.0,O. Casspi makes 3-pt jump shot from 24 ft (assist by R. Rondo),,21,20
73,1,4:04.0,,Shooting foul by D. Cousins (drawn by C. Aldrich),21,20
74,1,4:04.0,,C. Aldrich makes free throw 1 of 2,21,21
75,1,4:04.0,,P. Prigioni enters the game for J. Redick,21,21
76,1,4:04.0,,C. Aldrich misses free throw 2 of 2,21,21
77,1,4:01.0,Defensive rebound by R. Gay,,21,21
78,1,3:47.0,D. Collison enters the game for R. Gay,,21,21
79,1,3:44.0,M. Belinelli misses 2-pt jump shot from 18 ft,,21,21
80,1,3:43.0,Offensive rebound by D. Cousins,,21,21
81,1,3:39.0,M. Belinelli makes 2-pt layup from 1 ft (assist by R. Rondo),,23,21
82,1,3:27.0,,Turnover by C. Aldrich (lost ball),23,21
83,1,3:27.0,,J. Smith enters the game for C. Aldrich,23,21
84,1,3:14.0,Personal foul by J. Smith (drawn by D. Cousins),,23,21
85,1,3:03.0,O. Casspi misses 3-pt jump shot from 24 ft,,23,21
86,1,3:03.0,,Defensive rebound by J. Smith,23,21
87,1,2:57.0,,W. Johnson makes 2-pt layup from 2 ft (assist by J. Smith),23,23
88,1,2:46.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. Collison),,26,23
89,1,2:30.0,,W. Johnson misses 3-pt jump shot from 26 ft,26,23
90,1,2:29.0,Defensive rebound by D. Collison,,26,23
91,1,2:18.0,R. Rondo misses 2-pt jump shot from 20 ft,,26,23
92,1,2:17.0,,Defensive rebound by P. Prigioni,26,23
93,1,2:08.0,,J. Crawford makes 3-pt jump shot from 25 ft (assist by P. Prigioni),26,26
94,1,1:48.0,Turnover by D. Cousins (lost ball; steal by J. Smith),,26,26
95,1,1:44.0,,A. Rivers misses 2-pt layup from 2 ft (block by M. Belinelli),26,26
96,1,1:44.0,,Offensive rebound by Team,26,26
97,1,1:44.0,K. Koufos enters the game for D. Cousins,,26,26
98,1,1:35.0,,J. Crawford misses 3-pt jump shot from 25 ft,26,26
99,1,1:34.0,Defensive rebound by O. Casspi,,26,26
100,1,1:26.0,D. Collison misses 2-pt jump shot from 17 ft,,26,26
101,1,1:25.0,,Defensive rebound by J. Crawford,26,26
102,1,1:15.0,,P. Prigioni makes 2-pt jump shot from 5 ft,26,28
103,1,1:12.0,Personal foul by J. Crawford (drawn by D. Collison),,26,28
104,1,1:12.0,D. Collison makes free throw 1 of 2,,27,28
105,1,1:12.0,D. Collison misses free throw 2 of 2,,27,28
106,1,1:10.0,,Defensive rebound by W. Johnson,27,28
107,1,0:56.0,,J. Smith misses 2-pt jump shot from 20 ft,27,28
108,1,0:55.0,Defensive rebound by R. Rondo,,27,28
109,1,0:38.0,R. Rondo makes 3-pt jump shot from 24 ft (assist by M. Belinelli),,30,28
110,1,0:31.0,,J. Smith makes 2-pt dunk at rim (assist by P. Prigioni),30,30
111,1,0:13.0,M. Belinelli misses 2-pt jump shot from 18 ft,,30,30
112,1,0:10.0,,Defensive rebound by W. Johnson,30,30
113,1,0:03.0,,A. Rivers misses 3-pt jump shot from 28 ft,30,30
114,1,0:02.0,Defensive rebound by O. Casspi,,30,30
115,2,11:42.0,R. Gay makes 2-pt jump shot from 11 ft,,32,30
116,2,11:29.0,,J. Crawford makes 2-pt layup from 1 ft,32,32
117,2,11:13.0,Turnover by D. Collison (bad pass),,32,32
118,2,10:53.0,,J. Crawford makes 3-pt jump shot from 24 ft (assist by P. Prigioni),32,35
119,2,10:42.0,R. Gay misses 2-pt hook shot from 3 ft,,32,35
120,2,10:40.0,Offensive rebound by K. Koufos,,32,35
121,2,10:40.0,K. Koufos misses 2-pt layup from 2 ft,,32,35
122,2,10:34.0,,Defensive rebound by P. Prigioni,32,35
123,2,10:27.0,,J. Crawford makes 3-pt jump shot from 26 ft,32,38
124,2,10:14.0,D. Collison makes 3-pt jump shot from 25 ft,,35,38
125,2,9:55.0,,Shooting foul by R. Gay (drawn by J. Smith),35,38
126,2,9:55.0,,J. Smith misses free throw 1 of 2,35,38
127,2,9:55.0,,Offensive rebound by Team,35,38
128,2,9:55.0,,J. Smith makes free throw 2 of 2,35,39
