,QUARTER,TIME_REMAINING,PORTLAND_ACTION,HOUSTON_ACTION,PORTLAND_SCORE,HOUSTON_SCORE
0,1,12:00.0,,Violation by Team (delay of game),0,0
1,1,11:42.0,Turnover by M. Plumlee (bad pass; steal by J. Harden),,0,0
2,1,11:28.0,,T. Jones misses 2-pt layup from 3 ft,0,0
3,1,11:27.0,Defensive rebound by M. Plumlee,,0,0
4,1,11:15.0,A. Aminu misses 3-pt jump shot from 23 ft,,0,0
5,1,11:13.0,Offensive rebound by N. Vonleh,,0,0
6,1,11:13.0,N. Vonleh misses 2-pt layup from 2 ft (block by D. Howard),,0,0
7,1,11:12.0,,Defensive rebound by J. Harden,0,0
8,1,11:00.0,,D. Howard misses 2-pt hook shot from 6 ft,0,0
9,1,10:59.0,Defensive rebound by N. Vonleh,,0,0
10,1,10:50.0,N. Vonleh makes 2-pt jump shot from 18 ft (assist by C. McCollum),,2,0
11,1,10:24.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by T. Ariza),2,3
12,1,10:01.0,A. Aminu makes 3-pt jump shot from 25 ft (assist by D. Lillard),,5,3
13,1,9:47.0,,T. Ariza misses 3-pt jump shot from 23 ft,5,3
14,1,9:45.0,,Offensive rebound by D. Howard,5,3
15,1,9:32.0,,Turnover by D. Howard (traveling),5,3
16,1,9:10.0,Shooting foul by D. Howard (drawn by A. Aminu),,5,3
17,1,9:10.0,A. Aminu makes free throw 1 of 2,,6,3
18,1,9:10.0,A. Aminu makes free throw 2 of 2,,7,3
19,1,8:58.0,,Shooting foul by N. Vonleh (drawn by T. Jones),7,3
20,1,8:58.0,,T. Jones makes free throw 1 of 2,7,4
21,1,8:58.0,,T. Jones makes free throw 2 of 2,7,5
22,1,8:41.0,D. Lillard misses 2-pt jump shot from 20 ft,,7,5
23,1,8:41.0,,Defensive rebound by J. Harden,7,5
24,1,8:27.0,,T. Ariza misses 2-pt layup from 3 ft (block by M. Plumlee),7,5
25,1,8:26.0,Defensive rebound by N. Vonleh,,7,5
26,1,8:23.0,Turnover by D. Lillard (bad pass; steal by J. Terry),,7,5
27,1,8:19.0,,T. Ariza makes 2-pt dunk at rim (assist by J. Terry),7,7
28,1,7:59.0,Turnover by A. Aminu (bad pass; steal by J. Harden),,7,7
29,1,7:51.0,,T. Jones makes 2-pt dunk at rim (assist by T. Ariza),7,9
30,1,7:33.0,M. Plumlee makes 2-pt hook shot from 7 ft,,9,9
31,1,7:10.0,,J. Terry misses 3-pt jump shot from 25 ft,9,9
32,1,7:09.0,,Offensive rebound by D. Howard,9,9
33,1,7:08.0,,Shooting foul by N. Vonleh (drawn by D. Howard),9,9
34,1,7:08.0,,D. Howard misses free throw 1 of 2,9,9
35,1,7:08.0,,Offensive rebound by Team,9,9
36,1,7:08.0,C. Alexander enters the game for N. Vonleh,,9,9
37,1,7:08.0,,D. Howard misses free throw 2 of 2,9,9
38,1,7:08.0,Defensive rebound by A. Aminu,,9,9
39,1,6:50.0,Shooting foul by J. Terry (drawn by D. Lillard),,9,9
40,1,6:50.0,D. Lillard makes free throw 1 of 2,,10,9
41,1,6:50.0,D. Lillard makes free throw 2 of 2,,11,9
42,1,6:38.0,,J. Harden misses 3-pt jump shot from 24 ft,11,9
43,1,6:37.0,Defensive rebound by A. Aminu,,11,9
44,1,6:23.0,C. Alexander misses 2-pt jump shot from 8 ft,,11,9
45,1,6:23.0,,Defensive rebound by T. Jones,11,9
46,1,6:16.0,,Turnover by T. Jones (bad pass; steal by C. McCollum),11,9
47,1,6:07.0,C. Alexander makes 2-pt dunk at rim (assist by C. McCollum),,13,9
48,1,6:00.0,,Turnover by J. Harden (lost ball; steal by C. McCollum),13,9
49,1,5:56.0,C. McCollum makes 2-pt dunk at rim,,15,9
50,1,5:50.0,,Houston full timeout,15,9
51,1,5:50.0,,C. Capela enters the game for D. Howard,15,9
52,1,5:50.0,,T. Lawson enters the game for J. Terry,15,9
53,1,5:39.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),15,12
54,1,5:17.0,C. McCollum makes 2-pt jump shot from 19 ft,,17,12
55,1,4:59.0,A. Crabbe enters the game for C. McCollum,,17,12
56,1,4:59.0,E. Davis enters the game for M. Plumlee,,17,12
57,1,4:54.0,,T. Jones makes 3-pt jump shot from 24 ft (assist by J. Harden),17,15
58,1,4:25.0,A. Aminu misses 3-pt jump shot from 23 ft,,17,15
59,1,4:24.0,,Defensive rebound by T. Ariza,17,15
60,1,4:17.0,,J. Harden makes 3-pt jump shot from 24 ft,17,18
61,1,4:05.0,Turnover by D. Lillard (bad pass; steal by C. Capela),,17,18
62,1,4:00.0,,Shooting foul by A. Crabbe (drawn by J. Harden),17,18
63,1,4:00.0,,J. Harden makes free throw 1 of 2,17,19
64,1,4:00.0,,C. Brewer enters the game for T. Ariza,17,19
65,1,4:00.0,M. Harkless enters the game for A. Aminu,,17,19
66,1,4:00.0,,M. Harrell enters the game for T. Jones,17,19
67,1,4:00.0,,J. Harden makes free throw 2 of 2,17,20
68,1,3:49.0,Turnover by D. Lillard (lost ball; steal by T. Lawson),,17,20
69,1,3:43.0,,C. Brewer makes 2-pt layup from 1 ft (assist by J. Harden),17,22
70,1,3:36.0,Portland full timeout,,17,22
71,1,3:26.0,A. Crabbe misses 3-pt jump shot from 25 ft,,17,22
72,1,3:24.0,Offensive rebound by Team,,17,22
73,1,3:20.0,Turnover by D. Lillard (lost ball),,17,22
74,1,3:09.0,,Turnover by C. Brewer (lost ball; steal by D. Lillard),17,22
75,1,3:08.0,Personal foul by T. Lawson (drawn by D. Lillard),,17,22
76,1,3:08.0,N. Vonleh enters the game for C. Alexander,,17,22
77,1,3:08.0,,M. Thornton enters the game for J. Harden,17,22
78,1,2:57.0,D. Lillard misses 2-pt jump shot from 20 ft,,17,22
79,1,2:55.0,,Defensive rebound by C. Brewer,17,22
80,1,2:42.0,,M. Thornton misses 3-pt jump shot from 25 ft,17,22
81,1,2:41.0,Defensive rebound by D. Lillard,,17,22
82,1,2:33.0,D. Lillard misses 2-pt layup from 3 ft (block by C. Capela),,17,22
83,1,2:32.0,Offensive rebound by N. Vonleh,,17,22
84,1,2:23.0,Shooting foul by M. Harrell (drawn by M. Harkless),,17,22
85,1,2:23.0,M. Harkless misses free throw 1 of 2,,17,22
86,1,2:23.0,Offensive rebound by Team,,17,22
87,1,2:23.0,M. Harkless makes free throw 2 of 2,,18,22
88,1,2:18.0,,Personal foul by A. Crabbe (drawn by T. Lawson),18,22
89,1,2:18.0,,D. Howard enters the game for C. Capela,18,22
90,1,2:12.0,,T. Lawson misses 2-pt jump shot from 17 ft,18,22
91,1,2:11.0,Defensive rebound by N. Vonleh,,18,22
92,1,2:04.0,,Offensive charge foul by N. Vonleh (drawn by M. Harrell),18,22
93,1,2:04.0,Turnover by N. Vonleh (offensive foul),,18,22
94,1,2:04.0,G. Henderson enters the game for N. Vonleh,,18,22
95,1,1:45.0,,C. Brewer misses 3-pt jump shot from 24 ft,18,22
96,1,1:44.0,,Offensive rebound by M. Thornton,18,22
97,1,1:24.0,,T. Lawson misses 2-pt jump shot from 8 ft,18,22
98,1,1:23.0,Defensive rebound by M. Harkless,,18,22
99,1,1:11.0,G. Henderson makes 3-pt jump shot from 25 ft (assist by M. Harkless),,21,22
100,1,0:57.0,,M. Thornton misses 2-pt jump shot from 15 ft,21,22
101,1,0:56.0,Defensive rebound by M. Harkless,,21,22
102,1,0:46.0,D. Lillard misses 2-pt layup from 3 ft,,21,22
103,1,0:45.0,Offensive rebound by E. Davis,,21,22
104,1,0:28.0,M. Harkless misses 2-pt layup from 2 ft,,21,22
105,1,0:26.0,Offensive rebound by M. Harkless,,21,22
106,1,0:26.0,Turnover by M. Harkless (traveling),,21,22
107,1,0:26.0,C. McCollum enters the game for D. Lillard,,21,22
108,1,0:26.0,,J. Harden enters the game for M. Harrell,21,22
109,1,0:04.0,,J. Harden misses 3-pt jump shot from 24 ft,21,22
110,1,0:02.0,Defensive rebound by Team,,21,22
111,2,11:35.0,,T. Lawson misses 2-pt jump shot from 16 ft,21,22
112,2,11:34.0,Defensive rebound by M. Harkless,,21,22
113,2,11:31.0,Turnover by M. Harkless (lost ball; steal by M. Harrell),,21,22
114,2,11:25.0,,M. Thornton misses 3-pt jump shot from 25 ft,21,22
115,2,11:23.0,Defensive rebound by Team,,21,22
116,2,11:09.0,G. Henderson misses 2-pt jump shot from 11 ft,,21,22
117,2,11:08.0,,Defensive rebound by D. Howard,21,22
118,2,10:58.0,,C. Brewer misses 2-pt layup from 3 ft,21,22
119,2,10:57.0,Defensive rebound by M. Harkless,,21,22
120,2,10:45.0,G. Henderson misses 3-pt jump shot from 24 ft,,21,22
121,2,10:44.0,,Defensive rebound by D. Howard,21,22
