,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CHICAGO_ACTION,SAN ANTONIO_SCORE,CHICAGO_SCORE
30,1,7:09.0,,Defensive rebound by T. Snell,12,9
31,1,7:02.0,,N. Mirotić makes 2-pt dunk at rim (assist by P. Gasol),12,11
32,1,6:43.0,K. Leonard misses 2-pt jump shot from 20 ft,,12,11
33,1,6:42.0,Offensive rebound by D. Green,,12,11
34,1,6:38.0,D. Green misses 3-pt jump shot from 24 ft,,12,11
35,1,6:37.0,,Defensive rebound by J. Butler,12,11
36,1,6:25.0,,Turnover by N. Mirotić (lost ball; steal by D. Green),12,11
37,1,6:15.0,Turnover by D. Green (bad pass; steal by P. Gasol),,12,11
38,1,6:11.0,,D. Rose makes 2-pt layup from 1 ft (assist by J. Butler),12,13
39,1,6:10.0,San Antonio full timeout,,12,13
40,1,5:58.0,K. Leonard makes 2-pt layup from 1 ft (assist by T. Parker),,14,13
41,1,5:58.0,Shooting foul by J. Butler (drawn by K. Leonard),,14,13
42,1,5:58.0,K. Leonard makes free throw 1 of 1,,15,13
43,1,5:44.0,,Turnover by P. Gasol (bad pass; steal by D. Green),15,13
44,1,5:32.0,Turnover by L. Aldridge (lost ball; steal by D. Rose),,15,13
45,1,5:27.0,,Turnover by D. Rose (lost ball; steal by K. Leonard),15,13
46,1,5:11.0,L. Aldridge makes 2-pt jump shot from 15 ft,,17,13
47,1,4:53.0,,N. Mirotić misses 3-pt jump shot from 25 ft,17,13
48,1,4:52.0,Defensive rebound by K. Leonard,,17,13
49,1,4:48.0,K. Leonard misses 2-pt layup from 1 ft (block by J. Butler),,17,13
50,1,4:48.0,Offensive rebound by Team,,17,13
51,1,4:48.0,M. Ginóbili enters the game for D. Green,,17,13
52,1,4:48.0,,D. McDermott enters the game for T. Snell,17,13
53,1,4:48.0,,J. Noah enters the game for P. Gasol,17,13
54,1,4:48.0,,T. Gibson enters the game for N. Mirotić,17,13
55,1,4:48.0,B. Diaw enters the game for T. Duncan,,17,13
56,1,4:39.0,L. Aldridge makes 2-pt jump shot from 21 ft (assist by T. Parker),,19,13
57,1,4:21.0,,J. Butler misses 3-pt jump shot from 24 ft,19,13
58,1,4:19.0,Defensive rebound by L. Aldridge,,19,13
59,1,3:57.0,K. Leonard misses 2-pt layup from 1 ft,,19,13
60,1,3:56.0,,Defensive rebound by J. Noah,19,13
61,1,3:42.0,,D. McDermott makes 2-pt jump shot from 9 ft (assist by J. Noah),19,15
62,1,3:28.0,T. Parker misses 2-pt jump shot from 11 ft,,19,15
63,1,3:27.0,,Defensive rebound by J. Noah,19,15
64,1,3:13.0,,D. Rose misses 3-pt jump shot from 25 ft,19,15
65,1,3:12.0,,Offensive rebound by J. Noah,19,15
66,1,3:12.0,,J. Noah misses 2-pt layup from 1 ft,19,15
67,1,3:11.0,Defensive rebound by L. Aldridge,,19,15
68,1,3:02.0,K. Leonard misses 3-pt jump shot from 25 ft,,19,15
69,1,3:01.0,,Defensive rebound by D. McDermott,19,15
70,1,2:53.0,,D. Rose misses 2-pt jump shot from 9 ft,19,15
71,1,2:51.0,Defensive rebound by L. Aldridge,,19,15
72,1,2:42.0,B. Diaw misses 2-pt layup from 2 ft (block by J. Butler),,19,15
73,1,2:40.0,,Defensive rebound by J. Noah,19,15
74,1,2:35.0,,J. Butler makes 2-pt jump shot from 10 ft (assist by D. Rose),19,17
75,1,2:14.0,L. Aldridge makes 2-pt jump shot from 18 ft (assist by M. Ginóbili),,21,17
76,1,2:03.0,,T. Gibson misses 2-pt layup from 2 ft (block by L. Aldridge),21,17
77,1,2:03.0,,Offensive rebound by Team,21,17
78,1,2:03.0,,Chicago full timeout,21,17
79,1,2:03.0,,E. Moore enters the game for D. Rose,21,17
80,1,2:03.0,P. Mills enters the game for T. Parker,,21,17
81,1,1:55.0,,Turnover by E. Moore (lost ball; steal by M. Ginóbili),21,17
82,1,1:51.0,Turnover by M. Ginóbili (lost ball),,21,17
83,1,1:33.0,,J. Butler misses 2-pt jump shot from 19 ft,21,17
84,1,1:32.0,Defensive rebound by B. Diaw,,21,17
85,1,1:24.0,K. Leonard makes 2-pt jump shot from 22 ft,,23,17
86,1,1:04.0,,E. Moore misses 3-pt jump shot from 25 ft,23,17
87,1,1:03.0,Defensive rebound by L. Aldridge,,23,17
88,1,0:58.0,Personal foul by E. Moore (drawn by K. Leonard),,23,17
89,1,0:58.0,D. West enters the game for L. Aldridge,,23,17
90,1,0:46.0,M. Ginóbili misses 2-pt jump shot from 19 ft,,23,17
91,1,0:46.0,,Defensive rebound by Team,23,17
92,1,0:46.0,Loose ball foul by D. West (drawn by J. Noah),,23,17
93,1,0:32.0,Violation by K. Leonard (kicked ball),,23,17
94,1,0:21.0,,Personal foul by B. Diaw (drawn by E. Moore),23,17
95,1,0:21.0,,E. Moore misses free throw 1 of 2,23,17
96,1,0:21.0,,Offensive rebound by Team,23,17
97,1,0:21.0,,T. Snell enters the game for D. McDermott,23,17
98,1,0:21.0,,E. Moore misses free throw 2 of 2,23,17
99,1,0:20.0,Defensive rebound by M. Ginóbili,,23,17
100,1,0:01.0,M. Ginóbili misses 3-pt jump shot from 27 ft,,23,17
101,1,0:00.0,,Defensive rebound by T. Snell,23,17
102,2,11:34.0,,T. Gibson misses 2-pt layup from 2 ft,23,17
103,2,11:33.0,,Offensive rebound by J. Noah,23,17
104,2,11:33.0,,J. Noah misses 2-pt layup from 2 ft,23,17
105,2,11:32.0,Defensive rebound by D. West,,23,17
106,2,11:13.0,B. Diaw makes 3-pt jump shot from 24 ft (assist by P. Mills),,26,17
107,2,10:59.0,,J. Noah makes 2-pt layup from 3 ft (assist by E. Moore),26,19
108,2,10:35.0,B. Diaw misses 3-pt jump shot from 24 ft,,26,19
109,2,10:34.0,,Defensive rebound by T. Gibson,26,19
110,2,10:23.0,,T. Gibson makes 2-pt layup from 2 ft (assist by J. Noah),26,21
111,2,10:06.0,P. Mills misses 2-pt jump shot from 19 ft,,26,21
112,2,10:05.0,,Defensive rebound by T. Snell,26,21
113,2,9:55.0,,T. Snell makes 3-pt jump shot from 24 ft,26,24
114,2,9:54.0,San Antonio full timeout,,26,24
115,2,9:54.0,,D. Rose enters the game for E. Moore,26,24
116,2,9:40.0,Shooting foul by J. Noah (drawn by M. Ginóbili),,26,24
117,2,9:40.0,M. Ginóbili makes free throw 1 of 2,,27,24
118,2,9:40.0,M. Ginóbili makes free throw 2 of 2,,28,24
119,2,9:27.0,,D. McDermott makes 3-pt jump shot from 25 ft (assist by D. Rose),28,27
120,2,9:15.0,Personal foul by T. Gibson (drawn by B. Diaw),,28,27
121,2,9:15.0,D. Green enters the game for M. Ginóbili,,28,27
122,2,9:08.0,P. Mills misses 2-pt jump shot from 17 ft,,28,27
123,2,9:07.0,,Defensive rebound by D. McDermott,28,27
124,2,8:56.0,,D. McDermott makes 2-pt jump shot from 16 ft (assist by J. Noah),28,29
125,2,8:56.0,,Shooting foul by K. Anderson (drawn by D. McDermott),28,29
126,2,8:56.0,,D. McDermott makes free throw 1 of 1,28,30
127,2,8:38.0,B. Diaw misses 2-pt jump shot from 11 ft,,28,30
128,2,8:37.0,,Defensive rebound by J. Noah,28,30
129,2,8:31.0,,D. Rose misses 2-pt jump shot from 15 ft,28,30
130,2,8:31.0,Defensive rebound by D. Green,,28,30
131,2,8:31.0,Personal foul by T. Gibson (drawn by D. West),,28,30
132,2,8:12.0,D. Green misses 2-pt jump shot from 19 ft,,28,30
133,2,8:11.0,,Defensive rebound by T. Snell,28,30
134,2,7:59.0,,D. Rose misses 2-pt layup from 1 ft,28,30
135,2,7:58.0,Defensive rebound by B. Diaw,,28,30
136,2,7:44.0,D. Green makes 2-pt layup from 2 ft,,30,30
137,2,7:38.0,,D. McDermott makes 2-pt layup from 2 ft (assist by D. Rose),30,32
138,2,7:13.0,D. Green misses 2-pt jump shot from 19 ft,,30,32
139,2,7:12.0,,Defensive rebound by J. Noah,30,32
140,2,7:05.0,,D. Rose misses 2-pt jump shot from 3 ft (block by D. West),30,32
141,2,7:05.0,,Offensive rebound by Team,30,32
142,2,7:05.0,T. Parker enters the game for K. Anderson,,30,32
143,2,7:05.0,K. Leonard enters the game for P. Mills,,30,32
144,2,7:05.0,,J. Butler enters the game for T. Snell,30,32
145,2,7:00.0,,D. McDermott misses 2-pt layup from 1 ft,30,32
146,2,6:59.0,Defensive rebound by B. Diaw,,30,32
147,2,6:47.0,D. West makes 2-pt jump shot from 18 ft (assist by T. Parker),,32,32
148,2,6:29.0,,T. Gibson misses 2-pt jump shot from 14 ft,32,32
149,2,6:28.0,Defensive rebound by T. Parker,,32,32
150,2,6:25.0,Personal foul by D. McDermott (drawn by T. Parker),,32,32
151,2,6:25.0,T. Duncan enters the game for B. Diaw,,32,32
152,2,6:25.0,,P. Gasol enters the game for J. Noah,32,32
153,2,6:25.0,,N. Mirotić enters the game for T. Gibson,32,32
154,2,6:09.0,D. West misses 2-pt jump shot from 8 ft,,32,32
155,2,6:08.0,,Defensive rebound by D. McDermott,32,32
156,2,6:02.0,,Turnover by J. Butler (lost ball),32,32
157,2,5:44.0,T. Parker makes 2-pt layup from 2 ft (assist by T. Duncan),,34,32
158,2,5:32.0,,P. Gasol makes 2-pt jump shot from 15 ft (assist by D. Rose),34,34
159,2,5:06.0,T. Parker misses 2-pt jump shot from 11 ft,,34,34
160,2,5:05.0,,Defensive rebound by D. Rose,34,34
161,2,5:00.0,,Shooting foul by D. West (drawn by J. Butler),34,34
162,2,5:00.0,,Chicago full timeout,34,34
163,2,5:00.0,L. Aldridge enters the game for D. West,,34,34
164,2,5:00.0,,J. Butler makes free throw 1 of 2,34,35
165,2,5:00.0,,J. Butler makes free throw 2 of 2,34,36
166,2,4:51.0,Personal foul by P. Gasol (drawn by D. Green),,34,36
167,2,4:51.0,D. Green makes free throw 1 of 2,,35,36
168,2,4:51.0,D. Green makes free throw 2 of 2,,36,36
169,2,4:38.0,,N. Mirotić makes 3-pt jump shot from 22 ft (assist by D. Rose),36,39
170,2,4:19.0,K. Leonard makes 2-pt dunk at rim (assist by T. Parker),,38,39
171,2,3:51.0,,D. Rose misses 2-pt layup from 1 ft,38,39
172,2,3:50.0,,Offensive rebound by P. Gasol,38,39
173,2,3:50.0,,P. Gasol misses 2-pt layup from 1 ft,38,39
174,2,3:49.0,,Offensive rebound by N. Mirotić,38,39
175,2,3:36.0,,D. McDermott misses 2-pt layup from 2 ft,38,39
176,2,3:34.0,,Offensive rebound by J. Butler,38,39
177,2,3:34.0,,J. Butler makes 2-pt layup at rim,38,41
178,2,3:22.0,L. Aldridge makes 2-pt jump shot from 11 ft (assist by T. Duncan),,40,41
179,2,3:22.0,Shooting foul by N. Mirotić (drawn by L. Aldridge),,40,41
180,2,3:22.0,L. Aldridge makes free throw 1 of 1,,41,41
181,2,3:02.0,,P. Gasol misses 2-pt hook shot from 8 ft,41,41
182,2,3:01.0,Defensive rebound by T. Duncan,,41,41
183,2,2:56.0,Offensive foul by T. Duncan (drawn by D. Rose),,41,41
184,2,2:56.0,Turnover by T. Duncan (offensive foul),,41,41
185,2,2:56.0,,Chicago full timeout,41,41
186,2,2:47.0,,J. Butler makes 2-pt dunk at rim (assist by P. Gasol),41,43
187,2,2:26.0,T. Parker makes 2-pt layup from 2 ft,,43,43
188,2,2:06.0,,D. Rose makes 2-pt layup from 1 ft,43,45
189,2,1:51.0,T. Parker makes 2-pt jump shot from 3 ft,,45,45
190,2,1:41.0,,D. Rose makes 2-pt jump shot from 11 ft,45,47
191,2,1:28.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by T. Parker),,47,47
192,2,1:13.0,,D. McDermott misses 2-pt jump shot from 13 ft,47,47
193,2,1:12.0,Defensive rebound by T. Duncan,,47,47
194,2,0:58.0,L. Aldridge misses 2-pt jump shot from 17 ft,,47,47
195,2,0:57.0,,Defensive rebound by P. Gasol,47,47
196,2,0:47.0,,D. Rose makes 2-pt jump shot from 19 ft,47,49
197,2,0:33.0,Personal foul by D. Rose (drawn by T. Parker),,47,49
198,2,0:33.0,T. Parker misses free throw 1 of 2,,47,49
199,2,0:33.0,Offensive rebound by Team,,47,49
200,2,0:33.0,T. Parker makes free throw 2 of 2,,48,49
201,2,0:29.0,,Personal foul by T. Parker (drawn by D. Rose),48,49
202,2,0:14.0,,P. Gasol misses 2-pt hook shot from 7 ft,48,49
203,2,0:13.0,Defensive rebound by L. Aldridge,,48,49
204,2,0:01.0,T. Duncan misses 2-pt jump shot from 12 ft,,48,49
205,2,0:00.0,,Defensive rebound by N. Mirotić,48,49
206,3,11:40.0,,Turnover by J. Butler (lost ball),48,49
207,3,11:34.0,Personal foul by N. Mirotić (drawn by L. Aldridge),,48,49
208,3,11:20.0,T. Parker misses 2-pt jump shot from 20 ft,,48,49
209,3,11:19.0,,Defensive rebound by P. Gasol,48,49
210,3,11:03.0,,D. Rose misses 2-pt jump shot from 10 ft,48,49
211,3,11:03.0,,Offensive rebound by P. Gasol,48,49
212,3,11:03.0,,Shooting foul by K. Leonard (drawn by P. Gasol),48,49
213,3,11:03.0,,P. Gasol makes free throw 1 of 2,48,50
214,3,11:03.0,,P. Gasol makes free throw 2 of 2,48,51
215,3,10:44.0,L. Aldridge misses 2-pt jump shot from 15 ft,,48,51
216,3,10:43.0,,Defensive rebound by D. Rose,48,51
217,3,10:28.0,,P. Gasol misses 2-pt jump shot from 7 ft,48,51
218,3,10:27.0,Defensive rebound by T. Duncan,,48,51
219,3,10:19.0,L. Aldridge makes 2-pt layup from 2 ft (assist by T. Duncan),,50,51
220,3,10:03.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by P. Gasol),50,54
221,3,9:48.0,K. Leonard misses 2-pt jump shot from 17 ft,,50,54
222,3,9:47.0,,Defensive rebound by N. Mirotić,50,54
223,3,9:35.0,,P. Gasol makes 2-pt jump shot from 13 ft (assist by J. Butler),50,56
224,3,9:34.0,San Antonio full timeout,,50,56
225,3,9:23.0,D. Green makes 3-pt jump shot from 24 ft (assist by K. Leonard),,53,56
226,3,8:57.0,,D. Rose makes 2-pt jump shot from 15 ft,53,58
227,3,8:42.0,L. Aldridge misses 2-pt jump shot from 20 ft,,53,58
228,3,8:41.0,,Defensive rebound by N. Mirotić,53,58
229,3,8:25.0,,D. Rose misses 3-pt jump shot from 24 ft,53,58
230,3,8:24.0,Defensive rebound by L. Aldridge,,53,58
231,3,8:15.0,K. Leonard makes 2-pt dunk at rim,,55,58
232,3,7:59.0,,Turnover by J. Butler (bad pass; steal by K. Leonard),55,58
233,3,7:56.0,Shooting foul by J. Butler (drawn by K. Leonard),,55,58
234,3,7:56.0,K. Leonard makes free throw 1 of 2,,56,58
235,3,7:56.0,K. Leonard makes free throw 2 of 2,,57,58
236,3,7:34.0,,P. Gasol misses 2-pt jump shot from 5 ft (block by T. Duncan),57,58
237,3,7:32.0,Defensive rebound by L. Aldridge,,57,58
238,3,7:26.0,K. Leonard makes 2-pt jump shot from 6 ft,,59,58
239,3,7:26.0,,Chicago full timeout,59,58
240,3,7:11.0,,P. Gasol misses 2-pt hook shot from 6 ft,59,58
241,3,7:10.0,Defensive rebound by L. Aldridge,,59,58
242,3,7:04.0,Turnover by K. Leonard (lost ball),,59,58
243,3,6:49.0,,N. Mirotić misses 3-pt jump shot from 24 ft,59,58
244,3,6:48.0,,Offensive rebound by P. Gasol,59,58
245,3,6:46.0,,J. Butler makes 2-pt layup from 1 ft (assist by P. Gasol),59,60
246,3,6:25.0,L. Aldridge misses 2-pt jump shot from 12 ft,,59,60
247,3,6:24.0,Offensive rebound by T. Duncan,,59,60
248,3,6:17.0,D. Green misses 3-pt jump shot from 24 ft,,59,60
249,3,6:16.0,Offensive rebound by K. Leonard,,59,60
250,3,6:16.0,K. Leonard misses 2-pt layup from 1 ft,,59,60
251,3,6:16.0,Offensive rebound by K. Leonard,,59,60
252,3,6:16.0,Shooting foul by P. Gasol (drawn by K. Leonard),,59,60
253,3,6:16.0,K. Leonard makes 2-pt layup from 1 ft,,61,60
254,3,6:16.0,K. Leonard misses free throw 1 of 1,,61,60
255,3,6:13.0,Offensive rebound by T. Duncan,,61,60
256,3,5:58.0,K. Leonard misses 2-pt jump shot from 12 ft,,61,60
257,3,5:57.0,,Defensive rebound by P. Gasol,61,60
258,3,5:48.0,,D. Rose misses 2-pt jump shot from 20 ft,61,60
259,3,5:47.0,Defensive rebound by T. Duncan,,61,60
260,3,5:34.0,L. Aldridge misses 2-pt layup from 3 ft (block by P. Gasol),,61,60
261,3,5:32.0,Offensive rebound by L. Aldridge,,61,60
262,3,5:31.0,L. Aldridge makes 2-pt layup from 2 ft,,63,60
263,3,5:12.0,,P. Gasol makes 2-pt layup from 1 ft (assist by T. Snell),63,62
264,3,4:56.0,T. Parker makes 2-pt jump shot from 14 ft,,65,62
265,3,4:44.0,,T. Snell misses 2-pt layup at rim,65,62
266,3,4:43.0,Defensive rebound by K. Leonard,,65,62
267,3,4:35.0,Personal foul by N. Mirotić (drawn by L. Aldridge),,65,62
268,3,4:35.0,,D. McDermott enters the game for T. Snell,65,62
269,3,4:35.0,,J. Noah enters the game for N. Mirotić,65,62
270,3,4:35.0,,E. Moore enters the game for D. Rose,65,62
271,3,4:35.0,D. West enters the game for T. Duncan,,65,62
272,3,4:35.0,P. Mills enters the game for T. Parker,,65,62
273,3,4:27.0,L. Aldridge makes 2-pt dunk at rim (assist by D. West),,67,62
274,3,4:17.0,,Personal foul by D. Green (drawn by D. McDermott),67,62
275,3,4:17.0,M. Ginóbili enters the game for D. Green,,67,62
276,3,4:05.0,,P. Gasol misses 2-pt jump shot from 14 ft,67,62
277,3,4:04.0,Defensive rebound by D. West,,67,62
278,3,3:48.0,D. West misses 2-pt jump shot from 4 ft,,67,62
279,3,3:47.0,,Defensive rebound by P. Gasol,67,62
280,3,3:36.0,,Offensive foul by J. Butler (drawn by P. Mills),67,62
281,3,3:36.0,,Turnover by J. Butler (offensive foul),67,62
282,3,3:17.0,Turnover by L. Aldridge (bad pass; steal by J. Butler),,67,62
283,3,3:13.0,,J. Butler makes 2-pt dunk at rim,67,64
284,3,2:55.0,L. Aldridge misses 2-pt jump shot from 18 ft,,67,64
285,3,2:54.0,Offensive rebound by D. West,,67,64
286,3,2:50.0,P. Mills misses 2-pt jump shot from 10 ft,,67,64
287,3,2:49.0,,Defensive rebound by P. Gasol,67,64
288,3,2:39.0,,J. Butler misses 2-pt jump shot from 18 ft,67,64
289,3,2:39.0,Defensive rebound by Team,,67,64
290,3,2:39.0,,Loose ball foul by J. Noah (drawn by L. Aldridge),67,64
291,3,2:39.0,L. Aldridge misses free throw 1 of 2,,67,64
292,3,2:39.0,Offensive rebound by Team,,67,64
293,3,2:39.0,L. Aldridge misses free throw 2 of 2,,67,64
294,3,2:37.0,,Defensive rebound by P. Gasol,67,64
295,3,2:24.0,,P. Gasol misses 2-pt jump shot from 18 ft,67,64
296,3,2:22.0,Defensive rebound by K. Leonard,,67,64
297,3,2:14.0,K. Leonard misses 2-pt jump shot from 14 ft,,67,64
298,3,2:13.0,,Defensive rebound by J. Noah,67,64
299,3,2:02.0,,P. Gasol misses 2-pt hook shot at rim,67,64
300,3,2:01.0,,Offensive rebound by P. Gasol,67,64
301,3,2:01.0,,P. Gasol misses 2-pt layup at rim,67,64
302,3,2:00.0,,Offensive rebound by J. Noah,67,64
303,3,2:00.0,,Shooting foul by K. Leonard (drawn by J. Noah),67,64
304,3,2:00.0,,J. Noah misses free throw 1 of 2,67,64
305,3,2:00.0,,Offensive rebound by Team,67,64
306,3,2:00.0,,T. Gibson enters the game for P. Gasol,67,64
307,3,2:00.0,B. Diaw enters the game for L. Aldridge,,67,64
308,3,2:00.0,,J. Noah misses free throw 2 of 2,67,64
309,3,1:59.0,Defensive rebound by K. Leonard,,67,64
310,3,1:40.0,K. Leonard makes 2-pt layup from 2 ft,,69,64
311,3,1:27.0,,D. McDermott makes 2-pt layup from 2 ft (assist by J. Noah),69,66
312,3,1:02.0,P. Mills misses 2-pt jump shot from 21 ft,,69,66
313,3,1:01.0,,Defensive rebound by E. Moore,69,66
314,3,0:54.0,,E. Moore makes 2-pt jump shot from 21 ft,69,68
315,3,0:36.0,M. Ginóbili makes 2-pt layup from 1 ft,,71,68
316,3,0:25.0,,D. McDermott misses 2-pt jump shot from 20 ft,71,68
317,3,0:24.0,,Offensive rebound by J. Noah,71,68
318,3,0:23.0,,J. Noah makes 2-pt layup from 1 ft,71,70
319,3,0:06.0,P. Mills makes 2-pt jump shot from 20 ft (assist by K. Leonard),,73,70
320,3,0:00.0,,E. Moore misses 2-pt jump shot from 18 ft,73,70
321,3,0:00.0,,Offensive rebound by Team,73,70
322,4,11:44.0,D. Green misses 3-pt jump shot from 24 ft,,73,70
323,4,11:44.0,,Defensive rebound by Team,73,70
324,4,11:44.0,Loose ball foul by D. West (drawn by J. Noah),,73,70
325,4,11:29.0,,D. McDermott misses 2-pt jump shot from 19 ft,73,70
326,4,11:28.0,,Offensive rebound by T. Gibson,73,70
327,4,11:24.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by T. Gibson),73,73
328,4,11:02.0,D. Green misses 2-pt jump shot from 7 ft,,73,73
329,4,11:00.0,Offensive rebound by D. Green,,73,73
330,4,10:56.0,D. West misses 2-pt jump shot from 8 ft,,73,73
331,4,10:55.0,,Defensive rebound by T. Snell,73,73
332,4,10:43.0,,T. Snell makes 2-pt layup from 2 ft (assist by J. Noah),73,75
333,4,10:29.0,Personal foul by J. Noah (drawn by B. Diaw),,73,75
334,4,10:14.0,P. Mills misses 3-pt jump shot from 24 ft,,73,75
335,4,10:13.0,,Defensive rebound by J. Noah,73,75
336,4,10:06.0,,E. Moore makes 2-pt jump shot from 4 ft (assist by J. Noah),73,77
337,4,10:06.0,,Shooting foul by D. Green (drawn by E. Moore),73,77
338,4,10:06.0,,E. Moore misses free throw 1 of 1,73,77
339,4,10:06.0,Defensive rebound by Team,,73,77
340,4,10:00.0,Personal foul by D. McDermott (drawn by M. Ginóbili),,73,77
341,4,9:53.0,P. Mills makes 2-pt jump shot from 22 ft (assist by M. Ginóbili),,75,77
342,4,9:41.0,,J. Noah makes 2-pt layup from 1 ft,75,79
343,4,9:22.0,D. West misses 2-pt jump shot from 14 ft,,75,79
344,4,9:20.0,,Defensive rebound by T. Gibson,75,79
345,4,9:08.0,,E. Moore makes 2-pt jump shot from 11 ft (assist by J. Noah),75,81
346,4,9:08.0,San Antonio full timeout,,75,81
347,4,9:08.0,T. Duncan enters the game for M. Ginóbili,,75,81
348,4,9:08.0,K. Leonard enters the game for D. West,,75,81
349,4,8:48.0,D. Green misses 3-pt jump shot from 24 ft,,75,81
350,4,8:47.0,Offensive rebound by T. Duncan,,75,81
351,4,8:40.0,Shooting foul by T. Snell (drawn by K. Leonard),,75,81
352,4,8:40.0,K. Leonard makes 2-pt jump shot from 5 ft,,77,81
353,4,8:40.0,,J. Butler enters the game for T. Snell,77,81
354,4,8:40.0,K. Leonard makes free throw 1 of 1,,78,81
355,4,8:24.0,,J. Noah makes 2-pt layup from 1 ft,78,83
356,4,8:00.0,K. Leonard misses 3-pt jump shot from 24 ft,,78,83
357,4,7:59.0,Offensive rebound by B. Diaw,,78,83
358,4,7:46.0,Turnover by B. Diaw (bad pass; steal by T. Gibson),,78,83
359,4,7:35.0,,D. McDermott misses 3-pt jump shot from 22 ft,78,83
360,4,7:34.0,Defensive rebound by B. Diaw,,78,83
361,4,7:21.0,B. Diaw makes 2-pt layup from 1 ft,,80,83
362,4,6:58.0,,E. Moore misses 3-pt jump shot from 23 ft,80,83
363,4,6:57.0,Defensive rebound by B. Diaw,,80,83
364,4,6:52.0,P. Mills misses 3-pt jump shot from 25 ft,,80,83
365,4,6:52.0,Offensive rebound by Team,,80,83
366,4,6:52.0,Personal foul by E. Moore (drawn by D. Green),,80,83
367,4,6:52.0,L. Aldridge enters the game for B. Diaw,,80,83
368,4,6:52.0,T. Parker enters the game for P. Mills,,80,83
369,4,6:52.0,,D. Rose enters the game for E. Moore,80,83
370,4,6:45.0,Turnover by K. Leonard (lost ball),,80,83
371,4,6:34.0,,D. McDermott misses 2-pt layup from 2 ft,80,83
372,4,6:32.0,,Offensive rebound by T. Gibson,80,83
373,4,6:32.0,,T. Gibson makes 2-pt dunk at rim,80,85
374,4,6:10.0,Personal foul by J. Noah (drawn by K. Leonard),,80,85
375,4,6:10.0,K. Leonard makes free throw 1 of 2,,81,85
376,4,6:10.0,,P. Gasol enters the game for J. Noah,81,85
377,4,6:10.0,K. Leonard makes free throw 2 of 2,,82,85
378,4,5:47.0,,D. Rose misses 2-pt layup from 3 ft (block by D. Green),82,85
379,4,5:45.0,Defensive rebound by K. Leonard,,82,85
380,4,5:30.0,T. Duncan makes 2-pt hook shot from 4 ft (assist by T. Parker),,84,85
381,4,5:22.0,,Chicago full timeout,84,85
382,4,5:22.0,,J. Noah enters the game for T. Gibson,84,85
383,4,5:04.0,,J. Butler misses 3-pt jump shot from 25 ft,84,85
384,4,5:03.0,Defensive rebound by T. Duncan,,84,85
385,4,4:45.0,K. Leonard misses 2-pt jump shot from 15 ft,,84,85
386,4,4:44.0,,Defensive rebound by P. Gasol,84,85
387,4,4:31.0,,D. Rose misses 2-pt jump shot from 16 ft,84,85
